,QUARTER,TIME_REMAINING,DALLAS_ACTION,DETROIT_ACTION,DALLAS_SCORE,DETROIT_SCORE
384,4,6:46.0,M. Ellis makes 2-pt jump shot from 19 ft (assist by D. Harris),,96,82
385,4,6:34.0,,Turnover by D. Augustin (lost ball; steal by D. Harris),96,82
386,4,6:13.0,M. Ellis misses 2-pt jump shot from 21 ft,,96,82
387,4,6:12.0,Offensive rebound by C. Parsons,,96,82
388,4,6:08.0,C. Parsons makes 3-pt jump shot from 26 ft,,99,82
389,4,5:52.0,,J. Meeks makes 3-pt jump shot from 23 ft (assist by K. Singler),99,85
390,4,5:42.0,Shooting foul by A. Drummond (drawn by M. Ellis),,99,85
391,4,5:42.0,M. Ellis makes free throw 1 of 2,,100,85
392,4,5:42.0,J. Nelson enters the game for D. Harris,,100,85
393,4,5:42.0,,K. Caldwell-Pope enters the game for J. Meeks,100,85
394,4,5:42.0,M. Ellis misses free throw 2 of 2,,100,85
395,4,5:41.0,,Defensive rebound by A. Drummond,100,85
396,4,5:20.0,,K. Singler makes 3-pt jump shot from 27 ft (assist by A. Drummond),100,88
397,4,5:07.0,Personal foul by J. Jerebko (drawn by C. Parsons),,100,88
398,4,4:55.0,M. Ellis misses 2-pt jump shot from 17 ft,,100,88
399,4,4:54.0,,Defensive rebound by A. Drummond,100,88
400,4,4:48.0,,K. Caldwell-Pope misses 2-pt layup at rim,100,88
401,4,4:47.0,,Offensive rebound by A. Drummond,100,88
402,4,4:46.0,,A. Drummond makes 2-pt layup at rim,100,90
403,4,4:46.0,Dallas full timeout,,100,90
404,4,4:23.0,M. Ellis misses 2-pt jump shot from 18 ft,,100,90
405,4,4:22.0,,Defensive rebound by A. Drummond,100,90
406,4,4:03.0,,K. Singler misses 2-pt jump shot from 4 ft,100,90
407,4,4:03.0,,Offensive rebound by A. Drummond,100,90
408,4,4:03.0,,A. Drummond makes 2-pt tip-in from 1 ft,100,92
409,4,3:51.0,Shooting foul by A. Drummond (drawn by T. Chandler),,100,92
410,4,3:51.0,T. Chandler misses free throw 1 of 2,,100,92
411,4,3:51.0,Offensive rebound by Team,,100,92
412,4,3:51.0,D. Nowitzki enters the game for J. Crowder,,100,92
413,4,3:51.0,T. Chandler makes free throw 2 of 2,,101,92
414,4,3:35.0,,D. Augustin makes 3-pt jump shot from 26 ft,101,95
415,4,3:25.0,Personal foul by J. Jerebko (drawn by D. Nowitzki),,101,95
416,4,3:25.0,D. Nowitzki makes free throw 1 of 2,,102,95
417,4,3:25.0,D. Harris enters the game for J. Nelson,,102,95
418,4,3:25.0,D. Nowitzki makes free throw 2 of 2,,103,95
419,4,3:07.0,,J. Jerebko makes 2-pt hook shot from 4 ft (assist by K. Singler),103,97
420,4,2:49.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),,105,97
421,4,2:31.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by K. Singler),105,100
422,4,2:07.0,C. Parsons makes 3-pt jump shot from 22 ft (assist by D. Harris),,108,100
423,4,1:49.0,,Turnover by K. Singler (lost ball),108,100
424,4,1:33.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by M. Ellis),,111,100
425,4,1:33.0,,Detroit full timeout,111,100
426,4,1:33.0,A. Aminu enters the game for D. Nowitzki,,111,100
427,4,1:31.0,,J. Jerebko makes 2-pt jump shot from 6 ft (assist by K. Singler),111,102
428,4,1:21.0,Personal foul by A. Drummond (drawn by T. Chandler),,111,102
429,4,1:21.0,T. Chandler makes free throw 1 of 2,,112,102
430,4,1:21.0,T. Chandler misses free throw 2 of 2,,112,102
431,4,1:19.0,,Defensive rebound by A. Drummond,112,102
432,4,1:05.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,112,102
433,4,1:04.0,Defensive rebound by M. Ellis,,112,102
434,4,0:58.0,Personal foul by A. Drummond (drawn by A. Aminu),,112,102
435,4,0:58.0,A. Aminu misses free throw 1 of 2,,112,102
436,4,0:58.0,Offensive rebound by Team,,112,102
437,4,0:58.0,B. Wright enters the game for T. Chandler,,112,102
438,4,0:58.0,A. Aminu makes free throw 2 of 2,,113,102
439,4,0:50.0,,J. Jerebko makes 2-pt layup at rim (assist by D. Augustin),113,104
440,4,0:42.0,B. Wright makes 2-pt layup at rim (assist by A. Aminu),,115,104
441,4,0:42.0,Shooting foul by A. Drummond (drawn by B. Wright),,115,104
442,4,0:42.0,B. Wright misses free throw 1 of 1,,115,104
443,4,0:41.0,,Defensive rebound by K. Singler,115,104
444,4,0:33.0,,K. Singler misses 3-pt jump shot from 26 ft,115,104
445,4,0:32.0,Defensive rebound by D. Harris,,115,104
446,4,0:29.0,Personal foul by A. Drummond (drawn by D. Harris),,115,104
447,4,0:29.0,,C. Butler enters the game for A. Drummond,115,104
448,4,0:29.0,D. Harris makes free throw 1 of 2,,116,104
449,4,0:29.0,R. Jefferson enters the game for C. Parsons,,116,104
450,4,0:29.0,J. Crowder enters the game for M. Ellis,,116,104
451,4,0:29.0,D. Harris makes free throw 2 of 2,,117,104
452,4,0:18.0,,J. Jerebko makes 2-pt dunk at rim,117,106
