,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
395,4,3:43.0,,D. Exum misses 3-pt jump shot from 24 ft,86,96
396,4,3:41.0,Defensive rebound by C. Landry,,86,96
397,4,3:35.0,Personal foul by D. Exum (drawn by D. Williams),,86,96
398,4,3:35.0,,J. Ingles enters the game for C. Johnson,86,96
399,4,3:27.0,A. Miller misses 2-pt hook shot from 4 ft,,86,96
400,4,3:26.0,,Defensive rebound by R. Gobert,86,96
401,4,3:14.0,,Turnover by D. Exum (lost ball; steal by A. Miller),86,96
402,4,3:00.0,Personal foul by R. Hood (drawn by B. McLemore),,86,96
403,4,2:48.0,B. McLemore makes 2-pt jump shot from 8 ft,,88,96
404,4,2:42.0,,Utah full timeout,88,96
405,4,2:37.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),88,98
406,4,2:19.0,B. McLemore misses 2-pt jump shot from 3 ft,,88,98
407,4,2:17.0,,Defensive rebound by J. Ingles,88,98
408,4,2:11.0,,J. Ingles makes 3-pt jump shot from 24 ft,88,101
409,4,1:50.0,D. Williams misses 3-pt jump shot from 24 ft,,88,101
410,4,1:49.0,,Defensive rebound by J. Ingles,88,101
411,4,1:32.0,,T. Booker misses 3-pt jump shot from 25 ft,88,101
412,4,1:30.0,Defensive rebound by D. Williams,,88,101
413,4,1:22.0,Shooting foul by T. Booker (drawn by C. Landry),,88,101
414,4,1:22.0,C. Landry makes free throw 1 of 2,,89,101
415,4,1:22.0,S. Bhullar enters the game for J. Thompson,,89,101
416,4,1:22.0,O. Casspi enters the game for D. Williams,,89,101
417,4,1:22.0,R. McCallum enters the game for A. Miller,,89,101
418,4,1:22.0,,C. Johnson enters the game for R. Gobert,89,101
419,4,1:22.0,,J. Cooley enters the game for T. Booker,89,101
420,4,1:22.0,,J. Evans enters the game for J. Ingles,89,101
421,4,1:22.0,C. Landry misses free throw 2 of 2,,89,101
422,4,1:17.0,,Defensive rebound by R. Hood,89,101
423,4,1:00.0,,D. Exum misses 3-pt jump shot from 23 ft,89,101
424,4,0:59.0,Defensive rebound by S. Bhullar,,89,101
425,4,0:39.0,S. Bhullar misses 2-pt jump shot from 15 ft,,89,101
426,4,0:38.0,,Defensive rebound by Team,89,101
427,4,0:38.0,,Personal foul by C. Landry (drawn by J. Evans),89,101
428,4,0:38.0,,J. Evans makes free throw 1 of 2,89,102
429,4,0:38.0,R. Hollins enters the game for C. Landry,,89,102
430,4,0:38.0,,J. Evans makes free throw 2 of 2,89,103
431,4,0:18.0,S. Bhullar makes 2-pt hook shot from 5 ft,,91,103
