,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
0,1,11:35.0,,R. Jackson misses 2-pt jump shot from 19 ft,0,0
1,1,11:34.0,Defensive rebound by R. Gay,,0,0
2,1,11:17.0,Personal foul by L. Thomas (drawn by R. Gay),,0,0
3,1,11:03.0,Turnover by Team (shot clock),,0,0
4,1,10:42.0,,S. Adams makes 2-pt jump shot from 4 ft (assist by R. Jackson),0,2
5,1,10:29.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Gay),,3,2
6,1,10:25.0,,Personal foul by J. Thompson (drawn by S. Ibaka),3,2
7,1,10:13.0,,Turnover by S. Adams (lost ball; steal by D. Cousins),3,2
8,1,10:02.0,D. Collison misses 3-pt jump shot from 24 ft,,3,2
9,1,10:01.0,,Defensive rebound by S. Ibaka,3,2
10,1,9:51.0,,Shooting foul by B. McLemore (drawn by J. Lamb),3,2
11,1,9:51.0,,J. Lamb misses free throw 1 of 2,3,2
12,1,9:51.0,,Offensive rebound by Team,3,2
13,1,9:51.0,,J. Lamb makes free throw 2 of 2,3,3
14,1,9:44.0,Personal foul by S. Adams (drawn by D. Cousins),,3,3
15,1,9:36.0,D. Cousins misses 2-pt jump shot from 3 ft (block by S. Ibaka),,3,3
16,1,9:36.0,,Defensive rebound by Team,3,3
17,1,9:26.0,,J. Lamb misses 2-pt jump shot from 23 ft,3,3
18,1,9:24.0,Defensive rebound by J. Thompson,,3,3
19,1,9:14.0,B. McLemore makes 2-pt jump shot from 12 ft,,5,3
20,1,8:59.0,Offensive charge foul by S. Ibaka (drawn by D. Cousins),,5,3
21,1,8:59.0,,Turnover by S. Ibaka (offensive foul),5,3
22,1,8:41.0,J. Thompson misses 2-pt layup from 2 ft (block by S. Ibaka),,5,3
23,1,8:39.0,,Defensive rebound by S. Adams,5,3
24,1,8:24.0,,S. Adams misses 2-pt hook shot from 3 ft,5,3
25,1,8:23.0,Defensive rebound by D. Cousins,,5,3
26,1,8:14.0,D. Cousins misses 2-pt jump shot from 18 ft,,5,3
27,1,8:13.0,,Defensive rebound by S. Ibaka,5,3
28,1,8:07.0,,Turnover by R. Jackson (bad pass; steal by D. Cousins),5,3
29,1,7:56.0,R. Gay makes 2-pt jump shot from 4 ft,,7,3
30,1,7:33.0,,S. Adams makes 2-pt dunk at rim (assist by S. Ibaka),7,5
31,1,7:10.0,D. Cousins misses 2-pt jump shot from 18 ft,,7,5
32,1,7:09.0,Offensive rebound by J. Thompson,,7,5
33,1,7:00.0,D. Collison misses 2-pt jump shot from 15 ft,,7,5
34,1,7:00.0,,Defensive rebound by J. Lamb,7,5
35,1,6:52.0,,Personal foul by B. McLemore (drawn by J. Lamb),7,5
36,1,6:52.0,N. Stauskas enters the game for B. McLemore,,7,5
37,1,6:41.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by J. Lamb),7,7
38,1,6:24.0,R. Gay makes 2-pt jump shot from 19 ft (assist by N. Stauskas),,9,7
39,1,6:09.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by R. Jackson),9,10
40,1,6:07.0,Sacramento full timeout,,9,10
41,1,5:52.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),,11,10
42,1,5:40.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Jackson),11,12
43,1,5:18.0,D. Cousins makes 2-pt jump shot from 10 ft,,13,12
44,1,4:57.0,,J. Lamb makes 2-pt jump shot from 12 ft,13,14
45,1,4:42.0,D. Collison misses 2-pt layup at rim,,13,14
46,1,4:41.0,,Defensive rebound by Team,13,14
47,1,4:41.0,Loose ball foul by J. Thompson (drawn by S. Ibaka),,13,14
48,1,4:41.0,,K. Perkins enters the game for S. Adams,13,14
49,1,4:41.0,C. Landry enters the game for J. Thompson,,13,14
50,1,4:26.0,,R. Jackson makes 2-pt jump shot from 12 ft,13,16
51,1,4:12.0,Shooting foul by S. Ibaka (drawn by C. Landry),,13,16
52,1,4:12.0,C. Landry misses free throw 1 of 2,,13,16
53,1,4:12.0,Offensive rebound by Team,,13,16
54,1,4:12.0,,N. Collison enters the game for S. Ibaka,13,16
55,1,4:12.0,C. Landry makes free throw 2 of 2,,14,16
56,1,3:55.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by N. Collison),14,19
57,1,3:30.0,R. Gay misses 3-pt jump shot from 26 ft,,14,19
58,1,3:27.0,Offensive rebound by Team,,14,19
59,1,3:13.0,D. Collison misses 3-pt jump shot from 24 ft,,14,19
60,1,3:12.0,,Defensive rebound by J. Lamb,14,19
61,1,2:58.0,,R. Jackson makes 2-pt jump shot from 16 ft,14,21
62,1,2:44.0,Turnover by N. Stauskas (bad pass),,14,21
63,1,2:44.0,,Oklahoma City full timeout,14,21
64,1,2:44.0,R. Sessions enters the game for D. Collison,,14,21
65,1,2:22.0,,K. Perkins makes 2-pt jump shot from 5 ft,14,23
66,1,2:02.0,N. Stauskas misses 3-pt jump shot from 24 ft,,14,23
67,1,2:01.0,,Defensive rebound by K. Perkins,14,23
68,1,1:50.0,,L. Thomas misses 2-pt jump shot from 14 ft,14,23
69,1,1:49.0,,Offensive rebound by K. Perkins,14,23
70,1,1:34.0,,Turnover by J. Lamb (bad pass),14,23
71,1,1:34.0,R. Evans enters the game for D. Cousins,,14,23
72,1,1:34.0,,S. Telfair enters the game for R. Jackson,14,23
73,1,1:14.0,R. Sessions misses 3-pt jump shot from 24 ft,,14,23
74,1,1:14.0,Offensive rebound by Team,,14,23
75,1,1:14.0,,Loose ball foul by K. Perkins (drawn by R. Evans),14,23
76,1,1:05.0,R. Evans misses 2-pt layup from 1 ft (block by K. Perkins),,14,23
77,1,1:04.0,,Defensive rebound by S. Telfair,14,23
78,1,0:44.0,,S. Telfair misses 3-pt jump shot from 24 ft,14,23
79,1,0:43.0,,Offensive rebound by N. Collison,14,23
80,1,0:32.0,,J. Lamb misses 2-pt jump shot from 19 ft,14,23
81,1,0:31.0,,Offensive rebound by K. Perkins,14,23
82,1,0:27.0,,Shooting foul by C. Landry (drawn by K. Perkins),14,23
83,1,0:27.0,,K. Perkins misses free throw 1 of 2,14,23
84,1,0:27.0,,Offensive rebound by Team,14,23
85,1,0:27.0,,K. Perkins makes free throw 2 of 2,14,24
86,1,0:07.0,R. Gay misses 2-pt jump shot from 13 ft,,14,24
87,1,0:06.0,Offensive rebound by R. Evans,,14,24
88,1,0:05.0,R. Evans makes 2-pt layup at rim,,16,24
89,1,0:05.0,Shooting foul by N. Collison (drawn by R. Evans),,16,24
90,1,0:05.0,R. McCallum enters the game for N. Stauskas,,16,24
91,1,0:05.0,,R. Jackson enters the game for L. Thomas,16,24
92,1,0:05.0,R. Evans makes free throw 1 of 1,,17,24
93,1,0:00.0,,J. Lamb misses 2-pt jump shot from 12 ft,17,24
94,1,0:00.0,Defensive rebound by Team,,17,24
95,2,11:36.0,C. Landry misses 2-pt jump shot from 18 ft,,17,24
96,2,11:35.0,Offensive rebound by O. Casspi,,17,24
97,2,11:32.0,O. Casspi misses 2-pt layup from 3 ft,,17,24
98,2,11:31.0,,Defensive rebound by J. Lamb,17,24
99,2,11:19.0,,R. Jackson misses 2-pt jump shot from 17 ft,17,24
100,2,11:18.0,Defensive rebound by R. Evans,,17,24
101,2,11:04.0,R. Sessions misses 2-pt layup from 1 ft,,17,24
102,2,11:03.0,Offensive rebound by R. Evans,,17,24
103,2,11:03.0,R. Evans misses 2-pt layup from 2 ft,,17,24
104,2,11:02.0,,Defensive rebound by K. Perkins,17,24
105,2,10:56.0,,S. Telfair misses 2-pt layup from 1 ft,17,24
106,2,10:55.0,Defensive rebound by R. Evans,,17,24
107,2,10:39.0,Shooting foul by J. Lamb (drawn by O. Casspi),,17,24
108,2,10:39.0,O. Casspi makes free throw 1 of 2,,18,24
109,2,10:39.0,O. Casspi makes free throw 2 of 2,,19,24
110,2,10:26.0,,Shooting foul by N. Stauskas (drawn by S. Telfair),19,24
111,2,10:26.0,,S. Telfair makes 2-pt jump shot from 6 ft,19,26
112,2,10:26.0,R. McCallum enters the game for N. Stauskas,,19,26
