,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW ORLEANS_ACTION,BOSTON_SCORE,NEW ORLEANS_SCORE
0,1,11:40.0,B. Bass misses 2-pt jump shot from 9 ft (block by Q. Pondexter),,0,0
1,1,11:38.0,,Defensive rebound by T. Evans,0,0
2,1,11:24.0,,Turnover by T. Evans (traveling),0,0
3,1,11:11.0,T. Zeller misses 2-pt jump shot from 9 ft,,0,0
4,1,11:10.0,,Defensive rebound by Ö. Aşık,0,0
5,1,10:58.0,,E. Gordon misses 2-pt jump shot from 3 ft,0,0
6,1,10:57.0,,Offensive rebound by T. Evans,0,0
7,1,10:51.0,,E. Gordon makes 2-pt layup at rim (assist by A. Davis),0,2
8,1,10:34.0,E. Turner misses 2-pt jump shot from 12 ft,,0,2
9,1,10:32.0,,Defensive rebound by Ö. Aşık,0,2
10,1,10:23.0,,Ö. Aşık makes 2-pt dunk at rim (assist by E. Gordon),0,4
11,1,9:56.0,T. Zeller misses 2-pt jump shot from 8 ft,,0,4
12,1,9:53.0,,Defensive rebound by Ö. Aşık,0,4
13,1,9:48.0,,A. Davis makes 2-pt dunk at rim (assist by Q. Pondexter),0,6
14,1,9:22.0,E. Turner misses 2-pt jump shot from 15 ft,,0,6
15,1,9:19.0,,Defensive rebound by A. Davis,0,6
16,1,9:05.0,,T. Evans misses 3-pt jump shot from 26 ft,0,6
17,1,9:04.0,Defensive rebound by T. Zeller,,0,6
18,1,8:56.0,M. Smart misses 2-pt jump shot from 19 ft,,0,6
19,1,8:55.0,Offensive rebound by M. Smart,,0,6
20,1,8:51.0,J. Crowder makes 2-pt jump shot from 20 ft (assist by M. Smart),,2,6
21,1,8:34.0,,A. Davis makes 2-pt jump shot from 20 ft (assist by Q. Pondexter),2,8
22,1,8:18.0,T. Zeller makes 2-pt jump shot from 19 ft (assist by E. Turner),,4,8
23,1,8:01.0,,Turnover by E. Gordon (bad pass; steal by J. Crowder),4,8
24,1,7:57.0,J. Crowder misses 2-pt layup from 2 ft,,4,8
25,1,7:54.0,Offensive rebound by B. Bass,,4,8
26,1,7:54.0,B. Bass makes 2-pt dunk at rim,,6,8
27,1,7:34.0,,A. Davis misses 2-pt jump shot from 13 ft,6,8
28,1,7:33.0,Defensive rebound by J. Crowder,,6,8
29,1,7:25.0,E. Turner makes 2-pt jump shot from 13 ft,,8,8
30,1,7:07.0,,Q. Pondexter misses 2-pt jump shot from 3 ft,8,8
31,1,7:04.0,Defensive rebound by E. Turner,,8,8
32,1,6:56.0,Turnover by E. Turner (lost ball; steal by A. Davis),,8,8
33,1,6:50.0,,T. Evans makes 2-pt layup from 1 ft,8,10
34,1,6:30.0,M. Smart makes 2-pt jump shot from 20 ft (assist by T. Zeller),,10,10
35,1,6:07.0,,T. Evans misses 2-pt layup from 2 ft,10,10
36,1,6:05.0,,Offensive rebound by Ö. Aşık,10,10
37,1,6:05.0,,Ö. Aşık makes 2-pt layup from 1 ft,10,12
38,1,5:49.0,T. Zeller makes 2-pt layup at rim (assist by E. Turner),,12,12
39,1,5:48.0,,New Orleans full timeout,12,12
40,1,5:48.0,I. Thomas enters the game for J. Crowder,,12,12
41,1,5:48.0,K. Olynyk enters the game for T. Zeller,,12,12
42,1,5:30.0,,A. Davis misses 2-pt jump shot from 16 ft,12,12
43,1,5:28.0,Defensive rebound by E. Turner,,12,12
44,1,5:11.0,B. Bass makes 2-pt layup at rim,,14,12
45,1,4:54.0,,Shooting foul by K. Olynyk (drawn by Ö. Aşık),14,12
46,1,4:54.0,,Ö. Aşık makes free throw 1 of 2,14,13
47,1,4:54.0,,Ö. Aşık makes free throw 2 of 2,14,14
48,1,4:42.0,M. Smart misses 3-pt jump shot from 24 ft,,14,14
49,1,4:40.0,,Defensive rebound by A. Davis,14,14
50,1,4:30.0,,A. Davis makes 2-pt jump shot from 11 ft,14,16
51,1,4:16.0,K. Olynyk misses 2-pt jump shot from 3 ft (block by A. Davis),,14,16
52,1,4:13.0,,Defensive rebound by A. Davis,14,16
53,1,4:13.0,,N. Cole enters the game for Q. Pondexter,14,16
54,1,4:13.0,,Turnover by A. Davis (lost ball; steal by B. Bass),14,16
55,1,4:01.0,E. Turner makes 3-pt jump shot from 27 ft (assist by I. Thomas),,17,16
56,1,3:46.0,,A. Davis misses 2-pt jump shot from 3 ft (block by K. Olynyk),17,16
57,1,3:44.0,,Offensive rebound by T. Evans,17,16
58,1,3:43.0,,Turnover by T. Evans (traveling),17,16
59,1,3:20.0,I. Thomas misses 2-pt jump shot from 20 ft,,17,16
60,1,3:18.0,Offensive rebound by K. Olynyk,,17,16
61,1,3:14.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,20,16
62,1,3:02.0,,N. Cole makes 2-pt jump shot from 10 ft,20,18
63,1,2:49.0,K. Olynyk misses 3-pt jump shot from 25 ft,,20,18
64,1,2:47.0,,Defensive rebound by T. Evans,20,18
65,1,2:35.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by A. Davis),20,21
66,1,2:25.0,E. Turner makes 2-pt layup at rim,,22,21
67,1,2:12.0,,Personal foul by M. Smart (drawn by Ö. Aşık),22,21
68,1,2:12.0,Boston full timeout,,22,21
69,1,2:12.0,,A. Ajinça enters the game for Ö. Aşık,22,21
70,1,2:12.0,J. Crowder enters the game for M. Smart,,22,21
71,1,2:02.0,,E. Gordon misses 2-pt jump shot from 22 ft,22,21
72,1,2:01.0,,Offensive rebound by A. Ajinça,22,21
73,1,1:54.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by N. Cole),22,23
74,1,1:40.0,K. Olynyk misses 3-pt jump shot from 24 ft,,22,23
75,1,1:38.0,,Defensive rebound by E. Gordon,22,23
76,1,1:28.0,,N. Cole misses 2-pt jump shot from 10 ft,22,23
77,1,1:26.0,Defensive rebound by J. Crowder,,22,23
78,1,1:12.0,B. Bass makes 2-pt jump shot from 18 ft (assist by I. Thomas),,24,23
79,1,0:51.0,,A. Davis misses 2-pt jump shot from 18 ft,24,23
80,1,0:50.0,Defensive rebound by E. Turner,,24,23
81,1,0:37.0,Turnover by B. Bass (traveling),,24,23
82,1,0:37.0,,D. Cunningham enters the game for E. Gordon,24,23
83,1,0:37.0,J. Jerebko enters the game for B. Bass,,24,23
84,1,0:24.0,,A. Davis misses 2-pt jump shot from 3 ft,24,23
85,1,0:24.0,,Offensive rebound by A. Davis,24,23
86,1,0:24.0,,A. Davis makes 2-pt dunk from 3 ft,24,25
87,1,0:05.0,J. Crowder makes 3-pt jump shot from 29 ft,,27,25
88,1,0:00.0,,T. Evans misses 3-pt jump shot from 25 ft,27,25
89,1,0:00.0,,Offensive rebound by Team,27,25
90,2,11:35.0,,A. Ajinça makes 2-pt jump shot from 11 ft,27,27
91,2,11:20.0,I. Thomas makes 2-pt layup from 2 ft,,29,27
92,2,11:03.0,,Turnover by N. Cole (bad pass),29,27
93,2,10:45.0,I. Thomas makes 2-pt layup from 2 ft,,31,27
94,2,10:31.0,,D. Cunningham misses 2-pt jump shot from 20 ft,31,27
95,2,10:30.0,Defensive rebound by K. Olynyk,,31,27
96,2,10:21.0,J. Jerebko misses 2-pt layup from 2 ft,,31,27
97,2,10:20.0,,Defensive rebound by L. Babbitt,31,27
98,2,10:14.0,,Q. Pondexter enters the game for A. Davis,31,27
99,2,10:02.0,,Turnover by N. Cole (bad pass),31,27
100,2,9:45.0,I. Thomas misses 3-pt jump shot from 25 ft,,31,27
101,2,9:43.0,,Defensive rebound by A. Ajinça,31,27
102,2,9:33.0,,Turnover by N. Cole (traveling),31,27
103,2,9:19.0,Shooting foul by A. Ajinça (drawn by K. Olynyk),,31,27
104,2,9:19.0,K. Olynyk makes free throw 1 of 2,,32,27
105,2,9:19.0,K. Olynyk makes free throw 2 of 2,,33,27
106,2,9:02.0,,N. Cole misses 2-pt jump shot from 20 ft,33,27
107,2,9:00.0,Defensive rebound by J. Crowder,,33,27
108,2,8:47.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by I. Thomas),,36,27
109,2,8:23.0,,Q. Pondexter misses 2-pt jump shot from 8 ft,36,27
110,2,8:21.0,,Offensive rebound by A. Ajinça,36,27
111,2,8:08.0,,A. Ajinça makes 2-pt jump shot from 9 ft,36,29
112,2,7:54.0,I. Thomas makes 2-pt layup from 1 ft,,38,29
113,2,7:36.0,,N. Cole misses 3-pt jump shot from 24 ft,38,29
114,2,7:35.0,Defensive rebound by J. Jerebko,,38,29
115,2,7:30.0,Shooting foul by N. Cole (drawn by K. Olynyk),,38,29
116,2,7:30.0,Official timeout,,38,29
117,2,7:30.0,K. Olynyk makes free throw 1 of 2,,39,29
118,2,7:30.0,K. Olynyk makes free throw 2 of 2,,40,29
119,2,7:08.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by L. Babbitt),40,31
120,2,6:54.0,Turnover by I. Thomas (bad pass; steal by L. Babbitt),,40,31
121,2,6:48.0,,L. Babbitt makes 2-pt layup at rim,40,33
122,2,6:35.0,J. Young makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,43,33
123,2,6:14.0,,L. Babbitt makes 2-pt jump shot from 17 ft (assist by A. Ajinça),43,35
124,2,5:52.0,I. Thomas misses 2-pt layup from 2 ft (block by A. Ajinça),,43,35
125,2,5:49.0,,Defensive rebound by A. Ajinça,43,35
126,2,5:46.0,,N. Cole makes 2-pt jump shot from 4 ft,43,37
127,2,5:46.0,Boston full timeout,,43,37
128,2,5:46.0,M. Smart enters the game for K. Olynyk,,43,37
129,2,5:46.0,T. Zeller enters the game for J. Jerebko,,43,37
130,2,5:46.0,,E. Gordon enters the game for A. Ajinça,43,37
131,2,5:46.0,,A. Davis enters the game for L. Babbitt,43,37
132,2,5:26.0,T. Zeller misses 2-pt layup from 2 ft,,43,37
133,2,5:25.0,,Defensive rebound by A. Davis,43,37
134,2,5:11.0,,A. Davis makes 2-pt dunk at rim (assist by N. Cole),43,39
135,2,4:48.0,J. Young misses 3-pt jump shot from 26 ft,,43,39
136,2,4:46.0,Offensive rebound by J. Crowder,,43,39
137,2,4:42.0,I. Thomas misses 3-pt jump shot from 25 ft,,43,39
138,2,4:41.0,,Defensive rebound by Q. Pondexter,43,39
139,2,4:33.0,E. Turner enters the game for J. Young,,43,39
140,2,4:33.0,B. Bass enters the game for I. Thomas,,43,39
141,2,4:21.0,,N. Cole misses 2-pt jump shot from 19 ft,43,39
142,2,4:20.0,Defensive rebound by B. Bass,,43,39
143,2,4:05.0,M. Smart makes 3-pt jump shot from 24 ft (assist by B. Bass),,46,39
144,2,3:45.0,,E. Gordon makes 2-pt jump shot from 21 ft,46,41
145,2,3:27.0,Offensive foul by T. Zeller (drawn by E. Gordon),,46,41
146,2,3:27.0,Turnover by T. Zeller (offensive foul),,46,41
147,2,3:27.0,,T. Evans enters the game for Q. Pondexter,46,41
148,2,3:27.0,,Ö. Aşık enters the game for D. Cunningham,46,41
149,2,3:16.0,,Turnover by N. Cole (bad pass),46,41
150,2,2:59.0,Turnover by E. Turner (bad pass; steal by E. Gordon),,46,41
151,2,2:55.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),46,43
152,2,2:36.0,M. Smart misses 3-pt jump shot from 24 ft,,46,43
153,2,2:35.0,Offensive rebound by T. Zeller,,46,43
154,2,2:30.0,M. Smart misses 2-pt jump shot from 15 ft,,46,43
155,2,2:30.0,,Defensive rebound by Team,46,43
156,2,2:30.0,,New Orleans full timeout,46,43
157,2,2:30.0,,L. Babbitt enters the game for N. Cole,46,43
158,2,2:30.0,I. Thomas enters the game for J. Crowder,,46,43
159,2,2:17.0,,E. Gordon misses 2-pt jump shot from 9 ft,46,43
160,2,2:16.0,Defensive rebound by B. Bass,,46,43
161,2,1:54.0,E. Turner misses 2-pt jump shot from 10 ft (block by T. Evans),,46,43
162,2,1:52.0,,Defensive rebound by T. Evans,46,43
163,2,1:49.0,,Personal foul by B. Bass (drawn by A. Davis),46,43
164,2,1:49.0,K. Olynyk enters the game for T. Zeller,,46,43
165,2,1:49.0,,N. Cole enters the game for L. Babbitt,46,43
166,2,1:38.0,,Turnover by T. Evans (bad pass; steal by M. Smart),46,43
167,2,1:20.0,K. Olynyk misses 2-pt jump shot from 21 ft,,46,43
168,2,1:19.0,,Defensive rebound by A. Davis,46,43
169,2,1:11.0,,Shooting foul by K. Olynyk (drawn by Ö. Aşık),46,43
170,2,1:11.0,,Ö. Aşık makes free throw 1 of 2,46,44
171,2,1:11.0,,Ö. Aşık makes free throw 2 of 2,46,45
172,2,1:00.0,Shooting foul by A. Davis (drawn by K. Olynyk),,46,45
173,2,1:00.0,K. Olynyk misses free throw 1 of 2,,46,45
174,2,1:00.0,Offensive rebound by Team,,46,45
175,2,1:00.0,K. Olynyk misses free throw 2 of 2,,46,45
176,2,0:59.0,,Defensive rebound by A. Davis,46,45
177,2,0:43.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by N. Cole),46,47
178,2,0:28.0,Shooting foul by N. Cole (drawn by I. Thomas),,46,47
179,2,0:28.0,I. Thomas makes free throw 1 of 2,,47,47
180,2,0:28.0,T. Zeller enters the game for K. Olynyk,,47,47
181,2,0:28.0,I. Thomas misses free throw 2 of 2,,47,47
