,QUARTER,TIME_REMAINING,NEW YORK_ACTION,HOUSTON_ACTION,NEW YORK_SCORE,HOUSTON_SCORE
0,1,11:42.0,,J. Harden misses 2-pt jump shot from 17 ft,0,0
1,1,11:41.0,Defensive rebound by S. Dalembert,,0,0
2,1,11:30.0,Turnover by Q. Acy (bad pass; steal by D. Motiejūnas),,0,0
3,1,11:16.0,,T. Black makes 2-pt layup from 1 ft (assist by J. Harden),0,2
4,1,10:54.0,Turnover by C. Anthony (dbl dribble),,0,2
5,1,10:43.0,,T. Black misses 2-pt layup from 1 ft (block by S. Dalembert),0,2
6,1,10:42.0,Defensive rebound by C. Anthony,,0,2
7,1,10:28.0,Q. Acy misses 2-pt jump shot from 20 ft,,0,2
8,1,10:27.0,,Defensive rebound by Team,0,2
9,1,10:16.0,,Personal foul by I. Shumpert (drawn by J. Harden),0,2
10,1,10:05.0,,D. Motiejūnas misses 2-pt hook shot from 6 ft,0,2
11,1,10:04.0,Defensive rebound by C. Anthony,,0,2
12,1,9:50.0,C. Anthony misses 3-pt jump shot from 24 ft,,0,2
13,1,9:49.0,,Defensive rebound by D. Motiejūnas,0,2
14,1,9:36.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by T. Ariza),0,4
15,1,9:20.0,J. Calderón makes 2-pt jump shot from 20 ft,,2,4
16,1,9:20.0,Loose ball foul by Q. Acy (drawn by D. Motiejūnas),,2,4
17,1,9:14.0,,Shooting foul by S. Dalembert (drawn by I. Canaan),2,4
18,1,9:14.0,,I. Canaan makes free throw 1 of 2,2,5
19,1,9:14.0,,I. Canaan makes free throw 2 of 2,2,6
20,1,9:00.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by Q. Acy),,4,6
21,1,8:49.0,,J. Harden misses 3-pt jump shot from 25 ft,4,6
22,1,8:48.0,,Offensive rebound by T. Black,4,6
23,1,8:36.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by I. Canaan),4,9
24,1,8:18.0,S. Dalembert makes 2-pt layup from 1 ft (assist by J. Calderón),,6,9
25,1,7:56.0,,T. Black makes 2-pt layup from 2 ft (assist by J. Harden),6,11
26,1,7:39.0,I. Shumpert makes 2-pt jump shot from 20 ft,,8,11
27,1,7:29.0,,Shooting foul by S. Dalembert (drawn by T. Black),8,11
28,1,7:29.0,,T. Black misses free throw 1 of 2,8,11
29,1,7:29.0,,Offensive rebound by Team,8,11
30,1,7:29.0,A. Stoudemire enters the game for S. Dalembert,,8,11
31,1,7:29.0,,T. Black makes free throw 2 of 2,8,12
32,1,7:17.0,I. Shumpert misses 2-pt layup from 2 ft (block by D. Motiejūnas),,8,12
33,1,7:16.0,,Defensive rebound by T. Black,8,12
34,1,7:08.0,,D. Motiejūnas misses 3-pt jump shot from 24 ft,8,12
35,1,7:07.0,Defensive rebound by C. Anthony,,8,12
36,1,6:55.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by Q. Acy),,11,12
37,1,6:29.0,,T. Ariza misses 2-pt layup from 1 ft (block by A. Stoudemire),11,12
38,1,6:27.0,Defensive rebound by A. Stoudemire,,11,12
39,1,6:20.0,Q. Acy misses 2-pt layup from 1 ft,,11,12
40,1,6:19.0,Offensive rebound by A. Stoudemire,,11,12
41,1,6:16.0,A. Stoudemire misses 2-pt hook shot from 3 ft,,11,12
42,1,6:14.0,,Defensive rebound by D. Motiejūnas,11,12
43,1,6:01.0,,I. Canaan makes 3-pt jump shot from 24 ft (assist by J. Harden),11,15
44,1,5:52.0,New York full timeout,,11,15
45,1,5:52.0,,K. Papanikolaou enters the game for D. Motiejūnas,11,15
46,1,5:52.0,,J. Dorsey enters the game for T. Black,11,15
47,1,5:45.0,Turnover by A. Stoudemire (bad pass; steal by J. Dorsey),,11,15
48,1,5:34.0,,J. Harden makes 3-pt jump shot from 24 ft,11,18
49,1,5:19.0,C. Anthony makes 2-pt layup from 1 ft,,13,18
50,1,4:56.0,,I. Canaan makes 2-pt jump shot from 19 ft,13,20
51,1,4:43.0,Shooting foul by J. Dorsey (drawn by Q. Acy),,13,20
52,1,4:43.0,Q. Acy misses free throw 1 of 2,,13,20
53,1,4:43.0,Offensive rebound by Team,,13,20
54,1,4:43.0,S. Larkin enters the game for J. Calderón,,13,20
55,1,4:43.0,Q. Acy makes free throw 2 of 2,,14,20
56,1,4:19.0,,J. Harden misses 3-pt jump shot from 24 ft,14,20
57,1,4:18.0,Defensive rebound by S. Larkin,,14,20
58,1,4:11.0,C. Anthony misses 3-pt jump shot from 24 ft,,14,20
59,1,4:09.0,Offensive rebound by I. Shumpert,,14,20
60,1,4:09.0,I. Shumpert misses 2-pt tip-in from 1 ft,,14,20
61,1,4:07.0,Offensive rebound by Q. Acy,,14,20
62,1,4:04.0,Q. Acy misses 2-pt layup from 1 ft,,14,20
63,1,4:04.0,,Defensive rebound by K. Papanikolaou,14,20
64,1,3:59.0,,K. Papanikolaou misses 2-pt layup from 3 ft (block by C. Anthony),14,20
65,1,3:57.0,Defensive rebound by I. Shumpert,,14,20
66,1,3:55.0,Turnover by I. Shumpert (bad pass; steal by J. Harden),,14,20
67,1,3:46.0,,I. Canaan misses 3-pt jump shot from 24 ft,14,20
68,1,3:45.0,,Offensive rebound by K. Papanikolaou,14,20
69,1,3:42.0,,K. Papanikolaou makes 2-pt layup at rim,14,22
70,1,3:28.0,C. Anthony makes 2-pt jump shot from 20 ft (assist by S. Larkin),,16,22
71,1,3:11.0,,J. Dorsey misses 2-pt layup at rim (block by A. Stoudemire),16,22
72,1,3:11.0,Defensive rebound by S. Larkin,,16,22
73,1,3:09.0,C. Anthony makes 2-pt layup from 1 ft (assist by I. Shumpert),,18,22
74,1,3:09.0,Shooting foul by I. Canaan (drawn by C. Anthony),,18,22
75,1,3:09.0,,F. García enters the game for T. Ariza,18,22
76,1,3:09.0,,J. Terry enters the game for I. Canaan,18,22
77,1,3:09.0,J. Smith enters the game for Q. Acy,,18,22
78,1,3:09.0,J. Smith enters the game for I. Shumpert,,18,22
79,1,3:09.0,C. Anthony makes free throw 1 of 1,,19,22
80,1,2:49.0,,Offensive foul by K. Papanikolaou (drawn by A. Stoudemire),19,22
81,1,2:49.0,,Turnover by K. Papanikolaou (offensive foul),19,22
82,1,2:49.0,,Houston full timeout,19,22
83,1,2:33.0,Turnover by S. Larkin (bad pass; steal by J. Harden),,19,22
84,1,2:28.0,,J. Harden misses 2-pt layup from 1 ft,19,22
85,1,2:27.0,,Offensive rebound by J. Harden,19,22
86,1,2:25.0,,Turnover by J. Harden (lost ball; steal by S. Larkin),19,22
87,1,2:13.0,Turnover by A. Stoudemire (lost ball),,19,22
88,1,2:02.0,,J. Harden makes 2-pt dunk at rim,19,24
89,1,1:45.0,J. Smith makes 3-pt jump shot from 24 ft (assist by S. Larkin),,22,24
90,1,1:23.0,,J. Dorsey misses 2-pt layup from 1 ft (block by A. Stoudemire),22,24
91,1,1:22.0,Defensive rebound by C. Anthony,,22,24
92,1,1:11.0,J. Smith makes 2-pt jump shot from 12 ft,,24,24
93,1,0:57.0,,J. Harden makes 2-pt jump shot from 8 ft,24,26
94,1,0:57.0,,Shooting foul by A. Stoudemire (drawn by J. Harden),24,26
95,1,0:57.0,T. Hardaway enters the game for C. Anthony,,24,26
96,1,0:57.0,,J. Harden makes free throw 1 of 1,24,27
97,1,0:44.0,A. Stoudemire makes 2-pt layup from 1 ft,,26,27
98,1,0:29.0,,J. Terry misses 3-pt jump shot from 24 ft,26,27
99,1,0:28.0,Defensive rebound by A. Stoudemire,,26,27
100,1,0:09.0,Offensive foul by J. Smith (drawn by J. Harden),,26,27
101,1,0:09.0,Turnover by J. Smith (offensive foul),,26,27
102,1,0:09.0,,T. Ariza enters the game for J. Dorsey,26,27
103,1,0:09.0,T. Wear enters the game for A. Stoudemire,,26,27
104,1,0:09.0,C. Anthony enters the game for J. Smith,,26,27
105,1,0:00.0,,J. Harden misses 2-pt jump shot from 20 ft,26,27
106,1,0:00.0,,Offensive rebound by Team,26,27
107,2,11:49.0,S. Larkin makes 2-pt layup from 2 ft (assist by J. Smith),,28,27
108,2,11:32.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by K. Papanikolaou),28,29
109,2,11:10.0,T. Hardaway misses 2-pt jump shot from 19 ft,,28,29
110,2,11:10.0,,Defensive rebound by Team,28,29
111,2,11:10.0,Loose ball foul by A. Stoudemire (drawn by D. Motiejūnas),,28,29
112,2,11:08.0,,Personal foul by S. Larkin (drawn by D. Motiejūnas),28,29
113,2,11:08.0,Q. Acy enters the game for A. Stoudemire,,28,29
114,2,11:00.0,,Turnover by K. Papanikolaou (bad pass; steal by S. Larkin),28,29
115,2,10:47.0,J. Smith misses 2-pt jump shot from 12 ft,,28,29
116,2,10:46.0,,Defensive rebound by Team,28,29
117,2,10:43.0,,F. García misses 3-pt jump shot from 25 ft,28,29
118,2,10:42.0,Defensive rebound by Q. Acy,,28,29
119,2,10:31.0,,I. Canaan enters the game for J. Terry,28,29
120,2,10:23.0,J. Smith misses 2-pt jump shot from 18 ft,,28,29
121,2,10:22.0,,Defensive rebound by F. García,28,29
122,2,10:06.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by F. García),28,32
123,2,9:57.0,Turnover by J. Smith (lost ball; steal by T. Ariza),,28,32
124,2,9:53.0,,I. Canaan misses 2-pt layup from 1 ft,28,32
125,2,9:52.0,,Offensive rebound by T. Ariza,28,32
126,2,9:52.0,,Shooting foul by J. Smith (drawn by T. Ariza),28,32
127,2,9:52.0,,T. Ariza makes free throw 1 of 2,28,33
128,2,9:52.0,,T. Ariza makes free throw 2 of 2,28,34
129,2,9:36.0,J. Smith misses 2-pt jump shot from 20 ft,,28,34
130,2,9:35.0,Offensive rebound by Q. Acy,,28,34
131,2,9:30.0,J. Smith misses 3-pt jump shot from 24 ft,,28,34
132,2,9:29.0,,Defensive rebound by K. Papanikolaou,28,34
133,2,9:14.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by F. García),28,36
134,2,8:51.0,T. Hardaway misses 3-pt jump shot from 24 ft,,28,36
135,2,8:50.0,Offensive rebound by Q. Acy,,28,36
136,2,8:48.0,New York full timeout,,28,36
137,2,8:48.0,C. Anthony enters the game for J. Smith,,28,36
138,2,8:41.0,S. Larkin makes 2-pt jump shot from 21 ft (assist by Q. Acy),,30,36
139,2,8:29.0,,F. García makes 3-pt jump shot from 22 ft (assist by T. Ariza),30,39
140,2,8:13.0,Shooting foul by F. García (drawn by J. Smith),,30,39
141,2,8:13.0,J. Smith makes free throw 1 of 2,,31,39
142,2,8:13.0,J. Smith misses free throw 2 of 2,,31,39
143,2,8:13.0,,Defensive rebound by D. Motiejūnas,31,39
144,2,7:59.0,,Turnover by D. Motiejūnas (bad pass),31,39
145,2,7:54.0,,Violation by D. Motiejūnas (kicked ball),31,39
146,2,7:54.0,S. Dalembert enters the game for J. Smith,,31,39
147,2,7:47.0,Shooting foul by D. Motiejūnas (drawn by C. Anthony),,31,39
148,2,7:47.0,C. Anthony misses free throw 1 of 2,,31,39
149,2,7:47.0,Offensive rebound by Team,,31,39
150,2,7:47.0,,J. Harden enters the game for F. García,31,39
151,2,7:47.0,,T. Black enters the game for K. Papanikolaou,31,39
152,2,7:47.0,C. Anthony makes free throw 2 of 2,,32,39
153,2,7:41.0,,Turnover by I. Canaan (bad pass),32,39
154,2,7:22.0,C. Anthony misses 2-pt layup at rim,,32,39
155,2,7:21.0,Offensive rebound by C. Anthony,,32,39
156,2,7:21.0,C. Anthony misses 2-pt tip-in at rim,,32,39
157,2,7:20.0,Offensive rebound by C. Anthony,,32,39
158,2,7:19.0,C. Anthony misses 2-pt layup from 1 ft,,32,39
159,2,7:18.0,,Defensive rebound by D. Motiejūnas,32,39
160,2,7:10.0,,T. Black misses 2-pt hook shot from 3 ft,32,39
161,2,7:08.0,,Offensive rebound by D. Motiejūnas,32,39
162,2,7:08.0,,D. Motiejūnas misses 2-pt tip-in from 1 ft,32,39
163,2,7:07.0,Defensive rebound by C. Anthony,,32,39
164,2,6:49.0,Turnover by S. Dalembert (bad pass; steal by I. Canaan),,32,39
165,2,6:43.0,,J. Harden misses 2-pt jump shot from 9 ft,32,39
166,2,6:41.0,,Offensive rebound by T. Black,32,39
167,2,6:39.0,,T. Black makes 2-pt layup from 3 ft,32,41
168,2,6:25.0,Personal foul by T. Ariza (drawn by C. Anthony),,32,41
169,2,6:25.0,J. Calderón enters the game for S. Larkin,,32,41
170,2,6:25.0,I. Shumpert enters the game for T. Hardaway,,32,41
171,2,6:16.0,Personal foul by I. Canaan (drawn by Q. Acy),,32,41
172,2,6:10.0,J. Calderón misses 2-pt jump shot from 20 ft,,32,41
173,2,6:09.0,,Defensive rebound by T. Ariza,32,41
174,2,5:59.0,,D. Motiejūnas misses 2-pt hook shot from 7 ft,32,41
175,2,5:56.0,Defensive rebound by Q. Acy,,32,41
176,2,5:39.0,Turnover by I. Shumpert (lost ball; steal by J. Harden),,32,41
177,2,5:30.0,,I. Canaan misses 3-pt jump shot from 23 ft,32,41
178,2,5:29.0,Defensive rebound by Q. Acy,,32,41
179,2,5:23.0,J. Calderón misses 3-pt jump shot from 25 ft,,32,41
180,2,5:21.0,,Defensive rebound by T. Ariza,32,41
181,2,5:16.0,,Houston full timeout,32,41
182,2,5:16.0,,K. Papanikolaou enters the game for T. Black,32,41
183,2,5:16.0,,J. Terry enters the game for I. Canaan,32,41
184,2,5:08.0,,T. Ariza misses 2-pt jump shot from 13 ft,32,41
185,2,5:06.0,Defensive rebound by I. Shumpert,,32,41
186,2,4:46.0,I. Shumpert misses 2-pt jump shot from 16 ft (block by J. Harden),,32,41
187,2,4:44.0,,Defensive rebound by K. Papanikolaou,32,41
188,2,4:38.0,,K. Papanikolaou misses 3-pt jump shot from 24 ft,32,41
189,2,4:37.0,Defensive rebound by I. Shumpert,,32,41
190,2,4:18.0,C. Anthony makes 2-pt jump shot from 2 ft,,34,41
191,2,3:58.0,,T. Ariza misses 3-pt jump shot from 25 ft,34,41
192,2,3:57.0,,Offensive rebound by K. Papanikolaou,34,41
193,2,3:48.0,,K. Papanikolaou makes 2-pt jump shot from 21 ft (assist by T. Ariza),34,43
194,2,3:33.0,Shooting foul by J. Harden (drawn by I. Shumpert),,34,43
195,2,3:33.0,I. Shumpert makes free throw 1 of 2,,35,43
196,2,3:33.0,A. Stoudemire enters the game for S. Dalembert,,35,43
197,2,3:33.0,I. Shumpert makes free throw 2 of 2,,36,43
198,2,3:10.0,,K. Papanikolaou misses 3-pt jump shot from 24 ft,36,43
199,2,3:09.0,Defensive rebound by A. Stoudemire,,36,43
200,2,2:55.0,A. Stoudemire misses 2-pt layup from 2 ft (block by K. Papanikolaou),,36,43
201,2,2:53.0,,Defensive rebound by D. Motiejūnas,36,43
202,2,2:44.0,,J. Harden makes 3-pt jump shot from 25 ft,36,46
203,2,2:27.0,I. Shumpert misses 3-pt jump shot from 23 ft,,36,46
204,2,2:26.0,,Defensive rebound by T. Ariza,36,46
205,2,2:16.0,,J. Harden misses 3-pt jump shot from 24 ft,36,46
206,2,2:15.0,Defensive rebound by J. Calderón,,36,46
207,2,2:05.0,C. Anthony makes 2-pt jump shot from 20 ft (assist by J. Calderón),,38,46
208,2,1:57.0,,Houston full timeout,38,46
209,2,1:57.0,,Houston full timeout,38,46
210,2,1:57.0,,T. Black enters the game for D. Motiejūnas,38,46
211,2,1:57.0,T. Wear enters the game for Q. Acy,,38,46
212,2,1:48.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by K. Papanikolaou),38,49
213,2,1:45.0,New York full timeout,,38,49
214,2,1:45.0,J. Smith enters the game for C. Anthony,,38,49
215,2,1:24.0,Personal foul by J. Harden (drawn by J. Smith),,38,49
216,2,1:24.0,I. Shumpert misses free throw 1 of 2,,38,49
217,2,1:24.0,Offensive rebound by Team,,38,49
218,2,1:24.0,I. Shumpert makes free throw 2 of 2,,39,49
219,2,1:06.0,,T. Ariza makes 2-pt jump shot from 17 ft,39,51
220,2,0:52.0,A. Stoudemire makes 2-pt layup at rim (assist by J. Smith),,41,51
221,2,0:40.0,,Turnover by J. Harden (bad pass; steal by A. Stoudemire),41,51
222,2,0:35.0,J. Smith makes 3-pt jump shot from 26 ft (assist by I. Shumpert),,44,51
223,2,0:27.0,,J. Terry misses 3-pt jump shot from 24 ft,44,51
224,2,0:26.0,Defensive rebound by J. Smith,,44,51
225,2,0:02.0,T. Wear makes 2-pt jump shot from 20 ft (assist by I. Shumpert),,46,51
226,3,11:41.0,Personal block foul by I. Canaan (drawn by S. Larkin),,46,51
227,3,11:33.0,S. Dalembert makes 2-pt jump shot from 7 ft (assist by J. Calderón),,48,51
228,3,11:12.0,Offensive charge foul by T. Black (drawn by Q. Acy),,48,51
229,3,11:12.0,,Turnover by T. Black (offensive foul),48,51
230,3,10:56.0,Q. Acy misses 2-pt jump shot from 13 ft,,48,51
231,3,10:55.0,,Defensive rebound by J. Harden,48,51
232,3,10:48.0,,Turnover by T. Ariza (bad pass; steal by I. Shumpert),48,51
233,3,10:42.0,S. Larkin makes 2-pt jump shot from 17 ft (assist by I. Shumpert),,50,51
234,3,10:24.0,,Turnover by T. Ariza (bad pass),50,51
235,3,10:01.0,S. Dalembert makes 2-pt jump shot from 11 ft (assist by J. Calderón),,52,51
236,3,10:01.0,,Houston full timeout,52,51
237,3,9:48.0,,D. Motiejūnas makes 3-pt jump shot from 24 ft (assist by I. Canaan),52,54
238,3,9:27.0,S. Larkin makes 2-pt jump shot from 18 ft,,54,54
239,3,9:14.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by I. Canaan),54,57
240,3,8:53.0,S. Larkin misses 3-pt jump shot from 25 ft,,54,57
241,3,8:51.0,,Defensive rebound by T. Black,54,57
242,3,8:43.0,,Personal foul by I. Shumpert (drawn by T. Black),54,57
243,3,8:32.0,,Turnover by J. Harden (lost ball; steal by S. Dalembert),54,57
244,3,8:23.0,J. Calderón makes 2-pt jump shot from 16 ft (assist by S. Dalembert),,56,57
245,3,8:10.0,,I. Canaan misses 2-pt jump shot from 9 ft,56,57
246,3,8:09.0,Defensive rebound by Q. Acy,,56,57
247,3,7:59.0,I. Shumpert misses 3-pt jump shot from 26 ft,,56,57
248,3,7:58.0,,Defensive rebound by T. Black,56,57
249,3,7:36.0,,Turnover by J. Harden (bad pass; steal by S. Larkin),56,57
250,3,7:33.0,Shooting block foul by I. Canaan (drawn by J. Calderón),,56,57
251,3,7:33.0,J. Calderón makes free throw 1 of 2,,57,57
252,3,7:33.0,,J. Terry enters the game for I. Canaan,57,57
253,3,7:33.0,J. Calderón makes free throw 2 of 2,,58,57
254,3,7:11.0,,J. Terry misses 3-pt jump shot from 22 ft,58,57
255,3,7:10.0,Defensive rebound by I. Shumpert,,58,57
256,3,6:53.0,I. Shumpert misses 2-pt jump shot from 18 ft,,58,57
257,3,6:51.0,Offensive rebound by Q. Acy,,58,57
258,3,6:48.0,J. Calderón misses 3-pt jump shot from 25 ft,,58,57
259,3,6:47.0,,Defensive rebound by J. Terry,58,57
260,3,6:33.0,,Personal foul by S. Larkin (drawn by J. Harden),58,57
261,3,6:33.0,,K. Papanikolaou enters the game for D. Motiejūnas,58,57
262,3,6:33.0,P. Prigioni enters the game for J. Calderón,,58,57
263,3,6:28.0,,Turnover by J. Harden (bad pass),58,57
264,3,6:02.0,Turnover by S. Dalembert (lost ball; steal by T. Black),,58,57
265,3,5:58.0,,J. Harden makes 2-pt dunk at rim (assist by K. Papanikolaou),58,59
266,3,5:43.0,P. Prigioni misses 3-pt jump shot from 25 ft,,58,59
267,3,5:41.0,,Defensive rebound by T. Ariza,58,59
268,3,5:33.0,,Personal foul by I. Shumpert (drawn by J. Harden),58,59
269,3,5:33.0,A. Stoudemire enters the game for S. Dalembert,,58,59
