,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
108,2,10:26.0,,Defensive rebound by E. Davis,27,24
109,2,10:22.0,,J. Lin misses 2-pt layup from 1 ft,27,24
110,2,10:20.0,,Offensive rebound by C. Boozer,27,24
111,2,10:17.0,,E. Davis makes 2-pt layup from 1 ft (assist by C. Boozer),27,26
112,2,10:03.0,R. Felton misses 2-pt layup from 1 ft (block by E. Davis),,27,26
113,2,10:03.0,Offensive rebound by Team,,27,26
114,2,9:59.0,C. Parsons misses 3-pt jump shot from 23 ft,,27,26
115,2,9:57.0,,Defensive rebound by W. Ellington,27,26
116,2,9:44.0,,Shooting foul by D. Nowitzki (drawn by E. Davis),27,26
117,2,9:44.0,,E. Davis misses free throw 1 of 2,27,26
118,2,9:44.0,,Offensive rebound by Team,27,26
119,2,9:44.0,,E. Davis misses free throw 2 of 2,27,26
120,2,9:43.0,Defensive rebound by C. Parsons,,27,26
121,2,9:25.0,C. Parsons misses 3-pt jump shot from 22 ft,,27,26
122,2,9:24.0,,Defensive rebound by E. Davis,27,26
123,2,9:18.0,,E. Davis makes 2-pt layup from 2 ft (assist by J. Lin),27,28
124,2,9:11.0,Dallas full timeout,,27,28
125,2,9:11.0,A. Aminu enters the game for D. Nowitzki,,27,28
126,2,9:01.0,R. Felton misses 3-pt jump shot from 22 ft,,27,28
127,2,8:59.0,,Defensive rebound by W. Ellington,27,28
128,2,8:57.0,Violation by C. Parsons (def goaltending),,27,28
129,2,8:57.0,,W. Ellington makes 2-pt layup at rim,27,30
130,2,8:41.0,C. Parsons misses 3-pt jump shot from 24 ft,,27,30
131,2,8:40.0,,Defensive rebound by C. Boozer,27,30
132,2,8:22.0,,Personal foul by J. Barea (drawn by J. Lin),27,30
133,2,8:22.0,M. Ellis enters the game for R. Felton,,27,30
134,2,8:22.0,T. Chandler enters the game for A. Stoudemire,,27,30
135,2,8:14.0,,C. Boozer misses 2-pt layup from 1 ft,27,30
136,2,8:11.0,,Offensive rebound by E. Davis,27,30
137,2,8:11.0,,E. Davis makes 2-pt tip-in from 1 ft,27,32
138,2,8:04.0,J. Barea misses 2-pt layup from 2 ft,,27,32
139,2,8:02.0,,Defensive rebound by C. Boozer,27,32
140,2,8:00.0,,Turnover by C. Boozer (lost ball; steal by A. Aminu),27,32
141,2,7:57.0,Shooting foul by C. Boozer (drawn by T. Chandler),,27,32
142,2,7:57.0,T. Chandler makes free throw 1 of 2,,28,32
143,2,7:57.0,T. Chandler makes free throw 2 of 2,,29,32
144,2,7:45.0,,Shooting foul by A. Aminu (drawn by J. Lin),29,32
145,2,7:45.0,,J. Lin makes free throw 1 of 2,29,33
146,2,7:45.0,R. Rondo enters the game for J. Barea,,29,33
147,2,7:45.0,,T. Black enters the game for E. Davis,29,33
148,2,7:45.0,,J. Lin makes free throw 2 of 2,29,34
149,2,7:30.0,C. Parsons makes 2-pt layup from 1 ft (assist by R. Rondo),,31,34
150,2,7:16.0,,R. Kelly misses 3-pt jump shot from 24 ft,31,34
151,2,7:15.0,Defensive rebound by M. Ellis,,31,34
152,2,7:02.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by R. Rondo),,34,34
153,2,6:40.0,,C. Boozer makes 2-pt layup from 1 ft (assist by W. Ellington),34,36
154,2,6:29.0,Personal foul by W. Ellington (drawn by M. Ellis),,34,36
155,2,6:29.0,,J. Hill enters the game for C. Boozer,34,36
156,2,6:29.0,,J. Clarkson enters the game for J. Lin,34,36
157,2,6:17.0,A. Aminu makes 2-pt dunk at rim (assist by R. Rondo),,36,36
158,2,5:56.0,,W. Ellington misses 2-pt jump shot from 12 ft,36,36
159,2,5:55.0,,Offensive rebound by J. Hill,36,36
160,2,5:52.0,,Turnover by J. Hill (lost ball; steal by A. Aminu),36,36
161,2,5:35.0,M. Ellis misses 2-pt layup from 2 ft,,36,36
162,2,5:33.0,,Defensive rebound by T. Black,36,36
163,2,5:15.0,,T. Black misses 2-pt jump shot from 3 ft (block by T. Chandler),36,36
164,2,5:13.0,Defensive rebound by A. Aminu,,36,36
165,2,5:11.0,Shooting foul by R. Kelly (drawn by A. Aminu),,36,36
166,2,5:11.0,Official timeout,,36,36
167,2,5:11.0,,W. Johnson enters the game for R. Kelly,36,36
168,2,5:11.0,A. Aminu makes free throw 1 of 2,,37,36
169,2,5:11.0,A. Aminu makes free throw 2 of 2,,38,36
170,2,4:55.0,,J. Hill misses 2-pt jump shot from 20 ft,38,36
171,2,4:54.0,Defensive rebound by M. Ellis,,38,36
172,2,4:40.0,M. Ellis makes 2-pt jump shot from 17 ft (assist by R. Rondo),,40,36
173,2,4:19.0,,T. Black misses 2-pt jump shot from 3 ft (block by A. Aminu),40,36
174,2,4:15.0,Defensive rebound by A. Aminu,,40,36
175,2,4:10.0,Turnover by A. Aminu (lost ball),,40,36
176,2,3:48.0,,W. Ellington misses 3-pt jump shot from 23 ft,40,36
177,2,3:44.0,,Offensive rebound by W. Johnson,40,36
178,2,3:44.0,,W. Johnson misses 2-pt tip-in from 1 ft,40,36
179,2,3:42.0,Defensive rebound by T. Chandler,,40,36
180,2,3:29.0,C. Parsons makes 2-pt jump shot from 20 ft,,42,36
181,2,3:01.0,,J. Clarkson misses 2-pt jump shot from 16 ft,42,36
182,2,3:00.0,Defensive rebound by A. Aminu,,42,36
183,2,2:55.0,Turnover by R. Rondo (bad pass; steal by W. Ellington),,42,36
184,2,2:53.0,,Personal take foul by R. Rondo (drawn by W. Ellington),42,36
185,2,2:53.0,,LA Lakers full timeout,42,36
186,2,2:53.0,D. Nowitzki enters the game for C. Parsons,,42,36
187,2,2:41.0,,W. Johnson makes 2-pt jump shot from 20 ft (assist by T. Black),42,38
188,2,2:12.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,42,38
189,2,2:11.0,,Defensive rebound by J. Hill,42,38
190,2,1:55.0,,T. Black makes 2-pt layup from 1 ft,42,40
191,2,1:35.0,R. Rondo misses 3-pt jump shot from 26 ft,,42,40
192,2,1:34.0,,Defensive rebound by T. Black,42,40
193,2,1:19.0,,W. Johnson makes 2-pt jump shot from 15 ft,42,42
194,2,1:04.0,Shooting foul by W. Ellington (drawn by M. Ellis),,42,42
195,2,1:04.0,M. Ellis misses free throw 1 of 2,,42,42
196,2,1:04.0,Offensive rebound by Team,,42,42
197,2,1:04.0,M. Ellis misses free throw 2 of 2,,42,42
198,2,1:03.0,,Defensive rebound by J. Hill,42,42
199,2,0:46.0,,Personal foul by A. Aminu (drawn by T. Black),42,42
200,2,0:46.0,,T. Black makes free throw 1 of 2,42,43
201,2,0:46.0,C. Parsons enters the game for A. Aminu,,42,43
202,2,0:46.0,,T. Black makes free throw 2 of 2,42,44
203,2,0:36.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,42,44
204,2,0:34.0,Offensive rebound by C. Parsons,,42,44
205,2,0:17.0,M. Ellis makes 2-pt jump shot from 4 ft,,44,44
206,2,0:01.0,,W. Ellington misses 3-pt jump shot from 25 ft,44,44
207,2,0:00.0,,Offensive rebound by Team,44,44
208,3,11:35.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Clarkson),44,47
209,3,11:20.0,M. Ellis misses 2-pt jump shot from 14 ft,,44,47
210,3,11:19.0,,Defensive rebound by W. Johnson,44,47
211,3,11:01.0,,W. Johnson makes 2-pt jump shot from 15 ft (assist by J. Hill),44,49
212,3,10:42.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by M. Ellis),,46,49
213,3,10:22.0,,Shooting foul by C. Parsons (drawn by W. Johnson),46,49
214,3,10:22.0,,W. Johnson makes free throw 1 of 3,46,50
215,3,10:22.0,,W. Johnson makes free throw 2 of 3,46,51
216,3,10:22.0,,W. Johnson misses free throw 3 of 3,46,51
217,3,10:20.0,Defensive rebound by C. Parsons,,46,51
218,3,10:01.0,M. Ellis makes 2-pt jump shot from 6 ft (assist by R. Rondo),,48,51
219,3,9:39.0,,W. Ellington misses 3-pt jump shot from 24 ft,48,51
220,3,9:38.0,,Offensive rebound by Team,48,51
221,3,9:30.0,,J. Clarkson makes 2-pt jump shot from 5 ft,48,53
222,3,9:16.0,R. Rondo makes 2-pt jump shot from 18 ft (assist by M. Ellis),,50,53
223,3,9:03.0,,Offensive foul by J. Hill (drawn by M. Ellis),50,53
224,3,9:03.0,,Turnover by J. Hill (offensive foul),50,53
225,3,8:51.0,M. Ellis misses 3-pt jump shot from 25 ft,,50,53
226,3,8:48.0,,Defensive rebound by T. Black,50,53
227,3,8:45.0,,J. Clarkson makes 2-pt dunk at rim,50,55
228,3,8:30.0,Turnover by M. Ellis (bad pass; steal by T. Black),,50,55
229,3,8:29.0,,W. Ellington makes 2-pt dunk at rim (assist by T. Black),50,57
230,3,8:29.0,Dallas full timeout,,50,57
231,3,8:16.0,M. Ellis makes 2-pt jump shot from 18 ft (assist by R. Rondo),,52,57
232,3,7:56.0,,Shooting foul by R. Rondo (drawn by J. Clarkson),52,57
233,3,7:56.0,,J. Clarkson makes free throw 1 of 2,52,58
234,3,7:56.0,,J. Clarkson makes free throw 2 of 2,52,59
235,3,7:43.0,M. Ellis misses 2-pt jump shot from 18 ft,,52,59
236,3,7:42.0,,Defensive rebound by J. Hill,52,59
237,3,7:28.0,,J. Clarkson misses 2-pt jump shot from 14 ft,52,59
238,3,7:26.0,Defensive rebound by R. Rondo,,52,59
239,3,7:03.0,M. Ellis makes 3-pt jump shot from 24 ft (assist by C. Parsons),,55,59
240,3,6:35.0,,T. Black misses 2-pt jump shot from 20 ft,55,59
241,3,6:34.0,Defensive rebound by R. Rondo,,55,59
242,3,6:21.0,Shooting foul by J. Hill (drawn by T. Chandler),,55,59
243,3,6:21.0,T. Chandler makes free throw 1 of 2,,56,59
244,3,6:21.0,A. Aminu enters the game for D. Nowitzki,,56,59
245,3,6:21.0,T. Chandler makes free throw 2 of 2,,57,59
246,3,5:58.0,,W. Johnson makes 3-pt jump shot from 25 ft,57,62
247,3,5:46.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by R. Rondo),,60,62
248,3,5:24.0,,J. Hill makes 2-pt jump shot from 10 ft (assist by W. Ellington),60,64
249,3,5:05.0,A. Aminu misses 3-pt jump shot from 24 ft,,60,64
250,3,5:03.0,,Defensive rebound by W. Ellington,60,64
251,3,5:01.0,,Personal block foul by R. Rondo (drawn by W. Ellington),60,64
252,3,5:01.0,,R. Kelly enters the game for W. Johnson,60,64
253,3,5:01.0,,C. Boozer enters the game for T. Black,60,64
254,3,5:01.0,,J. Lin enters the game for W. Ellington,60,64
255,3,4:44.0,,C. Boozer makes 2-pt jump shot from 14 ft (assist by J. Lin),60,66
256,3,4:29.0,C. Parsons misses 2-pt layup from 1 ft,,60,66
257,3,4:29.0,Offensive rebound by Team,,60,66
258,3,4:29.0,,Loose ball foul by C. Boozer (drawn by C. Parsons),60,66
259,3,4:20.0,R. Rondo misses 2-pt jump shot from 18 ft,,60,66
260,3,4:20.0,,Defensive rebound by Team,60,66
261,3,4:20.0,Loose ball foul by A. Aminu (drawn by J. Lin),,60,66
262,3,4:05.0,,Personal foul by M. Ellis (drawn by J. Lin),60,66
263,3,4:05.0,,J. Lin makes free throw 1 of 2,60,67
264,3,4:05.0,R. Jefferson enters the game for C. Parsons,,60,67
265,3,4:05.0,,J. Lin makes free throw 2 of 2,60,68
266,3,3:53.0,A. Aminu misses 3-pt jump shot from 24 ft,,60,68
267,3,3:52.0,Offensive rebound by T. Chandler,,60,68
268,3,3:47.0,R. Jefferson misses 3-pt jump shot from 24 ft,,60,68
269,3,3:45.0,,Defensive rebound by J. Clarkson,60,68
270,3,3:33.0,,Shooting foul by T. Chandler (drawn by J. Lin),60,68
271,3,3:33.0,,J. Lin misses free throw 1 of 2,60,68
272,3,3:33.0,,Offensive rebound by Team,60,68
273,3,3:33.0,J. Barea enters the game for R. Rondo,,60,68
274,3,3:33.0,,E. Davis enters the game for J. Hill,60,68
275,3,3:33.0,A. Stoudemire enters the game for T. Chandler,,60,68
276,3,3:33.0,,J. Lin makes free throw 2 of 2,60,69
277,3,3:19.0,R. Jefferson misses 3-pt jump shot from 25 ft,,60,69
278,3,3:17.0,Offensive rebound by A. Stoudemire,,60,69
279,3,3:01.0,A. Stoudemire makes 2-pt jump shot from 18 ft (assist by R. Jefferson),,62,69
280,3,2:36.0,,Turnover by J. Lin (bad pass; steal by A. Aminu),62,69
281,3,2:23.0,M. Ellis makes 2-pt layup from 1 ft,,64,69
282,3,2:04.0,,J. Clarkson makes 2-pt jump shot from 12 ft (assist by C. Boozer),64,71
283,3,1:54.0,J. Barea makes 2-pt layup from 2 ft,,66,71
284,3,1:37.0,,Turnover by J. Lin (lost ball; steal by J. Barea),66,71
285,3,1:32.0,M. Ellis misses 2-pt layup from 1 ft,,66,71
286,3,1:29.0,Offensive rebound by A. Aminu,,66,71
287,3,1:29.0,A. Aminu misses 2-pt tip-in from 1 ft,,66,71
288,3,1:27.0,,Defensive rebound by E. Davis,66,71
289,3,1:20.0,,E. Davis misses 2-pt jump shot from 6 ft,66,71
290,3,1:18.0,,Offensive rebound by J. Clarkson,66,71
291,3,1:16.0,,J. Clarkson makes 2-pt layup from 1 ft,66,73
292,3,1:02.0,M. Ellis makes 3-pt jump shot from 25 ft (assist by J. Barea),,69,73
293,3,0:43.0,,J. Clarkson misses 2-pt layup from 1 ft,69,73
294,3,0:43.0,,Offensive rebound by C. Boozer,69,73
295,3,0:43.0,,C. Boozer makes 2-pt layup at rim,69,75
296,3,0:32.0,M. Ellis makes 3-pt jump shot from 25 ft,,72,75
297,3,0:12.0,,C. Boozer makes 2-pt layup from 1 ft (assist by E. Davis),72,77
298,3,0:06.0,Personal take foul by J. Clarkson (drawn by M. Ellis),,72,77
299,3,0:06.0,,LA Lakers full timeout,72,77
300,3,0:06.0,,W. Ellington enters the game for J. Clarkson,72,77
301,3,0:06.0,D. Nowitzki enters the game for A. Aminu,,72,77
302,3,0:01.0,M. Ellis makes 3-pt jump shot from 25 ft,,75,77
303,4,11:45.0,M. Ellis misses 2-pt jump shot from 16 ft,,75,77
304,4,11:44.0,,Defensive rebound by R. Kelly,75,77
305,4,11:27.0,,R. Kelly misses 2-pt jump shot from 15 ft,75,77
306,4,11:24.0,,Offensive rebound by E. Davis,75,77
307,4,11:24.0,,E. Davis makes 2-pt dunk at rim,75,79
308,4,11:12.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by M. Ellis),,78,79
309,4,11:01.0,,Personal foul by J. Barea (drawn by J. Lin),78,79
310,4,10:46.0,,J. Lin misses 3-pt jump shot from 27 ft,78,79
311,4,10:45.0,,Offensive rebound by C. Boozer,78,79
312,4,10:39.0,,C. Boozer makes 2-pt layup from 2 ft,78,81
313,4,10:39.0,,Shooting foul by D. Nowitzki (drawn by C. Boozer),78,81
314,4,10:39.0,,C. Boozer makes free throw 1 of 1,78,82
315,4,10:33.0,Personal foul by J. Lin (drawn by D. Nowitzki),,78,82
316,4,10:33.0,C. Parsons enters the game for R. Jefferson,,78,82
317,4,10:28.0,Personal foul by W. Ellington (drawn by M. Ellis),,78,82
318,4,10:18.0,M. Ellis makes 2-pt layup from 1 ft,,80,82
319,4,10:13.0,,Offensive foul by W. Ellington (drawn by M. Ellis),80,82
320,4,10:13.0,,Turnover by W. Ellington (offensive foul),80,82
321,4,10:03.0,M. Ellis misses 2-pt jump shot from 4 ft (block by E. Davis),,80,82
322,4,10:03.0,,Defensive rebound by Team,80,82
323,4,9:50.0,,C. Boozer misses 2-pt jump shot from 14 ft,80,82
324,4,9:48.0,Defensive rebound by C. Parsons,,80,82
325,4,9:33.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,80,82
326,4,9:31.0,,Defensive rebound by E. Davis,80,82
327,4,9:10.0,,R. Kelly misses 3-pt jump shot from 25 ft,80,82
328,4,9:08.0,,Offensive rebound by C. Boozer,80,82
329,4,9:00.0,,W. Ellington misses 2-pt jump shot from 18 ft,80,82
330,4,8:59.0,,Offensive rebound by Team,80,82
331,4,8:59.0,Official timeout,,80,82
332,4,8:59.0,R. Rondo enters the game for M. Ellis,,80,82
333,4,8:51.0,,Turnover by E. Davis (lost ball; steal by J. Barea),80,82
334,4,8:38.0,R. Rondo misses 2-pt layup from 1 ft,,80,82
335,4,8:37.0,,Defensive rebound by C. Boozer,80,82
336,4,8:20.0,,Shooting foul by A. Stoudemire (drawn by R. Kelly),80,82
337,4,8:20.0,,R. Kelly makes free throw 1 of 3,80,83
338,4,8:20.0,,R. Kelly makes free throw 2 of 3,80,84
339,4,8:20.0,,R. Kelly misses free throw 3 of 3,80,84
340,4,8:19.0,Defensive rebound by D. Nowitzki,,80,84
341,4,8:02.0,A. Stoudemire makes 2-pt jump shot from 18 ft (assist by J. Barea),,82,84
342,4,7:42.0,,Personal foul by D. Nowitzki (drawn by J. Lin),82,84
343,4,7:33.0,,J. Lin misses 2-pt jump shot from 9 ft,82,84
344,4,7:32.0,,Offensive rebound by W. Ellington,82,84
345,4,7:29.0,,W. Ellington makes 2-pt layup from 1 ft,82,86
346,4,7:10.0,C. Parsons makes 2-pt layup from 1 ft,,84,86
347,4,7:02.0,,W. Ellington makes 2-pt jump shot from 20 ft (assist by J. Lin),84,88
348,4,6:46.0,Turnover by J. Barea (bad pass; steal by C. Boozer),,84,88
349,4,6:42.0,,E. Davis misses 2-pt layup from 2 ft (block by C. Parsons),84,88
350,4,6:42.0,,Offensive rebound by Team,84,88
351,4,6:42.0,T. Chandler enters the game for D. Nowitzki,,84,88
352,4,6:42.0,A. Aminu enters the game for A. Stoudemire,,84,88
353,4,6:42.0,M. Ellis enters the game for J. Barea,,84,88
354,4,6:35.0,,C. Boozer makes 2-pt layup from 1 ft (assist by J. Lin),84,90
355,4,6:35.0,Dallas full timeout,,84,90
356,4,6:26.0,Personal foul by J. Lin (drawn by M. Ellis),,84,90
357,4,6:15.0,A. Aminu makes 2-pt layup from 1 ft,,86,90
358,4,6:15.0,Shooting foul by E. Davis (drawn by A. Aminu),,86,90
359,4,6:15.0,A. Aminu misses free throw 1 of 1,,86,90
360,4,6:14.0,,Defensive rebound by R. Kelly,86,90
361,4,5:56.0,,Turnover by C. Boozer (lost ball; steal by A. Aminu),86,90
362,4,5:56.0,Personal take foul by C. Boozer (drawn by A. Aminu),,86,90
363,4,5:56.0,A. Aminu makes free throw 1 of 2,,87,90
364,4,5:56.0,A. Aminu makes free throw 2 of 2,,88,90
365,4,5:36.0,,Turnover by R. Kelly (lost ball; steal by A. Aminu),88,90
366,4,5:30.0,C. Parsons misses 3-pt jump shot from 24 ft,,88,90
367,4,5:27.0,,Defensive rebound by E. Davis,88,90
368,4,5:18.0,,C. Boozer misses 2-pt jump shot from 3 ft (block by A. Aminu),88,90
369,4,5:17.0,Defensive rebound by C. Parsons,,88,90
370,4,5:05.0,Offensive foul by T. Chandler (drawn by W. Ellington),,88,90
371,4,5:05.0,Turnover by T. Chandler (offensive foul),,88,90
372,4,5:05.0,,W. Johnson enters the game for R. Kelly,88,90
373,4,4:51.0,,Turnover by J. Lin (offensive foul),88,90
374,4,4:51.0,,Offensive foul by J. Lin (drawn by R. Rondo),88,90
375,4,4:51.0,,J. Clarkson enters the game for J. Lin,88,90
376,4,4:51.0,,T. Black enters the game for E. Davis,88,90
377,4,4:39.0,Shooting foul by T. Black (drawn by A. Aminu),,88,90
378,4,4:39.0,A. Aminu makes free throw 1 of 2,,89,90
379,4,4:39.0,A. Aminu makes free throw 2 of 2,,90,90
380,4,4:24.0,,J. Clarkson misses 3-pt jump shot from 24 ft,90,90
381,4,4:23.0,Defensive rebound by T. Chandler,,90,90
