,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHILADELPHIA_ACTION,LA LAKERS_SCORE,PHILADELPHIA_SCORE
26,1,8:08.0,Turnover by J. Clarkson (bad pass; steal by I. Smith),,9,11
27,1,8:06.0,,N. Noel misses 2-pt dunk at rim,9,11
28,1,8:01.0,,Offensive rebound by Team,9,11
29,1,7:58.0,,Turnover by N. Noel (illegal assist),9,11
30,1,7:46.0,W. Ellington misses 2-pt jump shot from 18 ft,,9,11
31,1,7:45.0,,Defensive rebound by J. Sampson,9,11
32,1,7:45.0,,Personal foul by J. Clarkson (drawn by I. Smith),9,11
33,1,7:34.0,,I. Smith misses 2-pt jump shot from 3 ft,9,11
34,1,7:33.0,,Offensive rebound by N. Noel,9,11
35,1,7:33.0,,N. Noel misses 2-pt tip-in from 2 ft,9,11
36,1,7:33.0,,Offensive rebound by N. Noel,9,11
37,1,7:33.0,,Shooting foul by T. Black (drawn by N. Noel),9,11
38,1,7:33.0,,N. Noel makes free throw 1 of 2,9,12
39,1,7:33.0,R. Sacre enters the game for T. Black,,9,12
40,1,7:33.0,,N. Noel makes free throw 2 of 2,9,13
41,1,7:11.0,Turnover by R. Kelly (traveling),,9,13
42,1,6:55.0,,N. Noel makes 2-pt hook shot from 4 ft (assist by R. Covington),9,15
43,1,6:44.0,R. Sacre misses 2-pt jump shot from 13 ft,,9,15
44,1,6:42.0,,Defensive rebound by I. Smith,9,15
45,1,6:33.0,,I. Smith makes 2-pt layup from 2 ft,9,17
46,1,6:16.0,R. Sacre makes 2-pt jump shot from 15 ft (assist by W. Ellington),,11,17
47,1,5:59.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Noel),11,20
48,1,5:40.0,R. Kelly misses 2-pt jump shot from 16 ft,,11,20
49,1,5:38.0,,Defensive rebound by R. Covington,11,20
50,1,5:30.0,,I. Smith misses 2-pt jump shot from 4 ft,11,20
51,1,5:27.0,,Offensive rebound by N. Noel,11,20
52,1,5:25.0,,F. Aldemir makes 2-pt dunk at rim (assist by N. Noel),11,22
53,1,5:16.0,LA Lakers full timeout,,11,22
54,1,5:16.0,,I. Canaan enters the game for R. Covington,11,22
55,1,5:16.0,,G. Robinson enters the game for F. Aldemir,11,22
56,1,5:16.0,,H. Thompson enters the game for J. Sampson,11,22
57,1,5:16.0,,T. Robinson enters the game for I. Smith,11,22
58,1,5:16.0,J. Brown enters the game for J. Clarkson,,11,22
59,1,5:16.0,Personal foul by H. Thompson (drawn by J. Brown),,11,22
60,1,5:02.0,W. Ellington misses 3-pt jump shot from 26 ft,,11,22
61,1,5:00.0,,Defensive rebound by N. Noel,11,22
62,1,4:39.0,,N. Noel misses 2-pt hook shot from 6 ft,11,22
63,1,4:37.0,,Offensive rebound by G. Robinson,11,22
64,1,4:37.0,,G. Robinson misses 2-pt layup from 1 ft,11,22
65,1,4:34.0,Defensive rebound by W. Johnson,,11,22
66,1,4:26.0,R. Kelly misses 3-pt jump shot from 25 ft,,11,22
67,1,4:24.0,,Defensive rebound by H. Thompson,11,22
68,1,4:17.0,,Turnover by I. Canaan (bad pass),11,22
69,1,4:17.0,,H. Sims enters the game for N. Noel,11,22
70,1,4:05.0,W. Johnson misses 2-pt jump shot from 17 ft,,11,22
71,1,4:03.0,,Defensive rebound by T. Robinson,11,22
72,1,3:54.0,,Shooting foul by W. Johnson (drawn by G. Robinson),11,22
73,1,3:54.0,,G. Robinson misses free throw 1 of 2,11,22
74,1,3:54.0,,Offensive rebound by Team,11,22
75,1,3:54.0,J. Hill enters the game for R. Kelly,,11,22
76,1,3:54.0,,G. Robinson misses free throw 2 of 2,11,22
77,1,3:53.0,,Offensive rebound by T. Robinson,11,22
78,1,3:44.0,,H. Sims makes 2-pt jump shot from 16 ft (assist by H. Thompson),11,24
79,1,3:25.0,Shooting foul by H. Thompson (drawn by W. Ellington),,11,24
80,1,3:25.0,W. Ellington makes free throw 1 of 2,,12,24
81,1,3:25.0,W. Ellington makes free throw 2 of 2,,13,24
82,1,3:07.0,,G. Robinson misses 3-pt jump shot from 25 ft,13,24
83,1,3:05.0,Defensive rebound by J. Hill,,13,24
84,1,2:56.0,W. Johnson misses 2-pt jump shot from 6 ft,,13,24
85,1,2:55.0,,Defensive rebound by H. Sims,13,24
86,1,2:32.0,,H. Sims misses 2-pt hook shot from 5 ft,13,24
87,1,2:31.0,,Offensive rebound by G. Robinson,13,24
88,1,2:31.0,,G. Robinson misses 2-pt jump shot from 5 ft (block by R. Sacre),13,24
89,1,2:31.0,,Offensive rebound by Team,13,24
90,1,2:17.0,,H. Thompson misses 2-pt jump shot from 4 ft (block by R. Sacre),13,24
91,1,2:15.0,Defensive rebound by J. Hill,,13,24
92,1,2:07.0,J. Brown misses 2-pt jump shot from 15 ft,,13,24
93,1,2:04.0,Offensive rebound by R. Sacre,,13,24
94,1,2:04.0,R. Sacre makes 2-pt tip-in from 1 ft,,15,24
95,1,1:37.0,,H. Thompson misses 2-pt jump shot from 21 ft,15,24
96,1,1:36.0,Defensive rebound by R. Sacre,,15,24
97,1,1:31.0,W. Johnson makes 2-pt jump shot from 15 ft (assist by J. Brown),,17,24
98,1,1:09.0,,T. Robinson makes 2-pt jump shot from 3 ft (assist by H. Thompson),17,26
99,1,1:09.0,,Shooting foul by J. Hill (drawn by T. Robinson),17,26
100,1,1:09.0,,T. Robinson misses free throw 1 of 1,17,26
101,1,1:08.0,Defensive rebound by W. Johnson,,17,26
102,1,0:55.0,Turnover by W. Ellington (bad pass; steal by I. Canaan),,17,26
103,1,0:51.0,,T. Robinson makes 2-pt layup from 1 ft (assist by I. Canaan),17,28
104,1,0:51.0,,Shooting foul by J. Hill (drawn by T. Robinson),17,28
105,1,0:51.0,,T. Robinson misses free throw 1 of 1,17,28
106,1,0:50.0,Defensive rebound by W. Johnson,,17,28
107,1,0:38.0,Personal foul by T. Robinson (drawn by J. Hill),,17,28
108,1,0:35.0,Offensive foul by W. Johnson (drawn by I. Canaan),,17,28
109,1,0:35.0,Turnover by W. Johnson (offensive foul),,17,28
110,1,0:32.0,,Turnover by I. Canaan (palming),17,28
111,1,0:21.0,Offensive foul by J. Hill (drawn by T. Robinson),,17,28
112,1,0:21.0,Turnover by J. Hill (offensive foul),,17,28
113,1,0:21.0,Violation by Team (delay of game),,17,28
114,1,0:21.0,R. Kelly enters the game for J. Hill,,17,28
115,1,0:03.0,,Turnover by T. Robinson (bad pass),17,28
116,1,0:00.0,J. Brown misses 3-pt jump shot from 31 ft,,17,28
117,1,0:00.0,Offensive rebound by Team,,17,28
118,2,12:00.0,,Violation by Team (delay of game),17,28
119,2,11:46.0,Personal foul by H. Thompson (drawn by J. Brown),,17,28
120,2,11:46.0,,J. Sampson enters the game for H. Thompson,17,28
121,2,11:44.0,J. Clarkson makes 2-pt layup at rim (assist by W. Johnson),,19,28
122,2,11:37.0,,Shooting foul by R. Kelly (drawn by T. Robinson),19,28
123,2,11:37.0,,T. Robinson makes free throw 1 of 2,19,29
124,2,11:37.0,,T. Robinson makes free throw 2 of 2,19,30
125,2,11:15.0,R. Kelly misses 3-pt jump shot from 26 ft,,19,30
126,2,11:13.0,,Defensive rebound by G. Robinson,19,30
127,2,10:59.0,,I. Canaan makes 2-pt jump shot from 18 ft (assist by T. Robinson),19,32
128,2,10:42.0,R. Sacre misses 2-pt jump shot from 4 ft,,19,32
129,2,10:40.0,,Defensive rebound by H. Sims,19,32
130,2,10:31.0,,H. Sims misses 3-pt jump shot from 25 ft,19,32
131,2,10:29.0,Defensive rebound by W. Johnson,,19,32
132,2,10:21.0,J. Clarkson makes 2-pt jump shot from 15 ft,,21,32
133,2,10:07.0,,G. Robinson misses 3-pt jump shot from 24 ft,21,32
134,2,10:06.0,Defensive rebound by W. Johnson,,21,32
135,2,9:53.0,R. Sacre makes 2-pt hook shot from 4 ft (assist by W. Johnson),,23,32
136,2,9:42.0,,I. Canaan makes 3-pt jump shot from 25 ft,23,35
137,2,9:28.0,J. Brown makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,26,35
138,2,9:10.0,,Turnover by H. Sims (bad pass),26,35
139,2,9:10.0,,N. Noel enters the game for H. Sims,26,35
140,2,9:10.0,,F. Aldemir enters the game for T. Robinson,26,35
141,2,9:10.0,T. Black enters the game for R. Sacre,,26,35
142,2,8:49.0,Turnover by W. Johnson (bad pass),,26,35
143,2,8:49.0,Official timeout,,26,35
144,2,8:49.0,W. Ellington enters the game for W. Johnson,,26,35
145,2,8:28.0,,N. Noel misses 2-pt hook shot from 5 ft,26,35
146,2,8:27.0,Defensive rebound by T. Black,,26,35
147,2,8:16.0,W. Ellington misses 2-pt layup from 2 ft,,26,35
148,2,8:14.0,Offensive rebound by T. Black,,26,35
149,2,8:14.0,T. Black makes 2-pt dunk at rim,,28,35
150,2,8:04.0,,I. Canaan misses 3-pt jump shot from 23 ft,28,35
151,2,8:04.0,,Offensive rebound by N. Noel,28,35
152,2,8:04.0,,Shooting foul by W. Ellington (drawn by N. Noel),28,35
153,2,8:04.0,,N. Noel makes free throw 1 of 2,28,36
154,2,8:04.0,,R. Covington enters the game for G. Robinson,28,36
155,2,8:04.0,,N. Noel misses free throw 2 of 2,28,36
156,2,8:01.0,Defensive rebound by T. Black,,28,36
157,2,7:41.0,Shooting foul by F. Aldemir (drawn by T. Black),,28,36
158,2,7:41.0,T. Black makes free throw 1 of 2,,29,36
159,2,7:41.0,T. Black makes free throw 2 of 2,,30,36
160,2,7:17.0,,F. Aldemir misses 2-pt jump shot from 4 ft (block by R. Kelly),30,36
161,2,7:15.0,Defensive rebound by R. Kelly,,30,36
162,2,7:07.0,R. Kelly makes 3-pt jump shot from 23 ft (assist by J. Brown),,33,36
163,2,6:54.0,,Turnover by I. Canaan (bad pass; steal by J. Clarkson),33,36
164,2,6:51.0,J. Brown makes 2-pt layup from 1 ft,,35,36
165,2,6:51.0,Shooting foul by J. Sampson (drawn by J. Brown),,35,36
166,2,6:51.0,J. Brown makes free throw 1 of 1,,36,36
167,2,6:34.0,,N. Noel misses 2-pt jump shot from 5 ft,36,36
168,2,6:32.0,,Offensive rebound by F. Aldemir,36,36
169,2,6:32.0,,F. Aldemir makes 2-pt tip-in from 1 ft,36,38
170,2,6:15.0,J. Clarkson misses 3-pt jump shot from 26 ft,,36,38
171,2,6:13.0,,Defensive rebound by N. Noel,36,38
172,2,6:00.0,,Shooting foul by T. Black (drawn by F. Aldemir),36,38
173,2,6:00.0,,F. Aldemir misses free throw 1 of 2,36,38
174,2,6:00.0,,Offensive rebound by Team,36,38
175,2,6:00.0,R. Sacre enters the game for T. Black,,36,38
176,2,6:00.0,,I. Smith enters the game for I. Canaan,36,38
177,2,6:00.0,,F. Aldemir makes free throw 2 of 2,36,39
178,2,5:46.0,W. Ellington misses 2-pt jump shot from 20 ft,,36,39
179,2,5:45.0,,Defensive rebound by N. Noel,36,39
180,2,5:39.0,,R. Covington misses 3-pt jump shot from 25 ft,36,39
181,2,5:36.0,Defensive rebound by J. Clarkson,,36,39
182,2,5:28.0,J. Clarkson misses 2-pt jump shot from 3 ft,,36,39
183,2,5:27.0,,Defensive rebound by F. Aldemir,36,39
184,2,5:21.0,,Philadelphia full timeout,36,39
185,2,5:12.0,Offensive charge foul by R. Covington (drawn by W. Ellington),,36,39
186,2,5:12.0,,Turnover by R. Covington (offensive foul),36,39
187,2,4:58.0,R. Kelly makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,39,39
188,2,4:46.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by F. Aldemir),39,42
189,2,4:30.0,R. Kelly makes 2-pt layup from 1 ft (assist by J. Clarkson),,41,42
190,2,4:30.0,Shooting foul by N. Noel (drawn by R. Kelly),,41,42
191,2,4:30.0,R. Kelly makes free throw 1 of 1,,42,42
192,2,4:17.0,,N. Noel makes 2-pt dunk at rim (assist by J. Sampson),42,44
193,2,4:05.0,J. Clarkson misses 2-pt jump shot from 3 ft,,42,44
194,2,4:03.0,,Defensive rebound by N. Noel,42,44
195,2,3:59.0,,Personal foul by J. Clarkson (drawn by F. Aldemir),42,44
196,2,3:59.0,,G. Robinson enters the game for J. Sampson,42,44
197,2,3:59.0,W. Johnson enters the game for J. Brown,,42,44
198,2,3:45.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),42,46
199,2,3:31.0,Shooting foul by F. Aldemir (drawn by J. Clarkson),,42,46
200,2,3:31.0,J. Clarkson misses free throw 1 of 2,,42,46
201,2,3:31.0,Offensive rebound by Team,,42,46
202,2,3:31.0,J. Clarkson makes free throw 2 of 2,,43,46
203,2,3:11.0,,I. Smith misses 3-pt jump shot from 25 ft,43,46
204,2,3:11.0,Defensive rebound by Team,,43,46
205,2,3:11.0,,Loose ball foul by F. Aldemir (drawn by R. Kelly),43,46
206,2,3:11.0,R. Kelly makes free throw 1 of 2,,44,46
207,2,3:11.0,,H. Sims enters the game for F. Aldemir,44,46
208,2,3:11.0,R. Kelly makes free throw 2 of 2,,45,46
209,2,3:00.0,,Turnover by R. Covington (bad pass; steal by J. Clarkson),45,46
210,2,2:54.0,W. Johnson makes 2-pt jump shot from 12 ft (assist by J. Clarkson),,47,46
211,2,2:26.0,,G. Robinson makes 2-pt layup from 1 ft (assist by H. Sims),47,48
212,2,2:12.0,J. Clarkson makes 2-pt jump shot from 14 ft,,49,48
213,2,1:51.0,,I. Smith makes 2-pt jump shot from 4 ft,49,50
214,2,1:38.0,LA Lakers full timeout,,49,50
215,2,1:32.0,W. Ellington misses 2-pt jump shot from 6 ft (block by N. Noel),,49,50
216,2,1:30.0,,Defensive rebound by G. Robinson,49,50
217,2,1:24.0,,Turnover by H. Sims (bad pass; steal by J. Clarkson),49,50
218,2,1:18.0,J. Clarkson misses 2-pt jump shot from 13 ft,,49,50
219,2,1:14.0,Offensive rebound by J. Clarkson,,49,50
220,2,1:11.0,W. Johnson makes 2-pt dunk at rim (assist by W. Ellington),,51,50
221,2,0:51.0,,R. Covington misses 3-pt jump shot from 26 ft,51,50
222,2,0:50.0,Defensive rebound by W. Ellington,,51,50
223,2,0:41.0,W. Ellington misses 2-pt jump shot from 10 ft,,51,50
224,2,0:39.0,Offensive rebound by R. Sacre,,51,50
225,2,0:36.0,W. Johnson misses 2-pt jump shot from 20 ft,,51,50
226,2,0:34.0,,Defensive rebound by I. Smith,51,50
227,2,0:28.0,,I. Smith misses 2-pt jump shot from 10 ft,51,50
228,2,0:25.0,,Offensive rebound by H. Sims,51,50
229,2,0:17.0,,Philadelphia full timeout,51,50
230,2,0:03.0,,H. Sims misses 2-pt jump shot from 16 ft,51,50
231,2,0:02.0,Defensive rebound by W. Johnson,,51,50
232,3,11:39.0,W. Johnson makes 2-pt jump shot from 5 ft (assist by R. Kelly),,53,50
233,3,11:22.0,,Turnover by R. Covington (bad pass; steal by W. Johnson),53,50
234,3,11:13.0,Personal foul by R. Covington (drawn by W. Ellington),,53,50
235,3,11:03.0,Turnover by J. Clarkson (bad pass),,53,50
236,3,10:43.0,,J. Sampson misses 3-pt jump shot from 25 ft,53,50
237,3,10:41.0,,Offensive rebound by H. Sims,53,50
238,3,10:40.0,,H. Sims misses 2-pt layup from 2 ft (block by R. Kelly),53,50
239,3,10:40.0,,Offensive rebound by Team,53,50
240,3,10:35.0,,H. Sims misses 2-pt jump shot from 18 ft,53,50
241,3,10:34.0,,Offensive rebound by R. Covington,53,50
242,3,10:23.0,,I. Smith misses 2-pt jump shot from 18 ft,53,50
243,3,10:21.0,Defensive rebound by W. Ellington,,53,50
244,3,10:15.0,Turnover by W. Ellington (bad pass; steal by N. Noel),,53,50
245,3,10:11.0,,N. Noel misses 2-pt layup from 1 ft (block by W. Johnson),53,50
246,3,10:11.0,,Offensive rebound by Team,53,50
247,3,9:58.0,,I. Smith makes 2-pt layup from 1 ft,53,52
248,3,9:42.0,W. Ellington makes 2-pt jump shot from 19 ft (assist by T. Black),,55,52
249,3,9:30.0,,N. Noel misses 2-pt jump shot from 6 ft (block by T. Black),55,52
250,3,9:28.0,,Offensive rebound by Team,55,52
251,3,9:28.0,Loose ball foul by T. Black (drawn by H. Sims),,55,52
252,3,9:18.0,,R. Covington misses 3-pt jump shot from 27 ft,55,52
253,3,9:16.0,Defensive rebound by R. Kelly,,55,52
254,3,8:59.0,W. Johnson misses 2-pt jump shot from 16 ft,,55,52
255,3,8:57.0,,Defensive rebound by N. Noel,55,52
256,3,8:48.0,,N. Noel misses 2-pt jump shot from 13 ft,55,52
257,3,8:46.0,Defensive rebound by W. Johnson,,55,52
258,3,8:36.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,58,52
259,3,8:21.0,,J. Sampson misses 3-pt jump shot from 25 ft,58,52
260,3,8:18.0,,Offensive rebound by N. Noel,58,52
261,3,8:16.0,,N. Noel misses 2-pt jump shot from 3 ft,58,52
262,3,8:15.0,,Offensive rebound by R. Covington,58,52
263,3,8:15.0,,Shooting foul by W. Ellington (drawn by R. Covington),58,52
264,3,8:15.0,,R. Covington misses free throw 1 of 2,58,52
265,3,8:15.0,,Offensive rebound by Team,58,52
266,3,8:15.0,,R. Covington makes free throw 2 of 2,58,53
267,3,8:04.0,W. Ellington misses 2-pt jump shot from 18 ft,,58,53
268,3,8:02.0,,Defensive rebound by R. Covington,58,53
269,3,7:56.0,,Turnover by R. Covington (lost ball; steal by W. Johnson),58,53
270,3,7:51.0,W. Johnson makes 2-pt dunk at rim (assist by J. Clarkson),,60,53
271,3,7:51.0,,Philadelphia full timeout,60,53
272,3,7:32.0,,I. Smith makes 2-pt jump shot from 4 ft,60,55
273,3,7:19.0,Shooting foul by I. Smith (drawn by J. Clarkson),,60,55
274,3,7:19.0,J. Clarkson makes free throw 1 of 2,,61,55
275,3,7:19.0,J. Clarkson makes free throw 2 of 2,,62,55
276,3,7:08.0,,I. Smith makes 2-pt hook shot from 3 ft,62,57
277,3,6:44.0,W. Johnson misses 2-pt jump shot from 15 ft,,62,57
278,3,6:44.0,,Defensive rebound by Team,62,57
279,3,6:44.0,Loose ball foul by T. Black (drawn by I. Smith),,62,57
280,3,6:21.0,,Turnover by R. Covington (traveling),62,57
281,3,6:21.0,J. Hill enters the game for T. Black,,62,57
282,3,6:06.0,J. Hill misses 2-pt jump shot from 15 ft,,62,57
283,3,6:05.0,,Defensive rebound by N. Noel,62,57
284,3,5:55.0,,I. Smith misses 2-pt jump shot from 4 ft (block by R. Kelly),62,57
285,3,5:55.0,,Offensive rebound by Team,62,57
286,3,5:55.0,,G. Robinson enters the game for R. Covington,62,57
287,3,5:55.0,,H. Thompson enters the game for J. Sampson,62,57
288,3,5:45.0,,H. Sims makes 2-pt hook shot from 7 ft,62,59
289,3,5:34.0,W. Ellington misses 3-pt jump shot from 25 ft,,62,59
290,3,5:33.0,,Defensive rebound by H. Thompson,62,59
291,3,5:20.0,,I. Smith misses 3-pt jump shot from 25 ft,62,59
292,3,5:18.0,Defensive rebound by W. Johnson,,62,59
293,3,5:13.0,J. Clarkson makes 2-pt layup from 1 ft (assist by R. Kelly),,64,59
294,3,4:50.0,,N. Noel makes 2-pt dunk from 1 ft (assist by I. Smith),64,61
295,3,4:28.0,R. Kelly misses 3-pt jump shot from 25 ft,,64,61
296,3,4:25.0,,Defensive rebound by H. Sims,64,61
297,3,4:16.0,,I. Smith misses 2-pt jump shot from 4 ft,64,61
298,3,4:13.0,Defensive rebound by J. Hill,,64,61
299,3,3:50.0,J. Clarkson misses 3-pt jump shot from 25 ft,,64,61
300,3,3:49.0,,Defensive rebound by N. Noel,64,61
301,3,3:39.0,,Shooting foul by R. Kelly (drawn by H. Thompson),64,61
302,3,3:39.0,,H. Thompson makes free throw 1 of 2,64,62
303,3,3:39.0,J. Brown enters the game for W. Ellington,,64,62
304,3,3:39.0,,F. Aldemir enters the game for N. Noel,64,62
305,3,3:39.0,,T. Robinson enters the game for I. Smith,64,62
306,3,3:39.0,,I. Canaan enters the game for H. Sims,64,62
307,3,3:39.0,,H. Thompson misses free throw 2 of 2,64,62
308,3,3:38.0,Defensive rebound by W. Johnson,,64,62
309,3,3:24.0,Shooting foul by G. Robinson (drawn by J. Brown),,64,62
310,3,3:24.0,J. Brown makes free throw 1 of 2,,65,62
311,3,3:24.0,J. Brown makes free throw 2 of 2,,66,62
312,3,3:14.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by I. Canaan),66,65
313,3,2:53.0,W. Johnson misses 2-pt jump shot from 3 ft,,66,65
314,3,2:51.0,Offensive rebound by J. Hill,,66,65
315,3,2:48.0,J. Brown makes 3-pt jump shot from 25 ft (assist by J. Hill),,69,65
316,3,2:37.0,,T. Robinson misses 2-pt jump shot from 18 ft,69,65
317,3,2:36.0,Defensive rebound by R. Kelly,,69,65
318,3,2:17.0,J. Hill makes 2-pt hook shot from 7 ft,,71,65
319,3,1:59.0,,G. Robinson makes 2-pt jump shot from 14 ft (assist by H. Thompson),71,67
320,3,1:42.0,Turnover by J. Hill (bad pass; steal by H. Thompson),,71,67
321,3,1:31.0,,G. Robinson misses 3-pt jump shot from 22 ft,71,67
322,3,1:30.0,,Offensive rebound by G. Robinson,71,67
323,3,1:29.0,,Shooting foul by W. Johnson (drawn by G. Robinson),71,67
324,3,1:29.0,LA Lakers full timeout,,71,67
325,3,1:29.0,,G. Robinson misses free throw 1 of 2,71,67
326,3,1:29.0,,Offensive rebound by Team,71,67
327,3,1:29.0,,G. Robinson makes free throw 2 of 2,71,68
328,3,1:22.0,R. Kelly makes 2-pt dunk at rim,,73,68
329,3,1:10.0,,H. Thompson misses 3-pt jump shot from 25 ft,73,68
330,3,1:07.0,Defensive rebound by J. Hill,,73,68
331,3,0:51.0,W. Johnson misses 3-pt jump shot from 25 ft,,73,68
332,3,0:50.0,Offensive rebound by J. Clarkson,,73,68
333,3,0:37.0,W. Johnson misses 2-pt layup from 1 ft,,73,68
334,3,0:34.0,Offensive rebound by J. Clarkson,,73,68
335,3,0:34.0,J. Clarkson misses 2-pt layup from 1 ft,,73,68
336,3,0:32.0,,Defensive rebound by F. Aldemir,73,68
337,3,0:28.0,,I. Canaan makes 3-pt jump shot from 24 ft,73,71
338,3,0:12.0,Personal foul by F. Aldemir (drawn by J. Clarkson),,73,71
339,3,0:12.0,,J. Sampson enters the game for F. Aldemir,73,71
340,3,0:04.0,J. Brown makes 3-pt jump shot from 25 ft,,76,71
341,3,0:00.0,,I. Canaan misses 3-pt jump shot from 25 ft,76,71
342,3,0:00.0,,Offensive rebound by Team,76,71
343,4,11:44.0,,H. Thompson misses 2-pt jump shot from 19 ft,76,71
344,4,11:42.0,Defensive rebound by J. Clarkson,,76,71
345,4,11:33.0,Shooting foul by T. Robinson (drawn by J. Clarkson),,76,71
346,4,11:33.0,J. Clarkson makes free throw 1 of 2,,77,71
347,4,11:33.0,J. Clarkson misses free throw 2 of 2,,77,71
348,4,11:32.0,Offensive rebound by W. Johnson,,77,71
349,4,11:32.0,Shooting foul by T. Robinson (drawn by J. Clarkson),,77,71
350,4,11:32.0,W. Johnson makes free throw 1 of 2,,78,71
351,4,11:32.0,W. Johnson makes free throw 2 of 2,,79,71
352,4,11:11.0,,Shooting foul by T. Black (drawn by I. Canaan),79,71
353,4,11:11.0,R. Sacre enters the game for T. Black,,79,71
354,4,11:11.0,,I. Canaan makes free throw 1 of 3,79,72
355,4,11:11.0,,I. Canaan makes free throw 2 of 3,79,73
356,4,11:11.0,,I. Canaan makes free throw 3 of 3,79,74
357,4,10:57.0,R. Sacre misses 2-pt jump shot from 18 ft,,79,74
358,4,10:56.0,Offensive rebound by J. Hill,,79,74
359,4,10:54.0,Turnover by J. Hill (lost ball; steal by I. Canaan),,79,74
360,4,10:51.0,,Shooting foul by J. Brown (drawn by I. Canaan),79,74
361,4,10:51.0,,I. Canaan makes free throw 1 of 2,79,75
362,4,10:51.0,,I. Canaan makes free throw 2 of 2,79,76
363,4,10:27.0,J. Brown makes 2-pt jump shot from 17 ft (assist by J. Hill),,81,76
364,4,10:11.0,,T. Robinson makes 2-pt jump shot from 5 ft (assist by H. Sims),81,78
365,4,9:52.0,W. Johnson misses 2-pt jump shot from 16 ft,,81,78
366,4,9:50.0,,Defensive rebound by H. Sims,81,78
367,4,9:42.0,,I. Canaan misses 3-pt jump shot from 25 ft,81,78
368,4,9:41.0,Defensive rebound by J. Clarkson,,81,78
369,4,9:28.0,J. Brown misses 2-pt jump shot from 11 ft,,81,78
370,4,9:27.0,Offensive rebound by J. Hill,,81,78
371,4,9:25.0,J. Hill misses 2-pt jump shot from 11 ft,,81,78
372,4,9:23.0,,Defensive rebound by H. Sims,81,78
373,4,9:03.0,,I. Canaan misses 2-pt jump shot from 16 ft,81,78
374,4,9:02.0,Defensive rebound by W. Johnson,,81,78
375,4,8:46.0,J. Hill misses 2-pt jump shot from 6 ft,,81,78
376,4,8:43.0,Offensive rebound by J. Hill,,81,78
377,4,8:41.0,J. Hill misses 2-pt jump shot from 8 ft,,81,78
378,4,8:41.0,Offensive rebound by Team,,81,78
379,4,8:41.0,,Loose ball foul by H. Thompson (drawn by R. Sacre),81,78
380,4,8:41.0,Official timeout,,81,78
381,4,8:41.0,W. Ellington enters the game for J. Clarkson,,81,78
382,4,8:40.0,Turnover by W. Johnson (bad pass; steal by H. Sims),,81,78
383,4,8:36.0,,T. Robinson makes 2-pt dunk at rim (assist by G. Robinson),81,80
384,4,8:36.0,,Shooting foul by R. Sacre (drawn by T. Robinson),81,80
385,4,8:36.0,,T. Robinson makes free throw 1 of 1,81,81
386,4,8:17.0,Turnover by R. Sacre (bad pass; steal by T. Robinson),,81,81
387,4,8:13.0,,H. Sims makes 2-pt layup from 1 ft (assist by T. Robinson),81,83
388,4,7:53.0,Turnover by W. Johnson (bad pass; steal by I. Canaan),,81,83
