,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,UTAH_ACTION,WASHINGTON_SCORE,UTAH_SCORE
394,4,0:21.0,,Defensive rebound by R. Hood,84,80
395,4,0:20.0,,Turnover by R. Hood (lost ball),84,80
396,4,0:20.0,Washington full timeout,,84,80
397,4,0:20.0,,R. Gobert enters the game for D. Favors,84,80
398,4,0:20.0,,E. Millsap enters the game for D. Exum,84,80
399,4,0:20.0,R. Sessions enters the game for N. Hilário,,84,80
400,4,0:20.0,Turnover by P. Pierce (traveling),,84,80
401,4,0:20.0,,Utah full timeout,84,80
402,4,0:20.0,,J. Ingles enters the game for E. Millsap,84,80
403,4,0:20.0,,D. Favors enters the game for T. Booker,84,80
404,4,0:20.0,N. Hilário enters the game for M. Gortat,,84,80
405,4,0:20.0,,T. Burke enters the game for R. Gobert,84,80
406,4,0:15.0,,Shooting foul by B. Beal (drawn by G. Hayward),84,80
407,4,0:15.0,,G. Hayward makes free throw 1 of 2,84,81
408,4,0:15.0,M. Gortat enters the game for R. Sessions,,84,81
409,4,0:15.0,,R. Gobert enters the game for D. Favors,84,81
410,4,0:15.0,,D. Exum enters the game for T. Burke,84,81
411,4,0:15.0,,E. Millsap enters the game for J. Ingles,84,81
412,4,0:15.0,,G. Hayward makes free throw 2 of 2,84,82
413,4,0:13.0,Personal foul by E. Millsap (drawn by P. Pierce),,84,82
414,4,0:13.0,P. Pierce makes free throw 1 of 2,,85,82
415,4,0:13.0,,D. Favors enters the game for E. Millsap,85,82
416,4,0:13.0,P. Pierce makes free throw 2 of 2,,86,82
417,4,0:13.0,,Utah full timeout,86,82
418,4,0:13.0,R. Sessions enters the game for M. Gortat,,86,82
419,4,0:13.0,,T. Burke enters the game for D. Exum,86,82
420,4,0:13.0,,J. Ingles enters the game for R. Gobert,86,82
421,4,0:13.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),86,84
422,4,0:12.0,Turnover by J. Wall (lost ball),,86,84
423,4,0:12.0,,Utah full timeout,86,84
424,4,0:08.0,,G. Hayward misses 3-pt jump shot from 24 ft,86,84
425,4,0:07.0,Defensive rebound by J. Wall,,86,84
426,4,0:07.0,Personal foul by J. Ingles (drawn by J. Wall),,86,84
427,4,0:07.0,J. Wall makes free throw 1 of 2,,87,84
428,4,0:07.0,,R. Gobert enters the game for J. Ingles,87,84
429,4,0:07.0,J. Wall makes free throw 2 of 2,,88,84
430,4,0:01.0,,Turnover by G. Hayward (lost ball; steal by P. Pierce),88,84
