,QUARTER,TIME_REMAINING,NEW YORK_ACTION,TORONTO_ACTION,NEW YORK_SCORE,TORONTO_SCORE
0,1,11:40.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft,0,2
1,1,11:23.0,L. Amundson misses 2-pt layup from 2 ft,,0,2
2,1,11:22.0,,Defensive rebound by D. DeRozan,0,2
3,1,11:03.0,,T. Ross misses 2-pt jump shot from 19 ft,0,2
4,1,11:02.0,Defensive rebound by A. Bargnani,,0,2
5,1,10:51.0,Shooting foul by J. Valančiūnas (drawn by A. Bargnani),,0,2
6,1,10:51.0,A. Bargnani makes free throw 1 of 2,,1,2
7,1,10:51.0,A. Bargnani makes free throw 2 of 2,,2,2
8,1,10:41.0,,Turnover by G. Vásquez (bad pass),2,2
9,1,10:31.0,Turnover by A. Bargnani (bad pass),,2,2
10,1,10:19.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by A. Johnson),2,4
11,1,10:03.0,A. Shved misses 2-pt layup from 2 ft,,2,4
12,1,10:02.0,,Defensive rebound by D. DeRozan,2,4
13,1,9:56.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by D. DeRozan),2,7
14,1,9:41.0,A. Bargnani misses 2-pt jump shot from 20 ft,,2,7
15,1,9:39.0,,Defensive rebound by T. Ross,2,7
16,1,9:29.0,,A. Johnson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),2,10
17,1,9:13.0,A. Shved makes 2-pt layup from 2 ft,,4,10
18,1,8:50.0,,J. Valančiūnas makes 2-pt jump shot from 6 ft,4,12
19,1,8:33.0,A. Shved misses 2-pt jump shot from 19 ft,,4,12
20,1,8:32.0,,Defensive rebound by J. Valančiūnas,4,12
21,1,8:16.0,,A. Johnson misses 3-pt jump shot from 24 ft,4,12
22,1,8:16.0,,Offensive rebound by Team,4,12
23,1,8:16.0,Loose ball foul by L. Amundson (drawn by J. Valančiūnas),,4,12
24,1,8:16.0,C. Aldrich enters the game for L. Amundson,,4,12
25,1,8:10.0,,Shooting foul by A. Shved (drawn by T. Ross),4,12
26,1,8:10.0,,T. Ross makes free throw 1 of 2,4,13
27,1,8:10.0,,T. Ross misses free throw 2 of 2,4,13
28,1,8:08.0,Defensive rebound by C. Aldrich,,4,13
29,1,7:50.0,A. Shved makes 2-pt layup from 2 ft,,6,13
30,1,7:29.0,,J. Valančiūnas misses 2-pt jump shot from 19 ft,6,13
31,1,7:28.0,Defensive rebound by L. Galloway,,6,13
32,1,7:10.0,A. Bargnani makes 2-pt jump shot from 11 ft (assist by L. Galloway),,8,13
33,1,6:52.0,,D. DeRozan makes 2-pt jump shot from 18 ft (assist by A. Johnson),8,15
34,1,6:32.0,L. Thomas makes 2-pt layup from 1 ft,,10,15
35,1,6:11.0,,Shooting foul by C. Aldrich (drawn by D. DeRozan),10,15
36,1,6:11.0,,D. DeRozan makes free throw 1 of 2,10,16
37,1,6:11.0,,D. DeRozan makes free throw 2 of 2,10,17
38,1,5:58.0,L. Galloway misses 2-pt jump shot from 21 ft,,10,17
39,1,5:57.0,Offensive rebound by A. Bargnani,,10,17
40,1,5:52.0,A. Shved misses 3-pt jump shot from 25 ft,,10,17
41,1,5:51.0,,Defensive rebound by A. Johnson,10,17
42,1,5:29.0,,G. Vásquez misses 2-pt jump shot from 10 ft (block by A. Bargnani),10,17
43,1,5:29.0,,Offensive rebound by Team,10,17
44,1,5:29.0,,Toronto full timeout,10,17
45,1,5:26.0,,T. Ross misses 2-pt hook shot from 8 ft,10,17
46,1,5:25.0,Defensive rebound by C. Aldrich,,10,17
47,1,5:12.0,A. Bargnani misses 2-pt jump shot from 7 ft,,10,17
48,1,5:11.0,Offensive rebound by C. Aldrich,,10,17
49,1,5:09.0,C. Aldrich makes 2-pt tip-in from 1 ft,,12,17
50,1,5:01.0,,Personal foul by L. Thomas (drawn by A. Johnson),12,17
51,1,4:48.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),12,19
52,1,4:24.0,A. Shved misses 3-pt jump shot from 24 ft,,12,19
53,1,4:23.0,,Defensive rebound by J. Valančiūnas,12,19
54,1,4:10.0,,J. Valančiūnas misses 2-pt jump shot from 12 ft,12,19
55,1,4:09.0,Defensive rebound by A. Bargnani,,12,19
56,1,3:58.0,L. Galloway misses 2-pt layup from 3 ft,,12,19
57,1,3:57.0,Offensive rebound by C. Aldrich,,12,19
58,1,3:55.0,C. Aldrich misses 2-pt layup at rim,,12,19
59,1,3:54.0,,Defensive rebound by D. DeRozan,12,19
60,1,3:48.0,,G. Vásquez misses 2-pt jump shot from 23 ft,12,19
61,1,3:47.0,Defensive rebound by C. Aldrich,,12,19
62,1,3:39.0,A. Bargnani makes 2-pt jump shot from 18 ft (assist by L. Galloway),,14,19
63,1,3:23.0,,T. Ross makes 2-pt jump shot from 21 ft,14,21
64,1,3:09.0,Turnover by A. Shved (lost ball),,14,21
65,1,3:09.0,,L. Williams enters the game for G. Vásquez,14,21
66,1,3:09.0,,P. Patterson enters the game for J. Valančiūnas,14,21
67,1,2:51.0,,D. DeRozan misses 2-pt layup from 2 ft,14,21
68,1,2:50.0,,Offensive rebound by Team,14,21
69,1,2:50.0,New York full timeout,,14,21
70,1,2:50.0,J. Smith enters the game for A. Bargnani,,14,21
71,1,2:50.0,S. Larkin enters the game for L. Galloway,,14,21
72,1,2:43.0,,T. Ross makes 2-pt jump shot from 18 ft (assist by L. Williams),14,23
73,1,2:18.0,J. Smith misses 2-pt jump shot from 20 ft,,14,23
74,1,2:17.0,,Defensive rebound by Team,14,23
75,1,2:03.0,,D. DeRozan misses 2-pt layup from 2 ft,14,23
76,1,2:01.0,Defensive rebound by A. Shved,,14,23
77,1,1:53.0,A. Shved makes 2-pt layup from 2 ft,,16,23
78,1,1:49.0,,D. DeRozan misses 2-pt layup from 1 ft (block by C. Aldrich),16,23
79,1,1:49.0,Defensive rebound by Team,,16,23
80,1,1:49.0,T. Wear enters the game for C. Aldrich,,16,23
81,1,1:38.0,L. Thomas makes 2-pt jump shot from 13 ft (assist by A. Shved),,18,23
82,1,1:31.0,,D. DeRozan makes 2-pt dunk at rim (assist by L. Williams),18,25
83,1,1:07.0,A. Shved misses 2-pt jump shot from 4 ft,,18,25
84,1,1:06.0,Offensive rebound by T. Wear,,18,25
85,1,1:03.0,T. Wear misses 2-pt layup from 1 ft,,18,25
86,1,1:02.0,Offensive rebound by T. Wear,,18,25
87,1,1:00.0,T. Wear makes 2-pt tip-in from 1 ft,,20,25
88,1,0:51.0,,A. Johnson misses 2-pt dunk at rim,20,25
89,1,0:48.0,,Offensive rebound by A. Johnson,20,25
90,1,0:45.0,,L. Williams misses 2-pt layup from 1 ft,20,25
91,1,0:43.0,Defensive rebound by J. Smith,,20,25
92,1,0:39.0,A. Shved makes 2-pt layup from 1 ft (assist by S. Larkin),,22,25
93,1,0:26.0,,Personal foul by J. Smith (drawn by A. Johnson),22,25
94,1,0:26.0,,Technical foul by L. Williams,22,25
95,1,0:26.0,A. Shved makes technical free throw,,23,25
96,1,0:26.0,,A. Johnson misses free throw 1 of 2,23,25
97,1,0:26.0,,Offensive rebound by Team,23,25
98,1,0:26.0,R. Ledo enters the game for L. Thomas,,23,25
99,1,0:26.0,,A. Johnson misses free throw 2 of 2,23,25
100,1,0:25.0,,Offensive rebound by A. Johnson,23,25
101,1,0:23.0,,A. Johnson misses 2-pt jump shot from 3 ft,23,25
102,1,0:23.0,,Offensive rebound by Team,23,25
103,1,0:11.0,,L. Williams misses 2-pt layup from 1 ft,23,25
104,1,0:11.0,,Offensive rebound by D. DeRozan,23,25
105,1,0:10.0,,D. DeRozan makes 2-pt dunk at rim,23,27
106,1,0:02.0,Turnover by S. Larkin (step out of bounds),,23,27
107,2,11:40.0,J. Smith misses 2-pt jump shot from 19 ft,,23,27
108,2,11:39.0,Offensive rebound by T. Wear,,23,27
109,2,11:39.0,T. Wear misses 2-pt dunk from 2 ft,,23,27
110,2,11:39.0,Offensive rebound by Team,,23,27
111,2,11:39.0,,Loose ball foul by P. Patterson (drawn by Q. Acy),23,27
112,2,11:30.0,Turnover by R. Ledo (step out of bounds),,23,27
113,2,11:22.0,,Shooting block foul by R. Ledo (drawn by G. Vásquez),23,27
114,2,11:22.0,,G. Vásquez makes free throw 1 of 2,23,28
115,2,11:22.0,,G. Vásquez makes free throw 2 of 2,23,29
116,2,11:06.0,Shooting foul by T. Hansbrough (drawn by Q. Acy),,23,29
117,2,11:06.0,Q. Acy makes free throw 1 of 2,,24,29
118,2,11:06.0,Q. Acy misses free throw 2 of 2,,24,29
119,2,11:05.0,,Defensive rebound by T. Hansbrough,24,29
120,2,10:53.0,,T. Hansbrough makes 2-pt layup from 2 ft (assist by L. Williams),24,31
121,2,10:53.0,,Shooting foul by J. Smith (drawn by T. Hansbrough),24,31
122,2,10:53.0,,T. Hansbrough makes free throw 1 of 1,24,32
123,2,10:36.0,S. Larkin makes 3-pt jump shot from 24 ft (assist by R. Ledo),,27,32
124,2,10:20.0,,T. Hansbrough makes 2-pt jump shot from 5 ft (assist by J. Johnson),27,34
125,2,10:01.0,Q. Acy misses 2-pt hook shot from 6 ft,,27,34
126,2,10:00.0,,Defensive rebound by P. Patterson,27,34
