,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,HOUSTON_ACTION,OKLAHOMA CITY_SCORE,HOUSTON_SCORE
0,1,11:43.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Durant),,2,0
1,1,11:23.0,,Turnover by D. Motiejūnas (bad pass; steal by S. Adams),2,0
2,1,11:17.0,Turnover by A. Roberson (bad pass; steal by T. Ariza),,2,0
3,1,11:08.0,Violation by A. Roberson (kicked ball),,2,0
4,1,10:57.0,,D. Motiejūnas misses 2-pt hook shot from 10 ft,2,0
5,1,10:56.0,Defensive rebound by K. Durant,,2,0
6,1,10:41.0,S. Adams makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,4,0
7,1,10:31.0,Violation by S. Adams (kicked ball),,4,0
8,1,10:12.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by T. Ariza),4,3
9,1,9:53.0,,Violation by T. Ariza (kicked ball),4,3
10,1,9:45.0,S. Adams misses 2-pt dunk at rim,,4,3
11,1,9:44.0,,Defensive rebound by P. Beverley,4,3
12,1,9:33.0,,Def 3 sec tech foul by S. Ibaka,4,3
13,1,9:33.0,,J. Harden makes technical free throw,4,4
14,1,9:26.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by P. Beverley),4,7
15,1,9:08.0,K. Durant misses 2-pt jump shot from 11 ft,,4,7
16,1,9:07.0,,Defensive rebound by J. Harden,4,7
17,1,8:54.0,,D. Motiejūnas makes 2-pt hook shot from 5 ft,4,9
18,1,8:42.0,A. Roberson misses 3-pt jump shot from 23 ft,,4,9
19,1,8:41.0,,Defensive rebound by P. Beverley,4,9
20,1,8:36.0,,J. Harden misses 2-pt layup from 1 ft (block by A. Roberson),4,9
21,1,8:35.0,,Offensive rebound by D. Motiejūnas,4,9
22,1,8:32.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by D. Motiejūnas),4,12
23,1,8:25.0,Oklahoma City full timeout,,4,12
24,1,8:14.0,K. Durant misses 3-pt jump shot from 22 ft,,4,12
25,1,8:13.0,,Defensive rebound by D. Motiejūnas,4,12
26,1,8:08.0,,Personal foul by R. Westbrook (drawn by P. Beverley),4,12
27,1,8:01.0,,D. Howard makes 2-pt dunk at rim (assist by D. Motiejūnas),4,14
28,1,7:42.0,A. Roberson misses 3-pt jump shot from 23 ft,,4,14
29,1,7:41.0,,Defensive rebound by P. Beverley,4,14
30,1,7:24.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),4,16
31,1,7:12.0,Shooting foul by P. Beverley (drawn by R. Westbrook),,4,16
32,1,7:12.0,R. Westbrook makes free throw 1 of 2,,5,16
33,1,7:12.0,D. Waiters enters the game for A. Roberson,,5,16
34,1,7:12.0,R. Westbrook makes free throw 2 of 2,,6,16
35,1,6:54.0,,J. Harden makes 2-pt layup at rim,6,18
36,1,6:42.0,S. Adams misses 2-pt jump shot from 11 ft,,6,18
37,1,6:41.0,,Defensive rebound by J. Harden,6,18
38,1,6:34.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),6,21
39,1,6:27.0,Oklahoma City full timeout,,6,21
40,1,6:16.0,D. Waiters misses 3-pt jump shot from 24 ft,,6,21
41,1,6:15.0,,Defensive rebound by D. Motiejūnas,6,21
42,1,6:00.0,,D. Howard misses 2-pt layup from 1 ft (block by S. Adams),6,21
43,1,5:59.0,,Offensive rebound by D. Howard,6,21
44,1,5:58.0,,D. Howard makes 2-pt dunk at rim,6,23
45,1,5:42.0,Def 3 sec tech foul by D. Howard,,6,23
46,1,5:42.0,K. Perkins enters the game for S. Adams,,6,23
47,1,5:42.0,K. Durant makes technical free throw,,7,23
48,1,5:33.0,R. Westbrook misses 2-pt jump shot from 11 ft (block by P. Beverley),,7,23
49,1,5:32.0,Offensive rebound by Team,,7,23
50,1,5:29.0,S. Ibaka misses 3-pt jump shot from 24 ft,,7,23
51,1,5:27.0,Offensive rebound by Team,,7,23
52,1,5:20.0,D. Waiters makes 2-pt jump shot from 8 ft,,9,23
53,1,5:02.0,,D. Howard misses 2-pt hook shot from 8 ft,9,23
54,1,5:01.0,Defensive rebound by K. Durant,,9,23
