,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
146,2,8:05.0,,K. Hinrich misses free throw 1 of 2,32,35
147,2,8:05.0,,Offensive rebound by Team,32,35
148,2,8:05.0,,K. Hinrich makes free throw 2 of 2,32,36
149,2,7:39.0,A. Iguodala misses 3-pt jump shot from 25 ft,,32,36
150,2,7:38.0,Offensive rebound by M. Speights,,32,36
151,2,7:38.0,M. Speights misses 2-pt layup from 1 ft,,32,36
152,2,7:37.0,,Defensive rebound by N. Mirotić,32,36
153,2,7:30.0,,A. Brooks misses 3-pt jump shot from 25 ft,32,36
154,2,7:29.0,Defensive rebound by M. Speights,,32,36
155,2,7:27.0,Shooting foul by A. Brooks (drawn by K. Thompson),,32,36
156,2,7:27.0,K. Thompson makes free throw 1 of 2,,33,36
157,2,7:27.0,A. Bogut enters the game for M. Speights,,33,36
158,2,7:27.0,K. Thompson makes free throw 2 of 2,,34,36
159,2,7:09.0,,A. Brooks misses 2-pt jump shot from 15 ft,34,36
160,2,7:07.0,Defensive rebound by A. Bogut,,34,36
161,2,6:55.0,S. Livingston makes 2-pt jump shot from 18 ft (assist by A. Iguodala),,36,36
162,2,6:35.0,,Turnover by K. Hinrich (bad pass; steal by S. Livingston),36,36
163,2,6:29.0,Turnover by K. Thompson (bad pass; steal by A. Brooks),,36,36
164,2,6:26.0,,Turnover by N. Mirotić (discontinued dribble),36,36
165,2,6:26.0,S. Curry enters the game for S. Livingston,,36,36
166,2,6:26.0,,P. Gasol enters the game for N. Mirotić,36,36
167,2,6:26.0,,D. Rose enters the game for A. Brooks,36,36
168,2,6:16.0,S. Curry makes 2-pt layup from 2 ft,,38,36
169,2,5:55.0,,D. Rose misses 2-pt layup from 1 ft,38,36
170,2,5:54.0,Defensive rebound by A. Bogut,,38,36
171,2,5:51.0,Shooting foul by K. Hinrich (drawn by K. Thompson),,38,36
172,2,5:51.0,,Chicago full timeout,38,36
173,2,5:51.0,,J. Noah enters the game for T. Gibson,38,36
174,2,5:51.0,,J. Butler enters the game for T. Snell,38,36
175,2,5:51.0,D. Green enters the game for A. Iguodala,,38,36
176,2,5:51.0,K. Thompson makes free throw 1 of 2,,39,36
177,2,5:51.0,K. Thompson makes free throw 2 of 2,,40,36
178,2,5:36.0,,Turnover by J. Noah (bad pass),40,36
179,2,5:18.0,D. Green misses 2-pt jump shot from 17 ft,,40,36
180,2,5:17.0,,Defensive rebound by P. Gasol,40,36
181,2,4:56.0,,J. Butler misses 2-pt jump shot from 20 ft,40,36
182,2,4:55.0,Defensive rebound by S. Curry,,40,36
183,2,4:50.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),,42,36
184,2,4:31.0,,J. Noah makes 2-pt dunk at rim (assist by P. Gasol),42,38
185,2,4:15.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by S. Curry),,45,38
186,2,3:50.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by J. Noah),45,41
187,2,3:39.0,D. Green misses 2-pt jump shot from 18 ft,,45,41
188,2,3:38.0,,Defensive rebound by P. Gasol,45,41
189,2,3:28.0,,J. Noah misses 2-pt jump shot from 18 ft,45,41
190,2,3:27.0,Defensive rebound by K. Thompson,,45,41
191,2,3:23.0,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),,47,41
192,2,3:05.0,,D. Rose misses 3-pt jump shot from 24 ft,47,41
193,2,3:04.0,Defensive rebound by K. Thompson,,47,41
194,2,2:52.0,K. Thompson misses 2-pt jump shot from 10 ft,,47,41
195,2,2:51.0,Offensive rebound by A. Bogut,,47,41
196,2,2:40.0,A. Bogut misses 2-pt jump shot from 1 ft,,47,41
197,2,2:39.0,Offensive rebound by A. Bogut,,47,41
198,2,2:39.0,A. Bogut misses 2-pt tip-in from 1 ft,,47,41
199,2,2:38.0,Offensive rebound by A. Bogut,,47,41
200,2,2:35.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Bogut),,49,41
201,2,2:11.0,,J. Butler makes 2-pt layup from 1 ft,49,43
202,2,2:03.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,52,43
203,2,1:50.0,,Turnover by J. Butler (bad pass; steal by S. Curry),52,43
204,2,1:47.0,Shooting foul by J. Butler (drawn by H. Barnes),,52,43
205,2,1:47.0,Golden State full timeout,,52,43
206,2,1:47.0,,M. Dunleavy enters the game for K. Hinrich,52,43
207,2,1:47.0,H. Barnes makes free throw 1 of 2,,53,43
208,2,1:47.0,H. Barnes makes free throw 2 of 2,,54,43
209,2,1:25.0,,Turnover by P. Gasol (lost ball; steal by K. Thompson),54,43
210,2,1:23.0,,Violation by J. Butler (kicked ball),54,43
211,2,1:23.0,Golden State full timeout,,54,43
212,2,1:23.0,A. Iguodala enters the game for H. Barnes,,54,43
213,2,1:12.0,D. Green makes 3-pt jump shot from 24 ft (assist by A. Bogut),,57,43
214,2,0:56.0,,Shooting foul by K. Thompson (drawn by J. Butler),57,43
215,2,0:56.0,,J. Butler makes free throw 1 of 2,57,44
216,2,0:56.0,,J. Butler makes free throw 2 of 2,57,45
217,2,0:44.0,K. Thompson makes 2-pt jump shot from 17 ft,,59,45
218,2,0:23.0,,P. Gasol misses 2-pt jump shot from 15 ft,59,45
219,2,0:22.0,,Offensive rebound by Team,59,45
220,2,0:22.0,Loose ball foul by K. Thompson (drawn by J. Noah),,59,45
221,2,0:22.0,,J. Noah makes free throw 1 of 2,59,46
222,2,0:22.0,L. Barbosa enters the game for K. Thompson,,59,46
223,2,0:22.0,,K. Hinrich enters the game for M. Dunleavy,59,46
224,2,0:22.0,,T. Gibson enters the game for P. Gasol,59,46
225,2,0:22.0,,J. Noah makes free throw 2 of 2,59,47
226,2,0:03.0,A. Iguodala makes 2-pt layup from 2 ft,,61,47
227,2,0:00.0,,J. Noah makes 2-pt layup from 1 ft,61,49
228,3,11:39.0,,J. Butler misses 3-pt jump shot from 25 ft,61,49
229,3,11:37.0,,Offensive rebound by Team,61,49
230,3,11:30.0,,P. Gasol misses 2-pt layup from 3 ft,61,49
231,3,11:29.0,,Offensive rebound by J. Butler,61,49
232,3,11:29.0,,J. Butler misses 2-pt tip-in from 1 ft,61,49
233,3,11:29.0,Defensive rebound by D. Green,,61,49
234,3,11:29.0,Personal foul by J. Noah (drawn by D. Green),,61,49
235,3,11:07.0,H. Barnes makes 2-pt jump shot from 3 ft (assist by K. Thompson),,63,49
236,3,10:52.0,,J. Butler makes 2-pt jump shot from 16 ft (assist by M. Dunleavy),63,51
237,3,10:41.0,S. Curry makes 2-pt layup from 1 ft,,65,51
238,3,10:14.0,,M. Dunleavy misses 2-pt layup from 1 ft,65,51
239,3,10:13.0,,Offensive rebound by J. Noah,65,51
240,3,10:13.0,,J. Noah makes 2-pt tip-in from 1 ft,65,53
241,3,9:59.0,K. Thompson misses 3-pt jump shot from 24 ft,,65,53
242,3,9:58.0,,Defensive rebound by D. Rose,65,53
243,3,9:39.0,,J. Noah makes 2-pt layup from 1 ft (assist by D. Rose),65,55
244,3,9:26.0,D. Green misses 3-pt jump shot from 25 ft,,65,55
245,3,9:25.0,,Defensive rebound by J. Noah,65,55
246,3,9:08.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by J. Butler),65,57
247,3,8:49.0,K. Thompson misses 3-pt jump shot from 26 ft,,65,57
248,3,8:48.0,,Defensive rebound by P. Gasol,65,57
249,3,8:42.0,,D. Rose misses 3-pt jump shot from 25 ft,65,57
250,3,8:41.0,,Offensive rebound by J. Butler,65,57
251,3,8:37.0,,M. Dunleavy makes 3-pt jump shot from 22 ft (assist by D. Rose),65,60
252,3,8:37.0,Golden State full timeout,,65,60
253,3,8:22.0,Personal foul by D. Rose (drawn by S. Curry),,65,60
254,3,8:08.0,S. Curry misses 2-pt layup from 1 ft,,65,60
255,3,8:06.0,,Defensive rebound by P. Gasol,65,60
256,3,8:00.0,,J. Butler makes 2-pt layup from 2 ft (assist by D. Rose),65,62
257,3,7:43.0,K. Thompson makes 2-pt layup from 1 ft,,67,62
258,3,7:18.0,,J. Butler makes 3-pt jump shot from 22 ft (assist by M. Dunleavy),67,65
259,3,7:06.0,S. Curry misses 2-pt jump shot from 11 ft,,67,65
260,3,7:05.0,,Defensive rebound by M. Dunleavy,67,65
261,3,6:58.0,,Shooting foul by H. Barnes (drawn by M. Dunleavy),67,65
262,3,6:58.0,,M. Dunleavy misses free throw 1 of 2,67,65
263,3,6:58.0,,Offensive rebound by Team,67,65
264,3,6:58.0,,M. Dunleavy makes free throw 2 of 2,67,66
265,3,6:45.0,Turnover by S. Curry (bad pass; steal by J. Butler),,67,66
266,3,6:40.0,,P. Gasol makes 2-pt layup from 1 ft (assist by D. Rose),67,68
267,3,6:27.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,69,68
268,3,6:03.0,,J. Noah makes 2-pt jump shot from 19 ft (assist by J. Butler),69,70
269,3,5:53.0,S. Curry makes 2-pt jump shot from 15 ft,,71,70
270,3,5:23.0,,J. Butler misses 2-pt jump shot from 19 ft,71,70
271,3,5:21.0,,Offensive rebound by P. Gasol,71,70
272,3,5:14.0,,Personal foul by A. Bogut (drawn by P. Gasol),71,70
273,3,5:14.0,A. Iguodala enters the game for H. Barnes,,71,70
274,3,5:14.0,S. Livingston enters the game for K. Thompson,,71,70
275,3,4:58.0,,P. Gasol makes 2-pt jump shot from 10 ft (assist by J. Noah),71,72
276,3,4:42.0,D. Green makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,74,72
277,3,4:29.0,,Personal foul by S. Livingston (drawn by P. Gasol),74,72
278,3,4:17.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by J. Butler),74,74
279,3,4:03.0,D. Green misses 2-pt layup from 2 ft (block by J. Noah),,74,74
280,3,4:02.0,Offensive rebound by S. Livingston,,74,74
281,3,4:00.0,S. Livingston makes 2-pt jump shot from 8 ft,,76,74
282,3,3:44.0,,D. Rose misses 3-pt jump shot from 25 ft,76,74
283,3,3:43.0,Defensive rebound by A. Iguodala,,76,74
284,3,3:35.0,Turnover by A. Bogut (bad pass; steal by P. Gasol),,76,74
285,3,3:34.0,,Personal foul by D. Green (drawn by D. Rose),76,74
286,3,3:34.0,,K. Hinrich enters the game for J. Noah,76,74
287,3,3:34.0,,T. Gibson enters the game for D. Rose,76,74
288,3,3:25.0,,Offensive foul by T. Gibson (drawn by S. Livingston),76,74
289,3,3:25.0,,Turnover by T. Gibson (offensive foul),76,74
290,3,3:17.0,Offensive foul by S. Curry (drawn by P. Gasol),,76,74
291,3,3:17.0,Turnover by S. Curry (offensive foul),,76,74
292,3,2:59.0,,K. Hinrich misses 3-pt jump shot from 25 ft,76,74
293,3,2:58.0,,Offensive rebound by T. Gibson,76,74
294,3,2:52.0,,Personal foul by D. Green (drawn by T. Gibson),76,74
295,3,2:52.0,,Chicago full timeout,76,74
296,3,2:52.0,H. Barnes enters the game for D. Green,,76,74
297,3,2:52.0,,T. Gibson makes free throw 1 of 2,76,75
298,3,2:52.0,,T. Gibson makes free throw 2 of 2,76,76
299,3,2:35.0,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,79,76
300,3,2:20.0,,Offensive foul by T. Gibson (drawn by H. Barnes),79,76
301,3,2:20.0,,Turnover by T. Gibson (offensive foul),79,76
302,3,2:08.0,S. Curry misses 3-pt jump shot from 25 ft,,79,76
303,3,2:07.0,,Defensive rebound by P. Gasol,79,76
304,3,2:00.0,,Personal foul by H. Barnes (drawn by T. Gibson),79,76
305,3,2:00.0,,T. Gibson makes free throw 1 of 2,79,77
306,3,2:00.0,D. Green enters the game for H. Barnes,,79,77
307,3,2:00.0,,T. Gibson makes free throw 2 of 2,79,78
308,3,1:41.0,Personal foul by J. Butler (drawn by D. Green),,79,78
309,3,1:31.0,Turnover by D. Green (lost ball; steal by K. Hinrich),,79,78
310,3,1:19.0,,Turnover by T. Gibson (3 sec),79,78
311,3,1:19.0,M. Speights enters the game for A. Bogut,,79,78
312,3,1:03.0,Turnover by S. Curry (traveling),,79,78
313,3,0:49.0,Offensive charge foul by M. Dunleavy (drawn by M. Speights),,79,78
314,3,0:49.0,,Turnover by M. Dunleavy (offensive foul),79,78
315,3,0:39.0,D. Green misses 3-pt jump shot from 25 ft,,79,78
316,3,0:37.0,,Defensive rebound by Team,79,78
317,3,0:24.0,,P. Gasol makes 2-pt hook shot from 3 ft,79,80
318,3,0:00.0,S. Curry misses 2-pt jump shot from 21 ft,,79,80
319,3,0:00.0,Offensive rebound by Team,,79,80
320,4,11:39.0,M. Speights misses 2-pt jump shot from 20 ft,,79,80
321,4,11:37.0,Offensive rebound by A. Iguodala,,79,80
322,4,11:31.0,M. Speights makes 2-pt layup at rim (assist by A. Iguodala),,81,80
323,4,11:17.0,,Shooting foul by D. Green (drawn by J. Butler),81,80
324,4,11:17.0,,J. Butler makes free throw 1 of 2,81,81
325,4,11:17.0,,J. Butler makes free throw 2 of 2,81,82
326,4,11:01.0,K. Thompson misses 2-pt jump shot from 13 ft,,81,82
327,4,10:59.0,Offensive rebound by M. Speights,,81,82
328,4,10:59.0,Shooting foul by N. Mirotić (drawn by M. Speights),,81,82
329,4,10:59.0,M. Speights makes free throw 1 of 2,,82,82
330,4,10:59.0,M. Speights makes free throw 2 of 2,,83,82
331,4,10:47.0,,Turnover by K. Hinrich (bad pass; steal by S. Livingston),83,82
332,4,10:40.0,D. Green misses 3-pt jump shot from 24 ft,,83,82
333,4,10:40.0,Offensive rebound by Team,,83,82
334,4,10:40.0,,Loose ball foul by A. Brooks (drawn by M. Speights),83,82
335,4,10:33.0,Shooting foul by T. Gibson (drawn by M. Speights),,83,82
336,4,10:33.0,M. Speights makes 2-pt layup from 2 ft (assist by S. Livingston),,85,82
337,4,10:33.0,M. Speights misses free throw 1 of 1,,85,82
338,4,10:31.0,,Defensive rebound by K. Hinrich,85,82
339,4,10:15.0,,K. Hinrich misses 2-pt jump shot from 20 ft,85,82
340,4,10:14.0,Defensive rebound by D. Green,,85,82
341,4,10:02.0,K. Thompson misses 2-pt jump shot from 21 ft,,85,82
342,4,10:01.0,Offensive rebound by M. Speights,,85,82
343,4,10:00.0,M. Speights misses 2-pt jump shot from 5 ft,,85,82
344,4,9:59.0,,Defensive rebound by K. Hinrich,85,82
345,4,9:53.0,,Turnover by K. Hinrich (bad pass; steal by D. Green),85,82
346,4,9:40.0,S. Livingston misses 2-pt jump shot from 9 ft,,85,82
347,4,9:39.0,Offensive rebound by A. Iguodala,,85,82
348,4,9:37.0,S. Livingston makes 2-pt layup from 2 ft,,87,82
349,4,9:37.0,,Chicago full timeout,87,82
350,4,9:37.0,,J. Noah enters the game for N. Mirotić,87,82
351,4,9:23.0,,Personal foul by A. Iguodala (drawn by J. Butler),87,82
352,4,9:08.0,,A. Brooks misses 2-pt jump shot from 5 ft,87,82
353,4,9:08.0,,Offensive rebound by T. Gibson,87,82
354,4,9:08.0,,T. Gibson misses 2-pt tip-in from 1 ft,87,82
355,4,9:08.0,,Offensive rebound by Team,87,82
356,4,8:56.0,,Turnover by J. Butler (bad pass; steal by D. Green),87,82
357,4,8:49.0,,Offensive charge foul by A. Iguodala (drawn by A. Brooks),87,82
358,4,8:49.0,Turnover by A. Iguodala (offensive foul),,87,82
359,4,8:38.0,,K. Hinrich makes 3-pt jump shot from 26 ft (assist by A. Brooks),87,85
360,4,8:38.0,Golden State full timeout,,87,85
361,4,8:24.0,K. Thompson misses 3-pt jump shot from 24 ft,,87,85
362,4,8:23.0,,Defensive rebound by T. Gibson,87,85
363,4,7:59.0,,A. Brooks misses 2-pt layup from 2 ft,87,85
364,4,7:58.0,,Offensive rebound by T. Gibson,87,85
365,4,7:56.0,,T. Gibson misses 2-pt layup from 1 ft (block by D. Green),87,85
366,4,7:53.0,Defensive rebound by K. Thompson,,87,85
367,4,7:31.0,M. Speights makes 2-pt dunk at rim (assist by D. Green),,89,85
368,4,7:13.0,,Shooting foul by M. Speights (drawn by T. Gibson),89,85
369,4,7:13.0,,T. Gibson makes free throw 1 of 2,89,86
370,4,7:13.0,,D. Rose enters the game for A. Brooks,89,86
371,4,7:13.0,,T. Gibson makes free throw 2 of 2,89,87
372,4,6:56.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Livingston),,92,87
373,4,6:36.0,,K. Hinrich misses 3-pt jump shot from 25 ft (block by K. Thompson),92,87
374,4,6:35.0,Defensive rebound by K. Thompson,,92,87
375,4,6:25.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Thompson),,95,87
376,4,6:24.0,,Chicago full timeout,95,87
377,4,6:24.0,,P. Gasol enters the game for T. Gibson,95,87
378,4,6:00.0,,D. Rose misses 3-pt jump shot from 25 ft,95,87
379,4,5:59.0,Defensive rebound by M. Speights,,95,87
380,4,5:45.0,Personal foul by K. Hinrich (drawn by K. Thompson),,95,87
381,4,5:45.0,S. Curry enters the game for S. Livingston,,95,87
382,4,5:38.0,K. Thompson misses 2-pt jump shot from 20 ft,,95,87
383,4,5:37.0,,Defensive rebound by P. Gasol,95,87
384,4,5:31.0,,Turnover by D. Rose (lost ball),95,87
