,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
118,2,11:43.0,,J. Jerebko misses free throw 2 of 2,22,21
119,2,11:41.0,Defensive rebound by J. Jones,,22,21
120,2,11:22.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by I. Thomas),22,24
121,2,11:00.0,Turnover by I. Shumpert (bad pass; steal by J. Jerebko),,22,24
122,2,10:45.0,,M. Smart misses 2-pt jump shot from 20 ft,22,24
123,2,10:44.0,Defensive rebound by K. Perkins,,22,24
124,2,10:36.0,M. Miller makes 2-pt jump shot from 18 ft (assist by I. Shumpert),,24,24
125,2,10:21.0,,K. Olynyk misses 3-pt jump shot from 25 ft,24,24
126,2,10:20.0,,Offensive rebound by J. Jerebko,24,24
127,2,10:18.0,,Shooting foul by J. Jones (drawn by I. Thomas),24,24
128,2,10:18.0,,I. Thomas makes free throw 1 of 3,24,25
129,2,10:18.0,,I. Thomas makes free throw 2 of 3,24,26
130,2,10:18.0,,I. Thomas makes free throw 3 of 3,24,27
131,2,10:08.0,Turnover by M. Miller (lost ball; steal by M. Smart),,24,27
132,2,10:02.0,,M. Smart makes 2-pt layup from 2 ft,24,29
133,2,9:55.0,Personal foul by M. Smart (drawn by J. Jones),,24,29
134,2,9:55.0,T. Mozgov enters the game for K. Perkins,,24,29
135,2,9:46.0,S. Marion misses 2-pt jump shot from 13 ft,,24,29
136,2,9:44.0,,Defensive rebound by J. Crowder,24,29
137,2,9:41.0,,Turnover by K. Olynyk (traveling),24,29
138,2,9:27.0,S. Marion misses 2-pt jump shot from 11 ft,,24,29
139,2,9:26.0,,Defensive rebound by J. Crowder,24,29
140,2,9:10.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by I. Thomas),24,32
141,2,9:04.0,Turnover by T. Mozgov (lost ball; steal by K. Olynyk),,24,32
142,2,9:02.0,,Personal foul by M. Miller (drawn by J. Jerebko),24,32
143,2,9:02.0,M. Dellavedova enters the game for J. Jones,,24,32
144,2,9:02.0,T. Thompson enters the game for I. Shumpert,,24,32
145,2,8:52.0,,K. Olynyk makes 2-pt dunk at rim (assist by J. Jerebko),24,34
146,2,8:34.0,Personal foul by I. Thomas (drawn by M. Dellavedova),,24,34
147,2,8:34.0,Official timeout,,24,34
148,2,8:19.0,M. Dellavedova misses 2-pt jump shot from 14 ft,,24,34
149,2,8:18.0,,Defensive rebound by J. Crowder,24,34
150,2,8:11.0,,J. Crowder misses 3-pt jump shot from 26 ft,24,34
151,2,8:09.0,,Offensive rebound by J. Jerebko,24,34
152,2,8:00.0,,J. Crowder makes 2-pt jump shot from 21 ft (assist by I. Thomas),24,36
153,2,7:36.0,T. Thompson misses 2-pt jump shot from 4 ft,,24,36
154,2,7:35.0,Offensive rebound by T. Mozgov,,24,36
155,2,7:33.0,Personal foul by K. Olynyk (drawn by T. Mozgov),,24,36
156,2,7:33.0,I. Shumpert enters the game for M. Miller,,24,36
157,2,7:25.0,Personal foul by J. Jerebko (drawn by T. Thompson),,24,36
158,2,7:19.0,I. Shumpert misses 3-pt jump shot from 25 ft,,24,36
159,2,7:19.0,Offensive rebound by Team,,24,36
160,2,7:19.0,Personal foul by J. Jerebko (drawn by T. Thompson),,24,36
161,2,7:19.0,T. Thompson makes free throw 1 of 2,,25,36
162,2,7:19.0,T. Thompson makes free throw 2 of 2,,26,36
163,2,7:02.0,,K. Olynyk makes 2-pt layup at rim,26,38
164,2,6:46.0,Turnover by T. Thompson (lost ball; steal by M. Smart),,26,38
165,2,6:40.0,,M. Smart makes 2-pt layup from 1 ft (assist by I. Thomas),26,40
166,2,6:18.0,S. Marion misses 2-pt jump shot from 11 ft,,26,40
167,2,6:17.0,,Defensive rebound by K. Olynyk,26,40
168,2,6:12.0,,M. Smart misses 3-pt jump shot from 27 ft,26,40
169,2,6:11.0,Defensive rebound by I. Shumpert,,26,40
170,2,6:02.0,Shooting foul by K. Olynyk (drawn by T. Thompson),,26,40
171,2,6:02.0,T. Thompson makes free throw 1 of 2,,27,40
172,2,6:02.0,J. Harris enters the game for S. Marion,,27,40
173,2,6:02.0,,A. Bradley enters the game for I. Thomas,27,40
174,2,6:02.0,,B. Bass enters the game for J. Jerebko,27,40
175,2,6:02.0,T. Thompson misses free throw 2 of 2,,27,40
176,2,6:01.0,,Defensive rebound by K. Olynyk,27,40
177,2,5:44.0,,B. Bass misses 2-pt jump shot from 20 ft,27,40
178,2,5:42.0,Defensive rebound by T. Thompson,,27,40
179,2,5:29.0,T. Mozgov misses 2-pt layup from 6 ft,,27,40
180,2,5:28.0,Offensive rebound by T. Mozgov,,27,40
181,2,5:28.0,T. Mozgov misses 2-pt tip-in from 6 ft,,27,40
182,2,5:27.0,Offensive rebound by T. Thompson,,27,40
183,2,5:27.0,T. Thompson misses 2-pt tip-in from 1 ft,,27,40
184,2,5:25.0,,Defensive rebound by K. Olynyk,27,40
185,2,5:01.0,,A. Bradley makes 2-pt jump shot from 16 ft (assist by K. Olynyk),27,42
186,2,4:44.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,27,42
187,2,4:43.0,,Defensive rebound by J. Crowder,27,42
188,2,4:29.0,,Boston full timeout,27,42
189,2,4:29.0,K. Perkins enters the game for T. Mozgov,,27,42
190,2,4:20.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by M. Smart),27,45
191,2,4:05.0,Turnover by M. Dellavedova (bad pass; steal by B. Bass),,27,45
192,2,4:01.0,,B. Bass makes 2-pt dunk at rim,27,47
193,2,3:46.0,I. Shumpert makes 2-pt jump shot from 17 ft,,29,47
194,2,3:26.0,,B. Bass makes 2-pt layup from 2 ft (assist by A. Bradley),29,49
195,2,3:10.0,I. Shumpert misses 3-pt jump shot from 27 ft,,29,49
196,2,3:08.0,,Defensive rebound by B. Bass,29,49
197,2,2:51.0,,B. Bass makes 2-pt jump shot from 15 ft (assist by J. Crowder),29,51
198,2,2:43.0,Cleveland full timeout,,29,51
199,2,2:43.0,,E. Turner enters the game for J. Crowder,29,51
200,2,2:43.0,J. Jones enters the game for T. Thompson,,29,51
201,2,2:35.0,Turnover by M. Dellavedova (bad pass; steal by M. Smart),,29,51
202,2,2:14.0,,K. Olynyk makes 2-pt jump shot from 13 ft (assist by A. Bradley),29,53
203,2,1:56.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,29,53
204,2,1:54.0,,Defensive rebound by B. Bass,29,53
205,2,1:42.0,,E. Turner misses 3-pt jump shot from 24 ft,29,53
206,2,1:41.0,,Offensive rebound by K. Olynyk,29,53
207,2,1:39.0,,A. Bradley misses 3-pt jump shot from 24 ft,29,53
208,2,1:38.0,Defensive rebound by I. Shumpert,,29,53
209,2,1:24.0,I. Shumpert misses 2-pt jump shot from 19 ft,,29,53
210,2,1:23.0,,Defensive rebound by E. Turner,29,53
211,2,1:16.0,,E. Turner misses 2-pt jump shot from 10 ft,29,53
212,2,1:15.0,Defensive rebound by K. Perkins,,29,53
213,2,0:51.0,Turnover by Team (shot clock),,29,53
214,2,0:35.0,,E. Turner makes 2-pt layup from 2 ft,29,55
215,2,0:27.0,Personal foul by B. Bass (drawn by J. Jones),,29,55
216,2,0:27.0,J. Jones makes free throw 1 of 2,,30,55
217,2,0:27.0,J. Jones makes free throw 2 of 2,,31,55
218,2,0:07.0,,Turnover by B. Bass (lost ball),31,55
219,2,0:01.0,J. Harris misses 3-pt jump shot from 27 ft,,31,55
220,2,0:00.0,Offensive rebound by Team,,31,55
221,3,11:36.0,,Turnover by Team (shot clock),31,55
222,3,11:26.0,I. Shumpert misses 2-pt jump shot from 18 ft,,31,55
223,3,11:25.0,,Defensive rebound by T. Zeller,31,55
224,3,11:07.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by E. Turner),31,58
225,3,10:47.0,S. Marion makes 2-pt jump shot from 5 ft (assist by I. Shumpert),,33,58
226,3,10:31.0,,M. Smart misses 3-pt jump shot from 27 ft,33,58
227,3,10:30.0,Defensive rebound by S. Marion,,33,58
228,3,10:12.0,S. Marion makes 2-pt layup from 2 ft,,35,58
229,3,9:59.0,,E. Turner misses 2-pt jump shot from 11 ft,35,58
230,3,9:58.0,Defensive rebound by S. Marion,,35,58
231,3,9:49.0,T. Mozgov makes 2-pt layup from 1 ft (assist by M. Dellavedova),,37,58
232,3,9:34.0,,Turnover by A. Bradley (bad pass; steal by S. Marion),37,58
233,3,9:29.0,Turnover by S. Marion (lost ball; steal by A. Bradley),,37,58
234,3,9:25.0,,Shooting foul by M. Dellavedova (drawn by E. Turner),37,58
235,3,9:25.0,,E. Turner makes free throw 1 of 2,37,59
236,3,9:25.0,,E. Turner misses free throw 2 of 2,37,59
237,3,9:24.0,Defensive rebound by T. Thompson,,37,59
238,3,9:07.0,M. Dellavedova misses 3-pt jump shot from 28 ft,,37,59
239,3,9:06.0,Offensive rebound by T. Mozgov,,37,59
240,3,8:58.0,Turnover by T. Mozgov (bad pass; steal by E. Turner),,37,59
241,3,8:52.0,,A. Bradley misses 3-pt jump shot from 23 ft,37,59
242,3,8:51.0,Defensive rebound by T. Mozgov,,37,59
243,3,8:38.0,Personal foul by A. Bradley (drawn by I. Shumpert),,37,59
244,3,8:26.0,Turnover by T. Mozgov (bad pass),,37,59
245,3,8:13.0,,E. Turner makes 2-pt jump shot from 17 ft,37,61
246,3,8:05.0,T. Mozgov makes 2-pt jump shot from 8 ft,,39,61
247,3,7:54.0,,Offensive foul by B. Bass (drawn by S. Marion),39,61
248,3,7:54.0,,Turnover by B. Bass (offensive foul),39,61
249,3,7:34.0,T. Mozgov makes 2-pt dunk at rim (assist by I. Shumpert),,41,61
250,3,7:16.0,,E. Turner makes 2-pt layup from 1 ft,41,63
251,3,7:00.0,T. Thompson makes 2-pt layup from 2 ft (assist by M. Dellavedova),,43,63
252,3,7:00.0,Shooting foul by T. Zeller (drawn by T. Thompson),,43,63
253,3,7:00.0,J. Jones enters the game for T. Mozgov,,43,63
254,3,7:00.0,M. Miller enters the game for S. Marion,,43,63
255,3,7:00.0,T. Thompson misses free throw 1 of 1,,43,63
256,3,6:58.0,,Defensive rebound by B. Bass,43,63
257,3,6:48.0,,M. Smart misses 2-pt jump shot from 18 ft,43,63
258,3,6:47.0,Defensive rebound by M. Dellavedova,,43,63
259,3,6:37.0,Turnover by I. Shumpert (lost ball; steal by A. Bradley),,43,63
260,3,6:34.0,,Personal foul by J. Jones (drawn by A. Bradley),43,63
261,3,6:21.0,,B. Bass misses 2-pt jump shot from 9 ft,43,63
262,3,6:20.0,Defensive rebound by I. Shumpert,,43,63
263,3,6:13.0,Offensive foul by I. Shumpert (drawn by M. Smart),,43,63
264,3,6:13.0,Turnover by I. Shumpert (offensive foul),,43,63
265,3,6:13.0,,J. Crowder enters the game for B. Bass,43,63
266,3,6:02.0,,M. Smart misses 2-pt jump shot from 5 ft,43,63
267,3,6:01.0,Defensive rebound by I. Shumpert,,43,63
268,3,5:51.0,Turnover by M. Miller (bad pass; steal by E. Turner),,43,63
269,3,5:37.0,,T. Zeller makes 2-pt hook shot from 6 ft (assist by A. Bradley),43,65
270,3,5:23.0,J. Jones makes 2-pt jump shot from 21 ft (assist by M. Dellavedova),,45,65
271,3,5:00.0,,E. Turner makes 2-pt jump shot from 11 ft,45,67
272,3,4:46.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,47,67
273,3,4:27.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by J. Crowder),47,69
274,3,4:12.0,Turnover by M. Dellavedova (bad pass; steal by J. Crowder),,47,69
275,3,4:09.0,,J. Crowder makes 2-pt layup at rim (assist by A. Bradley),47,71
276,3,4:09.0,Cleveland full timeout,,47,71
277,3,4:09.0,,I. Thomas enters the game for M. Smart,47,71
278,3,4:09.0,J. Harris enters the game for I. Shumpert,,47,71
279,3,3:53.0,Turnover by T. Thompson (lost ball; steal by I. Thomas),,47,71
280,3,3:31.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),47,73
281,3,3:12.0,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by J. Harris),,50,73
282,3,3:01.0,,Offensive foul by A. Bradley (drawn by J. Jones),50,73
283,3,3:01.0,,Turnover by A. Bradley (offensive foul),50,73
284,3,2:46.0,T. Thompson misses 2-pt jump shot from 20 ft,,50,73
285,3,2:45.0,,Defensive rebound by I. Thomas,50,73
286,3,2:39.0,,I. Thomas makes 3-pt jump shot from 25 ft,50,76
287,3,2:22.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,50,76
288,3,2:20.0,,Defensive rebound by Team,50,76
289,3,2:20.0,I. Shumpert enters the game for M. Dellavedova,,50,76
290,3,2:20.0,,Boston full timeout,50,76
291,3,2:20.0,K. Perkins enters the game for T. Thompson,,50,76
292,3,2:10.0,,J. Crowder misses 3-pt jump shot from 26 ft,50,76
293,3,2:09.0,Defensive rebound by I. Shumpert,,50,76
294,3,2:00.0,Turnover by I. Shumpert (bad pass; steal by J. Crowder),,50,76
295,3,1:58.0,,Shooting foul by J. Harris (drawn by J. Crowder),50,76
296,3,1:58.0,,J. Crowder makes free throw 1 of 2,50,77
297,3,1:58.0,,J. Crowder misses free throw 2 of 2,50,77
298,3,1:57.0,Defensive rebound by K. Perkins,,50,77
299,3,1:41.0,Turnover by I. Shumpert (lost ball; steal by E. Turner),,50,77
300,3,1:40.0,,Personal foul by I. Shumpert (drawn by E. Turner),50,77
301,3,1:40.0,,E. Turner makes free throw 1 of 2,50,78
302,3,1:40.0,,E. Turner makes free throw 2 of 2,50,79
303,3,1:25.0,M. Miller misses 3-pt jump shot from 25 ft (block by E. Turner),,50,79
304,3,1:24.0,,Defensive rebound by J. Crowder,50,79
305,3,1:18.0,,E. Turner misses 2-pt jump shot from 16 ft,50,79
306,3,1:17.0,Defensive rebound by I. Shumpert,,50,79
307,3,1:12.0,,J. Sullinger enters the game for T. Zeller,50,79
308,3,1:00.0,M. Miller misses 3-pt jump shot from 24 ft,,50,79
309,3,0:59.0,,Defensive rebound by E. Turner,50,79
310,3,0:53.0,,Turnover by E. Turner (bad pass),50,79
311,3,0:41.0,I. Shumpert misses 3-pt jump shot from 26 ft,,50,79
312,3,0:40.0,,Defensive rebound by E. Turner,50,79
313,3,0:35.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by E. Turner),50,82
314,3,0:19.0,Personal foul by J. Sullinger (drawn by J. Harris),,50,82
315,3,0:19.0,,J. Jerebko enters the game for A. Bradley,50,82
316,3,0:12.0,Shooting block foul by I. Thomas (drawn by J. Jones),,50,82
317,3,0:12.0,J. Jones makes free throw 1 of 2,,51,82
318,3,0:12.0,,Technical foul by I. Thomas,51,82
319,3,0:12.0,J. Jones makes technical free throw,,52,82
320,3,0:12.0,J. Jones makes free throw 2 of 2,,53,82
321,3,0:05.0,,E. Turner makes 2-pt jump shot from 8 ft,53,84
322,3,0:00.0,I. Shumpert makes 2-pt jump shot from 15 ft,,55,84
323,4,11:48.0,J. Harris misses 3-pt jump shot from 23 ft,,55,84
324,4,11:47.0,Offensive rebound by I. Shumpert,,55,84
325,4,11:44.0,J. Jones misses 3-pt jump shot from 25 ft,,55,84
326,4,11:43.0,,Defensive rebound by I. Thomas,55,84
327,4,11:30.0,,Shooting foul by M. Miller (drawn by J. Crowder),55,84
328,4,11:30.0,,J. Crowder misses free throw 1 of 2,55,84
329,4,11:30.0,,Offensive rebound by Team,55,84
330,4,11:30.0,,J. Crowder makes free throw 2 of 2,55,85
331,4,11:13.0,Shooting block foul by J. Jerebko (drawn by I. Shumpert),,55,85
332,4,11:13.0,I. Shumpert misses free throw 1 of 2,,55,85
333,4,11:13.0,Offensive rebound by Team,,55,85
334,4,11:13.0,I. Shumpert misses free throw 2 of 2,,55,85
335,4,11:11.0,,Defensive rebound by J. Crowder,55,85
336,4,10:51.0,,J. Jerebko makes 3-pt jump shot from 22 ft (assist by I. Thomas),55,88
337,4,10:36.0,I. Shumpert makes 2-pt jump shot from 20 ft,,57,88
338,4,10:30.0,,J. Jerebko makes 2-pt layup from 1 ft,57,90
339,4,10:17.0,I. Shumpert misses 2-pt layup from 2 ft,,57,90
340,4,10:15.0,,Defensive rebound by J. Sullinger,57,90
341,4,10:11.0,,I. Thomas misses 3-pt jump shot from 27 ft,57,90
342,4,10:10.0,Defensive rebound by M. Miller,,57,90
343,4,9:50.0,I. Shumpert makes 2-pt jump shot from 18 ft,,59,90
344,4,9:33.0,,Shooting foul by K. Perkins (drawn by J. Sullinger),59,90
345,4,9:33.0,,J. Sullinger makes free throw 1 of 2,59,91
346,4,9:33.0,T. Mozgov enters the game for K. Perkins,,59,91
347,4,9:33.0,M. Dellavedova enters the game for J. Harris,,59,91
348,4,9:33.0,,J. Sullinger makes free throw 2 of 2,59,92
349,4,9:21.0,Personal foul by M. Smart (drawn by I. Shumpert),,59,92
350,4,9:05.0,M. Dellavedova makes 2-pt jump shot from 16 ft,,61,92
351,4,8:49.0,,I. Thomas misses 2-pt jump shot from 14 ft,61,92
352,4,8:48.0,Defensive rebound by I. Shumpert,,61,92
353,4,8:40.0,Shooting foul by J. Sullinger (drawn by T. Mozgov),,61,92
354,4,8:40.0,Official timeout,,61,92
355,4,8:40.0,,L. Datome enters the game for J. Crowder,61,92
356,4,8:40.0,T. Mozgov misses free throw 1 of 2,,61,92
357,4,8:40.0,Offensive rebound by Team,,61,92
358,4,8:40.0,T. Mozgov makes free throw 2 of 2,,62,92
359,4,8:28.0,,L. Datome makes 3-pt jump shot from 25 ft (assist by J. Sullinger),62,95
360,4,8:03.0,Turnover by M. Dellavedova (bad pass; steal by J. Jerebko),,62,95
361,4,7:47.0,,J. Sullinger makes 2-pt layup from 2 ft (assist by I. Thomas),62,97
362,4,7:23.0,M. Dellavedova misses 2-pt jump shot from 19 ft,,62,97
363,4,7:23.0,Offensive rebound by Team,,62,97
364,4,7:23.0,,Loose ball foul by J. Sullinger (drawn by T. Mozgov),62,97
365,4,7:23.0,J. Harris enters the game for M. Miller,,62,97
366,4,7:16.0,Turnover by T. Mozgov (bad pass; steal by J. Sullinger),,62,97
367,4,7:12.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Sullinger),62,99
368,4,6:53.0,J. Jones misses 2-pt jump shot from 5 ft,,62,99
369,4,6:52.0,,Defensive rebound by L. Datome,62,99
370,4,6:43.0,,J. Jerebko misses 2-pt layup from 2 ft,62,99
371,4,6:42.0,Defensive rebound by J. Jones,,62,99
372,4,6:28.0,Shooting block foul by J. Sullinger (drawn by J. Harris),,62,99
373,4,6:28.0,J. Harris misses free throw 1 of 2,,62,99
374,4,6:28.0,Offensive rebound by Team,,62,99
375,4,6:28.0,,K. Olynyk enters the game for J. Jerebko,62,99
376,4,6:28.0,T. Thompson enters the game for J. Jones,,62,99
377,4,6:28.0,J. Harris makes free throw 2 of 2,,63,99
378,4,6:14.0,,J. Sullinger misses 2-pt jump shot from 5 ft,63,99
379,4,6:13.0,,Offensive rebound by K. Olynyk,63,99
380,4,6:12.0,,K. Olynyk makes 2-pt dunk at rim,63,101
