,QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
87,1,2:08.0,C. Watson misses 2-pt layup from 5 ft,,16,23
88,1,2:07.0,Offensive rebound by Team,,16,23
89,1,2:07.0,C. Copeland enters the game for C. Miles,,16,23
90,1,2:00.0,S. Hill misses 2-pt layup from 3 ft,,16,23
91,1,1:59.0,Offensive rebound by Team,,16,23
92,1,1:58.0,,J. Johnson enters the game for T. Ross,16,23
93,1,1:58.0,Personal foul by G. Vásquez (drawn by S. Hill),,16,23
94,1,1:58.0,S. Hill makes free throw 1 of 2,,17,23
95,1,1:58.0,D. Sloan enters the game for C. Watson,,17,23
96,1,1:58.0,S. Hill makes free throw 2 of 2,,18,23
97,1,1:47.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by G. Vásquez),18,26
98,1,1:28.0,C. Copeland misses 3-pt jump shot from 26 ft,,18,26
99,1,1:27.0,,Defensive rebound by T. Hansbrough,18,26
100,1,1:13.0,,Turnover by G. Vásquez (bad pass),18,26
101,1,0:58.0,L. Allen misses 2-pt jump shot from 20 ft,,18,26
102,1,0:57.0,,Defensive rebound by J. Johnson,18,26
103,1,0:50.0,,J. Johnson misses 2-pt jump shot from 4 ft,18,26
104,1,0:49.0,Defensive rebound by C. Copeland,,18,26
105,1,0:40.0,S. Hill makes 2-pt dunk at rim (assist by D. West),,20,26
106,1,0:34.0,,Shooting foul by S. Hill (drawn by L. Williams),20,26
107,1,0:34.0,,L. Williams makes free throw 1 of 2,20,27
108,1,0:34.0,,L. Williams makes free throw 2 of 2,20,28
109,1,0:29.0,D. Sloan misses 2-pt jump shot from 19 ft,,20,28
110,1,0:28.0,,Defensive rebound by P. Patterson,20,28
111,1,0:06.0,,G. Vásquez misses 3-pt jump shot from 26 ft,20,28
112,1,0:04.0,Defensive rebound by L. Allen,,20,28
113,1,0:00.0,D. Sloan misses 2-pt jump shot from 16 ft,,20,28
114,1,0:00.0,Offensive rebound by Team,,20,28
115,2,11:49.0,,P. Patterson misses 2-pt jump shot from 16 ft,20,28
116,2,11:48.0,Defensive rebound by L. Allen,,20,28
117,2,11:29.0,L. Scola misses 2-pt jump shot from 11 ft,,20,28
118,2,11:28.0,,Defensive rebound by T. Hansbrough,20,28
119,2,11:23.0,,Shooting foul by C. Copeland (drawn by L. Williams),20,28
120,2,11:23.0,,L. Williams makes 2-pt layup from 4 ft (assist by T. Hansbrough),20,30
121,2,11:23.0,,L. Williams makes free throw 1 of 1,20,31
122,2,11:10.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by D. Sloan),,23,31
123,2,10:48.0,,L. Williams misses 3-pt jump shot from 26 ft,23,31
124,2,10:47.0,Defensive rebound by L. Scola,,23,31
125,2,10:36.0,L. Scola makes 2-pt layup from 2 ft (assist by C. Copeland),,25,31
126,2,10:19.0,,G. Vásquez misses 2-pt jump shot from 18 ft,25,31
127,2,10:18.0,,Offensive rebound by T. Hansbrough,25,31
128,2,10:18.0,,Shooting foul by L. Allen (drawn by T. Hansbrough),25,31
129,2,10:18.0,,T. Hansbrough makes free throw 1 of 2,25,32
130,2,10:18.0,,K. Lowry enters the game for G. Vásquez,25,32
131,2,10:18.0,,T. Hansbrough makes free throw 2 of 2,25,33
132,2,10:05.0,C. Copeland misses 3-pt jump shot from 25 ft,,25,33
133,2,10:04.0,,Defensive rebound by P. Patterson,25,33
134,2,9:46.0,,J. Johnson misses 2-pt layup from 2 ft,25,33
135,2,9:45.0,,Offensive rebound by K. Lowry,25,33
136,2,9:43.0,,K. Lowry makes 2-pt layup from 2 ft,25,35
137,2,9:32.0,Offensive foul by L. Allen (drawn by T. Hansbrough),,25,35
138,2,9:32.0,Turnover by L. Allen (offensive foul),,25,35
139,2,9:15.0,,Turnover by L. Williams (bad pass; steal by L. Allen),25,35
140,2,9:11.0,Shooting foul by P. Patterson (drawn by L. Scola),,25,35
141,2,9:11.0,L. Scola makes free throw 1 of 2,,26,35
142,2,9:11.0,L. Scola makes free throw 2 of 2,,27,35
143,2,9:00.0,,P. Patterson misses 2-pt jump shot from 13 ft,27,35
144,2,8:59.0,,Offensive rebound by T. Hansbrough,27,35
145,2,8:57.0,,Turnover by T. Hansbrough (traveling),27,35
146,2,8:57.0,Official timeout,,27,35
147,2,8:43.0,C. Copeland makes 2-pt layup from 3 ft (assist by S. Hill),,29,35
148,2,8:29.0,,Personal block foul by S. Hill (drawn by L. Williams),29,35
149,2,8:29.0,R. Stuckey enters the game for S. Hill,,29,35
150,2,8:21.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by K. Lowry),29,38
151,2,8:11.0,,Violation by L. Williams (kicked ball),29,38
152,2,7:59.0,R. Stuckey makes 3-pt jump shot from 23 ft (assist by D. Sloan),,32,38
153,2,7:45.0,R. Hibbert enters the game for L. Allen,,32,38
154,2,7:45.0,,J. Valančiūnas enters the game for T. Hansbrough,32,38
155,2,7:45.0,,A. Johnson enters the game for P. Patterson,32,38
156,2,7:38.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by K. Lowry),32,41
157,2,7:27.0,D. Sloan makes 3-pt jump shot from 25 ft,,35,41
158,2,7:07.0,,J. Johnson makes 2-pt layup from 1 ft (assist by L. Williams),35,43
159,2,6:44.0,L. Scola misses 2-pt layup from 5 ft,,35,43
160,2,6:43.0,,Defensive rebound by A. Johnson,35,43
161,2,6:38.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by K. Lowry),35,46
162,2,6:37.0,Indiana full timeout,,35,46
163,2,6:37.0,,T. Ross enters the game for J. Johnson,35,46
164,2,6:37.0,C. Miles enters the game for C. Copeland,,35,46
165,2,6:16.0,C. Miles misses 3-pt jump shot from 22 ft,,35,46
166,2,6:15.0,,Defensive rebound by A. Johnson,35,46
167,2,6:06.0,,T. Ross misses 2-pt jump shot from 19 ft,35,46
168,2,6:05.0,Defensive rebound by L. Scola,,35,46
169,2,5:53.0,L. Scola misses 2-pt jump shot from 19 ft,,35,46
170,2,5:52.0,,Defensive rebound by L. Williams,35,46
171,2,5:45.0,,L. Williams misses 2-pt jump shot from 17 ft,35,46
172,2,5:44.0,Defensive rebound by D. Sloan,,35,46
173,2,5:32.0,D. Sloan makes 3-pt jump shot from 26 ft (assist by L. Scola),,38,46
174,2,5:16.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by K. Lowry),38,49
175,2,4:59.0,L. Scola misses 2-pt hook shot from 5 ft,,38,49
176,2,4:57.0,,Defensive rebound by J. Valančiūnas,38,49
177,2,4:47.0,,Personal foul by R. Hibbert (drawn by J. Valančiūnas),38,49
178,2,4:47.0,,G. Vásquez enters the game for L. Williams,38,49
179,2,4:42.0,,T. Ross misses 2-pt layup from 1 ft,38,49
180,2,4:41.0,Defensive rebound by C. Miles,,38,49
181,2,4:34.0,Turnover by C. Miles (lost ball; steal by T. Ross),,38,49
182,2,4:28.0,,A. Johnson makes 2-pt layup from 2 ft (assist by K. Lowry),38,51
183,2,4:12.0,Shooting block foul by A. Johnson (drawn by R. Hibbert),,38,51
184,2,4:12.0,R. Hibbert makes free throw 1 of 2,,39,51
185,2,4:12.0,,P. Patterson enters the game for A. Johnson,39,51
186,2,4:12.0,R. Hibbert makes free throw 2 of 2,,40,51
187,2,3:55.0,,K. Lowry misses 2-pt layup from 3 ft,40,51
188,2,3:54.0,Defensive rebound by D. Sloan,,40,51
189,2,3:48.0,Shooting block foul by G. Vásquez (drawn by D. Sloan),,40,51
190,2,3:48.0,D. Sloan misses free throw 1 of 2,,40,51
191,2,3:48.0,Offensive rebound by Team,,40,51
192,2,3:48.0,C. Watson enters the game for C. Miles,,40,51
193,2,3:48.0,D. Sloan misses free throw 2 of 2,,40,51
194,2,3:47.0,,Defensive rebound by J. Valančiūnas,40,51
195,2,3:28.0,,J. Valančiūnas misses 2-pt jump shot from 7 ft,40,51
196,2,3:27.0,,Offensive rebound by P. Patterson,40,51
197,2,3:25.0,,P. Patterson makes 2-pt layup from 2 ft,40,53
198,2,3:13.0,R. Hibbert makes 2-pt jump shot from 15 ft (assist by D. Sloan),,42,53
199,2,2:56.0,,G. Vásquez misses 3-pt jump shot from 24 ft,42,53
200,2,2:55.0,,Offensive rebound by P. Patterson,42,53
201,2,2:50.0,,G. Vásquez misses 2-pt jump shot from 6 ft,42,53
202,2,2:49.0,,Offensive rebound by J. Valančiūnas,42,53
203,2,2:47.0,,J. Valančiūnas misses 2-pt tip-in at rim,42,53
204,2,2:46.0,Defensive rebound by L. Scola,,42,53
205,2,2:43.0,Turnover by R. Stuckey (bad pass),,42,53
206,2,2:43.0,,Toronto full timeout,42,53
207,2,2:43.0,D. West enters the game for L. Scola,,42,53
208,2,2:32.0,,T. Ross misses 3-pt jump shot from 24 ft,42,53
209,2,2:31.0,,Offensive rebound by J. Valančiūnas,42,53
210,2,2:23.0,,Turnover by K. Lowry (lost ball),42,53
211,2,2:06.0,C. Watson misses 3-pt jump shot from 24 ft,,42,53
212,2,2:02.0,,Defensive rebound by K. Lowry,42,53
213,2,1:50.0,,J. Valančiūnas misses 2-pt hook shot from 8 ft,42,53
214,2,1:49.0,Defensive rebound by D. West,,42,53
215,2,1:31.0,R. Stuckey misses 2-pt jump shot from 11 ft,,42,53
216,2,1:30.0,,Defensive rebound by J. Valančiūnas,42,53
217,2,1:22.0,,P. Patterson misses 3-pt jump shot from 25 ft,42,53
218,2,1:21.0,Defensive rebound by D. Sloan,,42,53
219,2,1:07.0,Personal foul by T. Ross (drawn by C. Watson),,42,53
220,2,1:07.0,,L. Williams enters the game for K. Lowry,42,53
221,2,0:58.0,D. West misses 2-pt hook shot from 9 ft,,42,53
222,2,0:56.0,,Defensive rebound by P. Patterson,42,53
223,2,0:39.0,,G. Vásquez misses 2-pt jump shot from 10 ft,42,53
224,2,0:38.0,,Offensive rebound by J. Valančiūnas,42,53
225,2,0:36.0,,J. Valančiūnas misses 2-pt tip-in at rim,42,53
226,2,0:35.0,Defensive rebound by R. Hibbert,,42,53
227,2,0:24.0,Offensive foul by R. Hibbert (drawn by J. Valančiūnas),,42,53
228,2,0:24.0,Turnover by R. Hibbert (offensive foul),,42,53
229,2,0:24.0,,Toronto full timeout,42,53
230,2,0:24.0,L. Allen enters the game for R. Hibbert,,42,53
231,2,0:06.0,,L. Williams misses 2-pt layup from 2 ft,42,53
232,2,0:05.0,,Offensive rebound by L. Williams,42,53
233,2,0:04.0,,L. Williams misses 2-pt tip-in at rim,42,53
234,2,0:03.0,Defensive rebound by D. West,,42,53
235,3,11:47.0,,Shooting foul by R. Hibbert (drawn by A. Johnson),42,53
236,3,11:47.0,,A. Johnson misses free throw 1 of 2,42,53
237,3,11:47.0,,Offensive rebound by Team,42,53
238,3,11:47.0,,A. Johnson makes free throw 2 of 2,42,54
239,3,11:33.0,R. Stuckey makes 2-pt jump shot from 19 ft (assist by D. West),,44,54
240,3,11:16.0,,A. Johnson makes 2-pt dunk at rim (assist by K. Lowry),44,56
241,3,11:00.0,Shooting foul by T. Ross (drawn by R. Stuckey),,44,56
242,3,11:00.0,R. Stuckey makes free throw 1 of 2,,45,56
243,3,11:00.0,R. Stuckey makes free throw 2 of 2,,46,56
244,3,10:48.0,,A. Johnson makes 2-pt dunk at rim (assist by K. Lowry),46,58
245,3,10:25.0,R. Hibbert misses 2-pt jump shot from 14 ft,,46,58
246,3,10:24.0,,Defensive rebound by A. Johnson,46,58
247,3,10:14.0,,J. Valančiūnas misses 2-pt jump shot from 17 ft,46,58
248,3,10:13.0,Defensive rebound by R. Stuckey,,46,58
249,3,10:07.0,Personal foul by J. Valančiūnas (drawn by R. Hibbert),,46,58
250,3,9:57.0,C. Watson makes 3-pt jump shot from 23 ft (assist by R. Stuckey),,49,58
251,3,9:33.0,,K. Lowry misses 3-pt jump shot from 27 ft,49,58
252,3,9:32.0,Defensive rebound by R. Hibbert,,49,58
253,3,9:26.0,R. Stuckey makes 2-pt layup from 1 ft (assist by R. Hibbert),,51,58
254,3,9:15.0,,T. Ross misses 2-pt jump shot from 16 ft,51,58
255,3,9:14.0,Defensive rebound by C. Watson,,51,58
256,3,8:57.0,R. Hibbert makes 2-pt hook shot from 6 ft,,53,58
257,3,8:48.0,,Toronto full timeout,53,58
258,3,8:40.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by R. Hibbert),53,58
259,3,8:38.0,Defensive rebound by D. West,,53,58
260,3,8:32.0,C. Copeland misses 3-pt jump shot from 25 ft,,53,58
261,3,8:30.0,,Defensive rebound by K. Lowry,53,58
262,3,8:24.0,,K. Lowry misses 2-pt jump shot from 19 ft,53,58
263,3,8:23.0,,Offensive rebound by J. Valančiūnas,53,58
264,3,8:21.0,,J. Valančiūnas makes 2-pt layup from 1 ft,53,60
265,3,8:06.0,D. West makes 2-pt jump shot from 20 ft (assist by C. Watson),,55,60
266,3,7:43.0,,T. Ross makes 2-pt jump shot from 16 ft,55,62
267,3,7:23.0,C. Watson makes 2-pt layup from 2 ft,,57,62
268,3,7:23.0,Shooting foul by T. Ross (drawn by C. Watson),,57,62
269,3,7:23.0,,L. Williams enters the game for T. Ross,57,62
270,3,7:23.0,C. Watson makes free throw 1 of 1,,58,62
271,3,7:11.0,,Shooting foul by C. Copeland (drawn by L. Fields),58,62
272,3,7:11.0,,L. Fields makes free throw 1 of 2,58,63
273,3,7:11.0,S. Hill enters the game for C. Copeland,,58,63
274,3,7:11.0,,L. Fields makes free throw 2 of 2,58,64
275,3,7:01.0,C. Watson misses 2-pt jump shot from 11 ft,,58,64
276,3,7:00.0,,Defensive rebound by J. Valančiūnas,58,64
277,3,6:51.0,,Turnover by L. Williams (bad pass; steal by C. Watson),58,64
278,3,6:47.0,Personal foul by A. Johnson (drawn by R. Hibbert),,58,64
279,3,6:47.0,,P. Patterson enters the game for A. Johnson,58,64
280,3,6:41.0,D. West makes 2-pt jump shot from 17 ft (assist by R. Stuckey),,60,64
281,3,6:23.0,,L. Williams misses 2-pt jump shot from 17 ft (block by S. Hill),60,64
282,3,6:22.0,Defensive rebound by S. Hill,,60,64
283,3,6:16.0,C. Watson misses 3-pt jump shot from 22 ft,,60,64
284,3,6:15.0,,Defensive rebound by J. Valančiūnas,60,64
285,3,5:54.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,60,66
286,3,5:43.0,R. Hibbert misses 2-pt jump shot from 15 ft,,60,66
287,3,5:42.0,,Defensive rebound by L. Fields,60,66
288,3,5:32.0,,P. Patterson misses 3-pt jump shot from 22 ft,60,66
289,3,5:31.0,,Offensive rebound by Team,60,66
290,3,5:30.0,L. Allen enters the game for R. Hibbert,,60,66
291,3,5:30.0,,T. Hansbrough enters the game for J. Valančiūnas,60,66
292,3,5:17.0,,K. Lowry misses 2-pt jump shot from 4 ft (block by D. West),60,66
293,3,5:15.0,,Offensive rebound by K. Lowry,60,66
294,3,5:13.0,,K. Lowry makes 2-pt layup from 1 ft,60,68
295,3,5:03.0,Personal foul by T. Hansbrough (drawn by L. Allen),,60,68
296,3,5:03.0,L. Allen makes free throw 1 of 2,,61,68
297,3,5:03.0,L. Allen makes free throw 2 of 2,,62,68
298,3,4:53.0,,K. Lowry misses 3-pt jump shot from 25 ft,62,68
299,3,4:52.0,Defensive rebound by D. West,,62,68
300,3,4:44.0,R. Stuckey makes 2-pt jump shot from 9 ft,,64,68
301,3,4:19.0,,L. Williams makes 3-pt jump shot from 25 ft,64,71
302,3,4:00.0,Turnover by R. Stuckey (bad pass),,64,71
303,3,3:42.0,,L. Williams misses 2-pt jump shot from 15 ft (block by L. Allen),64,71
304,3,3:40.0,Defensive rebound by L. Allen,,64,71
305,3,3:35.0,,Offensive charge foul by R. Stuckey (drawn by L. Williams),64,71
306,3,3:35.0,Turnover by R. Stuckey (offensive foul),,64,71
307,3,3:23.0,,Shooting foul by D. West (drawn by P. Patterson),64,71
308,3,3:23.0,,P. Patterson makes free throw 1 of 2,64,72
309,3,3:23.0,,G. Vásquez enters the game for K. Lowry,64,72
310,3,3:23.0,Indiana full timeout,,64,72
311,3,3:23.0,,P. Patterson makes free throw 2 of 2,64,73
312,3,3:05.0,S. Hill makes 2-pt dunk at rim (assist by C. Watson),,66,73
313,3,2:39.0,,L. Williams misses 2-pt jump shot from 5 ft,66,73
314,3,2:38.0,Defensive rebound by L. Allen,,66,73
315,3,2:27.0,R. Stuckey misses 2-pt jump shot from 5 ft,,66,73
316,3,2:26.0,Offensive rebound by L. Allen,,66,73
317,3,2:23.0,L. Allen makes 2-pt tip-in at rim,,68,73
318,3,1:59.0,,G. Vásquez makes 3-pt jump shot from 26 ft,68,76
319,3,1:41.0,R. Stuckey misses 2-pt jump shot from 5 ft,,68,76
320,3,1:40.0,,Defensive rebound by P. Patterson,68,76
321,3,1:28.0,,G. Vásquez misses 3-pt jump shot from 26 ft,68,76
322,3,1:27.0,Defensive rebound by D. West,,68,76
323,3,1:13.0,C. Watson misses 2-pt jump shot from 7 ft,,68,76
324,3,1:12.0,,Defensive rebound by Team,68,76
325,3,1:12.0,D. Sloan enters the game for C. Watson,,68,76
326,3,1:12.0,,J. Johnson enters the game for L. Fields,68,76
327,3,1:00.0,,J. Johnson makes 2-pt layup from 2 ft (assist by G. Vásquez),68,78
328,3,0:39.0,R. Stuckey misses 3-pt jump shot from 23 ft (block by J. Johnson),,68,78
329,3,0:38.0,Offensive rebound by Team,,68,78
330,3,0:37.0,D. West makes 2-pt jump shot from 18 ft (assist by S. Hill),,70,78
331,3,0:31.0,,L. Williams makes 2-pt layup from 3 ft (assist by P. Patterson),70,80
332,3,0:09.0,D. Sloan misses 3-pt jump shot from 25 ft,,70,80
333,3,0:08.0,Offensive rebound by S. Hill,,70,80
334,3,0:07.0,Shooting foul by G. Vásquez (drawn by S. Hill),,70,80
335,3,0:07.0,S. Hill makes free throw 1 of 2,,71,80
336,3,0:07.0,C. Watson enters the game for R. Stuckey,,71,80
337,3,0:07.0,S. Hill makes free throw 2 of 2,,72,80
338,3,0:00.0,,J. Johnson misses 3-pt jump shot from 26 ft,72,80
339,3,0:00.0,,Offensive rebound by Team,72,80
340,4,11:42.0,Shooting foul by P. Patterson (drawn by L. Scola),,72,80
341,4,11:42.0,L. Scola makes free throw 1 of 2,,73,80
342,4,11:42.0,L. Scola makes free throw 2 of 2,,74,80
343,4,11:32.0,,T. Hansbrough makes 2-pt jump shot from 3 ft (assist by G. Vásquez),74,82
344,4,11:32.0,,Shooting block foul by L. Allen (drawn by T. Hansbrough),74,82
345,4,11:32.0,,T. Hansbrough misses free throw 1 of 1,74,82
346,4,11:31.0,,Offensive rebound by T. Hansbrough,74,82
347,4,11:14.0,,G. Vásquez misses 3-pt jump shot from 26 ft,74,82
348,4,11:13.0,Defensive rebound by D. Rudež,,74,82
349,4,10:58.0,D. Rudež misses 3-pt jump shot from 26 ft,,74,82
350,4,10:57.0,,Defensive rebound by J. Johnson,74,82
351,4,10:45.0,,G. Vásquez makes 2-pt layup from 4 ft,74,84
352,4,10:24.0,S. Hill misses 3-pt jump shot from 25 ft,,74,84
353,4,10:23.0,,Defensive rebound by P. Patterson,74,84
354,4,10:17.0,,G. Vásquez makes 2-pt jump shot from 6 ft (assist by P. Patterson),74,86
355,4,10:16.0,Indiana full timeout,,74,86
356,4,10:16.0,,A. Johnson enters the game for P. Patterson,74,86
357,4,10:01.0,L. Allen misses 2-pt jump shot from 17 ft,,74,86
358,4,10:00.0,,Defensive rebound by L. Williams,74,86
359,4,9:52.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by L. Williams),74,89
360,4,9:30.0,S. Hill makes 2-pt layup from 1 ft (assist by D. Sloan),,76,89
361,4,9:13.0,,L. Williams makes 2-pt layup from 2 ft (assist by A. Johnson),76,91
362,4,8:59.0,Turnover by L. Allen (bad pass),,76,91
363,4,8:49.0,,Personal foul by L. Scola (drawn by A. Johnson),76,91
364,4,8:39.0,,L. Williams misses 2-pt jump shot from 20 ft,76,91
365,4,8:38.0,Defensive rebound by L. Scola,,76,91
366,4,8:20.0,D. Sloan misses 2-pt jump shot from 3 ft (block by G. Vásquez),,76,91
367,4,8:20.0,Offensive rebound by Team,,76,91
368,4,8:08.0,,G. Vásquez misses 2-pt jump shot from 20 ft,76,91
369,4,8:07.0,Defensive rebound by D. Sloan,,76,91
370,4,8:01.0,L. Scola misses 2-pt layup from 2 ft,,76,91
371,4,8:00.0,Offensive rebound by L. Allen,,76,91
372,4,7:55.0,L. Allen makes 2-pt layup from 1 ft,,78,91
373,4,7:42.0,,J. Johnson makes 2-pt layup from 2 ft,78,93
374,4,7:23.0,D. Rudež misses 2-pt jump shot from 18 ft,,78,93
375,4,7:22.0,,Defensive rebound by A. Johnson,78,93
376,4,7:17.0,,L. Williams makes 2-pt layup from 1 ft (assist by J. Johnson),78,95
377,4,7:16.0,Indiana full timeout,,78,95
378,4,7:16.0,C. Watson enters the game for L. Allen,,78,95
379,4,7:16.0,R. Stuckey enters the game for D. Sloan,,78,95
380,4,7:16.0,R. Hibbert enters the game for D. Rudež,,78,95
381,4,7:03.0,,Violation by J. Johnson (kicked ball),78,95
382,4,6:53.0,C. Watson misses 3-pt jump shot from 26 ft,,78,95
383,4,6:52.0,,Defensive rebound by J. Johnson,78,95
384,4,6:37.0,,J. Johnson makes 2-pt dunk at rim,78,97
385,4,6:15.0,R. Stuckey misses 3-pt jump shot from 25 ft (block by J. Johnson),,78,97
