,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
391,4,2:29.0,,N. Hilário makes 2-pt jump shot from 20 ft (assist by B. Beal),90,96
392,4,2:15.0,D. Lillard misses 2-pt layup from 2 ft (block by J. Wall),,90,96
393,4,2:14.0,Offensive rebound by L. Aldridge,,90,96
394,4,2:08.0,L. Aldridge misses 2-pt jump shot from 13 ft,,90,96
395,4,2:08.0,,Defensive rebound by J. Wall,90,96
396,4,2:00.0,,P. Pierce makes 3-pt jump shot from 23 ft (assist by J. Wall),90,99
397,4,2:00.0,Portland full timeout,,90,99
398,4,2:00.0,Technical foul by Team,,90,99
399,4,2:00.0,,B. Beal makes technical free throw,90,100
400,4,1:43.0,D. Lillard makes 3-pt jump shot from 31 ft (assist by N. Batum),,93,100
401,4,1:27.0,,B. Beal makes 2-pt jump shot from 14 ft (assist by J. Wall),93,102
402,4,1:18.0,D. Lillard misses 2-pt jump shot from 7 ft,,93,102
403,4,1:17.0,Offensive rebound by L. Aldridge,,93,102
404,4,1:10.0,L. Aldridge makes 2-pt jump shot from 4 ft,,95,102
405,4,0:46.0,,J. Wall misses 2-pt jump shot from 17 ft,95,102
406,4,0:45.0,Defensive rebound by Team,,95,102
407,4,0:45.0,,Loose ball foul by N. Hilário (drawn by A. Afflalo),95,102
408,4,0:42.0,N. Batum misses 3-pt jump shot from 26 ft,,95,102
409,4,0:36.0,Offensive rebound by N. Batum,,95,102
410,4,0:33.0,N. Batum misses 2-pt jump shot from 18 ft,,95,102
411,4,0:33.0,Offensive rebound by L. Aldridge,,95,102
412,4,0:33.0,L. Aldridge makes 2-pt dunk at rim,,97,102
413,4,0:33.0,,Washington full timeout,97,102
414,4,0:33.0,S. Blake enters the game for R. Lopez,,97,102
415,4,0:33.0,,R. Butler enters the game for N. Hilário,97,102
416,4,0:31.0,,Washington full timeout,97,102
417,4,0:27.0,,Personal take foul by D. Lillard (drawn by J. Wall),97,102
418,4,0:26.0,,Personal take foul by D. Lillard (drawn by J. Wall),97,102
419,4,0:26.0,,B. Beal makes free throw 1 of 2,97,103
420,4,0:26.0,R. Lopez enters the game for S. Blake,,97,103
421,4,0:26.0,,B. Beal misses free throw 2 of 2,97,103
422,4,0:26.0,Defensive rebound by N. Batum,,97,103
423,4,0:25.0,Portland full timeout,,97,103
424,4,0:25.0,,N. Hilário enters the game for R. Butler,97,103
425,4,0:19.0,D. Lillard misses 3-pt jump shot from 26 ft,,97,103
426,4,0:17.0,,Defensive rebound by J. Wall,97,103
427,4,0:14.0,,J. Wall makes 2-pt dunk at rim,97,105
428,4,0:05.0,D. Lillard misses 3-pt jump shot from 30 ft,,97,105
429,4,0:04.0,,Defensive rebound by B. Beal,97,105
