,QUARTER,TIME_REMAINING,TORONTO_ACTION,OKLAHOMA CITY_ACTION,TORONTO_SCORE,OKLAHOMA CITY_SCORE
105,2,11:06.0,,Defensive rebound by D. Augustin,29,33
106,2,10:57.0,,Turnover by A. Morrow (bad pass; steal by J. Johnson),29,33
107,2,10:52.0,K. Lowry makes 2-pt layup from 1 ft (assist by J. Johnson),,31,33
108,2,10:26.0,,D. Augustin misses 3-pt jump shot from 22 ft,31,33
109,2,10:25.0,,Offensive rebound by Team,31,33
110,2,10:25.0,Loose ball foul by G. Vásquez (drawn by S. Adams),,31,33
111,2,10:17.0,,N. Collison makes 3-pt jump shot from 24 ft (assist by D. Augustin),31,36
112,2,10:04.0,J. Johnson misses 2-pt jump shot from 16 ft,,31,36
113,2,10:03.0,,Defensive rebound by D. Waiters,31,36
114,2,9:53.0,,A. Morrow misses 2-pt jump shot from 14 ft,31,36
115,2,9:52.0,Defensive rebound by G. Vásquez,,31,36
116,2,9:45.0,G. Vásquez misses 2-pt jump shot from 4 ft,,31,36
117,2,9:45.0,,Defensive rebound by S. Adams,31,36
118,2,9:34.0,,S. Adams misses 2-pt layup from 1 ft,31,36
119,2,9:33.0,,Offensive rebound by S. Adams,31,36
120,2,9:20.0,,D. Waiters misses 3-pt jump shot from 23 ft,31,36
121,2,9:19.0,Defensive rebound by P. Patterson,,31,36
122,2,9:00.0,L. Williams makes 3-pt jump shot from 24 ft,,34,36
123,2,8:48.0,,Oklahoma City full timeout,34,36
124,2,8:48.0,,R. Westbrook enters the game for A. Morrow,34,36
125,2,8:44.0,,Turnover by R. Westbrook (bad pass; steal by J. Johnson),34,36
126,2,8:38.0,G. Vásquez misses 3-pt jump shot from 24 ft,,34,36
127,2,8:36.0,Offensive rebound by J. Johnson,,34,36
128,2,8:33.0,K. Lowry makes 2-pt layup from 2 ft (assist by J. Johnson),,36,36
129,2,8:14.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),36,38
130,2,7:51.0,J. Johnson misses 3-pt jump shot from 22 ft,,36,38
131,2,7:50.0,,Defensive rebound by R. Westbrook,36,38
132,2,7:45.0,,Turnover by R. Westbrook (bad pass; steal by J. Johnson),36,38
133,2,7:39.0,L. Williams misses 3-pt jump shot from 24 ft,,36,38
134,2,7:38.0,Offensive rebound by G. Vásquez,,36,38
135,2,7:30.0,J. Johnson makes 2-pt layup from 1 ft (assist by P. Patterson),,38,38
136,2,7:12.0,,Personal foul by J. Johnson (drawn by D. Augustin),38,38
137,2,7:12.0,,S. Ibaka enters the game for S. Adams,38,38
138,2,7:08.0,,R. Westbrook makes 2-pt jump shot from 13 ft,38,40
139,2,6:55.0,Turnover by G. Vásquez (bad pass; steal by R. Westbrook),,38,40
140,2,6:54.0,,Personal foul by G. Vásquez (drawn by R. Westbrook),38,40
141,2,6:54.0,,Technical foul by Team,38,40
142,2,6:54.0,K. Lowry makes technical free throw,,39,40
143,2,6:54.0,D. DeRozan enters the game for G. Vásquez,,39,40
144,2,6:45.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by N. Collison),39,43
145,2,6:24.0,J. Johnson makes 2-pt dunk at rim (assist by K. Lowry),,41,43
146,2,6:01.0,,Turnover by D. Waiters (traveling),41,43
147,2,6:01.0,,E. Freedom enters the game for N. Collison,41,43
148,2,6:01.0,T. Ross enters the game for L. Williams,,41,43
149,2,5:51.0,D. DeRozan makes 2-pt jump shot from 13 ft (assist by K. Lowry),,43,43
150,2,5:38.0,,Turnover by R. Westbrook (bad pass; steal by J. Johnson),43,43
151,2,5:31.0,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,46,43
152,2,5:26.0,,Oklahoma City full timeout,46,43
153,2,5:23.0,Official timeout,,46,43
154,2,5:23.0,A. Johnson enters the game for P. Patterson,,46,43
155,2,5:23.0,,A. Roberson enters the game for D. Augustin,46,43
156,2,5:13.0,,R. Westbrook makes 2-pt layup at rim,46,45
157,2,4:56.0,D. DeRozan makes 2-pt dunk at rim,,48,45
158,2,4:56.0,Shooting foul by A. Roberson (drawn by D. DeRozan),,48,45
159,2,4:56.0,D. DeRozan makes free throw 1 of 1,,49,45
160,2,4:45.0,,R. Westbrook makes 2-pt layup from 1 ft,49,47
161,2,4:45.0,,Shooting foul by D. DeRozan (drawn by R. Westbrook),49,47
162,2,4:45.0,J. Valančiūnas enters the game for J. Johnson,,49,47
163,2,4:45.0,,R. Westbrook makes free throw 1 of 1,49,48
164,2,4:30.0,K. Lowry makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,52,48
165,2,4:12.0,,D. Waiters misses 2-pt layup from 1 ft,52,48
166,2,4:11.0,Defensive rebound by K. Lowry,,52,48
167,2,4:06.0,,Technical foul by D. Waiters,52,48
168,2,4:06.0,D. DeRozan makes technical free throw,,53,48
169,2,3:59.0,D. DeRozan makes 2-pt jump shot from 12 ft (assist by T. Ross),,55,48
170,2,3:44.0,,Turnover by R. Westbrook (lost ball; steal by K. Lowry),55,48
171,2,3:39.0,Turnover by D. DeRozan (bad pass; steal by D. Waiters),,55,48
172,2,3:33.0,,Shooting foul by J. Valančiūnas (drawn by R. Westbrook),55,48
173,2,3:33.0,,R. Westbrook makes free throw 1 of 2,55,49
174,2,3:33.0,,R. Westbrook makes free throw 2 of 2,55,50
175,2,3:13.0,D. DeRozan makes 2-pt jump shot from 13 ft,,57,50
176,2,2:51.0,,R. Westbrook misses 2-pt jump shot from 5 ft,57,50
177,2,2:51.0,,Offensive rebound by Team,57,50
178,2,2:51.0,Toronto full timeout,,57,50
179,2,2:49.0,,D. Waiters misses 2-pt layup from 2 ft,57,50
180,2,2:48.0,,Offensive rebound by R. Westbrook,57,50
181,2,2:40.0,,S. Ibaka makes 2-pt hook shot from 6 ft (assist by R. Westbrook),57,52
182,2,2:16.0,T. Ross misses 3-pt jump shot from 24 ft,,57,52
183,2,2:15.0,,Defensive rebound by Team,57,52
184,2,2:15.0,Loose ball foul by J. Valančiūnas (drawn by E. Freedom),,57,52
185,2,2:15.0,,E. Freedom makes free throw 1 of 2,57,53
186,2,2:15.0,G. Vásquez enters the game for K. Lowry,,57,53
187,2,2:15.0,P. Patterson enters the game for J. Valančiūnas,,57,53
188,2,2:15.0,,E. Freedom misses free throw 2 of 2,57,53
189,2,2:14.0,Defensive rebound by A. Johnson,,57,53
190,2,1:57.0,A. Johnson makes 2-pt layup from 1 ft (assist by D. DeRozan),,59,53
191,2,1:47.0,,Personal block foul by G. Vásquez (drawn by R. Westbrook),59,53
192,2,1:47.0,,R. Westbrook misses free throw 1 of 2,59,53
193,2,1:47.0,,Offensive rebound by Team,59,53
194,2,1:47.0,,R. Westbrook makes free throw 2 of 2,59,54
195,2,1:25.0,A. Johnson misses 2-pt hook shot from 4 ft,,59,54
196,2,1:25.0,,Defensive rebound by D. Waiters,59,54
197,2,1:13.0,,A. Roberson makes 2-pt layup from 1 ft (assist by E. Freedom),59,56
198,2,0:54.0,T. Ross misses 2-pt jump shot from 4 ft,,59,56
199,2,0:53.0,,Defensive rebound by E. Freedom,59,56
200,2,0:49.0,,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),59,58
201,2,0:49.0,Toronto full timeout,,59,58
202,2,0:32.0,Turnover by D. DeRozan (bad pass; steal by R. Westbrook),,59,58
203,2,0:28.0,,R. Westbrook misses 2-pt layup from 1 ft (block by T. Ross),59,58
204,2,0:27.0,Defensive rebound by Team,,59,58
205,2,0:05.0,Shooting foul by S. Ibaka (drawn by G. Vásquez),,59,58
206,2,0:05.0,G. Vásquez makes free throw 1 of 2,,60,58
207,2,0:05.0,,N. Collison enters the game for S. Ibaka,60,58
208,2,0:05.0,J. Johnson enters the game for D. DeRozan,,60,58
209,2,0:05.0,,A. Morrow enters the game for A. Roberson,60,58
210,2,0:05.0,G. Vásquez makes free throw 2 of 2,,61,58
211,2,0:01.0,,A. Morrow misses 3-pt jump shot from 24 ft,61,58
212,2,0:00.0,,Offensive rebound by E. Freedom,61,58
213,3,11:50.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),61,60
214,3,11:32.0,D. DeRozan misses 2-pt jump shot from 18 ft,,61,60
215,3,11:31.0,,Defensive rebound by E. Freedom,61,60
216,3,11:17.0,,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),61,62
217,3,10:53.0,A. Johnson misses 3-pt jump shot from 24 ft,,61,62
218,3,10:52.0,Offensive rebound by J. Valančiūnas,,61,62
219,3,10:50.0,J. Valančiūnas makes 2-pt layup from 1 ft,,63,62
220,3,10:35.0,,S. Ibaka misses 3-pt jump shot from 24 ft,63,62
221,3,10:33.0,,Offensive rebound by E. Freedom,63,62
222,3,10:30.0,,E. Freedom misses 2-pt hook shot from 3 ft,63,62
223,3,10:29.0,,Offensive rebound by R. Westbrook,63,62
224,3,10:29.0,,Personal foul by J. Valančiūnas (drawn by R. Westbrook),63,62
225,3,10:21.0,,E. Freedom misses 2-pt layup at rim,63,62
226,3,10:20.0,Defensive rebound by D. DeRozan,,63,62
227,3,10:15.0,T. Ross makes 2-pt dunk at rim (assist by D. DeRozan),,65,62
228,3,10:01.0,,K. Singler misses 2-pt jump shot from 14 ft,65,62
229,3,10:00.0,Defensive rebound by T. Ross,,65,62
230,3,9:49.0,D. DeRozan misses 2-pt jump shot from 12 ft,,65,62
231,3,9:48.0,,Defensive rebound by R. Westbrook,65,62
232,3,9:40.0,,S. Ibaka misses 3-pt jump shot from 24 ft,65,62
233,3,9:39.0,,Offensive rebound by K. Singler,65,62
234,3,9:33.0,,K. Singler misses 2-pt jump shot from 11 ft,65,62
235,3,9:32.0,,Offensive rebound by K. Singler,65,62
236,3,9:19.0,,A. Roberson makes 2-pt layup at rim (assist by E. Freedom),65,64
237,3,8:57.0,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),,68,64
238,3,8:45.0,,R. Westbrook misses 3-pt jump shot from 27 ft,68,64
239,3,8:44.0,Defensive rebound by A. Johnson,,68,64
240,3,8:32.0,Personal foul by E. Freedom (drawn by J. Valančiūnas),,68,64
241,3,8:20.0,Turnover by D. DeRozan (traveling),,68,64
242,3,8:07.0,,E. Freedom misses 2-pt jump shot from 4 ft,68,64
243,3,8:07.0,Defensive rebound by A. Johnson,,68,64
244,3,7:58.0,A. Johnson misses 2-pt jump shot from 3 ft (block by S. Ibaka),,68,64
245,3,7:56.0,,Defensive rebound by K. Singler,68,64
246,3,7:55.0,,Shooting foul by T. Ross (drawn by R. Westbrook),68,64
247,3,7:55.0,,R. Westbrook makes free throw 1 of 2,68,65
248,3,7:55.0,,R. Westbrook makes free throw 2 of 2,68,66
249,3,7:42.0,D. DeRozan misses 2-pt jump shot from 16 ft,,68,66
250,3,7:41.0,,Defensive rebound by R. Westbrook,68,66
251,3,7:35.0,,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),68,68
252,3,7:19.0,K. Lowry misses 2-pt jump shot from 11 ft,,68,68
253,3,7:18.0,,Defensive rebound by A. Roberson,68,68
254,3,7:12.0,,K. Singler misses 3-pt jump shot from 23 ft,68,68
255,3,7:10.0,,Offensive rebound by Team,68,68
256,3,7:10.0,Loose ball foul by D. DeRozan (drawn by A. Roberson),,68,68
257,3,7:05.0,,R. Westbrook misses 3-pt jump shot from 24 ft,68,68
258,3,7:04.0,,Offensive rebound by K. Singler,68,68
259,3,7:00.0,,R. Westbrook makes 3-pt jump shot from 23 ft (assist by K. Singler),68,71
260,3,7:00.0,Toronto full timeout,,68,71
261,3,7:00.0,P. Patterson enters the game for A. Johnson,,68,71
262,3,6:42.0,P. Patterson misses 2-pt jump shot from 13 ft,,68,71
263,3,6:42.0,,Defensive rebound by S. Ibaka,68,71
264,3,6:36.0,,Turnover by R. Westbrook (lost ball),68,71
265,3,6:16.0,Turnover by K. Lowry (lost ball; steal by R. Westbrook),,68,71
266,3,6:10.0,,Turnover by A. Roberson (bad pass; steal by P. Patterson),68,71
267,3,6:07.0,Turnover by P. Patterson (bad pass; steal by R. Westbrook),,68,71
268,3,6:02.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by R. Westbrook),68,73
269,3,5:46.0,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,71,73
270,3,5:31.0,,Personal foul by K. Lowry (drawn by K. Singler),71,73
271,3,5:31.0,,D. Waiters enters the game for K. Singler,71,73
272,3,5:20.0,,E. Freedom misses 2-pt jump shot from 11 ft,71,73
273,3,5:19.0,Defensive rebound by P. Patterson,,71,73
274,3,5:08.0,K. Lowry misses 2-pt layup from 1 ft,,71,73
275,3,5:07.0,Offensive rebound by Team,,71,73
276,3,5:03.0,Shooting foul by E. Freedom (drawn by J. Valančiūnas),,71,73
277,3,5:03.0,J. Valančiūnas makes free throw 1 of 2,,72,73
278,3,5:03.0,J. Valančiūnas makes free throw 2 of 2,,73,73
279,3,4:48.0,,R. Westbrook misses 2-pt jump shot from 15 ft,73,73
280,3,4:47.0,Defensive rebound by J. Valančiūnas,,73,73
281,3,4:33.0,Shooting foul by E. Freedom (drawn by K. Lowry),,73,73
282,3,4:33.0,K. Lowry makes free throw 1 of 2,,74,73
283,3,4:33.0,L. Williams enters the game for T. Ross,,74,73
284,3,4:33.0,,S. Adams enters the game for E. Freedom,74,73
285,3,4:33.0,K. Lowry makes free throw 2 of 2,,75,73
286,3,4:23.0,,Shooting foul by L. Williams (drawn by R. Westbrook),75,73
287,3,4:23.0,,R. Westbrook makes free throw 1 of 2,75,74
288,3,4:23.0,,D. Augustin enters the game for A. Roberson,75,74
289,3,4:23.0,,R. Westbrook makes free throw 2 of 2,75,75
290,3,4:11.0,L. Williams misses 2-pt jump shot from 16 ft,,75,75
291,3,4:10.0,,Defensive rebound by R. Westbrook,75,75
292,3,3:55.0,,D. Waiters misses 3-pt jump shot from 22 ft,75,75
293,3,3:54.0,Defensive rebound by D. DeRozan,,75,75
294,3,3:38.0,K. Lowry makes 2-pt jump shot from 17 ft,,77,75
295,3,3:24.0,,R. Westbrook makes 2-pt layup from 2 ft,77,77
296,3,3:16.0,L. Williams misses 2-pt jump shot from 5 ft,,77,77
297,3,3:15.0,,Defensive rebound by S. Ibaka,77,77
298,3,3:06.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),77,79
299,3,2:43.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,77,79
300,3,2:42.0,,Defensive rebound by R. Westbrook,77,79
301,3,2:37.0,,Shooting block foul by K. Lowry (drawn by R. Westbrook),77,79
302,3,2:37.0,,Oklahoma City full timeout,77,79
303,3,2:37.0,G. Vásquez enters the game for J. Valančiūnas,,77,79
304,3,2:37.0,J. Johnson enters the game for K. Lowry,,77,79
305,3,2:37.0,,R. Westbrook makes free throw 1 of 2,77,80
306,3,2:37.0,,R. Westbrook misses free throw 2 of 2,77,80
307,3,2:36.0,Defensive rebound by Team,,77,80
308,3,2:19.0,D. DeRozan misses 2-pt jump shot from 11 ft,,77,80
309,3,2:19.0,,Defensive rebound by S. Adams,77,80
310,3,2:14.0,,R. Westbrook makes 2-pt jump shot from 18 ft,77,82
311,3,1:49.0,L. Williams misses 3-pt jump shot from 28 ft,,77,82
312,3,1:48.0,,Defensive rebound by S. Adams,77,82
313,3,1:30.0,,S. Ibaka makes 2-pt dunk at rim (assist by D. Augustin),77,84
314,3,1:10.0,P. Patterson misses 3-pt jump shot from 23 ft,,77,84
315,3,1:09.0,,Defensive rebound by R. Westbrook,77,84
316,3,1:03.0,,R. Westbrook misses 3-pt jump shot from 24 ft,77,84
317,3,1:02.0,Defensive rebound by J. Johnson,,77,84
318,3,0:53.0,L. Williams makes 2-pt jump shot from 21 ft (assist by D. DeRozan),,79,84
319,3,0:29.0,,D. Augustin misses 3-pt jump shot from 27 ft,79,84
320,3,0:27.0,Defensive rebound by J. Johnson,,79,84
321,3,0:13.0,J. Johnson misses 2-pt layup from 2 ft (block by S. Adams),,79,84
322,3,0:11.0,,Defensive rebound by S. Adams,79,84
323,3,0:00.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by R. Westbrook),79,86
324,4,11:45.0,J. Johnson misses 2-pt jump shot from 4 ft,,79,86
325,4,11:44.0,Offensive rebound by Team,,79,86
326,4,11:37.0,K. Lowry misses 2-pt layup from 1 ft,,79,86
327,4,11:35.0,Offensive rebound by P. Patterson,,79,86
328,4,11:35.0,P. Patterson makes 2-pt layup from 1 ft,,81,86
329,4,11:22.0,,S. Adams makes 2-pt dunk at rim (assist by S. Ibaka),81,88
330,4,11:03.0,J. Johnson misses 2-pt jump shot from 15 ft,,81,88
331,4,11:02.0,,Defensive rebound by S. Adams,81,88
332,4,10:51.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by D. Augustin),81,90
333,4,10:26.0,L. Williams makes 2-pt layup from 1 ft,,83,90
334,4,10:05.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by D. Augustin),83,93
335,4,9:42.0,J. Johnson misses 2-pt dunk at rim (block by S. Ibaka),,83,93
336,4,9:41.0,,Defensive rebound by D. Augustin,83,93
337,4,9:31.0,,A. Morrow makes 2-pt jump shot from 12 ft (assist by D. Waiters),83,95
338,4,9:30.0,Toronto full timeout,,83,95
339,4,9:30.0,J. Valančiūnas enters the game for J. Johnson,,83,95
340,4,9:10.0,G. Vásquez makes 2-pt jump shot from 5 ft (assist by P. Patterson),,85,95
341,4,8:54.0,,Turnover by D. Augustin (bad pass; steal by K. Lowry),85,95
342,4,8:48.0,L. Williams makes 2-pt jump shot from 7 ft,,87,95
343,4,8:30.0,,Turnover by S. Adams (bad pass; steal by J. Valančiūnas),87,95
344,4,8:24.0,K. Lowry misses 3-pt jump shot from 24 ft,,87,95
345,4,8:23.0,,Defensive rebound by D. Waiters,87,95
346,4,8:13.0,,S. Ibaka misses 2-pt jump shot from 17 ft,87,95
347,4,8:12.0,Defensive rebound by Team,,87,95
348,4,8:12.0,,R. Westbrook enters the game for A. Morrow,87,95
349,4,8:03.0,Personal foul by D. Waiters (drawn by J. Valančiūnas),,87,95
350,4,7:47.0,K. Lowry misses 2-pt jump shot from 14 ft,,87,95
351,4,7:47.0,Offensive rebound by Team,,87,95
352,4,7:47.0,,Loose ball foul by S. Ibaka (drawn by J. Valančiūnas),87,95
353,4,7:32.0,G. Vásquez makes 3-pt jump shot from 24 ft,,90,95
354,4,7:16.0,,R. Westbrook misses 2-pt jump shot from 16 ft,90,95
355,4,7:16.0,Defensive rebound by P. Patterson,,90,95
356,4,7:03.0,J. Valančiūnas misses 2-pt dunk at rim (block by S. Ibaka),,90,95
357,4,7:01.0,Offensive rebound by J. Valančiūnas,,90,95
358,4,7:01.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,92,95
359,4,7:01.0,,Oklahoma City full timeout,92,95
360,4,6:51.0,,Offensive foul by S. Adams (drawn by K. Lowry),92,95
361,4,6:51.0,,Turnover by S. Adams (offensive foul),92,95
362,4,6:41.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by S. Ibaka),,92,95
363,4,6:39.0,,Defensive rebound by S. Ibaka,92,95
364,4,6:33.0,,Personal foul by K. Lowry (drawn by D. Waiters),92,95
365,4,6:19.0,,E. Freedom enters the game for S. Adams,92,95
366,4,6:19.0,,Turnover by R. Westbrook (bad pass; steal by L. Williams),92,95
367,4,6:11.0,G. Vásquez misses 3-pt jump shot from 22 ft,,92,95
368,4,6:10.0,,Defensive rebound by E. Freedom,92,95
369,4,5:52.0,,S. Ibaka misses 2-pt jump shot from 14 ft,92,95
370,4,5:50.0,,Offensive rebound by E. Freedom,92,95
371,4,5:45.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Freedom),92,98
372,4,5:25.0,J. Valančiūnas misses 2-pt layup at rim (block by R. Westbrook),,92,98
