,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
377,4,1:25.0,Technical foul by T. Hansbrough,,112,96
378,4,1:25.0,,Z. LaVine makes technical free throw,112,97
379,4,1:13.0,T. Hansbrough misses flagrant free throw 1 of 2,,112,97
380,4,1:13.0,Offensive rebound by Team,,112,97
381,4,1:13.0,T. Hansbrough makes flagrant free throw 2 of 2,,113,97
382,4,0:57.0,L. Fields misses 2-pt jump shot from 10 ft,,113,97
383,4,0:56.0,,Defensive rebound by L. Brown,113,97
384,4,0:52.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by L. Brown),113,99
385,4,0:40.0,G. Stiemsma misses 2-pt jump shot from 5 ft,,113,99
386,4,0:39.0,,Defensive rebound by C. Budinger,113,99
387,4,0:24.0,,Z. LaVine misses 2-pt jump shot from 6 ft,113,99
388,4,0:23.0,,Offensive rebound by A. Payne,113,99
389,4,0:23.0,,A. Payne misses 2-pt dunk at rim,113,99
390,4,0:21.0,Defensive rebound by T. Hansbrough,,113,99
