,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHILADELPHIA_ACTION,MEMPHIS_SCORE,PHILADELPHIA_SCORE
29,1,7:38.0,Turnover by Z. Randolph (bad pass; steal by L. Mbah a Moute),,9,7
30,1,7:31.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),9,10
31,1,7:14.0,Shooting foul by L. Mbah a Moute (drawn by Z. Randolph),,9,10
32,1,7:14.0,Z. Randolph makes free throw 1 of 2,,10,10
33,1,7:14.0,Z. Randolph makes free throw 2 of 2,,11,10
34,1,6:51.0,,L. Mbah a Moute misses 2-pt layup at rim (block by T. Allen),11,10
35,1,6:50.0,,Offensive rebound by Team,11,10
36,1,6:48.0,,R. Covington misses 3-pt jump shot from 24 ft,11,10
37,1,6:46.0,,Offensive rebound by L. Mbah a Moute,11,10
38,1,6:44.0,,L. Mbah a Moute makes 2-pt layup from 1 ft,11,12
39,1,6:23.0,Z. Randolph misses 2-pt jump shot from 17 ft,,11,12
40,1,6:22.0,,Defensive rebound by M. Carter-Williams,11,12
41,1,6:07.0,,N. Noel misses 2-pt layup at rim,11,12
42,1,6:06.0,Defensive rebound by Z. Randolph,,11,12
43,1,5:47.0,Z. Randolph misses 2-pt jump shot from 7 ft,,11,12
44,1,5:44.0,Offensive rebound by T. Allen,,11,12
45,1,5:43.0,T. Allen misses 2-pt layup from 2 ft (block by N. Noel),,11,12
46,1,5:40.0,,Defensive rebound by N. Noel,11,12
47,1,5:35.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),11,15
48,1,5:20.0,M. Conley misses 2-pt layup from 1 ft,,11,15
49,1,5:19.0,,Defensive rebound by N. Noel,11,15
50,1,5:11.0,,M. Carter-Williams misses 2-pt layup from 1 ft,11,15
51,1,5:09.0,,Offensive rebound by H. Thompson,11,15
52,1,5:08.0,,H. Thompson makes 2-pt jump shot from 3 ft,11,17
53,1,5:08.0,Memphis full timeout,,11,17
54,1,5:08.0,B. Udrih enters the game for Z. Randolph,,11,17
55,1,5:08.0,J. Leuer enters the game for M. Conley,,11,17
56,1,5:08.0,,H. Sims enters the game for L. Mbah a Moute,11,17
57,1,5:08.0,,J. Grant enters the game for N. Noel,11,17
58,1,5:08.0,,A. Shved enters the game for H. Thompson,11,17
59,1,4:51.0,M. Gasol misses 2-pt layup from 1 ft,,11,17
60,1,4:50.0,,Defensive rebound by H. Sims,11,17
61,1,4:44.0,,J. Grant misses 2-pt layup from 2 ft,11,17
62,1,4:43.0,Defensive rebound by M. Gasol,,11,17
63,1,4:31.0,C. Lee misses 2-pt jump shot from 19 ft,,11,17
64,1,4:29.0,,Defensive rebound by R. Covington,11,17
65,1,4:15.0,,M. Carter-Williams makes 2-pt dunk at rim,11,19
66,1,3:50.0,C. Lee makes 2-pt layup from 1 ft (assist by J. Leuer),,13,19
67,1,3:39.0,,R. Covington misses 2-pt layup from 3 ft,13,19
68,1,3:38.0,Defensive rebound by J. Leuer,,13,19
69,1,3:33.0,T. Allen makes 2-pt layup from 1 ft (assist by B. Udrih),,15,19
70,1,3:12.0,,Shooting foul by M. Gasol (drawn by H. Sims),15,19
71,1,3:12.0,,H. Sims makes free throw 1 of 2,15,20
72,1,3:12.0,,T. Wroten enters the game for R. Covington,15,20
73,1,3:12.0,Q. Pondexter enters the game for C. Lee,,15,20
74,1,3:12.0,,H. Sims makes free throw 2 of 2,15,21
75,1,2:54.0,J. Leuer misses 2-pt jump shot from 17 ft,,15,21
76,1,2:52.0,,Defensive rebound by H. Sims,15,21
77,1,2:47.0,,T. Wroten makes 2-pt layup at rim (assist by M. Carter-Williams),15,23
78,1,2:37.0,B. Udrih makes 2-pt jump shot from 8 ft,,17,23
79,1,2:24.0,,T. Wroten makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),17,26
80,1,2:06.0,M. Gasol makes 2-pt dunk at rim (assist by B. Udrih),,19,26
81,1,1:46.0,,Personal foul by T. Allen (drawn by J. Grant),19,26
82,1,1:46.0,K. Koufos enters the game for M. Gasol,,19,26
83,1,1:46.0,T. Prince enters the game for T. Allen,,19,26
84,1,1:46.0,,J. Sampson enters the game for M. Carter-Williams,19,26
85,1,1:35.0,,A. Shved misses 3-pt jump shot from 27 ft,19,26
86,1,1:33.0,Defensive rebound by T. Prince,,19,26
87,1,1:16.0,Turnover by T. Prince (bad pass; steal by H. Sims),,19,26
88,1,1:06.0,,H. Sims makes 2-pt jump shot from 18 ft (assist by T. Wroten),19,28
89,1,0:43.0,J. Leuer misses 2-pt jump shot from 18 ft,,19,28
90,1,0:42.0,Offensive rebound by J. Leuer,,19,28
91,1,0:40.0,J. Leuer misses 2-pt jump shot from 7 ft,,19,28
92,1,0:38.0,,Defensive rebound by J. Grant,19,28
93,1,0:34.0,,J. Grant misses 2-pt jump shot from 4 ft,19,28
94,1,0:31.0,Defensive rebound by Q. Pondexter,,19,28
95,1,0:07.0,T. Prince makes 2-pt jump shot from 23 ft (assist by K. Koufos),,21,28
96,1,0:01.0,,T. Wroten misses 2-pt jump shot from 6 ft,21,28
97,1,0:00.0,Defensive rebound by T. Prince,,21,28
98,2,12:00.0,,Technical foul by T. Wroten,21,28
99,2,12:00.0,B. Udrih misses technical free throw,,21,28
100,2,12:00.0,Offensive rebound by Team,,21,28
101,2,11:42.0,V. Carter misses 3-pt jump shot from 24 ft,,21,28
102,2,11:41.0,Offensive rebound by T. Prince,,21,28
103,2,11:30.0,K. Koufos misses 2-pt jump shot from 4 ft,,21,28
104,2,11:28.0,,Defensive rebound by H. Sims,21,28
105,2,11:17.0,,Shooting foul by V. Carter (drawn by J. Grant),21,28
106,2,11:17.0,,J. Grant misses free throw 1 of 2,21,28
107,2,11:17.0,,Offensive rebound by Team,21,28
108,2,11:17.0,,J. Grant misses free throw 2 of 2,21,28
109,2,11:15.0,Defensive rebound by K. Koufos,,21,28
110,2,10:56.0,T. Prince misses 2-pt jump shot from 12 ft,,21,28
111,2,10:54.0,,Defensive rebound by H. Sims,21,28
112,2,10:46.0,,J. Grant misses 2-pt jump shot from 20 ft,21,28
113,2,10:43.0,Defensive rebound by Q. Pondexter,,21,28
114,2,10:30.0,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Prince),,24,28
115,2,10:09.0,,A. Shved makes 2-pt jump shot from 20 ft,24,30
116,2,9:50.0,Personal foul by T. Wroten (drawn by Q. Pondexter),,24,30
117,2,9:50.0,,H. Thompson enters the game for J. Grant,24,30
118,2,9:44.0,B. Udrih misses 2-pt jump shot from 18 ft,,24,30
119,2,9:43.0,,Defensive rebound by J. Sampson,24,30
120,2,9:38.0,,Shooting foul by B. Udrih (drawn by A. Shved),24,30
121,2,9:38.0,,A. Shved misses free throw 1 of 2,24,30
122,2,9:38.0,,Offensive rebound by Team,24,30
123,2,9:38.0,,R. Covington enters the game for J. Sampson,24,30
124,2,9:38.0,M. Conley enters the game for B. Udrih,,24,30
125,2,9:38.0,,A. Shved makes free throw 2 of 2,24,31
126,2,9:26.0,Shooting foul by H. Thompson (drawn by K. Koufos),,24,31
127,2,9:26.0,K. Koufos makes free throw 1 of 2,,25,31
128,2,9:26.0,K. Koufos misses free throw 2 of 2,,25,31
129,2,9:25.0,,Defensive rebound by R. Covington,25,31
130,2,9:13.0,,H. Sims makes 2-pt jump shot from 3 ft (assist by T. Wroten),25,33
131,2,9:04.0,M. Conley makes 2-pt layup from 2 ft,,27,33
132,2,9:04.0,Shooting foul by A. Shved (drawn by M. Conley),,27,33
133,2,9:04.0,M. Conley makes free throw 1 of 1,,28,33
134,2,8:53.0,,A. Shved makes 2-pt layup from 1 ft,28,35
135,2,8:41.0,K. Koufos makes 2-pt hook shot from 8 ft (assist by M. Conley),,30,35
136,2,8:28.0,,H. Sims makes 2-pt jump shot from 12 ft,30,37
137,2,8:02.0,T. Prince makes 2-pt hook shot from 4 ft,,32,37
138,2,7:47.0,,A. Shved makes 2-pt jump shot from 21 ft,32,39
139,2,7:32.0,V. Carter misses 3-pt jump shot from 26 ft,,32,39
140,2,7:30.0,,Defensive rebound by H. Sims,32,39
141,2,7:26.0,,A. Shved misses 2-pt layup from 2 ft,32,39
142,2,7:23.0,Defensive rebound by V. Carter,,32,39
143,2,7:14.0,K. Koufos misses 2-pt jump shot from 19 ft,,32,39
144,2,7:13.0,,Defensive rebound by H. Thompson,32,39
145,2,7:12.0,,Philadelphia full timeout,32,39
146,2,7:12.0,J. Stokes enters the game for K. Koufos,,32,39
147,2,7:02.0,,Personal foul by Q. Pondexter (drawn by T. Wroten),32,39
148,2,6:54.0,,T. Wroten makes 2-pt layup from 1 ft,32,41
149,2,6:38.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,32,41
150,2,6:36.0,,Defensive rebound by R. Covington,32,41
151,2,6:23.0,,H. Sims makes 2-pt layup from 1 ft (assist by T. Wroten),32,43
152,2,6:08.0,V. Carter misses 3-pt jump shot from 25 ft,,32,43
153,2,6:07.0,Offensive rebound by T. Prince,,32,43
154,2,6:04.0,T. Prince misses 2-pt jump shot from 7 ft,,32,43
155,2,6:04.0,Offensive rebound by Team,,32,43
156,2,6:04.0,,M. Carter-Williams enters the game for T. Wroten,32,43
157,2,6:04.0,,L. Mbah a Moute enters the game for H. Sims,32,43
158,2,6:04.0,M. Gasol enters the game for J. Stokes,,32,43
159,2,6:04.0,,N. Noel enters the game for A. Shved,32,43
160,2,5:50.0,Turnover by T. Prince (bad pass; steal by H. Thompson),,32,43
161,2,5:44.0,,Turnover by N. Noel (lost ball),32,43
162,2,5:44.0,Official timeout,,32,43
163,2,5:44.0,C. Lee enters the game for Q. Pondexter,,32,43
164,2,5:44.0,Z. Randolph enters the game for T. Prince,,32,43
165,2,5:27.0,Personal foul by H. Thompson (drawn by M. Gasol),,32,43
166,2,5:17.0,C. Lee makes 3-pt jump shot from 24 ft (assist by V. Carter),,35,43
167,2,4:59.0,,M. Carter-Williams misses 2-pt jump shot from 10 ft (block by M. Gasol),35,43
168,2,4:59.0,,Offensive rebound by Team,35,43
169,2,4:51.0,,R. Covington misses 2-pt jump shot from 8 ft,35,43
170,2,4:49.0,,Offensive rebound by R. Covington,35,43
171,2,4:37.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,35,43
172,2,4:35.0,Defensive rebound by V. Carter,,35,43
173,2,4:25.0,Turnover by C. Lee (traveling),,35,43
174,2,4:14.0,,Turnover by N. Noel (bad pass; steal by M. Gasol),35,43
175,2,4:02.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Conley),,37,43
176,2,3:48.0,,Turnover by H. Thompson (traveling),37,43
177,2,3:35.0,M. Conley misses 3-pt jump shot from 27 ft,,37,43
178,2,3:33.0,,Defensive rebound by H. Thompson,37,43
179,2,3:18.0,,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by R. Covington),37,46
180,2,3:03.0,C. Lee misses 3-pt jump shot from 22 ft,,37,46
181,2,3:01.0,Offensive rebound by M. Conley,,37,46
182,2,2:57.0,V. Carter misses 3-pt jump shot from 25 ft,,37,46
183,2,2:55.0,,Defensive rebound by L. Mbah a Moute,37,46
184,2,2:45.0,,R. Covington misses 3-pt jump shot from 25 ft,37,46
185,2,2:42.0,Defensive rebound by M. Gasol,,37,46
186,2,2:39.0,M. Conley makes 2-pt layup at rim,,39,46
187,2,2:39.0,Shooting foul by L. Mbah a Moute (drawn by M. Conley),,39,46
188,2,2:39.0,Memphis full timeout,,39,46
189,2,2:39.0,T. Allen enters the game for V. Carter,,39,46
190,2,2:39.0,M. Conley misses free throw 1 of 1,,39,46
191,2,2:38.0,,Defensive rebound by M. Carter-Williams,39,46
192,2,2:25.0,,R. Covington makes 2-pt layup from 2 ft,39,48
193,2,1:56.0,C. Lee misses 2-pt jump shot from 20 ft,,39,48
194,2,1:54.0,,Defensive rebound by M. Carter-Williams,39,48
195,2,1:47.0,,N. Noel misses 2-pt jump shot from 6 ft,39,48
196,2,1:45.0,Defensive rebound by Z. Randolph,,39,48
197,2,1:31.0,Turnover by Z. Randolph (bad pass; steal by N. Noel),,39,48
198,2,1:31.0,,Personal foul by T. Allen (drawn by R. Covington),39,48
199,2,1:15.0,Turnover by T. Allen (bad pass; steal by H. Thompson),,39,48
200,2,1:00.0,,R. Covington makes 2-pt layup from 2 ft (assist by M. Carter-Williams),39,50
201,2,0:46.0,Z. Randolph makes 2-pt hook shot from 10 ft,,41,50
202,2,0:44.0,,Philadelphia full timeout,41,50
203,2,0:30.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,41,50
204,2,0:28.0,Defensive rebound by C. Lee,,41,50
205,2,0:04.0,Shooting foul by N. Noel (drawn by M. Conley),,41,50
206,2,0:04.0,M. Conley makes free throw 1 of 2,,42,50
207,2,0:04.0,T. Prince enters the game for Z. Randolph,,42,50
208,2,0:04.0,M. Conley makes free throw 2 of 2,,43,50
209,2,0:04.0,Violation by Team (delay of game),,43,50
210,2,0:00.0,,R. Covington misses 3-pt jump shot from 38 ft,43,50
211,2,0:00.0,,Offensive rebound by Team,43,50
212,3,11:40.0,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),,45,50
213,3,11:23.0,,L. Mbah a Moute misses 2-pt jump shot from 18 ft,45,50
214,3,11:21.0,Defensive rebound by Z. Randolph,,45,50
215,3,10:58.0,M. Gasol misses 3-pt jump shot from 25 ft,,45,50
216,3,10:56.0,,Defensive rebound by R. Covington,45,50
217,3,10:51.0,,L. Mbah a Moute makes 2-pt dunk at rim (assist by M. Carter-Williams),45,52
218,3,10:41.0,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),,47,52
219,3,10:41.0,Shooting foul by N. Noel (drawn by M. Gasol),,47,52
220,3,10:41.0,M. Gasol makes free throw 1 of 1,,48,52
221,3,10:29.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,48,52
222,3,10:27.0,Defensive rebound by M. Gasol,,48,52
223,3,10:18.0,Z. Randolph makes 2-pt jump shot from 7 ft (assist by M. Conley),,50,52
224,3,10:04.0,,Turnover by R. Covington (bad pass; steal by M. Gasol),50,52
225,3,9:52.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Conley),,52,52
226,3,9:34.0,,Shooting foul by M. Gasol (drawn by N. Noel),52,52
227,3,9:34.0,,N. Noel makes free throw 1 of 2,52,53
228,3,9:34.0,,N. Noel misses free throw 2 of 2,52,53
229,3,9:33.0,Defensive rebound by M. Gasol,,52,53
230,3,9:17.0,Shooting foul by R. Covington (drawn by M. Gasol),,52,53
231,3,9:17.0,M. Gasol makes free throw 1 of 2,,53,53
232,3,9:17.0,M. Gasol makes free throw 2 of 2,,54,53
233,3,9:06.0,,R. Covington misses 3-pt jump shot from 25 ft,54,53
234,3,9:04.0,,Offensive rebound by L. Mbah a Moute,54,53
235,3,8:57.0,,L. Mbah a Moute misses 3-pt jump shot from 23 ft,54,53
236,3,8:56.0,Defensive rebound by C. Lee,,54,53
237,3,8:51.0,Z. Randolph makes 2-pt layup from 1 ft (assist by C. Lee),,56,53
238,3,8:31.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by M. Carter-Williams),56,55
239,3,8:02.0,C. Lee misses 2-pt jump shot from 12 ft,,56,55
240,3,8:01.0,,Defensive rebound by L. Mbah a Moute,56,55
241,3,8:01.0,,Personal foul by Z. Randolph (drawn by L. Mbah a Moute),56,55
242,3,7:44.0,,Shooting foul by T. Allen (drawn by N. Noel),56,55
243,3,7:44.0,,N. Noel makes free throw 1 of 2,56,56
244,3,7:44.0,,N. Noel misses free throw 2 of 2,56,56
245,3,7:43.0,,Offensive rebound by H. Thompson,56,56
246,3,7:43.0,,H. Thompson makes 2-pt tip-in from 2 ft,56,58
247,3,7:30.0,M. Conley makes 2-pt layup from 1 ft,,58,58
248,3,7:18.0,,N. Noel makes 2-pt dunk at rim (assist by M. Carter-Williams),58,60
249,3,6:57.0,M. Gasol misses 2-pt jump shot from 16 ft,,58,60
250,3,6:55.0,,Defensive rebound by R. Covington,58,60
251,3,6:36.0,,Shooting foul by T. Allen (drawn by L. Mbah a Moute),58,60
252,3,6:36.0,,L. Mbah a Moute makes free throw 1 of 2,58,61
253,3,6:36.0,Q. Pondexter enters the game for T. Allen,,58,61
254,3,6:36.0,,L. Mbah a Moute misses free throw 2 of 2,58,61
255,3,6:35.0,Defensive rebound by M. Conley,,58,61
256,3,6:15.0,C. Lee misses 2-pt jump shot from 6 ft,,58,61
257,3,6:13.0,,Defensive rebound by L. Mbah a Moute,58,61
258,3,5:54.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),58,64
259,3,5:44.0,Turnover by M. Conley (bad pass),,58,64
260,3,5:44.0,,Philadelphia full timeout,58,64
261,3,5:29.0,,M. Carter-Williams misses 3-pt jump shot from 22 ft,58,64
262,3,5:26.0,Defensive rebound by M. Conley,,58,64
263,3,5:11.0,C. Lee makes 2-pt jump shot from 18 ft (assist by M. Gasol),,60,64
264,3,4:56.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),60,67
265,3,4:34.0,,H. Sims enters the game for N. Noel,60,67
266,3,4:34.0,,A. Shved enters the game for R. Covington,60,67
267,3,4:28.0,C. Lee makes 2-pt layup from 1 ft,,62,67
268,3,4:19.0,,Offensive foul by L. Mbah a Moute (drawn by M. Conley),62,67
269,3,4:19.0,,Turnover by L. Mbah a Moute (offensive foul),62,67
270,3,4:19.0,T. Prince enters the game for Z. Randolph,,62,67
271,3,4:05.0,M. Gasol misses 2-pt jump shot from 6 ft,,62,67
272,3,4:03.0,,Defensive rebound by M. Carter-Williams,62,67
273,3,3:53.0,,M. Carter-Williams makes 2-pt dunk at rim (assist by H. Sims),62,69
274,3,3:38.0,Turnover by M. Conley (lost ball; steal by H. Thompson),,62,69
275,3,3:34.0,,H. Thompson misses 2-pt layup from 2 ft,62,69
276,3,3:32.0,,Offensive rebound by M. Carter-Williams,62,69
277,3,3:32.0,,M. Carter-Williams makes 2-pt layup from 1 ft,62,71
278,3,3:23.0,Memphis full timeout,,62,71
279,3,3:23.0,N. Calathes enters the game for Q. Pondexter,,62,71
280,3,3:23.0,,T. Wroten enters the game for L. Mbah a Moute,62,71
281,3,3:13.0,T. Prince misses 2-pt jump shot from 18 ft,,62,71
282,3,3:11.0,,Defensive rebound by T. Wroten,62,71
283,3,2:56.0,,T. Wroten misses 2-pt layup at rim,62,71
284,3,2:55.0,Defensive rebound by M. Gasol,,62,71
285,3,2:50.0,T. Prince makes 2-pt layup from 2 ft (assist by N. Calathes),,64,71
286,3,2:30.0,,Personal foul by C. Lee (drawn by T. Wroten),64,71
287,3,2:30.0,,T. Wroten makes free throw 1 of 2,64,72
288,3,2:30.0,,R. Covington enters the game for M. Carter-Williams,64,72
289,3,2:30.0,,J. Grant enters the game for H. Thompson,64,72
290,3,2:30.0,,T. Wroten misses free throw 2 of 2,64,72
291,3,2:30.0,Defensive rebound by M. Gasol,,64,72
292,3,2:18.0,Personal foul by R. Covington (drawn by T. Prince),,64,72
293,3,2:13.0,M. Conley misses 2-pt jump shot from 21 ft,,64,72
294,3,2:11.0,,Defensive rebound by J. Grant,64,72
295,3,2:07.0,V. Carter enters the game for C. Lee,,64,72
296,3,2:05.0,,Turnover by T. Wroten (bad pass; steal by V. Carter),64,72
297,3,1:56.0,T. Prince misses 2-pt jump shot from 5 ft,,64,72
298,3,1:55.0,,Defensive rebound by Team,64,72
299,3,1:37.0,,A. Shved makes 2-pt jump shot from 17 ft,64,74
300,3,1:21.0,Turnover by M. Gasol (lost ball; steal by R. Covington),,64,74
301,3,1:17.0,,T. Wroten makes 2-pt dunk at rim (assist by H. Sims),64,76
302,3,1:00.0,Shooting foul by H. Sims (drawn by M. Gasol),,64,76
303,3,1:00.0,M. Gasol makes free throw 1 of 2,,65,76
304,3,1:00.0,M. Gasol misses free throw 2 of 2,,65,76
305,3,0:59.0,,Defensive rebound by Team,65,76
306,3,0:41.0,,Shooting foul by M. Gasol (drawn by A. Shved),65,76
307,3,0:41.0,,A. Shved makes free throw 1 of 2,65,77
308,3,0:41.0,,A. Shved makes free throw 2 of 2,65,78
309,3,0:36.0,Shooting foul by H. Sims (drawn by M. Conley),,65,78
310,3,0:36.0,M. Conley makes free throw 1 of 2,,66,78
311,3,0:36.0,K. Koufos enters the game for M. Gasol,,66,78
312,3,0:36.0,M. Conley misses free throw 2 of 2,,66,78
313,3,0:35.0,Offensive rebound by Team,,66,78
314,3,0:32.0,M. Conley makes 2-pt layup from 1 ft (assist by V. Carter),,68,78
315,3,0:20.0,,Personal foul by M. Conley (drawn by R. Covington),68,78
316,3,0:20.0,,R. Covington makes free throw 1 of 2,68,79
317,3,0:20.0,,J. Sampson enters the game for H. Sims,68,79
318,3,0:20.0,,R. Covington makes free throw 2 of 2,68,80
319,3,0:05.0,M. Conley misses 2-pt layup from 2 ft (block by T. Wroten),,68,80
320,3,0:04.0,Offensive rebound by Team,,68,80
321,3,0:02.0,V. Carter misses 3-pt jump shot from 24 ft,,68,80
322,3,0:00.0,,Defensive rebound by R. Covington,68,80
323,4,11:40.0,,T. Wroten makes 3-pt jump shot from 26 ft,68,83
324,4,11:20.0,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Conley),,71,83
325,4,10:56.0,,H. Sims makes 2-pt jump shot from 15 ft (assist by T. Wroten),71,85
326,4,10:30.0,M. Conley misses 3-pt jump shot from 25 ft,,71,85
327,4,10:30.0,Offensive rebound by Team,,71,85
328,4,10:30.0,Turnover by Team (shot clock),,71,85
329,4,10:13.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by H. Sims),71,88
330,4,10:04.0,Shooting foul by A. Shved (drawn by N. Calathes),,71,88
331,4,10:04.0,N. Calathes misses free throw 1 of 2,,71,88
332,4,10:04.0,Offensive rebound by Team,,71,88
333,4,10:04.0,N. Calathes makes free throw 2 of 2,,72,88
334,4,9:47.0,,T. Wroten misses 2-pt layup from 1 ft,72,88
335,4,9:46.0,Defensive rebound by K. Koufos,,72,88
336,4,9:25.0,M. Conley makes 2-pt jump shot from 8 ft,,74,88
337,4,9:06.0,,T. Wroten misses 3-pt jump shot from 25 ft,74,88
338,4,9:04.0,,Offensive rebound by A. Shved,74,88
339,4,8:58.0,,Philadelphia full timeout,74,88
340,4,8:49.0,,T. Wroten makes 2-pt layup from 2 ft (assist by A. Shved),74,90
341,4,8:32.0,V. Carter misses 3-pt jump shot from 28 ft,,74,90
342,4,8:31.0,Offensive rebound by N. Calathes,,74,90
343,4,8:28.0,M. Conley makes 3-pt jump shot from 26 ft (assist by N. Calathes),,77,90
344,4,8:08.0,,R. Covington makes 3-pt jump shot from 28 ft (assist by T. Wroten),77,93
345,4,7:52.0,Turnover by V. Carter (bad pass; steal by A. Shved),,77,93
346,4,7:46.0,,R. Covington misses 3-pt jump shot from 25 ft,77,93
347,4,7:44.0,,Offensive rebound by T. Wroten,77,93
348,4,7:39.0,,T. Wroten makes 2-pt layup from 2 ft,77,95
349,4,7:35.0,Memphis full timeout,,77,95
350,4,7:35.0,C. Lee enters the game for M. Conley,,77,95
351,4,7:35.0,B. Udrih enters the game for K. Koufos,,77,95
352,4,7:35.0,J. Leuer enters the game for T. Prince,,77,95
353,4,7:35.0,Z. Randolph enters the game for V. Carter,,77,95
354,4,7:35.0,,M. Carter-Williams enters the game for H. Thompson,77,95
355,4,7:35.0,,L. Mbah a Moute enters the game for A. Shved,77,95
356,4,7:15.0,Shooting foul by L. Mbah a Moute (drawn by C. Lee),,77,95
357,4,7:15.0,C. Lee makes free throw 1 of 2,,78,95
358,4,7:15.0,C. Lee makes free throw 2 of 2,,79,95
359,4,7:02.0,,Turnover by T. Wroten (bad pass; steal by Z. Randolph),79,95
360,4,6:56.0,N. Calathes misses 2-pt layup from 2 ft,,79,95
361,4,6:54.0,Offensive rebound by Z. Randolph,,79,95
362,4,6:53.0,Z. Randolph makes 2-pt layup at rim,,81,95
363,4,6:37.0,,M. Carter-Williams makes 2-pt jump shot from 7 ft,81,97
364,4,6:20.0,Z. Randolph misses 2-pt jump shot from 3 ft,,81,97
365,4,6:18.0,Offensive rebound by Team,,81,97
366,4,6:09.0,J. Leuer misses 2-pt jump shot from 9 ft,,81,97
367,4,6:08.0,,Defensive rebound by M. Carter-Williams,81,97
368,4,5:57.0,,Turnover by H. Sims (lost ball; steal by C. Lee),81,97
369,4,5:51.0,C. Lee makes 3-pt jump shot from 25 ft (assist by N. Calathes),,84,97
370,4,5:32.0,,Turnover by T. Wroten (traveling),84,97
371,4,5:20.0,Z. Randolph makes 2-pt layup from 3 ft (assist by N. Calathes),,86,97
372,4,5:18.0,,Philadelphia full timeout,86,97
373,4,5:18.0,,N. Noel enters the game for T. Wroten,86,97
374,4,5:18.0,,H. Thompson enters the game for H. Sims,86,97
375,4,5:16.0,,Turnover by M. Carter-Williams (lost ball; steal by N. Calathes),86,97
376,4,5:12.0,N. Calathes misses 2-pt jump shot from 3 ft (block by L. Mbah a Moute),,86,97
377,4,5:10.0,Offensive rebound by N. Calathes,,86,97
378,4,5:10.0,Z. Randolph makes 2-pt jump shot from 3 ft (assist by N. Calathes),,88,97
379,4,5:10.0,Shooting foul by L. Mbah a Moute (drawn by Z. Randolph),,88,97
380,4,5:10.0,Z. Randolph makes free throw 1 of 1,,89,97
381,4,5:00.0,,Philadelphia full timeout,89,97
382,4,4:57.0,,Shooting foul by N. Calathes (drawn by L. Mbah a Moute),89,97
