,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA LAKERS_ACTION,OKLAHOMA CITY_SCORE,LA LAKERS_SCORE
0,1,11:43.0,R. Westbrook misses 2-pt jump shot from 6 ft,,0,0
1,1,11:42.0,,Defensive rebound by E. Davis,0,0
2,1,11:26.0,,E. Davis misses 2-pt layup from 1 ft (block by S. Adams),0,0
3,1,11:24.0,,Offensive rebound by J. Hill,0,0
4,1,11:24.0,,J. Hill misses 2-pt layup from 1 ft (block by S. Ibaka),0,0
5,1,11:24.0,,Offensive rebound by Team,0,0
6,1,11:15.0,,R. Price makes 2-pt jump shot from 12 ft (assist by K. Bryant),0,2
7,1,10:50.0,S. Ibaka misses 3-pt jump shot from 25 ft,,0,2
8,1,10:48.0,,Defensive rebound by J. Hill,0,2
9,1,10:34.0,,W. Johnson misses 3-pt jump shot from 24 ft,0,2
10,1,10:33.0,Defensive rebound by S. Adams,,0,2
11,1,10:24.0,R. Westbrook misses 2-pt layup from 1 ft,,0,2
12,1,10:21.0,,Defensive rebound by E. Davis,0,2
13,1,10:11.0,,K. Bryant misses 2-pt layup from 1 ft,0,2
14,1,10:10.0,Defensive rebound by S. Adams,,0,2
15,1,9:55.0,S. Ibaka makes 2-pt jump shot from 13 ft,,2,2
16,1,9:27.0,,J. Hill misses 2-pt jump shot from 5 ft,2,2
17,1,9:25.0,,Offensive rebound by E. Davis,2,2
18,1,9:22.0,,W. Johnson makes 2-pt jump shot from 16 ft (assist by K. Bryant),2,4
19,1,9:11.0,Turnover by R. Westbrook (bad pass),,2,4
20,1,8:54.0,,W. Johnson misses 3-pt jump shot from 24 ft,2,4
21,1,8:53.0,Defensive rebound by S. Ibaka,,2,4
22,1,8:39.0,Shooting foul by J. Hill (drawn by R. Westbrook),,2,4
23,1,8:39.0,R. Westbrook makes free throw 1 of 2,,3,4
24,1,8:39.0,R. Westbrook makes free throw 2 of 2,,4,4
25,1,8:22.0,,E. Davis makes 2-pt dunk at rim (assist by W. Johnson),4,6
26,1,8:06.0,Turnover by A. Roberson (bad pass; steal by W. Johnson),,4,6
27,1,7:55.0,,R. Price makes 3-pt jump shot from 24 ft (assist by J. Hill),4,9
28,1,7:38.0,A. Roberson misses 2-pt jump shot from 4 ft (block by J. Hill),,4,9
29,1,7:35.0,,Defensive rebound by E. Davis,4,9
30,1,7:30.0,,R. Price makes 3-pt jump shot from 24 ft,4,12
31,1,7:23.0,Oklahoma City full timeout,,4,12
32,1,7:10.0,R. Westbrook misses 2-pt layup from 2 ft (block by E. Davis),,4,12
33,1,7:08.0,,Defensive rebound by E. Davis,4,12
34,1,6:58.0,,J. Hill makes 2-pt hook shot from 2 ft (assist by E. Davis),4,14
35,1,6:51.0,Oklahoma City full timeout,,4,14
36,1,6:51.0,N. Collison enters the game for S. Ibaka,,4,14
37,1,6:51.0,R. Jackson enters the game for P. Jones,,4,14
38,1,6:44.0,R. Westbrook makes 2-pt jump shot from 17 ft (assist by R. Jackson),,6,14
39,1,6:44.0,Shooting foul by R. Price (drawn by R. Westbrook),,6,14
40,1,6:44.0,R. Westbrook makes free throw 1 of 1,,7,14
41,1,6:26.0,,R. Price makes 3-pt jump shot from 24 ft (assist by E. Davis),7,17
42,1,6:00.0,R. Jackson misses 3-pt jump shot from 25 ft,,7,17
43,1,5:58.0,,Defensive rebound by K. Bryant,7,17
44,1,5:51.0,,R. Price misses 3-pt jump shot from 23 ft,7,17
45,1,5:50.0,Defensive rebound by R. Westbrook,,7,17
46,1,5:46.0,Shooting foul by W. Johnson (drawn by R. Westbrook),,7,17
47,1,5:46.0,R. Westbrook makes free throw 1 of 2,,8,17
48,1,5:46.0,,C. Boozer enters the game for J. Hill,8,17
49,1,5:46.0,R. Westbrook makes free throw 2 of 2,,9,17
50,1,5:26.0,,Turnover by K. Bryant (bad pass; steal by S. Adams),9,17
51,1,5:21.0,R. Westbrook makes 2-pt layup from 1 ft (assist by S. Adams),,11,17
52,1,4:54.0,,E. Davis makes 2-pt layup from 2 ft (assist by R. Price),11,19
53,1,4:38.0,,N. Young enters the game for W. Johnson,11,19
54,1,4:34.0,N. Collison misses 2-pt jump shot from 17 ft,,11,19
55,1,4:33.0,,Defensive rebound by N. Young,11,19
56,1,4:14.0,,R. Price makes 3-pt jump shot from 24 ft (assist by K. Bryant),11,22
57,1,3:54.0,A. Roberson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,14,22
58,1,3:38.0,,R. Price misses 3-pt jump shot from 24 ft,14,22
59,1,3:37.0,Defensive rebound by R. Westbrook,,14,22
60,1,3:29.0,R. Westbrook misses 3-pt jump shot from 24 ft,,14,22
61,1,3:27.0,Offensive rebound by N. Collison,,14,22
62,1,3:17.0,R. Jackson makes 3-pt jump shot from 25 ft,,17,22
63,1,2:57.0,,LA Lakers full timeout,17,22
64,1,2:57.0,,R. Sacre enters the game for E. Davis,17,22
65,1,2:57.0,,J. Lin enters the game for R. Price,17,22
66,1,2:57.0,A. Morrow enters the game for S. Adams,,17,22
67,1,2:57.0,S. Ibaka enters the game for R. Westbrook,,17,22
68,1,2:50.0,,K. Bryant misses 3-pt jump shot from 32 ft,17,22
69,1,2:50.0,,Offensive rebound by Team,17,22
70,1,2:50.0,,Turnover by Team (shot clock),17,22
71,1,2:32.0,S. Ibaka misses 3-pt jump shot from 22 ft,,17,22
72,1,2:30.0,,Defensive rebound by K. Bryant,17,22
73,1,2:15.0,,C. Boozer misses 2-pt layup from 2 ft,17,22
74,1,2:14.0,Defensive rebound by R. Jackson,,17,22
75,1,2:09.0,R. Jackson misses 2-pt jump shot from 16 ft,,17,22
76,1,2:08.0,,Defensive rebound by C. Boozer,17,22
77,1,1:47.0,,R. Sacre misses 2-pt jump shot from 11 ft,17,22
78,1,1:46.0,Defensive rebound by N. Collison,,17,22
79,1,1:33.0,N. Collison misses 3-pt jump shot from 25 ft,,17,22
80,1,1:31.0,,Defensive rebound by J. Lin,17,22
81,1,1:19.0,,R. Sacre misses 2-pt jump shot from 6 ft,17,22
82,1,1:17.0,Defensive rebound by N. Collison,,17,22
83,1,1:10.0,R. Jackson misses 2-pt layup from 2 ft,,17,22
84,1,1:09.0,,Defensive rebound by R. Sacre,17,22
85,1,0:55.0,,J. Lin makes 2-pt layup from 1 ft (assist by C. Boozer),17,24
86,1,0:43.0,S. Ibaka misses 2-pt jump shot from 19 ft,,17,24
87,1,0:42.0,,Defensive rebound by J. Lin,17,24
88,1,0:32.0,,J. Lin makes 2-pt jump shot from 6 ft,17,26
89,1,0:08.0,A. Morrow makes 2-pt layup from 1 ft,,19,26
90,1,0:08.0,Shooting foul by R. Sacre (drawn by A. Morrow),,19,26
91,1,0:08.0,A. Morrow makes free throw 1 of 1,,20,26
92,1,0:00.0,,N. Young misses 3-pt jump shot from 35 ft,20,26
93,1,0:00.0,,Offensive rebound by Team,20,26
94,2,11:47.0,,N. Young makes 3-pt jump shot from 25 ft (assist by C. Boozer),20,29
95,2,11:21.0,J. Lamb misses 3-pt jump shot from 24 ft,,20,29
96,2,11:19.0,Offensive rebound by A. Morrow,,20,29
97,2,11:16.0,A. Morrow misses 3-pt jump shot from 24 ft,,20,29
98,2,11:14.0,,Defensive rebound by R. Sacre,20,29
99,2,11:11.0,,Personal foul by N. Collison (drawn by N. Young),20,29
100,2,11:10.0,,Personal foul by R. Jackson (drawn by J. Lin),20,29
101,2,11:01.0,,C. Boozer makes 2-pt jump shot from 10 ft (assist by J. Lin),20,31
102,2,10:47.0,S. Ibaka misses 2-pt jump shot from 17 ft,,20,31
103,2,10:46.0,,Defensive rebound by J. Lin,20,31
104,2,10:39.0,,N. Young misses 3-pt jump shot from 25 ft,20,31
105,2,10:38.0,Defensive rebound by A. Morrow,,20,31
106,2,10:28.0,R. Jackson makes 2-pt layup from 2 ft,,22,31
107,2,10:17.0,,Turnover by J. Lin (bad pass; steal by N. Collison),22,31
108,2,10:11.0,R. Jackson makes 2-pt jump shot from 5 ft (assist by A. Morrow),,24,31
109,2,9:47.0,,N. Young misses 2-pt jump shot from 21 ft,24,31
110,2,9:46.0,Defensive rebound by Team,,24,31
111,2,9:35.0,J. Lamb misses 2-pt jump shot from 17 ft,,24,31
112,2,9:34.0,,Defensive rebound by W. Ellington,24,31
113,2,9:20.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by R. Sacre),24,34
114,2,8:58.0,S. Ibaka misses 2-pt jump shot from 15 ft,,24,34
115,2,8:57.0,,Defensive rebound by J. Lin,24,34
116,2,8:53.0,,Turnover by J. Lin (bad pass),24,34
117,2,8:53.0,Official timeout,,24,34
118,2,8:36.0,J. Lamb makes 2-pt jump shot from 16 ft,,26,34
119,2,8:25.0,,Shooting foul by A. Morrow (drawn by C. Boozer),26,34
120,2,8:25.0,,C. Boozer makes free throw 1 of 2,26,35
