,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
0,1,11:44.0,C. Paul misses 2-pt jump shot from 5 ft,,0,0
1,1,11:42.0,,Defensive rebound by D. Green,0,0
2,1,11:36.0,,H. Barnes misses 2-pt jump shot from 11 ft,0,0
3,1,11:35.0,Defensive rebound by D. Jordan,,0,0
4,1,11:13.0,B. Griffin misses 2-pt jump shot from 9 ft,,0,0
5,1,11:12.0,,Defensive rebound by A. Bogut,0,0
6,1,10:58.0,,D. Green makes 2-pt jump shot from 14 ft (assist by A. Bogut),0,2
7,1,10:46.0,J. Redick makes 2-pt jump shot from 11 ft,,2,2
8,1,10:46.0,Shooting foul by K. Thompson (drawn by J. Redick),,2,2
9,1,10:46.0,J. Redick makes free throw 1 of 1,,3,2
10,1,10:28.0,,S. Curry misses 3-pt jump shot from 24 ft,3,2
11,1,10:27.0,Defensive rebound by J. Redick,,3,2
12,1,10:23.0,Personal foul by S. Curry (drawn by J. Redick),,3,2
13,1,10:17.0,Turnover by J. Redick (bad pass; steal by D. Green),,3,2
14,1,10:01.0,,Turnover by D. Green (lost ball; steal by C. Paul),3,2
15,1,9:55.0,C. Paul misses 2-pt layup from 1 ft,,3,2
16,1,9:54.0,,Defensive rebound by A. Bogut,3,2
17,1,9:36.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Green),3,5
18,1,9:19.0,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),,5,5
19,1,9:10.0,,Turnover by S. Curry (bad pass; steal by C. Paul),5,5
20,1,9:06.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,7,5
21,1,8:49.0,,A. Bogut makes 2-pt dunk at rim (assist by H. Barnes),7,7
22,1,8:27.0,J. Redick misses 2-pt jump shot from 11 ft (block by K. Thompson),,7,7
23,1,8:25.0,,Defensive rebound by A. Bogut,7,7
24,1,8:17.0,,Turnover by S. Curry (bad pass; steal by D. Jordan),7,7
25,1,8:11.0,J. Redick misses 3-pt jump shot from 24 ft,,7,7
26,1,8:09.0,,Defensive rebound by K. Thompson,7,7
27,1,7:58.0,,K. Thompson misses 2-pt jump shot from 7 ft (block by D. Jordan),7,7
28,1,7:57.0,Defensive rebound by C. Paul,,7,7
29,1,7:52.0,B. Griffin misses 2-pt jump shot from 10 ft,,7,7
30,1,7:50.0,,Defensive rebound by A. Bogut,7,7
31,1,7:43.0,,S. Curry misses 2-pt jump shot from 3 ft,7,7
32,1,7:41.0,Defensive rebound by M. Barnes,,7,7
33,1,7:26.0,C. Paul misses 2-pt jump shot from 13 ft,,7,7
34,1,7:25.0,,Defensive rebound by A. Bogut,7,7
35,1,7:11.0,,Turnover by A. Bogut (bad pass),7,7
36,1,6:50.0,M. Barnes misses 3-pt jump shot from 25 ft,,7,7
37,1,6:48.0,Offensive rebound by D. Jordan,,7,7
38,1,6:48.0,Shooting foul by K. Thompson (drawn by D. Jordan),,7,7
39,1,6:48.0,D. Jordan makes free throw 1 of 2,,8,7
40,1,6:48.0,,L. Barbosa enters the game for K. Thompson,8,7
41,1,6:48.0,D. Jordan makes free throw 2 of 2,,9,7
42,1,6:40.0,,L. Barbosa misses 2-pt jump shot from 8 ft,9,7
43,1,6:39.0,Defensive rebound by D. Jordan,,9,7
44,1,6:31.0,B. Griffin misses 2-pt jump shot from 19 ft,,9,7
45,1,6:30.0,,Defensive rebound by A. Bogut,9,7
46,1,6:19.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Bogut),9,10
47,1,6:15.0,Turnover by B. Griffin (bad pass; steal by S. Curry),,9,10
48,1,6:11.0,,S. Curry makes 2-pt layup from 2 ft,9,12
49,1,6:00.0,B. Griffin misses 2-pt jump shot from 18 ft,,9,12
50,1,5:59.0,,Defensive rebound by A. Bogut,9,12
51,1,5:53.0,,Golden State full timeout,9,12
52,1,5:39.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by D. Green),9,14
53,1,5:13.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,11,14
54,1,4:53.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. Barbosa),11,17
55,1,4:34.0,B. Griffin misses 2-pt hook shot from 8 ft,,11,17
56,1,4:32.0,,Defensive rebound by S. Curry,11,17
57,1,4:26.0,,S. Curry makes 2-pt layup at rim,11,19
58,1,4:02.0,D. Jordan misses 2-pt hook shot from 5 ft,,11,19
59,1,4:00.0,,Defensive rebound by D. Green,11,19
60,1,3:50.0,,S. Curry misses 2-pt jump shot from 6 ft,11,19
61,1,3:49.0,,Offensive rebound by A. Bogut,11,19
62,1,3:49.0,,A. Bogut makes 2-pt dunk from 1 ft,11,21
63,1,3:36.0,LA Clippers full timeout,,11,21
64,1,3:36.0,J. Crawford enters the game for J. Redick,,11,21
65,1,3:36.0,,D. Lee enters the game for H. Barnes,11,21
66,1,3:36.0,,A. Iguodala enters the game for D. Green,11,21
67,1,3:21.0,B. Griffin makes 2-pt layup from 1 ft,,13,21
68,1,3:01.0,,L. Barbosa misses 3-pt jump shot from 24 ft,13,21
69,1,3:00.0,Defensive rebound by D. Jordan,,13,21
70,1,2:38.0,J. Crawford makes 2-pt jump shot from 13 ft (assist by C. Paul),,15,21
71,1,2:19.0,,L. Barbosa makes 2-pt jump shot from 17 ft (assist by A. Bogut),15,23
72,1,2:00.0,B. Griffin misses 2-pt jump shot from 20 ft,,15,23
73,1,1:59.0,,Defensive rebound by A. Bogut,15,23
74,1,1:54.0,,D. Lee misses 2-pt jump shot from 3 ft,15,23
75,1,1:52.0,Defensive rebound by J. Crawford,,15,23
76,1,1:48.0,Personal foul by L. Barbosa (drawn by J. Crawford),,15,23
77,1,1:48.0,S. Hawes enters the game for D. Jordan,,15,23
78,1,1:48.0,R. Bullock enters the game for M. Barnes,,15,23
79,1,1:48.0,,S. Livingston enters the game for S. Curry,15,23
80,1,1:48.0,,F. Ezeli enters the game for A. Bogut,15,23
81,1,1:36.0,,Violation by S. Livingston (kicked ball),15,23
82,1,1:31.0,C. Paul misses 3-pt jump shot from 24 ft,,15,23
83,1,1:30.0,,Defensive rebound by F. Ezeli,15,23
84,1,1:17.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Livingston),15,25
85,1,1:04.0,J. Crawford makes 2-pt jump shot from 9 ft,,17,25
86,1,1:00.0,,Turnover by D. Lee (bad pass; steal by C. Paul),17,25
87,1,0:55.0,R. Bullock makes 3-pt jump shot from 23 ft (assist by C. Paul),,20,25
88,1,0:34.0,,D. Lee makes 2-pt jump shot from 15 ft,20,27
89,1,0:16.0,S. Hawes misses 3-pt jump shot from 25 ft,,20,27
90,1,0:15.0,,Defensive rebound by Team,20,27
91,1,0:15.0,J. Farmar enters the game for C. Paul,,20,27
92,1,0:04.0,,L. Barbosa makes 3-pt jump shot from 26 ft (assist by S. Livingston),20,30
93,1,0:00.0,J. Crawford misses 3-pt jump shot from 36 ft,,20,30
94,1,0:00.0,Offensive rebound by Team,,20,30
95,2,11:42.0,,D. Lee makes 2-pt hook shot from 8 ft,20,32
96,2,11:26.0,Personal foul by F. Ezeli (drawn by B. Griffin),,20,32
97,2,11:12.0,Turnover by Team (shot clock),,20,32
98,2,10:52.0,,S. Livingston makes 2-pt hook shot from 12 ft,20,34
99,2,10:33.0,J. Farmar misses 2-pt jump shot from 20 ft,,20,34
100,2,10:32.0,Offensive rebound by Team,,20,34
101,2,10:27.0,J. Crawford makes 2-pt layup from 1 ft (assist by J. Farmar),,22,34
102,2,10:20.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by S. Livingston),22,36
103,2,10:11.0,J. Farmar makes 3-pt jump shot from 23 ft (assist by R. Bullock),,25,36
104,2,9:58.0,,D. Lee makes 2-pt jump shot from 16 ft (assist by S. Livingston),25,38
105,2,9:48.0,Turnover by J. Crawford (bad pass; steal by F. Ezeli),,25,38
106,2,9:38.0,,Turnover by F. Ezeli (lost ball),25,38
107,2,9:38.0,D. Jordan enters the game for B. Griffin,,25,38
108,2,9:24.0,D. Jordan makes 2-pt dunk at rim (assist by J. Farmar),,27,38
109,2,9:08.0,,Offensive foul by F. Ezeli (drawn by J. Farmar),27,38
110,2,9:08.0,,Turnover by F. Ezeli (offensive foul),27,38
111,2,9:08.0,,K. Thompson enters the game for L. Barbosa,27,38
112,2,8:56.0,Turnover by J. Farmar (lost ball; steal by A. Iguodala),,27,38
113,2,8:52.0,,Turnover by A. Iguodala (bad pass; steal by J. Crawford),27,38
114,2,8:51.0,Turnover by J. Crawford (bad pass),,27,38
115,2,8:51.0,Official timeout,,27,38
116,2,8:51.0,,D. Green enters the game for D. Lee,27,38
117,2,8:33.0,,K. Thompson misses 2-pt jump shot from 13 ft,27,38
118,2,8:32.0,Defensive rebound by R. Bullock,,27,38
119,2,8:09.0,J. Farmar misses 2-pt jump shot from 16 ft (block by D. Green),,27,38
120,2,8:08.0,Offensive rebound by Team,,27,38
121,2,8:08.0,Turnover by Team (shot clock),,27,38
122,2,7:45.0,,Turnover by F. Ezeli (lost ball; steal by J. Farmar),27,38
123,2,7:40.0,D. Jordan makes 2-pt dunk at rim (assist by J. Farmar),,29,38
124,2,7:19.0,,F. Ezeli misses 2-pt jump shot from 7 ft,29,38
125,2,7:19.0,,Offensive rebound by Team,29,38
126,2,7:18.0,,A. Bogut enters the game for F. Ezeli,29,38
127,2,7:18.0,,S. Curry enters the game for S. Livingston,29,38
128,2,7:18.0,C. Paul enters the game for J. Farmar,,29,38
129,2,7:15.0,,D. Green makes 3-pt jump shot from 27 ft (assist by S. Curry),29,41
130,2,6:59.0,J. Crawford misses 2-pt jump shot from 18 ft,,29,41
131,2,6:58.0,,Defensive rebound by A. Bogut,29,41
132,2,6:39.0,,D. Green misses 3-pt jump shot from 27 ft,29,41
133,2,6:38.0,Defensive rebound by D. Jordan,,29,41
134,2,6:29.0,C. Paul misses 2-pt jump shot from 18 ft,,29,41
135,2,6:28.0,Offensive rebound by D. Jordan,,29,41
136,2,6:28.0,D. Jordan misses 2-pt dunk at rim,,29,41
137,2,6:26.0,,Defensive rebound by S. Curry,29,41
138,2,6:18.0,,S. Curry makes 2-pt jump shot from 17 ft,29,43
139,2,6:02.0,J. Crawford misses 3-pt jump shot from 27 ft,,29,43
140,2,6:02.0,,Defensive rebound by Team,29,43
141,2,6:02.0,J. Redick enters the game for R. Bullock,,29,43
142,2,6:02.0,B. Griffin enters the game for S. Hawes,,29,43
143,2,5:50.0,,A. Bogut misses 2-pt hook shot from 7 ft,29,43
144,2,5:49.0,Defensive rebound by C. Paul,,29,43
145,2,5:33.0,Turnover by C. Paul (lost ball),,29,43
146,2,5:33.0,,Golden State full timeout,29,43
147,2,5:22.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by A. Iguodala),29,46
148,2,4:57.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,31,46
149,2,4:42.0,,K. Thompson makes 2-pt jump shot from 18 ft,31,48
150,2,4:38.0,M. Barnes enters the game for J. Crawford,,31,48
151,2,4:38.0,,H. Barnes enters the game for A. Iguodala,31,48
152,2,4:30.0,Turnover by J. Redick (lost ball),,31,48
