,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
0,1,11:41.0,J. Sullinger misses 3-pt jump shot from 25 ft,,0,0
1,1,11:39.0,,Defensive rebound by H. Thompson,0,0
2,1,11:24.0,,Personal foul by T. Zeller (drawn by L. Mbah a Moute),0,0
3,1,11:17.0,,Shooting foul by T. Zeller (drawn by L. Mbah a Moute),0,0
4,1,11:17.0,,L. Mbah a Moute misses free throw 1 of 2,0,0
5,1,11:17.0,,Offensive rebound by Team,0,0
6,1,11:17.0,,L. Mbah a Moute makes free throw 2 of 2,0,1
7,1,11:00.0,J. Green misses 3-pt jump shot from 24 ft,,0,1
8,1,10:58.0,,Defensive rebound by L. Mbah a Moute,0,1
9,1,10:52.0,,H. Thompson misses 2-pt jump shot from 21 ft,0,1
10,1,10:49.0,,Offensive rebound by R. Covington,0,1
11,1,10:48.0,,R. Covington misses 2-pt jump shot from 5 ft,0,1
12,1,10:46.0,Defensive rebound by T. Zeller,,0,1
13,1,10:35.0,A. Bradley misses 2-pt jump shot from 13 ft,,0,1
14,1,10:33.0,Offensive rebound by R. Rondo,,0,1
15,1,10:30.0,R. Rondo misses 2-pt jump shot from 3 ft,,0,1
16,1,10:28.0,,Defensive rebound by R. Covington,0,1
17,1,10:21.0,,R. Covington misses 3-pt jump shot from 24 ft,0,1
18,1,10:19.0,,Offensive rebound by N. Noel,0,1
19,1,10:15.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Noel),0,4
20,1,10:05.0,J. Green misses 2-pt jump shot from 5 ft,,0,4
21,1,10:02.0,,Defensive rebound by H. Thompson,0,4
22,1,9:54.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft,0,4
23,1,9:52.0,Defensive rebound by R. Rondo,,0,4
24,1,9:33.0,T. Zeller misses 2-pt jump shot from 4 ft,,0,4
25,1,9:32.0,Offensive rebound by J. Sullinger,,0,4
26,1,9:32.0,J. Sullinger misses 2-pt layup from 1 ft (block by R. Covington),,0,4
27,1,9:32.0,Offensive rebound by Team,,0,4
28,1,9:32.0,K. Olynyk enters the game for T. Zeller,,0,4
29,1,9:25.0,A. Bradley misses 3-pt jump shot from 25 ft,,0,4
