,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
75,1,2:45.0,B. Gordon misses 2-pt jump shot from 18 ft,,18,30
76,1,2:44.0,,Defensive rebound by G. Monroe,18,30
77,1,2:34.0,,Shooting foul by N. Vučević (drawn by G. Monroe),18,30
78,1,2:34.0,,G. Monroe makes free throw 1 of 2,18,31
79,1,2:34.0,K. O'Quinn enters the game for N. Vučević,,18,31
80,1,2:34.0,,G. Monroe makes free throw 2 of 2,18,32
81,1,2:25.0,K. O'Quinn makes 2-pt jump shot from 5 ft (assist by B. Gordon),,20,32
82,1,2:09.0,,B. Jennings misses 3-pt jump shot from 24 ft,20,32
83,1,2:08.0,Defensive rebound by T. Harris,,20,32
84,1,1:59.0,T. Harris misses 2-pt jump shot from 3 ft,,20,32
85,1,1:58.0,,Defensive rebound by G. Monroe,20,32
86,1,1:54.0,,B. Jennings misses 2-pt jump shot from 4 ft,20,32
87,1,1:54.0,,Offensive rebound by Team,20,32
88,1,1:54.0,Loose ball foul by T. Harris (drawn by G. Monroe),,20,32
89,1,1:40.0,,A. Tolliver misses 3-pt jump shot from 23 ft (block by A. Gordon),20,32
90,1,1:40.0,,Offensive rebound by Team,20,32
91,1,1:40.0,,D. Augustin enters the game for B. Jennings,20,32
92,1,1:33.0,,C. Butler makes 3-pt jump shot from 25 ft (assist by D. Augustin),20,35
93,1,1:21.0,K. O'Quinn makes 2-pt hook shot from 7 ft (assist by T. Harris),,22,35
94,1,1:08.0,,Turnover by J. Meeks (lost ball; steal by A. Gordon),22,35
95,1,1:02.0,A. Gordon makes 2-pt layup at rim (assist by L. Ridnour),,24,35
96,1,0:45.0,,J. Meeks misses 2-pt jump shot from 6 ft,24,35
97,1,0:44.0,Defensive rebound by L. Ridnour,,24,35
98,1,0:25.0,T. Harris misses 3-pt jump shot from 25 ft,,24,35
99,1,0:24.0,,Defensive rebound by A. Tolliver,24,35
100,1,0:03.0,,D. Augustin misses 2-pt layup at rim,24,35
101,1,0:02.0,Defensive rebound by L. Ridnour,,24,35
102,2,11:46.0,,J. Meeks misses 2-pt jump shot from 3 ft,24,35
103,2,11:46.0,Defensive rebound by Team,,24,35
104,2,11:46.0,,Loose ball foul by A. Drummond (drawn by K. O'Quinn),24,35
105,2,11:31.0,K. O'Quinn misses 3-pt jump shot from 26 ft,,24,35
106,2,11:30.0,,Defensive rebound by A. Tolliver,24,35
107,2,11:20.0,,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),24,37
108,2,11:05.0,K. O'Quinn makes 2-pt hook shot from 5 ft (assist by E. Payton),,26,37
109,2,10:38.0,,C. Butler makes 2-pt jump shot from 13 ft,26,39
110,2,10:30.0,Turnover by K. O'Quinn (bad pass; steal by A. Tolliver),,26,39
111,2,10:30.0,,Personal foul by T. Harris (drawn by A. Tolliver),26,39
112,2,10:30.0,N. Vučević enters the game for K. O'Quinn,,26,39
113,2,10:23.0,,Offensive foul by A. Drummond (drawn by E. Payton),26,39
114,2,10:23.0,,Turnover by A. Drummond (offensive foul),26,39
115,2,10:23.0,,J. Anthony enters the game for A. Drummond,26,39
116,2,10:14.0,Turnover by E. Payton (bad pass; steal by C. Butler),,26,39
117,2,10:06.0,,C. Butler misses 2-pt layup from 1 ft,26,39
118,2,10:03.0,Defensive rebound by N. Vučević,,26,39
119,2,9:55.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by V. Oladipo),,28,39
120,2,9:44.0,,D. Augustin misses 2-pt jump shot from 8 ft,28,39
121,2,9:42.0,,Offensive rebound by Team,28,39
122,2,9:42.0,,K. Caldwell-Pope enters the game for C. Butler,28,39
123,2,9:18.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,28,39
124,2,9:17.0,,Offensive rebound by A. Tolliver,28,39
125,2,9:10.0,,Detroit full timeout,28,39
126,2,8:58.0,,J. Meeks makes 2-pt layup at rim (assist by D. Augustin),28,41
127,2,8:41.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,31,41
128,2,8:28.0,,D. Augustin makes 3-pt jump shot from 26 ft,31,44
129,2,8:04.0,T. Harris misses 2-pt jump shot from 3 ft,,31,44
130,2,8:03.0,,Defensive rebound by J. Anthony,31,44
131,2,7:46.0,,A. Tolliver misses 3-pt jump shot from 25 ft,31,44
132,2,7:45.0,Defensive rebound by N. Vučević,,31,44
133,2,7:38.0,T. Harris misses 2-pt jump shot from 13 ft,,31,44
134,2,7:37.0,,Defensive rebound by J. Anthony,31,44
135,2,7:24.0,,J. Anthony makes 2-pt layup at rim (assist by J. Meeks),31,46
136,2,7:24.0,Orlando full timeout,,31,46
137,2,7:06.0,T. Harris misses 2-pt jump shot from 5 ft,,31,46
138,2,7:05.0,,Defensive rebound by Team,31,46
139,2,6:49.0,,D. Augustin misses 2-pt layup at rim,31,46
140,2,6:46.0,Defensive rebound by N. Vučević,,31,46
141,2,6:36.0,E. Fournier misses 2-pt layup at rim,,31,46
142,2,6:35.0,Offensive rebound by N. Vučević,,31,46
143,2,6:33.0,N. Vučević makes 2-pt layup from 1 ft,,33,46
144,2,6:11.0,,D. Augustin makes 2-pt jump shot from 7 ft,33,48
145,2,6:02.0,N. Vučević misses 2-pt jump shot from 9 ft,,33,48
146,2,6:01.0,,Defensive rebound by A. Tolliver,33,48
147,2,5:46.0,,J. Meeks misses 3-pt jump shot from 26 ft,33,48
148,2,5:45.0,Defensive rebound by V. Oladipo,,33,48
149,2,5:35.0,V. Oladipo makes 2-pt jump shot from 19 ft,,35,48
150,2,5:13.0,,K. Caldwell-Pope misses 2-pt layup at rim,35,48
151,2,5:11.0,Defensive rebound by N. Vučević,,35,48
152,2,5:06.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,38,48
153,2,4:49.0,,D. Augustin misses 2-pt jump shot from 5 ft,38,48
154,2,4:49.0,,Offensive rebound by J. Anthony,38,48
155,2,4:49.0,,Shooting foul by E. Fournier (drawn by J. Anthony),38,48
156,2,4:49.0,,J. Anthony makes free throw 1 of 2,38,49
157,2,4:49.0,D. Marble enters the game for E. Payton,,38,49
158,2,4:49.0,L. Ridnour enters the game for T. Harris,,38,49
159,2,4:49.0,C. Frye enters the game for E. Fournier,,38,49
160,2,4:49.0,,K. Singler enters the game for J. Meeks,38,49
161,2,4:49.0,,J. Anthony makes free throw 2 of 2,38,50
162,2,4:40.0,V. Oladipo misses 2-pt layup from 1 ft,,38,50
163,2,4:37.0,Offensive rebound by N. Vučević,,38,50
164,2,4:36.0,N. Vučević makes 2-pt tip-in at rim,,40,50
165,2,4:20.0,,D. Augustin misses 2-pt jump shot from 8 ft,40,50
166,2,4:19.0,Defensive rebound by D. Marble,,40,50
167,2,4:11.0,L. Ridnour misses 3-pt jump shot from 26 ft,,40,50
168,2,4:10.0,,Defensive rebound by D. Augustin,40,50
169,2,4:00.0,,A. Tolliver makes 2-pt jump shot from 7 ft (assist by D. Augustin),40,52
170,2,3:48.0,L. Ridnour makes 2-pt jump shot from 9 ft,,42,52
171,2,3:29.0,,J. Anthony misses 2-pt hook shot from 4 ft,42,52
172,2,3:26.0,Defensive rebound by V. Oladipo,,42,52
173,2,3:20.0,V. Oladipo makes 2-pt jump shot from 8 ft,,44,52
174,2,2:58.0,,Turnover by D. Augustin (bad pass),44,52
175,2,2:58.0,Official timeout,,44,52
176,2,2:58.0,,B. Jennings enters the game for D. Augustin,44,52
177,2,2:58.0,,G. Monroe enters the game for J. Anthony,44,52
178,2,2:49.0,V. Oladipo makes 2-pt layup at rim (assist by L. Ridnour),,46,52
179,2,2:32.0,,G. Monroe makes 2-pt hook shot from 5 ft (assist by A. Tolliver),46,54
180,2,2:17.0,V. Oladipo misses 2-pt jump shot from 18 ft,,46,54
181,2,2:15.0,,Defensive rebound by G. Monroe,46,54
182,2,2:05.0,,K. Singler misses 3-pt jump shot from 25 ft,46,54
183,2,2:04.0,,Offensive rebound by G. Monroe,46,54
184,2,1:54.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft (assist by G. Monroe),46,56
185,2,1:39.0,V. Oladipo misses 2-pt jump shot from 7 ft (block by G. Monroe),,46,56
186,2,1:38.0,,Defensive rebound by A. Tolliver,46,56
187,2,1:33.0,,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),46,58
188,2,1:23.0,N. Vučević misses 2-pt jump shot from 16 ft,,46,58
189,2,1:22.0,,Defensive rebound by K. Caldwell-Pope,46,58
190,2,1:13.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,46,58
191,2,1:12.0,Defensive rebound by D. Marble,,46,58
192,2,1:00.0,L. Ridnour makes 2-pt jump shot from 17 ft,,48,58
193,2,0:50.0,E. Payton enters the game for L. Ridnour,,48,58
194,2,0:46.0,,G. Monroe makes 2-pt hook shot from 4 ft (assist by B. Jennings),48,60
195,2,0:39.0,,Offensive charge foul by V. Oladipo (drawn by G. Monroe),48,60
196,2,0:39.0,Turnover by V. Oladipo (offensive foul),,48,60
197,2,0:39.0,E. Fournier enters the game for V. Oladipo,,48,60
198,2,0:26.0,,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),48,62
199,2,0:05.0,N. Vučević misses 2-pt hook shot from 4 ft,,48,62
200,2,0:03.0,,Defensive rebound by G. Monroe,48,62
201,2,0:01.0,,K. Singler makes 3-pt jump shot from 23 ft (assist by B. Jennings),48,65
202,3,11:38.0,,G. Monroe makes 2-pt hook shot from 6 ft (assist by K. Singler),48,67
203,3,11:15.0,E. Payton misses 2-pt jump shot from 5 ft,,48,67
204,3,11:14.0,Offensive rebound by N. Vučević,,48,67
205,3,11:11.0,N. Vučević makes 2-pt hook shot from 5 ft,,50,67
206,3,10:53.0,,A. Drummond makes 2-pt hook shot from 5 ft,50,69
207,3,10:40.0,N. Vučević misses 2-pt hook shot from 6 ft,,50,69
208,3,10:39.0,Offensive rebound by E. Payton,,50,69
209,3,10:37.0,E. Payton misses 2-pt tip-in at rim,,50,69
210,3,10:34.0,,Defensive rebound by G. Monroe,50,69
211,3,10:31.0,,A. Drummond makes 2-pt dunk at rim (assist by B. Jennings),50,71
212,3,10:22.0,N. Vučević makes 2-pt jump shot from 10 ft (assist by E. Payton),,52,71
213,3,10:04.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,52,71
214,3,10:03.0,,Offensive rebound by A. Drummond,52,71
215,3,10:02.0,,A. Drummond misses 2-pt tip-in from 2 ft,52,71
216,3,10:00.0,Defensive rebound by E. Payton,,52,71
217,3,9:47.0,C. Frye makes 3-pt jump shot from 26 ft (assist by D. Marble),,55,71
218,3,9:31.0,,B. Jennings misses 3-pt jump shot from 26 ft,55,71
219,3,9:30.0,Defensive rebound by N. Vučević,,55,71
220,3,9:20.0,C. Frye misses 3-pt jump shot from 26 ft,,55,71
221,3,9:19.0,,Defensive rebound by K. Singler,55,71
222,3,9:05.0,,Shooting foul by N. Vučević (drawn by K. Singler),55,71
223,3,9:05.0,,K. Singler makes free throw 1 of 2,55,72
224,3,9:05.0,,K. Singler makes free throw 2 of 2,55,73
225,3,8:47.0,V. Oladipo misses 2-pt jump shot from 20 ft,,55,73
226,3,8:46.0,,Defensive rebound by A. Drummond,55,73
227,3,8:38.0,,Turnover by B. Jennings (bad pass; steal by V. Oladipo),55,73
228,3,8:25.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),,57,73
229,3,8:08.0,,A. Drummond makes 2-pt layup at rim (assist by G. Monroe),57,75
230,3,8:06.0,Turnover by E. Payton (traveling),,57,75
231,3,7:53.0,,Turnover by A. Drummond (3 sec),57,75
232,3,7:38.0,Personal foul by G. Monroe (drawn by C. Frye),,57,75
233,3,7:31.0,V. Oladipo makes 2-pt jump shot from 14 ft,,59,75
234,3,7:04.0,,Turnover by K. Singler (bad pass; steal by C. Frye),59,75
235,3,6:57.0,C. Frye makes 3-pt jump shot from 26 ft (assist by E. Payton),,62,75
236,3,6:42.0,,Personal foul by D. Marble (drawn by B. Jennings),62,75
237,3,6:37.0,,B. Jennings makes 2-pt jump shot from 7 ft,62,77
238,3,6:37.0,,Shooting foul by D. Marble (drawn by B. Jennings),62,77
239,3,6:37.0,,B. Jennings makes free throw 1 of 1,62,78
240,3,6:21.0,C. Frye makes 2-pt jump shot from 19 ft (assist by E. Payton),,64,78
241,3,6:09.0,,B. Jennings makes 2-pt jump shot from 15 ft,64,80
242,3,6:02.0,Personal foul by K. Singler (drawn by E. Payton),,64,80
243,3,6:02.0,,A. Tolliver enters the game for G. Monroe,64,80
244,3,5:55.0,V. Oladipo makes 2-pt layup from 1 ft,,66,80
245,3,5:38.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by B. Jennings),66,82
246,3,5:28.0,V. Oladipo makes 3-pt jump shot from 26 ft,,69,82
247,3,5:14.0,,A. Tolliver misses 3-pt jump shot from 25 ft,69,82
248,3,5:13.0,Defensive rebound by V. Oladipo,,69,82
249,3,4:59.0,V. Oladipo misses 2-pt jump shot from 7 ft,,69,82
250,3,4:59.0,,Defensive rebound by K. Caldwell-Pope,69,82
251,3,4:59.0,,Personal foul by V. Oladipo (drawn by K. Caldwell-Pope),69,82
252,3,4:59.0,,Detroit full timeout,69,82
253,3,4:45.0,,K. Singler makes 3-pt jump shot from 24 ft (assist by B. Jennings),69,85
254,3,4:26.0,V. Oladipo makes 2-pt layup at rim,,71,85
255,3,4:10.0,,B. Jennings misses 2-pt layup at rim,71,85
256,3,4:09.0,Defensive rebound by N. Vučević,,71,85
257,3,3:51.0,D. Marble misses 3-pt jump shot from 23 ft,,71,85
258,3,3:50.0,,Defensive rebound by K. Singler,71,85
259,3,3:46.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by B. Jennings),71,87
260,3,3:36.0,E. Payton misses 2-pt layup from 1 ft,,71,87
261,3,3:35.0,Offensive rebound by N. Vučević,,71,87
262,3,3:25.0,N. Vučević makes 2-pt layup at rim,,73,87
263,3,3:24.0,,Personal foul by D. Marble (drawn by B. Jennings),73,87
264,3,3:24.0,,B. Jennings makes free throw 1 of 2,73,88
265,3,3:24.0,W. Green enters the game for E. Payton,,73,88
266,3,3:24.0,E. Fournier enters the game for D. Marble,,73,88
267,3,3:24.0,,B. Jennings misses free throw 2 of 2,73,88
268,3,3:24.0,Defensive rebound by N. Vučević,,73,88
269,3,3:08.0,N. Vučević misses 2-pt layup from 1 ft,,73,88
270,3,3:07.0,Offensive rebound by N. Vučević,,73,88
271,3,3:06.0,N. Vučević misses 2-pt tip-in at rim,,73,88
272,3,3:06.0,,Defensive rebound by A. Drummond,73,88
273,3,2:58.0,,B. Jennings makes 2-pt layup at rim,73,90
274,3,2:53.0,Orlando full timeout,,73,90
275,3,2:53.0,A. Gordon enters the game for C. Frye,,73,90
276,3,2:53.0,T. Harris enters the game for V. Oladipo,,73,90
277,3,2:37.0,N. Vučević misses 2-pt jump shot from 16 ft,,73,90
278,3,2:35.0,,Defensive rebound by A. Drummond,73,90
279,3,2:25.0,,A. Drummond makes 2-pt dunk at rim (assist by B. Jennings),73,92
280,3,2:16.0,Shooting foul by K. Caldwell-Pope (drawn by E. Fournier),,73,92
281,3,2:16.0,E. Fournier makes free throw 1 of 2,,74,92
282,3,2:16.0,,J. Meeks enters the game for K. Caldwell-Pope,74,92
283,3,2:16.0,K. O'Quinn enters the game for N. Vučević,,74,92
284,3,2:16.0,E. Fournier makes free throw 2 of 2,,75,92
285,3,2:05.0,,B. Jennings misses 2-pt jump shot from 19 ft,75,92
286,3,2:04.0,,Offensive rebound by A. Drummond,75,92
287,3,2:03.0,,A. Drummond misses 2-pt tip-in from 1 ft,75,92
288,3,2:02.0,,Offensive rebound by A. Tolliver,75,92
289,3,2:01.0,,A. Tolliver misses 2-pt tip-in at rim,75,92
290,3,2:01.0,,Offensive rebound by Team,75,92
291,3,1:51.0,,Turnover by A. Drummond (3 sec),75,92
292,3,1:43.0,E. Fournier makes 2-pt layup at rim (assist by W. Green),,77,92
293,3,1:29.0,,Shooting foul by T. Harris (drawn by A. Tolliver),77,92
294,3,1:29.0,,A. Tolliver makes free throw 1 of 2,77,93
295,3,1:29.0,,A. Tolliver makes free throw 2 of 2,77,94
296,3,1:09.0,T. Harris makes 2-pt jump shot from 17 ft (assist by W. Green),,79,94
297,3,0:55.0,,B. Jennings makes 2-pt layup from 1 ft,79,96
298,3,0:43.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by E. Fournier),,81,96
299,3,0:26.0,,K. Singler misses 2-pt jump shot from 20 ft,81,96
300,3,0:23.0,Defensive rebound by T. Harris,,81,96
301,3,0:01.0,T. Harris makes 3-pt jump shot from 24 ft (assist by E. Fournier),,84,96
302,4,11:44.0,T. Harris misses 2-pt jump shot from 6 ft (block by A. Tolliver),,84,96
303,4,11:42.0,,Defensive rebound by A. Tolliver,84,96
304,4,11:29.0,,G. Monroe makes 2-pt layup at rim (assist by D. Augustin),84,98
305,4,11:08.0,K. O'Quinn misses 2-pt jump shot from 19 ft,,84,98
306,4,11:07.0,,Defensive rebound by C. Butler,84,98
307,4,11:01.0,,Personal foul by W. Green (drawn by D. Augustin),84,98
308,4,10:54.0,,D. Augustin misses 3-pt jump shot from 26 ft,84,98
309,4,10:53.0,Defensive rebound by A. Gordon,,84,98
310,4,10:38.0,W. Green misses 3-pt jump shot from 24 ft,,84,98
311,4,10:37.0,,Defensive rebound by C. Butler,84,98
312,4,10:26.0,,G. Monroe misses 2-pt hook shot from 6 ft (block by K. O'Quinn),84,98
313,4,10:25.0,,Offensive rebound by Team,84,98
314,4,10:13.0,,G. Monroe misses 2-pt layup at rim,84,98
315,4,10:12.0,Defensive rebound by T. Harris,,84,98
316,4,10:06.0,T. Harris makes 2-pt layup at rim (assist by W. Green),,86,98
317,4,10:06.0,Shooting foul by G. Monroe (drawn by T. Harris),,86,98
318,4,10:06.0,T. Harris makes free throw 1 of 1,,87,98
319,4,9:56.0,,D. Augustin misses 2-pt jump shot from 9 ft,87,98
320,4,9:56.0,,Offensive rebound by G. Monroe,87,98
321,4,9:53.0,,G. Monroe misses 2-pt jump shot from 3 ft (block by K. O'Quinn),87,98
322,4,9:51.0,Defensive rebound by E. Fournier,,87,98
323,4,9:44.0,Turnover by W. Green (bad pass; steal by J. Meeks),,87,98
324,4,9:44.0,,Personal foul by E. Fournier (drawn by J. Meeks),87,98
325,4,9:30.0,,C. Butler misses 2-pt jump shot from 11 ft,87,98
326,4,9:27.0,,Offensive rebound by D. Augustin,87,98
327,4,9:20.0,,C. Butler misses 3-pt jump shot from 26 ft,87,98
328,4,9:19.0,Defensive rebound by Team,,87,98
329,4,9:19.0,,Loose ball foul by G. Monroe (drawn by K. O'Quinn),87,98
330,4,9:06.0,E. Fournier misses 2-pt jump shot from 6 ft,,87,98
331,4,9:05.0,Offensive rebound by T. Harris,,87,98
332,4,9:03.0,T. Harris makes 2-pt layup at rim,,89,98
333,4,8:47.0,,Turnover by D. Augustin (bad pass; steal by W. Green),89,98
334,4,8:40.0,K. O'Quinn makes 2-pt layup at rim (assist by W. Green),,91,98
335,4,8:33.0,,Detroit full timeout,91,98
336,4,8:33.0,V. Oladipo enters the game for A. Gordon,,91,98
337,4,8:22.0,,G. Monroe misses 2-pt layup at rim,91,98
338,4,8:20.0,Defensive rebound by K. O'Quinn,,91,98
339,4,8:02.0,K. O'Quinn makes 2-pt layup at rim (assist by E. Fournier),,93,98
340,4,7:43.0,Offensive charge foul by G. Monroe (drawn by K. O'Quinn),,93,98
341,4,7:43.0,,Turnover by G. Monroe (offensive foul),93,98
342,4,7:43.0,,K. Caldwell-Pope enters the game for C. Butler,93,98
343,4,7:43.0,,A. Drummond enters the game for G. Monroe,93,98
344,4,7:31.0,T. Harris makes 2-pt layup at rim (assist by K. O'Quinn),,95,98
345,4,7:31.0,Shooting foul by A. Tolliver (drawn by V. Oladipo),,95,98
346,4,7:31.0,,B. Jennings enters the game for D. Augustin,95,98
347,4,7:31.0,T. Harris makes free throw 1 of 1,,96,98
348,4,7:08.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Meeks),96,101
349,4,7:08.0,,Shooting foul by E. Fournier (drawn by K. Caldwell-Pope),96,101
350,4,7:08.0,,K. Caldwell-Pope makes free throw 1 of 1,96,102
351,4,6:55.0,Shooting foul by J. Meeks (drawn by E. Fournier),,96,102
352,4,6:55.0,E. Fournier makes free throw 1 of 2,,97,102
353,4,6:55.0,E. Fournier makes free throw 2 of 2,,98,102
354,4,6:42.0,,Turnover by B. Jennings (lost ball; steal by W. Green),98,102
355,4,6:40.0,Shooting foul by J. Meeks (drawn by V. Oladipo),,98,102
356,4,6:40.0,V. Oladipo makes free throw 1 of 2,,99,102
357,4,6:40.0,V. Oladipo makes free throw 2 of 2,,100,102
358,4,6:22.0,,B. Jennings makes 2-pt jump shot from 13 ft,100,104
359,4,6:16.0,Orlando full timeout,,100,104
360,4,6:06.0,K. O'Quinn misses 2-pt jump shot from 15 ft,,100,104
361,4,6:04.0,,Defensive rebound by A. Drummond,100,104
362,4,5:54.0,,B. Jennings makes 2-pt jump shot from 9 ft,100,106
363,4,5:40.0,W. Green misses 2-pt jump shot from 18 ft,,100,106
364,4,5:39.0,,Defensive rebound by A. Drummond,100,106
365,4,5:30.0,,B. Jennings misses 3-pt jump shot from 26 ft,100,106
366,4,5:29.0,Defensive rebound by E. Fournier,,100,106
367,4,5:24.0,Turnover by E. Fournier (bad pass; steal by A. Drummond),,100,106
368,4,5:20.0,,Shooting foul by V. Oladipo (drawn by J. Meeks),100,106
369,4,5:20.0,,J. Meeks makes free throw 1 of 2,100,107
370,4,5:20.0,N. Vučević enters the game for K. O'Quinn,,100,107
371,4,5:20.0,E. Payton enters the game for W. Green,,100,107
372,4,5:20.0,,J. Meeks makes free throw 2 of 2,100,108
373,4,5:07.0,Turnover by V. Oladipo (bad pass; steal by A. Drummond),,100,108
374,4,5:04.0,,Turnover by A. Drummond (bad pass; steal by E. Fournier),100,108
375,4,5:02.0,Shooting foul by A. Drummond (drawn by N. Vučević),,100,108
