,QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
95,1,0:01.0,,R. Stuckey misses 3-pt jump shot from 27 ft,28,26
96,1,0:00.0,,Offensive rebound by Team,28,26
97,2,11:37.0,C. Frye misses 2-pt jump shot from 18 ft,,28,26
98,2,11:36.0,,Defensive rebound by C. Watson,28,26
99,2,11:18.0,,Personal foul by C. Frye (drawn by L. Scola),28,26
100,2,11:08.0,,I. Mahinmi makes 2-pt layup from 1 ft,28,28
101,2,10:48.0,A. Nicholson misses 2-pt jump shot from 13 ft,,28,28
102,2,10:47.0,,Defensive rebound by R. Stuckey,28,28
103,2,10:36.0,,D. Rudež makes 3-pt jump shot from 23 ft (assist by C. Watson),28,31
104,2,10:26.0,Personal block foul by L. Scola (drawn by L. Ridnour),,28,31
105,2,10:16.0,A. Gordon misses 2-pt jump shot from 12 ft,,28,31
106,2,10:15.0,,Defensive rebound by R. Stuckey,28,31
107,2,10:09.0,,Personal foul by C. Frye (drawn by I. Mahinmi),28,31
108,2,10:09.0,M. Harkless enters the game for C. Frye,,28,31
109,2,9:57.0,,R. Stuckey makes 3-pt jump shot from 25 ft (assist by D. Rudež),28,34
110,2,9:45.0,W. Green misses 2-pt jump shot from 19 ft,,28,34
111,2,9:43.0,,Defensive rebound by L. Scola,28,34
112,2,9:35.0,,I. Mahinmi misses 2-pt dunk at rim (block by A. Nicholson),28,34
113,2,9:33.0,Defensive rebound by L. Ridnour,,28,34
114,2,9:23.0,A. Nicholson misses 2-pt jump shot from 15 ft,,28,34
115,2,9:22.0,,Defensive rebound by R. Stuckey,28,34
116,2,9:12.0,,Def 3 sec tech foul by A. Nicholson,28,34
117,2,9:12.0,,R. Stuckey makes technical free throw,28,35
118,2,9:06.0,,C. Watson makes 3-pt jump shot from 27 ft (assist by D. Rudež),28,38
119,2,9:04.0,Orlando full timeout,,28,38
120,2,9:04.0,N. Vučević enters the game for A. Gordon,,28,38
121,2,9:04.0,T. Harris enters the game for A. Nicholson,,28,38
122,2,8:53.0,T. Harris makes 2-pt jump shot from 10 ft (assist by L. Ridnour),,30,38
123,2,8:32.0,,Turnover by D. Rudež (bad pass; steal by N. Vučević),30,38
124,2,8:26.0,,Offensive charge foul by M. Harkless (drawn by D. Rudež),30,38
125,2,8:26.0,Turnover by M. Harkless (offensive foul),,30,38
126,2,8:14.0,,D. Rudež misses 3-pt jump shot from 23 ft,30,38
127,2,8:13.0,Defensive rebound by T. Harris,,30,38
128,2,7:56.0,W. Green makes 3-pt jump shot from 24 ft (assist by N. Vučević),,33,38
129,2,7:42.0,,R. Stuckey makes 2-pt jump shot from 9 ft (assist by C. Watson),33,40
130,2,7:28.0,T. Harris makes 2-pt layup from 1 ft (assist by N. Vučević),,35,40
131,2,7:04.0,,L. Scola misses 2-pt jump shot from 10 ft,35,40
132,2,7:03.0,Defensive rebound by W. Green,,35,40
133,2,6:57.0,M. Harkless misses 2-pt jump shot from 7 ft,,35,40
134,2,6:55.0,Offensive rebound by M. Harkless,,35,40
135,2,6:55.0,M. Harkless misses 2-pt tip-in from 1 ft,,35,40
136,2,6:54.0,,Defensive rebound by I. Mahinmi,35,40
137,2,6:47.0,,L. Scola makes 2-pt layup at rim (assist by D. Rudež),35,42
138,2,6:32.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by L. Ridnour),,37,42
139,2,6:32.0,,Indiana full timeout,37,42
140,2,6:32.0,E. Payton enters the game for W. Green,,37,42
141,2,6:32.0,V. Oladipo enters the game for L. Ridnour,,37,42
142,2,6:32.0,,G. Hill enters the game for D. Rudež,37,42
143,2,6:12.0,,L. Scola makes 2-pt jump shot from 19 ft (assist by R. Stuckey),37,44
144,2,5:57.0,Shooting foul by L. Scola (drawn by T. Harris),,37,44
145,2,5:57.0,T. Harris makes free throw 1 of 2,,38,44
146,2,5:57.0,T. Harris makes free throw 2 of 2,,39,44
147,2,5:37.0,,C. Watson makes 3-pt jump shot from 27 ft (assist by G. Hill),39,47
148,2,5:23.0,T. Harris makes 2-pt jump shot from 18 ft (assist by E. Payton),,41,47
149,2,5:07.0,,R. Stuckey makes 3-pt jump shot from 25 ft,41,50
150,2,4:48.0,E. Payton misses 2-pt jump shot from 13 ft,,41,50
151,2,4:47.0,,Defensive rebound by R. Stuckey,41,50
152,2,4:35.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by V. Oladipo),41,50
153,2,4:34.0,Defensive rebound by N. Vučević,,41,50
154,2,4:25.0,V. Oladipo misses 2-pt jump shot from 15 ft,,41,50
155,2,4:24.0,Offensive rebound by M. Harkless,,41,50
156,2,4:23.0,M. Harkless misses 2-pt tip-in at rim,,41,50
157,2,4:22.0,,Defensive rebound by I. Mahinmi,41,50
158,2,4:09.0,,Shooting foul by T. Harris (drawn by L. Scola),41,50
159,2,4:09.0,,L. Scola makes free throw 1 of 2,41,51
160,2,4:09.0,,L. Scola makes free throw 2 of 2,41,52
161,2,4:08.0,Turnover by T. Harris (bad pass; steal by C. Watson),,41,52
162,2,4:07.0,,Shooting block foul by T. Harris (drawn by C. Watson),41,52
163,2,4:07.0,,C. Watson makes free throw 1 of 2,41,53
164,2,4:07.0,D. Dedmon enters the game for T. Harris,,41,53
165,2,4:07.0,W. Green enters the game for M. Harkless,,41,53
166,2,4:07.0,,C. Watson makes free throw 2 of 2,41,54
167,2,3:47.0,N. Vučević makes 2-pt hook shot from 12 ft,,43,54
168,2,3:34.0,,L. Scola makes 2-pt jump shot from 17 ft (assist by G. Hill),43,56
169,2,3:15.0,N. Vučević makes 2-pt jump shot from 11 ft,,45,56
170,2,2:55.0,,G. Hill misses 3-pt jump shot from 24 ft,45,56
171,2,2:54.0,Defensive rebound by D. Dedmon,,45,56
172,2,2:52.0,Turnover by D. Dedmon (lost ball; steal by L. Scola),,45,56
173,2,2:48.0,,C. Watson makes 3-pt jump shot from 24 ft (assist by G. Hill),45,59
174,2,2:47.0,Orlando full timeout,,45,59
175,2,2:47.0,Official timeout,,45,59
176,2,2:24.0,E. Payton misses 2-pt jump shot from 2 ft,,45,59
177,2,2:23.0,Offensive rebound by E. Payton,,45,59
178,2,2:23.0,E. Payton misses 2-pt tip-in from 2 ft,,45,59
179,2,2:22.0,,Defensive rebound by I. Mahinmi,45,59
180,2,1:58.0,,R. Stuckey misses 3-pt jump shot from 26 ft,45,59
181,2,1:57.0,,Offensive rebound by L. Scola,45,59
182,2,1:55.0,,L. Scola misses 2-pt layup at rim,45,59
183,2,1:54.0,Defensive rebound by D. Dedmon,,45,59
184,2,1:38.0,V. Oladipo misses 3-pt jump shot from 25 ft,,45,59
185,2,1:36.0,,Defensive rebound by Team,45,59
186,2,1:27.0,Violation by N. Vučević (kicked ball),,45,59
187,2,1:19.0,,I. Mahinmi misses 2-pt jump shot from 6 ft,45,59
188,2,1:18.0,Defensive rebound by Team,,45,59
189,2,1:18.0,T. Harris enters the game for W. Green,,45,59
190,2,1:18.0,,D. West enters the game for L. Scola,45,59
191,2,1:06.0,D. Dedmon misses 2-pt jump shot from 8 ft,,45,59
192,2,1:05.0,,Defensive rebound by I. Mahinmi,45,59
193,2,0:55.0,,Turnover by C. Watson (bad pass; steal by T. Harris),45,59
194,2,0:38.0,E. Payton makes 2-pt layup from 2 ft,,47,59
195,2,0:35.0,,Turnover by C. Watson (bad pass),47,59
196,2,0:35.0,,S. Hill enters the game for C. Watson,47,59
197,2,0:35.0,C. Frye enters the game for D. Dedmon,,47,59
198,2,0:26.0,Personal foul by G. Hill (drawn by E. Payton),,47,59
199,2,0:26.0,,C. Watson enters the game for G. Hill,47,59
200,2,0:15.0,V. Oladipo misses 2-pt layup at rim (block by C. Watson),,47,59
201,2,0:15.0,Offensive rebound by Team,,47,59
202,2,0:12.0,T. Harris misses 3-pt jump shot from 23 ft,,47,59
203,2,0:11.0,,Defensive rebound by C. Watson,47,59
204,2,0:02.0,,C. Watson misses 2-pt jump shot from 14 ft (block by V. Oladipo),47,59
205,2,0:00.0,,Offensive rebound by C. Watson,47,59
206,2,0:00.0,,C. Watson misses 3-pt jump shot from 24 ft,47,59
207,2,0:00.0,,Offensive rebound by Team,47,59
208,3,11:37.0,N. Vučević misses 2-pt jump shot from 22 ft,,47,59
209,3,11:35.0,Offensive rebound by E. Payton,,47,59
210,3,11:35.0,E. Payton makes 2-pt dunk at rim,,49,59
211,3,11:21.0,,D. Rudež makes 3-pt jump shot from 25 ft (assist by S. Hill),49,62
212,3,11:13.0,Shooting block foul by G. Hill (drawn by E. Payton),,49,62
213,3,11:13.0,E. Payton makes free throw 1 of 2,,50,62
214,3,11:13.0,E. Payton makes free throw 2 of 2,,51,62
215,3,11:02.0,,G. Hill misses 2-pt jump shot from 7 ft,51,62
216,3,11:00.0,,Offensive rebound by R. Hibbert,51,62
217,3,10:52.0,,Personal foul by V. Oladipo (drawn by R. Hibbert),51,62
218,3,10:45.0,,Turnover by S. Hill (bad pass; steal by N. Vučević),51,62
219,3,10:39.0,,Violation by D. West (kicked ball),51,62
220,3,10:26.0,T. Harris misses 2-pt jump shot from 14 ft,,51,62
221,3,10:25.0,,Defensive rebound by R. Hibbert,51,62
222,3,10:06.0,,G. Hill misses 3-pt jump shot from 25 ft,51,62
223,3,10:05.0,Defensive rebound by D. Dedmon,,51,62
224,3,9:49.0,N. Vučević makes 2-pt layup from 1 ft,,53,62
225,3,9:35.0,,S. Hill misses 2-pt layup from 1 ft (block by V. Oladipo),53,62
226,3,9:34.0,Defensive rebound by N. Vučević,,53,62
227,3,9:21.0,N. Vučević misses 2-pt layup from 1 ft,,53,62
228,3,9:20.0,,Defensive rebound by D. West,53,62
229,3,9:00.0,,S. Hill misses 3-pt jump shot from 24 ft,53,62
230,3,8:59.0,Defensive rebound by V. Oladipo,,53,62
231,3,8:43.0,E. Payton misses 2-pt jump shot from 4 ft (block by D. West),,53,62
232,3,8:41.0,,Defensive rebound by S. Hill,53,62
233,3,8:36.0,,G. Hill makes 2-pt dunk at rim (assist by S. Hill),53,64
234,3,8:34.0,,Violation by Team (delay of game),53,64
235,3,8:24.0,V. Oladipo misses 3-pt jump shot from 26 ft,,53,64
236,3,8:23.0,,Defensive rebound by G. Hill,53,64
237,3,8:12.0,,G. Hill makes 2-pt layup at rim (assist by S. Hill),53,66
238,3,7:53.0,E. Payton misses 2-pt jump shot from 11 ft,,53,66
239,3,7:52.0,,Defensive rebound by R. Hibbert,53,66
240,3,7:52.0,Loose ball foul by D. Dedmon (drawn by R. Hibbert),,53,66
241,3,7:52.0,C. Frye enters the game for D. Dedmon,,53,66
242,3,7:45.0,,Turnover by S. Hill (bad pass; steal by T. Harris),53,66
243,3,7:41.0,Shooting foul by D. West (drawn by T. Harris),,53,66
244,3,7:41.0,T. Harris makes free throw 1 of 2,,54,66
245,3,7:41.0,T. Harris misses free throw 2 of 2,,54,66
246,3,7:41.0,,Defensive rebound by D. West,54,66
247,3,7:27.0,,Shooting foul by N. Vučević (drawn by D. West),54,66
248,3,7:27.0,,D. West makes free throw 1 of 2,54,67
249,3,7:27.0,,D. West makes free throw 2 of 2,54,68
250,3,7:11.0,Turnover by N. Vučević (3 sec),,54,68
251,3,6:55.0,,D. Rudež makes 3-pt jump shot from 22 ft (assist by G. Hill),54,71
252,3,6:40.0,N. Vučević makes 2-pt jump shot from 7 ft (assist by E. Payton),,56,71
253,3,6:20.0,,G. Hill misses 2-pt layup at rim,56,71
254,3,6:19.0,Defensive rebound by E. Payton,,56,71
255,3,6:13.0,T. Harris makes 2-pt layup at rim (assist by E. Payton),,58,71
256,3,5:54.0,,G. Hill misses 3-pt jump shot from 27 ft,58,71
257,3,5:53.0,Defensive rebound by C. Frye,,58,71
258,3,5:47.0,Personal foul by S. Hill (drawn by V. Oladipo),,58,71
259,3,5:47.0,,Indiana full timeout,58,71
260,3,5:43.0,Shooting foul by S. Hill (drawn by V. Oladipo),,58,71
261,3,5:43.0,V. Oladipo makes free throw 1 of 2,,59,71
262,3,5:43.0,,R. Stuckey enters the game for S. Hill,59,71
263,3,5:43.0,V. Oladipo makes free throw 2 of 2,,60,71
264,3,5:25.0,,G. Hill makes 3-pt jump shot from 22 ft (assist by R. Stuckey),60,74
265,3,5:06.0,T. Harris misses 2-pt jump shot from 15 ft,,60,74
266,3,5:05.0,Offensive rebound by N. Vučević,,60,74
267,3,4:54.0,T. Harris makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,63,74
268,3,4:29.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by R. Stuckey),63,77
269,3,4:07.0,Shooting foul by R. Hibbert (drawn by E. Payton),,63,77
270,3,4:07.0,E. Payton misses free throw 1 of 2,,63,77
271,3,4:07.0,Offensive rebound by Team,,63,77
272,3,4:07.0,A. Gordon enters the game for N. Vučević,,63,77
273,3,4:07.0,E. Payton makes free throw 2 of 2,,64,77
274,3,3:50.0,,Turnover by R. Stuckey (bad pass; steal by V. Oladipo),64,77
275,3,3:48.0,,I. Mahinmi enters the game for R. Hibbert,64,77
276,3,3:37.0,C. Frye misses 2-pt layup at rim,,64,77
277,3,3:36.0,Offensive rebound by T. Harris,,64,77
278,3,3:34.0,T. Harris misses 2-pt jump shot from 6 ft (block by I. Mahinmi),,64,77
279,3,3:32.0,,Defensive rebound by R. Stuckey,64,77
280,3,3:27.0,,R. Stuckey makes 2-pt layup at rim,64,79
281,3,3:02.0,E. Payton makes 2-pt jump shot from 6 ft,,66,79
282,3,2:42.0,,R. Stuckey makes 3-pt jump shot from 26 ft,66,82
283,3,2:23.0,E. Payton makes 2-pt jump shot from 4 ft,,68,82
284,3,2:12.0,,G. Hill misses 3-pt jump shot from 27 ft,68,82
285,3,2:10.0,,Offensive rebound by I. Mahinmi,68,82
286,3,2:05.0,,G. Hill makes 2-pt jump shot from 8 ft (assist by R. Stuckey),68,84
287,3,2:03.0,Orlando full timeout,,68,84
288,3,2:03.0,L. Ridnour enters the game for E. Payton,,68,84
289,3,2:03.0,,C. Watson enters the game for G. Hill,68,84
290,3,2:03.0,,L. Scola enters the game for D. West,68,84
291,3,2:03.0,,S. Hill enters the game for D. Rudež,68,84
292,3,1:49.0,T. Harris misses 2-pt jump shot from 14 ft,,68,84
293,3,1:48.0,Offensive rebound by A. Gordon,,68,84
294,3,1:48.0,A. Gordon misses 2-pt tip-in at rim,,68,84
295,3,1:47.0,Offensive rebound by A. Gordon,,68,84
296,3,1:47.0,A. Gordon misses 2-pt tip-in at rim,,68,84
297,3,1:46.0,,Defensive rebound by L. Scola,68,84
298,3,1:30.0,,Turnover by L. Scola (bad pass),68,84
299,3,1:23.0,Shooting foul by R. Stuckey (drawn by V. Oladipo),,68,84
300,3,1:23.0,V. Oladipo makes free throw 1 of 2,,69,84
301,3,1:23.0,V. Oladipo makes free throw 2 of 2,,70,84
302,3,1:00.0,,S. Hill misses 2-pt layup from 4 ft,70,84
303,3,0:59.0,,Offensive rebound by Team,70,84
304,3,0:59.0,,Turnover by Team (shot clock),70,84
305,3,0:52.0,V. Oladipo misses 2-pt jump shot from 4 ft,,70,84
306,3,0:50.0,,Defensive rebound by L. Scola,70,84
307,3,0:39.0,,R. Stuckey makes 2-pt layup at rim (assist by S. Hill),70,86
308,3,0:25.0,C. Frye misses 3-pt jump shot from 26 ft,,70,86
309,3,0:24.0,,Defensive rebound by S. Hill,70,86
310,3,0:03.0,,R. Stuckey misses 2-pt jump shot from 19 ft,70,86
311,3,0:02.0,Defensive rebound by T. Harris,,70,86
312,3,0:00.0,T. Harris misses 3-pt jump shot from 65 ft,,70,86
313,3,0:00.0,Offensive rebound by Team,,70,86
314,4,11:37.0,,Turnover by C. Watson (bad pass),70,86
315,4,11:25.0,T. Harris misses 2-pt layup from 1 ft,,70,86
316,4,11:24.0,,Defensive rebound by L. Scola,70,86
317,4,11:16.0,,Personal foul by L. Ridnour (drawn by L. Scola),70,86
318,4,11:16.0,Technical foul by T. Harris,,70,86
319,4,11:16.0,,C. Watson makes technical free throw,70,87
320,4,11:09.0,,R. Stuckey makes 2-pt layup at rim (assist by I. Mahinmi),70,89
321,4,10:55.0,L. Ridnour misses 2-pt jump shot from 8 ft,,70,89
322,4,10:53.0,Offensive rebound by L. Ridnour,,70,89
323,4,10:50.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by L. Ridnour),,73,89
324,4,10:31.0,,L. Scola makes 2-pt jump shot from 19 ft (assist by R. Stuckey),73,91
325,4,10:18.0,T. Harris misses 3-pt jump shot from 24 ft,,73,91
326,4,10:17.0,Offensive rebound by L. Ridnour,,73,91
327,4,10:14.0,Turnover by L. Ridnour (lost ball; steal by R. Stuckey),,73,91
328,4,9:52.0,,S. Hill makes 2-pt dunk at rim (assist by R. Stuckey),73,93
329,4,9:52.0,Orlando full timeout,,73,93
330,4,9:52.0,D. Dedmon enters the game for T. Harris,,73,93
331,4,9:52.0,E. Payton enters the game for V. Oladipo,,73,93
332,4,9:52.0,M. Harkless enters the game for A. Gordon,,73,93
333,4,9:37.0,Shooting foul by R. Stuckey (drawn by E. Payton),,73,93
334,4,9:37.0,E. Payton makes free throw 1 of 2,,74,93
335,4,9:37.0,E. Payton misses free throw 2 of 2,,74,93
336,4,9:37.0,,Defensive rebound by L. Scola,74,93
337,4,9:23.0,,S. Hill makes 2-pt dunk at rim (assist by I. Mahinmi),74,95
338,4,9:05.0,E. Payton makes 2-pt jump shot from 5 ft,,76,95
339,4,8:46.0,,Personal foul by E. Payton (drawn by R. Stuckey),76,95
340,4,8:46.0,A. Nicholson enters the game for C. Frye,,76,95
341,4,8:41.0,,R. Stuckey misses 2-pt jump shot from 14 ft,76,95
342,4,8:40.0,Defensive rebound by D. Dedmon,,76,95
343,4,8:35.0,L. Ridnour misses 3-pt jump shot from 26 ft,,76,95
344,4,8:34.0,,Defensive rebound by C. Watson,76,95
345,4,8:26.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by C. Watson),76,98
346,4,8:04.0,L. Ridnour misses 3-pt jump shot from 26 ft,,76,98
347,4,8:02.0,,Defensive rebound by L. Scola,76,98
348,4,7:48.0,,L. Scola makes 2-pt jump shot from 16 ft (assist by S. Hill),76,100
349,4,7:22.0,L. Ridnour misses 2-pt jump shot from 20 ft,,76,100
350,4,7:20.0,Offensive rebound by M. Harkless,,76,100
351,4,7:20.0,M. Harkless misses 2-pt tip-in at rim,,76,100
352,4,7:19.0,Offensive rebound by M. Harkless,,76,100
353,4,7:19.0,M. Harkless makes 2-pt tip-in at rim,,78,100
354,4,7:03.0,,R. Stuckey misses 2-pt jump shot from 13 ft (block by E. Payton),78,100
355,4,7:02.0,,Offensive rebound by R. Stuckey,78,100
356,4,6:53.0,,S. Hill misses 2-pt jump shot from 21 ft,78,100
357,4,6:52.0,,Offensive rebound by I. Mahinmi,78,100
358,4,6:52.0,,I. Mahinmi makes 2-pt tip-in from 1 ft,78,102
359,4,6:43.0,,Offensive charge foul by E. Payton (drawn by R. Stuckey),78,102
360,4,6:43.0,Turnover by E. Payton (offensive foul),,78,102
361,4,6:43.0,K. O'Quinn enters the game for D. Dedmon,,78,102
362,4,6:28.0,,S. Hill misses 2-pt jump shot from 10 ft,78,102
363,4,6:28.0,,Offensive rebound by L. Scola,78,102
364,4,6:28.0,,L. Scola makes 2-pt tip-in at rim,78,104
365,4,6:28.0,,Shooting foul by E. Payton (drawn by L. Scola),78,104
366,4,6:28.0,B. Gordon enters the game for E. Payton,,78,104
367,4,6:28.0,,L. Scola makes free throw 1 of 1,78,105
368,4,6:14.0,Turnover by K. O'Quinn (bad pass; steal by C. Watson),,78,105
369,4,5:56.0,,I. Mahinmi makes 2-pt jump shot from 19 ft (assist by R. Stuckey),78,107
370,4,5:33.0,A. Nicholson misses 2-pt jump shot from 5 ft,,78,107
371,4,5:32.0,,Defensive rebound by I. Mahinmi,78,107
372,4,5:24.0,,C. Watson misses 3-pt jump shot from 27 ft,78,107
373,4,5:22.0,,Offensive rebound by L. Scola,78,107
374,4,5:18.0,,R. Stuckey misses 3-pt jump shot from 26 ft,78,107
375,4,5:17.0,Defensive rebound by K. O'Quinn,,78,107
376,4,5:17.0,Orlando full timeout,,78,107
377,4,5:17.0,Official timeout,,78,107
378,4,5:17.0,,L. Allen enters the game for S. Hill,78,107
379,4,5:17.0,,C. Copeland enters the game for I. Mahinmi,78,107
380,4,5:17.0,,D. Sloan enters the game for C. Watson,78,107
381,4,5:17.0,,S. Whittington enters the game for L. Scola,78,107
382,4,5:15.0,Personal take foul by D. Sloan (drawn by L. Ridnour),,78,107
383,4,5:15.0,,D. Rudež enters the game for R. Stuckey,78,107
384,4,5:03.0,K. O'Quinn makes 2-pt jump shot from 4 ft (assist by M. Harkless),,80,107
