,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MIAMI_ACTION,MEMPHIS_SCORE,MIAMI_SCORE
112,2,8:44.0,,Defensive rebound by U. Haslem,33,24
113,2,8:35.0,,D. Wade misses 3-pt jump shot from 25 ft,33,24
114,2,8:34.0,Defensive rebound by J. Leuer,,33,24
115,2,8:23.0,M. Gasol makes 2-pt dunk at rim (assist by B. Udrih),,35,24
116,2,7:53.0,,N. Cole misses 3-pt jump shot from 26 ft,35,24
117,2,7:52.0,,Offensive rebound by Team,35,24
118,2,7:52.0,,Turnover by Team (shot clock),35,24
119,2,7:52.0,,J. Ennis enters the game for M. Chalmers,35,24
120,2,7:38.0,V. Carter misses 3-pt jump shot from 25 ft,,35,24
121,2,7:37.0,,Defensive rebound by U. Haslem,35,24
122,2,7:24.0,,D. Granger makes 3-pt jump shot from 25 ft (assist by D. Wade),35,27
123,2,7:03.0,M. Gasol makes 2-pt jump shot from 13 ft,,37,27
124,2,6:42.0,,D. Granger misses 3-pt jump shot from 24 ft,37,27
125,2,6:41.0,Defensive rebound by M. Gasol,,37,27
126,2,6:29.0,Personal foul by D. Granger (drawn by J. Leuer),,37,27
127,2,6:29.0,T. Allen enters the game for T. Prince,,37,27
128,2,6:29.0,,L. Deng enters the game for D. Granger,37,27
129,2,6:17.0,,Offensive charge foul by T. Allen (drawn by U. Haslem),37,27
130,2,6:17.0,Turnover by T. Allen (offensive foul),,37,27
131,2,6:04.0,,N. Cole makes 2-pt jump shot from 20 ft,37,29
132,2,5:48.0,T. Allen makes 2-pt jump shot from 4 ft (assist by M. Gasol),,39,29
133,2,5:31.0,,D. Wade makes 2-pt jump shot from 11 ft (assist by U. Haslem),39,31
134,2,5:15.0,Turnover by M. Gasol (bad pass; steal by D. Wade),,39,31
135,2,5:12.0,,J. Ennis misses 2-pt layup from 1 ft (block by V. Carter),39,31
136,2,5:11.0,,Offensive rebound by Team,39,31
137,2,5:11.0,,Miami full timeout,39,31
138,2,5:11.0,,D. Granger enters the game for D. Wade,39,31
139,2,4:53.0,,U. Haslem misses 2-pt jump shot from 16 ft (block by M. Gasol),39,31
140,2,4:52.0,,Offensive rebound by D. Granger,39,31
141,2,4:52.0,,Shooting foul by V. Carter (drawn by D. Granger),39,31
142,2,4:52.0,,D. Granger makes free throw 1 of 2,39,32
143,2,4:52.0,,D. Granger makes free throw 2 of 2,39,33
144,2,4:38.0,T. Allen makes 2-pt hook shot from 8 ft,,41,33
145,2,4:25.0,,Turnover by U. Haslem (bad pass; steal by B. Udrih),41,33
146,2,4:19.0,T. Allen makes 2-pt layup at rim (assist by V. Carter),,43,33
147,2,4:19.0,Shooting foul by L. Deng (drawn by T. Allen),,43,33
148,2,4:19.0,C. Lee enters the game for V. Carter,,43,33
149,2,4:19.0,M. Conley enters the game for B. Udrih,,43,33
150,2,4:19.0,T. Allen misses free throw 1 of 1,,43,33
151,2,4:18.0,,Defensive rebound by U. Haslem,43,33
152,2,4:04.0,,D. Granger makes 2-pt jump shot from 20 ft (assist by U. Haslem),43,35
153,2,3:38.0,M. Gasol misses 2-pt jump shot from 9 ft,,43,35
154,2,3:37.0,,Defensive rebound by L. Deng,43,35
155,2,3:30.0,,J. Ennis misses 3-pt jump shot from 24 ft,43,35
156,2,3:29.0,Defensive rebound by M. Gasol,,43,35
157,2,3:17.0,M. Gasol makes 2-pt jump shot from 17 ft,,45,35
158,2,3:00.0,,Turnover by L. Deng (bad pass; steal by J. Leuer),45,35
159,2,2:48.0,Personal foul by D. Granger (drawn by M. Conley),,45,35
160,2,2:48.0,Memphis full timeout,,45,35
161,2,2:48.0,,C. Andersen enters the game for N. Cole,45,35
162,2,2:48.0,,M. Chalmers enters the game for U. Haslem,45,35
163,2,2:48.0,,D. Wade enters the game for J. Ennis,45,35
164,2,2:41.0,Turnover by C. Lee (bad pass; steal by D. Wade),,45,35
165,2,2:33.0,,Turnover by D. Wade (lost ball; steal by T. Allen),45,35
166,2,2:31.0,Shooting foul by D. Granger (drawn by T. Allen),,45,35
167,2,2:31.0,T. Allen makes free throw 1 of 2,,46,35
168,2,2:31.0,T. Prince enters the game for J. Leuer,,46,35
169,2,2:31.0,T. Allen makes free throw 2 of 2,,47,35
170,2,2:16.0,,Shooting foul by T. Allen (drawn by D. Wade),47,35
171,2,2:16.0,,D. Wade makes free throw 1 of 2,47,36
172,2,2:16.0,,N. Cole enters the game for D. Granger,47,36
173,2,2:16.0,,D. Wade makes free throw 2 of 2,47,37
174,2,1:59.0,M. Gasol makes 2-pt jump shot from 8 ft (assist by C. Lee),,49,37
175,2,1:33.0,,D. Wade makes 2-pt jump shot from 18 ft,49,39
176,2,1:16.0,Shooting foul by D. Wade (drawn by M. Gasol),,49,39
177,2,1:16.0,M. Gasol makes free throw 1 of 2,,50,39
178,2,1:16.0,Q. Pondexter enters the game for T. Allen,,50,39
179,2,1:16.0,M. Gasol makes free throw 2 of 2,,51,39
180,2,1:01.0,,N. Cole misses 3-pt jump shot from 23 ft,51,39
181,2,1:00.0,Defensive rebound by M. Gasol,,51,39
182,2,0:50.0,Personal foul by N. Cole (drawn by M. Conley),,51,39
183,2,0:50.0,M. Conley makes free throw 1 of 2,,52,39
184,2,0:50.0,M. Conley makes free throw 2 of 2,,53,39
185,2,0:37.0,,D. Wade makes 2-pt jump shot from 8 ft,53,41
186,2,0:26.0,M. Gasol misses 2-pt jump shot from 19 ft,,53,41
187,2,0:25.0,,Defensive rebound by L. Deng,53,41
188,2,0:03.0,,Turnover by Team (back court),53,41
189,2,0:03.0,,Technical foul by Team,53,41
190,2,0:03.0,M. Conley makes technical free throw,,54,41
191,2,0:03.0,Memphis full timeout,,54,41
192,2,0:03.0,V. Carter enters the game for T. Prince,,54,41
193,2,0:00.0,M. Conley makes 3-pt jump shot from 25 ft (assist by V. Carter),,57,41
194,3,11:42.0,,Personal foul by C. Lee (drawn by L. Deng),57,41
195,3,11:28.0,,M. Chalmers misses 2-pt jump shot from 15 ft,57,41
196,3,11:27.0,Defensive rebound by M. Gasol,,57,41
197,3,11:08.0,J. Leuer misses 2-pt layup from 1 ft,,57,41
198,3,11:07.0,Offensive rebound by J. Leuer,,57,41
199,3,11:06.0,J. Leuer misses 2-pt jump shot from 2 ft (block by C. Andersen),,57,41
200,3,11:05.0,Offensive rebound by Team,,57,41
201,3,11:05.0,Turnover by Team (shot clock),,57,41
202,3,10:47.0,,Turnover by C. Andersen (bad pass; steal by M. Conley),57,41
203,3,10:35.0,M. Gasol misses 2-pt dunk at rim,,57,41
204,3,10:34.0,Offensive rebound by M. Gasol,,57,41
205,3,10:30.0,Personal foul by M. Chalmers (drawn by T. Allen),,57,41
206,3,10:19.0,J. Leuer misses 2-pt hook shot from 5 ft,,57,41
207,3,10:18.0,Offensive rebound by Team,,57,41
208,3,10:13.0,Personal foul by S. Williams (drawn by J. Leuer),,57,41
209,3,10:05.0,Turnover by M. Conley (bad pass; steal by S. Williams),,57,41
210,3,9:59.0,,Personal foul by J. Leuer (drawn by L. Deng),57,41
211,3,9:48.0,,S. Williams misses 2-pt hook shot from 4 ft,57,41
212,3,9:47.0,Defensive rebound by Team,,57,41
213,3,9:39.0,M. Conley makes 3-pt jump shot from 24 ft,,60,41
214,3,9:21.0,,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),60,43
215,3,9:00.0,Shooting foul by C. Andersen (drawn by J. Leuer),,60,43
216,3,9:00.0,J. Leuer misses free throw 1 of 2,,60,43
217,3,9:00.0,Offensive rebound by Team,,60,43
218,3,9:00.0,J. Leuer misses free throw 2 of 2,,60,43
219,3,8:59.0,,Defensive rebound by S. Williams,60,43
220,3,8:40.0,,M. Chalmers makes 2-pt layup from 2 ft,60,45
221,3,8:37.0,Turnover by T. Allen (offensive foul),,60,45
222,3,8:37.0,,Offensive charge foul by T. Allen (drawn by C. Andersen),60,45
223,3,8:36.0,T. Prince enters the game for T. Allen,,60,45
224,3,8:25.0,,M. Chalmers misses 2-pt layup from 1 ft,60,45
225,3,8:24.0,,Offensive rebound by L. Deng,60,45
226,3,8:23.0,,L. Deng makes 2-pt tip-in at rim,60,47
227,3,8:03.0,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Conley),,63,47
228,3,7:44.0,,Shooting foul by J. Leuer (drawn by L. Deng),63,47
229,3,7:44.0,,L. Deng makes free throw 1 of 2,63,48
230,3,7:44.0,,L. Deng misses free throw 2 of 2,63,48
231,3,7:43.0,Defensive rebound by T. Prince,,63,48
232,3,7:24.0,J. Leuer misses 2-pt jump shot from 18 ft,,63,48
233,3,7:23.0,,Defensive rebound by D. Wade,63,48
234,3,7:09.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by D. Wade),63,51
235,3,6:48.0,M. Conley misses 3-pt jump shot from 24 ft,,63,51
236,3,6:47.0,,Defensive rebound by C. Andersen,63,51
237,3,6:42.0,,S. Williams makes 2-pt layup from 1 ft (assist by D. Wade),63,53
238,3,6:34.0,Memphis full timeout,,63,53
239,3,6:34.0,Q. Pondexter enters the game for J. Leuer,,63,53
240,3,6:26.0,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),,65,53
241,3,6:08.0,,C. Andersen makes 2-pt dunk at rim (assist by D. Wade),65,55
242,3,5:45.0,M. Gasol misses 2-pt hook shot from 10 ft,,65,55
243,3,5:44.0,,Defensive rebound by C. Andersen,65,55
244,3,5:35.0,,Personal foul by M. Conley (drawn by M. Chalmers),65,55
245,3,5:27.0,,L. Deng misses 2-pt layup from 1 ft (block by Q. Pondexter),65,55
246,3,5:26.0,,Offensive rebound by L. Deng,65,55
247,3,5:25.0,,Personal foul by C. Lee (drawn by C. Andersen),65,55
248,3,5:25.0,,C. Andersen makes free throw 1 of 2,65,56
249,3,5:25.0,,C. Andersen misses free throw 2 of 2,65,56
250,3,5:24.0,Defensive rebound by M. Gasol,,65,56
251,3,5:03.0,M. Gasol misses 2-pt layup from 1 ft,,65,56
252,3,5:02.0,,Defensive rebound by L. Deng,65,56
253,3,4:53.0,,D. Wade makes 2-pt jump shot from 16 ft,65,58
254,3,4:44.0,Q. Pondexter misses 3-pt jump shot from 24 ft,,65,58
255,3,4:43.0,,Defensive rebound by C. Andersen,65,58
256,3,4:35.0,,L. Deng makes 2-pt layup from 1 ft (assist by D. Wade),65,60
257,3,4:18.0,Turnover by M. Conley (bad pass; steal by L. Deng),,65,60
258,3,4:13.0,,D. Wade makes 2-pt layup at rim (assist by L. Deng),65,62
259,3,4:07.0,Memphis full timeout,,65,62
260,3,4:07.0,,H. Whiteside enters the game for C. Andersen,65,62
261,3,3:52.0,Personal foul by H. Whiteside (drawn by M. Gasol),,65,62
262,3,3:44.0,M. Conley misses 3-pt jump shot from 24 ft,,65,62
263,3,3:43.0,Offensive rebound by Q. Pondexter,,65,62
264,3,3:37.0,C. Lee misses 2-pt jump shot from 19 ft,,65,62
265,3,3:36.0,,Defensive rebound by H. Whiteside,65,62
266,3,3:25.0,,D. Wade makes 2-pt jump shot from 17 ft,65,64
267,3,3:09.0,T. Prince misses 2-pt jump shot from 17 ft,,65,64
268,3,3:08.0,,Defensive rebound by H. Whiteside,65,64
269,3,3:00.0,,Turnover by H. Whiteside (traveling),65,64
270,3,2:49.0,Personal foul by H. Whiteside (drawn by M. Gasol),,65,64
271,3,2:49.0,M. Gasol makes free throw 1 of 2,,66,64
272,3,2:49.0,V. Carter enters the game for C. Lee,,66,64
273,3,2:49.0,M. Gasol makes free throw 2 of 2,,67,64
274,3,2:47.0,,Miami full timeout,67,64
275,3,2:47.0,K. Koufos enters the game for M. Gasol,,67,64
276,3,2:39.0,,Shooting foul by Q. Pondexter (drawn by L. Deng),67,64
277,3,2:39.0,,L. Deng makes free throw 1 of 2,67,65
278,3,2:39.0,,D. Granger enters the game for S. Williams,67,65
279,3,2:39.0,,N. Cole enters the game for D. Wade,67,65
280,3,2:39.0,,L. Deng makes free throw 2 of 2,67,66
281,3,2:26.0,Turnover by K. Koufos (bad pass; steal by L. Deng),,67,66
282,3,2:17.0,,D. Granger misses 3-pt jump shot from 23 ft,67,66
283,3,2:16.0,,Offensive rebound by H. Whiteside,67,66
284,3,2:14.0,,Shooting foul by V. Carter (drawn by H. Whiteside),67,66
285,3,2:14.0,,H. Whiteside misses free throw 1 of 2,67,66
286,3,2:14.0,,Offensive rebound by Team,67,66
287,3,2:14.0,,H. Whiteside misses free throw 2 of 2,67,66
288,3,2:13.0,Defensive rebound by Team,,67,66
289,3,2:01.0,V. Carter misses 2-pt jump shot from 16 ft,,67,66
290,3,2:00.0,,Defensive rebound by H. Whiteside,67,66
291,3,1:43.0,,Turnover by L. Deng (lost ball; steal by V. Carter),67,66
292,3,1:34.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,67,66
293,3,1:33.0,,Defensive rebound by M. Chalmers,67,66
294,3,1:24.0,B. Udrih enters the game for M. Conley,,67,66
295,3,1:15.0,,M. Chalmers misses 2-pt jump shot from 5 ft,67,66
296,3,1:14.0,Defensive rebound by K. Koufos,,67,66
297,3,1:01.0,B. Udrih makes 2-pt jump shot from 14 ft,,69,66
298,3,0:47.0,,H. Whiteside misses 2-pt layup at rim (block by K. Koufos),69,66
299,3,0:46.0,Defensive rebound by V. Carter,,69,66
300,3,0:35.0,B. Udrih makes 3-pt jump shot from 24 ft (assist by T. Prince),,72,66
301,3,0:18.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by N. Cole),72,69
302,3,0:01.0,T. Prince misses 2-pt jump shot from 14 ft,,72,69
303,3,0:00.0,Offensive rebound by Team,,72,69
304,4,11:41.0,V. Carter misses 3-pt jump shot from 23 ft,,72,69
305,4,11:40.0,,Defensive rebound by N. Cole,72,69
306,4,11:23.0,,N. Cole misses 3-pt jump shot from 25 ft,72,69
307,4,11:22.0,Defensive rebound by K. Koufos,,72,69
308,4,11:11.0,B. Udrih misses 3-pt jump shot from 25 ft,,72,69
309,4,11:10.0,,Defensive rebound by H. Whiteside,72,69
310,4,10:50.0,,D. Granger makes 2-pt jump shot from 22 ft (assist by N. Cole),72,71
311,4,10:35.0,Shooting foul by H. Whiteside (drawn by V. Carter),,72,71
312,4,10:35.0,V. Carter makes free throw 1 of 2,,73,71
313,4,10:35.0,V. Carter makes free throw 2 of 2,,74,71
314,4,10:20.0,,L. Deng makes 2-pt jump shot from 19 ft (assist by N. Cole),74,73
315,4,9:58.0,B. Udrih misses 2-pt jump shot from 16 ft,,74,73
316,4,9:57.0,Offensive rebound by Team,,74,73
317,4,9:57.0,C. Lee enters the game for J. Leuer,,74,73
318,4,9:48.0,T. Prince makes 2-pt jump shot from 19 ft (assist by B. Udrih),,76,73
319,4,9:33.0,,L. Deng misses 2-pt jump shot from 20 ft,76,73
320,4,9:32.0,,Offensive rebound by Team,76,73
321,4,9:32.0,Loose ball foul by K. Koufos (drawn by H. Whiteside),,76,73
322,4,9:25.0,,Shooting foul by V. Carter (drawn by M. Chalmers),76,73
323,4,9:25.0,,M. Chalmers makes free throw 1 of 2,76,74
324,4,9:25.0,,M. Chalmers makes free throw 2 of 2,76,75
325,4,9:10.0,K. Koufos makes 2-pt layup from 1 ft (assist by T. Prince),,78,75
326,4,9:10.0,Shooting foul by H. Whiteside (drawn by K. Koufos),,78,75
327,4,9:10.0,K. Koufos misses free throw 1 of 1,,78,75
328,4,9:09.0,,Defensive rebound by H. Whiteside,78,75
329,4,8:51.0,,D. Granger makes 2-pt jump shot from 19 ft,78,77
330,4,8:31.0,V. Carter makes 3-pt jump shot from 25 ft (assist by T. Prince),,81,77
331,4,8:11.0,,N. Cole makes 3-pt jump shot from 25 ft (assist by L. Deng),81,80
332,4,7:52.0,C. Lee misses 2-pt jump shot from 19 ft,,81,80
333,4,7:51.0,Offensive rebound by C. Lee,,81,80
334,4,7:48.0,C. Lee misses 2-pt jump shot from 9 ft,,81,80
335,4,7:47.0,Offensive rebound by K. Koufos,,81,80
336,4,7:38.0,Personal foul by H. Whiteside (drawn by K. Koufos),,81,80
337,4,7:38.0,Official timeout,,81,80
338,4,7:38.0,,D. Wade enters the game for L. Deng,81,80
339,4,7:38.0,,C. Andersen enters the game for H. Whiteside,81,80
340,4,7:21.0,T. Prince makes 2-pt jump shot from 19 ft,,83,80
341,4,6:58.0,,N. Cole misses 3-pt jump shot from 23 ft,83,80
342,4,6:57.0,Defensive rebound by T. Prince,,83,80
343,4,6:37.0,Shooting foul by M. Chalmers (drawn by C. Lee),,83,80
344,4,6:37.0,C. Lee misses free throw 1 of 2,,83,80
345,4,6:37.0,Offensive rebound by Team,,83,80
346,4,6:37.0,C. Lee makes free throw 2 of 2,,84,80
347,4,6:22.0,,D. Wade misses 2-pt jump shot from 17 ft,84,80
348,4,6:21.0,Defensive rebound by B. Udrih,,84,80
349,4,6:17.0,M. Conley enters the game for C. Lee,,84,80
350,4,6:17.0,M. Gasol enters the game for K. Koufos,,84,80
351,4,6:01.0,B. Udrih misses 3-pt jump shot from 24 ft,,84,80
352,4,6:00.0,,Defensive rebound by D. Wade,84,80
353,4,5:47.0,,M. Chalmers misses 2-pt jump shot from 6 ft,84,80
354,4,5:46.0,,Offensive rebound by C. Andersen,84,80
355,4,5:45.0,,C. Andersen makes 2-pt tip-in at rim,84,82
356,4,5:31.0,M. Conley misses 2-pt layup from 2 ft (block by N. Cole),,84,82
357,4,5:30.0,Offensive rebound by Team,,84,82
358,4,5:30.0,,Miami full timeout,84,82
359,4,5:25.0,Personal foul by C. Andersen (drawn by M. Gasol),,84,82
360,4,5:25.0,M. Gasol misses free throw 1 of 2,,84,82
361,4,5:25.0,Offensive rebound by Team,,84,82
362,4,5:25.0,M. Gasol misses free throw 2 of 2,,84,82
363,4,5:24.0,Offensive rebound by V. Carter,,84,82
364,4,5:15.0,Personal foul by M. Chalmers (drawn by B. Udrih),,84,82
365,4,5:15.0,B. Udrih makes free throw 1 of 2,,85,82
366,4,5:15.0,B. Udrih makes free throw 2 of 2,,86,82
367,4,4:54.0,,D. Wade misses 2-pt jump shot from 16 ft,86,82
368,4,4:53.0,Defensive rebound by B. Udrih,,86,82
369,4,4:41.0,Shooting foul by C. Andersen (drawn by M. Conley),,86,82
370,4,4:41.0,M. Conley misses free throw 1 of 2,,86,82
371,4,4:41.0,Offensive rebound by Team,,86,82
372,4,4:41.0,,L. Deng enters the game for N. Cole,86,82
373,4,4:41.0,M. Conley makes free throw 2 of 2,,87,82
374,4,4:27.0,,D. Wade makes 2-pt layup from 1 ft,87,84
375,4,4:11.0,M. Gasol makes 2-pt jump shot from 3 ft (assist by T. Prince),,89,84
376,4,3:56.0,,D. Granger makes 2-pt jump shot from 19 ft (assist by D. Wade),89,86
377,4,3:46.0,Memphis full timeout,,89,86
378,4,3:46.0,C. Lee enters the game for B. Udrih,,89,86
379,4,3:28.0,M. Conley misses 2-pt jump shot from 19 ft,,89,86
380,4,3:27.0,Offensive rebound by Team,,89,86
381,4,3:27.0,,Loose ball foul by D. Wade (drawn by T. Prince),89,86
382,4,3:27.0,T. Prince makes free throw 1 of 2,,90,86
383,4,3:27.0,T. Allen enters the game for V. Carter,,90,86
384,4,3:27.0,T. Prince makes free throw 2 of 2,,91,86
385,4,3:15.0,,D. Wade misses 2-pt jump shot from 9 ft,91,86
386,4,3:14.0,Defensive rebound by T. Allen,,91,86
387,4,2:54.0,M. Conley makes 2-pt jump shot from 8 ft,,93,86
388,4,2:41.0,,Personal foul by M. Conley (drawn by M. Chalmers),93,86
389,4,2:34.0,,M. Chalmers makes 2-pt layup from 1 ft,93,88
390,4,2:34.0,,Shooting foul by M. Conley (drawn by M. Chalmers),93,88
391,4,2:34.0,,M. Chalmers makes free throw 1 of 1,93,89
