,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA LAKERS_ACTION,INDIANA_SCORE,LA LAKERS_SCORE
398,4,4:18.0,C. Miles makes free throw 2 of 2,,80,77
399,4,4:08.0,,Personal foul by C. Miles (drawn by N. Young),80,77
400,4,4:08.0,,N. Young makes free throw 1 of 2,80,78
401,4,4:08.0,,N. Young makes free throw 2 of 2,80,79
402,4,3:58.0,D. West misses 2-pt jump shot from 17 ft,,80,79
403,4,3:57.0,Offensive rebound by S. Hill,,80,79
404,4,3:51.0,C. Miles misses 3-pt jump shot from 24 ft,,80,79
405,4,3:50.0,,Defensive rebound by J. Lin,80,79
406,4,3:30.0,,K. Bryant misses 2-pt jump shot from 15 ft,80,79
407,4,3:27.0,Defensive rebound by R. Hibbert,,80,79
408,4,3:07.0,S. Hill misses 2-pt layup from 1 ft,,80,79
409,4,3:06.0,Offensive rebound by Team,,80,79
410,4,3:06.0,Turnover by Team (shot clock),,80,79
411,4,2:52.0,,C. Boozer misses 2-pt layup from 2 ft (block by R. Hibbert),80,79
412,4,2:50.0,Defensive rebound by R. Hibbert,,80,79
413,4,2:45.0,D. Sloan makes 2-pt layup from 1 ft,,82,79
414,4,2:39.0,,LA Lakers full timeout,82,79
415,4,2:39.0,,R. Kelly enters the game for E. Davis,82,79
416,4,2:32.0,,Shooting foul by S. Hill (drawn by K. Bryant),82,79
417,4,2:32.0,,K. Bryant makes free throw 1 of 2,82,80
418,4,2:32.0,,K. Bryant makes free throw 2 of 2,82,81
419,4,2:16.0,C. Miles misses 2-pt jump shot from 10 ft,,82,81
420,4,2:15.0,,Defensive rebound by K. Bryant,82,81
421,4,2:00.0,,K. Bryant makes 3-pt jump shot from 23 ft,82,84
422,4,1:44.0,R. Hibbert misses 2-pt jump shot from 18 ft,,82,84
423,4,1:42.0,Offensive rebound by D. West,,82,84
424,4,1:38.0,S. Hill makes 3-pt jump shot from 24 ft (assist by D. Sloan),,85,84
425,4,1:26.0,,Shooting foul by R. Hibbert (drawn by K. Bryant),85,84
426,4,1:26.0,,K. Bryant makes free throw 1 of 2,85,85
427,4,1:26.0,,K. Bryant makes free throw 2 of 2,85,86
428,4,1:07.0,D. West misses 2-pt jump shot from 8 ft,,85,86
429,4,1:06.0,Offensive rebound by R. Hibbert,,85,86
430,4,1:01.0,D. Sloan makes 2-pt jump shot from 16 ft (assist by D. West),,87,86
431,4,0:51.0,,K. Bryant misses 2-pt jump shot from 3 ft,87,86
432,4,0:49.0,Defensive rebound by D. West,,87,86
433,4,0:43.0,Indiana full timeout,,87,86
434,4,0:27.0,D. West misses 3-pt jump shot from 25 ft,,87,86
435,4,0:25.0,,Defensive rebound by N. Young,87,86
436,4,0:12.0,,K. Bryant makes 2-pt hook shot from 3 ft,87,88
437,4,0:12.0,Indiana full timeout,,87,88
438,4,0:12.0,,R. Price enters the game for C. Boozer,87,88
439,4,0:12.0,,E. Davis enters the game for J. Lin,87,88
440,4,0:00.0,R. Hibbert misses 2-pt jump shot from 19 ft,,87,88
441,4,0:00.0,Offensive rebound by Team,,87,88
