,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
107,2,10:16.0,,Offensive rebound by C. Andersen,26,27
108,2,10:16.0,,Shooting foul by J. Hickson (drawn by C. Andersen),26,27
109,2,10:16.0,,C. Andersen makes free throw 1 of 2,26,28
110,2,10:16.0,,C. Andersen misses free throw 2 of 2,26,28
111,2,10:15.0,Defensive rebound by J. Hickson,,26,28
112,2,9:58.0,G. Harris misses 2-pt layup from 1 ft (block by M. Beasley),,26,28
113,2,9:57.0,,Defensive rebound by M. Chalmers,26,28
114,2,9:53.0,,Shooting foul by D. Arthur (drawn by M. Chalmers),26,28
115,2,9:53.0,,M. Chalmers makes free throw 1 of 2,26,29
116,2,9:53.0,K. Faried enters the game for J. Hickson,,26,29
117,2,9:53.0,,M. Chalmers makes free throw 2 of 2,26,30
118,2,9:37.0,D. Arthur misses 2-pt jump shot from 16 ft,,26,30
119,2,9:36.0,Offensive rebound by W. Barton,,26,30
120,2,9:29.0,Denver full timeout,,26,30
121,2,9:20.0,G. Harris misses 3-pt jump shot from 24 ft,,26,30
122,2,9:19.0,,Defensive rebound by H. Walker,26,30
123,2,9:10.0,,M. Beasley makes 2-pt jump shot from 18 ft,26,32
124,2,8:55.0,K. Faried misses 2-pt jump shot from 5 ft,,26,32
125,2,8:54.0,,Defensive rebound by C. Andersen,26,32
126,2,8:37.0,,M. Beasley misses 2-pt layup from 2 ft,26,32
127,2,8:35.0,Defensive rebound by K. Faried,,26,32
128,2,8:31.0,Shooting foul by H. Walker (drawn by K. Faried),,26,32
129,2,8:31.0,K. Faried misses free throw 1 of 2,,26,32
130,2,8:31.0,Offensive rebound by Team,,26,32
131,2,8:31.0,,H. Whiteside enters the game for C. Andersen,26,32
132,2,8:31.0,T. Lawson enters the game for G. Harris,,26,32
133,2,8:31.0,K. Faried misses free throw 2 of 2,,26,32
134,2,8:30.0,,Defensive rebound by H. Walker,26,32
135,2,8:13.0,,G. Dragić makes 2-pt jump shot from 6 ft,26,34
136,2,7:58.0,K. Faried makes 2-pt jump shot from 5 ft (assist by D. Arthur),,28,34
137,2,7:43.0,,Shooting foul by K. Faried (drawn by M. Chalmers),28,34
138,2,7:43.0,,M. Chalmers makes free throw 1 of 2,28,35
139,2,7:43.0,W. Chandler enters the game for D. Arthur,,28,35
140,2,7:43.0,,M. Chalmers makes free throw 2 of 2,28,36
141,2,7:27.0,K. Faried misses 2-pt jump shot from 6 ft,,28,36
142,2,7:26.0,,Defensive rebound by H. Whiteside,28,36
143,2,7:16.0,,G. Dragić makes 2-pt layup from 1 ft (assist by M. Beasley),28,38
144,2,7:03.0,Shooting foul by M. Beasley (drawn by W. Barton),,28,38
145,2,7:03.0,W. Barton makes free throw 1 of 2,,29,38
146,2,7:03.0,G. Harris enters the game for E. Green,,29,38
147,2,7:03.0,W. Barton makes free throw 2 of 2,,30,38
148,2,6:54.0,,Turnover by M. Beasley (bad pass; steal by W. Barton),30,38
149,2,6:50.0,W. Barton makes 2-pt layup from 1 ft,,32,38
150,2,6:50.0,,Miami full timeout,32,38
151,2,6:50.0,,D. Wade enters the game for G. Dragić,32,38
152,2,6:33.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),32,40
153,2,6:15.0,Turnover by W. Barton (lost ball),,32,40
154,2,6:03.0,,D. Wade misses 2-pt jump shot from 12 ft,32,40
155,2,6:02.0,,Offensive rebound by Team,32,40
156,2,6:02.0,J. Nurkić enters the game for G. Harris,,32,40
157,2,5:54.0,,Turnover by D. Wade (lost ball; steal by K. Faried),32,40
158,2,5:48.0,K. Faried makes 2-pt dunk at rim (assist by W. Chandler),,34,40
159,2,5:17.0,,M. Chalmers makes 2-pt layup from 2 ft,34,42
160,2,5:04.0,W. Barton misses 2-pt jump shot from 5 ft (block by H. Whiteside),,34,42
161,2,5:03.0,,Defensive rebound by M. Beasley,34,42
162,2,4:57.0,,D. Wade makes 2-pt jump shot from 15 ft (assist by H. Walker),34,44
163,2,4:45.0,Personal foul by M. Chalmers (drawn by T. Lawson),,34,44
164,2,4:45.0,,L. Deng enters the game for H. Walker,34,44
165,2,4:45.0,R. Foye enters the game for W. Barton,,34,44
166,2,4:38.0,K. Faried makes 2-pt layup at rim (assist by T. Lawson),,36,44
167,2,4:18.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Chalmers),36,47
168,2,4:06.0,R. Foye misses 3-pt jump shot from 24 ft,,36,47
169,2,4:05.0,Offensive rebound by R. Foye,,36,47
170,2,4:04.0,Turnover by J. Nurkić (lost ball),,36,47
171,2,3:50.0,,Shooting foul by R. Foye (drawn by D. Wade),36,47
172,2,3:50.0,,D. Wade makes free throw 1 of 2,36,48
173,2,3:50.0,,D. Wade makes free throw 2 of 2,36,49
174,2,3:37.0,Turnover by T. Lawson (bad pass; steal by M. Beasley),,36,49
175,2,3:33.0,,D. Wade makes 2-pt dunk at rim (assist by L. Deng),36,51
176,2,3:32.0,,Violation by Team (delay of game),36,51
177,2,3:18.0,R. Foye misses 3-pt jump shot from 25 ft,,36,51
178,2,3:17.0,Offensive rebound by J. Nurkić,,36,51
179,2,3:13.0,J. Nurkić makes 2-pt jump shot from 6 ft,,38,51
180,2,2:54.0,,Turnover by L. Deng (bad pass; steal by J. Nurkić),38,51
181,2,2:51.0,Shooting foul by M. Chalmers (drawn by R. Foye),,38,51
182,2,2:51.0,Official timeout,,38,51
183,2,2:51.0,,G. Dragić enters the game for M. Chalmers,38,51
184,2,2:51.0,R. Foye makes free throw 1 of 2,,39,51
185,2,2:51.0,R. Foye makes free throw 2 of 2,,40,51
186,2,2:30.0,,D. Wade misses 2-pt jump shot from 9 ft,40,51
187,2,2:29.0,Defensive rebound by W. Chandler,,40,51
188,2,2:21.0,T. Lawson misses 3-pt jump shot from 24 ft,,40,51
189,2,2:20.0,,Defensive rebound by M. Beasley,40,51
190,2,2:08.0,,M. Beasley makes 2-pt jump shot from 13 ft,40,53
191,2,1:36.0,J. Nurkić makes 2-pt layup from 1 ft (assist by W. Chandler),,42,53
192,2,1:24.0,,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),42,55
193,2,1:17.0,Denver full timeout,,42,55
194,2,1:17.0,G. Harris enters the game for R. Foye,,42,55
195,2,1:00.0,G. Harris misses 3-pt jump shot from 23 ft,,42,55
196,2,0:59.0,,Defensive rebound by H. Whiteside,42,55
197,2,0:45.0,,D. Wade makes 2-pt jump shot from 11 ft,42,57
198,2,0:35.0,K. Faried makes 2-pt dunk at rim (assist by T. Lawson),,44,57
199,2,0:22.0,,G. Dragić makes 2-pt layup from 1 ft,44,59
200,2,0:04.0,J. Nurkić misses 2-pt layup at rim,,44,59
201,2,0:03.0,Offensive rebound by J. Nurkić,,44,59
202,2,0:03.0,J. Nurkić makes 2-pt layup from 1 ft,,46,59
203,3,11:46.0,,U. Haslem makes 2-pt jump shot from 16 ft (assist by D. Wade),46,61
204,3,11:21.0,Shooting foul by H. Whiteside (drawn by J. Nurkić),,46,61
205,3,11:21.0,J. Nurkić makes free throw 1 of 2,,47,61
206,3,11:21.0,J. Nurkić makes free throw 2 of 2,,48,61
207,3,11:08.0,,Personal foul by J. Nurkić (drawn by H. Whiteside),48,61
208,3,10:58.0,,L. Deng misses 3-pt jump shot from 24 ft,48,61
209,3,10:57.0,Defensive rebound by T. Lawson,,48,61
210,3,10:48.0,T. Lawson makes 2-pt layup from 2 ft,,50,61
211,3,10:22.0,,D. Wade misses 2-pt jump shot from 17 ft,50,61
212,3,10:21.0,Defensive rebound by T. Lawson,,50,61
213,3,10:09.0,W. Chandler misses 3-pt jump shot from 24 ft,,50,61
214,3,10:08.0,,Defensive rebound by H. Whiteside,50,61
215,3,10:00.0,,G. Dragić makes 2-pt layup at rim,50,63
216,3,9:40.0,R. Foye makes 3-pt jump shot from 24 ft,,53,63
217,3,9:23.0,,H. Whiteside misses 2-pt jump shot from 8 ft,53,63
218,3,9:22.0,Defensive rebound by K. Faried,,53,63
219,3,9:16.0,R. Foye makes 3-pt jump shot from 24 ft (assist by K. Faried),,56,63
220,3,8:54.0,,L. Deng makes 2-pt layup from 2 ft,56,65
221,3,8:42.0,T. Lawson misses 2-pt jump shot from 15 ft,,56,65
222,3,8:41.0,Offensive rebound by K. Faried,,56,65
223,3,8:40.0,K. Faried makes 2-pt tip-in at rim,,58,65
224,3,8:26.0,,U. Haslem makes 2-pt dunk at rim (assist by D. Wade),58,67
225,3,8:03.0,R. Foye misses 3-pt jump shot from 24 ft,,58,67
226,3,8:02.0,,Defensive rebound by U. Haslem,58,67
227,3,7:54.0,,Turnover by U. Haslem (traveling),58,67
228,3,7:54.0,J. Hickson enters the game for J. Nurkić,,58,67
229,3,7:31.0,J. Hickson makes 2-pt jump shot from 12 ft (assist by T. Lawson),,60,67
230,3,7:11.0,,D. Wade makes 2-pt jump shot from 11 ft,60,69
231,3,7:01.0,K. Faried makes 2-pt dunk at rim (assist by T. Lawson),,62,69
232,3,6:44.0,,U. Haslem makes 2-pt jump shot from 16 ft (assist by G. Dragić),62,71
233,3,6:33.0,Turnover by R. Foye (bad pass; steal by H. Whiteside),,62,71
234,3,6:30.0,,H. Whiteside makes 2-pt dunk at rim,62,73
235,3,6:26.0,Denver full timeout,,62,73
236,3,6:18.0,R. Foye misses 2-pt layup from 2 ft,,62,73
237,3,6:17.0,Offensive rebound by Team,,62,73
238,3,6:16.0,,Loose ball foul by D. Wade (drawn by J. Hickson),62,73
239,3,6:00.0,W. Chandler makes 3-pt jump shot from 24 ft,,65,73
240,3,5:40.0,,Miami full timeout,65,73
241,3,5:36.0,,Personal foul by J. Hickson (drawn by G. Dragić),65,73
242,3,5:36.0,,M. Chalmers enters the game for G. Dragić,65,73
243,3,5:28.0,,D. Wade misses 2-pt layup from 2 ft (block by J. Hickson),65,73
244,3,5:27.0,,Offensive rebound by Team,65,73
245,3,5:22.0,,D. Wade misses 2-pt jump shot from 19 ft,65,73
246,3,5:21.0,Defensive rebound by T. Lawson,,65,73
247,3,5:18.0,Turnover by R. Foye (lost ball),,65,73
248,3,5:06.0,,Turnover by U. Haslem (bad pass; steal by T. Lawson),65,73
249,3,5:04.0,Personal foul by L. Deng (drawn by T. Lawson),,65,73
250,3,5:04.0,,M. Beasley enters the game for U. Haslem,65,73
251,3,4:45.0,W. Chandler makes 2-pt layup from 2 ft,,67,73
252,3,4:27.0,,D. Wade makes 2-pt jump shot from 20 ft (assist by M. Beasley),67,75
253,3,4:20.0,R. Foye makes 3-pt jump shot from 24 ft (assist by T. Lawson),,70,75
254,3,3:59.0,,L. Deng makes 2-pt jump shot from 21 ft,70,77
255,3,3:45.0,K. Faried makes 2-pt hook shot from 4 ft (assist by T. Lawson),,72,77
256,3,3:27.0,,Personal foul by K. Faried (drawn by D. Wade),72,77
257,3,3:27.0,,H. Walker enters the game for L. Deng,72,77
258,3,3:27.0,,G. Dragić enters the game for D. Wade,72,77
259,3,3:21.0,,Turnover by M. Chalmers (lost ball),72,77
260,3,3:14.0,Turnover by J. Hickson (offensive foul),,72,77
261,3,3:14.0,Offensive foul by J. Hickson (drawn by H. Whiteside),,72,77
262,3,2:59.0,,G. Dragić makes 2-pt jump shot from 15 ft (assist by M. Beasley),72,79
263,3,2:43.0,R. Foye misses 3-pt jump shot from 23 ft,,72,79
264,3,2:42.0,,Defensive rebound by M. Beasley,72,79
265,3,2:33.0,,Turnover by H. Whiteside (lost ball; steal by J. Hickson),72,79
266,3,2:31.0,Turnover by J. Hickson (bad pass; steal by G. Dragić),,72,79
267,3,2:29.0,,H. Whiteside misses 2-pt dunk at rim,72,79
268,3,2:27.0,,Offensive rebound by G. Dragić,72,79
269,3,2:26.0,,G. Dragić misses 2-pt layup from 1 ft (block by T. Lawson),72,79
270,3,2:26.0,,Offensive rebound by G. Dragić,72,79
271,3,2:25.0,,G. Dragić makes 2-pt layup from 1 ft,72,81
272,3,2:17.0,K. Faried misses 2-pt layup at rim,,72,81
273,3,2:15.0,,Defensive rebound by G. Dragić,72,81
274,3,2:02.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by M. Beasley),72,83
275,3,1:55.0,Denver full timeout,,72,83
276,3,1:55.0,,C. Andersen enters the game for H. Whiteside,72,83
277,3,1:55.0,D. Arthur enters the game for W. Chandler,,72,83
278,3,1:55.0,W. Barton enters the game for K. Faried,,72,83
279,3,1:39.0,Turnover by W. Barton (bad pass),,72,83
280,3,1:22.0,,M. Beasley misses 2-pt layup from 2 ft (block by J. Hickson),72,83
281,3,1:21.0,Defensive rebound by J. Hickson,,72,83
282,3,1:15.0,T. Lawson makes 2-pt layup from 1 ft,,74,83
283,3,0:53.0,,H. Walker makes 3-pt jump shot from 24 ft (assist by M. Beasley),74,86
284,3,0:40.0,T. Lawson makes 2-pt jump shot from 19 ft,,76,86
285,3,0:20.0,,Shooting foul by T. Lawson (drawn by M. Chalmers),76,86
286,3,0:20.0,,M. Chalmers makes free throw 1 of 2,76,87
287,3,0:20.0,J. Nurkić enters the game for J. Hickson,,76,87
288,3,0:20.0,,M. Chalmers misses free throw 2 of 2,76,87
289,3,0:19.0,Defensive rebound by J. Nurkić,,76,87
290,3,0:03.0,T. Lawson makes 2-pt layup from 2 ft,,78,87
291,4,11:44.0,D. Arthur misses 3-pt jump shot from 25 ft,,78,87
292,4,11:43.0,,Defensive rebound by G. Dragić,78,87
293,4,11:28.0,,H. Walker misses 2-pt layup from 3 ft (block by J. Nurkić),78,87
294,4,11:27.0,,Offensive rebound by Team,78,87
295,4,11:23.0,,M. Chalmers misses 2-pt jump shot from 20 ft,78,87
296,4,11:22.0,,Offensive rebound by G. Dragić,78,87
297,4,11:05.0,,H. Walker misses 3-pt jump shot from 24 ft,78,87
298,4,11:04.0,Defensive rebound by G. Harris,,78,87
299,4,10:51.0,Shooting foul by M. Chalmers (drawn by T. Lawson),,78,87
300,4,10:51.0,T. Lawson misses free throw 1 of 2,,78,87
301,4,10:51.0,Offensive rebound by Team,,78,87
302,4,10:51.0,T. Lawson misses free throw 2 of 2,,78,87
303,4,10:50.0,,Defensive rebound by M. Chalmers,78,87
304,4,10:38.0,,C. Andersen makes 2-pt layup from 1 ft (assist by H. Walker),78,89
305,4,10:18.0,W. Barton makes 3-pt jump shot from 24 ft (assist by G. Harris),,81,89
306,4,9:59.0,,G. Dragić misses 2-pt layup from 1 ft (block by W. Barton),81,89
307,4,9:58.0,Defensive rebound by W. Barton,,81,89
308,4,9:53.0,W. Barton misses 2-pt layup from 1 ft,,81,89
309,4,9:52.0,,Defensive rebound by M. Chalmers,81,89
310,4,9:48.0,,Personal foul by W. Barton (drawn by M. Chalmers),81,89
311,4,9:37.0,,Turnover by M. Beasley (bad pass; steal by W. Barton),81,89
312,4,9:29.0,D. Arthur misses 3-pt jump shot from 24 ft,,81,89
313,4,9:28.0,,Defensive rebound by G. Dragić,81,89
314,4,9:24.0,,Turnover by G. Dragić (bad pass; steal by G. Harris),81,89
315,4,9:08.0,G. Harris misses 3-pt jump shot from 24 ft,,81,89
316,4,9:07.0,,Defensive rebound by M. Beasley,81,89
317,4,8:53.0,Official timeout,,81,89
318,4,8:53.0,E. Green enters the game for T. Lawson,,81,89
319,4,8:45.0,,M. Beasley misses 2-pt jump shot from 15 ft,81,89
320,4,8:44.0,Defensive rebound by G. Harris,,81,89
321,4,8:26.0,D. Arthur misses 3-pt jump shot from 25 ft,,81,89
322,4,8:25.0,,Defensive rebound by C. Andersen,81,89
323,4,8:05.0,,M. Chalmers misses 2-pt layup from 2 ft,81,89
324,4,8:04.0,Defensive rebound by E. Green,,81,89
325,4,7:55.0,G. Harris misses 2-pt layup from 1 ft (block by H. Walker),,81,89
326,4,7:54.0,,Offensive rebound by Team,81,89
327,4,7:37.0,,Def 3 sec tech foul by W. Barton,81,89
328,4,7:37.0,,M. Chalmers makes technical free throw,81,90
329,4,7:23.0,,M. Beasley misses 3-pt jump shot from 25 ft,81,90
330,4,7:22.0,Defensive rebound by G. Harris,,81,90
331,4,7:07.0,D. Arthur misses 3-pt jump shot from 24 ft,,81,90
332,4,7:06.0,Offensive rebound by J. Nurkić,,81,90
333,4,7:06.0,Personal foul by H. Walker (drawn by J. Nurkić),,81,90
334,4,7:06.0,,D. Wade enters the game for G. Dragić,81,90
335,4,7:06.0,K. Faried enters the game for D. Arthur,,81,90
336,4,6:57.0,E. Green misses 2-pt jump shot from 8 ft,,81,90
337,4,6:56.0,Offensive rebound by K. Faried,,81,90
338,4,6:50.0,Turnover by K. Faried (lost ball),,81,90
339,4,6:33.0,,Personal foul by W. Barton (drawn by D. Wade),81,90
340,4,6:33.0,W. Chandler enters the game for G. Harris,,81,90
341,4,6:33.0,,H. Whiteside enters the game for C. Andersen,81,90
342,4,6:24.0,,Personal foul by J. Nurkić (drawn by M. Chalmers),81,90
343,4,6:11.0,,H. Walker makes 3-pt jump shot from 24 ft (assist by D. Wade),81,93
344,4,5:59.0,Personal foul by H. Walker (drawn by K. Faried),,81,93
345,4,5:59.0,,Miami full timeout,81,93
346,4,5:59.0,R. Foye enters the game for W. Barton,,81,93
347,4,5:59.0,T. Lawson enters the game for E. Green,,81,93
348,4,5:47.0,R. Foye misses 3-pt jump shot from 25 ft,,81,93
349,4,5:46.0,,Defensive rebound by M. Chalmers,81,93
350,4,5:42.0,,D. Wade makes 2-pt layup at rim (assist by M. Chalmers),81,95
351,4,5:19.0,Shooting foul by M. Chalmers (drawn by T. Lawson),,81,95
352,4,5:19.0,T. Lawson misses free throw 1 of 2,,81,95
353,4,5:19.0,Offensive rebound by Team,,81,95
354,4,5:19.0,T. Lawson misses free throw 2 of 2,,81,95
355,4,5:18.0,,Defensive rebound by H. Whiteside,81,95
356,4,4:59.0,,M. Beasley misses 3-pt jump shot from 24 ft,81,95
357,4,4:58.0,Defensive rebound by W. Chandler,,81,95
358,4,4:45.0,T. Lawson misses 2-pt jump shot from 18 ft,,81,95
359,4,4:44.0,Offensive rebound by T. Lawson,,81,95
360,4,4:36.0,K. Faried misses 2-pt layup from 1 ft (block by H. Walker),,81,95
361,4,4:35.0,,Defensive rebound by H. Walker,81,95
362,4,4:27.0,,Turnover by D. Wade (offensive foul),81,95
363,4,4:27.0,Offensive charge foul by D. Wade (drawn by J. Nurkić),,81,95
364,4,4:27.0,,L. Deng enters the game for H. Walker,81,95
365,4,4:15.0,R. Foye misses 3-pt jump shot from 24 ft,,81,95
366,4,4:14.0,,Defensive rebound by H. Whiteside,81,95
367,4,4:04.0,,D. Wade misses 2-pt layup at rim,81,95
368,4,4:03.0,,Offensive rebound by H. Whiteside,81,95
369,4,4:02.0,,H. Whiteside makes 2-pt dunk at rim,81,97
370,4,3:52.0,Personal foul by M. Chalmers (drawn by K. Faried),,81,97
371,4,3:52.0,K. Faried misses free throw 1 of 2,,81,97
372,4,3:52.0,Offensive rebound by Team,,81,97
373,4,3:52.0,,G. Dragić enters the game for M. Chalmers,81,97
374,4,3:52.0,K. Faried misses free throw 2 of 2,,81,97
375,4,3:51.0,,Defensive rebound by D. Wade,81,97
376,4,3:38.0,,Turnover by D. Wade (lost ball; steal by K. Faried),81,97
377,4,3:36.0,Personal foul by D. Wade (drawn by R. Foye),,81,97
378,4,3:36.0,R. Foye makes free throw 1 of 2,,82,97
379,4,3:36.0,R. Foye makes free throw 2 of 2,,83,97
380,4,3:21.0,,Turnover by M. Beasley (bad pass; steal by J. Nurkić),83,97
381,4,3:08.0,J. Nurkić makes 2-pt layup from 1 ft (assist by T. Lawson),,85,97
382,4,3:08.0,,Miami full timeout,85,97
383,4,2:52.0,,D. Wade makes 2-pt layup from 1 ft,85,99
384,4,2:41.0,W. Chandler misses 3-pt jump shot from 24 ft,,85,99
385,4,2:40.0,,Defensive rebound by M. Beasley,85,99
386,4,2:27.0,,Personal foul by K. Faried (drawn by D. Wade),85,99
