,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHILADELPHIA_ACTION,PORTLAND_SCORE,PHILADELPHIA_SCORE
375,4,6:27.0,R. Lopez misses 2-pt layup from 2 ft,,100,88
376,4,6:26.0,,Defensive rebound by T. Wroten,100,88
377,4,6:13.0,,T. Wroten misses 3-pt jump shot from 26 ft,100,88
378,4,6:11.0,Defensive rebound by D. Lillard,,100,88
379,4,6:06.0,S. Blake misses 3-pt jump shot from 22 ft,,100,88
380,4,6:03.0,Offensive rebound by J. Freeland,,100,88
381,4,5:49.0,Turnover by N. Batum (bad pass; steal by H. Sims),,100,88
382,4,5:29.0,,B. Davies misses 3-pt jump shot from 25 ft,100,88
383,4,5:27.0,Defensive rebound by J. Freeland,,100,88
384,4,5:07.0,J. Freeland misses 2-pt jump shot from 16 ft,,100,88
385,4,5:05.0,,Defensive rebound by M. Carter-Williams,100,88
386,4,4:59.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,100,88
387,4,4:55.0,,Offensive rebound by Team,100,88
388,4,4:55.0,Loose ball foul by S. Blake (drawn by B. Davies),,100,88
389,4,4:55.0,W. Matthews enters the game for S. Blake,,100,88
390,4,4:55.0,,A. Shved enters the game for M. Carter-Williams,100,88
391,4,4:55.0,L. Aldridge enters the game for J. Freeland,,100,88
392,4,4:48.0,,Shooting foul by R. Lopez (drawn by H. Sims),100,88
393,4,4:48.0,Technical foul by R. Lopez,,100,88
394,4,4:48.0,,H. Sims makes technical free throw,100,89
395,4,4:48.0,,H. Sims makes free throw 1 of 2,100,90
396,4,4:48.0,,H. Sims makes free throw 2 of 2,100,91
397,4,4:34.0,Offensive foul by R. Lopez (drawn by H. Sims),,100,91
398,4,4:34.0,Turnover by R. Lopez (offensive foul),,100,91
399,4,4:22.0,,T. Wroten makes 2-pt layup from 1 ft,100,93
400,4,4:04.0,Shooting foul by B. Davies (drawn by L. Aldridge),,100,93
401,4,4:04.0,L. Aldridge makes free throw 1 of 2,,101,93
402,4,4:04.0,,N. Noel enters the game for B. Davies,101,93
403,4,4:04.0,,M. Carter-Williams enters the game for K. McDaniels,101,93
404,4,4:04.0,L. Aldridge misses free throw 2 of 2,,101,93
405,4,4:04.0,Offensive rebound by Team,,101,93
406,4,3:52.0,Personal foul by N. Noel (drawn by L. Aldridge),,101,93
407,4,3:44.0,L. Aldridge makes 2-pt jump shot from 12 ft,,103,93
408,4,3:44.0,Shooting foul by N. Noel (drawn by L. Aldridge),,103,93
409,4,3:44.0,L. Aldridge makes free throw 1 of 1,,104,93
410,4,3:31.0,,H. Sims makes 2-pt jump shot from 6 ft (assist by N. Noel),104,95
411,4,3:15.0,L. Aldridge misses 2-pt jump shot from 13 ft,,104,95
412,4,3:13.0,,Defensive rebound by M. Carter-Williams,104,95
413,4,2:59.0,,T. Wroten misses 2-pt layup from 2 ft (block by R. Lopez),104,95
414,4,2:57.0,Defensive rebound by N. Batum,,104,95
415,4,2:48.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,107,95
416,4,2:40.0,,Shooting foul by W. Matthews (drawn by A. Shved),107,95
417,4,2:40.0,Official timeout,,107,95
418,4,2:40.0,,A. Shved makes free throw 1 of 2,107,96
419,4,2:40.0,,A. Shved makes free throw 2 of 2,107,97
420,4,2:23.0,L. Aldridge misses 2-pt jump shot from 10 ft,,107,97
421,4,2:21.0,Offensive rebound by D. Lillard,,107,97
422,4,2:08.0,W. Matthews misses 3-pt jump shot from 23 ft,,107,97
423,4,2:06.0,,Defensive rebound by M. Carter-Williams,107,97
424,4,2:02.0,,A. Shved makes 2-pt layup from 1 ft (assist by M. Carter-Williams),107,99
425,4,1:42.0,N. Batum misses 2-pt jump shot from 13 ft,,107,99
426,4,1:42.0,Offensive rebound by L. Aldridge,,107,99
427,4,1:42.0,L. Aldridge makes 2-pt layup at rim,,109,99
428,4,1:32.0,,M. Carter-Williams makes 2-pt layup from 2 ft,109,101
429,4,1:19.0,Personal foul by T. Wroten (drawn by W. Matthews),,109,101
430,4,1:19.0,W. Matthews makes free throw 1 of 2,,110,101
431,4,1:19.0,W. Matthews makes free throw 2 of 2,,111,101
432,4,1:04.0,,Turnover by M. Carter-Williams (bad pass),111,101
433,4,0:54.0,N. Batum misses 3-pt jump shot from 26 ft,,111,101
434,4,0:53.0,,Defensive rebound by N. Noel,111,101
435,4,0:38.0,,Shooting foul by R. Lopez (drawn by T. Wroten),111,101
436,4,0:38.0,,T. Wroten makes free throw 1 of 2,111,102
437,4,0:38.0,,T. Wroten misses free throw 2 of 2,111,102
438,4,0:38.0,Defensive rebound by W. Matthews,,111,102
439,4,0:19.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Lillard),,114,102
440,4,0:06.0,,M. Carter-Williams misses 2-pt jump shot from 16 ft,114,102
441,4,0:03.0,,Offensive rebound by H. Sims,114,102
442,4,0:03.0,,H. Sims makes 2-pt jump shot from 4 ft,114,104
