,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
66,1,4:40.0,,Offensive foul by M. Williams (drawn by P. Mills),11,11
67,1,4:27.0,T. Splitter makes 2-pt layup at rim (assist by M. Ginóbili),,13,11
68,1,4:11.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,13,11
69,1,4:10.0,,Offensive rebound by B. Biyombo,13,11
70,1,4:10.0,,B. Biyombo misses 2-pt layup at rim (block by T. Splitter),13,11
71,1,4:08.0,,Offensive rebound by G. Henderson,13,11
72,1,4:00.0,,M. Williams misses 3-pt jump shot from 25 ft,13,11
73,1,3:59.0,Defensive rebound by T. Splitter,,13,11
74,1,3:46.0,P. Mills makes 2-pt jump shot from 15 ft (assist by C. Joseph),,15,11
75,1,3:27.0,,K. Walker misses 2-pt layup from 1 ft,15,11
76,1,3:25.0,Defensive rebound by T. Splitter,,15,11
77,1,3:13.0,M. Ginóbili makes 2-pt jump shot from 16 ft,,17,11
78,1,3:05.0,,Charlotte full timeout,17,11
79,1,3:05.0,,J. Maxiell enters the game for B. Biyombo,17,11
80,1,3:05.0,,L. Stephenson enters the game for G. Henderson,17,11
81,1,2:47.0,,L. Stephenson misses 2-pt layup from 1 ft,17,11
82,1,2:47.0,,Offensive rebound by J. Maxiell,17,11
83,1,2:47.0,,Turnover by Team (shot clock),17,11
84,1,2:36.0,P. Mills misses 2-pt jump shot from 20 ft,,17,11
85,1,2:35.0,,Defensive rebound by M. Williams,17,11
86,1,2:15.0,,L. Stephenson misses 2-pt layup from 1 ft,17,11
87,1,2:14.0,Defensive rebound by B. Diaw,,17,11
88,1,2:10.0,C. Joseph misses 2-pt layup from 2 ft (block by K. Walker),,17,11
89,1,2:10.0,Offensive rebound by Team,,17,11
90,1,2:10.0,Offensive foul by M. Ginóbili (drawn by J. Maxiell),,17,11
91,1,2:10.0,Turnover by M. Ginóbili (offensive foul),,17,11
92,1,1:52.0,,K. Walker misses 2-pt layup from 1 ft,17,11
93,1,1:48.0,,Offensive rebound by J. Maxiell,17,11
94,1,1:48.0,,J. Maxiell misses 2-pt layup at rim,17,11
95,1,1:47.0,,Offensive rebound by J. Maxiell,17,11
96,1,1:47.0,,J. Maxiell misses 2-pt layup at rim,17,11
97,1,1:45.0,Defensive rebound by C. Joseph,,17,11
98,1,1:38.0,T. Splitter misses 2-pt layup from 2 ft,,17,11
99,1,1:36.0,,Defensive rebound by L. Stephenson,17,11
100,1,1:26.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 8 ft,17,13
101,1,1:26.0,,Shooting foul by P. Mills (drawn by M. Kidd-Gilchrist),17,13
102,1,1:26.0,,B. Roberts enters the game for K. Walker,17,13
103,1,1:26.0,,M. Kidd-Gilchrist makes free throw 1 of 1,17,14
104,1,1:09.0,M. Ginóbili makes 2-pt layup at rim,,19,14
105,1,0:52.0,,B. Roberts makes 2-pt jump shot from 19 ft,19,16
106,1,0:45.0,M. Ginóbili makes 2-pt jump shot from 4 ft (assist by T. Splitter),,21,16
107,1,0:45.0,Shooting foul by M. Williams (drawn by M. Ginóbili),,21,16
108,1,0:45.0,M. Ginóbili makes free throw 1 of 1,,22,16
109,1,0:33.0,,L. Stephenson makes 2-pt jump shot from 18 ft,22,18
110,1,0:16.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,22,18
111,1,0:15.0,,Defensive rebound by M. Williams,22,18
112,2,11:42.0,T. Splitter makes 2-pt layup from 1 ft (assist by P. Mills),,24,18
113,2,11:26.0,,L. Stephenson misses 2-pt jump shot from 18 ft,24,18
114,2,11:25.0,Defensive rebound by B. Diaw,,24,18
115,2,11:10.0,P. Mills misses 2-pt layup from 2 ft,,24,18
116,2,11:09.0,,Defensive rebound by C. Zeller,24,18
117,2,11:04.0,,B. Roberts misses 3-pt jump shot from 24 ft,24,18
118,2,11:03.0,Defensive rebound by M. Ginóbili,,24,18
119,2,10:58.0,Shooting foul by B. Roberts (drawn by B. Diaw),,24,18
120,2,10:58.0,B. Diaw misses free throw 1 of 2,,24,18
121,2,10:58.0,Offensive rebound by Team,,24,18
122,2,10:58.0,T. Parker enters the game for M. Ginóbili,,24,18
123,2,10:58.0,T. Duncan enters the game for C. Joseph,,24,18
124,2,10:58.0,D. Green enters the game for T. Splitter,,24,18
125,2,10:58.0,B. Diaw makes free throw 2 of 2,,25,18
126,2,10:42.0,,B. Roberts makes 2-pt layup from 1 ft (assist by C. Zeller),25,20
127,2,10:24.0,B. Diaw misses 2-pt layup from 2 ft,,25,20
128,2,10:24.0,Offensive rebound by Team,,25,20
129,2,10:12.0,D. Green misses 2-pt jump shot from 18 ft,,25,20
130,2,10:11.0,,Defensive rebound by C. Zeller,25,20
131,2,10:01.0,,P. Hairston misses 2-pt layup from 1 ft (block by B. Diaw),25,20
132,2,9:58.0,Defensive rebound by T. Duncan,,25,20
133,2,9:48.0,B. Diaw misses 2-pt layup from 2 ft,,25,20
134,2,9:47.0,,Defensive rebound by J. Maxiell,25,20
135,2,9:30.0,,C. Zeller makes 2-pt layup from 1 ft,25,22
136,2,9:14.0,Personal foul by C. Zeller (drawn by D. Green),,25,22
137,2,9:14.0,M. Bonner enters the game for B. Diaw,,25,22
138,2,9:05.0,Turnover by T. Duncan (3 sec),,25,22
139,2,8:53.0,,L. Stephenson misses 2-pt jump shot from 10 ft,25,22
140,2,8:52.0,Defensive rebound by M. Bonner,,25,22
141,2,8:42.0,T. Duncan makes 2-pt dunk at rim (assist by P. Mills),,27,22
142,2,8:21.0,,J. Maxiell makes 2-pt jump shot from 7 ft,27,24
143,2,8:08.0,T. Parker makes 2-pt jump shot from 8 ft,,29,24
144,2,7:56.0,,P. Hairston makes 3-pt jump shot from 26 ft (assist by L. Stephenson),29,27
145,2,7:56.0,San Antonio full timeout,,29,27
146,2,7:42.0,T. Parker makes 2-pt jump shot from 6 ft (assist by T. Duncan),,31,27
147,2,7:28.0,,C. Zeller misses 2-pt layup from 1 ft (block by T. Duncan),31,27
148,2,7:27.0,Defensive rebound by T. Parker,,31,27
149,2,7:18.0,M. Bonner makes 3-pt jump shot from 25 ft (assist by T. Parker),,34,27
150,2,6:57.0,,Shooting foul by D. Green (drawn by L. Stephenson),34,27
151,2,6:57.0,,L. Stephenson makes free throw 1 of 2,34,28
152,2,6:57.0,C. Joseph enters the game for P. Mills,,34,28
153,2,6:57.0,,B. Biyombo enters the game for J. Maxiell,34,28
154,2,6:57.0,,L. Stephenson misses free throw 2 of 2,34,28
155,2,6:55.0,Defensive rebound by M. Bonner,,34,28
156,2,6:45.0,T. Duncan makes 2-pt layup from 1 ft (assist by T. Parker),,36,28
157,2,6:28.0,,B. Biyombo misses 2-pt jump shot from 16 ft,36,28
158,2,6:27.0,Defensive rebound by T. Duncan,,36,28
159,2,6:20.0,T. Parker makes 2-pt jump shot from 17 ft,,38,28
160,2,6:20.0,,Charlotte full timeout,38,28
161,2,6:20.0,,M. Kidd-Gilchrist enters the game for L. Stephenson,38,28
162,2,6:20.0,,G. Henderson enters the game for B. Roberts,38,28
163,2,6:20.0,,K. Walker enters the game for P. Hairston,38,28
164,2,6:10.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),38,30
165,2,5:52.0,M. Bonner makes 3-pt jump shot from 26 ft (assist by T. Parker),,41,30
166,2,5:38.0,,Turnover by K. Walker (lost ball; steal by D. Green),41,30
167,2,5:29.0,T. Parker misses 2-pt jump shot from 10 ft,,41,30
168,2,5:28.0,,Defensive rebound by C. Zeller,41,30
169,2,5:10.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,41,30
170,2,5:09.0,Defensive rebound by T. Duncan,,41,30
171,2,5:04.0,,Violation by B. Biyombo (kicked ball),41,30
172,2,4:47.0,C. Joseph misses 2-pt layup from 1 ft,,41,30
173,2,4:44.0,,Defensive rebound by B. Biyombo,41,30
174,2,4:41.0,,Shooting foul by T. Parker (drawn by K. Walker),41,30
175,2,4:41.0,,K. Walker makes free throw 1 of 2,41,31
176,2,4:41.0,M. Ginóbili enters the game for T. Parker,,41,31
177,2,4:41.0,,K. Walker makes free throw 2 of 2,41,32
178,2,4:29.0,D. Green makes 2-pt jump shot from 20 ft (assist by M. Bonner),,43,32
179,2,4:20.0,,Personal foul by C. Joseph (drawn by K. Walker),43,32
180,2,4:07.0,,Turnover by G. Henderson (lost ball; steal by M. Ginóbili),43,32
181,2,4:01.0,Turnover by D. Green (step out of bounds),,43,32
182,2,3:47.0,,G. Henderson makes 2-pt jump shot from 13 ft (assist by M. Kidd-Gilchrist),43,34
183,2,3:24.0,T. Duncan misses 2-pt jump shot from 3 ft,,43,34
184,2,3:23.0,,Defensive rebound by B. Biyombo,43,34
185,2,3:17.0,,K. Walker misses 2-pt jump shot from 14 ft,43,34
186,2,3:14.0,,Offensive rebound by B. Biyombo,43,34
187,2,3:05.0,,C. Zeller misses 2-pt jump shot from 19 ft,43,34
188,2,3:05.0,,Offensive rebound by Team,43,34
189,2,3:05.0,Loose ball foul by T. Duncan (drawn by B. Biyombo),,43,34
190,2,2:47.0,,Turnover by G. Henderson (bad pass),43,34
191,2,2:47.0,Official timeout,,43,34
192,2,2:47.0,,Technical foul by G. Henderson,43,34
193,2,2:47.0,T. Splitter enters the game for T. Duncan,,43,34
194,2,2:47.0,D. Green makes technical free throw,,44,34
195,2,2:32.0,D. Green makes 3-pt jump shot from 26 ft (assist by C. Joseph),,47,34
196,2,2:12.0,,K. Walker misses 3-pt jump shot from 27 ft,47,34
197,2,2:11.0,Defensive rebound by D. Green,,47,34
198,2,2:01.0,D. Green makes 3-pt jump shot from 26 ft (assist by T. Splitter),,50,34
199,2,2:01.0,,Charlotte full timeout,50,34
200,2,2:01.0,,P. Hairston enters the game for M. Kidd-Gilchrist,50,34
201,2,2:01.0,,M. Williams enters the game for C. Zeller,50,34
202,2,1:46.0,,K. Walker makes 2-pt jump shot from 8 ft,50,36
203,2,1:27.0,M. Bonner makes 2-pt jump shot from 8 ft (assist by C. Joseph),,52,36
204,2,1:18.0,,Personal foul by C. Joseph (drawn by K. Walker),52,36
205,2,1:18.0,,K. Walker makes free throw 1 of 2,52,37
206,2,1:18.0,P. Mills enters the game for C. Joseph,,52,37
207,2,1:18.0,,K. Walker misses free throw 2 of 2,52,37
208,2,1:15.0,,Offensive rebound by B. Biyombo,52,37
209,2,1:15.0,,B. Biyombo makes 2-pt tip-in at rim,52,39
210,2,1:01.0,P. Mills misses 2-pt jump shot from 5 ft (block by B. Biyombo),,52,39
211,2,1:00.0,,Defensive rebound by P. Hairston,52,39
212,2,0:55.0,,K. Walker misses 2-pt layup from 1 ft,52,39
213,2,0:55.0,,Offensive rebound by B. Biyombo,52,39
214,2,0:55.0,,B. Biyombo makes 2-pt layup at rim,52,41
215,2,0:55.0,,Shooting foul by T. Splitter (drawn by B. Biyombo),52,41
216,2,0:55.0,,B. Biyombo makes free throw 1 of 1,52,42
217,2,0:41.0,M. Bonner misses 3-pt jump shot from 23 ft,,52,42
218,2,0:39.0,,Defensive rebound by P. Hairston,52,42
219,2,0:33.0,,Shooting foul by D. Green (drawn by P. Hairston),52,42
220,2,0:33.0,,G. Henderson makes free throw 1 of 2,52,43
221,2,0:33.0,,G. Henderson misses free throw 2 of 2,52,43
222,2,0:32.0,Defensive rebound by M. Bonner,,52,43
223,2,0:26.0,Shooting foul by K. Walker (drawn by T. Splitter),,52,43
224,2,0:26.0,T. Splitter makes free throw 1 of 2,,53,43
225,2,0:26.0,C. Joseph enters the game for M. Bonner,,53,43
226,2,0:26.0,T. Splitter makes free throw 2 of 2,,54,43
227,2,0:08.0,,Personal foul by T. Splitter (drawn by K. Walker),54,43
228,2,0:08.0,,K. Walker makes free throw 1 of 2,54,44
229,2,0:08.0,,M. Kidd-Gilchrist enters the game for M. Williams,54,44
230,2,0:08.0,M. Bonner enters the game for C. Joseph,,54,44
231,2,0:08.0,,K. Walker makes free throw 2 of 2,54,45
232,2,0:02.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by P. Mills),,57,45
233,3,11:42.0,Personal foul by G. Henderson (drawn by C. Joseph),,57,45
234,3,11:28.0,T. Parker misses 3-pt jump shot from 31 ft (block by K. Walker),,57,45
235,3,11:28.0,Offensive rebound by Team,,57,45
236,3,11:28.0,Turnover by Team (shot clock),,57,45
237,3,11:15.0,,C. Zeller misses 2-pt layup from 1 ft (block by T. Duncan),57,45
238,3,11:13.0,Defensive rebound by T. Parker,,57,45
239,3,11:03.0,C. Joseph misses 2-pt layup from 2 ft (block by B. Biyombo),,57,45
240,3,11:01.0,,Defensive rebound by C. Zeller,57,45
241,3,10:57.0,,K. Walker makes 2-pt layup at rim,57,47
242,3,10:33.0,T. Duncan makes 2-pt jump shot from 19 ft (assist by D. Green),,59,47
243,3,10:16.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by K. Walker),59,49
244,3,9:57.0,C. Joseph misses 2-pt jump shot from 10 ft (block by B. Biyombo),,59,49
245,3,9:55.0,Offensive rebound by M. Bonner,,59,49
246,3,9:48.0,C. Joseph misses 3-pt jump shot from 27 ft,,59,49
247,3,9:47.0,,Defensive rebound by B. Biyombo,59,49
248,3,9:43.0,,Turnover by K. Walker (lost ball; steal by C. Joseph),59,49
249,3,9:37.0,C. Joseph misses 2-pt layup from 1 ft (block by G. Henderson),,59,49
250,3,9:35.0,,Defensive rebound by M. Kidd-Gilchrist,59,49
251,3,9:19.0,,G. Henderson misses 2-pt jump shot from 7 ft,59,49
252,3,9:18.0,Defensive rebound by T. Duncan,,59,49
253,3,9:08.0,C. Joseph makes 2-pt jump shot from 19 ft (assist by M. Bonner),,61,49
254,3,8:55.0,,Shooting foul by M. Bonner (drawn by B. Biyombo),61,49
255,3,8:55.0,,B. Biyombo misses free throw 1 of 2,61,49
256,3,8:55.0,,Offensive rebound by Team,61,49
257,3,8:55.0,,B. Biyombo makes free throw 2 of 2,61,50
258,3,8:37.0,T. Duncan misses 2-pt layup from 2 ft (block by B. Biyombo),,61,50
259,3,8:37.0,Offensive rebound by Team,,61,50
260,3,8:33.0,T. Duncan misses 2-pt jump shot from 14 ft,,61,50
261,3,8:31.0,,Defensive rebound by C. Zeller,61,50
262,3,8:19.0,,G. Henderson makes 2-pt layup at rim (assist by C. Zeller),61,52
263,3,8:02.0,D. Green makes 2-pt jump shot from 17 ft (assist by M. Bonner),,63,52
264,3,7:42.0,,Shooting foul by T. Parker (drawn by M. Kidd-Gilchrist),63,52
265,3,7:42.0,,M. Kidd-Gilchrist makes free throw 1 of 2,63,53
266,3,7:42.0,,M. Kidd-Gilchrist makes free throw 2 of 2,63,54
267,3,7:30.0,M. Bonner misses 2-pt jump shot from 6 ft,,63,54
268,3,7:29.0,,Defensive rebound by B. Biyombo,63,54
269,3,7:22.0,,Personal foul by D. Green (drawn by K. Walker),63,54
270,3,7:22.0,B. Diaw enters the game for M. Bonner,,63,54
271,3,7:13.0,,G. Henderson makes 2-pt jump shot from 16 ft,63,56
272,3,7:12.0,San Antonio full timeout,,63,56
273,3,7:12.0,M. Ginóbili enters the game for T. Duncan,,63,56
274,3,7:12.0,P. Mills enters the game for D. Green,,63,56
275,3,7:12.0,T. Splitter enters the game for T. Parker,,63,56
276,3,6:54.0,Shooting foul by M. Kidd-Gilchrist (drawn by M. Ginóbili),,63,56
277,3,6:54.0,M. Ginóbili makes free throw 1 of 2,,64,56
278,3,6:54.0,M. Ginóbili misses free throw 2 of 2,,64,56
279,3,6:53.0,,Defensive rebound by B. Biyombo,64,56
280,3,6:39.0,,C. Zeller makes 2-pt layup at rim (assist by K. Walker),64,58
281,3,6:15.0,C. Joseph misses 3-pt jump shot from 25 ft,,64,58
282,3,6:14.0,,Defensive rebound by M. Kidd-Gilchrist,64,58
283,3,6:00.0,,Turnover by K. Walker (lost ball; steal by M. Ginóbili),64,58
284,3,5:42.0,P. Mills makes 2-pt layup from 2 ft (assist by B. Diaw),,66,58
285,3,5:42.0,Shooting foul by G. Henderson (drawn by P. Mills),,66,58
286,3,5:42.0,P. Mills makes free throw 1 of 1,,67,58
287,3,5:21.0,,B. Biyombo makes 2-pt jump shot from 6 ft (assist by G. Henderson),67,60
288,3,5:08.0,B. Diaw misses 2-pt jump shot from 16 ft,,67,60
289,3,5:08.0,,Defensive rebound by Team,67,60
290,3,4:57.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by M. Ginóbili),67,60
291,3,4:51.0,C. Joseph misses 2-pt layup from 1 ft,,67,60
292,3,4:49.0,,Defensive rebound by B. Biyombo,67,60
293,3,4:48.0,,Personal foul by M. Ginóbili (drawn by K. Walker),67,60
294,3,4:48.0,,M. Williams enters the game for C. Zeller,67,60
295,3,4:37.0,,G. Henderson misses 2-pt jump shot from 16 ft,67,60
296,3,4:35.0,,Offensive rebound by B. Biyombo,67,60
297,3,4:35.0,,Shooting foul by T. Splitter (drawn by B. Biyombo),67,60
298,3,4:35.0,,B. Biyombo misses free throw 1 of 2,67,60
299,3,4:35.0,,Offensive rebound by Team,67,60
300,3,4:35.0,D. Green enters the game for C. Joseph,,67,60
301,3,4:35.0,,B. Biyombo makes free throw 2 of 2,67,61
302,3,4:22.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,67,61
303,3,4:20.0,Offensive rebound by P. Mills,,67,61
304,3,4:11.0,P. Mills misses 2-pt jump shot from 6 ft,,67,61
305,3,4:11.0,,Defensive rebound by Team,67,61
306,3,4:11.0,Loose ball foul by T. Splitter (drawn by B. Biyombo),,67,61
307,3,4:11.0,,B. Biyombo misses free throw 1 of 2,67,61
308,3,4:11.0,,Offensive rebound by Team,67,61
309,3,4:11.0,T. Duncan enters the game for T. Splitter,,67,61
310,3,4:11.0,,L. Stephenson enters the game for G. Henderson,67,61
311,3,4:11.0,,B. Biyombo misses free throw 2 of 2,67,61
312,3,4:10.0,Defensive rebound by M. Ginóbili,,67,61
313,3,3:56.0,P. Mills misses 2-pt layup from 1 ft (block by B. Biyombo),,67,61
314,3,3:56.0,Offensive rebound by Team,,67,61
315,3,3:56.0,,J. Maxiell enters the game for B. Biyombo,67,61
316,3,3:52.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by T. Duncan),,69,61
317,3,3:50.0,,Charlotte full timeout,69,61
318,3,3:30.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,69,61
319,3,3:27.0,Defensive rebound by P. Mills,,69,61
320,3,3:21.0,T. Duncan misses 2-pt layup from 2 ft (block by J. Maxiell),,69,61
321,3,3:21.0,Offensive rebound by Team,,69,61
322,3,3:12.0,M. Ginóbili misses 2-pt jump shot from 5 ft,,69,61
323,3,3:11.0,,Defensive rebound by M. Williams,69,61
324,3,3:01.0,,L. Stephenson misses 2-pt jump shot from 19 ft,69,61
325,3,2:59.0,Defensive rebound by T. Duncan,,69,61
326,3,2:44.0,Shooting foul by L. Stephenson (drawn by T. Duncan),,69,61
327,3,2:44.0,T. Duncan makes free throw 1 of 2,,70,61
328,3,2:44.0,T. Duncan makes free throw 2 of 2,,71,61
329,3,2:33.0,,K. Walker makes 2-pt jump shot from 16 ft,71,63
330,3,2:20.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by D. Green),,74,63
331,3,2:09.0,,K. Walker makes 2-pt layup at rim,74,65
332,3,1:46.0,Turnover by Team (back court),,74,65
333,3,1:46.0,,P. Hairston enters the game for M. Kidd-Gilchrist,74,65
334,3,1:46.0,C. Joseph enters the game for M. Ginóbili,,74,65
335,3,1:46.0,T. Parker enters the game for P. Mills,,74,65
336,3,1:40.0,,K. Walker misses 2-pt jump shot from 16 ft,74,65
337,3,1:39.0,Defensive rebound by T. Duncan,,74,65
338,3,1:22.0,B. Diaw misses 2-pt hook shot from 8 ft,,74,65
339,3,1:22.0,,Defensive rebound by Team,74,65
340,3,1:22.0,Loose ball foul by C. Joseph (drawn by J. Maxiell),,74,65
341,3,1:22.0,,J. Maxiell misses free throw 1 of 2,74,65
342,3,1:22.0,,Offensive rebound by Team,74,65
343,3,1:22.0,,J. Maxiell makes free throw 2 of 2,74,66
344,3,1:02.0,T. Parker makes 2-pt jump shot from 10 ft (assist by C. Joseph),,76,66
345,3,0:49.0,,Offensive foul by L. Stephenson (drawn by T. Duncan),76,66
346,3,0:49.0,,Turnover by L. Stephenson (offensive foul),76,66
347,3,0:39.0,B. Diaw misses 2-pt layup from 2 ft,,76,66
348,3,0:39.0,Offensive rebound by Team,,76,66
349,3,0:39.0,Turnover by B. Diaw (traveling),,76,66
350,3,0:23.0,,K. Walker makes 2-pt jump shot from 6 ft,76,68
351,3,0:00.0,D. Green misses 3-pt jump shot from 24 ft,,76,68
352,3,0:00.0,Offensive rebound by Team,,76,68
353,4,11:40.0,,B. Roberts misses 2-pt jump shot from 17 ft,76,68
354,4,11:38.0,Defensive rebound by D. Green,,76,68
355,4,11:30.0,T. Parker makes 2-pt jump shot from 10 ft,,78,68
356,4,11:13.0,,P. Hairston makes 2-pt layup from 1 ft,78,70
357,4,10:59.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),,81,70
358,4,10:40.0,,L. Stephenson makes 2-pt jump shot from 16 ft (assist by B. Roberts),81,72
359,4,10:28.0,Turnover by D. Green (bad pass; steal by J. Maxiell),,81,72
360,4,10:26.0,,J. Maxiell misses 2-pt layup at rim (block by D. Green),81,72
361,4,10:26.0,,Offensive rebound by Team,81,72
362,4,10:14.0,,Turnover by M. Williams (bad pass; steal by T. Duncan),81,72
363,4,10:00.0,Offensive foul by T. Duncan (drawn by B. Roberts),,81,72
364,4,10:00.0,Turnover by T. Duncan (offensive foul),,81,72
365,4,10:00.0,M. Bonner enters the game for B. Diaw,,81,72
366,4,9:43.0,,Shooting foul by T. Duncan (drawn by L. Stephenson),81,72
367,4,9:43.0,,L. Stephenson misses free throw 1 of 2,81,72
368,4,9:43.0,,Offensive rebound by Team,81,72
369,4,9:43.0,,L. Stephenson misses free throw 2 of 2,81,72
370,4,9:41.0,Defensive rebound by M. Bonner,,81,72
371,4,9:31.0,Turnover by T. Parker (bad pass; steal by M. Williams),,81,72
372,4,9:20.0,,P. Hairston makes 3-pt jump shot from 23 ft (assist by L. Stephenson),81,75
373,4,9:14.0,San Antonio full timeout,,81,75
374,4,8:58.0,T. Duncan makes 2-pt hook shot from 5 ft,,83,75
375,4,8:41.0,,L. Stephenson makes 2-pt layup from 1 ft,83,77
376,4,8:23.0,T. Parker misses 2-pt jump shot from 18 ft,,83,77
377,4,8:22.0,,Defensive rebound by M. Williams,83,77
378,4,7:58.0,,M. Williams misses 3-pt jump shot from 25 ft,83,77
379,4,7:57.0,Defensive rebound by C. Joseph,,83,77
380,4,7:57.0,Personal foul by L. Stephenson (drawn by C. Joseph),,83,77
381,4,7:57.0,P. Mills enters the game for T. Parker,,83,77
