,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
35,1,6:44.0,,P. Beverley misses 3-pt jump shot from 24 ft,10,13
36,1,6:43.0,,Offensive rebound by J. Dorsey,10,13
37,1,6:32.0,,J. Harden misses 2-pt jump shot from 16 ft,10,13
38,1,6:31.0,Defensive rebound by R. Jackson,,10,13
39,1,6:22.0,G. Monroe makes 2-pt layup from 1 ft (assist by R. Jackson),,12,13
40,1,6:06.0,,J. Harden misses 2-pt layup from 2 ft,12,13
41,1,6:04.0,Defensive rebound by A. Drummond,,12,13
42,1,5:59.0,R. Jackson makes 2-pt layup at rim,,14,13
43,1,5:54.0,,Houston full timeout,14,13
44,1,5:50.0,,J. Harden makes 2-pt layup from 2 ft,14,15
45,1,5:50.0,,Shooting foul by A. Drummond (drawn by J. Harden),14,15
46,1,5:50.0,,J. Harden makes free throw 1 of 1,14,16
47,1,5:26.0,R. Jackson misses 2-pt layup from 1 ft (block by J. Dorsey),,14,16
48,1,5:26.0,Offensive rebound by Team,,14,16
49,1,5:26.0,Turnover by Team (shot clock),,14,16
50,1,5:14.0,,P. Beverley misses 2-pt jump shot from 3 ft (block by A. Drummond),14,16
51,1,5:13.0,,Offensive rebound by J. Dorsey,14,16
52,1,5:12.0,,J. Dorsey makes 2-pt dunk at rim,14,18
53,1,5:06.0,Detroit full timeout,,14,18
54,1,4:55.0,G. Monroe misses 2-pt jump shot from 4 ft,,14,18
55,1,4:54.0,,Defensive rebound by T. Ariza,14,18
56,1,4:35.0,,T. Jones misses 2-pt jump shot from 5 ft,14,18
57,1,4:34.0,,Offensive rebound by J. Harden,14,18
58,1,4:32.0,,J. Harden misses 2-pt layup from 1 ft,14,18
59,1,4:31.0,,Offensive rebound by J. Dorsey,14,18
60,1,4:30.0,,Personal foul by R. Jackson (drawn by J. Dorsey),14,18
61,1,4:30.0,A. Tolliver enters the game for A. Drummond,,14,18
62,1,4:30.0,,J. Smith enters the game for T. Jones,14,18
63,1,4:20.0,,J. Harden makes 2-pt layup at rim,14,20
64,1,3:59.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),,17,20
65,1,3:48.0,,J. Harden misses 2-pt layup from 2 ft,17,20
66,1,3:47.0,,Offensive rebound by J. Smith,17,20
67,1,3:45.0,,J. Smith misses 2-pt layup from 1 ft,17,20
68,1,3:44.0,,Offensive rebound by J. Dorsey,17,20
69,1,3:22.0,,J. Harden makes 3-pt jump shot from 24 ft,17,23
70,1,3:06.0,A. Tolliver misses 3-pt jump shot from 25 ft,,17,23
71,1,3:05.0,,Defensive rebound by T. Ariza,17,23
72,1,2:59.0,,J. Harden misses 2-pt layup from 1 ft,17,23
73,1,2:58.0,Defensive rebound by G. Monroe,,17,23
74,1,2:52.0,T. Prince makes 2-pt layup at rim (assist by K. Caldwell-Pope),,19,23
75,1,2:40.0,,Turnover by J. Harden (bad pass),19,23
76,1,2:40.0,C. Butler enters the game for T. Prince,,19,23
77,1,2:40.0,,C. Brewer enters the game for T. Ariza,19,23
78,1,2:31.0,Turnover by R. Jackson (bad pass; steal by J. Dorsey),,19,23
79,1,2:19.0,,P. Beverley misses 3-pt jump shot from 25 ft,19,23
80,1,2:18.0,,Offensive rebound by P. Beverley,19,23
81,1,2:16.0,,Shooting foul by C. Butler (drawn by J. Smith),19,23
82,1,2:16.0,,J. Smith makes free throw 1 of 2,19,24
83,1,2:16.0,,J. Terry enters the game for P. Beverley,19,24
84,1,2:16.0,S. Dinwiddie enters the game for R. Jackson,,19,24
85,1,2:16.0,,D. Motiejūnas enters the game for J. Dorsey,19,24
86,1,2:16.0,,J. Smith makes free throw 2 of 2,19,25
87,1,1:53.0,G. Monroe makes 2-pt layup from 1 ft,,21,25
88,1,1:39.0,,J. Smith misses 2-pt jump shot from 3 ft,21,25
89,1,1:38.0,,Offensive rebound by Team,21,25
90,1,1:38.0,Loose ball foul by A. Tolliver (drawn by J. Smith),,21,25
91,1,1:38.0,J. Meeks enters the game for K. Caldwell-Pope,,21,25
92,1,1:31.0,,D. Motiejūnas misses 2-pt jump shot from 6 ft,21,25
93,1,1:30.0,Defensive rebound by G. Monroe,,21,25
94,1,1:10.0,G. Monroe misses 2-pt jump shot from 12 ft,,21,25
95,1,1:09.0,,Defensive rebound by J. Smith,21,25
96,1,1:02.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Smith),21,27
97,1,0:50.0,C. Butler misses 2-pt jump shot from 21 ft,,21,27
98,1,0:49.0,,Defensive rebound by J. Terry,21,27
99,1,0:38.0,,Turnover by J. Harden (lost ball; steal by G. Monroe),21,27
100,1,0:32.0,J. Meeks makes 2-pt layup from 2 ft,,23,27
101,1,0:10.0,,Personal foul by C. Butler (drawn by J. Harden),23,27
102,1,0:10.0,,J. Harden makes free throw 1 of 2,23,28
103,1,0:10.0,,T. Ariza enters the game for J. Terry,23,28
104,1,0:10.0,,T. Jones enters the game for D. Motiejūnas,23,28
105,1,0:10.0,,J. Harden makes free throw 2 of 2,23,29
106,1,0:00.0,A. Tolliver misses 3-pt jump shot from 23 ft,,23,29
107,1,0:00.0,Offensive rebound by Team,,23,29
108,2,11:48.0,,Offensive foul by T. Jones (drawn by A. Drummond),23,29
109,2,11:48.0,,Turnover by T. Jones (offensive foul),23,29
110,2,11:29.0,C. Butler misses 3-pt jump shot from 25 ft,,23,29
111,2,11:28.0,Offensive rebound by C. Butler,,23,29
112,2,11:23.0,C. Butler misses 2-pt jump shot from 16 ft,,23,29
113,2,11:22.0,Offensive rebound by A. Drummond,,23,29
114,2,11:21.0,A. Drummond misses 2-pt tip-in at rim,,23,29
115,2,11:19.0,,Defensive rebound by J. Smith,23,29
116,2,11:14.0,,J. Terry misses 3-pt jump shot from 24 ft,23,29
117,2,11:13.0,,Offensive rebound by Team,23,29
118,2,11:13.0,Loose ball foul by A. Drummond (drawn by J. Smith),,23,29
119,2,11:03.0,,T. Ariza misses 3-pt jump shot from 25 ft,23,29
120,2,11:02.0,Defensive rebound by A. Drummond,,23,29
121,2,10:54.0,Shooting foul by J. Terry (drawn by S. Dinwiddie),,23,29
122,2,10:54.0,S. Dinwiddie makes free throw 1 of 2,,24,29
123,2,10:54.0,S. Dinwiddie makes free throw 2 of 2,,25,29
124,2,10:38.0,,C. Brewer misses 2-pt jump shot from 20 ft,25,29
125,2,10:37.0,Defensive rebound by A. Tolliver,,25,29
126,2,10:16.0,S. Dinwiddie misses 2-pt jump shot from 5 ft,,25,29
127,2,10:15.0,,Defensive rebound by J. Smith,25,29
128,2,10:04.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by T. Ariza),25,32
129,2,9:51.0,Turnover by A. Drummond (bad pass),,25,32
130,2,9:44.0,,J. Smith misses 3-pt jump shot from 24 ft,25,32
131,2,9:43.0,Defensive rebound by J. Meeks,,25,32
132,2,9:39.0,J. Meeks misses 2-pt jump shot from 3 ft (block by J. Smith),,25,32
133,2,9:37.0,Offensive rebound by A. Tolliver,,25,32
134,2,9:35.0,A. Tolliver makes 2-pt layup from 2 ft,,27,32
135,2,9:18.0,,Turnover by C. Brewer (bad pass; steal by C. Butler),27,32
136,2,9:13.0,J. Meeks makes 2-pt layup from 1 ft (assist by A. Drummond),,29,32
137,2,8:59.0,,J. Smith misses 2-pt jump shot from 8 ft,29,32
138,2,8:58.0,Defensive rebound by A. Tolliver,,29,32
139,2,8:46.0,A. Drummond misses 2-pt jump shot from 6 ft,,29,32
140,2,8:44.0,,Defensive rebound by T. Jones,29,32
141,2,8:38.0,,Houston full timeout,29,32
142,2,8:38.0,,D. Motiejūnas enters the game for T. Jones,29,32
143,2,8:21.0,,C. Brewer makes 2-pt jump shot from 17 ft (assist by T. Ariza),29,34
144,2,8:07.0,S. Dinwiddie misses 2-pt layup from 2 ft,,29,34
145,2,8:06.0,,Defensive rebound by D. Motiejūnas,29,34
146,2,7:54.0,,Personal foul by A. Tolliver (drawn by D. Motiejūnas),29,34
147,2,7:42.0,,Turnover by D. Motiejūnas (3 sec),29,34
148,2,7:26.0,C. Butler makes 3-pt jump shot from 24 ft (assist by A. Drummond),,32,34
149,2,7:15.0,,C. Brewer misses 3-pt jump shot from 24 ft,32,34
150,2,7:14.0,,Offensive rebound by J. Smith,32,34
151,2,7:07.0,,J. Smith makes 2-pt hook shot from 4 ft (assist by T. Ariza),32,36
152,2,6:58.0,Shooting block foul by D. Motiejūnas (drawn by S. Dinwiddie),,32,36
153,2,6:58.0,S. Dinwiddie makes free throw 1 of 2,,33,36
154,2,6:58.0,,P. Beverley enters the game for D. Motiejūnas,33,36
155,2,6:58.0,,J. Harden enters the game for T. Ariza,33,36
156,2,6:58.0,,J. Dorsey enters the game for J. Terry,33,36
157,2,6:58.0,S. Dinwiddie makes free throw 2 of 2,,34,36
158,2,6:47.0,,J. Dorsey makes 2-pt dunk at rim (assist by P. Beverley),34,38
159,2,6:28.0,A. Drummond misses 2-pt hook shot from 8 ft,,34,38
160,2,6:27.0,,Defensive rebound by J. Harden,34,38
161,2,6:23.0,,Turnover by J. Harden (bad pass; steal by J. Meeks),34,38
162,2,6:18.0,C. Butler makes 2-pt jump shot from 17 ft (assist by J. Meeks),,36,38
163,2,6:02.0,,J. Smith misses 2-pt hook shot from 7 ft,36,38
164,2,6:01.0,Defensive rebound by S. Dinwiddie,,36,38
165,2,5:55.0,J. Meeks misses 2-pt layup from 1 ft,,36,38
166,2,5:54.0,,Defensive rebound by J. Harden,36,38
167,2,5:47.0,,P. Beverley misses 2-pt layup from 2 ft,36,38
168,2,5:46.0,,Offensive rebound by J. Dorsey,36,38
169,2,5:43.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by J. Dorsey),36,41
170,2,5:33.0,Detroit full timeout,,36,41
171,2,5:33.0,R. Jackson enters the game for A. Tolliver,,36,41
172,2,5:33.0,G. Monroe enters the game for S. Dinwiddie,,36,41
173,2,5:22.0,C. Butler makes 2-pt jump shot from 20 ft (assist by J. Meeks),,38,41
174,2,5:05.0,,Shooting foul by A. Drummond (drawn by J. Harden),38,41
175,2,5:05.0,,J. Harden makes free throw 1 of 2,38,42
176,2,5:05.0,S. Williams enters the game for A. Drummond,,38,42
177,2,5:05.0,K. Caldwell-Pope enters the game for J. Meeks,,38,42
178,2,5:05.0,,J. Harden misses free throw 2 of 2,38,42
179,2,5:05.0,Defensive rebound by G. Monroe,,38,42
180,2,4:52.0,S. Williams misses 3-pt jump shot from 22 ft,,38,42
181,2,4:50.0,,Defensive rebound by J. Harden,38,42
182,2,4:46.0,,Turnover by J. Harden (bad pass; steal by C. Butler),38,42
183,2,4:42.0,Turnover by K. Caldwell-Pope (bad pass),,38,42
184,2,4:42.0,Violation by Team (delay of game),,38,42
185,2,4:28.0,,C. Brewer makes 2-pt layup at rim,38,44
186,2,4:13.0,R. Jackson misses 2-pt jump shot from 18 ft,,38,44
187,2,4:12.0,,Defensive rebound by J. Smith,38,44
188,2,4:05.0,,P. Beverley misses 3-pt jump shot from 24 ft,38,44
189,2,4:04.0,Defensive rebound by K. Caldwell-Pope,,38,44
190,2,3:47.0,Shooting foul by J. Dorsey (drawn by G. Monroe),,38,44
191,2,3:47.0,G. Monroe makes free throw 1 of 2,,39,44
192,2,3:47.0,,T. Ariza enters the game for J. Smith,39,44
193,2,3:47.0,G. Monroe makes free throw 2 of 2,,40,44
194,2,3:35.0,,C. Brewer makes 2-pt layup from 1 ft (assist by J. Harden),40,46
195,2,3:12.0,S. Williams makes 2-pt layup from 1 ft (assist by G. Monroe),,42,46
196,2,2:58.0,,J. Harden makes 2-pt layup at rim,42,48
197,2,2:46.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,42,48
198,2,2:45.0,,Defensive rebound by J. Harden,42,48
199,2,2:40.0,,Shooting foul by S. Williams (drawn by J. Harden),42,48
200,2,2:40.0,,Houston full timeout,42,48
201,2,2:40.0,,J. Harden misses free throw 1 of 2,42,48
202,2,2:40.0,,Offensive rebound by Team,42,48
203,2,2:40.0,,J. Harden makes free throw 2 of 2,42,49
204,2,2:16.0,C. Butler misses 2-pt jump shot from 19 ft,,42,49
205,2,2:15.0,Offensive rebound by S. Williams,,42,49
206,2,2:15.0,S. Williams misses 2-pt tip-in at rim,,42,49
207,2,2:14.0,,Defensive rebound by J. Harden,42,49
208,2,2:08.0,,T. Ariza misses 3-pt jump shot from 25 ft,42,49
209,2,2:07.0,,Offensive rebound by Team,42,49
210,2,1:59.0,,C. Brewer makes 2-pt layup from 2 ft (assist by T. Ariza),42,51
211,2,1:44.0,C. Butler misses 3-pt jump shot from 24 ft,,42,51
212,2,1:42.0,,Defensive rebound by J. Dorsey,42,51
213,2,1:23.0,,P. Beverley misses 2-pt layup from 2 ft,42,51
214,2,1:22.0,,Offensive rebound by P. Beverley,42,51
215,2,1:13.0,,P. Beverley misses 3-pt jump shot from 25 ft,42,51
216,2,1:12.0,Defensive rebound by C. Butler,,42,51
217,2,1:06.0,R. Jackson misses 3-pt jump shot from 26 ft,,42,51
218,2,1:05.0,,Defensive rebound by J. Dorsey,42,51
219,2,1:00.0,,C. Brewer misses 2-pt jump shot from 3 ft,42,51
220,2,0:59.0,,Offensive rebound by T. Ariza,42,51
221,2,0:59.0,,T. Ariza misses 2-pt tip-in at rim,42,51
222,2,0:58.0,,Offensive rebound by Team,42,51
223,2,0:58.0,,T. Jones enters the game for J. Dorsey,42,51
224,2,0:50.0,,J. Harden misses 3-pt jump shot from 24 ft,42,51
225,2,0:48.0,Defensive rebound by S. Williams,,42,51
226,2,0:36.0,S. Williams makes 2-pt jump shot from 15 ft (assist by R. Jackson),,44,51
227,2,0:28.0,,T. Jones makes 2-pt jump shot from 3 ft (assist by J. Harden),44,53
228,2,0:28.0,,Shooting foul by G. Monroe (drawn by T. Jones),44,53
229,2,0:28.0,,T. Jones makes free throw 1 of 1,44,54
230,2,0:06.0,S. Williams misses 3-pt jump shot from 23 ft,,44,54
231,2,0:05.0,Offensive rebound by G. Monroe,,44,54
232,2,0:03.0,Shooting foul by T. Ariza (drawn by G. Monroe),,44,54
233,2,0:03.0,G. Monroe makes free throw 1 of 2,,45,54
234,2,0:03.0,G. Monroe makes free throw 2 of 2,,46,54
235,2,0:03.0,,Houston full timeout,46,54
236,2,0:03.0,S. Dinwiddie enters the game for C. Butler,,46,54
237,2,0:00.0,,T. Jones misses 3-pt jump shot from 34 ft,46,54
238,2,0:00.0,,Offensive rebound by Team,46,54
239,3,11:48.0,,T. Jones misses 2-pt jump shot from 5 ft (block by A. Drummond),46,54
240,3,11:47.0,,Offensive rebound by Team,46,54
241,3,11:44.0,,Turnover by T. Ariza (bad pass; steal by K. Caldwell-Pope),46,54
242,3,11:37.0,T. Prince makes 2-pt dunk at rim (assist by R. Jackson),,48,54
243,3,11:24.0,,D. Motiejūnas misses 3-pt jump shot from 22 ft,48,54
244,3,11:23.0,,Offensive rebound by P. Beverley,48,54
245,3,11:16.0,,T. Jones misses 2-pt layup from 1 ft,48,54
246,3,11:15.0,Defensive rebound by G. Monroe,,48,54
247,3,11:03.0,Turnover by K. Caldwell-Pope (bad pass),,48,54
248,3,10:52.0,,P. Beverley makes 2-pt jump shot from 11 ft (assist by J. Harden),48,56
249,3,10:34.0,K. Caldwell-Pope makes 2-pt layup from 3 ft,,50,56
250,3,10:12.0,Violation by A. Drummond (def goaltending),,50,56
251,3,10:12.0,,J. Harden makes 2-pt jump shot from 7 ft,50,58
252,3,9:56.0,R. Jackson misses 2-pt jump shot from 17 ft,,50,58
253,3,9:55.0,,Defensive rebound by Team,50,58
254,3,9:37.0,,T. Jones misses 2-pt layup from 1 ft (block by G. Monroe),50,58
255,3,9:35.0,Defensive rebound by G. Monroe,,50,58
256,3,9:33.0,Turnover by G. Monroe (bad pass; steal by D. Motiejūnas),,50,58
257,3,9:26.0,,T. Jones misses 2-pt hook shot from 3 ft,50,58
258,3,9:26.0,Defensive rebound by Team,,50,58
259,3,9:10.0,G. Monroe makes 2-pt hook shot from 6 ft,,52,58
260,3,8:52.0,,D. Motiejūnas misses 2-pt jump shot from 3 ft,52,58
261,3,8:51.0,Defensive rebound by G. Monroe,,52,58
262,3,8:46.0,R. Jackson makes 2-pt layup from 1 ft,,54,58
263,3,8:35.0,,Shooting foul by T. Prince (drawn by J. Harden),54,58
264,3,8:35.0,,J. Harden makes free throw 1 of 2,54,59
265,3,8:35.0,,J. Harden makes free throw 2 of 2,54,60
266,3,8:24.0,R. Jackson misses 2-pt jump shot from 13 ft,,54,60
267,3,8:22.0,Offensive rebound by A. Drummond,,54,60
268,3,8:20.0,A. Drummond misses 2-pt hook shot from 8 ft,,54,60
269,3,8:18.0,,Defensive rebound by T. Jones,54,60
270,3,8:13.0,,D. Motiejūnas misses 2-pt layup from 2 ft,54,60
271,3,8:08.0,Defensive rebound by A. Drummond,,54,60
272,3,7:59.0,A. Drummond makes 2-pt dunk at rim (assist by G. Monroe),,56,60
273,3,7:42.0,,T. Ariza misses 2-pt jump shot from 9 ft,56,60
274,3,7:41.0,Defensive rebound by A. Drummond,,56,60
275,3,7:28.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,58,60
276,3,7:28.0,,Houston full timeout,58,60
277,3,7:28.0,,J. Dorsey enters the game for D. Motiejūnas,58,60
278,3,7:09.0,,P. Beverley misses 2-pt jump shot from 6 ft (block by R. Jackson),58,60
279,3,7:07.0,Defensive rebound by R. Jackson,,58,60
280,3,7:04.0,,Offensive charge foul by A. Drummond (drawn by T. Ariza),58,60
281,3,7:04.0,Turnover by A. Drummond (offensive foul),,58,60
282,3,7:04.0,A. Tolliver enters the game for A. Drummond,,58,60
283,3,6:53.0,,T. Jones makes 2-pt layup at rim (assist by J. Harden),58,62
284,3,6:39.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,58,62
285,3,6:38.0,,Defensive rebound by T. Jones,58,62
286,3,6:27.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by J. Harden),58,65
287,3,6:01.0,G. Monroe makes 2-pt hook shot from 8 ft,,60,65
288,3,5:48.0,,J. Harden makes 2-pt jump shot from 17 ft,60,67
289,3,5:22.0,G. Monroe makes 2-pt jump shot from 4 ft (assist by K. Caldwell-Pope),,62,67
290,3,5:14.0,,Offensive foul by J. Dorsey (drawn by K. Caldwell-Pope),62,67
291,3,5:14.0,,Turnover by J. Dorsey (offensive foul),62,67
292,3,5:00.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,62,67
293,3,4:59.0,,Defensive rebound by Team,62,67
294,3,4:43.0,,T. Jones makes 2-pt hook shot from 6 ft,62,69
295,3,4:35.0,Detroit full timeout,,62,69
296,3,4:35.0,,C. Brewer enters the game for T. Ariza,62,69
297,3,4:35.0,,J. Smith enters the game for T. Jones,62,69
298,3,4:22.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,62,69
299,3,4:21.0,,Defensive rebound by J. Harden,62,69
300,3,4:11.0,,Turnover by J. Dorsey (bad pass; steal by G. Monroe),62,69
301,3,4:03.0,A. Tolliver misses 3-pt jump shot from 23 ft,,62,69
302,3,4:02.0,,Defensive rebound by J. Dorsey,62,69
303,3,3:53.0,,J. Harden misses 2-pt jump shot from 21 ft,62,69
304,3,3:49.0,,Offensive rebound by J. Dorsey,62,69
305,3,3:49.0,,J. Dorsey makes 2-pt tip-in from 1 ft,62,71
306,3,3:28.0,R. Jackson misses 2-pt layup from 2 ft,,62,71
307,3,3:27.0,,Defensive rebound by C. Brewer,62,71
308,3,3:19.0,,Turnover by J. Harden (lost ball; steal by A. Tolliver),62,71
309,3,3:15.0,Shooting foul by J. Dorsey (drawn by G. Monroe),,62,71
310,3,3:15.0,G. Monroe makes free throw 1 of 2,,63,71
311,3,3:15.0,,T. Ariza enters the game for J. Harden,63,71
312,3,3:15.0,,T. Jones enters the game for P. Beverley,63,71
313,3,3:15.0,,J. Terry enters the game for J. Dorsey,63,71
314,3,3:15.0,S. Dinwiddie enters the game for K. Caldwell-Pope,,63,71
315,3,3:15.0,J. Meeks enters the game for R. Jackson,,63,71
316,3,3:15.0,G. Monroe misses free throw 2 of 2,,63,71
317,3,3:07.0,Offensive rebound by T. Prince,,63,71
318,3,3:05.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by T. Prince),,66,71
319,3,2:53.0,,Turnover by J. Terry (bad pass; steal by G. Monroe),66,71
320,3,2:47.0,A. Tolliver misses 3-pt jump shot from 23 ft,,66,71
321,3,2:45.0,,Defensive rebound by C. Brewer,66,71
322,3,2:37.0,,Turnover by T. Jones (lost ball),66,71
323,3,2:28.0,Personal foul by T. Ariza (drawn by T. Prince),,66,71
324,3,2:23.0,Offensive foul by T. Prince (drawn by C. Brewer),,66,71
325,3,2:23.0,Turnover by T. Prince (offensive foul),,66,71
326,3,2:02.0,,T. Jones makes 2-pt layup from 2 ft (assist by C. Brewer),66,73
327,3,1:50.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,66,73
328,3,1:48.0,Offensive rebound by Team,,66,73
329,3,1:38.0,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Meeks),,69,73
330,3,1:26.0,,J. Smith misses 3-pt jump shot from 24 ft,69,73
331,3,1:25.0,Defensive rebound by J. Meeks,,69,73
332,3,1:14.0,G. Monroe misses 2-pt hook shot from 7 ft,,69,73
333,3,1:13.0,,Defensive rebound by J. Smith,69,73
334,3,1:07.0,,Shooting foul by G. Monroe (drawn by J. Smith),69,73
335,3,1:07.0,,J. Smith makes free throw 1 of 2,69,74
336,3,1:07.0,,J. Harden enters the game for T. Ariza,69,74
337,3,1:07.0,,J. Smith makes free throw 2 of 2,69,75
338,3,0:53.0,T. Prince misses 3-pt jump shot from 23 ft,,69,75
339,3,0:52.0,Offensive rebound by T. Prince,,69,75
340,3,0:45.0,J. Meeks misses 3-pt jump shot from 24 ft,,69,75
341,3,0:44.0,,Defensive rebound by T. Jones,69,75
342,3,0:38.0,,C. Brewer misses 2-pt layup from 1 ft,69,75
343,3,0:38.0,,Offensive rebound by Team,69,75
344,3,0:38.0,,J. Harden makes 2-pt layup from 1 ft (assist by J. Terry),69,77
345,3,0:27.0,J. Meeks misses 2-pt jump shot from 17 ft,,69,77
346,3,0:26.0,,Defensive rebound by C. Brewer,69,77
347,3,0:02.0,,J. Harden makes 2-pt jump shot from 19 ft,69,79
348,3,0:02.0,,Shooting foul by S. Dinwiddie (drawn by J. Harden),69,79
349,3,0:02.0,,J. Harden makes free throw 1 of 1,69,80
350,4,11:45.0,A. Tolliver misses 3-pt jump shot from 26 ft,,69,80
351,4,11:44.0,Offensive rebound by A. Drummond,,69,80
352,4,11:40.0,A. Drummond misses 2-pt hook shot from 4 ft,,69,80
353,4,11:39.0,,Defensive rebound by J. Terry,69,80
354,4,11:34.0,,J. Harden misses 3-pt jump shot from 25 ft,69,80
355,4,11:33.0,Defensive rebound by S. Dinwiddie,,69,80
356,4,11:24.0,A. Tolliver misses 3-pt jump shot from 25 ft,,69,80
357,4,11:23.0,Offensive rebound by A. Drummond,,69,80
358,4,11:21.0,A. Drummond misses 2-pt layup from 1 ft,,69,80
359,4,11:20.0,,Defensive rebound by J. Harden,69,80
360,4,11:15.0,S. Williams enters the game for A. Tolliver,,69,80
361,4,11:03.0,,J. Terry misses 3-pt jump shot from 23 ft,69,80
362,4,11:02.0,Defensive rebound by C. Butler,,69,80
363,4,10:54.0,S. Williams misses 3-pt jump shot from 23 ft,,69,80
364,4,10:53.0,,Defensive rebound by J. Harden,69,80
365,4,10:49.0,,C. Brewer makes 2-pt layup from 2 ft (assist by J. Harden),69,82
366,4,10:49.0,Detroit full timeout,,69,82
367,4,10:33.0,S. Dinwiddie misses 2-pt jump shot from 20 ft,,69,82
368,4,10:32.0,,Defensive rebound by J. Harden,69,82
369,4,10:27.0,,J. Terry makes 2-pt jump shot from 21 ft (assist by J. Harden),69,84
370,4,10:07.0,Turnover by C. Butler (bad pass; steal by J. Terry),,69,84
371,4,10:04.0,,C. Brewer misses 2-pt layup from 1 ft (block by C. Butler),69,84
372,4,10:04.0,,Offensive rebound by Team,69,84
373,4,10:04.0,R. Jackson enters the game for S. Dinwiddie,,69,84
374,4,10:00.0,,J. Smith misses 3-pt jump shot from 25 ft,69,84
375,4,9:59.0,Defensive rebound by R. Jackson,,69,84
376,4,9:53.0,R. Jackson misses 2-pt jump shot from 3 ft (block by J. Smith),,69,84
377,4,9:52.0,,Defensive rebound by T. Jones,69,84
378,4,9:43.0,,T. Jones makes 2-pt jump shot from 21 ft (assist by J. Smith),69,86
379,4,9:26.0,Turnover by R. Jackson (bad pass; steal by T. Jones),,69,86
380,4,9:20.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Harden),69,89
381,4,9:05.0,C. Butler misses 3-pt jump shot from 25 ft,,69,89
382,4,9:04.0,,Defensive rebound by T. Jones,69,89
383,4,8:46.0,,T. Jones misses 3-pt jump shot from 25 ft,69,89
384,4,8:45.0,Defensive rebound by Team,,69,89
