,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
0,1,11:42.0,,Turnover by T. Duncan (lost ball; steal by R. Westbrook),0,0
1,1,11:30.0,E. Freedom makes 2-pt jump shot from 13 ft (assist by D. Waiters),,2,0
2,1,11:06.0,,D. Green makes 2-pt jump shot from 14 ft,2,2
3,1,10:52.0,E. Freedom misses 2-pt layup from 2 ft,,2,2
4,1,10:51.0,,Defensive rebound by T. Duncan,2,2
5,1,10:36.0,,K. Leonard makes 2-pt jump shot from 13 ft,2,4
6,1,10:22.0,Turnover by S. Adams (lost ball; steal by D. Green),,2,4
7,1,10:13.0,,T. Parker makes 2-pt jump shot from 17 ft,2,6
8,1,9:57.0,D. Waiters makes 2-pt jump shot from 17 ft,,4,6
9,1,9:42.0,,Turnover by T. Splitter (lost ball; steal by R. Westbrook),4,6
10,1,9:39.0,E. Freedom misses 2-pt layup from 1 ft (block by K. Leonard),,4,6
11,1,9:38.0,,Defensive rebound by T. Duncan,4,6
12,1,9:36.0,,Turnover by T. Duncan (bad pass; steal by D. Waiters),4,6
13,1,9:32.0,D. Waiters misses 2-pt jump shot from 4 ft (block by T. Splitter),,4,6
14,1,9:30.0,,Defensive rebound by T. Parker,4,6
15,1,9:23.0,,K. Leonard misses 3-pt jump shot from 25 ft,4,6
16,1,9:22.0,Defensive rebound by S. Adams,,4,6
17,1,9:15.0,R. Westbrook makes 2-pt layup from 2 ft,,6,6
18,1,9:07.0,,T. Parker misses 2-pt jump shot from 7 ft,6,6
19,1,9:06.0,Defensive rebound by E. Freedom,,6,6
20,1,8:59.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,8,6
21,1,8:38.0,,T. Duncan misses 2-pt jump shot from 20 ft,8,6
22,1,8:37.0,Defensive rebound by E. Freedom,,8,6
23,1,8:30.0,Turnover by E. Freedom (traveling),,8,6
24,1,8:14.0,,T. Parker makes 2-pt layup from 1 ft (assist by K. Leonard),8,8
25,1,7:51.0,D. Waiters misses 2-pt jump shot from 16 ft,,8,8
26,1,7:50.0,Offensive rebound by E. Freedom,,8,8
27,1,7:48.0,Turnover by E. Freedom (lost ball; steal by T. Parker),,8,8
28,1,7:42.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Leonard),8,11
29,1,7:28.0,E. Freedom makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,10,11
30,1,7:15.0,,Offensive foul by T. Splitter (drawn by R. Westbrook),10,11
31,1,7:15.0,,Turnover by T. Splitter (offensive foul),10,11
32,1,7:15.0,,B. Diaw enters the game for T. Splitter,10,11
33,1,7:07.0,R. Westbrook makes 2-pt layup from 1 ft,,12,11
34,1,6:57.0,,T. Parker misses 2-pt jump shot from 8 ft,12,11
35,1,6:56.0,Defensive rebound by R. Westbrook,,12,11
36,1,6:50.0,Turnover by R. Westbrook (bad pass; steal by D. Green),,12,11
37,1,6:42.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by K. Leonard),12,14
38,1,6:34.0,Oklahoma City full timeout,,12,14
39,1,6:27.0,D. Waiters misses 2-pt jump shot from 3 ft,,12,14
40,1,6:26.0,,Defensive rebound by T. Duncan,12,14
41,1,6:20.0,,K. Leonard makes 2-pt layup from 2 ft,12,16
42,1,5:58.0,R. Westbrook makes 2-pt layup from 1 ft,,14,16
43,1,5:41.0,,B. Diaw misses 2-pt jump shot from 18 ft,14,16
44,1,5:40.0,Defensive rebound by S. Adams,,14,16
45,1,5:34.0,R. Westbrook misses 2-pt jump shot from 19 ft,,14,16
46,1,5:33.0,,Defensive rebound by T. Duncan,14,16
47,1,5:17.0,,B. Diaw makes 2-pt jump shot from 7 ft,14,18
48,1,5:00.0,E. Freedom makes 2-pt layup from 1 ft,,16,18
49,1,4:44.0,,T. Parker makes 2-pt layup from 1 ft (assist by D. Green),16,20
50,1,4:30.0,R. Westbrook misses 2-pt jump shot from 5 ft,,16,20
51,1,4:27.0,,Defensive rebound by Team,16,20
52,1,4:27.0,A. Morrow enters the game for K. Singler,,16,20
53,1,4:27.0,,T. Splitter enters the game for T. Duncan,16,20
54,1,4:15.0,,T. Parker makes 2-pt jump shot from 17 ft,16,22
55,1,3:57.0,D. Waiters makes 2-pt jump shot from 16 ft,,18,22
56,1,3:45.0,,K. Leonard misses 2-pt jump shot from 13 ft,18,22
57,1,3:44.0,Defensive rebound by E. Freedom,,18,22
58,1,3:37.0,Turnover by R. Westbrook (bad pass; steal by T. Parker),,18,22
59,1,3:33.0,,T. Parker makes 2-pt layup from 1 ft,18,24
60,1,3:20.0,,Violation by D. Green (kicked ball),18,24
61,1,3:20.0,,M. Belinelli enters the game for D. Green,18,24
62,1,3:20.0,M. McGary enters the game for S. Adams,,18,24
63,1,3:13.0,Shooting foul by T. Splitter (drawn by E. Freedom),,18,24
64,1,3:13.0,E. Freedom makes free throw 1 of 2,,19,24
65,1,3:13.0,,M. Ginóbili enters the game for K. Leonard,19,24
66,1,3:13.0,E. Freedom makes free throw 2 of 2,,20,24
67,1,2:59.0,,B. Diaw makes 2-pt layup from 1 ft,20,26
68,1,2:43.0,R. Westbrook misses 2-pt jump shot from 18 ft,,20,26
69,1,2:41.0,Offensive rebound by D. Waiters,,20,26
70,1,2:28.0,E. Freedom misses 2-pt jump shot from 5 ft,,20,26
71,1,2:26.0,,Defensive rebound by T. Splitter,20,26
72,1,2:22.0,,Shooting block foul by E. Freedom (drawn by M. Ginóbili),20,26
73,1,2:22.0,,San Antonio full timeout,20,26
74,1,2:22.0,,M. Bonner enters the game for T. Splitter,20,26
75,1,2:22.0,D. Augustin enters the game for D. Waiters,,20,26
76,1,2:22.0,,M. Ginóbili makes free throw 1 of 2,20,27
77,1,2:22.0,S. Novak enters the game for E. Freedom,,20,27
78,1,2:22.0,,M. Ginóbili makes free throw 2 of 2,20,28
79,1,2:12.0,R. Westbrook makes 2-pt layup from 2 ft,,22,28
80,1,1:54.0,,M. Ginóbili misses 3-pt jump shot from 23 ft,22,28
81,1,1:53.0,Defensive rebound by R. Westbrook,,22,28
82,1,1:49.0,Shooting foul by M. Bonner (drawn by R. Westbrook),,22,28
83,1,1:49.0,R. Westbrook makes free throw 1 of 2,,23,28
84,1,1:49.0,R. Westbrook makes free throw 2 of 2,,24,28
85,1,1:32.0,,B. Diaw makes 2-pt jump shot from 8 ft,24,30
86,1,1:24.0,R. Westbrook misses 2-pt layup from 2 ft,,24,30
87,1,1:23.0,,Defensive rebound by Team,24,30
88,1,1:23.0,,D. Green enters the game for T. Parker,24,30
89,1,1:05.0,,B. Diaw makes 2-pt layup from 2 ft,24,32
90,1,0:51.0,Personal block foul by M. Ginóbili (drawn by R. Westbrook),,24,32
91,1,0:51.0,R. Westbrook makes free throw 1 of 2,,25,32
92,1,0:51.0,R. Westbrook makes free throw 2 of 2,,26,32
93,1,0:35.0,,Turnover by M. Ginóbili (bad pass; steal by M. McGary),26,32
94,1,0:31.0,,Offensive charge foul by M. McGary (drawn by M. Ginóbili),26,32
95,1,0:31.0,Turnover by M. McGary (offensive foul),,26,32
96,1,0:10.0,,M. Belinelli misses 2-pt jump shot from 13 ft,26,32
97,1,0:09.0,Defensive rebound by A. Morrow,,26,32
98,1,0:01.0,R. Westbrook makes 2-pt layup from 2 ft,,28,32
99,2,11:46.0,Turnover by D. Augustin (lost ball; steal by M. Ginóbili),,28,32
100,2,11:27.0,,Shooting foul by A. Morrow (drawn by M. Ginóbili),28,32
101,2,11:27.0,,M. Ginóbili makes free throw 1 of 2,28,33
102,2,11:27.0,,M. Ginóbili makes free throw 2 of 2,28,34
103,2,11:10.0,P. Jones misses 2-pt jump shot from 7 ft,,28,34
104,2,11:09.0,,Defensive rebound by B. Diaw,28,34
105,2,11:00.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,28,34
106,2,10:59.0,Defensive rebound by M. McGary,,28,34
107,2,10:46.0,M. McGary makes 2-pt jump shot from 6 ft (assist by D. Augustin),,30,34
108,2,10:27.0,,B. Diaw misses 2-pt layup from 2 ft,30,34
109,2,10:25.0,Defensive rebound by D. Augustin,,30,34
110,2,10:18.0,D. Augustin misses 2-pt jump shot from 7 ft,,30,34
111,2,10:17.0,,Defensive rebound by M. Belinelli,30,34
