,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
122,2,9:15.0,,A. Anderson misses 2-pt layup from 2 ft,26,23
123,2,9:14.0,Defensive rebound by D. Green,,26,23
124,2,9:04.0,M. Bonner misses 2-pt jump shot from 20 ft,,26,23
125,2,9:01.0,,Defensive rebound by Team,26,23
126,2,8:41.0,,Personal foul by C. Joseph (drawn by A. Anderson),26,23
127,2,8:41.0,Official timeout,,26,23
128,2,8:41.0,T. Duncan enters the game for A. Baynes,,26,23
129,2,8:38.0,,J. Jack misses 2-pt jump shot from 12 ft,26,23
130,2,8:37.0,Defensive rebound by D. Green,,26,23
131,2,8:19.0,Turnover by M. Belinelli (bad pass),,26,23
132,2,8:05.0,,Personal foul by C. Joseph (drawn by J. Jordan),26,23
133,2,8:05.0,,D. Williams enters the game for A. Anderson,26,23
134,2,8:05.0,,J. Johnson enters the game for B. Bogdanović,26,23
135,2,8:05.0,,B. Lopez enters the game for M. Plumlee,26,23
136,2,8:05.0,,M. Teletović enters the game for J. Jordan,26,23
137,2,8:05.0,K. Leonard enters the game for D. Green,,26,23
138,2,8:05.0,T. Parker enters the game for C. Joseph,,26,23
139,2,7:52.0,,B. Lopez misses 2-pt jump shot from 18 ft,26,23
140,2,7:51.0,Defensive rebound by T. Duncan,,26,23
141,2,7:42.0,Turnover by T. Parker (bad pass; steal by J. Johnson),,26,23
142,2,7:32.0,,Shooting foul by T. Parker (drawn by B. Lopez),26,23
143,2,7:32.0,,B. Lopez makes free throw 1 of 2,26,24
144,2,7:32.0,,B. Lopez makes free throw 2 of 2,26,25
145,2,7:12.0,T. Duncan makes 2-pt jump shot from 4 ft (assist by T. Parker),,28,25
146,2,6:55.0,,M. Teletović misses 3-pt jump shot from 23 ft,28,25
147,2,6:53.0,,Offensive rebound by M. Teletović,28,25
148,2,6:50.0,,M. Teletović makes 2-pt layup from 2 ft,28,27
149,2,6:35.0,M. Bonner makes 3-pt jump shot from 23 ft (assist by T. Parker),,31,27
150,2,6:14.0,,J. Johnson misses 2-pt hook shot from 4 ft,31,27
151,2,6:13.0,Defensive rebound by K. Leonard,,31,27
152,2,6:06.0,T. Parker misses 2-pt layup from 2 ft,,31,27
153,2,6:04.0,,Defensive rebound by M. Teletović,31,27
154,2,5:58.0,,M. Teletović makes 2-pt dunk at rim (assist by J. Jack),31,29
155,2,5:42.0,Turnover by T. Parker (bad pass),,31,29
156,2,5:42.0,,Brooklyn full timeout,31,29
157,2,5:42.0,M. Ginóbili enters the game for M. Belinelli,,31,29
158,2,5:35.0,,Turnover by J. Jack (bad pass; steal by K. Leonard),31,29
159,2,5:28.0,Shooting foul by B. Lopez (drawn by T. Duncan),,31,29
160,2,5:28.0,T. Duncan makes free throw 1 of 2,,32,29
161,2,5:28.0,B. Diaw enters the game for M. Bonner,,32,29
162,2,5:28.0,T. Duncan makes free throw 2 of 2,,33,29
163,2,5:11.0,,B. Lopez misses 2-pt hook shot from 6 ft,33,29
164,2,5:10.0,Defensive rebound by M. Ginóbili,,33,29
165,2,5:01.0,T. Duncan makes 2-pt dunk at rim (assist by T. Parker),,35,29
166,2,4:59.0,,Brooklyn full timeout,35,29
167,2,4:44.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by J. Johnson),35,32
168,2,4:29.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,35,32
169,2,4:28.0,,Defensive rebound by M. Teletović,35,32
170,2,4:13.0,,D. Williams misses 2-pt jump shot from 18 ft,35,32
171,2,4:12.0,Defensive rebound by T. Duncan,,35,32
172,2,4:04.0,K. Leonard misses 3-pt jump shot from 23 ft,,35,32
173,2,4:03.0,,Defensive rebound by M. Teletović,35,32
174,2,3:57.0,,M. Teletović makes 3-pt jump shot from 24 ft,35,35
175,2,3:32.0,K. Leonard misses 2-pt jump shot from 22 ft,,35,35
176,2,3:31.0,,Defensive rebound by M. Teletović,35,35
177,2,3:22.0,,J. Johnson misses 2-pt layup from 2 ft,35,35
178,2,3:21.0,Defensive rebound by Team,,35,35
179,2,3:21.0,San Antonio full timeout,,35,35
180,2,3:10.0,T. Parker makes 2-pt jump shot from 7 ft,,37,35
181,2,2:56.0,,D. Williams misses 2-pt jump shot from 19 ft,37,35
182,2,2:55.0,Defensive rebound by B. Diaw,,37,35
183,2,2:32.0,,Offensive charge foul by T. Duncan (drawn by D. Williams),37,35
184,2,2:32.0,Turnover by T. Duncan (offensive foul),,37,35
185,2,2:21.0,,Turnover by D. Williams (bad pass; steal by M. Ginóbili),37,35
186,2,2:17.0,K. Leonard makes 2-pt dunk at rim (assist by M. Ginóbili),,39,35
187,2,1:55.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by J. Jack),39,38
188,2,1:40.0,B. Diaw misses 2-pt jump shot from 21 ft,,39,38
189,2,1:39.0,,Defensive rebound by B. Lopez,39,38
190,2,1:25.0,,D. Williams misses 2-pt layup from 1 ft,39,38
191,2,1:24.0,,Offensive rebound by B. Lopez,39,38
192,2,1:22.0,,B. Lopez makes 2-pt layup from 1 ft,39,40
193,2,1:04.0,B. Diaw misses 3-pt jump shot from 24 ft,,39,40
194,2,1:03.0,,Defensive rebound by J. Johnson,39,40
195,2,0:43.0,,J. Johnson misses 2-pt jump shot from 17 ft,39,40
196,2,0:42.0,,Offensive rebound by B. Lopez,39,40
197,2,0:35.0,,J. Jack misses 2-pt jump shot from 15 ft,39,40
198,2,0:34.0,Defensive rebound by T. Duncan,,39,40
199,2,0:25.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by T. Parker),,42,40
200,2,0:03.0,,D. Williams misses 2-pt jump shot from 18 ft,42,40
201,2,0:02.0,Defensive rebound by T. Duncan,,42,40
202,2,0:01.0,T. Duncan misses 3-pt jump shot from 80 ft,,42,40
203,2,0:00.0,Offensive rebound by Team,,42,40
204,3,11:48.0,,D. Williams makes 2-pt hook shot from 4 ft,42,42
205,3,11:28.0,T. Parker misses 2-pt jump shot from 20 ft,,42,42
206,3,11:27.0,,Defensive rebound by B. Lopez,42,42
207,3,11:06.0,,D. Williams misses 3-pt jump shot from 25 ft,42,42
208,3,11:04.0,Defensive rebound by D. Green,,42,42
209,3,10:54.0,D. Green misses 3-pt jump shot from 22 ft,,42,42
210,3,10:52.0,,Defensive rebound by Team,42,42
211,3,10:34.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,42,42
212,3,10:33.0,Defensive rebound by T. Duncan,,42,42
213,3,10:27.0,K. Leonard misses 2-pt jump shot from 19 ft,,42,42
214,3,10:26.0,,Defensive rebound by B. Lopez,42,42
215,3,10:12.0,,Personal foul by T. Duncan (drawn by J. Johnson),42,42
216,3,10:03.0,,B. Lopez misses 2-pt jump shot from 5 ft,42,42
217,3,10:02.0,,Offensive rebound by J. Johnson,42,42
218,3,10:01.0,,J. Johnson misses 2-pt tip-in from 2 ft,42,42
219,3,10:00.0,Defensive rebound by K. Leonard,,42,42
220,3,9:39.0,T. Parker makes 3-pt jump shot from 24 ft (assist by B. Diaw),,45,42
221,3,9:16.0,,B. Lopez makes 2-pt hook shot from 6 ft (assist by J. Johnson),45,44
222,3,8:50.0,Turnover by B. Diaw (bad pass),,45,44
223,3,8:27.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by D. Williams),45,47
224,3,8:00.0,T. Duncan misses 2-pt jump shot from 5 ft,,45,47
225,3,7:59.0,,Defensive rebound by M. Teletović,45,47
226,3,7:53.0,,D. Williams makes 2-pt layup at rim,45,49
227,3,7:52.0,San Antonio full timeout,,45,49
228,3,7:52.0,M. Bonner enters the game for B. Diaw,,45,49
229,3,7:52.0,M. Ginóbili enters the game for D. Green,,45,49
230,3,7:42.0,Personal foul by M. Teletović (drawn by M. Bonner),,45,49
231,3,7:32.0,Shooting foul by B. Bogdanović (drawn by M. Ginóbili),,45,49
232,3,7:32.0,M. Ginóbili makes free throw 1 of 2,,46,49
233,3,7:32.0,M. Ginóbili misses free throw 2 of 2,,46,49
234,3,7:31.0,,Defensive rebound by M. Teletović,46,49
235,3,7:17.0,,B. Lopez misses 2-pt layup at rim (block by T. Duncan),46,49
236,3,7:15.0,Defensive rebound by T. Duncan,,46,49
237,3,6:58.0,K. Leonard misses 2-pt jump shot from 7 ft,,46,49
238,3,6:57.0,,Defensive rebound by B. Bogdanović,46,49
239,3,6:40.0,,J. Johnson misses 2-pt layup from 3 ft (block by T. Duncan),46,49
240,3,6:38.0,,Offensive rebound by J. Johnson,46,49
241,3,6:32.0,,M. Teletović misses 2-pt jump shot from 14 ft,46,49
242,3,6:31.0,Defensive rebound by K. Leonard,,46,49
243,3,6:27.0,K. Leonard misses 2-pt layup from 1 ft (block by B. Lopez),,46,49
244,3,6:25.0,Offensive rebound by K. Leonard,,46,49
245,3,6:20.0,M. Bonner misses 3-pt jump shot from 25 ft,,46,49
246,3,6:19.0,,Defensive rebound by B. Bogdanović,46,49
247,3,6:04.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by B. Lopez),46,52
248,3,5:37.0,M. Bonner misses 3-pt jump shot from 23 ft,,46,52
249,3,5:36.0,,Defensive rebound by B. Bogdanović,46,52
250,3,5:27.0,,Brooklyn full timeout,46,52
251,3,5:27.0,D. Green enters the game for K. Leonard,,46,52
252,3,5:27.0,,J. Jordan enters the game for B. Lopez,46,52
253,3,5:16.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Williams),46,54
254,3,5:02.0,T. Parker misses 2-pt layup from 3 ft,,46,54
255,3,5:01.0,,Defensive rebound by D. Williams,46,54
256,3,4:55.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by D. Williams),46,57
257,3,4:36.0,Turnover by T. Duncan (bad pass; steal by J. Jordan),,46,57
258,3,4:22.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Teletović),46,59
259,3,4:21.0,San Antonio full timeout,,46,59
260,3,4:21.0,C. Joseph enters the game for T. Parker,,46,59
261,3,4:21.0,A. Baynes enters the game for T. Duncan,,46,59
262,3,4:21.0,M. Belinelli enters the game for M. Ginóbili,,46,59
263,3,4:12.0,Shooting foul by D. Williams (drawn by C. Joseph),,46,59
264,3,4:12.0,C. Joseph makes free throw 1 of 2,,47,59
265,3,4:12.0,C. Joseph misses free throw 2 of 2,,47,59
266,3,4:11.0,,Defensive rebound by J. Jordan,47,59
267,3,3:50.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Williams),47,62
268,3,3:30.0,C. Joseph makes 2-pt layup from 3 ft,,49,62
269,3,3:07.0,,J. Johnson misses 2-pt jump shot from 7 ft,49,62
270,3,3:06.0,Defensive rebound by M. Belinelli,,49,62
271,3,2:57.0,D. Green makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,52,62
272,3,2:34.0,,D. Williams makes 2-pt layup from 2 ft,52,64
273,3,2:11.0,C. Joseph misses 2-pt jump shot from 18 ft,,52,64
274,3,2:10.0,Offensive rebound by D. Green,,52,64
275,3,2:07.0,D. Green makes 2-pt layup from 1 ft,,54,64
276,3,1:55.0,,Turnover by B. Bogdanović (bad pass; steal by D. Green),54,64
277,3,1:45.0,M. Bonner makes 2-pt hook shot from 6 ft (assist by C. Joseph),,56,64
278,3,1:28.0,,Personal foul by C. Joseph (drawn by D. Williams),56,64
279,3,1:28.0,,J. Jack enters the game for D. Williams,56,64
280,3,1:28.0,,A. Anderson enters the game for J. Johnson,56,64
281,3,1:28.0,,M. Plumlee enters the game for M. Teletović,56,64
282,3,1:28.0,,B. Lopez enters the game for J. Jordan,56,64
283,3,1:18.0,,J. Jack makes 2-pt jump shot from 9 ft,56,66
284,3,1:00.0,D. Green misses 3-pt jump shot from 24 ft,,56,66
285,3,0:57.0,Offensive rebound by M. Bonner,,56,66
286,3,0:46.0,M. Belinelli misses 3-pt jump shot from 25 ft,,56,66
287,3,0:45.0,,Defensive rebound by B. Bogdanović,56,66
288,3,0:45.0,,Personal foul by D. Green (drawn by B. Bogdanović),56,66
289,3,0:45.0,,B. Bogdanović makes free throw 1 of 2,56,67
290,3,0:45.0,,B. Bogdanović makes free throw 2 of 2,56,68
291,3,0:32.0,M. Bonner makes 2-pt jump shot from 8 ft (assist by C. Joseph),,58,68
292,3,0:23.0,,Personal foul by M. Bonner (drawn by M. Plumlee),58,68
293,3,0:23.0,,M. Plumlee misses free throw 1 of 2,58,68
294,3,0:23.0,,Offensive rebound by Team,58,68
295,3,0:23.0,,M. Plumlee misses free throw 2 of 2,58,68
296,3,0:22.0,Defensive rebound by Team,,58,68
297,3,0:04.0,C. Joseph misses 2-pt jump shot from 8 ft,,58,68
298,3,0:02.0,Offensive rebound by A. Baynes,,58,68
299,3,0:01.0,A. Baynes misses 2-pt tip-in at rim,,58,68
300,3,0:01.0,,Defensive rebound by J. Jack,58,68
301,3,0:00.0,,J. Jack misses 3-pt jump shot from 56 ft,58,68
302,3,0:00.0,,Offensive rebound by Team,58,68
303,4,11:44.0,A. Baynes misses 2-pt hook shot from 3 ft,,58,68
304,4,11:43.0,,Defensive rebound by M. Plumlee,58,68
305,4,11:27.0,,J. Jack makes 2-pt jump shot from 14 ft,58,70
306,4,11:08.0,A. Baynes makes 2-pt dunk at rim (assist by D. Green),,60,70
307,4,10:47.0,,A. Anderson misses 2-pt jump shot from 7 ft (block by D. Green),60,70
308,4,10:46.0,,Offensive rebound by Team,60,70
309,4,10:43.0,,J. Jack misses 2-pt jump shot from 15 ft,60,70
310,4,10:38.0,,Offensive rebound by Team,60,70
311,4,10:26.0,,J. Jack misses 2-pt jump shot from 14 ft,60,70
312,4,10:25.0,Defensive rebound by A. Baynes,,60,70
313,4,10:13.0,M. Bonner misses 3-pt jump shot from 24 ft,,60,70
314,4,10:12.0,,Defensive rebound by B. Lopez,60,70
315,4,9:58.0,,Turnover by A. Anderson (lost ball; steal by D. Green),60,70
316,4,9:54.0,M. Belinelli makes 2-pt layup from 2 ft (assist by D. Green),,62,70
317,4,9:35.0,,Shooting foul by A. Baynes (drawn by B. Lopez),62,70
318,4,9:35.0,,B. Lopez makes free throw 1 of 2,62,71
319,4,9:35.0,,B. Lopez makes free throw 2 of 2,62,72
320,4,9:21.0,D. Green misses 3-pt jump shot from 24 ft,,62,72
321,4,9:19.0,,Defensive rebound by A. Anderson,62,72
322,4,9:13.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),62,74
323,4,8:54.0,C. Joseph makes 2-pt jump shot from 21 ft (assist by A. Baynes),,64,74
324,4,8:34.0,,J. Jack misses 2-pt jump shot from 16 ft,64,74
325,4,8:33.0,Defensive rebound by D. Green,,64,74
326,4,8:23.0,M. Bonner misses 3-pt jump shot from 25 ft,,64,74
327,4,8:22.0,,Defensive rebound by J. Jack,64,74
328,4,8:17.0,,M. Plumlee misses 2-pt layup from 2 ft,64,74
329,4,8:16.0,,Offensive rebound by M. Plumlee,64,74
330,4,8:15.0,,M. Plumlee misses 2-pt layup at rim (block by D. Green),64,74
331,4,8:13.0,Defensive rebound by C. Joseph,,64,74
332,4,8:07.0,C. Joseph misses 2-pt layup from 2 ft,,64,74
333,4,8:06.0,,Defensive rebound by M. Plumlee,64,74
334,4,7:49.0,,B. Lopez makes 2-pt layup from 4 ft,64,76
335,4,7:47.0,San Antonio full timeout,,64,76
336,4,7:47.0,T. Duncan enters the game for A. Baynes,,64,76
337,4,7:47.0,B. Diaw enters the game for M. Bonner,,64,76
338,4,7:47.0,T. Parker enters the game for C. Joseph,,64,76
339,4,7:47.0,K. Leonard enters the game for M. Belinelli,,64,76
340,4,7:47.0,M. Ginóbili enters the game for D. Green,,64,76
341,4,7:47.0,,M. Teletović enters the game for M. Plumlee,64,76
342,4,7:31.0,B. Diaw misses 3-pt jump shot from 23 ft,,64,76
343,4,7:30.0,,Defensive rebound by B. Bogdanović,64,76
344,4,7:16.0,,B. Lopez makes 2-pt layup from 3 ft (assist by A. Anderson),64,78
345,4,6:54.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by K. Leonard),,66,78
346,4,6:41.0,,Turnover by A. Anderson (lost ball),66,78
347,4,6:41.0,,D. Williams enters the game for B. Bogdanović,66,78
348,4,6:41.0,,J. Johnson enters the game for A. Anderson,66,78
349,4,6:29.0,T. Duncan makes 2-pt jump shot from 5 ft (assist by B. Diaw),,68,78
350,4,6:12.0,,B. Lopez misses 2-pt jump shot from 18 ft,68,78
351,4,6:11.0,Defensive rebound by T. Duncan,,68,78
352,4,5:54.0,T. Duncan misses 2-pt jump shot from 8 ft,,68,78
353,4,5:53.0,,Defensive rebound by M. Teletović,68,78
354,4,5:40.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by D. Williams),68,81
355,4,5:27.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,68,81
356,4,5:26.0,,Defensive rebound by M. Teletović,68,81
357,4,5:12.0,,Shooting foul by B. Diaw (drawn by D. Williams),68,81
358,4,5:12.0,Official timeout,,68,81
359,4,5:12.0,D. Green enters the game for T. Parker,,68,81
360,4,5:12.0,C. Joseph enters the game for B. Diaw,,68,81
361,4,5:12.0,,D. Williams makes free throw 1 of 2,68,82
362,4,5:12.0,,D. Williams misses free throw 2 of 2,68,82
363,4,5:12.0,Defensive rebound by K. Leonard,,68,82
364,4,4:57.0,D. Green misses 2-pt jump shot from 9 ft,,68,82
365,4,4:56.0,Offensive rebound by T. Duncan,,68,82
366,4,4:54.0,T. Duncan makes 2-pt tip-in at rim,,70,82
367,4,4:33.0,,J. Johnson misses 2-pt jump shot from 12 ft,70,82
368,4,4:32.0,Defensive rebound by K. Leonard,,70,82
369,4,4:23.0,D. Green makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),,73,82
370,4,3:56.0,,M. Teletović misses 2-pt jump shot from 12 ft,73,82
371,4,3:55.0,Defensive rebound by T. Duncan,,73,82
372,4,3:41.0,K. Leonard misses 2-pt layup from 1 ft,,73,82
373,4,3:40.0,Offensive rebound by T. Duncan,,73,82
374,4,3:39.0,Shooting foul by J. Johnson (drawn by T. Duncan),,73,82
375,4,3:39.0,T. Duncan makes free throw 1 of 2,,74,82
376,4,3:39.0,T. Duncan makes free throw 2 of 2,,75,82
377,4,3:17.0,,B. Lopez misses 2-pt jump shot from 6 ft (block by T. Duncan),75,82
378,4,3:16.0,,Offensive rebound by J. Johnson,75,82
379,4,3:12.0,,J. Johnson misses 3-pt jump shot from 23 ft,75,82
380,4,3:11.0,Defensive rebound by D. Green,,75,82
381,4,2:59.0,D. Green misses 3-pt jump shot from 23 ft,,75,82
382,4,2:58.0,Offensive rebound by K. Leonard,,75,82
383,4,2:57.0,K. Leonard makes 2-pt tip-in at rim,,77,82
384,4,2:57.0,,Brooklyn full timeout,77,82
385,4,2:42.0,,M. Teletović makes 2-pt jump shot from 20 ft (assist by D. Williams),77,84
386,4,2:28.0,D. Green makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),,80,84
