,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
103,1,0:41.0,,A. Brooks makes technical free throw,24,28
104,1,0:35.0,,A. Brooks misses 2-pt jump shot from 4 ft (block by B. Biyombo),24,28
105,1,0:33.0,Defensive rebound by M. Williams,,24,28
106,1,0:29.0,M. Williams misses 2-pt jump shot from 17 ft,,24,28
107,1,0:28.0,Offensive rebound by M. Williams,,24,28
108,1,0:08.0,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by M. Williams),,26,28
109,1,0:02.0,,N. Mirotić misses 3-pt jump shot from 25 ft,26,28
110,1,0:01.0,Defensive rebound by L. Stephenson,,26,28
111,2,11:46.0,G. Henderson misses 2-pt jump shot from 20 ft,,26,28
112,2,11:45.0,,Defensive rebound by N. Mirotić,26,28
113,2,11:33.0,,N. Mirotić misses 3-pt jump shot from 26 ft,26,28
114,2,11:32.0,Defensive rebound by M. Williams,,26,28
115,2,11:26.0,M. Williams misses 2-pt jump shot from 18 ft,,26,28
116,2,11:25.0,,Defensive rebound by N. Mirotić,26,28
117,2,11:14.0,,T. Gibson misses 2-pt hook shot from 6 ft,26,28
118,2,11:14.0,,Offensive rebound by Team,26,28
119,2,11:14.0,Loose ball foul by M. Williams (drawn by N. Mirotić),,26,28
120,2,11:05.0,,J. Butler misses 2-pt jump shot from 15 ft,26,28
121,2,11:04.0,Defensive rebound by M. Williams,,26,28
122,2,10:45.0,L. Stephenson makes 2-pt jump shot from 7 ft (assist by M. Williams),,28,28
123,2,10:25.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by K. Hinrich),28,30
124,2,10:19.0,Personal foul by K. Hinrich (drawn by M. Williams),,28,30
125,2,10:19.0,,M. Dunleavy enters the game for T. Snell,28,30
126,2,10:13.0,L. Stephenson misses 2-pt jump shot from 15 ft,,28,30
127,2,10:12.0,,Defensive rebound by M. Dunleavy,28,30
128,2,9:51.0,,K. Hinrich makes 3-pt jump shot from 25 ft (assist by N. Mirotić),28,33
129,2,9:31.0,G. Henderson misses 2-pt jump shot from 19 ft,,28,33
130,2,9:30.0,,Defensive rebound by N. Mirotić,28,33
131,2,9:22.0,,J. Butler misses 2-pt layup from 2 ft,28,33
132,2,9:21.0,Defensive rebound by B. Biyombo,,28,33
133,2,9:10.0,Shooting foul by N. Mirotić (drawn by G. Henderson),,28,33
134,2,9:10.0,G. Henderson makes free throw 1 of 2,,29,33
135,2,9:10.0,G. Henderson makes free throw 2 of 2,,30,33
136,2,8:51.0,,Shooting foul by B. Biyombo (drawn by J. Butler),30,33
137,2,8:51.0,,Chicago full timeout,30,33
138,2,8:51.0,M. Kidd-Gilchrist enters the game for M. Williams,,30,33
139,2,8:51.0,,J. Butler makes free throw 1 of 2,30,34
140,2,8:51.0,,J. Butler misses free throw 2 of 2,30,34
141,2,8:49.0,Defensive rebound by M. Kidd-Gilchrist,,30,34
142,2,8:35.0,Turnover by M. Williams (lost ball; steal by T. Gibson),,30,34
143,2,8:34.0,,Personal foul by L. Stephenson (drawn by J. Butler),30,34
144,2,8:22.0,,Personal foul by M. Kidd-Gilchrist (drawn by N. Mirotić),30,34
145,2,8:17.0,,J. Butler misses 2-pt layup from 2 ft,30,34
146,2,8:14.0,,Offensive rebound by J. Butler,30,34
147,2,8:05.0,,N. Mirotić misses 2-pt jump shot from 7 ft (block by M. Kidd-Gilchrist),30,34
148,2,8:03.0,Defensive rebound by M. Kidd-Gilchrist,,30,34
149,2,7:52.0,Personal foul by K. Hinrich (drawn by G. Henderson),,30,34
150,2,7:44.0,G. Henderson misses 3-pt jump shot from 23 ft,,30,34
151,2,7:42.0,,Defensive rebound by J. Butler,30,34
152,2,7:34.0,,Shooting foul by M. Kidd-Gilchrist (drawn by N. Mirotić),30,34
153,2,7:34.0,,N. Mirotić makes free throw 1 of 2,30,35
154,2,7:34.0,M. Williams enters the game for M. Kidd-Gilchrist,,30,35
155,2,7:34.0,,N. Mirotić misses free throw 2 of 2,30,35
156,2,7:32.0,Defensive rebound by M. Williams,,30,35
157,2,7:18.0,M. Williams makes 3-pt jump shot from 24 ft (assist by G. Henderson),,33,35
158,2,6:57.0,,T. Gibson misses 2-pt layup from 2 ft,33,35
159,2,6:56.0,,Offensive rebound by J. Butler,33,35
160,2,6:56.0,,J. Butler makes 2-pt layup at rim,33,37
161,2,6:43.0,M. Williams makes 3-pt jump shot from 25 ft,,36,37
162,2,6:22.0,,N. Mirotić makes 2-pt jump shot from 13 ft,36,39
163,2,6:05.0,M. Williams misses 2-pt jump shot from 18 ft,,36,39
164,2,6:04.0,,Defensive rebound by T. Gibson,36,39
165,2,5:56.0,,Shooting foul by G. Henderson (drawn by T. Gibson),36,39
166,2,5:56.0,,Chicago full timeout,36,39
167,2,5:56.0,K. Walker enters the game for G. Henderson,,36,39
168,2,5:56.0,A. Jefferson enters the game for B. Biyombo,,36,39
169,2,5:56.0,,T. Gibson makes free throw 1 of 2,36,40
170,2,5:56.0,,T. Gibson makes free throw 2 of 2,36,41
171,2,5:40.0,L. Stephenson makes 2-pt jump shot from 12 ft,,38,41
172,2,5:18.0,,N. Mirotić misses 2-pt jump shot from 16 ft,38,41
173,2,5:18.0,Defensive rebound by Team,,38,41
174,2,5:18.0,,Loose ball foul by T. Gibson (drawn by A. Jefferson),38,41
175,2,5:18.0,,P. Gasol enters the game for T. Gibson,38,41
176,2,5:18.0,,A. Brooks enters the game for M. Dunleavy,38,41
177,2,5:00.0,M. Williams misses 2-pt layup from 2 ft,,38,41
178,2,4:59.0,,Defensive rebound by P. Gasol,38,41
179,2,4:36.0,,J. Butler misses 3-pt jump shot from 24 ft,38,41
180,2,4:36.0,Defensive rebound by Team,,38,41
181,2,4:36.0,,Loose ball foul by N. Mirotić (drawn by M. Williams),38,41
182,2,4:36.0,M. Williams misses free throw 1 of 2,,38,41
183,2,4:36.0,Offensive rebound by Team,,38,41
184,2,4:36.0,M. Williams makes free throw 2 of 2,,39,41
185,2,4:21.0,,Personal foul by L. Stephenson (drawn by J. Butler),39,41
186,2,4:21.0,,J. Butler makes free throw 1 of 2,39,42
187,2,4:21.0,,J. Butler misses free throw 2 of 2,39,42
188,2,4:20.0,Defensive rebound by M. Williams,,39,42
189,2,4:08.0,K. Walker misses 2-pt jump shot from 19 ft,,39,42
190,2,4:07.0,,Defensive rebound by P. Gasol,39,42
191,2,3:57.0,,J. Butler misses 2-pt layup from 2 ft,39,42
192,2,3:55.0,Defensive rebound by L. Stephenson,,39,42
193,2,3:34.0,A. Jefferson misses 2-pt jump shot from 14 ft,,39,42
194,2,3:33.0,,Defensive rebound by A. Brooks,39,42
195,2,3:26.0,,J. Butler makes 2-pt layup from 1 ft,39,44
196,2,2:54.0,,P. Gasol misses 2-pt jump shot from 18 ft,39,44
197,2,2:53.0,Defensive rebound by L. Stephenson,,39,44
198,2,2:47.0,M. Williams makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,42,44
199,2,2:30.0,,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),42,46
200,2,2:18.0,A. Jefferson makes 2-pt layup from 2 ft (assist by M. Williams),,44,46
201,2,1:53.0,,A. Brooks misses 3-pt jump shot from 26 ft (block by K. Walker),44,46
202,2,1:52.0,Defensive rebound by A. Jefferson,,44,46
203,2,1:39.0,A. Jefferson misses 2-pt layup from 1 ft (block by P. Gasol),,44,46
204,2,1:37.0,,Defensive rebound by P. Gasol,44,46
205,2,1:25.0,,Turnover by N. Mirotić (lost ball; steal by M. Williams),44,46
206,2,1:22.0,Shooting foul by A. Brooks (drawn by M. Williams),,44,46
207,2,1:22.0,Charlotte full timeout,,44,46
208,2,1:22.0,,M. Dunleavy enters the game for J. Butler,44,46
209,2,1:22.0,,T. Snell enters the game for K. Hinrich,44,46
210,2,1:22.0,G. Henderson enters the game for M. Williams,,44,46
211,2,1:22.0,N. Vonleh enters the game for L. Stephenson,,44,46
212,2,1:22.0,M. Williams misses free throw 1 of 2,,44,46
213,2,1:22.0,Offensive rebound by Team,,44,46
214,2,1:22.0,M. Williams makes free throw 2 of 2,,45,46
215,2,1:03.0,,N. Mirotić makes 2-pt jump shot from 18 ft (assist by A. Brooks),45,48
216,2,0:45.0,A. Jefferson misses 2-pt jump shot from 9 ft,,45,48
217,2,0:45.0,Offensive rebound by N. Vonleh,,45,48
218,2,0:45.0,N. Vonleh makes 2-pt tip-in from 2 ft,,47,48
219,2,0:33.0,,T. Snell misses 3-pt jump shot from 22 ft,47,48
220,2,0:32.0,Defensive rebound by N. Vonleh,,47,48
221,2,0:14.0,K. Walker makes 2-pt layup from 1 ft,,49,48
222,3,11:39.0,Turnover by A. Jefferson (traveling),,49,48
223,3,11:27.0,,J. Butler misses 2-pt layup from 1 ft (block by M. Williams),49,48
224,3,11:24.0,Defensive rebound by A. Jefferson,,49,48
225,3,11:20.0,G. Henderson misses 2-pt jump shot from 7 ft,,49,48
226,3,11:19.0,,Defensive rebound by M. Dunleavy,49,48
227,3,11:11.0,,T. Gibson makes 2-pt jump shot from 16 ft (assist by J. Butler),49,50
228,3,10:54.0,K. Walker makes 2-pt jump shot from 20 ft,,51,50
229,3,10:35.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by A. Brooks),51,52
230,3,10:15.0,Personal foul by J. Butler (drawn by G. Henderson),,51,52
231,3,10:05.0,Shooting foul by P. Gasol (drawn by A. Jefferson),,51,52
232,3,10:05.0,A. Jefferson misses free throw 1 of 2,,51,52
233,3,10:05.0,Offensive rebound by Team,,51,52
234,3,10:05.0,A. Jefferson makes free throw 2 of 2,,52,52
235,3,9:55.0,,Shooting foul by A. Jefferson (drawn by P. Gasol),52,52
236,3,9:55.0,,P. Gasol makes free throw 1 of 2,52,53
237,3,9:55.0,,P. Gasol misses free throw 2 of 2,52,53
238,3,9:54.0,Defensive rebound by M. Williams,,52,53
239,3,9:43.0,K. Walker makes 2-pt jump shot from 14 ft,,54,53
240,3,9:29.0,,J. Butler misses 2-pt layup from 2 ft (block by A. Jefferson),54,53
241,3,9:28.0,Defensive rebound by A. Jefferson,,54,53
242,3,9:20.0,K. Walker makes 2-pt layup from 2 ft,,56,53
243,3,9:02.0,,P. Gasol misses 2-pt jump shot from 15 ft (block by A. Jefferson),56,53
244,3,9:02.0,,Offensive rebound by P. Gasol,56,53
245,3,9:02.0,,Personal foul by K. Walker (drawn by P. Gasol),56,53
246,3,8:57.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by A. Brooks),56,55
247,3,8:44.0,K. Walker misses 2-pt jump shot from 21 ft,,56,55
248,3,8:43.0,,Defensive rebound by M. Dunleavy,56,55
249,3,8:35.0,,A. Brooks makes 2-pt jump shot from 18 ft,56,57
250,3,8:09.0,Turnover by A. Jefferson (lost ball; steal by P. Gasol),,56,57
251,3,8:06.0,,Shooting foul by M. Williams (drawn by J. Butler),56,57
252,3,8:06.0,,J. Butler makes free throw 1 of 2,56,58
253,3,8:06.0,,J. Butler makes free throw 2 of 2,56,59
254,3,7:50.0,Turnover by G. Henderson (lost ball; steal by T. Gibson),,56,59
255,3,7:44.0,,A. Brooks misses 3-pt jump shot from 25 ft,56,59
256,3,7:43.0,Defensive rebound by A. Jefferson,,56,59
257,3,7:30.0,G. Henderson makes 2-pt jump shot from 12 ft,,58,59
258,3,7:10.0,,Turnover by T. Gibson (traveling),58,59
259,3,6:49.0,Shooting foul by M. Dunleavy (drawn by M. Williams),,58,59
260,3,6:49.0,M. Williams makes free throw 1 of 2,,59,59
261,3,6:49.0,M. Williams makes free throw 2 of 2,,60,59
262,3,6:42.0,,Personal foul by G. Henderson (drawn by J. Butler),60,59
263,3,6:32.0,,P. Gasol makes 2-pt dunk at rim,60,61
264,3,6:13.0,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,,60,61
265,3,6:11.0,,Defensive rebound by P. Gasol,60,61
266,3,6:04.0,,A. Brooks makes 2-pt jump shot from 18 ft,60,63
267,3,5:48.0,G. Henderson misses 2-pt jump shot from 13 ft,,60,63
268,3,5:47.0,,Defensive rebound by T. Gibson,60,63
269,3,5:39.0,,A. Brooks makes 2-pt layup from 1 ft,60,65
270,3,5:39.0,Charlotte full timeout,,60,65
271,3,5:39.0,J. Maxiell enters the game for A. Jefferson,,60,65
272,3,5:39.0,M. Williams enters the game for G. Henderson,,60,65
273,3,5:27.0,J. Maxiell misses 2-pt jump shot from 11 ft,,60,65
274,3,5:27.0,,Defensive rebound by Team,60,65
275,3,5:27.0,Loose ball foul by J. Maxiell (drawn by P. Gasol),,60,65
276,3,5:27.0,,P. Gasol misses free throw 1 of 2,60,65
277,3,5:27.0,,Offensive rebound by Team,60,65
278,3,5:27.0,,P. Gasol makes free throw 2 of 2,60,66
279,3,5:12.0,M. Williams misses 3-pt jump shot from 22 ft,,60,66
280,3,5:10.0,,Defensive rebound by P. Gasol,60,66
281,3,4:52.0,,P. Gasol misses 2-pt jump shot from 16 ft,60,66
282,3,4:51.0,Defensive rebound by M. Kidd-Gilchrist,,60,66
283,3,4:42.0,K. Walker makes 2-pt jump shot from 16 ft,,62,66
284,3,4:16.0,,A. Brooks makes 2-pt layup from 2 ft (assist by P. Gasol),62,68
285,3,3:50.0,K. Walker misses 3-pt jump shot from 25 ft,,62,68
286,3,3:49.0,,Defensive rebound by T. Gibson,62,68
287,3,3:29.0,,Shooting foul by J. Maxiell (drawn by J. Butler),62,68
288,3,3:29.0,,J. Butler makes free throw 1 of 2,62,69
289,3,3:29.0,B. Biyombo enters the game for J. Maxiell,,62,69
290,3,3:29.0,,N. Mirotić enters the game for T. Gibson,62,69
291,3,3:29.0,,J. Butler misses free throw 2 of 2,62,69
292,3,3:27.0,Defensive rebound by M. Kidd-Gilchrist,,62,69
293,3,3:04.0,Turnover by Team (shot clock),,62,69
294,3,3:04.0,,K. Hinrich enters the game for J. Butler,62,69
295,3,2:47.0,,P. Gasol misses 2-pt hook shot from 7 ft,62,69
296,3,2:46.0,Defensive rebound by M. Williams,,62,69
297,3,2:41.0,K. Walker misses 3-pt jump shot from 24 ft,,62,69
298,3,2:39.0,Offensive rebound by B. Biyombo,,62,69
299,3,2:29.0,K. Walker makes 2-pt jump shot from 17 ft,,64,69
300,3,2:09.0,,P. Gasol makes 2-pt jump shot from 11 ft (assist by A. Brooks),64,71
301,3,1:47.0,M. Williams misses 2-pt jump shot from 19 ft,,64,71
302,3,1:46.0,,Defensive rebound by P. Gasol,64,71
303,3,1:30.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,64,71
304,3,1:29.0,Defensive rebound by M. Williams,,64,71
305,3,1:20.0,K. Walker misses 2-pt jump shot from 15 ft,,64,71
306,3,1:19.0,Offensive rebound by B. Biyombo,,64,71
307,3,1:14.0,Turnover by M. Williams (bad pass),,64,71
308,3,1:14.0,,Chicago full timeout,64,71
309,3,1:14.0,L. Stephenson enters the game for M. Williams,,64,71
310,3,1:14.0,,T. Snell enters the game for M. Dunleavy,64,71
311,3,0:48.0,,N. Mirotić misses 2-pt jump shot from 22 ft,64,71
312,3,0:47.0,Defensive rebound by L. Stephenson,,64,71
313,3,0:40.0,M. Williams misses 3-pt jump shot from 24 ft (block by P. Gasol),,64,71
314,3,0:39.0,Offensive rebound by M. Kidd-Gilchrist,,64,71
315,3,0:39.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,66,71
316,3,0:31.0,,Offensive foul by A. Brooks (drawn by K. Walker),66,71
317,3,0:31.0,,Turnover by A. Brooks (offensive foul),66,71
318,3,0:08.0,K. Walker makes 3-pt jump shot from 24 ft (assist by M. Williams),,69,71
319,3,0:01.0,,P. Gasol makes 3-pt jump shot from 22 ft (assist by A. Brooks),69,74
320,3,0:00.0,M. Williams misses 3-pt jump shot from 85 ft,,69,74
321,3,0:00.0,Offensive rebound by Team,,69,74
322,4,11:47.0,,N. Mirotić misses 3-pt jump shot from 26 ft,69,74
323,4,11:46.0,Defensive rebound by M. Williams,,69,74
324,4,11:26.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,69,74
325,4,11:25.0,Offensive rebound by B. Biyombo,,69,74
326,4,11:23.0,B. Biyombo misses 2-pt layup from 2 ft (block by T. Gibson),,69,74
327,4,11:21.0,,Defensive rebound by K. Hinrich,69,74
328,4,10:58.0,,T. Gibson misses 2-pt jump shot from 17 ft,69,74
329,4,10:57.0,Defensive rebound by M. Kidd-Gilchrist,,69,74
330,4,10:35.0,G. Henderson misses 2-pt layup from 1 ft,,69,74
331,4,10:34.0,,Defensive rebound by J. Butler,69,74
332,4,10:12.0,,J. Butler misses 2-pt jump shot from 21 ft,69,74
333,4,10:11.0,Defensive rebound by B. Biyombo,,69,74
334,4,9:57.0,G. Henderson makes 2-pt jump shot from 18 ft,,71,74
335,4,9:37.0,,N. Mirotić makes 2-pt layup from 1 ft,71,76
336,4,9:24.0,Turnover by B. Biyombo (kicked ball),,71,76
337,4,9:09.0,,J. Butler misses 2-pt jump shot from 12 ft (block by B. Biyombo),71,76
338,4,9:07.0,Defensive rebound by G. Henderson,,71,76
339,4,9:02.0,M. Williams misses 2-pt layup from 2 ft (block by T. Snell),,71,76
340,4,9:01.0,,Defensive rebound by J. Butler,71,76
341,4,8:56.0,,Turnover by N. Mirotić (bad pass; steal by L. Stephenson),71,76
342,4,8:53.0,Shooting foul by K. Hinrich (drawn by M. Kidd-Gilchrist),,71,76
343,4,8:53.0,Charlotte full timeout,,71,76
344,4,8:53.0,M. Kidd-Gilchrist makes free throw 1 of 2,,72,76
345,4,8:53.0,M. Kidd-Gilchrist makes free throw 2 of 2,,73,76
346,4,8:42.0,,K. Hinrich makes 2-pt layup from 1 ft,73,78
347,4,8:17.0,M. Williams makes 2-pt jump shot from 19 ft,,75,78
348,4,8:01.0,,N. Mirotić makes 2-pt layup from 1 ft,75,80
349,4,7:49.0,Shooting foul by T. Snell (drawn by B. Biyombo),,75,80
350,4,7:49.0,B. Biyombo misses free throw 1 of 2,,75,80
351,4,7:49.0,Offensive rebound by Team,,75,80
352,4,7:49.0,M. Williams enters the game for M. Kidd-Gilchrist,,75,80
353,4,7:49.0,B. Biyombo makes free throw 2 of 2,,76,80
354,4,7:23.0,,N. Mirotić makes 2-pt jump shot from 22 ft,76,82
355,4,7:00.0,G. Henderson misses 2-pt jump shot from 17 ft,,76,82
356,4,6:59.0,,Defensive rebound by T. Snell,76,82
357,4,6:42.0,,K. Hinrich misses 2-pt jump shot from 21 ft,76,82
358,4,6:41.0,Defensive rebound by G. Henderson,,76,82
359,4,6:28.0,B. Biyombo misses 2-pt hook shot from 3 ft,,76,82
360,4,6:27.0,,Defensive rebound by N. Mirotić,76,82
361,4,6:13.0,,J. Butler misses 2-pt layup at rim,76,82
362,4,6:12.0,,Offensive rebound by J. Butler,76,82
363,4,6:12.0,,J. Butler makes 2-pt layup at rim,76,84
364,4,6:12.0,Charlotte full timeout,,76,84
365,4,6:12.0,K. Walker enters the game for B. Biyombo,,76,84
366,4,6:12.0,J. Maxiell enters the game for L. Stephenson,,76,84
367,4,5:57.0,M. Williams misses 3-pt jump shot from 24 ft,,76,84
368,4,5:56.0,,Defensive rebound by K. Hinrich,76,84
369,4,5:30.0,,N. Mirotić misses 3-pt jump shot from 22 ft,76,84
370,4,5:29.0,Defensive rebound by G. Henderson,,76,84
371,4,5:16.0,Shooting foul by T. Snell (drawn by K. Walker),,76,84
372,4,5:16.0,K. Walker makes free throw 1 of 2,,77,84
373,4,5:16.0,K. Walker makes free throw 2 of 2,,78,84
374,4,4:55.0,,J. Butler makes 2-pt jump shot from 15 ft (assist by T. Snell),78,86
375,4,4:32.0,G. Henderson misses 2-pt jump shot from 20 ft,,78,86
376,4,4:31.0,,Defensive rebound by J. Butler,78,86
377,4,4:21.0,,J. Butler misses 2-pt jump shot from 15 ft,78,86
378,4,4:20.0,Defensive rebound by M. Williams,,78,86
