,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
0,1,11:37.0,K. Thompson misses 2-pt jump shot from 18 ft,,0,0
1,1,11:36.0,,Defensive rebound by J. Lin,0,0
2,1,11:22.0,,C. Boozer misses 2-pt jump shot from 3 ft,0,0
3,1,11:20.0,,Offensive rebound by J. Hill,0,0
4,1,11:20.0,,J. Hill makes 2-pt tip-in from 1 ft,0,2
5,1,11:14.0,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),,2,2
6,1,10:59.0,,J. Hill misses 2-pt jump shot from 19 ft,2,2
7,1,10:58.0,,Offensive rebound by W. Johnson,2,2
8,1,10:50.0,,K. Bryant misses 3-pt jump shot from 27 ft,2,2
9,1,10:48.0,Defensive rebound by K. Thompson,,2,2
10,1,10:35.0,A. Bogut makes 2-pt layup from 2 ft (assist by H. Barnes),,4,2
11,1,10:19.0,,K. Bryant makes 2-pt jump shot from 21 ft (assist by C. Boozer),4,4
12,1,10:04.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,6,4
13,1,9:46.0,,K. Bryant misses 2-pt jump shot from 22 ft,6,4
14,1,9:45.0,Defensive rebound by D. Green,,6,4
15,1,9:38.0,S. Curry misses 2-pt jump shot from 22 ft,,6,4
16,1,9:37.0,,Defensive rebound by K. Bryant,6,4
17,1,9:29.0,,J. Hill misses 2-pt jump shot from 13 ft,6,4
18,1,9:27.0,Defensive rebound by D. Green,,6,4
19,1,9:23.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),,8,4
20,1,9:23.0,Shooting foul by K. Bryant (drawn by K. Thompson),,8,4
21,1,9:23.0,K. Thompson makes free throw 1 of 1,,9,4
22,1,9:08.0,,J. Lin misses 2-pt jump shot from 15 ft,9,4
23,1,9:06.0,Defensive rebound by D. Green,,9,4
24,1,9:03.0,H. Barnes misses 2-pt layup from 3 ft,,9,4
25,1,8:59.0,,Defensive rebound by C. Boozer,9,4
26,1,8:51.0,,K. Bryant makes 2-pt jump shot from 17 ft,9,6
27,1,8:40.0,A. Bogut makes 2-pt hook shot from 4 ft (assist by S. Curry),,11,6
28,1,8:27.0,,K. Bryant misses 2-pt jump shot from 9 ft (block by K. Thompson),11,6
29,1,8:25.0,Defensive rebound by A. Bogut,,11,6
30,1,8:21.0,Shooting foul by C. Boozer (drawn by K. Thompson),,11,6
31,1,8:21.0,K. Thompson makes free throw 1 of 2,,12,6
32,1,8:21.0,K. Thompson makes free throw 2 of 2,,13,6
