,QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
0,1,11:44.0,,Shooting foul by J. Valančiūnas (drawn by A. Drummond),0,0
1,1,11:44.0,,A. Drummond makes free throw 1 of 2,0,1
2,1,11:44.0,,A. Drummond misses free throw 2 of 2,0,1
3,1,11:43.0,,Offensive rebound by R. Jackson,0,1
4,1,11:34.0,,C. Butler makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),0,4
5,1,11:11.0,J. Valančiūnas makes 2-pt layup at rim,,2,4
6,1,10:56.0,,R. Jackson misses 3-pt jump shot from 26 ft,2,4
7,1,10:55.0,Defensive rebound by D. DeRozan,,2,4
8,1,10:47.0,Turnover by D. DeRozan (lost ball; steal by A. Drummond),,2,4
9,1,10:42.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by A. Drummond),2,6
10,1,10:25.0,J. Valančiūnas misses 2-pt jump shot from 6 ft,,2,6
11,1,10:23.0,,Defensive rebound by A. Drummond,2,6
12,1,10:17.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),2,8
13,1,9:54.0,K. Lowry makes 2-pt layup at rim (assist by D. DeRozan),,4,8
14,1,9:44.0,,C. Butler misses 3-pt jump shot from 26 ft,4,8
15,1,9:43.0,Defensive rebound by K. Lowry,,4,8
16,1,9:33.0,,Violation by C. Butler (kicked ball),4,8
17,1,9:25.0,Personal foul by A. Tolliver (drawn by A. Johnson),,4,8
18,1,9:15.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,7,8
19,1,8:54.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,7,8
20,1,8:53.0,Defensive rebound by A. Johnson,,7,8
21,1,8:35.0,J. Valančiūnas makes 2-pt layup at rim (assist by A. Johnson),,9,8
22,1,8:20.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by R. Jackson),9,11
23,1,8:09.0,D. DeRozan misses 2-pt jump shot from 14 ft,,9,11
24,1,8:07.0,,Defensive rebound by A. Drummond,9,11
25,1,7:54.0,,Shooting foul by A. Johnson (drawn by A. Tolliver),9,11
26,1,7:54.0,,A. Tolliver makes free throw 1 of 2,9,12
27,1,7:54.0,,A. Tolliver makes free throw 2 of 2,9,13
28,1,7:40.0,T. Ross misses 3-pt jump shot from 27 ft,,9,13
29,1,7:39.0,,Defensive rebound by A. Drummond,9,13
30,1,7:28.0,,Turnover by C. Butler (traveling),9,13
