,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
38,1,6:06.0,,Violation by A. Horford (lane),12,11
39,1,6:06.0,N. Peković misses free throw 2 of 2,,12,11
40,1,6:05.0,,Defensive rebound by A. Horford,12,11
41,1,5:42.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),12,13
42,1,5:17.0,M. Williams makes 2-pt layup from 1 ft (assist by T. Young),,14,13
43,1,5:02.0,,P. Antić enters the game for A. Horford,14,13
44,1,5:02.0,,T. Sefolosha enters the game for K. Korver,14,13
45,1,4:49.0,,J. Teague makes 2-pt jump shot from 9 ft,14,15
46,1,4:20.0,M. Williams misses 3-pt jump shot from 23 ft,,14,15
47,1,4:20.0,Offensive rebound by Team,,14,15
48,1,4:20.0,Turnover by Team (shot clock),,14,15
49,1,4:09.0,,Offensive foul by J. Teague (drawn by M. Williams),14,15
50,1,4:09.0,,Turnover by J. Teague (offensive foul),14,15
51,1,4:09.0,R. Hummel enters the game for N. Peković,,14,15
52,1,3:49.0,G. Dieng misses 2-pt layup from 2 ft (block by T. Sefolosha),,14,15
53,1,3:47.0,,Defensive rebound by P. Antić,14,15
54,1,3:42.0,,D. Schröder enters the game for J. Teague,14,15
55,1,3:35.0,,Shooting foul by G. Dieng (drawn by P. Antić),14,15
56,1,3:35.0,,P. Antić makes 2-pt jump shot from 9 ft (assist by D. Schröder),14,17
57,1,3:35.0,,P. Antić makes free throw 1 of 1,14,18
58,1,3:11.0,T. Young makes 2-pt layup at rim (assist by G. Dieng),,16,18
59,1,2:56.0,,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by D. Schröder),16,21
60,1,2:41.0,T. Young makes 2-pt layup from 2 ft (assist by M. Williams),,18,21
61,1,2:41.0,Shooting foul by P. Millsap (drawn by T. Young),,18,21
62,1,2:41.0,,Atlanta full timeout,18,21
63,1,2:41.0,,M. Scott enters the game for P. Millsap,18,21
64,1,2:41.0,T. Young misses free throw 1 of 1,,18,21
65,1,2:40.0,,Defensive rebound by D. Carroll,18,21
66,1,2:23.0,,Shooting foul by G. Dieng (drawn by P. Antić),18,21
67,1,2:23.0,,P. Antić misses free throw 1 of 3,18,21
68,1,2:23.0,,Offensive rebound by Team,18,21
69,1,2:23.0,,P. Antić misses free throw 2 of 3,18,21
70,1,2:23.0,,Offensive rebound by Team,18,21
71,1,2:23.0,N. Peković enters the game for G. Dieng,,18,21
72,1,2:23.0,,P. Antić misses free throw 3 of 3,18,21
73,1,2:21.0,Defensive rebound by N. Peković,,18,21
74,1,2:01.0,A. Wiggins misses 2-pt jump shot from 5 ft,,18,21
75,1,2:00.0,,Defensive rebound by Team,18,21
76,1,1:44.0,,D. Schröder makes 2-pt jump shot from 21 ft,18,23
77,1,1:26.0,M. Williams makes 2-pt jump shot from 21 ft (assist by N. Peković),,20,23
78,1,1:10.0,,D. Schröder misses 3-pt jump shot from 23 ft,20,23
79,1,1:04.0,,Offensive rebound by M. Scott,20,23
80,1,1:03.0,,Turnover by M. Scott (bad pass; steal by A. Wiggins),20,23
81,1,0:58.0,R. Hummel makes 2-pt layup at rim (assist by M. Williams),,22,23
82,1,0:42.0,,P. Antić misses 3-pt jump shot from 26 ft,22,23
83,1,0:41.0,Defensive rebound by R. Hummel,,22,23
84,1,0:24.0,Shooting foul by D. Carroll (drawn by N. Peković),,22,23
85,1,0:24.0,N. Peković makes free throw 1 of 2,,23,23
86,1,0:24.0,,A. Horford enters the game for P. Antić,23,23
87,1,0:24.0,,K. Korver enters the game for D. Carroll,23,23
88,1,0:24.0,Z. LaVine enters the game for M. Williams,,23,23
89,1,0:24.0,N. Peković makes free throw 2 of 2,,24,23
90,1,0:08.0,,Personal take foul by Z. LaVine (drawn by D. Schröder),24,23
91,1,0:08.0,C. Budinger enters the game for N. Peković,,24,23
92,1,0:02.0,,D. Schröder makes 2-pt layup at rim,24,25
93,1,0:00.0,T. Young misses 3-pt jump shot from 45 ft,,24,25
94,1,0:00.0,Offensive rebound by Team,,24,25
95,2,11:47.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),24,28
96,2,11:36.0,Personal foul by D. Schröder (drawn by Z. LaVine),,24,28
97,2,11:16.0,Turnover by Team (shot clock),,24,28
98,2,11:00.0,,Personal foul by Z. LaVine (drawn by D. Schröder),24,28
99,2,10:54.0,,D. Schröder makes 2-pt layup from 1 ft (assist by A. Horford),24,30
100,2,10:45.0,Minnesota full timeout,,24,30
101,2,10:34.0,C. Budinger misses 3-pt jump shot from 24 ft,,24,30
102,2,10:32.0,,Defensive rebound by M. Scott,24,30
103,2,10:19.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by A. Horford),24,33
104,2,10:01.0,Z. LaVine makes 2-pt jump shot from 16 ft (assist by R. Hummel),,26,33
105,2,9:42.0,,M. Scott misses 2-pt jump shot from 6 ft,26,33
106,2,9:41.0,Defensive rebound by A. Wiggins,,26,33
107,2,9:34.0,R. Hummel misses 2-pt jump shot from 21 ft,,26,33
108,2,9:33.0,,Defensive rebound by K. Korver,26,33
109,2,9:31.0,,M. Scott makes 2-pt layup at rim (assist by K. Korver),26,35
110,2,9:31.0,,Shooting foul by Z. LaVine (drawn by M. Scott),26,35
111,2,9:31.0,,K. Bazemore enters the game for T. Sefolosha,26,35
112,2,9:31.0,T. Young enters the game for A. Wiggins,,26,35
113,2,9:31.0,M. Williams enters the game for Z. LaVine,,26,35
114,2,9:31.0,,M. Scott makes free throw 1 of 1,26,36
115,2,9:08.0,M. Williams misses 3-pt jump shot from 27 ft,,26,36
116,2,9:05.0,,Defensive rebound by A. Horford,26,36
117,2,8:58.0,,D. Schröder misses 2-pt dunk at rim,26,36
118,2,8:56.0,Defensive rebound by R. Hummel,,26,36
119,2,8:49.0,N. Peković misses 2-pt layup from 1 ft (block by K. Bazemore),,26,36
120,2,8:47.0,,Defensive rebound by A. Horford,26,36
121,2,8:47.0,,Personal foul by M. Williams (drawn by D. Schröder),26,36
122,2,8:47.0,Technical foul by Team,,26,36
123,2,8:47.0,Official timeout,,26,36
124,2,8:47.0,,K. Korver makes technical free throw,26,37
125,2,8:29.0,,M. Scott misses 2-pt jump shot from 19 ft,26,37
126,2,8:27.0,Defensive rebound by R. Hummel,,26,37
127,2,8:11.0,Shooting foul by K. Bazemore (drawn by R. Hummel),,26,37
128,2,8:11.0,R. Hummel makes free throw 1 of 2,,27,37
129,2,8:11.0,R. Hummel makes free throw 2 of 2,,28,37
130,2,7:54.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by K. Korver),28,39
131,2,7:36.0,C. Budinger misses 2-pt layup from 2 ft (block by K. Bazemore),,28,39
132,2,7:35.0,Offensive rebound by C. Budinger,,28,39
133,2,7:35.0,Shooting foul by M. Scott (drawn by C. Budinger),,28,39
134,2,7:35.0,C. Budinger makes free throw 1 of 2,,29,39
135,2,7:35.0,,J. Teague enters the game for D. Schröder,29,39
136,2,7:35.0,C. Budinger makes free throw 2 of 2,,30,39
137,2,7:25.0,,Turnover by K. Korver (bad pass; steal by C. Budinger),30,39
138,2,7:14.0,Turnover by M. Williams (bad pass; steal by K. Bazemore),,30,39
139,2,7:08.0,,K. Korver misses 3-pt jump shot from 24 ft,30,39
140,2,7:06.0,Defensive rebound by M. Williams,,30,39
141,2,6:54.0,C. Budinger misses 3-pt jump shot from 24 ft,,30,39
142,2,6:53.0,Offensive rebound by T. Young,,30,39
143,2,6:51.0,,P. Millsap enters the game for M. Scott,30,39
144,2,6:40.0,Turnover by M. Williams (bad pass; steal by P. Millsap),,30,39
145,2,6:25.0,,A. Horford makes 2-pt dunk at rim (assist by P. Millsap),30,41
146,2,6:03.0,N. Peković misses 2-pt jump shot from 5 ft,,30,41
147,2,6:03.0,,Defensive rebound by P. Millsap,30,41
148,2,6:03.0,,Personal foul by T. Young (drawn by P. Millsap),30,41
149,2,6:03.0,G. Dieng enters the game for N. Peković,,30,41
150,2,6:03.0,A. Wiggins enters the game for C. Budinger,,30,41
151,2,5:44.0,,J. Teague misses 2-pt jump shot from 10 ft,30,41
152,2,5:41.0,Defensive rebound by G. Dieng,,30,41
153,2,5:35.0,T. Young misses 2-pt hook shot from 5 ft,,30,41
154,2,5:32.0,,Defensive rebound by P. Millsap,30,41
155,2,5:25.0,,J. Teague misses 3-pt jump shot from 25 ft,30,41
156,2,5:24.0,Defensive rebound by T. Young,,30,41
157,2,5:21.0,Shooting foul by K. Korver (drawn by G. Dieng),,30,41
158,2,5:21.0,,Atlanta full timeout,30,41
159,2,5:21.0,,D. Carroll enters the game for A. Horford,30,41
160,2,5:21.0,,P. Antić enters the game for K. Korver,30,41
161,2,5:21.0,G. Dieng misses free throw 1 of 2,,30,41
162,2,5:21.0,Offensive rebound by Team,,30,41
163,2,5:21.0,G. Dieng makes free throw 2 of 2,,31,41
164,2,5:04.0,,J. Teague makes 2-pt layup from 1 ft,31,43
165,2,4:51.0,Turnover by A. Wiggins (lost ball; steal by J. Teague),,31,43
166,2,4:46.0,,J. Teague makes 2-pt layup at rim,31,45
167,2,4:36.0,Minnesota full timeout,,31,45
168,2,4:28.0,Shooting foul by P. Antić (drawn by G. Dieng),,31,45
169,2,4:28.0,G. Dieng makes free throw 1 of 2,,32,45
170,2,4:28.0,G. Dieng makes free throw 2 of 2,,33,45
171,2,4:15.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by P. Antić),33,48
172,2,3:55.0,T. Young misses 2-pt layup at rim,,33,48
173,2,3:54.0,,Defensive rebound by Team,33,48
174,2,3:46.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by P. Antić),33,51
175,2,3:20.0,R. Hummel makes 3-pt jump shot from 23 ft (assist by T. Young),,36,51
176,2,3:00.0,,K. Bazemore misses 3-pt jump shot from 23 ft,36,51
177,2,2:57.0,Defensive rebound by R. Hummel,,36,51
178,2,2:51.0,A. Wiggins misses 2-pt jump shot from 11 ft,,36,51
179,2,2:50.0,Offensive rebound by G. Dieng,,36,51
180,2,2:45.0,G. Dieng makes 2-pt dunk at rim (assist by M. Williams),,38,51
181,2,2:33.0,,J. Teague makes 2-pt jump shot from 4 ft,38,53
182,2,2:05.0,R. Hummel misses 2-pt jump shot from 17 ft,,38,53
183,2,2:03.0,Offensive rebound by T. Young,,38,53
184,2,2:02.0,T. Young makes 2-pt layup at rim,,40,53
185,2,1:54.0,,Shooting foul by R. Hummel (drawn by J. Teague),40,53
186,2,1:54.0,,J. Teague misses free throw 1 of 2,40,53
187,2,1:54.0,,Offensive rebound by Team,40,53
188,2,1:54.0,,A. Horford enters the game for P. Millsap,40,53
189,2,1:54.0,,K. Korver enters the game for K. Bazemore,40,53
190,2,1:54.0,,J. Teague makes free throw 2 of 2,40,54
191,2,1:40.0,G. Dieng makes 2-pt hook shot from 15 ft,,42,54
192,2,1:27.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by A. Horford),42,57
193,2,1:13.0,M. Williams misses 2-pt jump shot from 20 ft,,42,57
194,2,1:12.0,Offensive rebound by A. Wiggins,,42,57
195,2,1:12.0,Turnover by R. Hummel (offensive goaltending),,42,57
196,2,1:02.0,,Shooting foul by R. Hummel (drawn by A. Horford),42,57
197,2,1:02.0,,A. Horford makes free throw 1 of 2,42,58
198,2,1:02.0,,A. Horford makes free throw 2 of 2,42,59
199,2,0:54.0,A. Wiggins misses 2-pt jump shot from 3 ft,,42,59
200,2,0:52.0,Offensive rebound by G. Dieng,,42,59
201,2,0:49.0,M. Williams makes 3-pt jump shot from 22 ft (assist by G. Dieng),,45,59
202,2,0:36.0,,J. Teague misses 2-pt layup at rim,45,59
203,2,0:34.0,Defensive rebound by G. Dieng,,45,59
204,2,0:15.0,G. Dieng misses 2-pt jump shot from 5 ft,,45,59
205,2,0:13.0,Offensive rebound by M. Williams,,45,59
206,2,0:12.0,M. Williams misses 2-pt tip-in at rim,,45,59
207,2,0:12.0,Offensive rebound by A. Wiggins,,45,59
208,2,0:12.0,Shooting foul by K. Korver (drawn by A. Wiggins),,45,59
209,2,0:12.0,A. Wiggins makes free throw 1 of 2,,46,59
210,2,0:12.0,A. Bennett enters the game for G. Dieng,,46,59
211,2,0:12.0,T. Daniels enters the game for M. Williams,,46,59
212,2,0:12.0,A. Wiggins makes free throw 2 of 2,,47,59
213,2,0:02.0,,Personal take foul by A. Bennett (drawn by J. Teague),47,59
214,2,0:02.0,,J. Teague makes free throw 1 of 2,47,60
215,2,0:02.0,,K. Bazemore enters the game for K. Korver,47,60
216,2,0:02.0,,T. Sefolosha enters the game for P. Antić,47,60
217,2,0:02.0,,J. Teague makes free throw 2 of 2,47,61
218,3,11:48.0,,A. Horford makes 2-pt layup at rim (assist by D. Carroll),47,63
219,3,11:27.0,Turnover by M. Williams (bad pass; steal by A. Horford),,47,63
220,3,11:09.0,,P. Millsap misses 3-pt jump shot from 24 ft,47,63
221,3,11:08.0,Defensive rebound by M. Williams,,47,63
222,3,11:00.0,Personal foul by J. Teague (drawn by G. Dieng),,47,63
223,3,10:48.0,M. Williams misses 3-pt jump shot from 24 ft,,47,63
224,3,10:47.0,Offensive rebound by N. Peković,,47,63
225,3,10:46.0,N. Peković makes 2-pt layup at rim,,49,63
226,3,10:27.0,,A. Horford misses 2-pt jump shot from 18 ft,49,63
227,3,10:25.0,Defensive rebound by A. Wiggins,,49,63
228,3,10:15.0,T. Young makes 2-pt hook shot from 3 ft,,51,63
229,3,10:03.0,,Turnover by K. Korver (bad pass; steal by T. Young),51,63
230,3,9:57.0,A. Wiggins makes 2-pt dunk at rim (assist by T. Young),,53,63
231,3,9:41.0,,Turnover by K. Korver (offensive foul),53,63
232,3,9:41.0,,Offensive foul by K. Korver (drawn by M. Williams),53,63
233,3,9:28.0,Shooting foul by K. Korver (drawn by T. Young),,53,63
234,3,9:28.0,T. Young makes free throw 1 of 2,,54,63
235,3,9:28.0,T. Young makes free throw 2 of 2,,55,63
236,3,9:20.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by P. Millsap),55,66
237,3,9:07.0,Turnover by M. Williams (bad pass; steal by K. Korver),,55,66
238,3,9:00.0,,D. Carroll misses 3-pt jump shot from 25 ft,55,66
239,3,8:58.0,Defensive rebound by G. Dieng,,55,66
240,3,8:45.0,Turnover by G. Dieng (bad pass),,55,66
241,3,8:41.0,,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),55,68
242,3,8:21.0,M. Williams makes 2-pt jump shot from 20 ft,,57,68
243,3,8:08.0,,D. Carroll makes 2-pt layup from 1 ft (assist by J. Teague),57,70
244,3,7:47.0,Shooting foul by D. Carroll (drawn by T. Young),,57,70
245,3,7:47.0,T. Young makes free throw 1 of 2,,58,70
246,3,7:47.0,T. Young makes free throw 2 of 2,,59,70
247,3,7:36.0,,Personal foul by N. Peković (drawn by A. Horford),59,70
248,3,7:29.0,,P. Millsap misses 2-pt jump shot from 6 ft (block by G. Dieng),59,70
249,3,7:29.0,Defensive rebound by Team,,59,70
250,3,7:08.0,T. Young makes 2-pt layup from 1 ft,,61,70
251,3,6:54.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),61,72
252,3,6:37.0,A. Wiggins misses 2-pt jump shot from 20 ft,,61,72
253,3,6:35.0,,Defensive rebound by P. Millsap,61,72
254,3,6:35.0,,Personal foul by G. Dieng (drawn by P. Millsap),61,72
255,3,6:35.0,,T. Sefolosha enters the game for K. Korver,61,72
256,3,6:35.0,R. Hummel enters the game for G. Dieng,,61,72
257,3,6:17.0,,T. Sefolosha misses 2-pt jump shot from 20 ft,61,72
258,3,6:15.0,Defensive rebound by M. Williams,,61,72
259,3,6:05.0,Turnover by A. Wiggins (bad pass; steal by P. Millsap),,61,72
260,3,5:56.0,,A. Horford makes 2-pt jump shot from 4 ft,61,74
261,3,5:56.0,,Shooting foul by T. Young (drawn by A. Horford),61,74
262,3,5:56.0,,Atlanta full timeout,61,74
263,3,5:56.0,,P. Antić enters the game for P. Millsap,61,74
264,3,5:56.0,,A. Horford makes free throw 1 of 1,61,75
265,3,5:36.0,R. Hummel misses 2-pt jump shot from 20 ft,,61,75
266,3,5:35.0,,Defensive rebound by A. Horford,61,75
267,3,5:20.0,,J. Teague misses 3-pt jump shot from 24 ft,61,75
268,3,5:19.0,Defensive rebound by T. Young,,61,75
269,3,5:10.0,N. Peković misses 2-pt hook shot from 6 ft,,61,75
270,3,5:08.0,,Defensive rebound by D. Carroll,61,75
271,3,4:55.0,,P. Antić misses 2-pt jump shot from 14 ft,61,75
272,3,4:52.0,Defensive rebound by M. Williams,,61,75
273,3,4:47.0,M. Williams makes 3-pt jump shot from 25 ft,,64,75
274,3,4:22.0,,D. Carroll makes 2-pt jump shot from 7 ft,64,77
275,3,4:03.0,A. Wiggins misses 2-pt jump shot from 3 ft,,64,77
276,3,4:01.0,,Defensive rebound by P. Antić,64,77
277,3,3:58.0,Offensive charge foul by D. Carroll (drawn by T. Young),,64,77
278,3,3:58.0,,Turnover by D. Carroll (offensive foul),64,77
279,3,3:58.0,G. Robinson enters the game for A. Wiggins,,64,77
280,3,3:58.0,,P. Millsap enters the game for A. Horford,64,77
281,3,3:45.0,M. Williams makes 3-pt jump shot from 25 ft,,67,77
282,3,3:27.0,,D. Carroll misses 3-pt jump shot from 23 ft,67,77
283,3,3:27.0,,Offensive rebound by Team,67,77
284,3,3:27.0,Loose ball foul by T. Young (drawn by P. Antić),,67,77
285,3,3:19.0,,Turnover by J. Teague (bad pass; steal by M. Williams),67,77
286,3,3:12.0,G. Robinson makes 2-pt layup at rim (assist by M. Williams),,69,77
287,3,3:06.0,,D. Schröder enters the game for J. Teague,69,77
288,3,2:55.0,,P. Millsap misses 3-pt jump shot from 24 ft,69,77
289,3,2:53.0,,Offensive rebound by D. Carroll,69,77
290,3,2:49.0,,D. Carroll makes 2-pt jump shot from 8 ft,69,79
291,3,2:29.0,N. Peković makes 2-pt jump shot from 3 ft (assist by T. Young),,71,79
292,3,2:14.0,,P. Antić misses 3-pt jump shot from 25 ft,71,79
293,3,2:12.0,,Offensive rebound by T. Sefolosha,71,79
294,3,2:12.0,,T. Sefolosha misses 2-pt layup at rim,71,79
295,3,2:12.0,,Offensive rebound by P. Millsap,71,79
296,3,2:12.0,,Personal foul by T. Young (drawn by P. Millsap),71,79
297,3,2:12.0,Minnesota full timeout,,71,79
298,3,2:12.0,,P. Millsap makes free throw 1 of 2,71,80
299,3,2:12.0,,P. Millsap makes free throw 2 of 2,71,81
300,3,1:50.0,M. Williams misses 3-pt jump shot from 24 ft,,71,81
301,3,1:48.0,,Defensive rebound by P. Antić,71,81
302,3,1:42.0,Offensive charge foul by P. Millsap (drawn by M. Williams),,71,81
303,3,1:42.0,,Turnover by P. Millsap (offensive foul),71,81
304,3,1:42.0,T. Daniels enters the game for M. Williams,,71,81
305,3,1:23.0,T. Young makes 2-pt layup from 1 ft,,73,81
306,3,1:08.0,,D. Schröder makes 2-pt layup from 1 ft,73,83
307,3,0:47.0,Shooting foul by P. Antić (drawn by N. Peković),,73,83
308,3,0:47.0,,Violation by Team (delay of game),73,83
309,3,0:47.0,N. Peković makes free throw 1 of 2,,74,83
310,3,0:47.0,,K. Korver enters the game for D. Carroll,74,83
311,3,0:47.0,N. Peković makes free throw 2 of 2,,75,83
312,3,0:36.0,,D. Schröder makes 2-pt layup from 1 ft,75,85
313,3,0:36.0,,Shooting foul by N. Peković (drawn by D. Schröder),75,85
314,3,0:36.0,,D. Schröder makes free throw 1 of 1,75,86
315,3,0:21.0,R. Hummel makes 2-pt layup from 1 ft (assist by T. Young),,77,86
316,3,0:02.0,,D. Schröder misses 2-pt jump shot from 17 ft,77,86
317,3,0:00.0,,Offensive rebound by Team,77,86
318,4,11:41.0,Turnover by T. Daniels (bad pass),,77,86
319,4,11:33.0,,P. Antić makes 2-pt dunk at rim (assist by D. Schröder),77,88
320,4,11:04.0,Turnover by Team (shot clock),,77,88
321,4,11:04.0,Z. LaVine enters the game for T. Daniels,,77,88
322,4,10:55.0,,K. Korver misses 3-pt jump shot from 24 ft,77,88
323,4,10:54.0,,Offensive rebound by T. Sefolosha,77,88
324,4,10:44.0,,P. Antić makes 2-pt dunk at rim (assist by T. Sefolosha),77,90
325,4,10:44.0,Minnesota full timeout,,77,90
326,4,10:44.0,C. Budinger enters the game for N. Peković,,77,90
327,4,10:44.0,G. Dieng enters the game for G. Robinson,,77,90
328,4,10:35.0,Turnover by Z. LaVine (bad pass; steal by P. Millsap),,77,90
329,4,10:30.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by P. Millsap),77,92
330,4,10:11.0,T. Young makes 2-pt layup from 1 ft,,79,92
331,4,9:49.0,,D. Schröder misses 2-pt jump shot from 9 ft,79,92
332,4,9:48.0,Defensive rebound by G. Dieng,,79,92
333,4,9:28.0,T. Young makes 2-pt layup at rim (assist by A. Wiggins),,81,92
334,4,9:08.0,,P. Millsap makes 2-pt jump shot from 16 ft,81,94
335,4,8:45.0,T. Young makes 2-pt layup from 3 ft (assist by Z. LaVine),,83,94
336,4,8:20.0,,P. Antić misses 3-pt jump shot from 25 ft,83,94
337,4,8:18.0,Defensive rebound by C. Budinger,,83,94
338,4,8:00.0,C. Budinger makes 3-pt jump shot from 24 ft (assist by G. Dieng),,86,94
339,4,7:40.0,,P. Millsap makes 2-pt jump shot from 8 ft (assist by D. Schröder),86,96
340,4,7:11.0,Turnover by A. Wiggins (lost ball),,86,96
341,4,7:11.0,,M. Scott enters the game for P. Millsap,86,96
342,4,7:11.0,,K. Bazemore enters the game for K. Korver,86,96
343,4,7:11.0,,A. Horford enters the game for P. Antić,86,96
344,4,6:49.0,,Shooting foul by A. Wiggins (drawn by T. Sefolosha),86,96
345,4,6:49.0,,T. Sefolosha misses free throw 1 of 2,86,96
346,4,6:49.0,,Offensive rebound by Team,86,96
347,4,6:49.0,,J. Teague enters the game for D. Schröder,86,96
348,4,6:49.0,M. Williams enters the game for Z. LaVine,,86,96
349,4,6:49.0,Minnesota full timeout,,86,96
350,4,6:49.0,N. Peković enters the game for T. Young,,86,96
351,4,6:49.0,,T. Sefolosha misses free throw 2 of 2,86,96
352,4,6:48.0,Defensive rebound by C. Budinger,,86,96
353,4,6:32.0,M. Williams makes 2-pt jump shot from 15 ft (assist by G. Dieng),,88,96
354,4,6:12.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Teague),88,98
355,4,5:52.0,N. Peković makes 2-pt layup from 1 ft (assist by C. Budinger),,90,98
356,4,5:31.0,,M. Scott misses 3-pt jump shot from 25 ft,90,98
357,4,5:30.0,Defensive rebound by A. Wiggins,,90,98
358,4,5:17.0,A. Wiggins makes 2-pt jump shot from 4 ft (assist by M. Williams),,92,98
359,4,5:04.0,,J. Teague makes 2-pt jump shot from 7 ft,92,100
360,4,4:39.0,N. Peković misses 2-pt layup from 1 ft,,92,100
361,4,4:38.0,,Defensive rebound by K. Bazemore,92,100
362,4,4:33.0,,K. Bazemore makes 2-pt layup from 1 ft,92,102
363,4,4:09.0,Turnover by C. Budinger (lost ball),,92,102
364,4,4:09.0,,D. Carroll enters the game for T. Sefolosha,92,102
365,4,3:49.0,,Turnover by A. Horford (traveling),92,102
366,4,3:49.0,T. Young enters the game for G. Dieng,,92,102
367,4,3:29.0,T. Young makes 2-pt jump shot from 10 ft (assist by C. Budinger),,94,102
368,4,3:25.0,,Personal foul by M. Williams (drawn by J. Teague),94,102
369,4,3:25.0,,K. Korver enters the game for M. Scott,94,102
370,4,3:25.0,,P. Millsap enters the game for K. Bazemore,94,102
371,4,3:13.0,,K. Korver misses 3-pt jump shot from 27 ft,94,102
372,4,3:12.0,Defensive rebound by M. Williams,,94,102
373,4,3:06.0,Personal foul by J. Teague (drawn by M. Williams),,94,102
374,4,3:02.0,M. Williams misses 3-pt jump shot from 24 ft,,94,102
375,4,3:01.0,Offensive rebound by T. Young,,94,102
376,4,3:00.0,T. Young makes 2-pt layup at rim,,96,102
377,4,2:39.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by J. Teague),96,105
378,4,2:21.0,T. Young misses 2-pt jump shot from 7 ft,,96,105
379,4,2:19.0,,Defensive rebound by K. Korver,96,105
380,4,2:08.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by P. Millsap),96,108
381,4,2:08.0,Minnesota full timeout,,96,108
382,4,1:50.0,A. Wiggins makes 2-pt layup at rim (assist by C. Budinger),,98,108
383,4,1:41.0,,J. Teague makes 2-pt layup from 2 ft,98,110
384,4,1:28.0,Shooting foul by A. Horford (drawn by A. Wiggins),,98,110
385,4,1:28.0,A. Wiggins misses free throw 1 of 2,,98,110
386,4,1:28.0,Offensive rebound by Team,,98,110
387,4,1:28.0,A. Wiggins misses free throw 2 of 2,,98,110
388,4,1:25.0,,Defensive rebound by D. Carroll,98,110
