,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
391,4,4:55.0,,B. Beal misses 2-pt jump shot from 18 ft,86,93
392,4,4:54.0,,Offensive rebound by M. Gortat,86,93
393,4,4:26.0,,J. Wall misses 3-pt jump shot from 26 ft,86,93
394,4,4:26.0,,Offensive rebound by M. Gortat,86,93
395,4,4:26.0,,Personal foul by R. Price (drawn by M. Gortat),86,93
396,4,4:26.0,,M. Gortat makes free throw 1 of 2,86,94
397,4,4:26.0,W. Johnson enters the game for R. Sacre,,86,94
398,4,4:26.0,,M. Gortat makes free throw 2 of 2,86,95
399,4,4:13.0,K. Bryant misses 2-pt jump shot from 13 ft,,86,95
400,4,4:12.0,Offensive rebound by Team,,86,95
401,4,4:05.0,N. Young misses 2-pt jump shot from 12 ft,,86,95
402,4,4:04.0,,Defensive rebound by M. Gortat,86,95
403,4,3:50.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),86,97
404,4,3:37.0,C. Boozer makes 2-pt layup at rim (assist by K. Bryant),,88,97
405,4,3:13.0,,B. Beal misses 2-pt jump shot from 13 ft,88,97
406,4,3:12.0,Defensive rebound by K. Bryant,,88,97
407,4,3:06.0,R. Price makes 3-pt jump shot from 25 ft (assist by W. Johnson),,91,97
408,4,2:44.0,,Turnover by J. Wall (bad pass; steal by R. Price),91,97
409,4,2:37.0,W. Johnson misses 3-pt jump shot from 23 ft,,91,97
410,4,2:35.0,,Defensive rebound by K. Humphries,91,97
411,4,2:17.0,,J. Wall misses 2-pt jump shot from 16 ft,91,97
412,4,2:16.0,,Offensive rebound by K. Humphries,91,97
413,4,2:14.0,,K. Humphries misses 2-pt jump shot from 3 ft,91,97
414,4,2:13.0,Defensive rebound by C. Boozer,,91,97
415,4,2:05.0,Shooting foul by M. Gortat (drawn by K. Bryant),,91,97
416,4,2:05.0,LA Lakers full timeout,,91,97
417,4,2:05.0,K. Bryant makes free throw 1 of 2,,92,97
418,4,2:05.0,K. Bryant makes free throw 2 of 2,,93,97
419,4,1:43.0,,J. Wall makes 2-pt jump shot from 17 ft,93,99
420,4,1:35.0,Personal foul by R. Butler (drawn by K. Bryant),,93,99
421,4,1:23.0,K. Bryant misses 3-pt jump shot from 27 ft,,93,99
422,4,1:22.0,,Defensive rebound by B. Beal,93,99
423,4,1:16.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),93,101
424,4,1:09.0,Turnover by K. Bryant (lost ball; steal by K. Humphries),,93,101
425,4,1:05.0,,R. Butler makes 2-pt dunk at rim (assist by B. Beal),93,103
426,4,1:05.0,LA Lakers full timeout,,93,103
427,4,1:05.0,,O. Porter enters the game for K. Humphries,93,103
428,4,0:59.0,K. Bryant misses 2-pt jump shot from 16 ft,,93,103
429,4,0:58.0,Offensive rebound by C. Boozer,,93,103
430,4,0:58.0,C. Boozer makes 2-pt layup from 2 ft,,95,103
431,4,0:50.0,,R. Butler makes 2-pt layup at rim (assist by B. Beal),95,105
432,4,0:42.0,Turnover by K. Bryant (bad pass; steal by R. Butler),,95,105
433,4,0:37.0,,B. Beal makes 2-pt dunk at rim (assist by R. Butler),95,107
434,4,0:33.0,N. Young misses 3-pt jump shot from 28 ft,,95,107
435,4,0:31.0,,Defensive rebound by M. Gortat,95,107
436,4,0:11.0,,J. Wall makes 3-pt jump shot from 25 ft,95,110
437,4,0:11.0,,Shooting foul by K. Bryant (drawn by J. Wall),95,110
438,4,0:11.0,,J. Wall makes free throw 1 of 1,95,111
