,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
0,1,11:44.0,E. Freedom makes 2-pt jump shot from 14 ft (assist by D. Favors),,2,0
1,1,11:23.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),2,3
2,1,11:05.0,D. Favors makes 2-pt jump shot from 14 ft (assist by G. Hayward),,4,3
3,1,10:47.0,,E. Gordon misses 3-pt jump shot from 25 ft,4,3
4,1,10:46.0,Defensive rebound by E. Freedom,,4,3
5,1,10:29.0,G. Hayward makes 2-pt jump shot from 4 ft,,6,3
6,1,10:11.0,,T. Evans misses 2-pt jump shot from 19 ft,6,3
7,1,10:10.0,Defensive rebound by E. Freedom,,6,3
8,1,10:02.0,Personal foul by A. Ajinça (drawn by D. Favors),,6,3
9,1,9:49.0,G. Hayward misses 3-pt jump shot from 27 ft,,6,3
10,1,9:47.0,,Defensive rebound by Ö. Aşık,6,3
11,1,9:41.0,,A. Ajinça makes 2-pt layup from 1 ft (assist by T. Evans),6,5
12,1,9:18.0,Turnover by D. Exum (bad pass; steal by E. Gordon),,6,5
13,1,9:13.0,,E. Gordon misses 2-pt layup from 2 ft (block by E. Millsap),6,5
14,1,9:12.0,Defensive rebound by G. Hayward,,6,5
15,1,9:07.0,G. Hayward misses 2-pt jump shot from 6 ft (block by D. Cunningham),,6,5
16,1,9:06.0,Offensive rebound by E. Freedom,,6,5
17,1,9:05.0,E. Freedom makes 2-pt layup from 2 ft,,8,5
18,1,8:45.0,,T. Evans makes 2-pt layup from 1 ft,8,7
19,1,8:21.0,D. Favors makes 2-pt jump shot from 5 ft (assist by D. Exum),,10,7
20,1,7:58.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by D. Exum),10,7
21,1,7:56.0,Defensive rebound by E. Freedom,,10,7
22,1,7:53.0,G. Hayward misses 2-pt layup from 1 ft (block by D. Cunningham),,10,7
23,1,7:52.0,Offensive rebound by E. Freedom,,10,7
24,1,7:52.0,Shooting foul by A. Ajinça (drawn by E. Freedom),,10,7
25,1,7:52.0,E. Freedom makes free throw 1 of 2,,11,7
26,1,7:52.0,,J. Withey enters the game for A. Ajinça,11,7
27,1,7:52.0,T. Burke enters the game for D. Exum,,11,7
28,1,7:52.0,E. Freedom makes free throw 2 of 2,,12,7
29,1,7:39.0,Violation by E. Freedom (kicked ball),,12,7
30,1,7:31.0,,T. Evans makes 2-pt layup from 2 ft,12,9
31,1,7:17.0,E. Millsap misses 2-pt layup from 3 ft (block by T. Evans),,12,9
32,1,7:17.0,Offensive rebound by Team,,12,9
33,1,7:12.0,Shooting foul by J. Withey (drawn by G. Hayward),,12,9
34,1,7:12.0,G. Hayward makes free throw 1 of 2,,13,9
35,1,7:12.0,G. Hayward makes free throw 2 of 2,,14,9
36,1,6:49.0,,E. Gordon misses 2-pt jump shot from 11 ft,14,9
37,1,6:48.0,Defensive rebound by T. Burke,,14,9
38,1,6:43.0,T. Burke misses 2-pt layup from 1 ft,,14,9
39,1,6:41.0,Offensive rebound by E. Freedom,,14,9
40,1,6:40.0,E. Freedom misses 2-pt layup from 3 ft,,14,9
41,1,6:40.0,Offensive rebound by Team,,14,9
42,1,6:39.0,Personal foul by T. Evans (drawn by T. Burke),,14,9
43,1,6:28.0,T. Burke misses 3-pt jump shot from 24 ft,,14,9
44,1,6:26.0,Offensive rebound by D. Favors,,14,9
45,1,6:26.0,Turnover by D. Favors (lost ball),,14,9
46,1,6:02.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by D. Cunningham),14,12
47,1,5:38.0,D. Favors makes 2-pt hook shot from 7 ft,,16,12
48,1,5:22.0,,T. Evans makes 3-pt jump shot from 24 ft,16,15
49,1,5:01.0,D. Favors misses 2-pt jump shot from 15 ft,,16,15
50,1,4:59.0,,Defensive rebound by Ö. Aşık,16,15
51,1,4:49.0,,J. Withey makes 2-pt layup from 1 ft (assist by T. Evans),16,17
52,1,4:49.0,Utah full timeout,,16,17
53,1,4:49.0,,Q. Pondexter enters the game for D. Cunningham,16,17
54,1,4:49.0,R. Gobert enters the game for E. Freedom,,16,17
55,1,4:32.0,E. Millsap misses 2-pt jump shot from 3 ft (block by Ö. Aşık),,16,17
56,1,4:28.0,Offensive rebound by E. Millsap,,16,17
57,1,4:24.0,T. Burke misses 3-pt jump shot from 24 ft,,16,17
58,1,4:23.0,,Defensive rebound by Ö. Aşık,16,17
59,1,4:11.0,,Shooting foul by D. Favors (drawn by J. Withey),16,17
60,1,4:11.0,,J. Withey makes free throw 1 of 2,16,18
61,1,4:11.0,,T. Douglas enters the game for E. Gordon,16,18
62,1,4:11.0,,J. Withey makes free throw 2 of 2,16,19
63,1,3:49.0,E. Millsap misses 3-pt jump shot from 26 ft,,16,19
64,1,3:47.0,,Defensive rebound by T. Douglas,16,19
65,1,3:37.0,,T. Douglas makes 3-pt jump shot from 22 ft (assist by T. Evans),16,22
66,1,3:22.0,D. Exum enters the game for D. Favors,,16,22
67,1,3:22.0,T. Booker enters the game for E. Millsap,,16,22
68,1,3:22.0,,D. Cunningham enters the game for Ö. Aşık,16,22
69,1,3:15.0,R. Gobert makes 2-pt layup from 1 ft (assist by G. Hayward),,18,22
70,1,3:00.0,,Shooting foul by R. Gobert (drawn by T. Douglas),18,22
71,1,3:00.0,,T. Douglas misses free throw 1 of 2,18,22
72,1,3:00.0,,Offensive rebound by Team,18,22
73,1,3:00.0,,T. Douglas makes free throw 2 of 2,18,23
74,1,2:44.0,D. Exum misses 3-pt jump shot from 23 ft,,18,23
75,1,2:43.0,Offensive rebound by R. Gobert,,18,23
76,1,2:40.0,R. Gobert makes 2-pt jump shot from 5 ft,,20,23
77,1,2:24.0,,D. Cunningham misses 2-pt jump shot from 20 ft,20,23
78,1,2:23.0,Defensive rebound by G. Hayward,,20,23
79,1,2:12.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by T. Burke),,23,23
80,1,2:12.0,,New Orleans full timeout,23,23
81,1,2:12.0,S. Novak enters the game for G. Hayward,,23,23
82,1,1:53.0,,Shooting foul by D. Exum (drawn by T. Evans),23,23
83,1,1:53.0,,T. Evans makes free throw 1 of 2,23,24
84,1,1:53.0,,T. Evans makes free throw 2 of 2,23,25
85,1,1:38.0,R. Gobert makes 2-pt layup at rim (assist by D. Exum),,25,25
86,1,1:23.0,,Turnover by T. Evans (bad pass; steal by T. Booker),25,25
87,1,1:05.0,T. Burke misses 2-pt layup from 2 ft,,25,25
88,1,1:04.0,Offensive rebound by T. Booker,,25,25
89,1,1:04.0,T. Booker makes 2-pt tip-in from 1 ft,,27,25
90,1,0:46.0,,T. Douglas misses 3-pt jump shot from 25 ft,27,25
91,1,0:44.0,Defensive rebound by T. Burke,,27,25
92,1,0:37.0,D. Exum misses 3-pt jump shot from 25 ft,,27,25
93,1,0:35.0,,Defensive rebound by J. Withey,27,25
94,1,0:24.0,,D. Cunningham misses 2-pt layup from 1 ft,27,25
95,1,0:21.0,,Offensive rebound by D. Cunningham,27,25
96,1,0:21.0,,D. Cunningham misses 2-pt tip-in from 2 ft,27,25
97,1,0:19.0,,Offensive rebound by J. Withey,27,25
98,1,0:19.0,,J. Withey misses 2-pt tip-in from 3 ft,27,25
99,1,0:18.0,,Offensive rebound by Team,27,25
100,1,0:00.0,,T. Evans misses 2-pt jump shot from 18 ft,27,25
101,1,0:00.0,,Offensive rebound by Team,27,25
102,2,11:47.0,,Turnover by T. Douglas (bad pass; steal by R. Gobert),27,25
103,2,11:31.0,D. Exum misses 2-pt layup from 2 ft,,27,25
104,2,11:31.0,Offensive rebound by Team,,27,25
105,2,11:31.0,,Loose ball foul by L. Babbitt (drawn by R. Gobert),27,25
106,2,11:31.0,,E. Gordon enters the game for D. Cunningham,27,25
107,2,11:25.0,T. Booker makes 2-pt layup from 2 ft (assist by S. Novak),,29,25
108,2,11:07.0,,T. Douglas misses 2-pt jump shot from 11 ft,29,25
109,2,11:06.0,,Offensive rebound by J. Withey,29,25
110,2,11:06.0,,J. Withey misses 2-pt tip-in at rim,29,25
111,2,11:05.0,Defensive rebound by T. Booker,,29,25
112,2,10:59.0,S. Novak makes 3-pt jump shot from 24 ft (assist by T. Burke),,32,25
113,2,10:42.0,,Shooting foul by R. Gobert (drawn by E. Gordon),32,25
114,2,10:42.0,,E. Gordon makes free throw 1 of 2,32,26
115,2,10:42.0,,A. Ajinça enters the game for J. Withey,32,26
116,2,10:42.0,,E. Gordon makes free throw 2 of 2,32,27
117,2,10:17.0,R. Gobert misses 2-pt layup from 1 ft,,32,27
118,2,10:17.0,Offensive rebound by Team,,32,27
119,2,9:55.0,T. Burke misses 2-pt layup from 2 ft,,32,27
120,2,9:53.0,Offensive rebound by T. Booker,,32,27
121,2,9:53.0,T. Booker makes 2-pt layup from 1 ft,,34,27
122,2,9:31.0,,Q. Pondexter makes 3-pt jump shot from 22 ft (assist by E. Gordon),34,30
123,2,9:03.0,D. Exum makes 3-pt jump shot from 25 ft (assist by S. Novak),,37,30
124,2,8:43.0,,T. Douglas misses 3-pt jump shot from 22 ft,37,30
125,2,8:42.0,Defensive rebound by T. Burke,,37,30
126,2,8:36.0,Turnover by T. Booker (bad pass; steal by T. Douglas),,37,30
127,2,8:33.0,Violation by T. Booker (def goaltending),,37,30
128,2,8:33.0,,T. Douglas makes 2-pt layup from 1 ft,37,32
129,2,8:09.0,T. Burke misses 2-pt jump shot from 4 ft (block by L. Babbitt),,37,32
130,2,8:07.0,,Defensive rebound by L. Babbitt,37,32
131,2,7:55.0,,E. Gordon makes 3-pt jump shot from 24 ft,37,35
132,2,7:55.0,Utah full timeout,,37,35
133,2,7:55.0,E. Freedom enters the game for T. Burke,,37,35
134,2,7:55.0,G. Hayward enters the game for T. Booker,,37,35
135,2,7:55.0,E. Millsap enters the game for S. Novak,,37,35
136,2,7:43.0,Personal foul by T. Douglas (drawn by D. Exum),,37,35
137,2,7:28.0,G. Hayward misses 2-pt jump shot from 14 ft,,37,35
138,2,7:27.0,Offensive rebound by Team,,37,35
139,2,7:27.0,,Loose ball foul by A. Ajinça (drawn by R. Gobert),37,35
140,2,7:27.0,,Ö. Aşık enters the game for A. Ajinça,37,35
141,2,7:27.0,D. Favors enters the game for R. Gobert,,37,35
142,2,7:15.0,D. Exum misses 3-pt jump shot from 26 ft,,37,35
143,2,7:15.0,,Defensive rebound by E. Gordon,37,35
144,2,6:52.0,,Turnover by E. Gordon (bad pass; steal by E. Freedom),37,35
145,2,6:48.0,Turnover by G. Hayward (lost ball; steal by E. Gordon),,37,35
146,2,6:40.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by Q. Pondexter),37,38
147,2,6:18.0,D. Exum misses 3-pt jump shot from 23 ft,,37,38
148,2,6:16.0,Offensive rebound by Team,,37,38
149,2,6:16.0,,T. Evans enters the game for Q. Pondexter,37,38
