,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
395,4,5:51.0,J. Clarkson enters the game for J. Lin,,73,96
396,4,5:36.0,N. Young makes 2-pt jump shot from 21 ft (assist by J. Clarkson),,75,96
397,4,5:07.0,,C. Miles makes 2-pt jump shot from 17 ft (assist by L. Allen),75,98
398,4,4:53.0,C. Boozer makes 2-pt layup at rim (assist by N. Young),,77,98
399,4,4:35.0,,D. Sloan makes 2-pt layup from 3 ft,77,100
400,4,4:23.0,Turnover by J. Clarkson (lost ball; steal by L. Scola),,77,100
401,4,4:09.0,,L. Allen misses 2-pt jump shot from 16 ft,77,100
402,4,4:08.0,Defensive rebound by W. Ellington,,77,100
403,4,3:57.0,Shooting block foul by D. Rudež (drawn by C. Boozer),,77,100
404,4,3:57.0,C. Boozer makes free throw 1 of 2,,78,100
405,4,3:57.0,,C. Copeland enters the game for L. Scola,78,100
406,4,3:57.0,,S. Whittington enters the game for L. Allen,78,100
407,4,3:57.0,C. Boozer misses free throw 2 of 2,,78,100
408,4,3:56.0,Offensive rebound by R. Sacre,,78,100
409,4,3:50.0,Personal block foul by C. Copeland (drawn by C. Boozer),,78,100
410,4,3:50.0,C. Boozer makes free throw 1 of 2,,79,100
411,4,3:50.0,C. Boozer makes free throw 2 of 2,,80,100
412,4,3:36.0,,D. Sloan misses 2-pt layup from 1 ft (block by R. Sacre),80,100
413,4,3:36.0,Defensive rebound by Team,,80,100
414,4,3:23.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,83,100
415,4,2:59.0,,C. Miles makes 2-pt jump shot from 15 ft,83,102
416,4,2:46.0,Personal foul by D. Rudež (drawn by J. Clarkson),,83,102
417,4,2:46.0,LA Lakers full timeout,,83,102
418,4,2:46.0,J. Clarkson misses free throw 1 of 2,,83,102
419,4,2:46.0,Offensive rebound by Team,,83,102
420,4,2:46.0,J. Clarkson makes free throw 2 of 2,,84,102
421,4,2:29.0,,D. Rudež misses 3-pt jump shot from 25 ft,84,102
422,4,2:28.0,Defensive rebound by C. Boozer,,84,102
423,4,2:06.0,Personal foul by C. Miles (drawn by J. Clarkson),,84,102
424,4,2:06.0,J. Clarkson makes free throw 1 of 2,,85,102
425,4,2:06.0,J. Clarkson misses free throw 2 of 2,,85,102
426,4,2:05.0,,Defensive rebound by D. Rudež,85,102
427,4,1:42.0,,S. Whittington misses 2-pt hook shot from 2 ft,85,102
428,4,1:41.0,Defensive rebound by C. Boozer,,85,102
429,4,1:33.0,C. Boozer makes 2-pt jump shot from 4 ft,,87,102
430,4,1:23.0,,D. Sloan makes 2-pt layup from 3 ft,87,104
431,4,1:06.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by W. Ellington),,90,104
432,4,0:47.0,,D. Sloan makes 3-pt jump shot from 25 ft,90,107
433,4,0:38.0,J. Clarkson misses 2-pt jump shot from 19 ft,,90,107
434,4,0:37.0,Offensive rebound by R. Sacre,,90,107
435,4,0:37.0,,Loose ball foul by D. Rudež (drawn by R. Sacre),90,107
436,4,0:37.0,R. Sacre misses free throw 1 of 2,,90,107
437,4,0:37.0,Offensive rebound by Team,,90,107
438,4,0:37.0,R. Sacre makes free throw 2 of 2,,91,107
439,4,0:19.0,,D. Sloan makes 3-pt jump shot from 25 ft,91,110
440,4,0:08.0,N. Young misses 3-pt jump shot from 28 ft,,91,110
441,4,0:07.0,Offensive rebound by J. Clarkson,,91,110
442,4,0:01.0,J. Clarkson misses 3-pt jump shot from 25 ft,,91,110
443,4,0:00.0,Offensive rebound by C. Boozer,,91,110
