,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
25,1,7:36.0,,Defensive rebound by L. Mbah a Moute,12,14
26,1,7:32.0,,Turnover by J. Sampson (lost ball),12,14
27,1,7:25.0,Turnover by R. McCallum (bad pass; steal by R. Covington),,12,14
28,1,7:21.0,,I. Canaan misses 3-pt jump shot from 23 ft,12,14
29,1,7:18.0,Defensive rebound by B. McLemore,,12,14
30,1,7:05.0,D. Cousins misses 2-pt jump shot from 3 ft,,12,14
31,1,7:04.0,,Defensive rebound by L. Mbah a Moute,12,14
32,1,6:59.0,,I. Canaan makes 2-pt layup at rim,12,16
33,1,6:39.0,R. Gay misses 3-pt jump shot from 27 ft,,12,16
34,1,6:38.0,,Defensive rebound by N. Noel,12,16
35,1,6:27.0,,L. Mbah a Moute misses 2-pt layup from 1 ft (block by R. Gay),12,16
36,1,6:27.0,Defensive rebound by Team,,12,16
37,1,6:27.0,D. Williams enters the game for C. Landry,,12,16
38,1,6:27.0,,J. Grant enters the game for J. Sampson,12,16
39,1,6:14.0,R. McCallum misses 2-pt layup at rim,,12,16
40,1,6:11.0,Offensive rebound by D. Cousins,,12,16
41,1,6:11.0,D. Cousins makes 2-pt dunk at rim,,14,16
42,1,6:09.0,,Philadelphia full timeout,14,16
43,1,6:00.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),14,19
44,1,5:41.0,Turnover by R. Gay (bad pass; steal by N. Noel),,14,19
45,1,5:32.0,,L. Mbah a Moute misses 2-pt jump shot from 16 ft,14,19
46,1,5:31.0,Defensive rebound by D. Cousins,,14,19
47,1,5:30.0,Turnover by D. Cousins (bad pass; steal by R. Covington),,14,19
48,1,5:26.0,,L. Mbah a Moute misses 2-pt jump shot from 18 ft,14,19
49,1,5:23.0,Defensive rebound by R. Gay,,14,19
50,1,5:12.0,Turnover by R. Gay (lost ball; steal by L. Mbah a Moute),,14,19
51,1,5:07.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by R. Covington),14,21
52,1,4:49.0,R. Gay misses 2-pt jump shot from 14 ft,,14,21
53,1,4:47.0,,Defensive rebound by N. Noel,14,21
54,1,4:40.0,,R. Covington misses 3-pt jump shot from 25 ft,14,21
55,1,4:39.0,Defensive rebound by D. Cousins,,14,21
56,1,4:32.0,Personal foul by J. Grant (drawn by R. McCallum),,14,21
57,1,4:32.0,,H. Thompson enters the game for I. Canaan,14,21
58,1,4:32.0,,I. Smith enters the game for R. Covington,14,21
59,1,4:32.0,O. Casspi enters the game for R. Gay,,14,21
60,1,4:23.0,D. Cousins misses 2-pt jump shot from 5 ft,,14,21
61,1,4:23.0,,Defensive rebound by I. Smith,14,21
62,1,4:08.0,,J. Grant makes 2-pt layup at rim,14,23
63,1,3:51.0,R. McCallum misses 2-pt layup from 2 ft,,14,23
64,1,3:49.0,Offensive rebound by D. Cousins,,14,23
65,1,3:49.0,D. Cousins makes 2-pt tip-in from 2 ft,,16,23
66,1,3:41.0,,N. Noel misses 2-pt jump shot from 5 ft (block by B. McLemore),16,23
67,1,3:41.0,,Offensive rebound by Team,16,23
68,1,3:41.0,A. Miller enters the game for R. McCallum,,16,23
69,1,3:41.0,,T. Robinson enters the game for L. Mbah a Moute,16,23
70,1,3:28.0,,I. Smith misses 2-pt jump shot from 11 ft,16,23
71,1,3:26.0,Defensive rebound by D. Cousins,,16,23
72,1,3:17.0,A. Miller misses 2-pt jump shot from 8 ft (block by J. Grant),,16,23
73,1,3:15.0,,Defensive rebound by J. Grant,16,23
74,1,3:12.0,,H. Thompson misses 3-pt jump shot from 27 ft,16,23
75,1,3:09.0,Defensive rebound by D. Cousins,,16,23
76,1,3:04.0,D. Williams makes 2-pt layup at rim (assist by A. Miller),,18,23
77,1,2:46.0,,I. Smith misses 2-pt jump shot from 3 ft (block by D. Cousins),18,23
78,1,2:44.0,Defensive rebound by O. Casspi,,18,23
79,1,2:40.0,B. McLemore makes 2-pt layup from 2 ft (assist by O. Casspi),,20,23
80,1,2:18.0,,Turnover by H. Thompson (bad pass; steal by A. Miller),20,23
81,1,2:14.0,D. Williams misses 2-pt jump shot from 3 ft,,20,23
82,1,2:11.0,,Defensive rebound by T. Robinson,20,23
83,1,2:03.0,,J. Grant misses 3-pt jump shot from 23 ft,20,23
84,1,2:01.0,Defensive rebound by A. Miller,,20,23
85,1,1:43.0,B. McLemore misses 2-pt layup from 1 ft (block by N. Noel),,20,23
86,1,1:41.0,,Defensive rebound by I. Smith,20,23
87,1,1:36.0,,I. Smith misses 2-pt jump shot from 3 ft,20,23
88,1,1:34.0,,Offensive rebound by T. Robinson,20,23
89,1,1:34.0,,T. Robinson makes 2-pt tip-in at rim,20,25
90,1,1:26.0,Sacramento full timeout,,20,25
91,1,1:26.0,J. Thompson enters the game for D. Cousins,,20,25
92,1,1:26.0,,F. Aldemir enters the game for N. Noel,20,25
93,1,1:14.0,A. Miller misses 2-pt jump shot from 6 ft,,20,25
94,1,1:12.0,Offensive rebound by J. Thompson,,20,25
95,1,1:08.0,Shooting foul by F. Aldemir (drawn by D. Williams),,20,25
96,1,1:08.0,D. Williams makes free throw 1 of 2,,21,25
97,1,1:08.0,D. Williams makes free throw 2 of 2,,22,25
98,1,0:54.0,,H. Thompson makes 2-pt jump shot from 19 ft (assist by I. Smith),22,27
99,1,0:42.0,Turnover by O. Casspi (lost ball; steal by J. Grant),,22,27
100,1,0:38.0,,J. Grant makes 2-pt layup from 1 ft,22,29
101,1,0:23.0,B. McLemore misses 2-pt jump shot from 3 ft,,22,29
102,1,0:22.0,,Defensive rebound by Team,22,29
103,1,0:22.0,Loose ball foul by J. Thompson (drawn by T. Robinson),,22,29
104,1,0:02.0,,I. Smith misses 2-pt jump shot from 5 ft,22,29
105,1,0:01.0,,Offensive rebound by T. Robinson,22,29
106,1,0:01.0,,T. Robinson misses 2-pt layup from 2 ft,22,29
107,1,0:00.0,,Offensive rebound by Team,22,29
108,2,11:45.0,Shooting foul by I. Smith (drawn by O. Casspi),,22,29
109,2,11:45.0,O. Casspi makes free throw 1 of 2,,23,29
110,2,11:45.0,O. Casspi makes free throw 2 of 2,,24,29
111,2,11:23.0,,T. Robinson makes 2-pt layup from 1 ft (assist by J. Grant),24,31
112,2,11:01.0,J. Thompson misses 2-pt jump shot from 18 ft,,24,31
113,2,10:59.0,,Defensive rebound by I. Smith,24,31
114,2,10:42.0,,Turnover by F. Aldemir (bad pass; steal by D. Williams),24,31
115,2,10:32.0,D. Williams makes 2-pt dunk at rim,,26,31
116,2,10:14.0,,H. Thompson misses 2-pt jump shot from 7 ft,26,31
117,2,10:12.0,Defensive rebound by J. Thompson,,26,31
118,2,10:07.0,Turnover by O. Casspi (lost ball; steal by I. Smith),,26,31
119,2,10:04.0,,Shooting foul by A. Miller (drawn by T. Robinson),26,31
120,2,10:04.0,,T. Robinson makes free throw 1 of 2,26,32
121,2,10:04.0,,T. Robinson makes free throw 2 of 2,26,33
122,2,9:51.0,R. Gay misses 2-pt jump shot from 8 ft (block by F. Aldemir),,26,33
123,2,9:47.0,,Defensive rebound by T. Robinson,26,33
124,2,9:40.0,,T. Robinson misses 2-pt jump shot from 16 ft,26,33
125,2,9:38.0,Defensive rebound by J. Thompson,,26,33
126,2,9:33.0,Personal foul by T. Robinson (drawn by J. Thompson),,26,33
127,2,9:22.0,D. Williams makes 3-pt jump shot from 26 ft (assist by A. Miller),,29,33
128,2,9:17.0,,Philadelphia full timeout,29,33
129,2,9:17.0,D. Cousins enters the game for O. Casspi,,29,33
130,2,9:00.0,,Turnover by J. Grant (bad pass; steal by A. Miller),29,33
131,2,8:56.0,R. Gay makes 2-pt dunk at rim (assist by A. Miller),,31,33
132,2,8:36.0,,J. Grant misses 3-pt jump shot from 25 ft,31,33
133,2,8:34.0,Defensive rebound by D. Cousins,,31,33
134,2,8:26.0,D. Cousins makes 2-pt layup from 2 ft (assist by A. Miller),,33,33
135,2,8:26.0,Shooting foul by F. Aldemir (drawn by D. Cousins),,33,33
136,2,8:26.0,,R. Covington enters the game for J. Grant,33,33
137,2,8:26.0,D. Cousins misses free throw 1 of 1,,33,33
138,2,8:22.0,,Defensive rebound by T. Robinson,33,33
139,2,8:10.0,,R. Covington misses 3-pt jump shot from 29 ft,33,33
140,2,8:08.0,Defensive rebound by D. Cousins,,33,33
141,2,8:06.0,Shooting foul by I. Smith (drawn by D. Williams),,33,33
142,2,8:06.0,D. Williams makes free throw 1 of 2,,34,33
143,2,8:06.0,D. Williams misses free throw 2 of 2,,34,33
144,2,8:04.0,Offensive rebound by D. Cousins,,34,33
145,2,8:03.0,D. Cousins makes 2-pt tip-in at rim,,36,33
146,2,7:49.0,,R. Covington misses 2-pt jump shot from 5 ft (block by J. Thompson),36,33
147,2,7:47.0,Defensive rebound by J. Thompson,,36,33
148,2,7:42.0,Shooting foul by F. Aldemir (drawn by D. Cousins),,36,33
149,2,7:42.0,D. Cousins makes free throw 1 of 2,,37,33
150,2,7:42.0,,L. Mbah a Moute enters the game for F. Aldemir,37,33
151,2,7:42.0,D. Cousins misses free throw 2 of 2,,37,33
152,2,7:39.0,,Defensive rebound by T. Robinson,37,33
153,2,7:29.0,,H. Thompson misses 3-pt jump shot from 23 ft,37,33
154,2,7:29.0,,Offensive rebound by Team,37,33
155,2,7:29.0,Loose ball foul by J. Thompson (drawn by T. Robinson),,37,33
156,2,7:16.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by H. Thompson),37,36
157,2,6:56.0,D. Cousins misses 2-pt layup from 1 ft,,37,36
158,2,6:52.0,Offensive rebound by D. Cousins,,37,36
159,2,6:52.0,D. Cousins misses 2-pt layup at rim (block by T. Robinson),,37,36
160,2,6:50.0,,Defensive rebound by T. Robinson,37,36
161,2,6:48.0,,L. Mbah a Moute makes 2-pt layup at rim (assist by I. Smith),37,38
162,2,6:34.0,A. Miller makes 2-pt jump shot from 3 ft,,39,38
163,2,6:28.0,,Personal foul by A. Miller (drawn by I. Smith),39,38
164,2,6:19.0,,R. Covington misses 3-pt jump shot from 27 ft,39,38
165,2,6:17.0,Defensive rebound by D. Cousins,,39,38
166,2,6:07.0,R. Gay makes 2-pt dunk at rim (assist by A. Miller),,41,38
167,2,5:44.0,,T. Robinson misses 2-pt layup from 2 ft,41,38
168,2,5:42.0,,Offensive rebound by T. Robinson,41,38
169,2,5:35.0,,H. Thompson misses 3-pt jump shot from 26 ft,41,38
170,2,5:33.0,Defensive rebound by A. Miller,,41,38
171,2,5:29.0,Shooting foul by H. Thompson (drawn by J. Thompson),,41,38
172,2,5:29.0,Official timeout,,41,38
173,2,5:29.0,,I. Canaan enters the game for H. Thompson,41,38
174,2,5:29.0,,J. Sampson enters the game for I. Smith,41,38
175,2,5:29.0,,N. Noel enters the game for T. Robinson,41,38
176,2,5:29.0,J. Thompson makes free throw 1 of 2,,42,38
177,2,5:29.0,J. Thompson makes free throw 2 of 2,,43,38
178,2,5:14.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by J. Sampson),43,41
179,2,4:51.0,Shooting foul by R. Covington (drawn by R. Gay),,43,41
180,2,4:51.0,R. Gay makes free throw 1 of 2,,44,41
181,2,4:51.0,B. McLemore enters the game for D. Williams,,44,41
182,2,4:51.0,R. Gay makes free throw 2 of 2,,45,41
183,2,4:42.0,,I. Canaan misses 3-pt jump shot from 25 ft,45,41
184,2,4:40.0,Defensive rebound by D. Cousins,,45,41
185,2,4:34.0,A. Miller misses 2-pt jump shot from 3 ft,,45,41
186,2,4:31.0,,Defensive rebound by J. Sampson,45,41
187,2,4:28.0,,R. Covington misses 3-pt jump shot from 23 ft,45,41
188,2,4:25.0,Defensive rebound by J. Thompson,,45,41
189,2,4:20.0,R. Gay makes 2-pt layup from 2 ft (assist by J. Thompson),,47,41
190,2,4:15.0,R. McCallum enters the game for A. Miller,,47,41
191,2,4:02.0,,N. Noel makes 2-pt dunk at rim (assist by J. Sampson),47,43
192,2,3:47.0,J. Thompson makes 2-pt dunk at rim (assist by D. Cousins),,49,43
193,2,3:47.0,Technical foul by J. Thompson,,49,43
194,2,3:47.0,,R. Covington misses technical free throw,49,43
195,2,3:47.0,,Offensive rebound by Team,49,43
196,2,3:36.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,49,43
197,2,3:34.0,,Offensive rebound by N. Noel,49,43
198,2,3:34.0,,N. Noel makes 2-pt tip-in from 1 ft,49,45
199,2,3:16.0,Turnover by R. Gay (lost ball; steal by R. Covington),,49,45
200,2,3:10.0,,J. Sampson makes 2-pt layup at rim (assist by R. Covington),49,47
201,2,2:52.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. McCallum),,51,47
202,2,2:40.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,51,47
203,2,2:38.0,Defensive rebound by D. Cousins,,51,47
204,2,2:30.0,,Violation by R. Covington (kicked ball),51,47
205,2,2:30.0,Sacramento full timeout,,51,47
206,2,2:30.0,D. Williams enters the game for J. Thompson,,51,47
207,2,2:21.0,R. Gay makes 2-pt jump shot from 6 ft (assist by R. McCallum),,53,47
208,2,2:12.0,,N. Noel makes 2-pt hook shot from 4 ft (assist by I. Canaan),53,49
209,2,1:55.0,D. Cousins makes 2-pt jump shot from 17 ft,,55,49
210,2,1:40.0,,Turnover by R. Covington (lost ball; steal by B. McLemore),55,49
211,2,1:36.0,B. McLemore makes 2-pt dunk at rim (assist by R. Gay),,57,49
212,2,1:35.0,Violation by Team (jump ball),,57,49
213,2,1:23.0,,Turnover by L. Mbah a Moute (bad pass; steal by R. Gay),57,49
214,2,1:20.0,Personal foul by J. Sampson (drawn by R. Gay),,57,49
215,2,1:20.0,R. Gay misses free throw 1 of 2,,57,49
216,2,1:20.0,Offensive rebound by Team,,57,49
217,2,1:20.0,R. Gay makes free throw 2 of 2,,58,49
218,2,1:14.0,,I. Canaan misses 3-pt jump shot from 25 ft,58,49
219,2,1:11.0,Defensive rebound by D. Cousins,,58,49
220,2,1:04.0,Shooting foul by R. Covington (drawn by D. Cousins),,58,49
221,2,1:04.0,D. Cousins misses free throw 1 of 2,,58,49
222,2,1:04.0,Offensive rebound by Team,,58,49
223,2,1:04.0,D. Cousins makes free throw 2 of 2,,59,49
224,2,0:53.0,,N. Noel misses 2-pt layup at rim,59,49
225,2,0:52.0,,Offensive rebound by N. Noel,59,49
226,2,0:47.0,,J. Sampson misses 2-pt layup from 2 ft,59,49
227,2,0:45.0,,Offensive rebound by N. Noel,59,49
228,2,0:45.0,,N. Noel misses 2-pt layup from 1 ft,59,49
229,2,0:43.0,Defensive rebound by D. Cousins,,59,49
230,2,0:33.0,Shooting foul by N. Noel (drawn by D. Cousins),,59,49
231,2,0:33.0,D. Cousins makes free throw 1 of 2,,60,49
232,2,0:33.0,D. Cousins makes free throw 2 of 2,,61,49
233,2,0:23.0,,R. Covington makes 2-pt jump shot from 2 ft (assist by L. Mbah a Moute),61,51
234,2,0:01.0,D. Williams makes 3-pt jump shot from 25 ft (assist by R. McCallum),,64,51
235,3,11:21.0,R. McCallum misses 3-pt jump shot from 24 ft,,64,51
236,3,11:20.0,,Defensive rebound by N. Noel,64,51
237,3,11:10.0,,Turnover by I. Canaan (bad pass),64,51
238,3,10:52.0,C. Landry makes 2-pt jump shot from 16 ft (assist by R. McCallum),,66,51
239,3,10:38.0,,Personal foul by C. Landry (drawn by J. Sampson),66,51
240,3,10:26.0,,L. Mbah a Moute makes 2-pt jump shot from 14 ft (assist by I. Canaan),66,53
241,3,10:12.0,D. Cousins makes 2-pt dunk at rim (assist by B. McLemore),,68,53
242,3,10:12.0,Shooting foul by I. Canaan (drawn by D. Cousins),,68,53
243,3,10:12.0,D. Cousins makes free throw 1 of 1,,69,53
244,3,10:03.0,,N. Noel makes 2-pt jump shot from 15 ft (assist by I. Canaan),69,55
245,3,9:49.0,D. Cousins misses 2-pt jump shot from 6 ft,,69,55
246,3,9:47.0,,Defensive rebound by N. Noel,69,55
247,3,9:33.0,,R. Covington misses 2-pt layup from 2 ft,69,55
248,3,9:31.0,Defensive rebound by C. Landry,,69,55
249,3,9:15.0,Shooting foul by L. Mbah a Moute (drawn by R. Gay),,69,55
250,3,9:15.0,R. Gay makes free throw 1 of 2,,70,55
251,3,9:15.0,R. Gay makes free throw 2 of 2,,71,55
252,3,8:58.0,,R. Covington misses 3-pt jump shot from 26 ft,71,55
253,3,8:57.0,,Offensive rebound by L. Mbah a Moute,71,55
254,3,8:55.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,71,55
255,3,8:54.0,Defensive rebound by B. McLemore,,71,55
256,3,8:46.0,C. Landry makes 2-pt layup from 2 ft (assist by B. McLemore),,73,55
257,3,8:46.0,,Philadelphia full timeout,73,55
258,3,8:33.0,,J. Sampson makes 2-pt layup from 2 ft (assist by N. Noel),73,57
259,3,8:33.0,,Shooting foul by C. Landry (drawn by J. Sampson),73,57
260,3,8:33.0,,J. Sampson makes free throw 1 of 1,73,58
261,3,8:28.0,,Violation by N. Noel (kicked ball),73,58
262,3,8:28.0,Personal foul by I. Canaan (drawn by R. McCallum),,73,58
263,3,8:26.0,Offensive foul by C. Landry (drawn by I. Canaan),,73,58
264,3,8:26.0,Turnover by C. Landry (offensive foul),,73,58
265,3,8:12.0,,L. Mbah a Moute makes 2-pt jump shot from 16 ft (assist by N. Noel),73,60
266,3,7:52.0,C. Landry misses 2-pt jump shot from 19 ft,,73,60
267,3,7:51.0,,Defensive rebound by N. Noel,73,60
268,3,7:38.0,,I. Canaan misses 3-pt jump shot from 22 ft,73,60
269,3,7:37.0,Defensive rebound by D. Cousins,,73,60
270,3,7:31.0,C. Landry makes 2-pt dunk at rim (assist by R. McCallum),,75,60
271,3,7:18.0,,R. Covington misses 2-pt layup from 2 ft,75,60
272,3,7:16.0,Defensive rebound by C. Landry,,75,60
273,3,7:08.0,B. McLemore misses 2-pt jump shot from 18 ft,,75,60
274,3,7:07.0,,Defensive rebound by I. Canaan,75,60
275,3,6:56.0,,Shooting foul by B. McLemore (drawn by J. Sampson),75,60
276,3,6:56.0,,J. Sampson misses free throw 1 of 2,75,60
277,3,6:56.0,,Offensive rebound by Team,75,60
278,3,6:56.0,,J. Sampson makes free throw 2 of 2,75,61
279,3,6:48.0,,Violation by J. Sampson (kicked ball),75,61
280,3,6:48.0,,J. Grant enters the game for J. Sampson,75,61
281,3,6:43.0,Turnover by R. McCallum (dbl dribble),,75,61
282,3,6:30.0,,I. Canaan makes 3-pt jump shot from 27 ft (assist by L. Mbah a Moute),75,64
283,3,6:15.0,Personal foul by N. Noel (drawn by D. Cousins),,75,64
284,3,6:06.0,Turnover by B. McLemore (bad pass),,75,64
285,3,5:46.0,,N. Noel makes 2-pt jump shot from 13 ft,75,66
286,3,5:32.0,Shooting foul by J. Grant (drawn by D. Cousins),,75,66
287,3,5:32.0,D. Cousins makes free throw 1 of 2,,76,66
288,3,5:32.0,D. Williams enters the game for C. Landry,,76,66
289,3,5:32.0,D. Cousins makes free throw 2 of 2,,77,66
290,3,5:21.0,,I. Canaan makes 2-pt layup from 1 ft,77,68
291,3,5:11.0,R. McCallum misses 2-pt layup from 1 ft,,77,68
292,3,5:10.0,,Defensive rebound by N. Noel,77,68
293,3,5:05.0,,I. Canaan misses 3-pt jump shot from 27 ft,77,68
294,3,5:02.0,Defensive rebound by R. Gay,,77,68
295,3,4:51.0,D. Cousins misses 2-pt layup from 2 ft,,77,68
296,3,4:50.0,Offensive rebound by D. Cousins,,77,68
297,3,4:49.0,Shooting foul by N. Noel (drawn by D. Cousins),,77,68
298,3,4:49.0,D. Cousins misses free throw 1 of 2,,77,68
299,3,4:49.0,Offensive rebound by Team,,77,68
300,3,4:49.0,O. Casspi enters the game for B. McLemore,,77,68
301,3,4:49.0,D. Cousins makes free throw 2 of 2,,78,68
302,3,4:36.0,,L. Mbah a Moute makes 2-pt layup at rim,78,70
303,3,4:25.0,Personal foul by J. Grant (drawn by R. Gay),,78,70
304,3,4:25.0,R. Gay makes free throw 1 of 2,,79,70
305,3,4:25.0,,I. Smith enters the game for I. Canaan,79,70
306,3,4:25.0,R. Gay makes free throw 2 of 2,,80,70
307,3,4:13.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by I. Smith),80,73
308,3,3:58.0,R. McCallum misses 2-pt layup from 1 ft,,80,73
309,3,3:57.0,,Defensive rebound by R. Covington,80,73
310,3,3:56.0,,Personal foul by R. McCallum (drawn by R. Covington),80,73
311,3,3:56.0,A. Miller enters the game for R. McCallum,,80,73
312,3,3:40.0,,J. Grant makes 2-pt layup at rim (assist by I. Smith),80,75
313,3,3:37.0,Sacramento full timeout,,80,75
314,3,3:37.0,J. Thompson enters the game for D. Cousins,,80,75
315,3,3:17.0,A. Miller misses 2-pt layup at rim,,80,75
316,3,3:16.0,,Defensive rebound by N. Noel,80,75
317,3,3:09.0,,I. Smith makes 2-pt layup at rim,80,77
318,3,2:59.0,Turnover by A. Miller (bad pass),,80,77
319,3,2:59.0,,T. Robinson enters the game for L. Mbah a Moute,80,77
320,3,2:59.0,,H. Sims enters the game for N. Noel,80,77
321,3,2:45.0,,Shooting foul by J. Thompson (drawn by J. Grant),80,77
322,3,2:45.0,,J. Grant makes free throw 1 of 2,80,78
323,3,2:45.0,,H. Thompson enters the game for R. Covington,80,78
324,3,2:45.0,,J. Grant misses free throw 2 of 2,80,78
325,3,2:42.0,,Offensive rebound by Team,80,78
326,3,2:25.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by I. Smith),80,81
327,3,2:07.0,D. Williams makes 2-pt jump shot from 18 ft (assist by A. Miller),,82,81
328,3,1:53.0,,I. Smith makes 2-pt jump shot from 4 ft,82,83
329,3,1:37.0,Turnover by R. Gay (lost ball; steal by J. Grant),,82,83
330,3,1:32.0,,Shooting foul by J. Thompson (drawn by I. Smith),82,83
331,3,1:32.0,,I. Smith makes free throw 1 of 2,82,84
332,3,1:32.0,B. McLemore enters the game for R. Gay,,82,84
333,3,1:32.0,,I. Smith misses free throw 2 of 2,82,84
334,3,1:29.0,Defensive rebound by D. Williams,,82,84
335,3,1:11.0,A. Miller misses 2-pt jump shot from 16 ft,,82,84
336,3,1:09.0,,Defensive rebound by H. Sims,82,84
337,3,1:00.0,,H. Sims makes 2-pt layup at rim (assist by I. Smith),82,86
338,3,0:35.0,A. Miller misses 2-pt jump shot from 6 ft,,82,86
339,3,0:33.0,,Defensive rebound by T. Robinson,82,86
340,3,0:26.0,,I. Smith misses 2-pt jump shot from 6 ft,82,86
341,3,0:25.0,,Offensive rebound by H. Sims,82,86
342,3,0:25.0,,H. Sims makes 2-pt layup at rim,82,88
343,3,0:02.0,O. Casspi misses 2-pt jump shot from 6 ft (block by J. Grant),,82,88
344,3,0:01.0,Offensive rebound by D. Williams,,82,88
345,3,0:01.0,Turnover by Team (shot clock),,82,88
346,3,0:00.0,,T. Robinson misses 3-pt jump shot from 75 ft,82,88
347,3,0:00.0,,Offensive rebound by Team,82,88
348,4,11:36.0,,I. Smith misses 3-pt jump shot from 26 ft,82,88
349,4,11:34.0,,Offensive rebound by H. Thompson,82,88
350,4,11:15.0,Offensive charge foul by H. Thompson (drawn by D. Cousins),,82,88
351,4,11:15.0,,Turnover by H. Thompson (offensive foul),82,88
352,4,11:01.0,A. Miller misses 2-pt layup from 1 ft,,82,88
353,4,10:59.0,,Defensive rebound by I. Smith,82,88
354,4,10:54.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by I. Smith),82,91
355,4,10:30.0,Turnover by B. McLemore (bad pass; steal by H. Thompson),,82,91
356,4,10:27.0,,H. Thompson makes 2-pt layup at rim,82,93
357,4,10:27.0,,Shooting foul by A. Miller (drawn by H. Thompson),82,93
358,4,10:27.0,Sacramento full timeout,,82,93
359,4,10:27.0,,H. Thompson misses free throw 1 of 1,82,93
360,4,10:25.0,Defensive rebound by D. Cousins,,82,93
361,4,10:10.0,D. Cousins misses 2-pt layup from 2 ft,,82,93
362,4,10:09.0,Offensive rebound by A. Miller,,82,93
363,4,10:05.0,B. McLemore misses 3-pt jump shot from 25 ft,,82,93
364,4,10:05.0,Offensive rebound by Team,,82,93
365,4,10:05.0,,Loose ball foul by T. Robinson (drawn by J. Thompson),82,93
366,4,9:59.0,Turnover by B. McLemore (bad pass; steal by H. Thompson),,82,93
367,4,9:56.0,,Shooting foul by B. McLemore (drawn by J. Grant),82,93
368,4,9:56.0,,J. Grant makes free throw 1 of 2,82,94
369,4,9:56.0,R. McCallum enters the game for A. Miller,,82,94
370,4,9:56.0,R. Gay enters the game for D. Williams,,82,94
371,4,9:56.0,,J. Grant makes free throw 2 of 2,82,95
372,4,9:41.0,D. Cousins misses 2-pt jump shot from 4 ft (block by J. Grant),,82,95
373,4,9:41.0,Offensive rebound by Team,,82,95
374,4,9:38.0,R. McCallum makes 2-pt layup from 1 ft (assist by R. Gay),,84,95
375,4,9:22.0,,H. Thompson misses 2-pt jump shot from 21 ft,84,95
376,4,9:21.0,Defensive rebound by D. Cousins,,84,95
377,4,9:13.0,J. Thompson misses 2-pt jump shot from 5 ft (block by H. Thompson),,84,95
378,4,9:11.0,,Defensive rebound by H. Sims,84,95
379,4,9:03.0,,Turnover by I. Smith (lost ball),84,95
380,4,8:50.0,R. McCallum misses 2-pt jump shot from 4 ft,,84,95
381,4,8:48.0,,Defensive rebound by H. Thompson,84,95
382,4,8:41.0,,Shooting foul by R. McCallum (drawn by I. Smith),84,95
383,4,8:41.0,,I. Smith makes free throw 1 of 2,84,96
384,4,8:41.0,,I. Smith misses free throw 2 of 2,84,96
385,4,8:40.0,,Offensive rebound by T. Robinson,84,96
