,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
42,1,5:35.0,,Cleveland full timeout,10,12
43,1,5:27.0,Turnover by J. Wall (bad pass; steal by L. James),,10,12
44,1,5:21.0,,Shooting foul by B. Beal (drawn by L. James),10,12
45,1,5:21.0,,L. James makes free throw 1 of 2,10,13
46,1,5:21.0,,D. Waiters enters the game for S. Marion,10,13
47,1,5:21.0,,L. James makes free throw 2 of 2,10,14
48,1,5:00.0,K. Humphries misses 2-pt jump shot from 18 ft,,10,14
49,1,4:59.0,,Defensive rebound by L. James,10,14
50,1,4:55.0,,K. Love makes 2-pt dunk at rim (assist by L. James),10,16
51,1,4:33.0,B. Beal misses 3-pt jump shot from 25 ft,,10,16
52,1,4:32.0,,Defensive rebound by A. Varejão,10,16
53,1,4:20.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by D. Waiters),10,19
54,1,4:15.0,Washington full timeout,,10,19
55,1,4:03.0,Turnover by J. Wall (bad pass; steal by D. Waiters),,10,19
56,1,3:55.0,,D. Waiters makes 2-pt layup from 1 ft (assist by L. James),10,21
57,1,3:41.0,O. Porter enters the game for P. Pierce,,10,21
58,1,3:41.0,,T. Thompson enters the game for K. Love,10,21
59,1,3:36.0,B. Beal misses 2-pt jump shot from 17 ft,,10,21
60,1,3:35.0,Offensive rebound by M. Gortat,,10,21
61,1,3:24.0,,Offensive charge foul by B. Beal (drawn by K. Irving),10,21
62,1,3:24.0,Turnover by B. Beal (offensive foul),,10,21
63,1,3:24.0,R. Butler enters the game for B. Beal,,10,21
64,1,3:15.0,,Turnover by L. James (lost ball; steal by R. Butler),10,21
65,1,3:03.0,M. Gortat misses 2-pt jump shot from 7 ft,,10,21
66,1,3:01.0,,Defensive rebound by A. Varejão,10,21
67,1,2:56.0,,L. James makes 2-pt layup from 1 ft,10,23
68,1,2:36.0,O. Porter misses 3-pt jump shot from 23 ft,,10,23
69,1,2:35.0,Offensive rebound by Team,,10,23
70,1,2:35.0,Personal foul by K. Irving (drawn by K. Humphries),,10,23
71,1,2:35.0,D. Gooden enters the game for M. Gortat,,10,23
72,1,2:35.0,K. Séraphin enters the game for K. Humphries,,10,23
73,1,2:35.0,,W. Cherry enters the game for K. Irving,10,23
74,1,2:35.0,,K. Love enters the game for A. Varejão,10,23
75,1,2:25.0,R. Butler makes 2-pt jump shot from 6 ft,,12,23
76,1,2:07.0,,D. Waiters makes 2-pt jump shot from 18 ft (assist by L. James),12,25
77,1,1:54.0,Turnover by K. Séraphin (lost ball; steal by L. James),,12,25
78,1,1:49.0,,D. Waiters makes 2-pt layup from 1 ft,12,27
79,1,1:46.0,Turnover by J. Wall (bad pass),,12,27
80,1,1:37.0,,Personal foul by D. Gooden (drawn by K. Love),12,27
81,1,1:32.0,,D. Waiters misses 2-pt jump shot from 7 ft (block by R. Butler),12,27
82,1,1:32.0,,Offensive rebound by Team,12,27
83,1,1:23.0,,L. James makes 3-pt jump shot from 23 ft,12,30
84,1,1:07.0,R. Butler makes 3-pt jump shot from 23 ft (assist by J. Wall),,15,30
85,1,0:54.0,,W. Cherry misses 3-pt jump shot from 24 ft,15,30
86,1,0:53.0,Defensive rebound by D. Gooden,,15,30
87,1,0:46.0,J. Wall makes 3-pt jump shot from 24 ft (assist by O. Porter),,18,30
88,1,0:24.0,,Shooting foul by K. Séraphin (drawn by L. James),18,30
89,1,0:24.0,,L. James makes free throw 1 of 2,18,31
90,1,0:24.0,,L. Amundson enters the game for K. Love,18,31
91,1,0:24.0,,L. James misses free throw 2 of 2,18,31
92,1,0:23.0,Defensive rebound by D. Gooden,,18,31
93,1,0:00.0,J. Wall misses 2-pt jump shot from 18 ft,,18,31
94,1,0:00.0,Offensive rebound by Team,,18,31
95,2,11:36.0,,T. Thompson makes 2-pt jump shot from 17 ft (assist by L. Amundson),18,33
96,2,11:18.0,R. Butler makes 2-pt jump shot from 20 ft (assist by A. Miller),,20,33
97,2,10:59.0,,K. Irving misses 2-pt layup from 2 ft,20,33
98,2,10:59.0,Defensive rebound by Team,,20,33
99,2,10:59.0,,Loose ball foul by T. Thompson (drawn by K. Séraphin),20,33
100,2,10:38.0,K. Séraphin misses 2-pt jump shot from 8 ft,,20,33
101,2,10:34.0,Offensive rebound by D. Gooden,,20,33
102,2,10:34.0,D. Gooden makes 2-pt tip-in from 1 ft,,22,33
103,2,10:22.0,,Turnover by D. Waiters (palming),22,33
104,2,10:08.0,O. Porter misses 2-pt jump shot from 20 ft,,22,33
105,2,10:07.0,,Defensive rebound by L. Amundson,22,33
106,2,9:57.0,,D. Waiters makes 2-pt jump shot from 17 ft,22,35
107,2,9:43.0,A. Miller makes 2-pt layup at rim,,24,35
108,2,9:33.0,,K. Irving misses 2-pt jump shot from 23 ft,24,35
109,2,9:32.0,Defensive rebound by O. Porter,,24,35
110,2,9:19.0,O. Porter misses 2-pt jump shot from 7 ft,,24,35
111,2,9:17.0,,Defensive rebound by K. Irving,24,35
112,2,9:15.0,,Shooting foul by D. Gooden (drawn by K. Irving),24,35
113,2,9:15.0,,K. Irving misses free throw 1 of 2,24,35
114,2,9:15.0,,Offensive rebound by Team,24,35
115,2,9:15.0,,K. Love enters the game for L. Amundson,24,35
116,2,9:15.0,,K. Irving makes free throw 2 of 2,24,36
117,2,8:54.0,Shooting foul by D. Waiters (drawn by A. Miller),,24,36
118,2,8:54.0,Official timeout,,24,36
119,2,8:54.0,A. Miller makes free throw 1 of 2,,25,36
120,2,8:54.0,A. Miller misses free throw 2 of 2,,25,36
121,2,8:53.0,,Defensive rebound by K. Love,25,36
122,2,8:32.0,,D. Waiters misses 2-pt layup from 2 ft,25,36
123,2,8:31.0,Defensive rebound by Team,,25,36
124,2,8:09.0,D. Gooden misses 3-pt jump shot from 28 ft,,25,36
125,2,8:08.0,Offensive rebound by O. Porter,,25,36
126,2,8:06.0,O. Porter makes 2-pt jump shot from 5 ft,,27,36
127,2,7:57.0,,Personal foul by K. Séraphin (drawn by T. Thompson),27,36
128,2,7:57.0,,L. James enters the game for D. Waiters,27,36
129,2,7:50.0,,K. Love makes 2-pt layup at rim,27,38
130,2,7:50.0,,Shooting foul by D. Gooden (drawn by K. Love),27,38
131,2,7:50.0,K. Humphries enters the game for D. Gooden,,27,38
132,2,7:50.0,,K. Love makes free throw 1 of 1,27,39
133,2,7:30.0,R. Butler makes 2-pt jump shot from 16 ft (assist by A. Miller),,29,39
134,2,7:19.0,,S. Marion misses 2-pt layup from 1 ft,29,39
135,2,7:18.0,Defensive rebound by Team,,29,39
136,2,7:02.0,Turnover by R. Butler (bad pass; steal by S. Marion),,29,39
137,2,6:54.0,,K. Irving makes 2-pt jump shot from 14 ft (assist by S. Marion),29,41
138,2,6:42.0,A. Miller makes 2-pt layup at rim,,31,41
139,2,6:32.0,,Shooting foul by A. Miller (drawn by T. Thompson),31,41
140,2,6:32.0,,T. Thompson makes free throw 1 of 2,31,42
141,2,6:32.0,B. Beal enters the game for O. Porter,,31,42
142,2,6:32.0,,T. Thompson makes free throw 2 of 2,31,43
143,2,6:14.0,B. Beal makes 2-pt jump shot from 7 ft,,33,43
144,2,6:00.0,,S. Marion misses 2-pt jump shot from 9 ft,33,43
145,2,5:57.0,Defensive rebound by K. Humphries,,33,43
146,2,5:52.0,R. Butler misses 2-pt layup from 1 ft,,33,43
147,2,5:50.0,,Defensive rebound by K. Love,33,43
148,2,5:50.0,,Personal foul by A. Miller (drawn by L. James),33,43
149,2,5:50.0,,Cleveland full timeout,33,43
150,2,5:50.0,M. Gortat enters the game for K. Séraphin,,33,43
151,2,5:50.0,J. Wall enters the game for A. Miller,,33,43
152,2,5:50.0,,A. Varejão enters the game for T. Thompson,33,43
153,2,5:50.0,,L. James makes free throw 1 of 2,33,44
154,2,5:50.0,,L. James makes free throw 2 of 2,33,45
155,2,5:34.0,M. Gortat makes 2-pt jump shot from 12 ft (assist by K. Humphries),,35,45
156,2,5:21.0,P. Pierce enters the game for R. Butler,,35,45
157,2,5:14.0,,K. Love makes 2-pt layup at rim (assist by L. James),35,47
158,2,4:57.0,Turnover by P. Pierce (lost ball; steal by L. James),,35,47
159,2,4:35.0,,Personal foul by P. Pierce (drawn by K. Love),35,47
160,2,4:35.0,,K. Love makes free throw 1 of 2,35,48
161,2,4:35.0,,K. Love makes free throw 2 of 2,35,49
162,2,4:15.0,K. Humphries makes 2-pt jump shot from 18 ft (assist by P. Pierce),,37,49
163,2,3:48.0,,L. James makes 2-pt jump shot from 18 ft,37,51
164,2,3:34.0,Personal foul by K. Love (drawn by K. Humphries),,37,51
165,2,3:29.0,Personal foul by A. Varejão (drawn by M. Gortat),,37,51
166,2,3:29.0,,D. Waiters enters the game for K. Irving,37,51
167,2,3:17.0,B. Beal misses 2-pt jump shot from 21 ft,,37,51
168,2,3:16.0,,Defensive rebound by L. James,37,51
169,2,3:09.0,,Personal foul by K. Humphries (drawn by K. Love),37,51
170,2,3:09.0,,K. Love misses free throw 1 of 2,37,51
171,2,3:09.0,,Offensive rebound by Team,37,51
172,2,3:09.0,,K. Love makes free throw 2 of 2,37,52
173,2,3:00.0,M. Gortat misses 2-pt layup from 2 ft,,37,52
174,2,2:57.0,,Defensive rebound by L. James,37,52
175,2,2:51.0,,D. Waiters misses 3-pt jump shot from 22 ft,37,52
176,2,2:50.0,Defensive rebound by K. Humphries,,37,52
177,2,2:47.0,Offensive foul by M. Gortat (drawn by L. James),,37,52
178,2,2:47.0,Turnover by M. Gortat (offensive foul),,37,52
179,2,2:47.0,Washington full timeout,,37,52
180,2,2:47.0,D. Blair enters the game for K. Humphries,,37,52
181,2,2:31.0,,D. Waiters misses 2-pt layup from 2 ft,37,52
182,2,2:30.0,,Offensive rebound by A. Varejão,37,52
183,2,2:30.0,,A. Varejão makes 2-pt tip-in at rim,37,54
184,2,2:17.0,J. Wall misses 2-pt jump shot from 4 ft (block by K. Love),,37,54
185,2,2:16.0,,Defensive rebound by S. Marion,37,54
186,2,2:13.0,,Shooting foul by J. Wall (drawn by S. Marion),37,54
187,2,2:13.0,,S. Marion makes free throw 1 of 2,37,55
188,2,2:13.0,R. Butler enters the game for B. Beal,,37,55
189,2,2:13.0,,T. Thompson enters the game for K. Love,37,55
190,2,2:13.0,,S. Marion makes free throw 2 of 2,37,56
191,2,1:57.0,P. Pierce makes 2-pt jump shot from 21 ft (assist by J. Wall),,39,56
192,2,1:45.0,,L. James makes 2-pt dunk at rim,39,58
193,2,1:27.0,M. Gortat makes 2-pt jump shot from 4 ft (assist by J. Wall),,41,58
194,2,1:21.0,,Turnover by L. James (bad pass; steal by M. Gortat),41,58
195,2,1:07.0,M. Gortat misses 2-pt hook shot from 6 ft,,41,58
196,2,1:03.0,,Defensive rebound by A. Varejão,41,58
197,2,0:59.0,,L. James misses 3-pt jump shot from 25 ft,41,58
198,2,0:59.0,Defensive rebound by Team,,41,58
199,2,0:45.0,,Violation by A. Varejão (kicked ball),41,58
200,2,0:31.0,Shooting foul by A. Varejão (drawn by M. Gortat),,41,58
201,2,0:31.0,M. Gortat makes free throw 1 of 2,,42,58
202,2,0:31.0,M. Gortat makes free throw 2 of 2,,43,58
203,2,0:26.0,,Cleveland full timeout,43,58
204,2,0:26.0,G. Temple enters the game for P. Pierce,,43,58
205,2,0:26.0,,J. Harris enters the game for T. Thompson,43,58
206,2,0:11.0,,D. Waiters misses 3-pt jump shot from 24 ft,43,58
207,2,0:10.0,Defensive rebound by J. Wall,,43,58
208,2,0:01.0,R. Butler makes 3-pt jump shot from 24 ft (assist by J. Wall),,46,58
209,2,0:00.0,,L. James misses 3-pt jump shot from 43 ft,46,58
210,2,0:00.0,,Offensive rebound by Team,46,58
211,3,11:45.0,,K. Love makes 2-pt layup from 2 ft (assist by K. Irving),46,60
212,3,11:24.0,Turnover by J. Wall (bad pass; steal by K. Irving),,46,60
213,3,11:22.0,,Turnover by K. Love (bad pass; steal by B. Beal),46,60
214,3,11:16.0,P. Pierce misses 3-pt jump shot from 25 ft,,46,60
215,3,11:13.0,,Defensive rebound by S. Marion,46,60
216,3,10:59.0,,K. Irving misses 2-pt jump shot from 12 ft,46,60
217,3,10:58.0,Defensive rebound by B. Beal,,46,60
218,3,10:39.0,P. Pierce makes 2-pt jump shot from 15 ft,,48,60
219,3,10:16.0,,Turnover by A. Varejão (lost ball),48,60
220,3,9:59.0,Turnover by M. Gortat (bad pass; steal by K. Irving),,48,60
221,3,9:48.0,,Offensive foul by K. Love (drawn by P. Pierce),48,60
222,3,9:48.0,,Turnover by K. Love (offensive foul),48,60
223,3,9:34.0,M. Gortat misses 2-pt jump shot from 18 ft,,48,60
224,3,9:33.0,Offensive rebound by Team,,48,60
225,3,9:26.0,B. Beal makes 2-pt jump shot from 19 ft (assist by J. Wall),,50,60
226,3,9:07.0,,Turnover by L. James (bad pass),50,60
227,3,8:57.0,Shooting foul by L. James (drawn by P. Pierce),,50,60
228,3,8:57.0,P. Pierce misses free throw 1 of 2,,50,60
229,3,8:57.0,Offensive rebound by Team,,50,60
230,3,8:57.0,,Violation by K. Love (lane),50,60
231,3,8:57.0,P. Pierce makes free throw 2 of 2,,51,60
232,3,8:57.0,,Cleveland full timeout,51,60
233,3,8:35.0,,Shooting foul by P. Pierce (drawn by S. Marion),51,60
234,3,8:35.0,,S. Marion makes free throw 1 of 2,51,61
235,3,8:35.0,,S. Marion makes free throw 2 of 2,51,62
236,3,8:23.0,M. Gortat misses 2-pt jump shot from 10 ft,,51,62
237,3,8:21.0,,Defensive rebound by L. James,51,62
238,3,8:15.0,,K. Irving misses 3-pt jump shot from 26 ft,51,62
239,3,8:15.0,,Offensive rebound by Team,51,62
240,3,8:15.0,Loose ball foul by M. Gortat (drawn by A. Varejão),,51,62
241,3,7:56.0,,K. Love misses 2-pt jump shot from 9 ft,51,62
242,3,7:54.0,Defensive rebound by J. Wall,,51,62
243,3,7:50.0,Shooting foul by L. James (drawn by P. Pierce),,51,62
244,3,7:50.0,P. Pierce misses free throw 1 of 3,,51,62
245,3,7:50.0,Offensive rebound by Team,,51,62
246,3,7:50.0,P. Pierce misses free throw 2 of 3,,51,62
247,3,7:50.0,Offensive rebound by Team,,51,62
248,3,7:50.0,P. Pierce makes free throw 3 of 3,,52,62
249,3,7:36.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by S. Marion),52,65
250,3,7:19.0,K. Humphries misses 2-pt jump shot from 17 ft,,52,65
251,3,7:17.0,,Defensive rebound by S. Marion,52,65
252,3,7:08.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),52,68
253,3,6:53.0,K. Humphries misses 2-pt jump shot from 18 ft,,52,68
254,3,6:52.0,,Defensive rebound by A. Varejão,52,68
255,3,6:40.0,,K. Irving misses 2-pt layup from 1 ft,52,68
256,3,6:38.0,,Offensive rebound by A. Varejão,52,68
257,3,6:28.0,,S. Marion misses 3-pt jump shot from 26 ft,52,68
258,3,6:27.0,Defensive rebound by M. Gortat,,52,68
259,3,6:12.0,P. Pierce makes 2-pt jump shot from 15 ft,,54,68
260,3,6:12.0,Shooting foul by K. Love (drawn by P. Pierce),,54,68
261,3,6:12.0,,T. Thompson enters the game for K. Love,54,68
262,3,6:12.0,P. Pierce makes free throw 1 of 1,,55,68
263,3,5:57.0,,Turnover by K. Irving (lost ball; steal by B. Beal),55,68
264,3,5:33.0,B. Beal makes 2-pt jump shot from 10 ft,,57,68
265,3,5:15.0,,K. Irving misses 3-pt jump shot from 25 ft,57,68
266,3,5:13.0,,Offensive rebound by S. Marion,57,68
267,3,5:10.0,,S. Marion makes 2-pt jump shot from 4 ft,57,70
268,3,4:53.0,Shooting foul by K. Irving (drawn by P. Pierce),,57,70
269,3,4:53.0,P. Pierce makes free throw 1 of 2,,58,70
270,3,4:53.0,,D. Waiters enters the game for S. Marion,58,70
271,3,4:53.0,P. Pierce makes free throw 2 of 2,,59,70
272,3,4:39.0,,L. James misses 2-pt jump shot from 10 ft (block by M. Gortat),59,70
273,3,4:37.0,,Offensive rebound by L. James,59,70
274,3,4:33.0,,K. Irving misses 2-pt jump shot from 6 ft,59,70
275,3,4:30.0,Defensive rebound by B. Beal,,59,70
276,3,4:15.0,K. Humphries misses 2-pt jump shot from 4 ft (block by T. Thompson),,59,70
277,3,4:13.0,,Defensive rebound by L. James,59,70
278,3,4:09.0,,Shooting foul by B. Beal (drawn by L. James),59,70
279,3,4:09.0,,Technical foul by T. Thompson,59,70
280,3,4:09.0,Technical foul by B. Beal,,59,70
281,3,4:09.0,,J. Harris enters the game for A. Varejão,59,70
282,3,4:09.0,,L. James makes free throw 1 of 2,59,71
283,3,4:09.0,,L. James makes free throw 2 of 2,59,72
284,3,3:52.0,J. Wall misses 3-pt jump shot from 24 ft,,59,72
285,3,3:51.0,,Defensive rebound by Team,59,72
286,3,3:51.0,Loose ball foul by M. Gortat (drawn by L. James),,59,72
287,3,3:33.0,,L. James makes 2-pt layup from 1 ft (assist by K. Irving),59,74
288,3,3:33.0,,Shooting foul by K. Humphries (drawn by L. James),59,74
289,3,3:33.0,R. Butler enters the game for K. Humphries,,59,74
290,3,3:33.0,,L. James makes free throw 1 of 1,59,75
291,3,3:21.0,Turnover by M. Gortat (traveling),,59,75
292,3,3:04.0,,Turnover by L. James (bad pass; steal by B. Beal),59,75
293,3,2:50.0,M. Gortat makes 2-pt dunk at rim (assist by P. Pierce),,61,75
294,3,2:30.0,,J. Harris misses 3-pt jump shot from 26 ft,61,75
295,3,2:28.0,Defensive rebound by J. Wall,,61,75
296,3,2:13.0,Turnover by P. Pierce (bad pass; steal by D. Waiters),,61,75
297,3,2:09.0,Violation by J. Wall (def goaltending),,61,75
298,3,2:09.0,,D. Waiters makes 2-pt layup from 1 ft,61,77
299,3,1:59.0,Personal foul by L. James (drawn by P. Pierce),,61,77
300,3,1:59.0,Washington full timeout,,61,77
301,3,1:59.0,K. Séraphin enters the game for M. Gortat,,61,77
302,3,1:59.0,P. Pierce makes free throw 1 of 2,,62,77
303,3,1:59.0,P. Pierce makes free throw 2 of 2,,63,77
304,3,1:42.0,,Shooting foul by K. Séraphin (drawn by K. Irving),63,77
305,3,1:42.0,,K. Irving misses free throw 1 of 2,63,77
306,3,1:42.0,,Offensive rebound by Team,63,77
307,3,1:42.0,,K. Irving misses free throw 2 of 2,63,77
308,3,1:41.0,Defensive rebound by P. Pierce,,63,77
309,3,1:28.0,Personal foul by D. Waiters (drawn by B. Beal),,63,77
310,3,1:28.0,B. Beal makes free throw 1 of 2,,64,77
311,3,1:28.0,B. Beal makes free throw 2 of 2,,65,77
312,3,1:18.0,,Personal foul by P. Pierce (drawn by L. James),65,77
313,3,1:18.0,,L. James misses free throw 1 of 2,65,77
314,3,1:18.0,,Offensive rebound by Team,65,77
315,3,1:18.0,O. Porter enters the game for P. Pierce,,65,77
316,3,1:18.0,,W. Cherry enters the game for K. Irving,65,77
317,3,1:18.0,,L. James makes free throw 2 of 2,65,78
318,3,1:03.0,K. Séraphin misses 2-pt layup from 2 ft,,65,78
319,3,1:02.0,,Defensive rebound by J. Harris,65,78
320,3,0:59.0,,Personal block foul by J. Wall (drawn by L. James),65,78
321,3,0:59.0,,L. James misses free throw 1 of 2,65,78
322,3,0:59.0,,Offensive rebound by Team,65,78
323,3,0:59.0,,L. James makes free throw 2 of 2,65,79
324,3,0:47.0,K. Séraphin makes 2-pt hook shot from 10 ft (assist by J. Wall),,67,79
325,3,0:27.0,,L. James makes 2-pt jump shot from 12 ft,67,81
326,3,0:06.0,R. Butler misses 3-pt jump shot from 24 ft,,67,81
327,3,0:04.0,,Defensive rebound by L. James,67,81
328,3,0:00.0,,D. Waiters misses 3-pt jump shot from 29 ft,67,81
329,3,0:00.0,,Offensive rebound by Team,67,81
330,4,11:44.0,R. Butler makes 2-pt layup at rim (assist by B. Beal),,69,81
331,4,11:34.0,Violation by O. Porter (kicked ball),,69,81
332,4,11:34.0,D. Blair enters the game for B. Beal,,69,81
333,4,11:17.0,,L. James misses 2-pt jump shot from 11 ft,69,81
334,4,11:13.0,,Offensive rebound by K. Love,69,81
335,4,11:13.0,,K. Love makes 2-pt tip-in at rim,69,83
336,4,10:58.0,R. Butler misses 2-pt jump shot from 13 ft,,69,83
337,4,10:57.0,,Defensive rebound by Team,69,83
338,4,10:57.0,Loose ball foul by D. Blair (drawn by K. Love),,69,83
339,4,10:44.0,,Shooting foul by D. Blair (drawn by K. Love),69,83
340,4,10:44.0,,K. Love makes free throw 1 of 2,69,84
341,4,10:44.0,,K. Love makes free throw 2 of 2,69,85
342,4,10:29.0,R. Butler misses 2-pt jump shot from 21 ft,,69,85
343,4,10:27.0,,Defensive rebound by Team,69,85
344,4,10:12.0,,L. James makes 2-pt jump shot from 10 ft,69,87
345,4,10:12.0,Washington full timeout,,69,87
346,4,10:01.0,,Violation by K. Love (kicked ball),69,87
347,4,9:46.0,R. Butler misses 3-pt jump shot from 26 ft,,69,87
348,4,9:43.0,,Defensive rebound by L. James,69,87
349,4,9:32.0,,Personal foul by D. Blair (drawn by K. Love),69,87
350,4,9:24.0,,K. Love makes 2-pt jump shot from 9 ft (assist by L. James),69,89
351,4,8:59.0,K. Séraphin makes 2-pt jump shot from 7 ft (assist by A. Miller),,71,89
352,4,8:37.0,,D. Waiters misses 2-pt jump shot from 21 ft,71,89
353,4,8:36.0,Defensive rebound by R. Butler,,71,89
354,4,8:13.0,K. Séraphin misses 2-pt jump shot from 17 ft,,71,89
355,4,8:12.0,,Defensive rebound by L. James,71,89
356,4,8:05.0,,D. Waiters misses 2-pt jump shot from 16 ft,71,89
357,4,8:04.0,Defensive rebound by K. Séraphin,,71,89
358,4,7:55.0,A. Miller misses 2-pt layup from 2 ft,,71,89
359,4,7:54.0,,Defensive rebound by D. Waiters,71,89
360,4,7:52.0,,Shooting foul by O. Porter (drawn by D. Waiters),71,89
361,4,7:52.0,,D. Waiters makes free throw 1 of 2,71,90
362,4,7:52.0,,S. Marion enters the game for L. James,71,90
363,4,7:52.0,,K. Irving enters the game for W. Cherry,71,90
364,4,7:52.0,J. Wall enters the game for O. Porter,,71,90
365,4,7:52.0,B. Beal enters the game for A. Miller,,71,90
366,4,7:52.0,,D. Waiters makes free throw 2 of 2,71,91
367,4,7:40.0,B. Beal misses 2-pt jump shot from 19 ft,,71,91
368,4,7:39.0,Offensive rebound by D. Blair,,71,91
369,4,7:37.0,Turnover by J. Wall (bad pass; steal by D. Waiters),,71,91
370,4,7:30.0,,D. Waiters misses 2-pt layup at rim,71,91
371,4,7:30.0,Defensive rebound by Team,,71,91
372,4,7:12.0,B. Beal makes 2-pt layup at rim (assist by K. Séraphin),,73,91
373,4,6:59.0,,K. Irving makes 2-pt jump shot from 6 ft,73,93
374,4,6:44.0,R. Butler misses 2-pt jump shot from 18 ft,,73,93
375,4,6:43.0,Offensive rebound by K. Séraphin,,73,93
376,4,6:43.0,Personal foul by K. Love (drawn by K. Séraphin),,73,93
377,4,6:30.0,K. Séraphin misses 2-pt hook shot from 13 ft,,73,93
378,4,6:30.0,,Defensive rebound by Team,73,93
379,4,6:30.0,,A. Varejão enters the game for K. Love,73,93
380,4,6:17.0,,K. Irving makes 2-pt jump shot from 14 ft,73,95
381,4,6:02.0,Shooting foul by A. Varejão (drawn by K. Séraphin),,73,95
382,4,6:02.0,K. Séraphin misses free throw 1 of 2,,73,95
383,4,6:02.0,Offensive rebound by Team,,73,95
384,4,6:02.0,K. Séraphin makes free throw 2 of 2,,74,95
385,4,5:45.0,,T. Thompson makes 2-pt jump shot from 7 ft (assist by K. Irving),74,97
386,4,5:33.0,B. Beal misses 2-pt jump shot from 5 ft,,74,97
387,4,5:32.0,Offensive rebound by K. Séraphin,,74,97
388,4,5:27.0,R. Butler makes 2-pt jump shot from 5 ft (assist by K. Séraphin),,76,97
389,4,5:05.0,,D. Waiters misses 3-pt jump shot from 25 ft,76,97
390,4,5:05.0,,Offensive rebound by Team,76,97
391,4,5:05.0,Official timeout,,76,97
392,4,5:05.0,O. Porter enters the game for B. Beal,,76,97
393,4,5:05.0,A. Miller enters the game for J. Wall,,76,97
394,4,4:46.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by D. Waiters),76,100
395,4,4:24.0,K. Séraphin misses 2-pt jump shot from 17 ft,,76,100
396,4,4:22.0,,Defensive rebound by D. Waiters,76,100
397,4,3:56.0,,K. Irving makes 2-pt jump shot from 21 ft (assist by D. Waiters),76,102
398,4,3:40.0,Shooting foul by T. Thompson (drawn by R. Butler),,76,102
399,4,3:40.0,R. Butler makes free throw 1 of 2,,77,102
