,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
52,1,6:08.0,,T. Snell makes 2-pt dunk at rim (assist by M. Dunleavy),11,16
53,1,5:49.0,T. Mozgov makes 2-pt dunk at rim (assist by J. Smith),,13,16
54,1,5:25.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by J. Noah),13,18
55,1,5:14.0,L. James makes 2-pt layup from 2 ft,,15,18
56,1,4:48.0,,J. Noah misses 2-pt layup from 2 ft (block by T. Mozgov),15,18
57,1,4:44.0,,Offensive rebound by P. Gasol,15,18
58,1,4:44.0,,P. Gasol makes 2-pt layup from 1 ft,15,20
59,1,4:40.0,K. Irving makes 2-pt layup from 1 ft (assist by L. James),,17,20
60,1,4:16.0,,J. Noah misses 2-pt jump shot from 21 ft,17,20
61,1,4:15.0,Defensive rebound by T. Mozgov,,17,20
62,1,4:05.0,J. Smith misses 3-pt jump shot from 26 ft,,17,20
63,1,4:04.0,,Defensive rebound by J. Noah,17,20
64,1,3:58.0,,D. Rose makes 2-pt layup from 2 ft,17,22
65,1,3:58.0,,Shooting foul by T. Mozgov (drawn by D. Rose),17,22
66,1,3:58.0,,Chicago full timeout,17,22
67,1,3:58.0,,T. Gibson enters the game for J. Noah,17,22
68,1,3:58.0,I. Shumpert enters the game for L. James,,17,22
69,1,3:58.0,,D. Rose makes free throw 1 of 1,17,23
70,1,3:39.0,I. Shumpert misses 3-pt jump shot from 23 ft,,17,23
71,1,3:38.0,,Defensive rebound by P. Gasol,17,23
72,1,3:34.0,,D. Rose makes 2-pt layup from 2 ft,17,25
73,1,3:17.0,K. Irving misses 2-pt jump shot from 9 ft,,17,25
74,1,3:16.0,Offensive rebound by K. Irving,,17,25
75,1,3:02.0,K. Irving misses 2-pt layup from 3 ft (block by P. Gasol),,17,25
76,1,3:02.0,Offensive rebound by Team,,17,25
77,1,3:02.0,,N. Mirotić enters the game for T. Snell,17,25
78,1,2:55.0,J. Smith makes 3-pt jump shot from 27 ft (assist by K. Irving),,20,25
79,1,2:36.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by N. Mirotić),20,27
80,1,2:13.0,Offensive foul by T. Mozgov (drawn by T. Gibson),,20,27
81,1,2:13.0,Turnover by T. Mozgov (offensive foul),,20,27
82,1,2:13.0,Cleveland full timeout,,20,27
83,1,2:13.0,S. Marion enters the game for T. Mozgov,,20,27
84,1,2:00.0,,Turnover by T. Gibson (bad pass; steal by J. Smith),20,27
85,1,1:45.0,K. Irving makes 2-pt jump shot from 17 ft,,22,27
86,1,1:35.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,22,27
87,1,1:34.0,Defensive rebound by K. Irving,,22,27
88,1,1:26.0,S. Marion makes 2-pt layup from 2 ft (assist by J. Smith),,24,27
89,1,1:09.0,,N. Mirotić misses 3-pt jump shot from 26 ft,24,27
90,1,1:08.0,Defensive rebound by T. Thompson,,24,27
91,1,1:00.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,26,27
92,1,0:54.0,,Chicago full timeout,26,27
93,1,0:54.0,L. James enters the game for J. Smith,,26,27
94,1,0:54.0,M. Dellavedova enters the game for K. Irving,,26,27
95,1,0:54.0,,A. Brooks enters the game for M. Dunleavy,26,27
96,1,0:54.0,,T. Snell enters the game for D. Rose,26,27
97,1,0:35.0,,N. Mirotić misses 3-pt jump shot from 23 ft,26,27
98,1,0:34.0,Defensive rebound by T. Thompson,,26,27
99,1,0:14.0,Turnover by L. James (lost ball; steal by P. Gasol),,26,27
100,1,0:05.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by A. Brooks),26,30
101,1,0:00.0,L. James misses 3-pt jump shot from 28 ft,,26,30
102,1,0:00.0,Offensive rebound by Team,,26,30
103,2,11:49.0,Personal foul by A. Brooks (drawn by I. Shumpert),,26,30
104,2,11:42.0,I. Shumpert misses 2-pt jump shot from 18 ft,,26,30
105,2,11:41.0,Offensive rebound by Team,,26,30
106,2,11:41.0,,Loose ball foul by N. Mirotić (drawn by T. Thompson),26,30
107,2,11:29.0,L. James makes 2-pt layup from 1 ft,,28,30
108,2,11:11.0,,A. Brooks makes 3-pt jump shot from 26 ft,28,33
109,2,10:56.0,Turnover by L. James (bad pass; steal by A. Brooks),,28,33
110,2,10:51.0,,A. Brooks misses 2-pt layup from 3 ft,28,33
111,2,10:48.0,,Offensive rebound by N. Mirotić,28,33
112,2,10:48.0,,N. Mirotić makes 2-pt tip-in from 1 ft,28,35
113,2,10:23.0,T. Thompson makes 2-pt hook shot from 4 ft,,30,35
114,2,10:04.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Noah),30,37
115,2,9:47.0,L. James makes 2-pt jump shot from 20 ft,,32,37
116,2,9:20.0,,A. Brooks misses 3-pt jump shot from 26 ft,32,37
117,2,9:18.0,Defensive rebound by L. James,,32,37
118,2,9:04.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,32,37
119,2,9:03.0,,Defensive rebound by J. Noah,32,37
120,2,8:54.0,,N. Mirotić misses 2-pt jump shot from 18 ft,32,37
121,2,8:54.0,,Offensive rebound by Team,32,37
122,2,8:54.0,,Chicago full timeout,32,37
123,2,8:28.0,,A. Brooks makes 2-pt jump shot from 5 ft (assist by J. Noah),32,39
124,2,8:12.0,L. James misses 2-pt jump shot from 15 ft,,32,39
125,2,8:11.0,Offensive rebound by T. Thompson,,32,39
126,2,8:02.0,Personal foul by N. Mirotić (drawn by L. James),,32,39
127,2,8:02.0,T. Mozgov enters the game for T. Thompson,,32,39
128,2,8:02.0,K. Irving enters the game for I. Shumpert,,32,39
129,2,8:02.0,,D. Rose enters the game for N. Mirotić,32,39
130,2,7:52.0,T. Mozgov makes 2-pt hook shot from 3 ft (assist by M. Dellavedova),,34,39
131,2,7:37.0,,A. Brooks misses 2-pt jump shot from 15 ft,34,39
132,2,7:36.0,Defensive rebound by M. Dellavedova,,34,39
133,2,7:17.0,L. James misses 2-pt jump shot from 20 ft,,34,39
134,2,7:16.0,,Defensive rebound by J. Noah,34,39
135,2,7:04.0,,T. Snell makes 2-pt jump shot from 18 ft (assist by D. Rose),34,41
136,2,6:48.0,S. Marion misses 2-pt layup from 1 ft,,34,41
137,2,6:46.0,,Defensive rebound by D. Rose,34,41
138,2,6:36.0,,T. Gibson makes 2-pt layup from 2 ft (assist by D. Rose),34,43
139,2,6:36.0,,Shooting foul by S. Marion (drawn by T. Gibson),34,43
140,2,6:36.0,J. Jones enters the game for S. Marion,,34,43
141,2,6:36.0,,T. Gibson makes free throw 1 of 1,34,44
142,2,6:31.0,Turnover by L. James (bad pass; steal by A. Brooks),,34,44
143,2,6:31.0,,Personal foul by M. Dellavedova (drawn by A. Brooks),34,44
144,2,6:31.0,J. Smith enters the game for M. Dellavedova,,34,44
145,2,6:20.0,,D. Rose misses 2-pt jump shot from 13 ft,34,44
146,2,6:19.0,Defensive rebound by T. Mozgov,,34,44
147,2,6:11.0,Personal foul by J. Noah (drawn by T. Mozgov),,34,44
148,2,6:04.0,L. James misses 2-pt jump shot from 20 ft,,34,44
149,2,6:03.0,,Defensive rebound by T. Gibson,34,44
150,2,6:03.0,,Personal foul by T. Mozgov (drawn by T. Gibson),34,44
151,2,6:03.0,T. Thompson enters the game for T. Mozgov,,34,44
152,2,5:47.0,,D. Rose makes 2-pt jump shot from 20 ft (assist by J. Noah),34,46
153,2,5:28.0,L. James misses 3-pt jump shot from 25 ft,,34,46
154,2,5:25.0,,Defensive rebound by T. Gibson,34,46
155,2,5:22.0,,Shooting foul by J. Jones (drawn by D. Rose),34,46
156,2,5:22.0,,Chicago full timeout,34,46
157,2,5:22.0,I. Shumpert enters the game for L. James,,34,46
158,2,5:22.0,,D. Rose makes free throw 1 of 2,34,47
159,2,5:22.0,,M. Dunleavy enters the game for T. Snell,34,47
160,2,5:22.0,,D. Rose makes free throw 2 of 2,34,48
161,2,5:10.0,J. Jones makes 3-pt jump shot from 26 ft (assist by I. Shumpert),,37,48
162,2,4:56.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Noah),37,50
163,2,4:46.0,K. Irving misses 2-pt jump shot from 16 ft,,37,50
164,2,4:45.0,,Defensive rebound by M. Dunleavy,37,50
165,2,4:38.0,,D. Rose misses 3-pt jump shot from 25 ft,37,50
166,2,4:37.0,Defensive rebound by T. Thompson,,37,50
167,2,4:22.0,K. Irving misses 2-pt jump shot from 15 ft,,37,50
168,2,4:21.0,,Defensive rebound by J. Noah,37,50
169,2,4:04.0,,T. Gibson misses 2-pt jump shot from 3 ft,37,50
170,2,4:03.0,,Offensive rebound by J. Noah,37,50
171,2,4:00.0,,J. Noah misses 2-pt tip-in from 1 ft,37,50
172,2,3:51.0,,Offensive rebound by J. Noah,37,50
173,2,3:51.0,,J. Noah makes 2-pt layup from 2 ft,37,52
174,2,3:35.0,J. Smith makes 2-pt jump shot from 5 ft,,39,52
175,2,3:35.0,Shooting foul by A. Brooks (drawn by J. Smith),,39,52
176,2,3:35.0,,P. Gasol enters the game for J. Noah,39,52
177,2,3:35.0,J. Smith makes free throw 1 of 1,,40,52
178,2,3:24.0,,Personal foul by J. Jones (drawn by T. Gibson),40,52
179,2,3:24.0,,T. Gibson makes free throw 1 of 2,40,53
180,2,3:24.0,,T. Gibson misses free throw 2 of 2,40,53
181,2,3:23.0,Defensive rebound by J. Jones,,40,53
182,2,3:04.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by J. Jones),,43,53
183,2,2:58.0,,Offensive foul by T. Gibson (drawn by J. Jones),43,53
184,2,2:58.0,,Turnover by T. Gibson (offensive foul),43,53
185,2,2:58.0,Cleveland full timeout,,43,53
186,2,2:44.0,J. Jones misses 3-pt jump shot from 26 ft,,43,53
187,2,2:42.0,Offensive rebound by K. Irving,,43,53
188,2,2:40.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,45,53
189,2,2:27.0,,T. Gibson makes 2-pt hook shot from 1 ft (assist by P. Gasol),45,55
190,2,2:08.0,I. Shumpert misses 2-pt jump shot from 6 ft (block by A. Brooks),,45,55
191,2,2:06.0,Offensive rebound by I. Shumpert,,45,55
192,2,2:04.0,J. Smith misses 3-pt jump shot from 26 ft,,45,55
193,2,2:00.0,,Defensive rebound by P. Gasol,45,55
194,2,1:53.0,,P. Gasol misses 2-pt jump shot from 21 ft,45,55
195,2,1:51.0,Defensive rebound by J. Jones,,45,55
196,2,1:45.0,K. Irving misses 2-pt layup from 2 ft,,45,55
197,2,1:43.0,,Defensive rebound by P. Gasol,45,55
198,2,1:35.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,45,55
199,2,1:35.0,Defensive rebound by K. Irving,,45,55
200,2,1:23.0,I. Shumpert misses 3-pt jump shot from 26 ft,,45,55
201,2,1:22.0,,Defensive rebound by P. Gasol,45,55
202,2,0:59.0,,D. Rose misses 3-pt jump shot from 24 ft (block by J. Smith),45,55
203,2,0:56.0,,Offensive rebound by A. Brooks,45,55
204,2,0:56.0,,A. Brooks misses 2-pt layup from 2 ft,45,55
205,2,0:56.0,Defensive rebound by I. Shumpert,,45,55
206,2,0:56.0,Personal foul by M. Dunleavy (drawn by K. Irving),,45,55
207,2,0:56.0,K. Irving misses free throw 1 of 2,,45,55
208,2,0:56.0,Offensive rebound by Team,,45,55
209,2,0:56.0,K. Irving makes free throw 2 of 2,,46,55
210,2,0:41.0,,T. Gibson misses 2-pt jump shot from 6 ft,46,55
211,2,0:39.0,Defensive rebound by K. Irving,,46,55
212,2,0:39.0,Personal foul by A. Brooks (drawn by K. Irving),,46,55
213,2,0:39.0,K. Irving makes free throw 1 of 2,,47,55
214,2,0:39.0,K. Irving makes free throw 2 of 2,,48,55
215,2,0:30.0,,D. Rose misses 2-pt jump shot from 14 ft,48,55
216,2,0:29.0,Defensive rebound by J. Smith,,48,55
217,2,0:25.0,K. Irving misses 2-pt layup from 1 ft,,48,55
218,2,0:23.0,Offensive rebound by T. Thompson,,48,55
219,2,0:00.0,J. Smith misses 2-pt jump shot from 21 ft,,48,55
220,2,0:00.0,Offensive rebound by Team,,48,55
221,3,11:40.0,J. Smith misses 2-pt jump shot from 17 ft,,48,55
222,3,11:39.0,Offensive rebound by T. Mozgov,,48,55
223,3,11:36.0,L. James misses 3-pt jump shot from 27 ft,,48,55
224,3,11:35.0,,Defensive rebound by J. Noah,48,55
225,3,11:21.0,,M. Dunleavy makes 2-pt layup from 1 ft (assist by P. Gasol),48,57
226,3,11:08.0,K. Irving misses 2-pt layup from 3 ft,,48,57
227,3,11:08.0,,Defensive rebound by Team,48,57
228,3,11:08.0,Loose ball foul by T. Mozgov (drawn by P. Gasol),,48,57
229,3,11:08.0,J. Jones enters the game for T. Mozgov,,48,57
230,3,11:04.0,Technical foul by T. Mozgov,,48,57
231,3,11:04.0,,D. Rose makes technical free throw,48,58
232,3,11:00.0,,Shooting foul by T. Thompson (drawn by J. Noah),48,58
233,3,11:00.0,,J. Noah misses free throw 1 of 2,48,58
234,3,11:00.0,,Offensive rebound by Team,48,58
235,3,11:00.0,,J. Noah makes free throw 2 of 2,48,59
236,3,10:48.0,J. Smith misses 3-pt jump shot from 26 ft,,48,59
237,3,10:47.0,,Defensive rebound by J. Noah,48,59
238,3,10:34.0,,J. Noah makes 2-pt layup at rim (assist by P. Gasol),48,61
239,3,10:11.0,Turnover by J. Smith (bad pass; steal by D. Rose),,48,61
240,3,9:57.0,,Shooting foul by J. Smith (drawn by P. Gasol),48,61
241,3,9:57.0,,P. Gasol makes free throw 1 of 2,48,62
242,3,9:57.0,,P. Gasol makes free throw 2 of 2,48,63
243,3,9:36.0,J. Smith makes 2-pt layup from 1 ft,,50,63
244,3,9:16.0,,Turnover by P. Gasol (bad pass; steal by J. Smith),50,63
245,3,9:09.0,L. James makes 2-pt layup from 1 ft (assist by J. Smith),,52,63
246,3,9:00.0,,D. Rose misses 2-pt layup from 2 ft,52,63
247,3,9:00.0,,Offensive rebound by Team,52,63
248,3,9:00.0,Loose ball foul by T. Thompson (drawn by J. Noah),,52,63
249,3,8:54.0,,D. Rose makes 2-pt layup from 1 ft,52,65
250,3,8:36.0,L. James makes 2-pt layup from 1 ft (assist by K. Irving),,54,65
251,3,8:17.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by D. Rose),54,68
252,3,8:04.0,K. Irving makes 3-pt jump shot from 25 ft,,57,68
253,3,7:38.0,,J. Noah misses 2-pt jump shot from 4 ft,57,68
254,3,7:37.0,Defensive rebound by J. Smith,,57,68
255,3,7:28.0,J. Jones misses 3-pt jump shot from 24 ft,,57,68
256,3,7:28.0,Offensive rebound by Team,,57,68
257,3,7:28.0,,Loose ball foul by T. Snell (drawn by T. Thompson),57,68
258,3,7:17.0,T. Thompson makes 2-pt layup from 2 ft (assist by K. Irving),,59,68
259,3,7:00.0,,D. Rose makes 2-pt layup from 1 ft (assist by P. Gasol),59,70
260,3,6:48.0,Turnover by J. Jones (bad pass; steal by M. Dunleavy),,59,70
261,3,6:43.0,,Shooting foul by J. Jones (drawn by D. Rose),59,70
262,3,6:43.0,,D. Rose makes free throw 1 of 2,59,71
263,3,6:43.0,,D. Rose makes free throw 2 of 2,59,72
264,3,6:30.0,J. Jones misses 3-pt jump shot from 26 ft,,59,72
265,3,6:27.0,,Defensive rebound by T. Snell,59,72
266,3,6:12.0,,T. Snell makes 2-pt jump shot from 4 ft (assist by J. Noah),59,74
267,3,5:55.0,K. Irving misses 2-pt jump shot from 5 ft,,59,74
268,3,5:52.0,,Defensive rebound by M. Dunleavy,59,74
269,3,5:45.0,,Turnover by P. Gasol (bad pass),59,74
270,3,5:45.0,,Chicago full timeout,59,74
271,3,5:45.0,T. Mozgov enters the game for T. Thompson,,59,74
272,3,5:32.0,L. James makes 2-pt jump shot from 10 ft,,61,74
273,3,5:10.0,,P. Gasol misses 2-pt jump shot from 21 ft,61,74
274,3,5:09.0,Defensive rebound by J. Smith,,61,74
275,3,5:01.0,L. James misses 2-pt jump shot from 17 ft,,61,74
276,3,5:00.0,,Defensive rebound by P. Gasol,61,74
277,3,4:49.0,,P. Gasol misses 2-pt jump shot from 18 ft,61,74
278,3,4:47.0,Defensive rebound by J. Smith,,61,74
279,3,4:29.0,T. Mozgov makes 2-pt jump shot from 17 ft (assist by J. Smith),,63,74
280,3,4:06.0,,M. Dunleavy makes 3-pt jump shot from 26 ft (assist by D. Rose),63,77
281,3,3:46.0,Shooting foul by D. Rose (drawn by K. Irving),,63,77
282,3,3:46.0,K. Irving misses free throw 1 of 2,,63,77
283,3,3:46.0,Offensive rebound by Team,,63,77
284,3,3:46.0,,T. Gibson enters the game for J. Noah,63,77
285,3,3:46.0,K. Irving makes free throw 2 of 2,,64,77
286,3,3:32.0,,D. Rose misses 2-pt layup from 1 ft,64,77
287,3,3:32.0,Defensive rebound by Team,,64,77
288,3,3:32.0,,Loose ball foul by T. Gibson (drawn by K. Irving),64,77
289,3,3:24.0,Shooting foul by T. Gibson (drawn by T. Mozgov),,64,77
290,3,3:24.0,T. Mozgov makes free throw 1 of 2,,65,77
291,3,3:24.0,I. Shumpert enters the game for J. Smith,,65,77
292,3,3:24.0,T. Mozgov misses free throw 2 of 2,,65,77
293,3,3:22.0,,Defensive rebound by P. Gasol,65,77
294,3,3:10.0,,D. Rose makes 2-pt jump shot from 19 ft (assist by P. Gasol),65,79
295,3,2:58.0,L. James makes 3-pt jump shot from 25 ft,,68,79
296,3,2:43.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Rose),68,81
297,3,2:30.0,Turnover by L. James (bad pass),,68,81
298,3,2:30.0,Cleveland full timeout,,68,81
299,3,2:21.0,,D. Rose makes 2-pt jump shot from 5 ft,68,83
300,3,2:08.0,K. Irving misses 2-pt jump shot from 4 ft,,68,83
301,3,2:06.0,Offensive rebound by J. Jones,,68,83
302,3,2:05.0,Shooting foul by D. Rose (drawn by J. Jones),,68,83
303,3,2:05.0,J. Jones makes free throw 1 of 3,,69,83
304,3,2:05.0,J. Jones makes free throw 2 of 3,,70,83
305,3,2:05.0,J. Jones makes free throw 3 of 3,,71,83
306,3,1:55.0,,D. Rose misses 2-pt jump shot from 19 ft,71,83
307,3,1:55.0,Defensive rebound by Team,,71,83
308,3,1:55.0,,Loose ball foul by P. Gasol (drawn by L. James),71,83
309,3,1:55.0,L. James makes free throw 1 of 2,,72,83
310,3,1:55.0,L. James makes free throw 2 of 2,,73,83
311,3,1:31.0,,P. Gasol misses 2-pt jump shot from 17 ft,73,83
312,3,1:29.0,,Offensive rebound by T. Gibson,73,83
313,3,1:16.0,,P. Gasol misses 2-pt jump shot from 19 ft,73,83
314,3,1:14.0,,Offensive rebound by T. Gibson,73,83
315,3,1:03.0,,D. Rose misses 2-pt layup from 1 ft,73,83
316,3,1:02.0,Defensive rebound by Team,,73,83
317,3,1:02.0,,Loose ball foul by P. Gasol (drawn by T. Mozgov),73,83
318,3,1:02.0,T. Mozgov misses free throw 1 of 2,,73,83
319,3,1:02.0,Offensive rebound by Team,,73,83
320,3,1:02.0,T. Mozgov makes free throw 2 of 2,,74,83
321,3,0:45.0,,T. Gibson misses 2-pt layup from 1 ft,74,83
322,3,0:43.0,Defensive rebound by T. Mozgov,,74,83
323,3,0:36.0,L. James misses 3-pt jump shot from 27 ft,,74,83
324,3,0:35.0,,Defensive rebound by P. Gasol,74,83
325,3,0:25.0,,Personal foul by K. Irving (drawn by P. Gasol),74,83
326,3,0:25.0,,P. Gasol makes free throw 1 of 2,74,84
327,3,0:25.0,,P. Gasol makes free throw 2 of 2,74,85
328,3,0:07.0,J. Jones makes 3-pt jump shot from 26 ft (assist by L. James),,77,85
329,3,0:01.0,,D. Rose makes 2-pt layup from 1 ft,77,87
330,4,11:49.0,,Turnover by J. Noah (bad pass; steal by J. Smith),77,87
331,4,11:42.0,J. Jones misses 3-pt jump shot from 24 ft,,77,87
332,4,11:39.0,Offensive rebound by K. Irving,,77,87
333,4,11:29.0,Personal foul by D. Rose (drawn by K. Irving),,77,87
334,4,11:20.0,,Offensive charge foul by I. Shumpert (drawn by N. Mirotić),77,87
335,4,11:20.0,Turnover by I. Shumpert (offensive foul),,77,87
336,4,11:11.0,,A. Brooks misses 2-pt jump shot from 5 ft,77,87
337,4,11:09.0,Defensive rebound by T. Mozgov,,77,87
338,4,11:02.0,K. Irving makes 2-pt layup from 2 ft,,79,87
339,4,10:43.0,,A. Brooks misses 2-pt layup from 2 ft,79,87
340,4,10:42.0,Defensive rebound by T. Mozgov,,79,87
341,4,10:36.0,Turnover by I. Shumpert (bad pass; steal by N. Mirotić),,79,87
342,4,10:36.0,,Personal foul by T. Mozgov (drawn by T. Gibson),79,87
343,4,10:25.0,T. Thompson enters the game for T. Mozgov,,79,87
344,4,10:16.0,,A. Brooks misses 3-pt jump shot from 25 ft (block by K. Irving),79,87
345,4,10:14.0,,Offensive rebound by D. Rose,79,87
346,4,10:12.0,,D. Rose makes 2-pt jump shot from 4 ft,79,89
347,4,9:57.0,K. Irving makes 2-pt layup from 2 ft,,81,89
348,4,9:38.0,,A. Brooks misses 3-pt jump shot from 27 ft,81,89
349,4,9:35.0,,Offensive rebound by N. Mirotić,81,89
350,4,9:35.0,,N. Mirotić makes 2-pt tip-in from 1 ft,81,91
351,4,9:23.0,Turnover by J. Smith (lost ball; steal by A. Brooks),,81,91
352,4,9:23.0,,Personal foul by J. Smith (drawn by A. Brooks),81,91
353,4,9:23.0,L. James enters the game for I. Shumpert,,81,91
354,4,9:23.0,,T. Snell enters the game for N. Mirotić,81,91
355,4,9:23.0,M. Dellavedova enters the game for K. Irving,,81,91
356,4,9:10.0,,D. Rose misses 2-pt jump shot from 21 ft,81,91
357,4,9:08.0,Defensive rebound by L. James,,81,91
358,4,8:57.0,L. James misses 2-pt jump shot from 6 ft,,81,91
359,4,8:57.0,,Defensive rebound by J. Noah,81,91
360,4,8:57.0,,Personal foul by L. James (drawn by J. Noah),81,91
361,4,8:57.0,,Chicago full timeout,81,91
362,4,8:57.0,,N. Mirotić enters the game for D. Rose,81,91
363,4,8:45.0,,A. Brooks misses 2-pt layup at rim,81,91
364,4,8:44.0,Defensive rebound by T. Thompson,,81,91
365,4,8:42.0,L. James makes 2-pt layup from 1 ft,,83,91
366,4,8:42.0,Shooting foul by T. Snell (drawn by L. James),,83,91
367,4,8:42.0,L. James makes free throw 1 of 1,,84,91
368,4,8:25.0,,N. Mirotić misses 3-pt jump shot from 27 ft,84,91
369,4,8:25.0,,Offensive rebound by J. Noah,84,91
370,4,8:25.0,,Shooting foul by J. Smith (drawn by J. Noah),84,91
371,4,8:25.0,,J. Noah misses free throw 1 of 2,84,91
372,4,8:25.0,,Offensive rebound by Team,84,91
373,4,8:25.0,,J. Noah makes free throw 2 of 2,84,92
374,4,8:14.0,Turnover by L. James (back court),,84,92
375,4,7:57.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by A. Brooks),84,95
376,4,7:38.0,J. Smith misses 3-pt jump shot from 25 ft,,84,95
377,4,7:37.0,,Defensive rebound by T. Gibson,84,95
378,4,7:37.0,,Personal foul by M. Dellavedova (drawn by T. Gibson),84,95
379,4,7:37.0,,T. Gibson misses free throw 1 of 2,84,95
380,4,7:37.0,,Offensive rebound by Team,84,95
381,4,7:37.0,,T. Gibson makes free throw 2 of 2,84,96
382,4,7:27.0,Turnover by L. James (lost ball; steal by T. Snell),,84,96
383,4,7:27.0,,Personal foul by L. James (drawn by J. Noah),84,96
384,4,7:27.0,,J. Noah misses free throw 1 of 2,84,96
385,4,7:27.0,,Offensive rebound by Team,84,96
386,4,7:27.0,K. Irving enters the game for J. Smith,,84,96
387,4,7:27.0,,D. Rose enters the game for A. Brooks,84,96
388,4,7:27.0,,J. Noah makes free throw 2 of 2,84,97
389,4,7:10.0,L. James misses 3-pt jump shot from 25 ft,,84,97
390,4,7:09.0,,Defensive rebound by J. Noah,84,97
