,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DENVER_ACTION,CLEVELAND_SCORE,DENVER_SCORE
74,1,4:10.0,,R. Foye makes 2-pt jump shot from 18 ft,23,9
75,1,3:55.0,K. Love misses 2-pt layup from 1 ft (block by J. McGee),,23,9
76,1,3:54.0,Offensive rebound by T. Thompson,,23,9
77,1,3:54.0,T. Thompson misses 2-pt tip-in from 1 ft,,23,9
78,1,3:53.0,Offensive rebound by Team,,23,9
79,1,3:53.0,Personal foul by A. Afflalo (drawn by T. Thompson),,23,9
80,1,3:53.0,T. Thompson makes free throw 1 of 2,,24,9
81,1,3:53.0,T. Thompson misses free throw 2 of 2,,24,9
82,1,3:51.0,,Defensive rebound by J. McGee,24,9
83,1,3:43.0,,R. Foye makes 3-pt jump shot from 24 ft,24,12
84,1,3:30.0,M. Miller misses 3-pt jump shot from 24 ft,,24,12
85,1,3:28.0,,Defensive rebound by D. Arthur,24,12
86,1,3:18.0,,R. Foye misses 3-pt jump shot from 24 ft,24,12
87,1,3:15.0,Defensive rebound by M. Miller,,24,12
88,1,3:11.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,26,12
89,1,2:47.0,,W. Chandler makes 2-pt jump shot from 4 ft,26,14
90,1,2:40.0,D. Waiters makes 2-pt jump shot from 6 ft (assist by L. James),,28,14
91,1,2:30.0,,D. Arthur misses 2-pt jump shot from 19 ft,28,14
92,1,2:29.0,Defensive rebound by K. Love,,28,14
93,1,2:17.0,D. Waiters misses 3-pt jump shot from 25 ft,,28,14
94,1,2:16.0,,Defensive rebound by W. Chandler,28,14
95,1,2:08.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by A. Afflalo),28,17
96,1,2:07.0,Cleveland full timeout,,28,17
97,1,2:07.0,S. Marion enters the game for L. James,,28,17
98,1,2:07.0,K. Irving enters the game for K. Love,,28,17
99,1,2:07.0,,D. Gallinari enters the game for W. Chandler,28,17
100,1,1:59.0,M. Miller misses 2-pt jump shot from 21 ft,,28,17
101,1,1:57.0,,Defensive rebound by J. McGee,28,17
102,1,1:46.0,,R. Foye misses 3-pt jump shot from 23 ft,28,17
103,1,1:43.0,Defensive rebound by D. Waiters,,28,17
104,1,1:39.0,Shooting foul by J. McGee (drawn by T. Thompson),,28,17
105,1,1:39.0,T. Thompson makes free throw 1 of 2,,29,17
106,1,1:39.0,,A. Gee enters the game for A. Afflalo,29,17
107,1,1:39.0,T. Thompson makes free throw 2 of 2,,30,17
108,1,1:18.0,,Turnover by J. McGee (bad pass),30,17
109,1,0:59.0,D. Waiters makes 2-pt jump shot from 20 ft,,32,17
110,1,0:38.0,,R. Foye makes 2-pt layup from 2 ft,32,19
111,1,0:38.0,,Shooting block foul by K. Irving (drawn by R. Foye),32,19
112,1,0:38.0,,R. Foye makes free throw 1 of 1,32,20
113,1,0:29.0,D. Waiters misses 2-pt layup from 1 ft (block by J. McGee),,32,20
114,1,0:29.0,Offensive rebound by S. Marion,,32,20
115,1,0:29.0,S. Marion makes 2-pt dunk at rim,,34,20
116,1,0:08.0,,R. Foye misses 2-pt layup from 1 ft,34,20
117,1,0:06.0,Defensive rebound by S. Marion,,34,20
118,1,0:04.0,D. Waiters makes 2-pt layup from 1 ft (assist by S. Marion),,36,20
119,1,0:04.0,,K. Faried enters the game for D. Arthur,36,20
120,1,0:04.0,D. Waiters misses flagrant free throw 1 of 2,,36,20
121,1,0:04.0,Offensive rebound by Team,,36,20
122,1,0:04.0,D. Waiters makes flagrant free throw 2 of 2,,37,20
123,1,0:01.0,Shooting foul by D. Gallinari (drawn by D. Waiters),,37,20
124,1,0:01.0,D. Waiters misses free throw 1 of 2,,37,20
125,1,0:01.0,Offensive rebound by Team,,37,20
126,1,0:01.0,D. Waiters makes free throw 2 of 2,,38,20
127,2,11:47.0,Turnover by A. Varejão (dbl dribble),,38,20
128,2,11:36.0,,R. Foye makes 2-pt layup from 2 ft,38,22
129,2,11:22.0,D. Waiters misses 3-pt jump shot from 24 ft,,38,22
130,2,11:20.0,,Defensive rebound by K. Faried,38,22
131,2,11:06.0,,D. Gallinari makes 3-pt jump shot from 23 ft (assist by N. Robinson),38,25
132,2,10:49.0,T. Thompson makes 2-pt jump shot from 3 ft,,40,25
133,2,10:28.0,,N. Robinson makes 2-pt jump shot from 20 ft,40,27
134,2,10:01.0,A. Varejão makes 2-pt layup at rim (assist by K. Irving),,42,27
135,2,9:37.0,,N. Robinson misses 2-pt jump shot from 9 ft,42,27
136,2,9:34.0,Defensive rebound by T. Thompson,,42,27
137,2,9:21.0,S. Marion misses 3-pt jump shot from 22 ft,,42,27
138,2,9:20.0,,Defensive rebound by K. Faried,42,27
139,2,9:12.0,,R. Foye misses 3-pt jump shot from 25 ft,42,27
140,2,9:10.0,Defensive rebound by A. Varejão,,42,27
141,2,9:03.0,K. Irving misses 3-pt jump shot from 24 ft,,42,27
142,2,9:03.0,Offensive rebound by Team,,42,27
143,2,9:03.0,,Loose ball foul by D. Gallinari (drawn by T. Thompson),42,27
144,2,9:03.0,,W. Chandler enters the game for R. Foye,42,27
145,2,9:03.0,L. James enters the game for S. Marion,,42,27
146,2,8:57.0,D. Waiters misses 2-pt jump shot from 18 ft,,42,27
147,2,8:56.0,,Defensive rebound by W. Chandler,42,27
148,2,8:46.0,,K. Faried misses 2-pt layup from 1 ft,42,27
149,2,8:44.0,Defensive rebound by K. Irving,,42,27
150,2,8:36.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by L. James),,45,27
151,2,8:16.0,,Shooting foul by T. Thompson (drawn by D. Gallinari),45,27
152,2,8:16.0,Official timeout,,45,27
153,2,8:16.0,W. Cherry enters the game for K. Irving,,45,27
154,2,8:16.0,,T. Mozgov enters the game for K. Faried,45,27
155,2,8:16.0,,D. Gallinari makes free throw 1 of 2,45,28
156,2,8:16.0,,D. Gallinari makes free throw 2 of 2,45,29
157,2,7:58.0,Shooting foul by W. Chandler (drawn by L. James),,45,29
158,2,7:58.0,L. James makes free throw 1 of 2,,46,29
159,2,7:58.0,L. James misses free throw 2 of 2,,46,29
160,2,7:54.0,,Defensive rebound by W. Chandler,46,29
161,2,7:45.0,,N. Robinson misses 3-pt jump shot from 26 ft,46,29
162,2,7:43.0,Defensive rebound by W. Cherry,,46,29
163,2,7:23.0,L. James misses 2-pt jump shot from 15 ft,,46,29
164,2,7:21.0,,Defensive rebound by T. Mozgov,46,29
165,2,7:12.0,,A. Gee misses 2-pt jump shot from 15 ft,46,29
166,2,7:11.0,Defensive rebound by A. Varejão,,46,29
167,2,7:00.0,T. Thompson makes 2-pt jump shot from 6 ft (assist by L. James),,48,29
168,2,6:34.0,,N. Robinson makes 3-pt jump shot from 26 ft,48,32
169,2,6:08.0,D. Waiters misses 2-pt jump shot from 17 ft,,48,32
170,2,6:07.0,,Defensive rebound by W. Chandler,48,32
171,2,6:02.0,,W. Chandler makes 2-pt dunk at rim,48,34
172,2,5:39.0,L. James misses 3-pt jump shot from 25 ft,,48,34
173,2,5:37.0,,Defensive rebound by W. Chandler,48,34
174,2,5:33.0,,Turnover by W. Chandler (discontinued dribble),48,34
175,2,5:33.0,,Denver full timeout,48,34
176,2,5:33.0,,A. Afflalo enters the game for A. Gee,48,34
177,2,5:33.0,K. Love enters the game for D. Waiters,,48,34
178,2,5:33.0,K. Irving enters the game for T. Thompson,,48,34
179,2,5:33.0,S. Marion enters the game for W. Cherry,,48,34
180,2,5:11.0,L. James misses 2-pt jump shot from 20 ft,,48,34
181,2,5:10.0,Offensive rebound by Team,,48,34
182,2,5:06.0,L. James misses 2-pt jump shot from 9 ft,,48,34
183,2,5:04.0,,Defensive rebound by A. Afflalo,48,34
184,2,4:53.0,,Personal foul by A. Varejão (drawn by D. Gallinari),48,34
185,2,4:40.0,,D. Gallinari misses 2-pt jump shot from 16 ft,48,34
186,2,4:38.0,,Offensive rebound by T. Mozgov,48,34
187,2,4:38.0,,T. Mozgov makes 2-pt tip-in from 1 ft,48,36
188,2,4:21.0,K. Love misses 2-pt hook shot from 8 ft,,48,36
189,2,4:20.0,,Defensive rebound by A. Afflalo,48,36
190,2,4:13.0,,A. Afflalo misses 2-pt jump shot from 17 ft,48,36
191,2,4:09.0,,Offensive rebound by W. Chandler,48,36
192,2,3:59.0,,D. Gallinari misses 2-pt jump shot from 17 ft,48,36
193,2,3:55.0,Defensive rebound by L. James,,48,36
194,2,3:51.0,A. Varejão makes 2-pt layup at rim (assist by K. Irving),,50,36
195,2,3:36.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by N. Robinson),50,39
196,2,3:29.0,Cleveland full timeout,,50,39
197,2,3:29.0,T. Thompson enters the game for A. Varejão,,50,39
198,2,3:29.0,,K. Faried enters the game for D. Gallinari,50,39
199,2,3:10.0,K. Love misses 2-pt jump shot from 17 ft,,50,39
200,2,3:09.0,Offensive rebound by Team,,50,39
201,2,2:51.0,L. James misses 2-pt layup from 1 ft,,50,39
202,2,2:50.0,Offensive rebound by K. Love,,50,39
203,2,2:49.0,Shooting foul by W. Chandler (drawn by K. Love),,50,39
204,2,2:49.0,K. Love makes free throw 1 of 2,,51,39
205,2,2:49.0,,R. Foye enters the game for W. Chandler,51,39
206,2,2:49.0,J. Harris enters the game for S. Marion,,51,39
207,2,2:49.0,K. Love misses free throw 2 of 2,,51,39
208,2,2:47.0,,Defensive rebound by A. Afflalo,51,39
209,2,2:37.0,,Offensive foul by T. Mozgov (drawn by T. Thompson),51,39
210,2,2:37.0,,Turnover by T. Mozgov (offensive foul),51,39
211,2,2:37.0,,J. McGee enters the game for T. Mozgov,51,39
212,2,2:22.0,J. Harris misses 2-pt layup from 2 ft (block by R. Foye),,51,39
213,2,2:20.0,,Defensive rebound by A. Afflalo,51,39
214,2,2:14.0,,N. Robinson makes 3-pt jump shot from 23 ft (assist by R. Foye),51,42
215,2,1:56.0,K. Irving misses 2-pt jump shot from 20 ft,,51,42
216,2,1:54.0,,Defensive rebound by K. Faried,51,42
217,2,1:48.0,,N. Robinson misses 3-pt jump shot from 23 ft,51,42
218,2,1:47.0,Defensive rebound by J. Harris,,51,42
219,2,1:41.0,L. James makes 2-pt layup at rim,,53,42
220,2,1:36.0,,Turnover by J. McGee (bad pass; steal by J. Harris),53,42
221,2,1:30.0,L. James makes 3-pt jump shot from 24 ft (assist by J. Harris),,56,42
222,2,1:09.0,,J. McGee misses 2-pt jump shot from 5 ft,56,42
223,2,1:09.0,Defensive rebound by K. Love,,56,42
224,2,0:58.0,T. Thompson makes 2-pt jump shot from 7 ft (assist by K. Irving),,58,42
225,2,0:42.0,,R. Foye makes 2-pt layup at rim,58,44
226,2,0:42.0,,Shooting foul by T. Thompson (drawn by R. Foye),58,44
227,2,0:42.0,,R. Foye makes free throw 1 of 1,58,45
228,2,0:22.0,T. Thompson misses 2-pt jump shot from 15 ft (block by J. McGee),,58,45
229,2,0:22.0,Offensive rebound by Team,,58,45
230,2,0:22.0,,Loose ball foul by A. Afflalo (drawn by K. Irving),58,45
231,2,0:22.0,S. Marion enters the game for J. Harris,,58,45
232,2,0:22.0,Cleveland full timeout,,58,45
233,2,0:22.0,M. Miller enters the game for T. Thompson,,58,45
234,2,0:05.0,K. Love misses 3-pt jump shot from 26 ft,,58,45
235,2,0:04.0,,Defensive rebound by Team,58,45
236,2,0:00.0,,N. Robinson misses 3-pt jump shot from 23 ft,58,45
237,2,0:00.0,,Offensive rebound by Team,58,45
238,3,11:39.0,K. Irving makes 3-pt jump shot from 22 ft,,61,45
239,3,11:30.0,,Personal foul by A. Varejão (drawn by A. Afflalo),61,45
240,3,11:21.0,,Personal foul by L. James (drawn by K. Faried),61,45
241,3,11:13.0,,Offensive foul by W. Chandler (drawn by L. James),61,45
242,3,11:13.0,,Turnover by W. Chandler (offensive foul),61,45
243,3,10:59.0,K. Love misses 2-pt jump shot from 5 ft,,61,45
244,3,10:57.0,,Defensive rebound by T. Mozgov,61,45
245,3,10:51.0,,K. Faried makes 2-pt layup from 1 ft (assist by N. Robinson),61,47
246,3,10:24.0,L. James misses 3-pt jump shot from 24 ft,,61,47
247,3,10:22.0,,Defensive rebound by K. Faried,61,47
248,3,10:15.0,,N. Robinson makes 2-pt jump shot from 4 ft (assist by K. Faried),61,49
249,3,10:06.0,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),,64,49
250,3,10:06.0,,Denver full timeout,64,49
251,3,9:50.0,,T. Mozgov misses 3-pt jump shot from 23 ft,64,49
252,3,9:48.0,Defensive rebound by K. Irving,,64,49
253,3,9:40.0,K. Love misses 3-pt jump shot from 23 ft,,64,49
254,3,9:39.0,,Defensive rebound by T. Mozgov,64,49
255,3,9:33.0,,W. Chandler misses 3-pt jump shot from 23 ft,64,49
256,3,9:32.0,Defensive rebound by L. James,,64,49
257,3,9:26.0,S. Marion makes 2-pt layup at rim (assist by L. James),,66,49
258,3,9:07.0,,W. Chandler misses 3-pt jump shot from 24 ft,66,49
259,3,9:06.0,Defensive rebound by K. Irving,,66,49
260,3,8:49.0,K. Love makes 2-pt hook shot from 5 ft (assist by L. James),,68,49
261,3,8:38.0,,Shooting foul by K. Love (drawn by T. Mozgov),68,49
262,3,8:38.0,,T. Mozgov makes free throw 1 of 2,68,50
263,3,8:38.0,,R. Foye enters the game for W. Chandler,68,50
264,3,8:38.0,,T. Mozgov misses free throw 2 of 2,68,50
265,3,8:36.0,Defensive rebound by A. Varejão,,68,50
266,3,8:24.0,A. Varejão makes 2-pt layup from 1 ft (assist by K. Irving),,70,50
267,3,8:01.0,,N. Robinson misses 3-pt jump shot from 27 ft,70,50
268,3,8:00.0,Defensive rebound by S. Marion,,70,50
269,3,7:38.0,S. Marion misses 2-pt dunk at rim (block by K. Faried),,70,50
270,3,7:34.0,,Defensive rebound by R. Foye,70,50
271,3,7:31.0,,N. Robinson makes 2-pt layup from 1 ft (assist by R. Foye),70,52
272,3,7:21.0,Turnover by K. Irving (bad pass; steal by N. Robinson),,70,52
273,3,7:17.0,,K. Faried makes 2-pt dunk at rim (assist by N. Robinson),70,54
274,3,7:17.0,Cleveland full timeout,,70,54
275,3,7:04.0,K. Love makes 2-pt layup from 1 ft (assist by A. Varejão),,72,54
276,3,6:39.0,,T. Mozgov makes 2-pt layup at rim (assist by R. Foye),72,56
277,3,6:23.0,Def 3 sec tech foul by K. Faried,,72,56
278,3,6:23.0,L. James makes technical free throw,,73,56
279,3,6:10.0,L. James misses 2-pt jump shot from 20 ft,,73,56
280,3,6:08.0,,Defensive rebound by T. Mozgov,73,56
281,3,5:46.0,,N. Robinson misses 2-pt jump shot from 5 ft,73,56
282,3,5:44.0,Defensive rebound by K. Love,,73,56
283,3,5:37.0,K. Irving makes 2-pt layup from 1 ft,,75,56
284,3,5:19.0,,K. Faried makes 2-pt jump shot from 4 ft (assist by R. Foye),75,58
285,3,5:05.0,Shooting foul by K. Faried (drawn by K. Love),,75,58
286,3,5:05.0,K. Love makes free throw 1 of 2,,76,58
287,3,5:05.0,D. Waiters enters the game for K. Irving,,76,58
288,3,5:05.0,,D. Gallinari enters the game for N. Robinson,76,58
289,3,5:05.0,K. Love makes free throw 2 of 2,,77,58
290,3,4:53.0,,Turnover by K. Faried (bad pass; steal by A. Varejão),77,58
291,3,4:45.0,D. Waiters misses 2-pt layup from 2 ft,,77,58
292,3,4:44.0,Offensive rebound by K. Love,,77,58
293,3,4:44.0,K. Love misses 2-pt tip-in at rim,,77,58
294,3,4:41.0,,Defensive rebound by K. Faried,77,58
295,3,4:35.0,Violation by K. Love (kicked ball),,77,58
296,3,4:35.0,M. Miller enters the game for S. Marion,,77,58
297,3,4:35.0,,J. Nurkić enters the game for K. Faried,77,58
298,3,4:35.0,T. Thompson enters the game for A. Varejão,,77,58
299,3,4:20.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by R. Foye),77,60
300,3,4:01.0,D. Waiters misses 2-pt jump shot from 20 ft,,77,60
301,3,4:00.0,,Defensive rebound by A. Afflalo,77,60
302,3,3:48.0,,R. Foye misses 3-pt jump shot from 27 ft,77,60
303,3,3:46.0,,Offensive rebound by D. Gallinari,77,60
304,3,3:39.0,,Shooting foul by T. Thompson (drawn by R. Foye),77,60
305,3,3:39.0,,R. Foye makes free throw 1 of 2,77,61
306,3,3:39.0,,R. Foye misses free throw 2 of 2,77,61
307,3,3:36.0,Defensive rebound by K. Love,,77,61
308,3,3:23.0,Turnover by L. James (bad pass; steal by A. Afflalo),,77,61
309,3,3:19.0,,Turnover by R. Foye (lost ball),77,61
310,3,3:16.0,L. James makes 2-pt jump shot from 5 ft,,79,61
311,3,3:16.0,Shooting foul by D. Gallinari (drawn by L. James),,79,61
312,3,3:16.0,L. James makes free throw 1 of 1,,80,61
313,3,2:57.0,,T. Mozgov misses 2-pt jump shot from 16 ft,80,61
314,3,2:55.0,Defensive rebound by T. Thompson,,80,61
315,3,2:47.0,L. James makes 2-pt jump shot from 4 ft,,82,61
316,3,2:39.0,,R. Foye misses 2-pt jump shot from 18 ft,82,61
317,3,2:37.0,Defensive rebound by T. Thompson,,82,61
318,3,2:29.0,K. Love misses 3-pt jump shot from 23 ft,,82,61
319,3,2:27.0,,Defensive rebound by D. Gallinari,82,61
320,3,2:17.0,,D. Gallinari makes 2-pt layup at rim,82,63
321,3,1:57.0,Shooting foul by R. Foye (drawn by T. Thompson),,82,63
322,3,1:57.0,,Denver full timeout,82,63
323,3,1:57.0,K. Irving enters the game for L. James,,82,63
324,3,1:57.0,S. Marion enters the game for K. Love,,82,63
325,3,1:57.0,,A. Gee enters the game for A. Afflalo,82,63
326,3,1:57.0,T. Thompson misses free throw 1 of 2,,82,63
327,3,1:57.0,Offensive rebound by Team,,82,63
328,3,1:57.0,,E. Green enters the game for T. Mozgov,82,63
329,3,1:57.0,T. Thompson makes free throw 2 of 2,,83,63
330,3,1:37.0,,R. Foye misses 2-pt jump shot from 4 ft,83,63
331,3,1:35.0,Defensive rebound by T. Thompson,,83,63
332,3,1:29.0,K. Irving misses 2-pt layup from 1 ft,,83,63
333,3,1:27.0,,Defensive rebound by R. Foye,83,63
334,3,1:11.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Gallinari),83,65
335,3,0:45.0,Personal foul by E. Green (drawn by D. Waiters),,83,65
336,3,0:45.0,D. Waiters makes free throw 1 of 2,,84,65
337,3,0:45.0,D. Waiters makes free throw 2 of 2,,85,65
338,3,0:39.0,,R. Foye makes 3-pt jump shot from 24 ft (assist by A. Gee),85,68
339,3,0:23.0,D. Waiters misses 2-pt jump shot from 6 ft,,85,68
340,3,0:21.0,,Defensive rebound by A. Gee,85,68
341,3,0:17.0,,R. Foye makes 3-pt jump shot from 24 ft (assist by A. Gee),85,71
342,3,0:01.0,K. Irving misses 2-pt jump shot from 3 ft,,85,71
343,3,0:00.0,,Defensive rebound by Team,85,71
344,4,11:42.0,,E. Green makes 2-pt jump shot from 21 ft (assist by D. Gallinari),85,73
345,4,11:25.0,M. Miller makes 3-pt jump shot from 24 ft (assist by D. Waiters),,88,73
346,4,11:18.0,,Shooting foul by S. Marion (drawn by A. Gee),88,73
347,4,11:18.0,,A. Gee misses free throw 1 of 2,88,73
348,4,11:18.0,,Offensive rebound by Team,88,73
349,4,11:18.0,,A. Gee makes free throw 2 of 2,88,74
350,4,10:57.0,K. Irving misses 2-pt layup at rim,,88,74
351,4,10:56.0,Offensive rebound by S. Marion,,88,74
352,4,10:52.0,M. Miller misses 3-pt jump shot from 25 ft,,88,74
353,4,10:51.0,,Defensive rebound by J. Nurkić,88,74
354,4,10:39.0,,A. Gee makes 2-pt layup from 2 ft (assist by E. Green),88,76
355,4,10:39.0,,Shooting foul by M. Miller (drawn by A. Gee),88,76
356,4,10:39.0,L. James enters the game for S. Marion,,88,76
357,4,10:39.0,K. Love enters the game for D. Waiters,,88,76
358,4,10:39.0,,A. Gee makes free throw 1 of 1,88,77
359,4,10:18.0,Turnover by T. Thompson (lost ball; steal by J. Nurkić),,88,77
360,4,10:17.0,,Personal block foul by M. Miller (drawn by R. Foye),88,77
361,4,10:08.0,,J. Nurkić makes 2-pt jump shot from 3 ft (assist by R. Foye),88,79
362,4,9:41.0,Turnover by Team (shot clock),,88,79
363,4,9:30.0,,Turnover by J. Nurkić (offensive goaltending),88,79
364,4,9:30.0,Cleveland full timeout,,88,79
365,4,9:30.0,A. Varejão enters the game for T. Thompson,,88,79
366,4,9:13.0,L. James makes 2-pt jump shot from 16 ft (assist by M. Miller),,90,79
367,4,8:58.0,,D. Gallinari misses 2-pt jump shot from 6 ft,90,79
368,4,8:56.0,Defensive rebound by L. James,,90,79
369,4,8:41.0,L. James makes 2-pt layup from 1 ft,,92,79
370,4,8:23.0,,E. Green makes 2-pt jump shot from 21 ft,92,81
371,4,7:59.0,L. James misses 2-pt jump shot from 17 ft,,92,81
372,4,7:58.0,Offensive rebound by A. Varejão,,92,81
373,4,7:54.0,K. Love misses 3-pt jump shot from 22 ft,,92,81
374,4,7:53.0,,Defensive rebound by E. Green,92,81
375,4,7:46.0,,E. Green makes 2-pt jump shot from 15 ft (assist by R. Foye),92,83
376,4,7:28.0,,W. Chandler enters the game for D. Gallinari,92,83
377,4,7:18.0,K. Irving makes 2-pt layup from 1 ft (assist by A. Varejão),,94,83
378,4,7:00.0,,R. Foye makes 3-pt jump shot from 24 ft,94,86
379,4,6:41.0,K. Love makes 2-pt layup from 2 ft (assist by K. Irving),,96,86
380,4,6:25.0,,R. Foye misses 3-pt jump shot from 27 ft,96,86
381,4,6:23.0,Defensive rebound by A. Varejão,,96,86
382,4,6:18.0,M. Miller misses 3-pt jump shot from 25 ft,,96,86
383,4,6:16.0,,Defensive rebound by W. Chandler,96,86
384,4,6:12.0,,Denver full timeout,96,86
385,4,6:12.0,D. Waiters enters the game for M. Miller,,96,86
386,4,6:02.0,,R. Foye makes 2-pt layup from 2 ft (assist by W. Chandler),96,88
387,4,5:50.0,Offensive foul by K. Love (drawn by W. Chandler),,96,88
388,4,5:50.0,Turnover by K. Love (offensive foul),,96,88
389,4,5:32.0,,W. Chandler misses 3-pt jump shot from 25 ft,96,88
390,4,5:30.0,Defensive rebound by K. Love,,96,88
391,4,5:22.0,Shooting foul by J. Nurkić (drawn by K. Love),,96,88
392,4,5:22.0,K. Love makes free throw 1 of 2,,97,88
393,4,5:22.0,,A. Afflalo enters the game for E. Green,97,88
394,4,5:22.0,S. Marion enters the game for A. Varejão,,97,88
395,4,5:22.0,K. Love makes free throw 2 of 2,,98,88
