,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:47.0,,D. Rose makes 2-pt jump shot from 6 ft,0,2
1,1,11:30.0,J. Green misses 2-pt jump shot from 20 ft,,0,2
2,1,11:29.0,,Defensive rebound by P. Gasol,0,2
3,1,11:20.0,,P. Gasol misses 2-pt jump shot from 20 ft,0,2
4,1,11:19.0,Defensive rebound by J. Green,,0,2
5,1,11:11.0,J. Sullinger misses 3-pt jump shot from 25 ft,,0,2
6,1,11:10.0,,Defensive rebound by N. Mirotić,0,2
7,1,10:54.0,,J. Noah misses 2-pt jump shot from 6 ft (block by J. Sullinger),0,2
8,1,10:52.0,Defensive rebound by J. Sullinger,,0,2
9,1,10:48.0,T. Zeller misses 2-pt layup from 2 ft,,0,2
10,1,10:47.0,,Defensive rebound by P. Gasol,0,2
11,1,10:32.0,,D. Rose misses 3-pt jump shot from 25 ft,0,2
12,1,10:31.0,Defensive rebound by J. Green,,0,2
13,1,10:26.0,A. Bradley makes 2-pt layup from 1 ft (assist by J. Green),,2,2
14,1,10:05.0,,Shooting foul by T. Zeller (drawn by J. Noah),2,2
15,1,10:05.0,,J. Noah misses free throw 1 of 2,2,2
16,1,10:05.0,,Offensive rebound by Team,2,2
17,1,10:05.0,,J. Noah makes free throw 2 of 2,2,3
18,1,9:50.0,J. Green makes 2-pt jump shot from 16 ft (assist by J. Sullinger),,4,3
19,1,9:33.0,,Turnover by P. Gasol (lost ball; steal by T. Zeller),4,3
20,1,9:29.0,Turnover by J. Green (lost ball; steal by J. Noah),,4,3
21,1,9:25.0,,Turnover by J. Noah (bad pass),4,3
22,1,9:11.0,J. Sullinger misses 2-pt jump shot from 22 ft,,4,3
23,1,9:10.0,,Defensive rebound by J. Noah,4,3
24,1,9:04.0,,Shooting foul by T. Zeller (drawn by P. Gasol),4,3
25,1,9:04.0,,P. Gasol makes free throw 1 of 2,4,4
26,1,9:04.0,B. Wright enters the game for T. Zeller,,4,4
27,1,9:04.0,,P. Gasol makes free throw 2 of 2,4,5
28,1,8:54.0,A. Bradley makes 2-pt jump shot from 18 ft (assist by B. Wright),,6,5
29,1,8:49.0,,Turnover by D. Rose (bad pass),6,5
30,1,8:38.0,Turnover by A. Bradley (bad pass),,6,5
31,1,8:25.0,,J. Noah misses 2-pt jump shot from 19 ft,6,5
32,1,8:24.0,Defensive rebound by J. Sullinger,,6,5
33,1,8:12.0,Turnover by E. Turner (bad pass; steal by J. Noah),,6,5
34,1,8:03.0,,N. Mirotić misses 3-pt jump shot from 26 ft,6,5
35,1,8:01.0,Defensive rebound by J. Sullinger,,6,5
36,1,7:58.0,J. Green makes 2-pt jump shot from 5 ft,,8,5
37,1,7:58.0,Shooting foul by N. Mirotić (drawn by J. Green),,8,5
38,1,7:58.0,J. Green makes free throw 1 of 1,,9,5
39,1,7:36.0,,Turnover by P. Gasol (lost ball; steal by J. Sullinger),9,5
40,1,7:34.0,Turnover by J. Green (traveling),,9,5
41,1,7:22.0,,K. Hinrich misses 3-pt jump shot from 22 ft,9,5
42,1,7:21.0,Defensive rebound by Team,,9,5
43,1,7:10.0,E. Turner makes 2-pt jump shot from 19 ft (assist by B. Wright),,11,5
44,1,6:54.0,,Turnover by J. Noah (offensive goaltending),11,5
45,1,6:35.0,Turnover by B. Wright (bad pass),,11,5
46,1,6:32.0,,K. Hinrich misses 3-pt jump shot from 22 ft,11,5
47,1,6:31.0,Defensive rebound by J. Green,,11,5
48,1,6:22.0,Turnover by A. Bradley (lost ball),,11,5
49,1,6:10.0,,D. Rose misses 2-pt jump shot from 18 ft,11,5
50,1,6:09.0,,Offensive rebound by J. Noah,11,5
51,1,6:03.0,,K. Hinrich makes 2-pt jump shot from 20 ft,11,7
