,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DENVER_ACTION,MEMPHIS_SCORE,DENVER_SCORE
387,4,3:06.0,J. Adams misses 2-pt layup from 1 ft,,78,105
388,4,3:04.0,,Defensive rebound by T. Mozgov,78,105
389,4,2:54.0,,J. Hickson makes 2-pt dunk at rim (assist by T. Mozgov),78,107
390,4,2:42.0,,Denver full timeout,78,107
391,4,2:32.0,Personal foul by G. Harris (drawn by J. Adams),,78,107
392,4,2:32.0,J. Adams makes free throw 1 of 2,,79,107
393,4,2:32.0,J. Adams misses free throw 2 of 2,,79,107
394,4,2:31.0,,Defensive rebound by T. Mozgov,79,107
395,4,2:17.0,,Shooting foul by J. Stokes (drawn by J. Hickson),79,107
396,4,2:17.0,,J. Hickson makes free throw 1 of 2,79,108
397,4,2:17.0,,J. Hickson misses free throw 2 of 2,79,108
398,4,2:15.0,Defensive rebound by J. Adams,,79,108
399,4,2:03.0,Shooting foul by T. Mozgov (drawn by J. Stokes),,79,108
400,4,2:03.0,J. Stokes makes free throw 1 of 2,,80,108
401,4,2:03.0,J. Stokes makes free throw 2 of 2,,81,108
402,4,1:43.0,,E. Green makes 2-pt jump shot from 19 ft (assist by G. Harris),81,110
403,4,1:34.0,J. Adams makes 2-pt jump shot from 6 ft,,83,110
404,4,1:22.0,,E. Green misses 2-pt layup from 2 ft,83,110
405,4,1:22.0,,Offensive rebound by J. Hickson,83,110
406,4,1:22.0,,J. Hickson makes 2-pt tip-in from 1 ft,83,112
407,4,1:10.0,N. Calathes misses 2-pt layup at rim,,83,112
408,4,1:09.0,,Defensive rebound by A. Gee,83,112
409,4,1:02.0,,E. Green misses 3-pt jump shot from 23 ft,83,112
410,4,1:01.0,Defensive rebound by J. Leuer,,83,112
411,4,0:43.0,Q. Pondexter misses 3-pt jump shot from 24 ft,,83,112
412,4,0:42.0,,Defensive rebound by A. Gee,83,112
413,4,0:23.0,,Personal foul by J. Stokes (drawn by T. Mozgov),83,112
414,4,0:23.0,K. Koufos enters the game for J. Stokes,,83,112
415,4,0:23.0,,T. Mozgov makes free throw 1 of 2,83,113
416,4,0:23.0,,T. Mozgov makes free throw 2 of 2,83,114
417,4,0:10.0,J. Leuer makes 2-pt layup at rim (assist by K. Koufos),,85,114
