,QUARTER,TIME_REMAINING,ORLANDO_ACTION,WASHINGTON_ACTION,ORLANDO_SCORE,WASHINGTON_SCORE
0,1,11:44.0,,N. Hilário misses 2-pt jump shot from 14 ft,0,0
1,1,11:43.0,,Offensive rebound by P. Pierce,0,0
2,1,11:34.0,,J. Wall misses 2-pt jump shot from 18 ft,0,0
3,1,11:33.0,,Offensive rebound by J. Wall,0,0
4,1,11:29.0,,P. Pierce misses 3-pt jump shot from 24 ft,0,0
5,1,11:28.0,Defensive rebound by C. Frye,,0,0
6,1,11:08.0,T. Harris makes 2-pt layup from 1 ft,,2,0
7,1,10:52.0,,M. Gortat misses 2-pt jump shot from 7 ft,2,0
8,1,10:51.0,Defensive rebound by N. Vučević,,2,0
9,1,10:41.0,V. Oladipo misses 2-pt jump shot from 14 ft,,2,0
10,1,10:40.0,,Defensive rebound by M. Gortat,2,0
11,1,10:26.0,,G. Temple misses 3-pt jump shot from 24 ft,2,0
12,1,10:25.0,Defensive rebound by V. Oladipo,,2,0
13,1,10:16.0,V. Oladipo misses 2-pt layup from 2 ft (block by N. Hilário),,2,0
14,1,10:14.0,,Defensive rebound by M. Gortat,2,0
15,1,10:09.0,,J. Wall makes 2-pt layup from 1 ft (assist by P. Pierce),2,2
16,1,9:43.0,C. Frye misses 3-pt jump shot from 22 ft,,2,2
17,1,9:42.0,,Defensive rebound by J. Wall,2,2
18,1,9:34.0,,N. Hilário makes 2-pt jump shot from 15 ft (assist by J. Wall),2,4
19,1,9:14.0,V. Oladipo misses 3-pt jump shot from 23 ft,,2,4
20,1,9:12.0,,Defensive rebound by G. Temple,2,4
21,1,9:06.0,,M. Gortat makes 2-pt jump shot from 15 ft (assist by G. Temple),2,6
22,1,8:48.0,N. Vučević misses 2-pt jump shot from 20 ft,,2,6
23,1,8:47.0,,Defensive rebound by P. Pierce,2,6
24,1,8:41.0,,Turnover by J. Wall (lost ball; steal by T. Harris),2,6
25,1,8:31.0,C. Frye makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,5,6
26,1,8:06.0,,Shooting foul by V. Oladipo (drawn by J. Wall),5,6
27,1,8:06.0,,J. Wall makes free throw 1 of 2,5,7
28,1,8:06.0,,J. Wall misses free throw 2 of 2,5,7
29,1,8:05.0,,Offensive rebound by M. Gortat,5,7
30,1,7:59.0,,J. Wall makes 2-pt jump shot from 17 ft (assist by G. Temple),5,9
31,1,7:44.0,Personal foul by J. Wall (drawn by E. Fournier),,5,9
32,1,7:36.0,T. Harris makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,7,9
33,1,7:25.0,,J. Wall makes 2-pt jump shot from 17 ft,7,11
34,1,7:08.0,E. Fournier misses 2-pt jump shot from 15 ft,,7,11
35,1,7:06.0,,Defensive rebound by P. Pierce,7,11
36,1,7:05.0,,Turnover by P. Pierce (bad pass; steal by V. Oladipo),7,11
37,1,7:03.0,Turnover by V. Oladipo (bad pass),,7,11
38,1,6:56.0,,N. Hilário makes 2-pt layup at rim (assist by J. Wall),7,13
39,1,6:49.0,Orlando full timeout,,7,13
40,1,6:42.0,N. Vučević misses 2-pt jump shot from 17 ft,,7,13
41,1,6:41.0,,Defensive rebound by M. Gortat,7,13
42,1,6:25.0,,J. Wall misses 2-pt jump shot from 18 ft,7,13
43,1,6:23.0,Defensive rebound by N. Vučević,,7,13
44,1,6:11.0,T. Harris makes 2-pt jump shot from 17 ft,,9,13
45,1,5:53.0,,M. Gortat misses 2-pt jump shot from 16 ft,9,13
46,1,5:52.0,Defensive rebound by T. Harris,,9,13
47,1,5:38.0,E. Fournier misses 3-pt jump shot from 25 ft,,9,13
48,1,5:37.0,,Defensive rebound by J. Wall,9,13
49,1,5:31.0,,P. Pierce makes 2-pt layup from 2 ft (assist by G. Temple),9,15
50,1,5:08.0,E. Fournier misses 2-pt layup from 1 ft,,9,15
51,1,5:07.0,,Defensive rebound by P. Pierce,9,15
52,1,4:57.0,,M. Gortat makes 2-pt layup from 1 ft (assist by P. Pierce),9,17
53,1,4:39.0,C. Frye makes 2-pt jump shot from 17 ft (assist by E. Fournier),,11,17
54,1,4:31.0,,Shooting foul by N. Vučević (drawn by P. Pierce),11,17
55,1,4:31.0,,P. Pierce makes free throw 1 of 2,11,18
