,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DETROIT_ACTION,PORTLAND_SCORE,DETROIT_SCORE
383,4,1:38.0,,C. Butler misses 2-pt jump shot from 6 ft,96,86
384,4,1:37.0,Defensive rebound by L. Aldridge,,96,86
385,4,1:24.0,D. Lillard makes 2-pt layup at rim,,98,86
386,4,1:24.0,,Detroit full timeout,98,86
387,4,1:16.0,,J. Jerebko misses 2-pt jump shot from 14 ft,98,86
388,4,1:15.0,Defensive rebound by W. Matthews,,98,86
389,4,1:00.0,W. Matthews misses 3-pt jump shot from 25 ft,,98,86
390,4,1:00.0,,Defensive rebound by D. Augustin,98,86
391,4,0:54.0,,C. Butler misses 3-pt jump shot from 26 ft,98,86
392,4,0:53.0,,Offensive rebound by J. Jerebko,98,86
393,4,0:47.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,98,86
394,4,0:46.0,,Offensive rebound by C. Butler,98,86
395,4,0:40.0,,J. Jerebko misses 3-pt jump shot from 26 ft,98,86
396,4,0:39.0,Defensive rebound by N. Batum,,98,86
397,4,0:19.0,D. Lillard misses 3-pt jump shot from 24 ft,,98,86
398,4,0:18.0,,Defensive rebound by G. Monroe,98,86
399,4,0:10.0,,C. Butler misses 3-pt jump shot from 27 ft,98,86
400,4,0:09.0,Defensive rebound by L. Aldridge,,98,86
