,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
0,1,11:38.0,,T. Duncan misses 2-pt layup from 2 ft,0,0
1,1,11:37.0,Defensive rebound by K. Martin,,0,0
2,1,11:24.0,Turnover by G. Dieng (bad pass; steal by T. Parker),,0,0
3,1,11:14.0,,T. Parker makes 2-pt jump shot from 6 ft,0,2
4,1,11:02.0,Turnover by A. Wiggins (lost ball; steal by K. Leonard),,0,2
5,1,10:55.0,,K. Leonard misses 2-pt jump shot from 20 ft,0,2
6,1,10:54.0,Defensive rebound by G. Dieng,,0,2
7,1,10:42.0,Z. LaVine misses 2-pt jump shot from 18 ft,,0,2
8,1,10:41.0,,Defensive rebound by T. Duncan,0,2
9,1,10:25.0,,K. Leonard misses 2-pt jump shot from 11 ft,0,2
10,1,10:24.0,Defensive rebound by G. Dieng,,0,2
11,1,10:16.0,Turnover by K. Martin (lost ball),,0,2
12,1,10:06.0,,T. Parker makes 2-pt layup from 1 ft (assist by T. Duncan),0,4
13,1,9:41.0,G. Dieng misses 2-pt jump shot from 5 ft (block by T. Splitter),,0,4
14,1,9:39.0,,Defensive rebound by T. Splitter,0,4
15,1,9:34.0,,Shooting block foul by K. Martin (drawn by T. Duncan),0,4
16,1,9:34.0,,T. Duncan makes free throw 1 of 2,0,5
17,1,9:34.0,,T. Duncan makes free throw 2 of 2,0,6
18,1,9:21.0,K. Martin makes 2-pt jump shot from 12 ft,,2,6
19,1,9:02.0,,D. Green makes 2-pt jump shot from 14 ft,2,8
20,1,8:51.0,Shooting foul by D. Green (drawn by K. Martin),,2,8
21,1,8:51.0,K. Martin makes free throw 1 of 2,,3,8
22,1,8:51.0,,M. Belinelli enters the game for D. Green,3,8
23,1,8:51.0,K. Martin makes free throw 2 of 2,,4,8
24,1,8:35.0,,T. Parker makes 2-pt jump shot from 17 ft (assist by T. Duncan),4,10
25,1,8:18.0,G. Dieng makes 2-pt jump shot from 18 ft (assist by Z. LaVine),,6,10
26,1,8:09.0,,San Antonio full timeout,6,10
27,1,7:58.0,,Personal foul by G. Dieng (drawn by T. Duncan),6,10
28,1,7:48.0,,Turnover by M. Belinelli (bad pass),6,10
29,1,7:39.0,Shooting foul by K. Leonard (drawn by A. Wiggins),,6,10
30,1,7:39.0,A. Wiggins makes free throw 1 of 2,,7,10
31,1,7:39.0,,M. Ginóbili enters the game for K. Leonard,7,10
32,1,7:39.0,A. Wiggins makes free throw 2 of 2,,8,10
33,1,7:20.0,,Turnover by M. Belinelli (bad pass; steal by J. Hamilton),8,10
34,1,7:13.0,K. Martin misses 2-pt jump shot from 9 ft,,8,10
35,1,7:12.0,Offensive rebound by J. Hamilton,,8,10
36,1,7:08.0,A. Wiggins makes 2-pt dunk at rim (assist by K. Martin),,10,10
37,1,6:46.0,,T. Splitter makes 2-pt dunk at rim (assist by M. Ginóbili),10,12
