,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW YORK_ACTION,GOLDEN STATE_SCORE,NEW YORK_SCORE
44,1,6:08.0,Shooting foul by L. Amundson (drawn by H. Barnes),,12,10
45,1,6:08.0,H. Barnes makes free throw 1 of 2,,13,10
46,1,6:08.0,H. Barnes makes free throw 2 of 2,,14,10
47,1,5:50.0,,L. Amundson misses 2-pt layup from 1 ft (block by A. Bogut),14,10
48,1,5:49.0,Defensive rebound by D. Green,,14,10
49,1,5:41.0,S. Curry misses 2-pt jump shot from 22 ft,,14,10
50,1,5:40.0,,Defensive rebound by L. Amundson,14,10
51,1,5:33.0,,Turnover by J. Calderón (bad pass; steal by H. Barnes),14,10
52,1,5:31.0,Personal foul by L. Amundson (drawn by H. Barnes),,14,10
53,1,5:31.0,,A. Stoudemire enters the game for L. Amundson,14,10
54,1,5:31.0,,T. Hardaway enters the game for J. Calderón,14,10
55,1,5:18.0,K. Thompson misses 2-pt layup at rim,,14,10
56,1,5:17.0,,Defensive rebound by T. Hardaway,14,10
57,1,5:00.0,D. Lee enters the game for A. Bogut,,14,10
58,1,4:55.0,,L. Galloway misses 2-pt jump shot from 4 ft (block by D. Green),14,10
59,1,4:54.0,,Offensive rebound by Team,14,10
60,1,4:53.0,,Turnover by Team (shot clock),14,10
61,1,4:39.0,D. Green makes 3-pt jump shot from 25 ft (assist by H. Barnes),,17,10
62,1,4:21.0,,T. Hardaway misses 3-pt jump shot from 25 ft,17,10
63,1,4:20.0,Defensive rebound by D. Lee,,17,10
64,1,4:06.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,20,10
65,1,3:51.0,,L. Galloway makes 2-pt layup at rim (assist by A. Stoudemire),20,12
66,1,3:43.0,Personal foul by L. Galloway (drawn by S. Curry),,20,12
67,1,3:43.0,S. Livingston enters the game for S. Curry,,20,12
68,1,3:43.0,,S. Larkin enters the game for L. Galloway,20,12
69,1,3:28.0,D. Green makes 3-pt jump shot from 25 ft (assist by D. Lee),,23,12
70,1,3:05.0,,A. Stoudemire makes 2-pt hook shot from 3 ft,23,14
71,1,3:05.0,,Shooting foul by D. Lee (drawn by A. Stoudemire),23,14
72,1,3:05.0,A. Iguodala enters the game for H. Barnes,,23,14
73,1,3:05.0,,Q. Acy enters the game for J. Smith,23,14
74,1,3:05.0,,A. Stoudemire makes free throw 1 of 1,23,15
75,1,2:48.0,K. Thompson misses 2-pt layup from 2 ft,,23,15
76,1,2:47.0,,Defensive rebound by T. Hardaway,23,15
77,1,2:27.0,,Q. Acy makes 2-pt jump shot from 22 ft (assist by S. Larkin),23,17
78,1,2:23.0,Golden State full timeout,,23,17
79,1,2:23.0,,T. Wear enters the game for L. Thomas,23,17
80,1,2:07.0,D. Lee makes 2-pt layup from 1 ft (assist by S. Livingston),,25,17
81,1,2:07.0,Shooting foul by T. Wear (drawn by D. Lee),,25,17
82,1,2:07.0,D. Lee makes free throw 1 of 1,,26,17
83,1,1:51.0,,A. Stoudemire misses 2-pt jump shot from 11 ft,26,17
84,1,1:50.0,Defensive rebound by D. Green,,26,17
85,1,1:28.0,S. Livingston makes 2-pt jump shot from 9 ft,,28,17
86,1,1:09.0,,Q. Acy misses 2-pt jump shot from 20 ft,28,17
87,1,1:08.0,Defensive rebound by K. Thompson,,28,17
88,1,0:57.0,Personal foul by T. Hardaway (drawn by D. Lee),,28,17
89,1,0:57.0,D. Lee makes free throw 1 of 2,,29,17
90,1,0:57.0,M. Speights enters the game for D. Green,,29,17
91,1,0:57.0,D. Lee makes free throw 2 of 2,,30,17
92,1,0:34.0,,A. Stoudemire misses 2-pt jump shot from 6 ft (block by A. Iguodala),30,17
93,1,0:33.0,Defensive rebound by D. Lee,,30,17
94,1,0:29.0,K. Thompson misses 3-pt jump shot from 25 ft,,30,17
95,1,0:27.0,Offensive rebound by K. Thompson,,30,17
96,1,0:25.0,M. Speights makes 2-pt jump shot from 8 ft (assist by K. Thompson),,32,17
97,1,0:04.0,,S. Larkin misses 3-pt jump shot from 24 ft,32,17
98,1,0:02.0,,Offensive rebound by A. Stoudemire,32,17
99,1,0:01.0,,A. Stoudemire makes 2-pt layup from 1 ft,32,19
100,2,11:42.0,S. Livingston misses 2-pt jump shot from 9 ft,,32,19
101,2,11:41.0,Offensive rebound by D. Lee,,32,19
102,2,11:38.0,Shooting foul by C. Aldrich (drawn by D. Lee),,32,19
103,2,11:38.0,D. Lee makes free throw 1 of 2,,33,19
104,2,11:38.0,D. Lee makes free throw 2 of 2,,34,19
105,2,11:23.0,,Personal foul by L. Barbosa (drawn by S. Larkin),34,19
106,2,11:15.0,,T. Hardaway misses 2-pt jump shot from 11 ft,34,19
107,2,11:14.0,,Offensive rebound by C. Aldrich,34,19
108,2,11:14.0,,C. Aldrich misses 2-pt tip-in from 1 ft,34,19
109,2,11:13.0,,Offensive rebound by C. Aldrich,34,19
110,2,11:04.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by C. Early),34,22
111,2,10:50.0,M. Speights misses 2-pt jump shot from 20 ft,,34,22
112,2,10:49.0,,Defensive rebound by T. Hardaway,34,22
113,2,10:42.0,,Turnover by T. Hardaway (traveling),34,22
114,2,10:27.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by D. Lee),,37,22
115,2,10:18.0,,Turnover by S. Larkin (bad pass; steal by A. Iguodala),37,22
116,2,10:13.0,A. Iguodala makes 2-pt dunk at rim,,39,22
117,2,10:12.0,,New York full timeout,39,22
118,2,10:01.0,,Personal foul by S. Livingston (drawn by T. Hardaway),39,22
119,2,9:56.0,,Turnover by T. Hardaway (lost ball; steal by S. Livingston),39,22
120,2,9:49.0,Offensive foul by M. Speights (drawn by T. Hardaway),,39,22
121,2,9:49.0,Turnover by M. Speights (offensive foul),,39,22
122,2,9:34.0,,T. Hardaway misses 2-pt jump shot from 19 ft,39,22
123,2,9:33.0,,Offensive rebound by Q. Acy,39,22
124,2,9:18.0,,Q. Acy misses 2-pt layup from 2 ft,39,22
125,2,9:17.0,Defensive rebound by M. Speights,,39,22
126,2,9:00.0,D. Lee makes 2-pt jump shot from 4 ft,,41,22
127,2,9:00.0,Shooting foul by Q. Acy (drawn by D. Lee),,41,22
128,2,9:00.0,,J. Calderón enters the game for S. Larkin,41,22
129,2,9:00.0,,J. Smith enters the game for Q. Acy,41,22
130,2,9:00.0,,L. Thomas enters the game for C. Early,41,22
131,2,9:00.0,D. Lee makes free throw 1 of 1,,42,22
132,2,8:37.0,,Turnover by J. Calderón (bad pass; steal by S. Livingston),42,22
133,2,8:32.0,Turnover by A. Iguodala (lost ball; steal by J. Calderón),,42,22
134,2,8:24.0,,T. Hardaway misses 2-pt jump shot from 3 ft,42,22
135,2,8:23.0,Defensive rebound by A. Iguodala,,42,22
136,2,8:19.0,Turnover by L. Barbosa (bad pass; steal by T. Hardaway),,42,22
137,2,8:17.0,,Personal foul by D. Lee (drawn by T. Hardaway),42,22
138,2,8:10.0,,L. Galloway enters the game for T. Hardaway,42,22
139,2,8:04.0,,C. Aldrich misses 2-pt hook shot from 5 ft,42,22
140,2,8:03.0,Defensive rebound by D. Lee,,42,22
141,2,7:49.0,M. Speights misses 2-pt jump shot from 4 ft,,42,22
142,2,7:48.0,,Defensive rebound by J. Smith,42,22
143,2,7:39.0,,C. Aldrich makes 2-pt layup from 1 ft (assist by L. Galloway),42,24
144,2,7:16.0,L. Barbosa misses 3-pt jump shot from 24 ft,,42,24
145,2,7:15.0,,Defensive rebound by J. Smith,42,24
146,2,7:03.0,,J. Calderón makes 2-pt layup from 1 ft (assist by C. Aldrich),42,26
147,2,7:02.0,Golden State full timeout,,42,26
148,2,7:02.0,D. Green enters the game for D. Lee,,42,26
149,2,7:02.0,S. Curry enters the game for S. Livingston,,42,26
150,2,6:42.0,M. Speights makes 2-pt layup from 3 ft (assist by L. Barbosa),,44,26
151,2,6:29.0,,L. Thomas makes 2-pt jump shot from 16 ft,44,28
152,2,6:08.0,Personal foul by L. Thomas (drawn by A. Iguodala),,44,28
153,2,6:02.0,Shooting foul by C. Aldrich (drawn by M. Speights),,44,28
154,2,6:02.0,M. Speights makes free throw 1 of 2,,45,28
155,2,6:02.0,,L. Amundson enters the game for C. Aldrich,45,28
156,2,6:02.0,M. Speights makes free throw 2 of 2,,46,28
157,2,5:52.0,,Personal foul by L. Barbosa (drawn by J. Calderón),46,28
158,2,5:52.0,K. Thompson enters the game for L. Barbosa,,46,28
159,2,5:47.0,,L. Galloway misses 2-pt layup from 2 ft,46,28
160,2,5:46.0,Defensive rebound by D. Green,,46,28
161,2,5:40.0,D. Green makes 2-pt layup at rim (assist by A. Iguodala),,48,28
162,2,5:40.0,Shooting foul by L. Amundson (drawn by D. Green),,48,28
163,2,5:40.0,,A. Stoudemire enters the game for L. Amundson,48,28
164,2,5:40.0,D. Green makes free throw 1 of 1,,49,28
165,2,5:29.0,,Shooting foul by A. Iguodala (drawn by L. Thomas),49,28
166,2,5:29.0,,L. Thomas makes free throw 1 of 2,49,29
167,2,5:29.0,A. Bogut enters the game for M. Speights,,49,29
168,2,5:29.0,,L. Thomas makes free throw 2 of 2,49,30
169,2,5:13.0,D. Green makes 3-pt jump shot from 26 ft (assist by A. Bogut),,52,30
170,2,4:58.0,,Turnover by A. Stoudemire (lost ball; steal by D. Green),52,30
171,2,4:54.0,H. Barnes enters the game for A. Iguodala,,52,30
172,2,4:54.0,K. Thompson makes flagrant free throw 1 of 2,,53,30
173,2,4:54.0,K. Thompson makes flagrant free throw 2 of 2,,54,30
174,2,4:50.0,Turnover by S. Curry (bad pass),,54,30
175,2,4:34.0,,Turnover by L. Thomas (lost ball; steal by H. Barnes),54,30
176,2,4:31.0,Turnover by H. Barnes (traveling),,54,30
177,2,4:12.0,,J. Smith makes 2-pt layup at rim,54,32
178,2,4:02.0,D. Green misses 3-pt jump shot from 25 ft,,54,32
179,2,4:01.0,,Defensive rebound by J. Calderón,54,32
180,2,3:59.0,,J. Calderón misses flagrant free throw 1 of 2,54,32
181,2,3:59.0,,Offensive rebound by Team,54,32
182,2,3:59.0,,J. Calderón makes flagrant free throw 2 of 2,54,33
183,2,3:43.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by A. Stoudemire),54,36
184,2,3:19.0,D. Green makes 2-pt jump shot from 18 ft (assist by A. Bogut),,56,36
185,2,3:08.0,,A. Stoudemire misses 2-pt jump shot from 7 ft,56,36
186,2,3:07.0,Defensive rebound by D. Green,,56,36
187,2,2:52.0,Turnover by S. Curry (lost ball; steal by L. Galloway),,56,36
188,2,2:40.0,,A. Stoudemire makes 2-pt layup from 1 ft,56,38
189,2,2:40.0,,Shooting foul by A. Bogut (drawn by A. Stoudemire),56,38
190,2,2:40.0,Official timeout,,56,38
191,2,2:40.0,,Q. Acy enters the game for J. Smith,56,38
192,2,2:40.0,,A. Stoudemire makes free throw 1 of 1,56,39
193,2,2:20.0,K. Thompson misses 2-pt layup from 3 ft,,56,39
194,2,2:19.0,,Defensive rebound by A. Stoudemire,56,39
195,2,1:56.0,,J. Calderón makes 3-pt jump shot from 23 ft (assist by Q. Acy),56,42
196,2,1:42.0,S. Curry misses 2-pt layup at rim,,56,42
197,2,1:41.0,Offensive rebound by A. Bogut,,56,42
198,2,1:41.0,A. Bogut misses 2-pt tip-in from 1 ft,,56,42
199,2,1:40.0,,Defensive rebound by Q. Acy,56,42
200,2,1:28.0,,A. Stoudemire makes 2-pt jump shot from 11 ft (assist by J. Calderón),56,44
201,2,1:20.0,Shooting foul by A. Stoudemire (drawn by A. Bogut),,56,44
202,2,1:20.0,A. Bogut makes free throw 1 of 2,,57,44
203,2,1:20.0,A. Bogut misses free throw 2 of 2,,57,44
204,2,1:20.0,,Defensive rebound by Team,57,44
205,2,1:20.0,Loose ball foul by H. Barnes (drawn by A. Stoudemire),,57,44
206,2,1:20.0,,A. Stoudemire makes free throw 1 of 2,57,45
207,2,1:20.0,,A. Stoudemire misses free throw 2 of 2,57,45
208,2,1:19.0,Defensive rebound by D. Green,,57,45
209,2,1:02.0,,Violation by A. Stoudemire (def goaltending),57,45
210,2,1:02.0,D. Green makes 2-pt layup from 2 ft (assist by H. Barnes),,59,45
211,2,0:50.0,,Turnover by A. Stoudemire (lost ball; steal by S. Curry),59,45
212,2,0:44.0,S. Curry makes 2-pt layup from 1 ft,,61,45
213,2,0:23.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by Q. Acy),61,48
214,2,0:05.0,S. Curry makes 3-pt jump shot from 26 ft,,64,48
215,2,0:04.0,,L. Thomas misses 2-pt jump shot from 19 ft,64,48
216,2,0:02.0,Defensive rebound by S. Curry,,64,48
217,2,0:01.0,S. Curry misses 3-pt jump shot from 50 ft,,64,48
218,2,0:00.0,Offensive rebound by Team,,64,48
219,3,11:40.0,H. Barnes makes 2-pt jump shot from 11 ft,,66,48
220,3,11:19.0,,L. Galloway misses 2-pt jump shot from 22 ft,66,48
221,3,11:18.0,Defensive rebound by A. Bogut,,66,48
222,3,11:12.0,D. Green misses 2-pt layup from 1 ft,,66,48
223,3,11:11.0,,Defensive rebound by L. Galloway,66,48
224,3,11:01.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by L. Galloway),66,50
225,3,10:41.0,D. Green makes 2-pt jump shot from 12 ft (assist by A. Bogut),,68,50
226,3,10:23.0,,L. Amundson makes 2-pt hook shot from 4 ft (assist by J. Smith),68,52
227,3,10:05.0,H. Barnes makes 2-pt jump shot from 11 ft,,70,52
228,3,9:55.0,,L. Galloway misses 3-pt jump shot from 24 ft,70,52
229,3,9:54.0,Defensive rebound by A. Bogut,,70,52
230,3,9:47.0,S. Curry misses 3-pt jump shot from 25 ft,,70,52
231,3,9:46.0,,Defensive rebound by J. Calderón,70,52
232,3,9:31.0,,L. Galloway misses 2-pt layup from 2 ft,70,52
233,3,9:30.0,Defensive rebound by H. Barnes,,70,52
234,3,9:26.0,S. Curry makes 2-pt layup at rim (assist by H. Barnes),,72,52
235,3,9:06.0,,Turnover by L. Thomas (lost ball),72,52
236,3,8:56.0,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),,74,52
237,3,8:55.0,,New York full timeout,74,52
238,3,8:55.0,,T. Hardaway enters the game for L. Amundson,74,52
239,3,8:55.0,,S. Larkin enters the game for L. Galloway,74,52
240,3,8:40.0,,Shooting foul by A. Bogut (drawn by J. Smith),74,52
241,3,8:40.0,,J. Smith makes free throw 1 of 2,74,53
242,3,8:40.0,,J. Smith makes free throw 2 of 2,74,54
243,3,8:26.0,Shooting foul by S. Larkin (drawn by S. Curry),,74,54
244,3,8:26.0,S. Curry makes 3-pt jump shot from 26 ft (assist by H. Barnes),,77,54
245,3,8:26.0,S. Curry misses free throw 1 of 1,,77,54
246,3,8:25.0,,Defensive rebound by J. Smith,77,54
247,3,8:07.0,,L. Thomas makes 2-pt jump shot from 19 ft (assist by T. Hardaway),77,56
248,3,7:55.0,Turnover by K. Thompson (bad pass),,77,56
249,3,7:36.0,,J. Calderón makes 3-pt jump shot from 26 ft (assist by J. Smith),77,59
250,3,7:35.0,Golden State full timeout,,77,59
251,3,7:13.0,S. Curry misses 2-pt layup at rim,,77,59
252,3,7:12.0,Offensive rebound by D. Green,,77,59
253,3,7:12.0,D. Green makes 2-pt layup from 1 ft,,79,59
254,3,6:52.0,,L. Thomas misses 2-pt jump shot from 4 ft,79,59
255,3,6:51.0,,Offensive rebound by S. Larkin,79,59
256,3,6:32.0,,Shooting foul by A. Bogut (drawn by J. Smith),79,59
257,3,6:32.0,,J. Smith makes free throw 1 of 2,79,60
258,3,6:32.0,D. Lee enters the game for A. Bogut,,79,60
259,3,6:32.0,,J. Smith makes free throw 2 of 2,79,61
260,3,6:23.0,K. Thompson misses 2-pt jump shot from 16 ft,,79,61
261,3,6:22.0,,Defensive rebound by Team,79,61
262,3,6:07.0,,L. Thomas misses 2-pt jump shot from 15 ft,79,61
263,3,6:06.0,Defensive rebound by D. Lee,,79,61
264,3,5:52.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Lee),,82,61
265,3,5:39.0,,S. Larkin misses 2-pt layup from 2 ft,82,61
266,3,5:38.0,Defensive rebound by D. Lee,,82,61
267,3,5:34.0,Shooting foul by S. Larkin (drawn by K. Thompson),,82,61
268,3,5:34.0,K. Thompson makes free throw 1 of 2,,83,61
269,3,5:34.0,,A. Stoudemire enters the game for J. Smith,83,61
270,3,5:34.0,A. Iguodala enters the game for H. Barnes,,83,61
271,3,5:34.0,K. Thompson makes free throw 2 of 2,,84,61
272,3,5:18.0,,L. Thomas makes 2-pt jump shot from 19 ft (assist by A. Stoudemire),84,63
273,3,4:57.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Lee),,86,63
274,3,4:43.0,,Turnover by A. Stoudemire (lost ball),86,63
275,3,4:43.0,M. Speights enters the game for D. Green,,86,63
276,3,4:31.0,K. Thompson misses 2-pt jump shot from 20 ft,,86,63
277,3,4:30.0,,Defensive rebound by L. Thomas,86,63
278,3,4:12.0,,A. Stoudemire misses 2-pt hook shot from 5 ft,86,63
279,3,4:11.0,Defensive rebound by D. Lee,,86,63
280,3,4:03.0,Shooting foul by T. Hardaway (drawn by S. Curry),,86,63
281,3,4:03.0,S. Curry misses free throw 1 of 2,,86,63
282,3,4:03.0,Offensive rebound by Team,,86,63
283,3,4:03.0,,L. Galloway enters the game for J. Calderón,86,63
284,3,4:03.0,S. Curry makes free throw 2 of 2,,87,63
285,3,3:40.0,,L. Galloway misses 2-pt jump shot from 19 ft,87,63
286,3,3:39.0,,Offensive rebound by A. Stoudemire,87,63
287,3,3:39.0,,A. Stoudemire misses 2-pt tip-in from 1 ft,87,63
288,3,3:38.0,Defensive rebound by D. Lee,,87,63
289,3,3:27.0,K. Thompson misses 2-pt jump shot from 11 ft,,87,63
290,3,3:26.0,Offensive rebound by Team,,87,63
291,3,3:26.0,,Loose ball foul by T. Hardaway (drawn by M. Speights),87,63
292,3,3:26.0,S. Livingston enters the game for S. Curry,,87,63
293,3,3:08.0,K. Thompson makes 2-pt jump shot from 10 ft,,89,63
294,3,2:54.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by S. Larkin),89,65
295,3,2:35.0,K. Thompson misses 2-pt jump shot from 11 ft,,89,65
296,3,2:34.0,,Defensive rebound by L. Thomas,89,65
297,3,2:26.0,,S. Larkin makes 3-pt jump shot from 24 ft,89,68
298,3,2:10.0,D. Lee misses 2-pt jump shot from 16 ft,,89,68
299,3,2:09.0,,Defensive rebound by Team,89,68
300,3,2:00.0,,Personal foul by M. Speights (drawn by A. Stoudemire),89,68
301,3,1:46.0,,S. Larkin makes 2-pt layup at rim,89,70
302,3,1:33.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Lee),,91,70
303,3,1:10.0,,L. Thomas misses 2-pt layup from 2 ft,91,70
304,3,1:09.0,,Offensive rebound by A. Stoudemire,91,70
305,3,1:09.0,,A. Stoudemire misses 2-pt tip-in at rim,91,70
306,3,1:08.0,,Offensive rebound by A. Stoudemire,91,70
307,3,1:08.0,,A. Stoudemire misses 2-pt tip-in at rim,91,70
308,3,1:07.0,,Offensive rebound by A. Stoudemire,91,70
309,3,1:07.0,Violation by M. Speights (def goaltending),,91,70
310,3,1:07.0,,A. Stoudemire makes 2-pt layup at rim,91,72
311,3,0:53.0,K. Thompson misses 2-pt jump shot from 7 ft,,91,72
312,3,0:52.0,,Defensive rebound by L. Thomas,91,72
313,3,0:38.0,Violation by A. Iguodala (kicked ball),,91,72
314,3,0:32.0,,T. Hardaway misses 3-pt jump shot from 25 ft,91,72
315,3,0:31.0,Defensive rebound by D. Lee,,91,72
316,3,0:12.0,Turnover by S. Livingston (lost ball; steal by S. Larkin),,91,72
317,3,0:07.0,,T. Hardaway makes 2-pt dunk at rim (assist by S. Larkin),91,74
318,3,0:01.0,A. Iguodala misses 2-pt jump shot from 7 ft,,91,74
319,3,0:00.0,Offensive rebound by Team,,91,74
320,4,11:44.0,,S. Larkin misses 2-pt layup from 1 ft,91,74
321,4,11:43.0,,Offensive rebound by S. Larkin,91,74
322,4,11:35.0,,T. Hardaway misses 3-pt jump shot from 26 ft,91,74
323,4,11:34.0,,Offensive rebound by L. Galloway,91,74
324,4,11:20.0,,Turnover by T. Hardaway (traveling),91,74
325,4,11:07.0,Personal foul by L. Galloway (drawn by S. Livingston),,91,74
326,4,11:00.0,M. Speights makes 2-pt hook shot from 3 ft,,93,74
327,4,10:43.0,,Turnover by J. Smith (traveling),93,74
328,4,10:31.0,Shooting foul by Q. Acy (drawn by M. Speights),,93,74
329,4,10:31.0,M. Speights makes free throw 1 of 2,,94,74
330,4,10:31.0,M. Speights makes free throw 2 of 2,,95,74
331,4,10:12.0,Loose ball foul by D. Lee (drawn by J. Smith),,95,74
332,4,10:04.0,,L. Galloway makes 2-pt jump shot from 19 ft,95,76
333,4,10:04.0,,Shooting foul by L. Barbosa (drawn by L. Galloway),95,76
334,4,10:04.0,,L. Galloway makes free throw 1 of 1,95,77
335,4,9:59.0,Turnover by S. Livingston (lost ball),,95,77
336,4,9:46.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by J. Smith),95,80
337,4,9:27.0,M. Speights misses 2-pt jump shot from 21 ft,,95,80
338,4,9:26.0,Offensive rebound by D. Lee,,95,80
339,4,9:15.0,A. Iguodala misses 3-pt jump shot from 23 ft,,95,80
340,4,9:14.0,,Defensive rebound by J. Smith,95,80
341,4,9:03.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by S. Larkin),95,83
342,4,8:41.0,M. Speights misses 2-pt layup from 2 ft,,95,83
343,4,8:40.0,Offensive rebound by M. Speights,,95,83
344,4,8:39.0,M. Speights misses 2-pt layup at rim,,95,83
345,4,8:38.0,,Defensive rebound by L. Galloway,95,83
346,4,8:33.0,,Shooting foul by S. Livingston (drawn by L. Galloway),95,83
347,4,8:33.0,Official timeout,,95,83
348,4,8:33.0,K. Thompson enters the game for A. Iguodala,,95,83
349,4,8:33.0,D. Green enters the game for M. Speights,,95,83
350,4,8:33.0,,L. Galloway misses free throw 1 of 2,95,83
351,4,8:33.0,,Offensive rebound by Team,95,83
352,4,8:33.0,,L. Galloway makes free throw 2 of 2,95,84
353,4,8:18.0,Turnover by K. Thompson (bad pass; steal by S. Larkin),,95,84
354,4,8:12.0,,L. Galloway misses 3-pt jump shot from 26 ft,95,84
355,4,8:11.0,Defensive rebound by S. Livingston,,95,84
356,4,7:57.0,K. Thompson misses 2-pt jump shot from 12 ft,,95,84
357,4,7:56.0,,Defensive rebound by J. Smith,95,84
358,4,7:36.0,,L. Galloway misses 2-pt layup from 1 ft,95,84
359,4,7:35.0,,Offensive rebound by Q. Acy,95,84
360,4,7:35.0,,Q. Acy makes 2-pt dunk at rim,95,86
361,4,7:26.0,,Violation by L. Galloway (kicked ball),95,86
362,4,7:26.0,S. Curry enters the game for S. Livingston,,95,86
363,4,7:21.0,K. Thompson misses 3-pt jump shot from 24 ft,,95,86
364,4,7:20.0,,Defensive rebound by J. Smith,95,86
365,4,7:10.0,,S. Larkin misses 3-pt jump shot from 25 ft,95,86
366,4,7:09.0,Defensive rebound by D. Green,,95,86
367,4,7:00.0,S. Curry misses 2-pt jump shot from 10 ft,,95,86
368,4,6:59.0,,Defensive rebound by J. Smith,95,86
369,4,6:35.0,,Turnover by Team (shot clock),95,86
370,4,6:15.0,L. Barbosa misses 3-pt jump shot from 23 ft,,95,86
371,4,6:14.0,Offensive rebound by S. Curry,,95,86
372,4,6:06.0,Turnover by S. Curry (back court),,95,86
373,4,6:06.0,H. Barnes enters the game for D. Lee,,95,86
374,4,5:53.0,,S. Larkin makes 2-pt layup from 1 ft,95,88
375,4,5:35.0,S. Curry misses 2-pt jump shot from 19 ft,,95,88
376,4,5:34.0,,Defensive rebound by Q. Acy,95,88
377,4,5:30.0,,J. Smith misses 2-pt jump shot from 5 ft,95,88
378,4,5:29.0,,Offensive rebound by Team,95,88
379,4,5:29.0,Loose ball foul by H. Barnes (drawn by J. Smith),,95,88
380,4,5:29.0,,New York full timeout,95,88
381,4,5:29.0,A. Iguodala enters the game for L. Barbosa,,95,88
382,4,5:12.0,,L. Galloway misses 3-pt jump shot from 25 ft,95,88
383,4,5:11.0,Defensive rebound by A. Iguodala,,95,88
384,4,4:57.0,K. Thompson misses 2-pt layup from 2 ft (block by Q. Acy),,95,88
385,4,4:56.0,,Defensive rebound by J. Smith,95,88
