,QUARTER,TIME_REMAINING,MIAMI_ACTION,TORONTO_ACTION,MIAMI_SCORE,TORONTO_SCORE
0,1,11:40.0,,A. Johnson makes 2-pt dunk at rim (assist by K. Lowry),0,2
1,1,11:17.0,Personal foul by A. Johnson (drawn by H. Walker),,0,2
2,1,11:07.0,H. Walker misses 3-pt jump shot from 27 ft,,0,2
3,1,11:05.0,,Defensive rebound by K. Lowry,0,2
4,1,10:54.0,,T. Ross misses 2-pt jump shot from 16 ft,0,2
5,1,10:53.0,Defensive rebound by H. Whiteside,,0,2
6,1,10:41.0,G. Dragić misses 3-pt jump shot from 24 ft,,0,2
7,1,10:40.0,,Defensive rebound by T. Ross,0,2
8,1,10:15.0,,Turnover by K. Lowry (bad pass; steal by H. Walker),0,2
9,1,10:09.0,G. Dragić makes 2-pt layup from 1 ft (assist by D. Wade),,2,2
10,1,9:52.0,,T. Ross misses 3-pt jump shot from 25 ft,2,2
11,1,9:52.0,Defensive rebound by Team,,2,2
12,1,9:43.0,G. Dragić makes 2-pt layup from 2 ft (assist by D. Wade),,4,2
13,1,9:43.0,Shooting foul by A. Johnson (drawn by G. Dragić),,4,2
14,1,9:43.0,,P. Patterson enters the game for A. Johnson,4,2
15,1,9:43.0,G. Dragić makes free throw 1 of 1,,5,2
16,1,9:31.0,,D. DeRozan misses 3-pt jump shot from 23 ft,5,2
17,1,9:30.0,Defensive rebound by D. Wade,,5,2
18,1,9:16.0,H. Walker misses 3-pt jump shot from 27 ft,,5,2
19,1,9:15.0,,Defensive rebound by Team,5,2
20,1,9:08.0,,Shooting foul by D. Wade (drawn by D. DeRozan),5,2
21,1,9:08.0,,D. DeRozan makes free throw 1 of 2,5,3
22,1,9:08.0,,D. DeRozan makes free throw 2 of 2,5,4
23,1,8:56.0,L. Deng misses 3-pt jump shot from 23 ft,,5,4
24,1,8:55.0,,Defensive rebound by Team,5,4
25,1,8:43.0,,Shooting foul by H. Whiteside (drawn by D. DeRozan),5,4
26,1,8:43.0,,D. DeRozan makes free throw 1 of 2,5,5
27,1,8:43.0,,D. DeRozan makes free throw 2 of 2,5,6
28,1,8:34.0,Shooting foul by P. Patterson (drawn by H. Whiteside),,5,6
29,1,8:34.0,H. Whiteside misses free throw 1 of 2,,5,6
30,1,8:34.0,Offensive rebound by Team,,5,6
31,1,8:34.0,H. Whiteside makes free throw 2 of 2,,6,6
32,1,8:23.0,,D. DeRozan misses 2-pt jump shot from 15 ft,6,6
33,1,8:22.0,Defensive rebound by H. Whiteside,,6,6
34,1,8:04.0,H. Whiteside misses 2-pt hook shot from 6 ft,,6,6
35,1,8:03.0,,Defensive rebound by T. Hansbrough,6,6
36,1,7:57.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by T. Hansbrough),6,9
37,1,7:29.0,Personal foul by T. Ross (drawn by D. Wade),,6,9
38,1,7:20.0,Turnover by H. Whiteside (3 sec),,6,9
39,1,7:12.0,,P. Patterson misses 3-pt jump shot from 25 ft,6,9
40,1,7:11.0,Defensive rebound by H. Whiteside,,6,9
41,1,6:59.0,H. Walker misses 2-pt layup from 4 ft,,6,9
42,1,6:58.0,,Defensive rebound by T. Hansbrough,6,9
43,1,6:50.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by K. Lowry),6,12
44,1,6:24.0,H. Walker misses 3-pt jump shot from 25 ft,,6,12
45,1,6:22.0,,Defensive rebound by D. DeRozan,6,12
46,1,6:18.0,,D. DeRozan misses 2-pt jump shot from 6 ft (block by D. Wade),6,12
47,1,6:18.0,,Offensive rebound by Team,6,12
48,1,6:13.0,,Turnover by P. Patterson (bad pass; steal by H. Whiteside),6,12
49,1,6:07.0,L. Deng misses 2-pt layup from 1 ft (block by P. Patterson),,6,12
50,1,6:05.0,Offensive rebound by L. Deng,,6,12
51,1,6:03.0,L. Deng makes 2-pt layup at rim,,8,12
52,1,5:50.0,,T. Ross misses 3-pt jump shot from 22 ft,8,12
53,1,5:49.0,Defensive rebound by H. Walker,,8,12
54,1,5:33.0,H. Whiteside misses 2-pt hook shot from 3 ft,,8,12
55,1,5:32.0,,Defensive rebound by P. Patterson,8,12
56,1,5:21.0,,P. Patterson makes 2-pt jump shot from 14 ft,8,14
57,1,5:04.0,D. Wade makes 2-pt layup from 4 ft,,10,14
58,1,4:56.0,,Toronto full timeout,10,14
59,1,4:42.0,,D. DeRozan makes 2-pt jump shot from 11 ft (assist by P. Patterson),10,16
60,1,4:42.0,,Shooting foul by L. Deng (drawn by D. DeRozan),10,16
61,1,4:42.0,,D. DeRozan makes free throw 1 of 1,10,17
62,1,4:28.0,H. Walker misses 2-pt hook shot from 4 ft,,10,17
63,1,4:28.0,Offensive rebound by Team,,10,17
64,1,4:28.0,,Loose ball foul by P. Patterson (drawn by H. Whiteside),10,17
65,1,4:28.0,H. Whiteside misses free throw 1 of 2,,10,17
66,1,4:28.0,Offensive rebound by Team,,10,17
67,1,4:28.0,M. Beasley enters the game for H. Walker,,10,17
68,1,4:28.0,,J. Johnson enters the game for P. Patterson,10,17
69,1,4:28.0,H. Whiteside misses free throw 2 of 2,,10,17
70,1,4:27.0,,Defensive rebound by J. Johnson,10,17
71,1,4:11.0,,D. DeRozan misses 2-pt jump shot from 15 ft,10,17
72,1,4:09.0,Defensive rebound by H. Whiteside,,10,17
73,1,4:04.0,Turnover by L. Deng (bad pass; steal by J. Johnson),,10,17
74,1,3:59.0,,J. Johnson makes 2-pt layup from 2 ft (assist by K. Lowry),10,19
75,1,3:59.0,,Shooting foul by M. Beasley (drawn by J. Johnson),10,19
76,1,3:59.0,M. Chalmers enters the game for D. Wade,,10,19
77,1,3:59.0,,G. Vásquez enters the game for K. Lowry,10,19
78,1,3:59.0,,J. Johnson misses free throw 1 of 1,10,19
79,1,3:57.0,Defensive rebound by L. Deng,,10,19
80,1,3:35.0,Shooting foul by J. Johnson (drawn by L. Deng),,10,19
81,1,3:35.0,L. Deng makes free throw 1 of 2,,11,19
82,1,3:35.0,,L. Williams enters the game for T. Ross,11,19
83,1,3:35.0,L. Deng makes free throw 2 of 2,,12,19
84,1,3:11.0,,G. Vásquez misses 2-pt jump shot from 19 ft,12,19
85,1,3:10.0,,Offensive rebound by L. Williams,12,19
86,1,3:00.0,,J. Johnson misses 2-pt hook shot from 3 ft,12,19
87,1,2:59.0,Defensive rebound by M. Beasley,,12,19
88,1,2:54.0,,Violation by J. Johnson (def goaltending),12,19
89,1,2:54.0,L. Deng makes 2-pt jump shot from 4 ft (assist by M. Chalmers),,14,19
90,1,2:39.0,,G. Vásquez misses 2-pt jump shot from 13 ft,14,19
91,1,2:38.0,Defensive rebound by H. Whiteside,,14,19
92,1,2:26.0,Turnover by M. Chalmers (bad pass),,14,19
93,1,2:26.0,Miami full timeout,,14,19
94,1,2:26.0,,C. Hayes enters the game for T. Hansbrough,14,19
95,1,2:26.0,C. Andersen enters the game for H. Whiteside,,14,19
96,1,2:18.0,,L. Williams misses 3-pt jump shot from 26 ft,14,19
97,1,2:17.0,Defensive rebound by M. Beasley,,14,19
98,1,2:01.0,G. Dragić misses 2-pt jump shot from 17 ft,,14,19
99,1,2:00.0,,Defensive rebound by J. Johnson,14,19
100,1,1:36.0,,L. Williams misses 3-pt jump shot from 25 ft,14,19
101,1,1:35.0,Defensive rebound by L. Deng,,14,19
102,1,1:31.0,M. Chalmers makes 2-pt layup from 1 ft (assist by L. Deng),,16,19
103,1,1:18.0,Violation by G. Dragić (kicked ball),,16,19
104,1,1:18.0,T. Johnson enters the game for G. Dragić,,16,19
105,1,1:18.0,,K. Lowry enters the game for D. DeRozan,16,19
106,1,1:11.0,,J. Johnson makes 2-pt dunk at rim (assist by C. Hayes),16,21
107,1,1:00.0,Turnover by T. Johnson (bad pass; steal by K. Lowry),,16,21
108,1,0:49.0,,J. Johnson misses 2-pt layup from 3 ft,16,21
109,1,0:48.0,Defensive rebound by C. Andersen,,16,21
110,1,0:41.0,L. Deng misses 2-pt jump shot from 4 ft,,16,21
111,1,0:40.0,,Defensive rebound by G. Vásquez,16,21
112,1,0:31.0,,Turnover by G. Vásquez (bad pass),16,21
113,1,0:17.0,T. Johnson makes 2-pt layup from 2 ft (assist by C. Andersen),,18,21
114,1,0:00.0,,L. Williams misses 3-pt jump shot from 26 ft,18,21
115,1,0:00.0,,Offensive rebound by Team,18,21
116,2,11:47.0,Shooting foul by K. Lowry (drawn by C. Andersen),,18,21
117,2,11:47.0,C. Andersen makes free throw 1 of 2,,19,21
118,2,11:47.0,C. Andersen makes free throw 2 of 2,,20,21
119,2,11:38.0,,K. Lowry misses 2-pt jump shot from 12 ft,20,21
120,2,11:37.0,Defensive rebound by M. Beasley,,20,21
121,2,11:31.0,Shooting foul by C. Hayes (drawn by D. Wade),,20,21
122,2,11:31.0,D. Wade misses free throw 1 of 2,,20,21
123,2,11:31.0,Offensive rebound by Team,,20,21
124,2,11:31.0,D. Wade makes free throw 2 of 2,,21,21
125,2,11:19.0,,G. Vásquez misses 3-pt jump shot from 27 ft,21,21
126,2,11:18.0,Defensive rebound by T. Johnson,,21,21
127,2,11:12.0,D. Wade misses 2-pt layup from 3 ft,,21,21
128,2,11:11.0,,Defensive rebound by C. Hayes,21,21
129,2,10:57.0,,L. Williams makes 2-pt jump shot from 10 ft (assist by C. Hayes),21,23
130,2,10:38.0,M. Beasley misses 2-pt jump shot from 12 ft (block by J. Johnson),,21,23
131,2,10:36.0,,Defensive rebound by K. Lowry,21,23
132,2,10:32.0,,Turnover by K. Lowry (bad pass; steal by T. Johnson),21,23
133,2,10:28.0,Turnover by D. Wade (bad pass; steal by K. Lowry),,21,23
134,2,10:14.0,,G. Vásquez makes 2-pt layup from 4 ft (assist by L. Williams),21,25
135,2,9:59.0,Turnover by D. Wade (lost ball; steal by C. Hayes),,21,25
136,2,9:53.0,,G. Vásquez misses 3-pt jump shot from 25 ft,21,25
137,2,9:52.0,Defensive rebound by M. Beasley,,21,25
138,2,9:39.0,M. Beasley makes 2-pt dunk at rim (assist by T. Johnson),,23,25
139,2,9:13.0,,C. Hayes misses 2-pt layup from 2 ft (block by C. Andersen),23,25
140,2,9:10.0,Defensive rebound by D. Wade,,23,25
141,2,9:00.0,Turnover by M. Beasley (bad pass; steal by K. Lowry),,23,25
142,2,8:55.0,,G. Vásquez makes 2-pt layup from 2 ft (assist by J. Johnson),23,27
143,2,8:45.0,Miami full timeout,,23,27
144,2,8:45.0,,A. Johnson enters the game for C. Hayes,23,27
145,2,8:38.0,T. Johnson misses 3-pt jump shot from 24 ft,,23,27
146,2,8:37.0,,Defensive rebound by J. Johnson,23,27
147,2,8:28.0,,A. Johnson makes 2-pt layup at rim (assist by K. Lowry),23,29
148,2,8:10.0,M. Chalmers makes 2-pt layup from 2 ft (assist by C. Andersen),,25,29
149,2,7:56.0,,Turnover by G. Vásquez (lost ball),25,29
150,2,7:44.0,M. Beasley misses 2-pt jump shot from 9 ft,,25,29
151,2,7:43.0,,Defensive rebound by A. Johnson,25,29
152,2,7:39.0,Offensive charge foul by J. Johnson (drawn by M. Chalmers),,25,29
153,2,7:39.0,,Turnover by J. Johnson (offensive foul),25,29
154,2,7:39.0,,D. DeRozan enters the game for G. Vásquez,25,29
155,2,7:23.0,T. Johnson misses 2-pt layup from 1 ft,,25,29
156,2,7:22.0,Offensive rebound by C. Andersen,,25,29
157,2,7:20.0,C. Andersen misses 2-pt layup from 1 ft (block by A. Johnson),,25,29
158,2,7:18.0,,Defensive rebound by J. Johnson,25,29
159,2,6:59.0,,D. DeRozan makes 2-pt jump shot from 15 ft,25,31
160,2,6:46.0,M. Beasley misses 2-pt hook shot from 6 ft,,25,31
161,2,6:45.0,,Defensive rebound by J. Johnson,25,31
162,2,6:31.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by A. Johnson),25,34
163,2,6:08.0,Turnover by M. Chalmers (bad pass; steal by J. Johnson),,25,34
164,2,6:00.0,,K. Lowry misses 3-pt jump shot from 23 ft,25,34
165,2,5:58.0,Defensive rebound by M. Chalmers,,25,34
166,2,5:49.0,,Offensive charge foul by T. Johnson (drawn by K. Lowry),25,34
167,2,5:49.0,Turnover by T. Johnson (offensive foul),,25,34
168,2,5:49.0,Official timeout,,25,34
169,2,5:49.0,,P. Patterson enters the game for J. Johnson,25,34
170,2,5:49.0,H. Walker enters the game for D. Wade,,25,34
171,2,5:49.0,L. Deng enters the game for M. Beasley,,25,34
172,2,5:49.0,H. Whiteside enters the game for C. Andersen,,25,34
173,2,5:49.0,G. Dragić enters the game for T. Johnson,,25,34
174,2,5:38.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by K. Lowry),25,37
175,2,5:12.0,L. Deng misses 2-pt layup from 2 ft (block by K. Lowry),,25,37
176,2,5:11.0,,Defensive rebound by P. Patterson,25,37
177,2,4:55.0,,Shooting foul by M. Chalmers (drawn by L. Williams),25,37
178,2,4:55.0,,L. Williams misses free throw 1 of 2,25,37
179,2,4:55.0,,Offensive rebound by Team,25,37
180,2,4:55.0,,L. Williams makes free throw 2 of 2,25,38
181,2,4:47.0,H. Walker misses 3-pt jump shot from 26 ft,,25,38
182,2,4:46.0,Offensive rebound by H. Whiteside,,25,38
183,2,4:44.0,H. Whiteside makes 2-pt dunk at rim,,27,38
184,2,4:27.0,,L. Williams makes 3-pt jump shot from 23 ft,27,41
185,2,4:08.0,L. Deng misses 3-pt jump shot from 23 ft,,27,41
186,2,4:07.0,,Defensive rebound by K. Lowry,27,41
187,2,4:00.0,,L. Williams misses 3-pt jump shot from 26 ft,27,41
188,2,3:58.0,Defensive rebound by H. Whiteside,,27,41
189,2,3:46.0,H. Whiteside makes 2-pt hook shot from 3 ft (assist by G. Dragić),,29,41
190,2,3:35.0,,Toronto full timeout,29,41
191,2,3:35.0,,T. Hansbrough enters the game for A. Johnson,29,41
192,2,3:35.0,,T. Ross enters the game for L. Williams,29,41
193,2,3:20.0,,D. DeRozan misses 2-pt jump shot from 18 ft,29,41
194,2,3:19.0,Defensive rebound by H. Whiteside,,29,41
195,2,3:05.0,G. Dragić makes 2-pt layup from 3 ft,,31,41
196,2,3:05.0,Shooting foul by P. Patterson (drawn by G. Dragić),,31,41
197,2,3:05.0,,A. Johnson enters the game for P. Patterson,31,41
198,2,3:05.0,G. Dragić makes free throw 1 of 1,,32,41
199,2,2:57.0,,D. DeRozan misses 2-pt layup from 4 ft,32,41
200,2,2:55.0,,Offensive rebound by D. DeRozan,32,41
201,2,2:48.0,,A. Johnson makes 2-pt layup from 2 ft (assist by D. DeRozan),32,43
202,2,2:34.0,M. Chalmers misses 2-pt jump shot from 20 ft,,32,43
203,2,2:33.0,Offensive rebound by L. Deng,,32,43
204,2,2:27.0,L. Deng misses 2-pt layup from 2 ft,,32,43
205,2,2:26.0,,Defensive rebound by T. Hansbrough,32,43
206,2,2:17.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. DeRozan),32,46
207,2,2:15.0,Miami full timeout,,32,46
208,2,2:15.0,,G. Vásquez enters the game for K. Lowry,32,46
209,2,2:15.0,D. Wade enters the game for M. Chalmers,,32,46
210,2,2:05.0,G. Dragić misses 3-pt jump shot from 27 ft,,32,46
211,2,2:04.0,,Defensive rebound by T. Ross,32,46
212,2,1:55.0,,Shooting foul by H. Whiteside (drawn by T. Hansbrough),32,46
213,2,1:55.0,,T. Hansbrough misses free throw 1 of 2,32,46
214,2,1:55.0,,Offensive rebound by Team,32,46
215,2,1:55.0,C. Andersen enters the game for H. Whiteside,,32,46
216,2,1:55.0,,J. Johnson enters the game for A. Johnson,32,46
217,2,1:55.0,,T. Hansbrough makes free throw 2 of 2,32,47
218,2,1:38.0,D. Wade makes 3-pt jump shot from 25 ft (assist by L. Deng),,35,47
219,2,1:19.0,,Turnover by G. Vásquez (bad pass; steal by L. Deng),35,47
220,2,1:15.0,L. Deng makes 2-pt layup from 1 ft (assist by D. Wade),,37,47
221,2,1:01.0,,Turnover by D. DeRozan (lost ball; steal by H. Walker),37,47
222,2,0:58.0,G. Dragić makes 2-pt layup from 1 ft (assist by L. Deng),,39,47
223,2,0:54.0,,Toronto full timeout,39,47
224,2,0:43.0,,Shooting foul by H. Walker (drawn by J. Johnson),39,47
225,2,0:43.0,,J. Johnson makes free throw 1 of 2,39,48
226,2,0:43.0,,J. Johnson misses free throw 2 of 2,39,48
227,2,0:42.0,Defensive rebound by H. Walker,,39,48
228,2,0:31.0,Shooting foul by T. Ross (drawn by D. Wade),,39,48
229,2,0:31.0,D. Wade makes free throw 1 of 2,,40,48
230,2,0:31.0,D. Wade makes free throw 2 of 2,,41,48
231,2,0:12.0,,J. Johnson makes 2-pt dunk at rim (assist by D. DeRozan),41,50
232,2,0:03.0,D. Wade misses 3-pt jump shot from 30 ft,,41,50
233,2,0:02.0,,Defensive rebound by T. Hansbrough,41,50
234,3,11:39.0,H. Walker misses 3-pt jump shot from 26 ft,,41,50
235,3,11:38.0,,Defensive rebound by D. DeRozan,41,50
236,3,11:28.0,,Shooting foul by G. Dragić (drawn by D. DeRozan),41,50
237,3,11:28.0,,D. DeRozan makes free throw 1 of 2,41,51
238,3,11:28.0,,D. DeRozan makes free throw 2 of 2,41,52
239,3,11:08.0,Turnover by D. Wade (bad pass; steal by K. Lowry),,41,52
240,3,10:58.0,,A. Johnson misses 2-pt jump shot from 5 ft (block by H. Whiteside),41,52
241,3,10:58.0,,Offensive rebound by Team,41,52
242,3,10:53.0,,Turnover by A. Johnson (bad pass; steal by H. Walker),41,52
243,3,10:38.0,Turnover by D. Wade (bad pass; steal by T. Hansbrough),,41,52
244,3,10:33.0,,A. Johnson makes 2-pt layup from 2 ft (assist by K. Lowry),41,54
