,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BROOKLYN_ACTION,NEW YORK_SCORE,BROOKLYN_SCORE
0,1,11:48.0,,Personal foul by C. Anthony (drawn by J. Johnson),0,0
1,1,11:43.0,,M. Plumlee misses 2-pt jump shot from 7 ft,0,0
2,1,11:42.0,Defensive rebound by C. Anthony,,0,0
3,1,11:24.0,L. Amundson misses 2-pt jump shot from 12 ft,,0,0
4,1,11:23.0,,Defensive rebound by A. Anderson,0,0
5,1,11:04.0,,K. Garnett makes 2-pt jump shot from 15 ft,0,2
6,1,10:43.0,L. Galloway makes 2-pt layup from 2 ft (assist by J. Calderón),,2,2
7,1,10:20.0,,K. Garnett makes 2-pt jump shot from 19 ft (assist by A. Anderson),2,4
8,1,10:01.0,J. Smith makes 2-pt layup from 2 ft (assist by L. Galloway),,4,4
9,1,9:45.0,,Personal foul by L. Amundson (drawn by M. Plumlee),4,4
10,1,9:36.0,,J. Jack makes 2-pt jump shot from 17 ft (assist by K. Garnett),4,6
11,1,9:13.0,J. Smith misses 2-pt jump shot from 18 ft,,4,6
12,1,9:12.0,,Defensive rebound by J. Johnson,4,6
13,1,9:04.0,,A. Anderson makes 2-pt jump shot from 13 ft (assist by J. Jack),4,8
14,1,9:04.0,,Shooting foul by L. Galloway (drawn by A. Anderson),4,8
15,1,9:04.0,,A. Anderson misses free throw 1 of 1,4,8
16,1,9:03.0,Defensive rebound by J. Smith,,4,8
17,1,8:47.0,J. Calderón makes 2-pt jump shot from 20 ft (assist by L. Amundson),,6,8
18,1,8:31.0,,J. Johnson misses 3-pt jump shot from 24 ft,6,8
19,1,8:30.0,Defensive rebound by J. Calderón,,6,8
20,1,8:20.0,J. Smith misses 2-pt jump shot from 18 ft,,6,8
21,1,8:19.0,,Defensive rebound by J. Johnson,6,8
22,1,8:11.0,,J. Jack makes 2-pt jump shot from 13 ft,6,10
23,1,7:49.0,C. Anthony misses 2-pt jump shot from 19 ft,,6,10
24,1,7:47.0,,Defensive rebound by A. Anderson,6,10
25,1,7:31.0,,A. Anderson misses 3-pt jump shot from 24 ft,6,10
26,1,7:30.0,Defensive rebound by L. Amundson,,6,10
27,1,7:12.0,J. Calderón misses 3-pt jump shot from 24 ft,,6,10
28,1,7:11.0,,Defensive rebound by K. Garnett,6,10
29,1,6:59.0,,Shooting foul by J. Calderón (drawn by J. Jack),6,10
30,1,6:59.0,,J. Jack makes free throw 1 of 2,6,11
31,1,6:59.0,,J. Jack makes free throw 2 of 2,6,12
32,1,6:38.0,J. Calderón misses 2-pt jump shot from 16 ft,,6,12
33,1,6:37.0,,Defensive rebound by J. Johnson,6,12
34,1,6:33.0,,Shooting foul by L. Amundson (drawn by M. Plumlee),6,12
35,1,6:33.0,,M. Plumlee misses free throw 1 of 2,6,12
36,1,6:33.0,,Offensive rebound by Team,6,12
37,1,6:33.0,New York full timeout,,6,12
38,1,6:33.0,A. Stoudemire enters the game for L. Amundson,,6,12
39,1,6:33.0,,M. Plumlee makes free throw 2 of 2,6,13
40,1,6:17.0,C. Anthony misses 2-pt layup from 1 ft (block by K. Garnett),,6,13
41,1,6:16.0,Offensive rebound by A. Stoudemire,,6,13
42,1,6:15.0,A. Stoudemire makes 2-pt dunk at rim,,8,13
43,1,5:58.0,,J. Johnson makes 2-pt jump shot from 3 ft,8,15
44,1,5:55.0,,B. Lopez enters the game for M. Plumlee,8,15
45,1,5:51.0,Turnover by C. Anthony (lost ball),,8,15
46,1,5:51.0,C. Aldrich enters the game for J. Smith,,8,15
47,1,5:41.0,,J. Johnson makes 2-pt layup from 2 ft (assist by K. Garnett),8,17
48,1,5:31.0,Offensive foul by A. Stoudemire (drawn by K. Garnett),,8,17
49,1,5:31.0,Turnover by A. Stoudemire (offensive foul),,8,17
50,1,5:12.0,,B. Lopez makes 2-pt hook shot from 5 ft,8,19
51,1,4:57.0,C. Aldrich misses 2-pt hook shot from 7 ft,,8,19
52,1,4:56.0,,Defensive rebound by K. Garnett,8,19
53,1,4:49.0,,B. Lopez misses 2-pt layup from 2 ft,8,19
54,1,4:48.0,,Offensive rebound by B. Lopez,8,19
55,1,4:47.0,,B. Lopez makes 2-pt tip-in from 2 ft,8,21
56,1,4:30.0,J. Calderón misses 2-pt jump shot from 23 ft,,8,21
57,1,4:29.0,,Defensive rebound by K. Garnett,8,21
58,1,4:20.0,,Turnover by K. Garnett (traveling),8,21
59,1,4:05.0,Shooting foul by K. Garnett (drawn by C. Anthony),,8,21
60,1,4:05.0,C. Anthony makes free throw 1 of 2,,9,21
61,1,4:05.0,,D. Williams enters the game for A. Anderson,9,21
62,1,4:05.0,C. Anthony makes free throw 2 of 2,,10,21
63,1,3:45.0,,K. Garnett misses 2-pt jump shot from 19 ft,10,21
64,1,3:44.0,Defensive rebound by L. Galloway,,10,21
65,1,3:31.0,C. Anthony misses 2-pt jump shot from 17 ft,,10,21
66,1,3:30.0,,Defensive rebound by J. Jack,10,21
67,1,3:24.0,,Turnover by J. Johnson (lost ball; steal by J. Calderón),10,21
68,1,3:14.0,J. Calderón makes 2-pt jump shot from 21 ft,,12,21
69,1,2:57.0,,K. Garnett makes 2-pt jump shot from 19 ft (assist by D. Williams),12,23
70,1,2:44.0,C. Aldrich misses 2-pt hook shot from 3 ft,,12,23
71,1,2:43.0,Offensive rebound by C. Aldrich,,12,23
72,1,2:39.0,C. Anthony misses 2-pt layup from 2 ft (block by B. Lopez),,12,23
73,1,2:38.0,Offensive rebound by Team,,12,23
74,1,2:38.0,,Brooklyn full timeout,12,23
75,1,2:38.0,,M. Plumlee enters the game for K. Garnett,12,23
76,1,2:38.0,S. Larkin enters the game for L. Galloway,,12,23
77,1,2:35.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by J. Calderón),,14,23
78,1,2:13.0,,J. Johnson misses 2-pt jump shot from 16 ft,14,23
79,1,2:12.0,,Offensive rebound by M. Plumlee,14,23
80,1,2:01.0,,Turnover by J. Jack (bad pass),14,23
81,1,1:41.0,A. Stoudemire makes 2-pt dunk at rim (assist by C. Aldrich),,16,23
82,1,1:41.0,Shooting foul by D. Williams (drawn by A. Stoudemire),,16,23
83,1,1:41.0,T. Hardaway enters the game for J. Calderón,,16,23
84,1,1:41.0,A. Stoudemire makes free throw 1 of 1,,17,23
85,1,1:27.0,,M. Plumlee misses 2-pt layup from 2 ft (block by C. Aldrich),17,23
86,1,1:25.0,Defensive rebound by C. Anthony,,17,23
87,1,1:16.0,A. Stoudemire misses 2-pt jump shot from 21 ft,,17,23
88,1,1:15.0,,Defensive rebound by B. Lopez,17,23
89,1,1:08.0,,D. Williams misses 2-pt layup from 1 ft,17,23
90,1,1:07.0,,Offensive rebound by B. Lopez,17,23
91,1,1:06.0,,B. Lopez makes 2-pt tip-in from 1 ft,17,25
92,1,0:54.0,Personal foul by J. Johnson (drawn by C. Anthony),,17,25
93,1,0:54.0,C. Anthony misses free throw 1 of 2,,17,25
94,1,0:54.0,Offensive rebound by Team,,17,25
95,1,0:54.0,C. Anthony makes free throw 2 of 2,,18,25
96,1,0:37.0,,D. Williams makes 2-pt jump shot from 18 ft (assist by B. Lopez),18,27
97,1,0:28.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by C. Anthony),,21,27
98,1,0:05.0,,D. Williams makes 2-pt jump shot from 21 ft,21,29
99,1,0:01.0,C. Anthony misses 3-pt jump shot from 27 ft,,21,29
100,1,0:00.0,Offensive rebound by Team,,21,29
101,2,11:44.0,S. Larkin misses 2-pt layup from 2 ft (block by B. Lopez),,21,29
102,2,11:43.0,,Defensive rebound by M. Plumlee,21,29
103,2,11:27.0,,B. Lopez makes 2-pt hook shot from 11 ft (assist by D. Williams),21,31
104,2,11:09.0,J. Smith misses 2-pt jump shot from 16 ft,,21,31
105,2,11:08.0,Offensive rebound by L. Thomas,,21,31
106,2,11:05.0,L. Thomas misses 2-pt jump shot from 7 ft,,21,31
107,2,11:04.0,,Defensive rebound by M. Plumlee,21,31
108,2,10:49.0,,Turnover by J. Jack (bad pass; steal by S. Larkin),21,31
109,2,10:41.0,L. Thomas misses 2-pt jump shot from 15 ft,,21,31
110,2,10:40.0,,Defensive rebound by M. Plumlee,21,31
111,2,10:28.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by D. Williams),21,33
112,2,10:08.0,L. Thomas makes 2-pt layup from 1 ft (assist by S. Larkin),,23,33
113,2,9:54.0,,M. Plumlee misses 2-pt hook shot from 4 ft,23,33
114,2,9:53.0,,Offensive rebound by Team,23,33
115,2,9:53.0,,A. Anderson enters the game for J. Jack,23,33
116,2,9:47.0,,B. Lopez misses 2-pt jump shot from 3 ft (block by C. Aldrich),23,33
117,2,9:42.0,,Offensive rebound by D. Williams,23,33
118,2,9:35.0,,A. Anderson makes 3-pt jump shot from 25 ft (assist by D. Williams),23,36
119,2,9:07.0,Turnover by Team (shot clock),,23,36
120,2,8:52.0,,Personal foul by S. Larkin (drawn by D. Williams),23,36
121,2,8:52.0,Official timeout,,23,36
122,2,8:52.0,A. Stoudemire enters the game for C. Aldrich,,23,36
123,2,8:47.0,,Turnover by D. Williams (traveling),23,36
124,2,8:33.0,J. Smith misses 2-pt layup from 1 ft (block by B. Lopez),,23,36
125,2,8:32.0,,Defensive rebound by M. Plumlee,23,36
126,2,8:27.0,,Shooting foul by A. Stoudemire (drawn by M. Plumlee),23,36
127,2,8:27.0,,M. Plumlee makes free throw 1 of 2,23,37
128,2,8:27.0,,M. Plumlee makes free throw 2 of 2,23,38
129,2,8:07.0,S. Larkin misses 3-pt jump shot from 24 ft,,23,38
130,2,8:06.0,Offensive rebound by Team,,23,38
131,2,8:06.0,,Loose ball foul by A. Anderson (drawn by L. Thomas),23,38
132,2,7:59.0,T. Hardaway misses 3-pt jump shot from 24 ft,,23,38
133,2,7:58.0,,Defensive rebound by M. Plumlee,23,38
134,2,7:43.0,,B. Lopez makes 2-pt layup from 1 ft (assist by M. Plumlee),23,40
135,2,7:23.0,L. Thomas makes 2-pt jump shot from 11 ft,,25,40
136,2,7:08.0,,B. Lopez makes 2-pt hook shot from 5 ft (assist by D. Williams),25,42
137,2,6:52.0,L. Amundson enters the game for A. Stoudemire,,25,42
138,2,6:39.0,J. Smith makes 2-pt jump shot from 17 ft (assist by S. Larkin),,27,42
139,2,6:21.0,,Personal foul by S. Larkin (drawn by A. Anderson),27,42
140,2,6:21.0,L. Galloway enters the game for S. Larkin,,27,42
141,2,6:14.0,,Turnover by D. Williams (lost ball; steal by J. Smith),27,42
142,2,6:10.0,L. Galloway makes 2-pt jump shot from 7 ft,,29,42
143,2,5:55.0,,B. Lopez misses 2-pt jump shot from 10 ft,29,42
144,2,5:54.0,Defensive rebound by L. Galloway,,29,42
145,2,5:46.0,J. Smith makes 2-pt jump shot from 17 ft (assist by L. Galloway),,31,42
146,2,5:44.0,,Brooklyn full timeout,31,42
147,2,5:44.0,C. Anthony enters the game for J. Smith,,31,42
148,2,5:33.0,,Turnover by B. Bogdanović (traveling),31,42
149,2,5:19.0,L. Thomas makes 2-pt jump shot from 14 ft (assist by C. Anthony),,33,42
150,2,5:04.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,33,42
151,2,5:03.0,Defensive rebound by Team,,33,42
152,2,5:03.0,,J. Johnson enters the game for M. Plumlee,33,42
153,2,4:46.0,L. Galloway misses 3-pt jump shot from 23 ft,,33,42
154,2,4:45.0,,Defensive rebound by B. Lopez,33,42
155,2,4:28.0,,B. Lopez makes 2-pt layup from 2 ft,33,44
156,2,4:13.0,L. Amundson makes 2-pt layup from 2 ft (assist by L. Thomas),,35,44
157,2,4:05.0,,Personal foul by C. Anthony (drawn by A. Anderson),35,44
