,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
392,4,6:08.0,,N. Peković enters the game for A. Payne,68,82
393,4,6:08.0,,A. Wiggins enters the game for G. Neal,68,82
394,4,6:08.0,,K. Garnett enters the game for G. Dieng,68,82
395,4,5:48.0,,N. Peković makes 2-pt layup from 2 ft (assist by R. Rubio),68,84
396,4,5:32.0,Personal foul by K. Garnett (drawn by N. Hilário),,68,84
397,4,5:18.0,N. Hilário makes 2-pt jump shot from 15 ft (assist by J. Wall),,70,84
398,4,5:07.0,,Personal foul by R. Sessions (drawn by R. Rubio),70,84
399,4,5:07.0,O. Porter enters the game for R. Sessions,,70,84
400,4,5:02.0,,Shooting foul by M. Gortat (drawn by A. Wiggins),70,84
401,4,5:02.0,,A. Wiggins makes free throw 1 of 2,70,85
402,4,5:02.0,,A. Wiggins misses free throw 2 of 2,70,85
403,4,5:02.0,Defensive rebound by M. Gortat,,70,85
404,4,4:50.0,M. Webster misses 2-pt jump shot from 21 ft,,70,85
405,4,4:49.0,,Defensive rebound by K. Garnett,70,85
406,4,4:39.0,,R. Rubio misses 2-pt jump shot from 19 ft,70,85
407,4,4:37.0,Defensive rebound by N. Hilário,,70,85
408,4,4:22.0,N. Hilário makes 2-pt layup from 2 ft,,72,85
409,4,4:22.0,Shooting foul by R. Rubio (drawn by N. Hilário),,72,85
410,4,4:22.0,N. Hilário misses free throw 1 of 1,,72,85
411,4,4:22.0,,Defensive rebound by K. Garnett,72,85
412,4,4:15.0,,Personal foul by M. Webster (drawn by R. Rubio),72,85
413,4,3:58.0,,A. Wiggins misses 2-pt jump shot from 17 ft,72,85
414,4,3:58.0,,Offensive rebound by Team,72,85
415,4,3:58.0,,Turnover by Team (shot clock),72,85
416,4,3:50.0,Turnover by J. Wall (lost ball; steal by R. Rubio),,72,85
417,4,3:43.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),72,87
418,4,3:42.0,K. Séraphin enters the game for N. Hilário,,72,87
419,4,3:42.0,Washington full timeout,,72,87
420,4,3:18.0,K. Séraphin misses 2-pt jump shot from 6 ft,,72,87
421,4,3:16.0,,Defensive rebound by R. Rubio,72,87
422,4,3:01.0,,Shooting foul by J. Wall (drawn by K. Martin),72,87
423,4,3:01.0,,K. Martin makes 2-pt jump shot from 14 ft,72,89
424,4,3:01.0,R. Sessions enters the game for J. Wall,,72,89
425,4,3:01.0,,K. Martin makes free throw 1 of 1,72,90
426,4,2:35.0,R. Sessions misses 2-pt jump shot from 20 ft,,72,90
427,4,2:34.0,,Defensive rebound by K. Garnett,72,90
428,4,2:21.0,,K. Martin makes 2-pt layup from 1 ft (assist by R. Rubio),72,92
429,4,2:13.0,Turnover by M. Webster (bad pass; steal by K. Garnett),,72,92
430,4,1:49.0,,Turnover by Team (shot clock),72,92
431,4,1:49.0,,A. Payne enters the game for K. Garnett,72,92
432,4,1:49.0,,G. Dieng enters the game for N. Peković,72,92
433,4,1:49.0,,L. Brown enters the game for R. Rubio,72,92
434,4,1:49.0,,Z. LaVine enters the game for A. Wiggins,72,92
435,4,1:49.0,,G. Neal enters the game for K. Martin,72,92
436,4,1:49.0,D. Blair enters the game for M. Gortat,,72,92
437,4,1:28.0,K. Séraphin misses 2-pt jump shot from 5 ft,,72,92
438,4,1:27.0,,Defensive rebound by G. Dieng,72,92
439,4,1:07.0,,G. Neal makes 3-pt jump shot from 24 ft,72,95
440,4,0:59.0,Offensive foul by K. Séraphin (drawn by L. Brown),,72,95
441,4,0:59.0,Turnover by K. Séraphin (offensive foul),,72,95
442,4,0:47.0,,L. Brown misses 2-pt jump shot from 3 ft (block by K. Séraphin),72,95
443,4,0:45.0,Defensive rebound by D. Blair,,72,95
444,4,0:39.0,Shooting foul by L. Brown (drawn by R. Sessions),,72,95
445,4,0:39.0,R. Sessions makes free throw 1 of 2,,73,95
446,4,0:39.0,R. Sessions makes free throw 2 of 2,,74,95
447,4,0:26.0,,Z. LaVine makes 2-pt jump shot from 4 ft,74,97
448,4,0:17.0,O. Porter makes 3-pt jump shot from 23 ft (assist by K. Séraphin),,77,97
