,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHOENIX_ACTION,BROOKLYN_SCORE,PHOENIX_SCORE
388,4,4:29.0,,I. Thomas makes 2-pt layup from 2 ft,94,97
389,4,4:28.0,Brooklyn full timeout,,94,97
390,4,4:16.0,J. Jack misses 3-pt jump shot from 24 ft,,94,97
391,4,4:14.0,,Defensive rebound by I. Thomas,94,97
392,4,4:08.0,,Shooting foul by B. Lopez (drawn by I. Thomas),94,97
393,4,4:08.0,,I. Thomas makes free throw 1 of 2,94,98
394,4,4:08.0,M. Teletović enters the game for J. Jack,,94,98
395,4,4:08.0,B. Bogdanović enters the game for B. Lopez,,94,98
396,4,4:08.0,,I. Thomas makes free throw 2 of 2,94,99
397,4,3:49.0,Shooting foul by M. Plumlee (drawn by J. Johnson),,94,99
398,4,3:49.0,J. Johnson makes free throw 1 of 2,,95,99
399,4,3:49.0,J. Johnson misses free throw 2 of 2,,95,99
400,4,3:49.0,,Defensive rebound by G. Green,95,99
401,4,3:27.0,,Turnover by G. Green (lost ball; steal by B. Bogdanović),95,99
402,4,3:27.0,Personal foul by G. Green (drawn by B. Bogdanović),,95,99
403,4,3:27.0,B. Bogdanović makes free throw 1 of 2,,96,99
404,4,3:27.0,B. Bogdanović makes free throw 2 of 2,,97,99
405,4,3:22.0,,Personal foul by K. Garnett (drawn by I. Thomas),97,99
406,4,3:22.0,,I. Thomas makes free throw 1 of 2,97,100
407,4,3:22.0,,I. Thomas makes free throw 2 of 2,97,101
408,4,3:05.0,J. Johnson makes 2-pt jump shot from 4 ft,,99,101
409,4,2:53.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Dragić),99,103
410,4,2:34.0,J. Johnson misses 2-pt jump shot from 9 ft,,99,103
411,4,2:33.0,,Defensive rebound by I. Thomas,99,103
412,4,2:26.0,,Phoenix full timeout,99,103
413,4,2:09.0,,M. Morris misses 2-pt jump shot from 22 ft,99,103
414,4,2:08.0,Defensive rebound by K. Garnett,,99,103
415,4,2:01.0,Turnover by J. Johnson (lost ball; steal by G. Green),,99,103
416,4,1:57.0,,G. Dragić makes 2-pt layup from 2 ft (assist by G. Green),99,105
417,4,1:57.0,,Shooting foul by D. Williams (drawn by G. Dragić),99,105
418,4,1:57.0,B. Lopez enters the game for K. Garnett,,99,105
419,4,1:57.0,,G. Dragić makes free throw 1 of 1,99,106
420,4,1:38.0,Turnover by B. Bogdanović (bad pass),,99,106
421,4,1:29.0,,Turnover by I. Thomas (bad pass; steal by B. Lopez),99,106
422,4,1:24.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,99,106
423,4,1:23.0,,Defensive rebound by M. Plumlee,99,106
424,4,1:18.0,,G. Green misses 3-pt jump shot from 24 ft,99,106
425,4,1:16.0,Defensive rebound by M. Teletović,,99,106
426,4,1:08.0,M. Teletović misses 3-pt jump shot from 25 ft,,99,106
427,4,1:07.0,,Defensive rebound by I. Thomas,99,106
428,4,0:45.0,,I. Thomas misses 2-pt jump shot from 3 ft,99,106
429,4,0:44.0,,Offensive rebound by M. Plumlee,99,106
430,4,0:42.0,,M. Plumlee misses 2-pt layup from 2 ft (block by B. Lopez),99,106
431,4,0:41.0,Defensive rebound by B. Bogdanović,,99,106
432,4,0:36.0,J. Johnson misses 3-pt jump shot from 25 ft,,99,106
433,4,0:34.0,Offensive rebound by M. Teletović,,99,106
434,4,0:30.0,D. Williams makes 3-pt jump shot from 23 ft (assist by M. Teletović),,102,106
435,4,0:30.0,,Phoenix full timeout,102,106
436,4,0:30.0,K. Garnett enters the game for B. Lopez,,102,106
437,4,0:30.0,A. Anderson enters the game for M. Teletović,,102,106
438,4,0:29.0,,Personal take foul by D. Williams (drawn by I. Thomas),102,106
439,4,0:29.0,,I. Thomas makes free throw 1 of 2,102,107
440,4,0:29.0,,P. Tucker enters the game for M. Plumlee,102,107
441,4,0:29.0,M. Teletović enters the game for K. Garnett,,102,107
442,4,0:29.0,,I. Thomas makes free throw 2 of 2,102,108
443,4,0:23.0,M. Teletović misses 3-pt jump shot from 25 ft,,102,108
444,4,0:22.0,,Defensive rebound by G. Green,102,108
445,4,0:19.0,,Personal foul by A. Anderson (drawn by G. Green),102,108
446,4,0:19.0,,G. Green makes free throw 1 of 2,102,109
447,4,0:19.0,,G. Green makes free throw 2 of 2,102,110
448,4,0:13.0,D. Williams misses 2-pt layup from 1 ft,,102,110
449,4,0:13.0,Offensive rebound by M. Teletović,,102,110
450,4,0:13.0,M. Teletović makes 2-pt tip-in from 1 ft,,104,110
451,4,0:06.0,,Personal foul by M. Teletović (drawn by I. Thomas),104,110
452,4,0:06.0,,I. Thomas makes free throw 1 of 2,104,111
453,4,0:06.0,J. Gutiérrez enters the game for D. Williams,,104,111
454,4,0:06.0,J. Johnson enters the game for,,104,111
455,4,0:06.0,,I. Thomas makes free throw 2 of 2,104,112
456,4,0:00.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,104,112
457,4,0:00.0,Offensive rebound by Team,,104,112
