,QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
0,1,11:42.0,,B. Beal misses 2-pt jump shot from 15 ft,0,0
1,1,11:41.0,Defensive rebound by L. Amundson,,0,0
2,1,11:23.0,S. Larkin makes 2-pt jump shot from 20 ft (assist by L. Amundson),,2,0
3,1,11:07.0,,Turnover by J. Wall (bad pass; steal by S. Larkin),2,0
4,1,10:53.0,L. Thomas misses 3-pt jump shot from 23 ft (block by O. Porter),,2,0
5,1,10:49.0,,Defensive rebound by O. Porter,2,0
6,1,10:46.0,,B. Beal misses 2-pt layup at rim,2,0
7,1,10:43.0,,Offensive rebound by M. Gortat,2,0
8,1,10:39.0,,D. Gooden misses 3-pt jump shot from 25 ft,2,0
9,1,10:38.0,,Offensive rebound by O. Porter,2,0
10,1,10:29.0,,O. Porter misses 2-pt jump shot from 17 ft,2,0
11,1,10:27.0,Defensive rebound by S. Larkin,,2,0
12,1,10:10.0,A. Bargnani misses 2-pt jump shot from 18 ft,,2,0
13,1,10:09.0,,Defensive rebound by M. Gortat,2,0
14,1,10:04.0,,Turnover by B. Beal (lost ball),2,0
15,1,9:41.0,A. Bargnani misses 2-pt jump shot from 18 ft,,2,0
16,1,9:40.0,,Defensive rebound by D. Gooden,2,0
17,1,9:40.0,Loose ball foul by L. Amundson (drawn by D. Gooden),,2,0
18,1,9:25.0,,M. Gortat misses 2-pt jump shot from 6 ft,2,0
19,1,9:24.0,Defensive rebound by A. Bargnani,,2,0
20,1,9:09.0,A. Bargnani misses 2-pt jump shot from 3 ft,,2,0
21,1,9:08.0,,Defensive rebound by D. Gooden,2,0
22,1,8:55.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),2,2
23,1,8:44.0,L. Galloway makes 2-pt layup from 2 ft,,4,2
24,1,8:31.0,,J. Wall misses 2-pt jump shot from 13 ft,4,2
25,1,8:31.0,,Offensive rebound by Team,4,2
26,1,8:31.0,Loose ball foul by S. Larkin (drawn by M. Gortat),,4,2
27,1,8:19.0,,D. Gooden makes 3-pt jump shot from 23 ft (assist by B. Beal),4,5
28,1,8:02.0,L. Thomas misses 2-pt jump shot from 12 ft,,4,5
29,1,8:01.0,,Defensive rebound by D. Gooden,4,5
30,1,7:56.0,,J. Wall makes 2-pt layup from 1 ft (assist by D. Gooden),4,7
31,1,7:33.0,L. Galloway misses 3-pt jump shot from 25 ft,,4,7
32,1,7:32.0,,Defensive rebound by D. Gooden,4,7
33,1,7:11.0,,M. Gortat makes 2-pt hook shot from 7 ft,4,9
34,1,6:58.0,L. Galloway misses 2-pt jump shot from 12 ft,,4,9
35,1,6:57.0,,Defensive rebound by J. Wall,4,9
36,1,6:47.0,,J. Wall misses 2-pt jump shot from 17 ft,4,9
37,1,6:46.0,Defensive rebound by S. Larkin,,4,9
38,1,6:40.0,S. Larkin makes 2-pt jump shot from 18 ft,,6,9
39,1,6:18.0,,B. Beal misses 3-pt jump shot from 25 ft,6,9
40,1,6:17.0,Defensive rebound by Team,,6,9
41,1,5:54.0,L. Thomas misses 2-pt jump shot from 15 ft,,6,9
42,1,5:53.0,,Defensive rebound by D. Gooden,6,9
43,1,5:42.0,,B. Beal makes 2-pt jump shot from 11 ft,6,11
44,1,5:34.0,New York full timeout,,6,11
45,1,5:21.0,S. Larkin makes 2-pt layup from 2 ft (assist by L. Amundson),,8,11
46,1,5:01.0,,J. Wall makes 2-pt jump shot from 11 ft,8,13
47,1,4:41.0,L. Amundson misses 2-pt jump shot from 3 ft,,8,13
48,1,4:40.0,,Defensive rebound by M. Gortat,8,13
49,1,4:30.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),8,15
50,1,4:08.0,A. Bargnani misses 2-pt jump shot from 20 ft,,8,15
51,1,4:07.0,,Defensive rebound by O. Porter,8,15
52,1,3:59.0,,M. Gortat makes 2-pt hook shot from 1 ft (assist by J. Wall),8,17
53,1,3:38.0,L. Amundson misses 2-pt layup at rim (block by M. Gortat),,8,17
54,1,3:37.0,,Defensive rebound by O. Porter,8,17
55,1,3:33.0,,O. Porter makes 2-pt dunk at rim (assist by J. Wall),8,19
56,1,3:30.0,New York full timeout,,8,19
57,1,3:30.0,,R. Sessions enters the game for B. Beal,8,19
58,1,3:30.0,C. Early enters the game for L. Thomas,,8,19
59,1,3:30.0,J. Smith enters the game for L. Amundson,,8,19
60,1,3:21.0,Turnover by L. Galloway (bad pass; steal by O. Porter),,8,19
61,1,3:17.0,,O. Porter makes 2-pt dunk at rim,8,21
62,1,2:58.0,A. Bargnani misses 2-pt layup from 2 ft,,8,21
63,1,2:57.0,,Defensive rebound by D. Gooden,8,21
64,1,2:47.0,,D. Gooden makes 3-pt jump shot from 26 ft (assist by O. Porter),8,24
65,1,2:23.0,A. Bargnani misses 2-pt jump shot from 13 ft,,8,24
66,1,2:22.0,,Defensive rebound by D. Gooden,8,24
67,1,2:01.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),8,27
68,1,1:36.0,J. Smith misses 3-pt jump shot from 23 ft,,8,27
69,1,1:35.0,,Defensive rebound by O. Porter,8,27
70,1,1:27.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),8,30
71,1,1:25.0,New York full timeout,,8,30
72,1,1:25.0,,K. Humphries enters the game for D. Gooden,8,30
73,1,1:25.0,R. Ledo enters the game for A. Bargnani,,8,30
74,1,1:25.0,T. Hardaway enters the game for L. Galloway,,8,30
75,1,1:25.0,Q. Acy enters the game for C. Early,,8,30
76,1,1:13.0,Turnover by R. Ledo (bad pass; steal by J. Wall),,8,30
77,1,1:04.0,,K. Humphries misses 2-pt jump shot from 8 ft,8,30
78,1,1:03.0,Defensive rebound by Q. Acy,,8,30
79,1,1:02.0,Personal foul by J. Wall (drawn by S. Larkin),,8,30
80,1,1:02.0,,R. Butler enters the game for J. Wall,8,30
81,1,0:49.0,T. Hardaway misses 3-pt jump shot from 25 ft,,8,30
82,1,0:48.0,,Defensive rebound by R. Sessions,8,30
83,1,0:29.0,,M. Gortat misses 2-pt jump shot from 7 ft,8,30
84,1,0:27.0,,Offensive rebound by O. Porter,8,30
85,1,0:06.0,,K. Humphries misses 3-pt jump shot from 23 ft,8,30
86,1,0:05.0,Defensive rebound by Team,,8,30
