,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,TORONTO_ACTION,CHARLOTTE_SCORE,TORONTO_SCORE
0,1,11:40.0,K. Walker makes 2-pt jump shot from 3 ft (assist by J. Taylor),,2,0
1,1,11:23.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft,2,2
2,1,11:02.0,M. Williams makes 3-pt jump shot from 26 ft (assist by J. Taylor),,5,2
3,1,10:44.0,,T. Ross makes 2-pt jump shot from 21 ft (assist by K. Lowry),5,4
4,1,10:22.0,G. Henderson misses 2-pt jump shot from 12 ft,,5,4
5,1,10:21.0,Offensive rebound by Team,,5,4
6,1,10:03.0,K. Walker makes 3-pt jump shot from 25 ft (assist by G. Henderson),,8,4
7,1,9:44.0,,T. Ross misses 3-pt jump shot from 26 ft,8,4
8,1,9:43.0,Defensive rebound by B. Biyombo,,8,4
9,1,9:32.0,G. Henderson misses 2-pt hook shot from 5 ft,,8,4
10,1,9:31.0,,Defensive rebound by T. Hansbrough,8,4
11,1,9:17.0,,K. Lowry makes 3-pt jump shot from 25 ft,8,7
12,1,9:00.0,Turnover by B. Biyombo (lost ball; steal by D. DeRozan),,8,7
13,1,8:52.0,,K. Lowry misses 3-pt jump shot from 26 ft,8,7
14,1,8:52.0,Defensive rebound by Team,,8,7
15,1,8:31.0,Shooting foul by J. Valančiūnas (drawn by B. Biyombo),,8,7
16,1,8:31.0,B. Biyombo misses free throw 1 of 2,,8,7
17,1,8:31.0,Offensive rebound by Team,,8,7
18,1,8:31.0,B. Biyombo makes free throw 2 of 2,,9,7
19,1,8:17.0,,D. DeRozan makes 2-pt jump shot from 9 ft (assist by T. Hansbrough),9,9
20,1,8:04.0,K. Walker misses 3-pt jump shot from 26 ft,,9,9
21,1,8:03.0,,Defensive rebound by J. Valančiūnas,9,9
22,1,7:50.0,,T. Ross misses 3-pt jump shot from 25 ft,9,9
23,1,7:50.0,Defensive rebound by M. Williams,,9,9
24,1,7:40.0,G. Henderson makes 2-pt jump shot from 9 ft,,11,9
25,1,7:22.0,,Personal foul by B. Biyombo (drawn by J. Valančiūnas),11,9
26,1,7:07.0,,J. Valančiūnas makes 2-pt jump shot from 11 ft (assist by T. Ross),11,11
27,1,6:49.0,G. Henderson misses 2-pt jump shot from 18 ft,,11,11
28,1,6:48.0,,Defensive rebound by T. Hansbrough,11,11
29,1,6:37.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft,11,11
30,1,6:36.0,,Offensive rebound by K. Lowry,11,11
31,1,6:31.0,,T. Hansbrough makes 2-pt dunk at rim (assist by K. Lowry),11,13
32,1,6:22.0,Offensive foul by J. Taylor (drawn by T. Hansbrough),,11,13
33,1,6:22.0,Turnover by J. Taylor (offensive foul),,11,13
34,1,6:12.0,,Offensive foul by D. DeRozan (drawn by B. Biyombo),11,13
35,1,6:12.0,,Turnover by D. DeRozan (offensive foul),11,13
36,1,6:00.0,K. Walker makes 2-pt jump shot from 16 ft,,13,13
37,1,5:42.0,,D. DeRozan makes 2-pt jump shot from 15 ft,13,15
38,1,5:15.0,M. Williams misses 3-pt jump shot from 23 ft,,13,15
39,1,5:14.0,,Defensive rebound by K. Lowry,13,15
40,1,5:10.0,,Toronto full timeout,13,15
41,1,4:56.0,,K. Lowry misses 2-pt jump shot from 8 ft,13,15
42,1,4:55.0,Defensive rebound by J. Taylor,,13,15
43,1,4:31.0,G. Henderson misses 2-pt jump shot from 19 ft,,13,15
44,1,4:30.0,Offensive rebound by G. Henderson,,13,15
45,1,4:23.0,K. Walker misses 3-pt jump shot from 25 ft,,13,15
46,1,4:22.0,,Defensive rebound by J. Valančiūnas,13,15
47,1,4:02.0,,Turnover by D. DeRozan (bad pass),13,15
48,1,3:52.0,M. Williams misses 3-pt jump shot from 23 ft,,13,15
49,1,3:51.0,,Defensive rebound by D. DeRozan,13,15
50,1,3:41.0,,D. DeRozan makes 2-pt layup from 2 ft,13,17
51,1,3:25.0,K. Walker makes 2-pt layup from 4 ft,,15,17
52,1,3:05.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by D. DeRozan),15,20
53,1,2:46.0,Shooting foul by T. Hansbrough (drawn by B. Biyombo),,15,20
54,1,2:46.0,Charlotte full timeout,,15,20
55,1,2:46.0,,P. Patterson enters the game for T. Hansbrough,15,20
56,1,2:46.0,,A. Johnson enters the game for J. Valančiūnas,15,20
57,1,2:46.0,,G. Vásquez enters the game for K. Lowry,15,20
58,1,2:46.0,T. Daniels enters the game for M. Williams,,15,20
59,1,2:46.0,N. Vonleh enters the game for G. Henderson,,15,20
60,1,2:46.0,B. Biyombo makes free throw 1 of 2,,16,20
