,QUARTER,TIME_REMAINING,BOSTON_ACTION,CLEVELAND_ACTION,BOSTON_SCORE,CLEVELAND_SCORE
0,1,11:48.0,Turnover by A. Bradley (bad pass),,0,0
1,1,11:30.0,,K. Love misses 3-pt jump shot from 26 ft,0,0
2,1,11:29.0,Defensive rebound by M. Smart,,0,0
3,1,11:21.0,M. Smart misses 2-pt jump shot from 13 ft (block by T. Mozgov),,0,0
4,1,11:19.0,,Defensive rebound by L. James,0,0
5,1,11:06.0,,L. James makes 2-pt jump shot from 15 ft,0,2
6,1,10:48.0,B. Bass misses 2-pt jump shot from 15 ft,,0,2
7,1,10:47.0,,Defensive rebound by J. Smith,0,2
8,1,10:31.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),0,5
9,1,10:15.0,T. Zeller makes 2-pt jump shot from 19 ft (assist by E. Turner),,2,5
10,1,9:54.0,,L. James misses 2-pt jump shot from 15 ft,2,5
11,1,9:51.0,Defensive rebound by A. Bradley,,2,5
12,1,9:45.0,A. Bradley makes 2-pt jump shot from 19 ft,,4,5
13,1,9:27.0,,Turnover by K. Irving (bad pass; steal by E. Turner),4,5
14,1,9:21.0,E. Turner makes 2-pt layup from 1 ft,,6,5
15,1,9:15.0,,K. Irving misses 2-pt layup from 1 ft,6,5
16,1,9:14.0,Defensive rebound by M. Smart,,6,5
17,1,9:06.0,M. Smart misses 3-pt jump shot from 24 ft,,6,5
18,1,9:04.0,Offensive rebound by B. Bass,,6,5
19,1,8:56.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by E. Turner),,9,5
20,1,8:34.0,,K. Love misses 2-pt hook shot from 5 ft,9,5
21,1,8:30.0,Defensive rebound by T. Zeller,,9,5
22,1,8:23.0,A. Bradley misses 2-pt dunk at rim,,9,5
23,1,8:20.0,,Defensive rebound by T. Mozgov,9,5
24,1,8:13.0,,K. Irving makes 2-pt layup at rim (assist by L. James),9,7
25,1,7:58.0,Turnover by B. Bass (bad pass; steal by L. James),,9,7
26,1,7:52.0,,L. James makes 2-pt layup from 1 ft,9,9
27,1,7:52.0,Violation by M. Smart (def goaltending),,9,9
28,1,7:43.0,T. Zeller makes 2-pt jump shot from 19 ft (assist by M. Smart),,11,9
29,1,7:19.0,,Personal foul by T. Zeller (drawn by T. Mozgov),11,9
30,1,7:05.0,,K. Love misses 3-pt jump shot from 26 ft,11,9
31,1,7:04.0,Defensive rebound by M. Smart,,11,9
32,1,6:58.0,E. Turner misses 2-pt jump shot from 13 ft,,11,9
33,1,6:57.0,,Defensive rebound by K. Love,11,9
34,1,6:47.0,,K. Irving misses 2-pt layup from 1 ft,11,9
35,1,6:45.0,,Offensive rebound by T. Mozgov,11,9
36,1,6:41.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by T. Mozgov),11,12
37,1,6:29.0,T. Zeller misses 2-pt jump shot from 19 ft,,11,12
38,1,6:28.0,,Defensive rebound by J. Smith,11,12
39,1,6:23.0,,Personal foul by T. Zeller (drawn by T. Mozgov),11,12
40,1,6:12.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),11,15
41,1,5:55.0,A. Bradley misses 2-pt jump shot from 3 ft,,11,15
42,1,5:54.0,,Defensive rebound by K. Love,11,15
43,1,5:40.0,,J. Smith misses 2-pt layup at rim,11,15
44,1,5:38.0,Defensive rebound by E. Turner,,11,15
45,1,5:30.0,A. Bradley misses 3-pt jump shot from 24 ft,,11,15
46,1,5:29.0,,Defensive rebound by K. Love,11,15
47,1,5:14.0,,L. James makes 2-pt jump shot from 13 ft,11,17
48,1,5:14.0,Boston full timeout,,11,17
49,1,5:14.0,I. Thomas enters the game for T. Zeller,,11,17
50,1,5:14.0,J. Crowder enters the game for M. Smart,,11,17
51,1,5:14.0,,T. Thompson enters the game for L. James,11,17
52,1,5:14.0,,I. Shumpert enters the game for T. Mozgov,11,17
53,1,4:53.0,E. Turner misses 3-pt jump shot from 23 ft,,11,17
54,1,4:53.0,,Defensive rebound by K. Irving,11,17
55,1,4:42.0,,Shooting foul by J. Crowder (drawn by K. Irving),11,17
56,1,4:42.0,,K. Irving makes free throw 1 of 2,11,18
57,1,4:42.0,,K. Irving makes free throw 2 of 2,11,19
58,1,4:27.0,Turnover by I. Thomas (lost ball; steal by K. Irving),,11,19
59,1,4:19.0,,K. Love misses 2-pt jump shot from 9 ft,11,19
60,1,4:17.0,,Offensive rebound by T. Thompson,11,19
61,1,4:14.0,,T. Thompson makes 2-pt layup from 3 ft,11,21
62,1,4:06.0,Shooting foul by K. Irving (drawn by J. Crowder),,11,21
63,1,4:06.0,J. Crowder makes free throw 1 of 2,,12,21
64,1,4:06.0,J. Crowder misses free throw 2 of 2,,12,21
65,1,4:05.0,Offensive rebound by B. Bass,,12,21
66,1,3:56.0,E. Turner makes 2-pt layup at rim (assist by J. Crowder),,14,21
67,1,3:29.0,,I. Shumpert misses 3-pt jump shot from 27 ft,14,21
68,1,3:28.0,,Offensive rebound by I. Shumpert,14,21
69,1,3:23.0,,J. Smith misses 3-pt jump shot from 25 ft,14,21
70,1,3:21.0,,Offensive rebound by I. Shumpert,14,21
71,1,3:10.0,,J. Smith misses 2-pt jump shot from 20 ft,14,21
72,1,3:09.0,Defensive rebound by I. Thomas,,14,21
73,1,2:56.0,I. Thomas misses 2-pt jump shot from 18 ft,,14,21
74,1,2:55.0,,Defensive rebound by K. Love,14,21
75,1,2:44.0,,K. Irving misses 3-pt jump shot from 25 ft,14,21
76,1,2:43.0,Defensive rebound by Team,,14,21
77,1,2:43.0,,Cleveland full timeout,14,21
78,1,2:43.0,,J. Jones enters the game for K. Love,14,21
79,1,2:43.0,,L. James enters the game for J. Smith,14,21
80,1,2:26.0,I. Thomas makes 2-pt layup from 1 ft (assist by E. Turner),,16,21
81,1,1:58.0,,L. James misses 2-pt jump shot from 21 ft,16,21
82,1,1:57.0,,Offensive rebound by J. Jones,16,21
83,1,1:51.0,,L. James makes 2-pt jump shot from 13 ft (assist by K. Irving),16,23
84,1,1:36.0,E. Turner misses 2-pt jump shot from 7 ft (block by L. James),,16,23
85,1,1:36.0,Offensive rebound by Team,,16,23
86,1,1:36.0,M. Smart enters the game for E. Turner,,16,23
87,1,1:36.0,J. Young enters the game for B. Bass,,16,23
88,1,1:36.0,J. Jerebko enters the game for A. Bradley,,16,23
89,1,1:36.0,,M. Dellavedova enters the game for K. Irving,16,23
90,1,1:26.0,J. Crowder misses 3-pt jump shot from 24 ft,,16,23
91,1,1:24.0,,Defensive rebound by I. Shumpert,16,23
92,1,1:11.0,,L. James makes 2-pt layup at rim,16,25
93,1,1:00.0,M. Smart misses 3-pt jump shot from 26 ft,,16,25
94,1,1:00.0,,Defensive rebound by I. Shumpert,16,25
95,1,0:49.0,,Shooting foul by J. Jerebko (drawn by T. Thompson),16,25
96,1,0:49.0,,T. Thompson makes free throw 1 of 2,16,26
97,1,0:49.0,,T. Thompson makes free throw 2 of 2,16,27
98,1,0:34.0,Offensive foul by I. Thomas (drawn by J. Jones),,16,27
99,1,0:34.0,Turnover by I. Thomas (offensive foul),,16,27
100,1,0:18.0,,L. James misses 2-pt jump shot from 10 ft,16,27
101,1,0:16.0,Defensive rebound by J. Crowder,,16,27
102,1,0:07.0,J. Crowder misses 2-pt layup from 3 ft,,16,27
103,1,0:06.0,,Defensive rebound by I. Shumpert,16,27
104,1,0:02.0,,Personal foul by J. Crowder (drawn by L. James),16,27
105,1,0:02.0,,L. James makes free throw 1 of 2,16,28
106,1,0:02.0,,L. James makes free throw 2 of 2,16,29
107,2,11:37.0,,L. James makes 2-pt jump shot from 21 ft,16,31
108,2,11:24.0,I. Thomas misses 2-pt jump shot from 9 ft (block by I. Shumpert),,16,31
109,2,11:24.0,Offensive rebound by Team,,16,31
110,2,11:15.0,I. Thomas makes 2-pt layup from 1 ft,,18,31
111,2,10:52.0,,L. James misses 2-pt jump shot from 4 ft,18,31
112,2,10:49.0,,Offensive rebound by L. James,18,31
113,2,10:49.0,,L. James misses 2-pt tip-in at rim,18,31
114,2,10:46.0,Defensive rebound by J. Jerebko,,18,31
115,2,10:37.0,M. Smart misses 3-pt jump shot from 26 ft,,18,31
116,2,10:37.0,Offensive rebound by J. Crowder,,18,31
117,2,10:37.0,Personal foul by M. Dellavedova (drawn by J. Crowder),,18,31
118,2,10:28.0,J. Young misses 3-pt jump shot from 24 ft,,18,31
119,2,10:27.0,,Defensive rebound by J. Jones,18,31
120,2,10:20.0,,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),18,33
121,2,10:14.0,Personal foul by J. Jones (drawn by I. Thomas),,18,33
122,2,10:05.0,Turnover by M. Smart (bad pass; steal by M. Dellavedova),,18,33
123,2,10:03.0,,L. James makes 2-pt layup from 1 ft (assist by M. Dellavedova),18,35
124,2,10:03.0,,Shooting foul by I. Thomas (drawn by L. James),18,35
125,2,10:03.0,T. Zeller enters the game for J. Crowder,,18,35
126,2,10:03.0,,L. James makes free throw 1 of 1,18,36
127,2,9:54.0,I. Thomas makes 2-pt jump shot from 19 ft (assist by T. Zeller),,20,36
128,2,9:38.0,,L. James misses 2-pt jump shot from 17 ft,20,36
129,2,9:37.0,Defensive rebound by M. Smart,,20,36
130,2,9:28.0,J. Jerebko makes 2-pt dunk at rim (assist by M. Smart),,22,36
131,2,9:05.0,,J. Jones misses 3-pt jump shot from 23 ft,22,36
132,2,9:04.0,Defensive rebound by I. Thomas,,22,36
133,2,8:51.0,I. Thomas misses 3-pt jump shot from 26 ft,,22,36
134,2,8:50.0,,Defensive rebound by T. Thompson,22,36
135,2,8:36.0,,J. Jones makes 3-pt jump shot from 25 ft,22,39
136,2,8:17.0,J. Jerebko misses 2-pt hook shot from 8 ft,,22,39
137,2,8:17.0,,Defensive rebound by Team,22,39
138,2,8:17.0,Loose ball foul by T. Zeller (drawn by T. Thompson),,22,39
139,2,8:17.0,Official timeout,,22,39
140,2,8:17.0,,K. Love enters the game for T. Thompson,22,39
141,2,8:17.0,,T. Mozgov enters the game for J. Jones,22,39
142,2,8:17.0,A. Bradley enters the game for T. Zeller,,22,39
143,2,8:17.0,E. Turner enters the game for I. Thomas,,22,39
144,2,8:17.0,B. Bass enters the game for J. Young,,22,39
145,2,8:04.0,,Turnover by I. Shumpert (lost ball; steal by M. Smart),22,39
146,2,8:01.0,Turnover by M. Smart (lost ball; steal by I. Shumpert),,22,39
147,2,7:56.0,,K. Love makes 2-pt dunk at rim (assist by I. Shumpert),22,41
148,2,7:30.0,B. Bass makes 2-pt jump shot from 13 ft (assist by E. Turner),,24,41
149,2,7:13.0,,T. Mozgov makes 2-pt hook shot from 8 ft (assist by I. Shumpert),24,43
150,2,6:55.0,B. Bass misses 2-pt jump shot from 17 ft,,24,43
151,2,6:54.0,,Defensive rebound by K. Love,24,43
152,2,6:48.0,,Personal foul by E. Turner (drawn by L. James),24,43
153,2,6:48.0,,J. Smith enters the game for L. James,24,43
154,2,6:48.0,,K. Irving enters the game for I. Shumpert,24,43
155,2,6:48.0,S. Randolph enters the game for J. Jerebko,,24,43
156,2,6:33.0,,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),24,45
157,2,6:20.0,B. Bass makes 2-pt jump shot from 17 ft (assist by E. Turner),,26,45
158,2,6:08.0,,Offensive foul by J. Smith (drawn by E. Turner),26,45
159,2,6:08.0,,Turnover by J. Smith (offensive foul),26,45
160,2,5:58.0,S. Randolph misses 2-pt layup from 2 ft (block by K. Love),,26,45
161,2,5:55.0,,Defensive rebound by T. Mozgov,26,45
162,2,5:50.0,,Turnover by K. Irving (lost ball; steal by E. Turner),26,45
163,2,5:44.0,A. Bradley misses 3-pt jump shot from 23 ft,,26,45
164,2,5:43.0,Offensive rebound by Team,,26,45
165,2,5:41.0,,Cleveland full timeout,26,45
166,2,5:36.0,B. Bass misses 2-pt jump shot from 18 ft,,26,45
167,2,5:35.0,,Defensive rebound by M. Dellavedova,26,45
168,2,5:27.0,,Personal foul by M. Smart (drawn by M. Dellavedova),26,45
169,2,5:22.0,,M. Dellavedova misses 2-pt layup from 1 ft,26,45
170,2,5:20.0,Defensive rebound by M. Smart,,26,45
171,2,5:04.0,S. Randolph makes 2-pt jump shot from 4 ft (assist by B. Bass),,28,45
172,2,4:45.0,,Turnover by T. Mozgov (lost ball; steal by S. Randolph),28,45
