,QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
0,1,11:38.0,,Shooting foul by R. Hibbert (drawn by C. Bosh),0,0
1,1,11:38.0,,C. Bosh makes free throw 1 of 2,0,1
2,1,11:38.0,,C. Bosh makes free throw 2 of 2,0,2
3,1,11:18.0,D. West misses 2-pt jump shot from 19 ft,,0,2
4,1,11:17.0,,Defensive rebound by C. Andersen,0,2
5,1,11:08.0,,C. Bosh misses 3-pt jump shot from 24 ft,0,2
6,1,11:07.0,,Offensive rebound by C. Andersen,0,2
7,1,11:03.0,,D. Wade misses 3-pt jump shot from 23 ft,0,2
8,1,11:02.0,Defensive rebound by D. West,,0,2
9,1,10:50.0,C. Miles makes 2-pt jump shot from 13 ft,,2,2
10,1,10:34.0,,Turnover by D. Wade (lost ball; steal by C. Watson),2,2
11,1,10:25.0,S. Hill misses 2-pt jump shot from 12 ft,,2,2
12,1,10:24.0,,Defensive rebound by M. Chalmers,2,2
13,1,10:01.0,,D. Wade misses 2-pt jump shot from 12 ft,2,2
14,1,10:00.0,Defensive rebound by S. Hill,,2,2
15,1,9:55.0,Turnover by S. Hill (bad pass),,2,2
16,1,9:39.0,,L. Deng makes 2-pt layup from 1 ft,2,4
17,1,9:18.0,C. Miles makes 3-pt jump shot from 25 ft (assist by R. Hibbert),,5,4
18,1,9:18.0,Shooting foul by L. Deng (drawn by C. Miles),,5,4
19,1,9:18.0,C. Miles makes free throw 1 of 1,,6,4
20,1,9:06.0,,D. Wade makes 2-pt jump shot from 9 ft,6,6
21,1,8:54.0,D. West makes 2-pt jump shot from 7 ft (assist by C. Miles),,8,6
22,1,8:39.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),8,9
23,1,8:25.0,Turnover by D. West (bad pass; steal by M. Chalmers),,8,9
24,1,8:22.0,,Shooting foul by C. Watson (drawn by M. Chalmers),8,9
25,1,8:22.0,,M. Chalmers makes free throw 1 of 2,8,10
26,1,8:22.0,,M. Chalmers makes free throw 2 of 2,8,11
27,1,8:04.0,D. West misses 2-pt jump shot from 15 ft,,8,11
28,1,8:03.0,,Defensive rebound by C. Andersen,8,11
29,1,7:52.0,,C. Bosh makes 2-pt jump shot from 12 ft (assist by L. Deng),8,13
30,1,7:34.0,Offensive foul by R. Hibbert (drawn by M. Chalmers),,8,13
31,1,7:34.0,Turnover by R. Hibbert (offensive foul),,8,13
32,1,7:34.0,I. Mahinmi enters the game for R. Hibbert,,8,13
33,1,7:25.0,,L. Deng misses 2-pt layup from 2 ft (block by I. Mahinmi),8,13
34,1,7:24.0,Defensive rebound by S. Hill,,8,13
35,1,7:19.0,C. Miles misses 3-pt jump shot from 23 ft,,8,13
36,1,7:18.0,,Defensive rebound by L. Deng,8,13
37,1,7:06.0,,C. Bosh misses 3-pt jump shot from 24 ft,8,13
38,1,7:05.0,Defensive rebound by D. West,,8,13
39,1,6:57.0,C. Miles makes 2-pt layup from 1 ft (assist by S. Hill),,10,13
40,1,6:44.0,,C. Bosh misses 2-pt layup from 1 ft,10,13
41,1,6:43.0,Defensive rebound by Team,,10,13
42,1,6:43.0,,Loose ball foul by C. Andersen (drawn by S. Hill),10,13
43,1,6:43.0,,S. Napier enters the game for M. Chalmers,10,13
44,1,6:37.0,Shooting foul by S. Napier (drawn by C. Watson),,10,13
45,1,6:37.0,C. Watson makes free throw 1 of 2,,11,13
46,1,6:37.0,,U. Haslem enters the game for C. Andersen,11,13
47,1,6:37.0,C. Watson makes free throw 2 of 2,,12,13
48,1,6:22.0,,C. Bosh makes 2-pt jump shot from 14 ft,12,15
49,1,6:02.0,C. Watson misses 3-pt jump shot from 25 ft,,12,15
50,1,6:01.0,Offensive rebound by Team,,12,15
51,1,5:57.0,D. West misses 2-pt jump shot from 8 ft,,12,15
52,1,5:56.0,Offensive rebound by I. Mahinmi,,12,15
