,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
0,1,11:44.0,,E. Freedom makes 2-pt jump shot from 6 ft (assist by R. Westbrook),0,2
1,1,11:28.0,C. Landry misses 2-pt jump shot from 14 ft,,0,2
2,1,11:27.0,,Defensive rebound by R. Westbrook,0,2
3,1,11:11.0,,R. Westbrook misses 2-pt jump shot from 15 ft,0,2
4,1,11:10.0,,Offensive rebound by A. Roberson,0,2
5,1,10:59.0,,D. Waiters makes 2-pt jump shot from 19 ft,0,4
6,1,10:53.0,B. McLemore misses 3-pt jump shot from 24 ft,,0,4
7,1,10:51.0,,Defensive rebound by S. Adams,0,4
8,1,10:38.0,,S. Adams misses 2-pt hook shot from 3 ft,0,4
9,1,10:37.0,Defensive rebound by J. Thompson,,0,4
10,1,10:17.0,B. McLemore misses 2-pt jump shot from 6 ft,,0,4
11,1,10:16.0,Offensive rebound by B. McLemore,,0,4
12,1,10:13.0,Shooting foul by A. Roberson (drawn by O. Casspi),,0,4
13,1,10:13.0,O. Casspi makes free throw 1 of 2,,1,4
14,1,10:13.0,O. Casspi makes free throw 2 of 2,,2,4
15,1,9:58.0,,E. Freedom misses 2-pt layup from 1 ft,2,4
16,1,9:57.0,,Offensive rebound by S. Adams,2,4
17,1,9:52.0,,R. Westbrook makes 2-pt layup from 2 ft,2,6
18,1,9:37.0,J. Thompson makes 2-pt jump shot from 6 ft,,4,6
19,1,9:11.0,,A. Roberson misses 3-pt jump shot from 24 ft,4,6
20,1,9:10.0,Defensive rebound by C. Landry,,4,6
21,1,8:57.0,J. Thompson misses 2-pt jump shot from 8 ft,,4,6
22,1,8:56.0,Offensive rebound by C. Landry,,4,6
23,1,8:55.0,Shooting foul by E. Freedom (drawn by C. Landry),,4,6
24,1,8:55.0,C. Landry makes free throw 1 of 2,,5,6
25,1,8:55.0,C. Landry makes free throw 2 of 2,,6,6
26,1,8:40.0,,Shooting foul by B. McLemore (drawn by D. Waiters),6,6
27,1,8:40.0,,D. Waiters makes free throw 1 of 2,6,7
28,1,8:40.0,,D. Waiters misses free throw 2 of 2,6,7
29,1,8:39.0,Defensive rebound by J. Thompson,,6,7
30,1,8:23.0,Turnover by B. McLemore (lost ball; steal by D. Waiters),,6,7
31,1,8:17.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),6,9
32,1,8:08.0,R. McCallum makes 2-pt jump shot from 16 ft,,8,9
33,1,7:55.0,,E. Freedom misses 2-pt jump shot from 17 ft,8,9
34,1,7:54.0,Defensive rebound by R. McCallum,,8,9
35,1,7:48.0,R. McCallum makes 2-pt jump shot from 11 ft,,10,9
36,1,7:32.0,,D. Waiters misses 2-pt jump shot from 13 ft,10,9
37,1,7:31.0,Defensive rebound by C. Landry,,10,9
38,1,7:20.0,C. Landry misses 2-pt jump shot from 21 ft,,10,9
39,1,7:19.0,,Defensive rebound by S. Adams,10,9
40,1,7:14.0,,Personal foul by C. Landry (drawn by R. Westbrook),10,9
41,1,7:03.0,,R. Westbrook makes 2-pt jump shot from 16 ft,10,11
42,1,6:50.0,C. Landry misses 2-pt dunk at rim,,10,11
43,1,6:49.0,,Defensive rebound by A. Roberson,10,11
44,1,6:43.0,,Turnover by R. Westbrook (bad pass),10,11
45,1,6:28.0,R. McCallum makes 2-pt layup at rim,,12,11
46,1,6:06.0,,Shooting foul by J. Thompson (drawn by E. Freedom),12,11
47,1,6:06.0,,E. Freedom makes free throw 1 of 2,12,12
48,1,6:06.0,,E. Freedom misses free throw 2 of 2,12,12
49,1,6:05.0,Defensive rebound by C. Landry,,12,12
50,1,5:58.0,Personal foul by D. Waiters (drawn by B. McLemore),,12,12
51,1,5:58.0,,Oklahoma City full timeout,12,12
52,1,5:45.0,B. McLemore misses 3-pt jump shot from 25 ft,,12,12
53,1,5:44.0,,Defensive rebound by D. Waiters,12,12
54,1,5:36.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Waiters),12,14
55,1,5:15.0,R. McCallum makes 3-pt jump shot from 23 ft,,15,14
56,1,5:07.0,,Personal foul by O. Casspi (drawn by A. Roberson),15,14
57,1,5:07.0,,N. Collison enters the game for S. Adams,15,14
58,1,5:07.0,D. Williams enters the game for C. Landry,,15,14
59,1,4:56.0,,D. Waiters misses 3-pt jump shot from 22 ft,15,14
60,1,4:56.0,Defensive rebound by R. McCallum,,15,14
61,1,4:46.0,D. Williams misses 2-pt jump shot from 19 ft,,15,14
62,1,4:45.0,,Defensive rebound by N. Collison,15,14
63,1,4:39.0,,R. Westbrook makes 2-pt jump shot from 18 ft,15,16
64,1,4:21.0,Shooting foul by R. Westbrook (drawn by O. Casspi),,15,16
