,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
49,1,4:19.0,,P. Antić makes 3-pt jump shot from 24 ft (assist by P. Millsap),13,27
50,1,4:06.0,J. Wall misses 2-pt jump shot from 16 ft,,13,27
51,1,4:05.0,Offensive rebound by M. Gortat,,13,27
52,1,4:01.0,R. Butler makes 3-pt jump shot from 22 ft (assist by J. Wall),,16,27
53,1,3:37.0,,T. Sefolosha misses 2-pt jump shot from 4 ft,16,27
54,1,3:35.0,Defensive rebound by R. Butler,,16,27
55,1,3:26.0,Turnover by J. Wall (lost ball; steal by J. Teague),,16,27
56,1,3:21.0,,Turnover by T. Sefolosha (lost ball; steal by K. Humphries),16,27
57,1,3:14.0,,Loose ball foul by P. Antić (drawn by B. Beal),16,27
58,1,3:14.0,,M. Scott enters the game for P. Millsap,16,27
59,1,3:14.0,,D. Schröder enters the game for J. Teague,16,27
60,1,3:00.0,B. Beal makes 2-pt layup from 2 ft (assist by R. Butler),,18,27
61,1,2:53.0,,Atlanta full timeout,18,27
62,1,2:37.0,,P. Antić misses 3-pt jump shot from 23 ft,18,27
63,1,2:35.0,,Offensive rebound by T. Sefolosha,18,27
64,1,2:21.0,,D. Schröder misses 2-pt jump shot from 6 ft (block by K. Humphries),18,27
65,1,2:19.0,,Offensive rebound by P. Antić,18,27
66,1,2:19.0,,Shooting foul by M. Gortat (drawn by P. Antić),18,27
67,1,2:19.0,,P. Antić misses free throw 1 of 2,18,27
68,1,2:19.0,,Offensive rebound by Team,18,27
69,1,2:19.0,,P. Antić makes free throw 2 of 2,18,28
70,1,2:08.0,Turnover by M. Gortat (bad pass; steal by D. Carroll),,18,28
71,1,1:58.0,,D. Carroll misses 3-pt jump shot from 24 ft,18,28
72,1,1:58.0,,Offensive rebound by Team,18,28
73,1,1:58.0,Loose ball foul by K. Humphries (drawn by M. Scott),,18,28
74,1,1:58.0,K. Séraphin enters the game for M. Gortat,,18,28
75,1,1:58.0,,A. Horford enters the game for D. Carroll,18,28
76,1,1:58.0,,K. Korver enters the game for P. Antić,18,28
77,1,1:58.0,O. Porter enters the game for B. Beal,,18,28
78,1,1:50.0,,Shooting foul by O. Porter (drawn by A. Horford),18,28
79,1,1:50.0,,A. Horford makes free throw 1 of 2,18,29
80,1,1:50.0,A. Miller enters the game for J. Wall,,18,29
81,1,1:50.0,,A. Horford misses free throw 2 of 2,18,29
82,1,1:48.0,Defensive rebound by K. Humphries,,18,29
83,1,1:38.0,,Violation by T. Sefolosha (kicked ball),18,29
84,1,1:28.0,K. Séraphin makes 2-pt jump shot from 10 ft (assist by R. Butler),,20,29
85,1,1:17.0,,Shooting foul by K. Séraphin (drawn by T. Sefolosha),20,29
86,1,1:17.0,,T. Sefolosha makes free throw 1 of 2,20,30
87,1,1:17.0,,T. Sefolosha makes free throw 2 of 2,20,31
88,1,1:05.0,Personal foul by D. Schröder (drawn by A. Miller),,20,31
89,1,0:56.0,K. Humphries misses 2-pt jump shot from 18 ft,,20,31
90,1,0:54.0,,Defensive rebound by K. Korver,20,31
91,1,0:37.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by K. Korver),20,34
92,1,0:27.0,K. Séraphin makes 2-pt jump shot from 20 ft (assist by A. Miller),,22,34
93,1,0:05.0,,D. Schröder misses 2-pt jump shot from 4 ft,22,34
94,1,0:04.0,Defensive rebound by K. Humphries,,22,34
95,2,11:49.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),22,37
96,2,11:27.0,K. Séraphin misses 2-pt hook shot from 9 ft,,22,37
97,2,11:25.0,,Defensive rebound by M. Scott,22,37
98,2,11:19.0,,D. Schröder misses 3-pt jump shot from 25 ft,22,37
99,2,11:17.0,Defensive rebound by O. Porter,,22,37
100,2,11:10.0,Turnover by O. Porter (lost ball; steal by T. Sefolosha),,22,37
101,2,10:49.0,,M. Scott misses 2-pt jump shot from 7 ft,22,37
102,2,10:48.0,,Offensive rebound by M. Scott,22,37
103,2,10:45.0,,M. Scott makes 2-pt jump shot from 8 ft,22,39
104,2,10:31.0,R. Butler makes 2-pt jump shot from 16 ft (assist by K. Séraphin),,24,39
105,2,10:13.0,,A. Horford misses 2-pt jump shot from 8 ft,24,39
106,2,10:11.0,,Offensive rebound by T. Sefolosha,24,39
107,2,10:08.0,,M. Scott misses 3-pt jump shot from 24 ft,24,39
108,2,10:06.0,Defensive rebound by O. Porter,,24,39
109,2,9:54.0,O. Porter misses 3-pt jump shot from 24 ft,,24,39
110,2,9:51.0,Offensive rebound by A. Miller,,24,39
111,2,9:45.0,R. Butler misses 3-pt jump shot from 23 ft,,24,39
112,2,9:44.0,,Defensive rebound by D. Schröder,24,39
113,2,9:43.0,,A. Horford makes 2-pt dunk at rim (assist by M. Scott),24,41
114,2,9:43.0,,Shooting foul by O. Porter (drawn by A. Horford),24,41
115,2,9:43.0,,K. Bazemore enters the game for T. Sefolosha,24,41
116,2,9:43.0,,A. Horford makes free throw 1 of 1,24,42
117,2,9:27.0,K. Humphries misses 2-pt jump shot from 9 ft,,24,42
118,2,9:24.0,,Defensive rebound by M. Scott,24,42
119,2,9:15.0,,M. Scott misses 3-pt jump shot from 26 ft,24,42
120,2,9:13.0,Defensive rebound by K. Séraphin,,24,42
121,2,8:52.0,K. Séraphin misses 2-pt hook shot from 10 ft,,24,42
122,2,8:50.0,,Defensive rebound by K. Korver,24,42
123,2,8:43.0,,K. Korver makes 2-pt jump shot from 9 ft (assist by D. Schröder),24,44
124,2,8:37.0,Washington full timeout,,24,44
125,2,8:37.0,J. Wall enters the game for K. Humphries,,24,44
126,2,8:37.0,B. Beal enters the game for O. Porter,,24,44
127,2,8:37.0,N. Hilário enters the game for A. Miller,,24,44
128,2,8:23.0,K. Séraphin makes 2-pt jump shot from 12 ft (assist by B. Beal),,26,44
129,2,8:07.0,,A. Horford misses 2-pt hook shot from 5 ft,26,44
130,2,8:05.0,Defensive rebound by N. Hilário,,26,44
131,2,7:59.0,R. Butler misses 3-pt jump shot from 22 ft,,26,44
132,2,7:58.0,,Defensive rebound by D. Schröder,26,44
133,2,7:37.0,,K. Bazemore misses 2-pt jump shot from 11 ft,26,44
134,2,7:35.0,Defensive rebound by K. Séraphin,,26,44
135,2,7:20.0,N. Hilário makes 2-pt jump shot from 15 ft (assist by B. Beal),,28,44
136,2,6:55.0,,M. Scott misses 2-pt jump shot from 15 ft,28,44
137,2,6:52.0,Defensive rebound by R. Butler,,28,44
138,2,6:43.0,Turnover by J. Wall (lost ball; steal by K. Bazemore),,28,44
139,2,6:38.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Bazemore),28,47
140,2,6:22.0,Personal foul by M. Scott (drawn by N. Hilário),,28,47
141,2,6:22.0,,J. Teague enters the game for A. Horford,28,47
142,2,6:22.0,,P. Millsap enters the game for K. Korver,28,47
143,2,6:22.0,,D. Carroll enters the game for M. Scott,28,47
144,2,6:22.0,,P. Antić enters the game for D. Schröder,28,47
145,2,6:14.0,Shooting foul by K. Bazemore (drawn by B. Beal),,28,47
146,2,6:14.0,B. Beal makes free throw 1 of 2,,29,47
147,2,6:14.0,B. Beal makes free throw 2 of 2,,30,47
148,2,5:56.0,,P. Millsap misses 3-pt jump shot from 24 ft,30,47
149,2,5:52.0,,Offensive rebound by P. Antić,30,47
150,2,5:41.0,,J. Teague misses 3-pt jump shot from 25 ft,30,47
151,2,5:40.0,Defensive rebound by B. Beal,,30,47
152,2,5:32.0,Official timeout,,30,47
153,2,5:32.0,P. Pierce enters the game for R. Butler,,30,47
154,2,5:27.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,33,47
155,2,5:06.0,,D. Carroll misses 2-pt jump shot from 7 ft (block by K. Séraphin),33,47
156,2,5:04.0,,Offensive rebound by D. Carroll,33,47
157,2,5:03.0,,D. Carroll makes 2-pt layup at rim,33,49
158,2,4:52.0,B. Beal makes 2-pt jump shot from 20 ft (assist by J. Wall),,35,49
159,2,4:37.0,,P. Millsap misses 2-pt layup from 1 ft,35,49
160,2,4:34.0,Defensive rebound by K. Séraphin,,35,49
161,2,4:22.0,J. Wall makes 2-pt jump shot from 17 ft,,37,49
162,2,4:10.0,,J. Teague misses 2-pt layup from 1 ft (block by K. Séraphin),37,49
163,2,4:07.0,Defensive rebound by N. Hilário,,37,49
164,2,4:01.0,P. Pierce misses 3-pt jump shot from 23 ft,,37,49
165,2,3:59.0,Offensive rebound by J. Wall,,37,49
166,2,3:56.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by K. Séraphin),,40,49
167,2,3:54.0,,Atlanta full timeout,40,49
168,2,3:39.0,Violation by K. Séraphin (def goaltending),,40,49
169,2,3:39.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by J. Teague),40,51
170,2,3:29.0,N. Hilário makes 2-pt dunk at rim (assist by P. Pierce),,42,51
171,2,3:18.0,,J. Teague misses 2-pt layup from 1 ft,42,51
172,2,3:17.0,Defensive rebound by B. Beal,,42,51
173,2,3:13.0,Shooting foul by P. Millsap (drawn by N. Hilário),,42,51
174,2,3:13.0,N. Hilário makes free throw 1 of 2,,43,51
175,2,3:13.0,,K. Korver enters the game for K. Bazemore,43,51
176,2,3:13.0,,A. Horford enters the game for P. Antić,43,51
177,2,3:13.0,N. Hilário makes free throw 2 of 2,,44,51
178,2,3:06.0,,K. Korver misses 3-pt jump shot from 26 ft,44,51
179,2,3:04.0,Defensive rebound by N. Hilário,,44,51
180,2,2:56.0,K. Séraphin makes 2-pt dunk at rim (assist by P. Pierce),,46,51
181,2,2:39.0,,P. Millsap misses 2-pt layup from 2 ft,46,51
182,2,2:38.0,Defensive rebound by K. Séraphin,,46,51
183,2,2:26.0,J. Wall misses 3-pt jump shot from 24 ft,,46,51
184,2,2:24.0,,Defensive rebound by A. Horford,46,51
185,2,2:16.0,,A. Horford misses 2-pt jump shot from 18 ft,46,51
186,2,2:14.0,,Offensive rebound by J. Teague,46,51
187,2,2:10.0,,J. Teague misses 3-pt jump shot from 23 ft,46,51
188,2,2:09.0,Defensive rebound by J. Wall,,46,51
189,2,2:03.0,P. Pierce misses 3-pt jump shot from 25 ft,,46,51
190,2,2:02.0,,Defensive rebound by A. Horford,46,51
191,2,1:50.0,,Turnover by K. Korver (lost ball; steal by J. Wall),46,51
192,2,1:45.0,J. Wall misses 2-pt layup from 1 ft,,46,51
193,2,1:44.0,,Defensive rebound by Team,46,51
194,2,1:41.0,,Shooting foul by B. Beal (drawn by K. Korver),46,51
195,2,1:41.0,,K. Korver makes free throw 1 of 3,46,52
196,2,1:41.0,,K. Korver misses free throw 2 of 3,46,52
197,2,1:41.0,,Offensive rebound by Team,46,52
198,2,1:41.0,,P. Antić enters the game for P. Millsap,46,52
199,2,1:41.0,,K. Korver makes free throw 3 of 3,46,53
200,2,1:28.0,N. Hilário misses 2-pt jump shot from 19 ft,,46,53
201,2,1:26.0,,Defensive rebound by K. Korver,46,53
202,2,1:14.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by J. Teague),46,55
203,2,0:58.0,N. Hilário makes 2-pt layup from 1 ft (assist by K. Séraphin),,48,55
204,2,0:41.0,,P. Antić misses 3-pt jump shot from 23 ft,48,55
205,2,0:39.0,Defensive rebound by B. Beal,,48,55
206,2,0:31.0,Turnover by J. Wall (bad pass; steal by D. Carroll),,48,55
207,2,0:26.0,,Turnover by D. Carroll (bad pass; steal by J. Wall),48,55
208,2,0:04.0,Shooting foul by A. Horford (drawn by J. Wall),,48,55
209,2,0:04.0,J. Wall makes free throw 1 of 2,,49,55
210,2,0:04.0,G. Temple enters the game for P. Pierce,,49,55
211,2,0:04.0,J. Wall makes free throw 2 of 2,,50,55
212,2,0:00.0,,J. Teague misses 2-pt jump shot from 15 ft,50,55
213,2,0:00.0,,Offensive rebound by Team,50,55
214,3,11:41.0,,A. Horford misses 2-pt jump shot from 19 ft,50,55
215,3,11:40.0,Defensive rebound by P. Pierce,,50,55
216,3,11:24.0,B. Beal misses 3-pt jump shot from 24 ft,,50,55
217,3,11:21.0,Offensive rebound by B. Beal,,50,55
218,3,11:12.0,M. Gortat makes 2-pt layup from 1 ft,,52,55
219,3,11:12.0,Shooting foul by A. Horford (drawn by M. Gortat),,52,55
220,3,11:12.0,M. Gortat misses free throw 1 of 1,,52,55
221,3,11:10.0,,Defensive rebound by D. Carroll,52,55
222,3,10:51.0,,A. Horford misses 2-pt jump shot from 3 ft,52,55
223,3,10:49.0,Defensive rebound by P. Pierce,,52,55
224,3,10:47.0,Turnover by J. Wall (traveling),,52,55
225,3,10:34.0,Offensive charge foul by P. Millsap (drawn by J. Wall),,52,55
226,3,10:34.0,,Turnover by P. Millsap (offensive foul),52,55
227,3,10:10.0,Turnover by M. Gortat (lost ball; steal by A. Horford),,52,55
228,3,10:04.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by A. Horford),52,58
229,3,9:53.0,,Violation by K. Korver (kicked ball),52,58
230,3,9:42.0,B. Beal misses 2-pt layup from 1 ft (block by A. Horford),,52,58
231,3,9:41.0,,Defensive rebound by A. Horford,52,58
232,3,9:33.0,,D. Carroll makes 2-pt jump shot from 6 ft (assist by A. Horford),52,60
233,3,9:26.0,Shooting foul by K. Korver (drawn by M. Gortat),,52,60
234,3,9:26.0,M. Gortat makes free throw 1 of 2,,53,60
235,3,9:26.0,M. Gortat makes free throw 2 of 2,,54,60
236,3,9:09.0,,J. Teague misses 3-pt jump shot from 25 ft,54,60
237,3,9:07.0,,Offensive rebound by A. Horford,54,60
238,3,8:55.0,,P. Millsap makes 2-pt jump shot from 18 ft (assist by J. Teague),54,62
239,3,8:43.0,Turnover by M. Gortat (bad pass; steal by D. Carroll),,54,62
240,3,8:38.0,,D. Carroll makes 2-pt layup at rim (assist by K. Korver),54,64
241,3,8:38.0,Washington full timeout,,54,64
242,3,8:26.0,Turnover by J. Wall (bad pass; steal by J. Teague),,54,64
243,3,8:22.0,,J. Teague misses 2-pt layup from 1 ft (block by J. Wall),54,64
244,3,8:20.0,Defensive rebound by P. Pierce,,54,64
245,3,8:16.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,57,64
246,3,8:03.0,,Turnover by K. Korver (bad pass; steal by N. Hilário),57,64
247,3,8:00.0,N. Hilário makes 2-pt dunk at rim,,59,64
248,3,7:46.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Teague),59,67
249,3,7:24.0,M. Gortat makes 2-pt jump shot from 17 ft (assist by J. Wall),,61,67
250,3,7:06.0,,A. Horford misses 2-pt jump shot from 9 ft,61,67
251,3,7:05.0,Defensive rebound by N. Hilário,,61,67
252,3,6:56.0,J. Wall makes 2-pt jump shot from 18 ft,,63,67
253,3,6:27.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by J. Teague),63,69
254,3,6:05.0,B. Beal misses 3-pt jump shot from 24 ft,,63,69
255,3,6:04.0,Offensive rebound by P. Pierce,,63,69
256,3,6:02.0,P. Pierce misses 2-pt layup from 1 ft,,63,69
257,3,6:00.0,Offensive rebound by P. Pierce,,63,69
258,3,6:00.0,P. Pierce makes 2-pt layup from 1 ft,,65,69
259,3,5:46.0,,D. Carroll misses 3-pt jump shot from 24 ft,65,69
260,3,5:45.0,Defensive rebound by N. Hilário,,65,69
261,3,5:23.0,J. Wall makes 2-pt jump shot from 20 ft,,67,69
262,3,5:18.0,,Personal foul by J. Wall (drawn by J. Teague),67,69
263,3,5:18.0,,P. Antić enters the game for A. Horford,67,69
264,3,5:09.0,,P. Antić misses 2-pt jump shot from 22 ft,67,69
265,3,5:07.0,Defensive rebound by N. Hilário,,67,69
266,3,4:48.0,Turnover by J. Wall (step out of bounds),,67,69
267,3,4:48.0,,T. Sefolosha enters the game for K. Korver,67,69
268,3,4:38.0,,Shooting foul by P. Pierce (drawn by D. Carroll),67,69
269,3,4:38.0,,D. Carroll makes free throw 1 of 3,67,70
270,3,4:38.0,,D. Carroll makes free throw 2 of 3,67,71
271,3,4:38.0,K. Humphries enters the game for N. Hilário,,67,71
272,3,4:38.0,R. Butler enters the game for B. Beal,,67,71
273,3,4:38.0,,D. Carroll makes free throw 3 of 3,67,72
274,3,4:23.0,K. Humphries misses 2-pt jump shot from 17 ft,,67,72
275,3,4:22.0,,Defensive rebound by P. Antić,67,72
276,3,4:10.0,,Shooting foul by M. Gortat (drawn by P. Antić),67,72
277,3,4:10.0,,P. Antić makes free throw 1 of 2,67,73
278,3,4:10.0,,D. Schröder enters the game for J. Teague,67,73
279,3,4:10.0,,P. Antić makes free throw 2 of 2,67,74
280,3,3:59.0,M. Gortat makes 2-pt layup at rim (assist by P. Pierce),,69,74
281,3,3:43.0,,D. Schröder makes 2-pt layup from 1 ft (assist by P. Antić),69,76
282,3,3:16.0,J. Wall misses 2-pt jump shot from 18 ft,,69,76
283,3,3:09.0,,Defensive rebound by T. Sefolosha,69,76
284,3,3:04.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by D. Schröder),69,79
285,3,2:44.0,Turnover by J. Wall (lost ball; steal by D. Schröder),,69,79
286,3,2:38.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. Schröder),69,82
287,3,2:36.0,Washington full timeout,,69,82
288,3,2:36.0,,Atlanta full timeout,69,82
289,3,2:36.0,K. Séraphin enters the game for P. Pierce,,69,82
290,3,2:36.0,M. Webster enters the game for M. Gortat,,69,82
291,3,2:23.0,M. Webster misses 3-pt jump shot from 24 ft,,69,82
292,3,2:21.0,,Defensive rebound by D. Schröder,69,82
293,3,2:04.0,,Shooting foul by K. Humphries (drawn by D. Carroll),69,82
294,3,2:04.0,,D. Carroll misses free throw 1 of 2,69,82
295,3,2:04.0,,Offensive rebound by Team,69,82
296,3,2:04.0,,D. Carroll makes free throw 2 of 2,69,83
297,3,1:50.0,Turnover by K. Séraphin (traveling),,69,83
298,3,1:26.0,,D. Schröder misses 2-pt jump shot from 20 ft,69,83
299,3,1:24.0,,Offensive rebound by P. Millsap,69,83
300,3,1:22.0,,T. Sefolosha misses 2-pt layup from 1 ft,69,83
301,3,1:19.0,,Offensive rebound by T. Sefolosha,69,83
302,3,1:19.0,,T. Sefolosha makes 2-pt tip-in at rim,69,85
303,3,1:05.0,R. Butler makes 3-pt jump shot from 23 ft (assist by K. Séraphin),,72,85
304,3,0:52.0,,D. Schröder makes 2-pt layup from 1 ft,72,87
305,3,0:32.0,K. Humphries makes 2-pt jump shot from 4 ft,,74,87
306,3,0:32.0,Shooting foul by D. Schröder (drawn by K. Humphries),,74,87
307,3,0:32.0,,A. Horford enters the game for D. Carroll,74,87
308,3,0:32.0,,K. Korver enters the game for P. Millsap,74,87
309,3,0:32.0,K. Humphries makes free throw 1 of 1,,75,87
310,3,0:15.0,,D. Schröder misses 2-pt layup from 2 ft (block by K. Séraphin),75,87
311,3,0:13.0,Defensive rebound by R. Butler,,75,87
312,3,0:10.0,J. Wall makes 2-pt dunk at rim,,77,87
313,3,0:02.0,,Turnover by D. Schröder (lost ball; steal by R. Butler),77,87
314,3,0:00.0,R. Butler misses 3-pt jump shot from 42 ft,,77,87
315,3,0:00.0,Offensive rebound by Team,,77,87
316,4,11:47.0,J. Wall misses 2-pt layup at rim,,77,87
317,4,11:46.0,,Defensive rebound by P. Antić,77,87
318,4,11:31.0,,D. Schröder misses 2-pt layup from 1 ft,77,87
319,4,11:27.0,,Offensive rebound by T. Sefolosha,77,87
320,4,11:27.0,,T. Sefolosha makes 2-pt dunk at rim,77,89
321,4,11:10.0,K. Séraphin makes 2-pt layup at rim (assist by B. Beal),,79,89
322,4,11:10.0,Shooting foul by T. Sefolosha (drawn by K. Séraphin),,79,89
323,4,11:10.0,K. Séraphin makes free throw 1 of 1,,80,89
324,4,10:48.0,,D. Schröder misses 2-pt layup from 1 ft,80,89
325,4,10:47.0,Defensive rebound by K. Séraphin,,80,89
326,4,10:25.0,B. Beal misses 2-pt jump shot from 18 ft,,80,89
327,4,10:22.0,,Defensive rebound by A. Horford,80,89
328,4,10:08.0,,D. Schröder misses 2-pt layup from 2 ft (block by B. Beal),80,89
329,4,10:05.0,Defensive rebound by M. Webster,,80,89
330,4,9:58.0,K. Séraphin makes 2-pt hook shot from 2 ft (assist by R. Butler),,82,89
331,4,9:43.0,,D. Schröder misses 2-pt layup at rim (block by J. Wall),82,89
332,4,9:41.0,,Offensive rebound by T. Sefolosha,82,89
333,4,9:31.0,,A. Horford makes 2-pt layup at rim (assist by D. Schröder),82,91
334,4,9:17.0,R. Butler misses 3-pt jump shot from 23 ft,,82,91
335,4,9:15.0,,Defensive rebound by P. Antić,82,91
336,4,9:02.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by P. Antić),82,94
337,4,9:02.0,Washington full timeout,,82,94
338,4,9:02.0,,J. Teague enters the game for P. Antić,82,94
339,4,9:02.0,,M. Scott enters the game for D. Schröder,82,94
340,4,8:42.0,Shooting foul by A. Horford (drawn by M. Webster),,82,94
341,4,8:42.0,N. Hilário enters the game for K. Séraphin,,82,94
342,4,8:42.0,M. Webster misses free throw 1 of 3,,82,94
343,4,8:42.0,Offensive rebound by Team,,82,94
344,4,8:42.0,M. Webster misses free throw 2 of 3,,82,94
345,4,8:42.0,Offensive rebound by Team,,82,94
346,4,8:42.0,A. Miller enters the game for J. Wall,,82,94
347,4,8:42.0,M. Webster makes free throw 3 of 3,,83,94
348,4,8:23.0,,M. Scott makes 2-pt hook shot from 4 ft (assist by A. Horford),83,96
349,4,8:04.0,A. Miller misses 2-pt layup from 1 ft (block by J. Teague),,83,96
350,4,8:03.0,,Defensive rebound by T. Sefolosha,83,96
351,4,7:57.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by J. Teague),83,99
352,4,7:37.0,B. Beal misses 2-pt jump shot from 21 ft,,83,99
353,4,7:36.0,Offensive rebound by Team,,83,99
354,4,7:36.0,P. Pierce enters the game for M. Webster,,83,99
355,4,7:28.0,B. Beal misses 3-pt jump shot from 24 ft,,83,99
356,4,7:26.0,,Defensive rebound by M. Scott,83,99
357,4,7:15.0,,M. Scott makes 2-pt hook shot from 3 ft (assist by T. Sefolosha),83,101
358,4,6:54.0,P. Pierce misses 2-pt layup at rim (block by A. Horford),,83,101
359,4,6:51.0,,Defensive rebound by T. Sefolosha,83,101
360,4,6:48.0,,M. Scott makes 2-pt dunk at rim (assist by K. Korver),83,103
361,4,6:47.0,Washington full timeout,,83,103
362,4,6:47.0,J. Wall enters the game for A. Miller,,83,103
363,4,6:44.0,Turnover by R. Butler (lost ball; steal by M. Scott),,83,103
364,4,6:41.0,,Personal foul by N. Hilário (drawn by A. Horford),83,103
365,4,6:24.0,,A. Horford makes 3-pt jump shot from 22 ft (assist by J. Teague),83,106
366,4,6:08.0,P. Pierce makes 2-pt jump shot from 3 ft,,85,106
367,4,5:57.0,,J. Teague makes 2-pt layup from 1 ft,85,108
368,4,5:48.0,Personal foul by K. Korver (drawn by N. Hilário),,85,108
369,4,5:48.0,M. Webster enters the game for R. Butler,,85,108
370,4,5:48.0,,P. Antić enters the game for A. Horford,85,108
371,4,5:48.0,,D. Carroll enters the game for K. Korver,85,108
372,4,5:40.0,B. Beal misses 2-pt layup from 1 ft,,85,108
373,4,5:38.0,,Defensive rebound by M. Scott,85,108
374,4,5:20.0,,Shooting foul by M. Webster (drawn by J. Teague),85,108
375,4,5:20.0,,J. Teague makes free throw 1 of 2,85,109
376,4,5:20.0,,J. Teague makes free throw 2 of 2,85,110
377,4,5:05.0,Personal foul by M. Scott (drawn by M. Webster),,85,110
378,4,5:05.0,,K. Bazemore enters the game for D. Carroll,85,110
379,4,4:56.0,N. Hilário makes 2-pt layup from 1 ft (assist by B. Beal),,87,110
380,4,4:37.0,K. Séraphin enters the game for N. Hilário,,87,110
381,4,4:37.0,D. Gooden enters the game for P. Pierce,,87,110
382,4,4:32.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by M. Scott),87,113
383,4,4:15.0,Turnover by K. Séraphin (lost ball),,87,113
