,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
0,1,11:38.0,Turnover by S. Hill (bad pass; steal by T. Lawson),,0,0
1,1,11:34.0,,T. Lawson makes 2-pt layup from 1 ft (assist by K. Faried),0,2
2,1,11:16.0,S. Hill misses 2-pt jump shot from 18 ft,,0,2
3,1,11:14.0,,Defensive rebound by A. Afflalo,0,2
4,1,11:08.0,,T. Lawson misses 2-pt jump shot from 14 ft,0,2
5,1,11:08.0,Defensive rebound by Team,,0,2
6,1,10:51.0,Turnover by R. Hibbert (lost ball; steal by A. Afflalo),,0,2
7,1,10:43.0,,A. Afflalo misses 3-pt jump shot from 24 ft,0,2
8,1,10:41.0,Defensive rebound by S. Hill,,0,2
9,1,10:23.0,R. Hibbert misses 2-pt hook shot from 8 ft,,0,2
10,1,10:21.0,,Defensive rebound by T. Mozgov,0,2
11,1,10:06.0,,W. Chandler misses 2-pt jump shot from 10 ft,0,2
12,1,10:05.0,Defensive rebound by D. West,,0,2
13,1,10:04.0,Personal foul by K. Faried (drawn by D. West),,0,2
14,1,9:44.0,D. West makes 2-pt jump shot from 15 ft,,2,2
15,1,9:33.0,,Turnover by T. Mozgov (bad pass),2,2
16,1,9:18.0,D. West makes 3-pt jump shot from 22 ft (assist by R. Stuckey),,5,2
17,1,9:07.0,,Offensive foul by T. Mozgov (drawn by R. Hibbert),5,2
18,1,9:07.0,,Turnover by T. Mozgov (offensive foul),5,2
19,1,8:50.0,D. West makes 2-pt jump shot from 17 ft (assist by D. Sloan),,7,2
20,1,8:36.0,,W. Chandler misses 3-pt jump shot from 24 ft,7,2
21,1,8:36.0,,Offensive rebound by Team,7,2
22,1,8:36.0,Loose ball foul by R. Hibbert (drawn by T. Mozgov),,7,2
23,1,8:34.0,,Personal foul by S. Hill (drawn by W. Chandler),7,2
24,1,8:24.0,,T. Lawson makes 2-pt layup from 2 ft,7,4
25,1,8:20.0,Turnover by D. West (bad pass; steal by T. Lawson),,7,4
26,1,8:18.0,,Turnover by A. Afflalo (bad pass),7,4
27,1,8:03.0,D. Sloan makes 2-pt layup from 2 ft,,9,4
28,1,7:44.0,,A. Afflalo misses 3-pt jump shot from 24 ft,9,4
29,1,7:43.0,Defensive rebound by D. West,,9,4
30,1,7:31.0,D. West misses 3-pt jump shot from 25 ft,,9,4
31,1,7:30.0,,Defensive rebound by A. Afflalo,9,4
32,1,7:19.0,,K. Faried misses 2-pt hook shot from 6 ft,9,4
33,1,7:17.0,Defensive rebound by R. Hibbert,,9,4
34,1,7:09.0,R. Stuckey misses 2-pt jump shot from 10 ft,,9,4
35,1,7:07.0,,Defensive rebound by T. Mozgov,9,4
36,1,6:55.0,,K. Faried misses 2-pt layup from 2 ft,9,4
37,1,6:54.0,Defensive rebound by D. Sloan,,9,4
38,1,6:40.0,D. West makes 2-pt jump shot from 20 ft (assist by D. Sloan),,11,4
39,1,6:31.0,,Denver full timeout,11,4
40,1,6:31.0,,J. Hickson enters the game for K. Faried,11,4
41,1,6:17.0,,A. Afflalo misses 2-pt jump shot from 17 ft,11,4
42,1,6:16.0,,Offensive rebound by T. Mozgov,11,4
43,1,6:16.0,,T. Mozgov misses 2-pt tip-in at rim,11,4
44,1,6:16.0,,Offensive rebound by Team,11,4
45,1,6:16.0,Loose ball foul by R. Hibbert (drawn by T. Mozgov),,11,4
46,1,6:16.0,L. Allen enters the game for R. Hibbert,,11,4
47,1,6:06.0,,T. Lawson misses 3-pt jump shot from 25 ft,11,4
48,1,6:05.0,Defensive rebound by L. Allen,,11,4
49,1,5:50.0,D. West misses 2-pt jump shot from 18 ft,,11,4
50,1,5:48.0,,Defensive rebound by T. Mozgov,11,4
51,1,5:45.0,,J. Hickson makes 2-pt layup from 1 ft (assist by T. Lawson),11,6
52,1,5:31.0,R. Stuckey misses 2-pt jump shot from 3 ft (block by J. Hickson),,11,6
53,1,5:30.0,Offensive rebound by Team,,11,6
54,1,5:30.0,C. Miles enters the game for R. Stuckey,,11,6
55,1,5:30.0,Offensive foul by D. West (drawn by J. Hickson),,11,6
56,1,5:30.0,Turnover by D. West (offensive foul),,11,6
57,1,5:20.0,,Shooting foul by D. Sloan (drawn by T. Lawson),11,6
58,1,5:20.0,,T. Lawson makes free throw 1 of 2,11,7
59,1,5:20.0,,T. Lawson misses free throw 2 of 2,11,7
60,1,5:18.0,Defensive rebound by S. Hill,,11,7
61,1,5:03.0,C. Miles misses 3-pt jump shot from 24 ft,,11,7
62,1,5:02.0,,Defensive rebound by T. Mozgov,11,7
63,1,4:51.0,,W. Chandler misses 2-pt jump shot from 16 ft,11,7
64,1,4:50.0,Defensive rebound by D. West,,11,7
65,1,4:34.0,C. Miles misses 2-pt jump shot from 16 ft,,11,7
66,1,4:32.0,,Defensive rebound by W. Chandler,11,7
67,1,4:22.0,,J. Hickson misses 2-pt jump shot from 9 ft,11,7
68,1,4:21.0,Defensive rebound by D. West,,11,7
69,1,4:12.0,D. West makes 2-pt jump shot from 17 ft (assist by D. Sloan),,13,7
70,1,3:50.0,,W. Chandler misses 3-pt jump shot from 24 ft,13,7
71,1,3:48.0,Defensive rebound by D. Sloan,,13,7
72,1,3:42.0,D. Sloan misses 2-pt jump shot from 17 ft,,13,7
73,1,3:40.0,,Defensive rebound by J. Hickson,13,7
74,1,3:23.0,,A. Afflalo misses 2-pt jump shot from 18 ft,13,7
75,1,3:22.0,Defensive rebound by C. Miles,,13,7
76,1,3:16.0,C. Miles misses 2-pt layup from 2 ft (block by T. Mozgov),,13,7
77,1,3:16.0,Offensive rebound by Team,,13,7
78,1,3:16.0,Indiana full timeout,,13,7
79,1,3:16.0,,D. Gallinari enters the game for W. Chandler,13,7
80,1,3:16.0,Inbound foul by J. Hickson,,13,7
81,1,3:16.0,D. West misses free throw 1 of 2,,13,7
82,1,3:16.0,Offensive rebound by Team,,13,7
83,1,3:16.0,D. West misses free throw 2 of 2,,13,7
84,1,3:15.0,,Defensive rebound by T. Mozgov,13,7
85,1,2:59.0,,D. Gallinari makes 2-pt layup from 1 ft,13,9
86,1,2:40.0,S. Hill makes 3-pt jump shot from 24 ft (assist by L. Allen),,16,9
87,1,2:19.0,,J. Hickson makes 2-pt jump shot from 10 ft (assist by T. Lawson),16,11
88,1,2:06.0,D. Sloan makes 2-pt layup from 1 ft,,18,11
89,1,1:56.0,,T. Lawson makes 2-pt layup from 2 ft,18,13
