,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MILWAUKEE_ACTION,HOUSTON_SCORE,MILWAUKEE_SCORE
382,4,4:44.0,,Turnover by K. Marshall (step out of bounds),106,90
383,4,4:20.0,T. Ariza makes 2-pt jump shot from 18 ft,,108,90
384,4,3:55.0,,K. Marshall misses 3-pt jump shot from 26 ft,108,90
385,4,3:53.0,Defensive rebound by K. Papanikolaou,,108,90
386,4,3:47.0,Turnover by J. Harden (step out of bounds),,108,90
387,4,3:37.0,,L. Sanders makes 2-pt dunk at rim (assist by K. Marshall),108,92
388,4,3:37.0,,Shooting foul by J. Harden (drawn by L. Sanders),108,92
389,4,3:37.0,,L. Sanders makes free throw 1 of 1,108,93
390,4,3:19.0,Offensive foul by J. Harden (drawn by G. Antetokounmpo),,108,93
391,4,3:19.0,Turnover by J. Harden (offensive foul),,108,93
392,4,3:19.0,,Technical foul by G. Antetokounmpo,108,93
393,4,3:19.0,Technical foul by J. Harden,,108,93
394,4,3:19.0,,Technical foul by L. Sanders,108,93
395,4,3:19.0,J. Harden makes technical free throw,,109,93
396,4,2:59.0,,Shooting block foul by K. Papanikolaou,109,93
397,4,2:59.0,,Milwaukee full timeout,109,93
398,4,2:59.0,D. Motiejūnas enters the game for J. Dorsey,,109,93
399,4,2:59.0,,J. Parker makes free throw 1 of 2,109,94
400,4,2:59.0,,J. Parker misses free throw 2 of 2,109,94
401,4,2:57.0,Defensive rebound by T. Ariza,,109,94
402,4,2:38.0,J. Harden misses 3-pt jump shot from 25 ft,,109,94
403,4,2:37.0,Offensive rebound by T. Ariza,,109,94
404,4,2:32.0,J. Terry misses 3-pt jump shot from 27 ft,,109,94
405,4,2:31.0,,Defensive rebound by G. Antetokounmpo,109,94
406,4,2:20.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),109,96
407,4,2:01.0,K. Papanikolaou makes 3-pt jump shot from 25 ft (assist by J. Harden),,112,96
408,4,1:55.0,,Turnover by K. Marshall (bad pass; steal by K. Papanikolaou),112,96
409,4,1:53.0,K. Papanikolaou makes 2-pt dunk at rim,,114,96
410,4,1:46.0,,Shooting block foul by D. Motiejūnas (drawn by J. Parker),114,96
411,4,1:46.0,,J. Parker makes free throw 1 of 2,114,97
412,4,1:46.0,T. Black enters the game for T. Ariza,,114,97
413,4,1:46.0,N. Johnson enters the game for D. Motiejūnas,,114,97
414,4,1:46.0,F. García enters the game for J. Harden,,114,97
415,4,1:46.0,T. Daniels enters the game for J. Terry,,114,97
416,4,1:46.0,,J. Parker makes free throw 2 of 2,114,98
417,4,1:28.0,T. Daniels makes 3-pt jump shot from 22 ft (assist by K. Papanikolaou),,117,98
418,4,1:05.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by L. Sanders),117,101
419,4,0:43.0,N. Johnson misses 3-pt jump shot from 25 ft,,117,101
420,4,0:41.0,,Defensive rebound by J. Parker,117,101
421,4,0:35.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,117,103
422,4,0:11.0,N. Johnson misses 3-pt jump shot from 26 ft,,117,103
423,4,0:10.0,,Defensive rebound by G. Antetokounmpo,117,103
424,4,0:01.0,,J. Parker misses 2-pt layup at rim,117,103
425,4,0:00.0,,Offensive rebound by Team,117,103
