,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
37,1,6:52.0,Offensive rebound by R. Gobert,,11,4
38,1,6:52.0,R. Gobert misses 2-pt tip-in at rim,,11,4
39,1,6:49.0,,Defensive rebound by T. Zeller,11,4
40,1,6:44.0,,M. Smart misses 2-pt layup at rim,11,4
41,1,6:44.0,Defensive rebound by Team,,11,4
42,1,6:44.0,,J. Crowder enters the game for B. Bass,11,4
43,1,6:28.0,Turnover by D. Favors (3 sec),,11,4
44,1,6:28.0,,I. Thomas enters the game for M. Smart,11,4
45,1,6:18.0,,J. Crowder makes 2-pt jump shot from 22 ft (assist by I. Thomas),11,6
46,1,5:53.0,G. Hayward misses 2-pt jump shot from 14 ft,,11,6
47,1,5:52.0,,Defensive rebound by T. Zeller,11,6
48,1,5:44.0,,J. Crowder makes 2-pt jump shot from 15 ft (assist by A. Bradley),11,8
49,1,5:44.0,Utah full timeout,,11,8
50,1,5:20.0,D. Exum misses 3-pt jump shot from 24 ft,,11,8
51,1,5:19.0,,Defensive rebound by A. Bradley,11,8
52,1,5:03.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by J. Crowder),11,10
53,1,4:47.0,Turnover by R. Gobert (bad pass; steal by I. Thomas),,11,10
54,1,4:37.0,,J. Crowder makes 2-pt jump shot from 14 ft (assist by I. Thomas),11,12
55,1,4:37.0,,Shooting block foul by D. Favors (drawn by J. Crowder),11,12
56,1,4:37.0,T. Burke enters the game for D. Exum,,11,12
57,1,4:37.0,,J. Crowder misses free throw 1 of 1,11,12
58,1,4:37.0,Defensive rebound by R. Gobert,,11,12
59,1,4:24.0,Turnover by D. Favors (traveling),,11,12
60,1,4:12.0,T. Booker enters the game for D. Favors,,11,12
61,1,4:03.0,,T. Zeller misses 2-pt dunk at rim,11,12
62,1,4:02.0,Defensive rebound by T. Booker,,11,12
63,1,3:43.0,J. Ingles misses 3-pt jump shot from 25 ft,,11,12
64,1,3:41.0,,Defensive rebound by I. Thomas,11,12
65,1,3:32.0,,J. Crowder misses 2-pt jump shot from 13 ft,11,12
66,1,3:32.0,Defensive rebound by Team,,11,12
67,1,3:32.0,,Loose ball foul by T. Zeller (drawn by R. Gobert),11,12
68,1,3:32.0,R. Hood enters the game for J. Ingles,,11,12
69,1,3:10.0,Turnover by R. Gobert (traveling),,11,12
70,1,3:10.0,,J. Jerebko enters the game for E. Turner,11,12
71,1,2:57.0,,T. Zeller makes 2-pt jump shot from 18 ft (assist by I. Thomas),11,14
72,1,2:42.0,R. Hood makes 2-pt jump shot from 21 ft (assist by T. Booker),,13,14
73,1,2:25.0,,A. Bradley misses 2-pt jump shot from 21 ft,13,14
74,1,2:24.0,Defensive rebound by R. Gobert,,13,14
75,1,2:06.0,T. Burke misses 2-pt jump shot from 3 ft,,13,14
76,1,2:05.0,Offensive rebound by T. Burke,,13,14
77,1,2:05.0,T. Burke makes 2-pt jump shot from 3 ft,,15,14
78,1,1:51.0,,J. Crowder misses 3-pt jump shot from 23 ft,15,14
79,1,1:50.0,Defensive rebound by T. Booker,,15,14
80,1,1:35.0,R. Gobert makes 2-pt layup at rim (assist by T. Burke),,17,14
81,1,1:35.0,,Boston full timeout,17,14
82,1,1:35.0,,M. Smart enters the game for T. Zeller,17,14
83,1,1:35.0,,K. Olynyk enters the game for A. Bradley,17,14
84,1,1:25.0,,I. Thomas makes 2-pt layup at rim,17,16
85,1,1:09.0,R. Hood misses 2-pt jump shot from 2 ft,,17,16
86,1,1:08.0,,Defensive rebound by Team,17,16
87,1,1:07.0,E. Millsap enters the game for G. Hayward,,17,16
88,1,1:07.0,Loose ball foul by T. Booker (drawn by J. Crowder),,17,16
89,1,0:56.0,,M. Smart misses 3-pt jump shot from 22 ft,17,16
90,1,0:55.0,,Offensive rebound by J. Crowder,17,16
91,1,0:54.0,,J. Crowder makes 2-pt layup at rim,17,18
92,1,0:37.0,T. Burke makes 2-pt layup at rim,,19,18
93,1,0:24.0,,K. Olynyk misses 2-pt jump shot from 16 ft,19,18
94,1,0:24.0,Defensive rebound by E. Millsap,,19,18
95,1,0:04.0,R. Hood misses 3-pt jump shot from 24 ft,,19,18
96,1,0:02.0,Offensive rebound by T. Booker,,19,18
97,1,0:01.0,T. Booker misses 2-pt jump shot from 14 ft,,19,18
98,1,0:00.0,Offensive rebound by Team,,19,18
99,2,11:44.0,,M. Smart misses 2-pt layup at rim,19,18
100,2,11:42.0,Defensive rebound by J. Evans,,19,18
101,2,11:20.0,J. Evans makes 2-pt layup at rim (assist by T. Burke),,21,18
102,2,10:56.0,,M. Smart misses 3-pt jump shot from 25 ft,21,18
103,2,10:54.0,,Offensive rebound by I. Thomas,21,18
104,2,10:45.0,,J. Jerebko misses 3-pt jump shot from 25 ft,21,18
105,2,10:44.0,,Offensive rebound by J. Young,21,18
106,2,10:37.0,,I. Thomas misses 3-pt jump shot from 25 ft,21,18
107,2,10:37.0,,Offensive rebound by K. Olynyk,21,18
108,2,10:34.0,,K. Olynyk misses 2-pt jump shot from 7 ft,21,18
109,2,10:33.0,Defensive rebound by T. Booker,,21,18
110,2,10:11.0,Turnover by Team (shot clock),,21,18
111,2,10:11.0,D. Favors enters the game for T. Booker,,21,18
112,2,9:58.0,,I. Thomas misses 3-pt jump shot from 24 ft,21,18
113,2,9:56.0,Defensive rebound by R. Hood,,21,18
114,2,9:37.0,Shooting foul by I. Thomas (drawn by T. Burke),,21,18
115,2,9:37.0,T. Burke misses free throw 1 of 2,,21,18
116,2,9:37.0,Offensive rebound by Team,,21,18
117,2,9:37.0,T. Burke misses free throw 2 of 2,,21,18
118,2,9:37.0,,Defensive rebound by J. Jerebko,21,18
119,2,9:17.0,,J. Jerebko misses 2-pt jump shot from 21 ft,21,18
120,2,9:16.0,Defensive rebound by J. Evans,,21,18
121,2,8:54.0,J. Evans misses 2-pt jump shot from 4 ft,,21,18
122,2,8:53.0,,Defensive rebound by M. Smart,21,18
123,2,8:49.0,,Shooting foul by R. Hood (drawn by J. Jerebko),21,18
124,2,8:49.0,Official timeout,,21,18
125,2,8:49.0,,A. Bradley enters the game for I. Thomas,21,18
126,2,8:49.0,J. Ingles enters the game for E. Millsap,,21,18
127,2,8:49.0,,J. Jerebko misses free throw 1 of 2,21,18
128,2,8:49.0,,Offensive rebound by Team,21,18
129,2,8:49.0,,J. Jerebko makes free throw 2 of 2,21,19
130,2,8:28.0,T. Burke misses 3-pt jump shot from 24 ft,,21,19
131,2,8:26.0,Offensive rebound by Team,,21,19
132,2,8:16.0,R. Hood misses 3-pt jump shot from 24 ft,,21,19
133,2,8:15.0,,Defensive rebound by A. Bradley,21,19
134,2,7:57.0,,J. Young makes 3-pt jump shot from 24 ft (assist by K. Olynyk),21,22
135,2,7:42.0,Turnover by R. Hood (traveling),,21,22
136,2,7:21.0,,J. Jerebko misses 3-pt jump shot from 25 ft,21,22
137,2,7:21.0,,Offensive rebound by Team,21,22
138,2,7:21.0,Loose ball foul by J. Ingles (drawn by K. Olynyk),,21,22
139,2,7:21.0,D. Exum enters the game for R. Hood,,21,22
140,2,7:21.0,T. Booker enters the game for J. Evans,,21,22
141,2,7:21.0,,B. Bass enters the game for J. Jerebko,21,22
142,2,7:16.0,,A. Bradley misses 2-pt jump shot from 18 ft,21,22
143,2,7:15.0,Defensive rebound by D. Exum,,21,22
144,2,7:05.0,Personal foul by K. Olynyk (drawn by D. Favors),,21,22
145,2,6:56.0,T. Booker makes 2-pt jump shot from 14 ft (assist by T. Burke),,23,22
146,2,6:40.0,,K. Olynyk misses 2-pt jump shot from 18 ft,23,22
147,2,6:39.0,Defensive rebound by J. Ingles,,23,22
148,2,6:21.0,Shooting block foul by K. Olynyk (drawn by T. Booker),,23,22
149,2,6:21.0,T. Booker makes free throw 1 of 2,,24,22
150,2,6:21.0,,J. Crowder enters the game for K. Olynyk,24,22
151,2,6:21.0,T. Booker misses free throw 2 of 2,,24,22
152,2,6:21.0,,Defensive rebound by B. Bass,24,22
153,2,6:10.0,,M. Smart makes 2-pt jump shot from 15 ft,24,24
154,2,5:43.0,J. Ingles misses 3-pt jump shot from 26 ft,,24,24
155,2,5:42.0,,Defensive rebound by A. Bradley,24,24
156,2,5:35.0,,M. Smart misses 3-pt jump shot from 26 ft,24,24
157,2,5:34.0,Defensive rebound by D. Exum,,24,24
158,2,5:20.0,T. Burke misses 2-pt hook shot from 9 ft,,24,24
159,2,5:19.0,Offensive rebound by D. Favors,,24,24
160,2,5:19.0,D. Favors makes 2-pt layup at rim,,26,24
161,2,5:00.0,,J. Young misses 3-pt jump shot from 25 ft,26,24
162,2,4:59.0,,Offensive rebound by Team,26,24
163,2,4:59.0,,Boston full timeout,26,24
164,2,4:59.0,,E. Turner enters the game for J. Young,26,24
165,2,4:59.0,G. Hayward enters the game for T. Burke,,26,24
166,2,4:35.0,,M. Smart misses 2-pt jump shot from 11 ft,26,24
167,2,4:34.0,Defensive rebound by T. Booker,,26,24
168,2,4:22.0,D. Favors makes 2-pt dunk at rim (assist by D. Exum),,28,24
169,2,4:15.0,,Shooting foul by D. Favors (drawn by J. Crowder),28,24
170,2,4:15.0,,J. Crowder misses free throw 1 of 2,28,24
171,2,4:15.0,,Offensive rebound by Team,28,24
172,2,4:15.0,R. Gobert enters the game for D. Favors,,28,24
173,2,4:15.0,,I. Thomas enters the game for M. Smart,28,24
174,2,4:15.0,,J. Crowder misses free throw 2 of 2,28,24
175,2,4:15.0,Defensive rebound by R. Gobert,,28,24
176,2,4:00.0,Shooting foul by I. Thomas (drawn by R. Gobert),,28,24
177,2,4:00.0,R. Gobert makes free throw 1 of 2,,29,24
178,2,4:00.0,R. Gobert makes free throw 2 of 2,,30,24
179,2,3:42.0,,B. Bass makes 2-pt jump shot from 16 ft (assist by I. Thomas),30,26
180,2,3:25.0,,T. Zeller enters the game for B. Bass,30,26
181,2,3:17.0,T. Booker misses 3-pt jump shot from 23 ft,,30,26
182,2,3:16.0,Offensive rebound by Team,,30,26
183,2,3:16.0,,Loose ball foul by T. Zeller (drawn by R. Gobert),30,26
184,2,3:16.0,R. Gobert misses free throw 1 of 2,,30,26
185,2,3:16.0,Offensive rebound by Team,,30,26
186,2,3:16.0,R. Gobert makes free throw 2 of 2,,31,26
187,2,3:00.0,,Offensive foul by I. Thomas (drawn by D. Exum),31,26
188,2,3:00.0,,Turnover by I. Thomas (offensive foul),31,26
189,2,3:00.0,Utah full timeout,,31,26
190,2,3:00.0,,M. Smart enters the game for I. Thomas,31,26
191,2,2:38.0,G. Hayward misses 3-pt jump shot from 25 ft,,31,26
192,2,2:37.0,,Defensive rebound by T. Zeller,31,26
193,2,2:25.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by A. Bradley),31,29
194,2,2:01.0,Turnover by G. Hayward (lost ball),,31,29
195,2,2:01.0,R. Hood enters the game for D. Exum,,31,29
196,2,2:01.0,T. Burke enters the game for J. Ingles,,31,29
197,2,1:47.0,,T. Zeller misses 2-pt hook shot from 6 ft,31,29
198,2,1:46.0,Defensive rebound by T. Booker,,31,29
199,2,1:33.0,R. Gobert misses 2-pt hook shot from 9 ft,,31,29
200,2,1:32.0,,Defensive rebound by M. Smart,31,29
201,2,1:26.0,,J. Crowder makes 2-pt layup at rim (assist by M. Smart),31,31
202,2,1:03.0,T. Booker makes 2-pt layup at rim (assist by T. Burke),,33,31
203,2,0:51.0,,A. Bradley misses 2-pt jump shot from 18 ft,33,31
204,2,0:49.0,Defensive rebound by R. Gobert,,33,31
205,2,0:35.0,T. Burke misses 2-pt jump shot from 17 ft,,33,31
206,2,0:34.0,,Defensive rebound by E. Turner,33,31
207,2,0:25.0,,E. Turner misses 2-pt jump shot from 15 ft,33,31
208,2,0:24.0,Defensive rebound by T. Burke,,33,31
209,2,0:04.0,Turnover by G. Hayward (bad pass; steal by M. Smart),,33,31
210,2,0:01.0,,M. Smart makes 2-pt layup at rim,33,33
211,2,0:01.0,,Shooting foul by R. Hood (drawn by M. Smart),33,33
212,2,0:01.0,,M. Smart makes free throw 1 of 1,33,34
213,3,11:38.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by M. Smart),33,37
214,3,11:19.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,35,37
215,3,10:57.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. Crowder),35,39
216,3,10:47.0,R. Gobert misses 2-pt layup at rim,,35,39
217,3,10:46.0,,Defensive rebound by T. Zeller,35,39
218,3,10:31.0,,A. Bradley misses 2-pt jump shot from 21 ft,35,39
219,3,10:30.0,,Offensive rebound by T. Zeller,35,39
220,3,10:27.0,,M. Smart misses 3-pt jump shot from 24 ft,35,39
221,3,10:26.0,,Offensive rebound by A. Bradley,35,39
222,3,10:22.0,,A. Bradley makes 3-pt jump shot from 23 ft,35,42
223,3,10:03.0,D. Favors misses 2-pt layup from 1 ft,,35,42
224,3,10:03.0,,Defensive rebound by J. Crowder,35,42
225,3,9:52.0,,J. Crowder misses 3-pt jump shot from 24 ft,35,42
226,3,9:52.0,Defensive rebound by R. Gobert,,35,42
227,3,9:35.0,J. Ingles makes 2-pt layup at rim (assist by D. Favors),,37,42
228,3,9:35.0,Shooting foul by E. Turner (drawn by J. Ingles),,37,42
229,3,9:35.0,J. Ingles makes free throw 1 of 1,,38,42
230,3,9:20.0,,Turnover by T. Zeller (lost ball),38,42
231,3,9:02.0,G. Hayward misses 2-pt jump shot from 17 ft,,38,42
232,3,9:01.0,,Defensive rebound by A. Bradley,38,42
233,3,8:49.0,,A. Bradley makes 3-pt jump shot from 24 ft,38,45
234,3,8:26.0,J. Ingles misses 2-pt layup from 2 ft,,38,45
235,3,8:25.0,Offensive rebound by D. Favors,,38,45
236,3,8:25.0,Shooting foul by J. Crowder (drawn by D. Favors),,38,45
237,3,8:25.0,D. Favors misses free throw 1 of 2,,38,45
238,3,8:25.0,Offensive rebound by Team,,38,45
239,3,8:25.0,D. Favors makes free throw 2 of 2,,39,45
240,3,8:13.0,,Personal foul by D. Favors (drawn by J. Crowder),39,45
241,3,7:59.0,,A. Bradley misses 3-pt jump shot from 26 ft,39,45
242,3,7:58.0,Defensive rebound by G. Hayward,,39,45
243,3,7:43.0,D. Exum misses 3-pt jump shot from 26 ft,,39,45
244,3,7:42.0,,Defensive rebound by T. Zeller,39,45
245,3,7:32.0,,Shooting foul by D. Favors (drawn by T. Zeller),39,45
246,3,7:32.0,,T. Zeller misses free throw 1 of 2,39,45
247,3,7:32.0,,Offensive rebound by Team,39,45
248,3,7:32.0,T. Booker enters the game for D. Favors,,39,45
249,3,7:32.0,E. Millsap enters the game for J. Ingles,,39,45
250,3,7:32.0,,T. Zeller misses free throw 2 of 2,39,45
251,3,7:32.0,Defensive rebound by R. Gobert,,39,45
252,3,7:27.0,Personal foul by A. Bradley (drawn by D. Exum),,39,45
253,3,7:17.0,G. Hayward makes 2-pt jump shot from 19 ft,,41,45
254,3,7:02.0,,M. Smart misses 2-pt jump shot from 19 ft,41,45
255,3,7:01.0,Defensive rebound by T. Booker,,41,45
256,3,6:46.0,E. Millsap misses 2-pt jump shot from 18 ft,,41,45
257,3,6:45.0,,Defensive rebound by M. Smart,41,45
258,3,6:34.0,,M. Smart misses 3-pt jump shot from 22 ft,41,45
259,3,6:33.0,Defensive rebound by R. Gobert,,41,45
260,3,6:17.0,D. Exum misses 3-pt jump shot from 22 ft,,41,45
261,3,6:14.0,,Defensive rebound by A. Bradley,41,45
262,3,6:07.0,,A. Bradley misses 2-pt layup from 1 ft (block by R. Gobert),41,45
263,3,6:07.0,,Offensive rebound by Team,41,45
264,3,6:07.0,,Boston full timeout,41,45
265,3,6:07.0,,I. Thomas enters the game for M. Smart,41,45
266,3,6:07.0,T. Burke enters the game for D. Exum,,41,45
267,3,6:07.0,,Personal foul by E. Millsap (drawn by A. Bradley),41,45
268,3,5:56.0,,Personal foul by G. Hayward (drawn by I. Thomas),41,45
269,3,5:42.0,,J. Crowder misses 3-pt jump shot from 25 ft,41,45
270,3,5:41.0,Defensive rebound by Team,,41,45
271,3,5:29.0,T. Burke makes 2-pt jump shot from 18 ft (assist by R. Gobert),,43,45
272,3,5:16.0,,E. Turner misses 2-pt jump shot from 15 ft,43,45
273,3,5:15.0,Defensive rebound by R. Gobert,,43,45
274,3,5:09.0,G. Hayward makes 2-pt layup from 1 ft (assist by T. Burke),,45,45
275,3,4:56.0,,I. Thomas makes 2-pt jump shot from 10 ft,45,47
276,3,4:39.0,Personal foul by J. Crowder (drawn by G. Hayward),,45,47
277,3,4:39.0,,J. Jerebko enters the game for E. Turner,45,47
278,3,4:32.0,T. Burke makes 2-pt jump shot from 18 ft (assist by R. Gobert),,47,47
279,3,4:16.0,,Turnover by A. Bradley (bad pass; steal by R. Gobert),47,47
280,3,4:14.0,Offensive foul by T. Booker (drawn by I. Thomas),,47,47
281,3,4:14.0,Turnover by T. Booker (offensive foul),,47,47
282,3,4:03.0,,T. Zeller makes 2-pt layup at rim (assist by I. Thomas),47,49
283,3,3:40.0,R. Gobert misses 2-pt hook shot from 11 ft,,47,49
284,3,3:39.0,,Defensive rebound by A. Bradley,47,49
285,3,3:38.0,,Personal foul by E. Millsap (drawn by I. Thomas),47,49
286,3,3:38.0,,I. Thomas makes free throw 1 of 2,47,50
287,3,3:38.0,,M. Smart enters the game for A. Bradley,47,50
288,3,3:38.0,,I. Thomas misses free throw 2 of 2,47,50
289,3,3:38.0,Defensive rebound by T. Burke,,47,50
290,3,3:21.0,G. Hayward misses 3-pt jump shot from 26 ft,,47,50
291,3,3:20.0,Offensive rebound by T. Booker,,47,50
292,3,2:59.0,T. Booker misses 2-pt jump shot from 17 ft,,47,50
293,3,2:59.0,Offensive rebound by E. Millsap,,47,50
294,3,2:58.0,E. Millsap misses 2-pt layup at rim,,47,50
295,3,2:57.0,Offensive rebound by E. Millsap,,47,50
296,3,2:52.0,Turnover by E. Millsap (bad pass; steal by M. Smart),,47,50
297,3,2:47.0,,J. Crowder misses 2-pt dunk at rim,47,50
298,3,2:46.0,Defensive rebound by T. Booker,,47,50
299,3,2:40.0,T. Booker makes 2-pt layup from 1 ft (assist by T. Burke),,49,50
300,3,2:28.0,,I. Thomas makes 2-pt jump shot from 4 ft,49,52
301,3,2:28.0,Utah full timeout,,49,52
302,3,2:28.0,,B. Bass enters the game for T. Zeller,49,52
303,3,2:28.0,R. Hood enters the game for G. Hayward,,49,52
304,3,2:06.0,T. Burke misses 2-pt jump shot from 16 ft,,49,52
305,3,2:05.0,,Defensive rebound by Team,49,52
306,3,1:48.0,J. Evans enters the game for T. Booker,,49,52
307,3,1:44.0,,J. Jerebko makes 2-pt jump shot from 19 ft (assist by M. Smart),49,54
308,3,1:20.0,R. Hood makes 2-pt jump shot from 19 ft,,51,54
309,3,1:08.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by I. Thomas),51,57
310,3,0:51.0,J. Evans makes 2-pt jump shot from 10 ft,,53,57
311,3,0:51.0,Shooting foul by J. Jerebko (drawn by J. Evans),,53,57
312,3,0:51.0,J. Evans misses free throw 1 of 1,,53,57
313,3,0:51.0,,Defensive rebound by B. Bass,53,57
314,3,0:39.0,,Shooting foul by R. Gobert (drawn by I. Thomas),53,57
315,3,0:39.0,,I. Thomas makes free throw 1 of 2,53,58
316,3,0:39.0,J. Ingles enters the game for E. Millsap,,53,58
317,3,0:39.0,,E. Turner enters the game for J. Crowder,53,58
318,3,0:39.0,,I. Thomas makes free throw 2 of 2,53,59
319,3,0:31.0,T. Burke makes 2-pt jump shot from 16 ft,,55,59
320,3,0:12.0,,I. Thomas misses 2-pt layup from 2 ft,55,59
321,3,0:11.0,,Offensive rebound by I. Thomas,55,59
322,3,0:11.0,,Personal foul by J. Evans (drawn by I. Thomas),55,59
323,3,0:11.0,,I. Thomas makes free throw 1 of 2,55,60
324,3,0:11.0,,T. Zeller enters the game for J. Jerebko,55,60
325,3,0:11.0,,I. Thomas makes free throw 2 of 2,55,61
326,3,0:01.0,Turnover by T. Burke (lost ball; steal by T. Zeller),,55,61
327,4,11:44.0,T. Burke misses 3-pt jump shot from 26 ft,,55,61
328,4,11:42.0,,Defensive rebound by Team,55,61
329,4,11:30.0,,E. Turner misses 2-pt jump shot from 13 ft,55,61
330,4,11:29.0,Defensive rebound by J. Evans,,55,61
331,4,11:12.0,Turnover by R. Hood (lost ball; steal by E. Turner),,55,61
332,4,11:08.0,,E. Turner makes 2-pt layup at rim,55,63
333,4,11:08.0,Utah full timeout,,55,63
334,4,11:08.0,G. Hayward enters the game for J. Evans,,55,63
335,4,11:08.0,T. Booker enters the game for R. Hood,,55,63
336,4,10:47.0,T. Burke makes 2-pt jump shot from 19 ft (assist by J. Ingles),,57,63
337,4,10:26.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Jerebko),57,66
338,4,10:06.0,Shooting foul by J. Jerebko (drawn by T. Booker),,57,66
339,4,10:06.0,T. Booker makes free throw 1 of 2,,58,66
340,4,10:06.0,T. Booker makes free throw 2 of 2,,59,66
341,4,9:49.0,,I. Thomas misses 2-pt layup at rim,59,66
342,4,9:48.0,,Offensive rebound by J. Jerebko,59,66
343,4,9:36.0,,E. Turner misses 2-pt jump shot from 16 ft,59,66
344,4,9:35.0,Defensive rebound by T. Burke,,59,66
345,4,9:18.0,T. Burke misses 3-pt jump shot from 25 ft,,59,66
346,4,9:17.0,,Defensive rebound by M. Smart,59,66
347,4,8:52.0,,M. Smart makes 2-pt layup from 2 ft (assist by E. Turner),59,68
348,4,8:36.0,T. Burke misses 3-pt jump shot from 22 ft,,59,68
349,4,8:35.0,Offensive rebound by T. Booker,,59,68
350,4,8:31.0,T. Booker makes 2-pt layup at rim,,61,68
351,4,8:20.0,,Personal block foul by J. Ingles (drawn by I. Thomas),61,68
352,4,8:20.0,,A. Bradley enters the game for E. Turner,61,68
353,4,8:20.0,R. Hood enters the game for J. Ingles,,61,68
354,4,8:20.0,,J. Crowder enters the game for I. Thomas,61,68
355,4,8:07.0,,B. Bass makes 2-pt jump shot from 4 ft,61,70
356,4,7:50.0,D. Favors makes 2-pt hook shot from 7 ft (assist by T. Booker),,63,70
357,4,7:50.0,Shooting foul by B. Bass (drawn by D. Favors),,63,70
358,4,7:50.0,D. Favors makes free throw 1 of 1,,64,70
359,4,7:26.0,,M. Smart misses 3-pt jump shot from 24 ft,64,70
360,4,7:26.0,,Offensive rebound by Team,64,70
361,4,7:26.0,Loose ball foul by T. Booker (drawn by J. Jerebko),,64,70
362,4,7:26.0,R. Gobert enters the game for T. Booker,,64,70
363,4,7:08.0,,J. Crowder misses 2-pt jump shot from 19 ft,64,70
364,4,7:06.0,Defensive rebound by Team,,64,70
365,4,6:41.0,R. Hood makes 2-pt layup at rim (assist by T. Burke),,66,70
366,4,6:23.0,,J. Crowder misses 3-pt jump shot from 24 ft,66,70
367,4,6:22.0,,Offensive rebound by B. Bass,66,70
368,4,6:22.0,,Shooting foul by R. Gobert (drawn by B. Bass),66,70
369,4,6:22.0,,B. Bass misses free throw 1 of 2,66,70
370,4,6:22.0,,Offensive rebound by Team,66,70
371,4,6:22.0,,B. Bass makes free throw 2 of 2,66,71
372,4,6:15.0,Personal foul by J. Jerebko (drawn by R. Gobert),,66,71
373,4,6:15.0,,T. Zeller enters the game for J. Jerebko,66,71
374,4,6:04.0,D. Favors makes 2-pt jump shot from 17 ft (assist by G. Hayward),,68,71
375,4,5:55.0,,Boston full timeout,68,71
376,4,5:55.0,,I. Thomas enters the game for B. Bass,68,71
377,4,5:37.0,,I. Thomas misses 2-pt layup at rim,68,71
378,4,5:35.0,Defensive rebound by T. Burke,,68,71
379,4,5:25.0,G. Hayward misses 2-pt layup at rim (block by T. Zeller),,68,71
380,4,5:24.0,,Defensive rebound by T. Zeller,68,71
381,4,5:20.0,,Shooting foul by T. Burke (drawn by J. Crowder),68,71
382,4,5:20.0,,J. Crowder makes free throw 1 of 2,68,72
383,4,5:20.0,,J. Crowder misses free throw 2 of 2,68,72
384,4,5:20.0,,Offensive rebound by T. Zeller,68,72
385,4,5:03.0,,J. Crowder makes 2-pt jump shot from 6 ft (assist by A. Bradley),68,74
386,4,4:53.0,Personal foul by M. Smart (drawn by G. Hayward),,68,74
387,4,4:38.0,D. Favors makes 2-pt layup at rim,,70,74
388,4,4:27.0,,A. Bradley misses 3-pt jump shot from 26 ft,70,74
389,4,4:26.0,Defensive rebound by R. Gobert,,70,74
390,4,4:16.0,T. Burke misses 2-pt jump shot from 6 ft,,70,74
391,4,4:15.0,Offensive rebound by R. Gobert,,70,74
392,4,4:14.0,Shooting foul by T. Zeller (drawn by R. Gobert),,70,74
393,4,4:14.0,R. Gobert misses free throw 1 of 2,,70,74
394,4,4:14.0,Offensive rebound by Team,,70,74
395,4,4:14.0,R. Gobert makes free throw 2 of 2,,71,74
396,4,4:00.0,,J. Crowder makes 2-pt jump shot from 5 ft (assist by I. Thomas),71,76
