,QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA LAKERS_ACTION,HOUSTON_SCORE,LA LAKERS_SCORE
124,1,0:53.0,J. Terry makes 3-pt jump shot from 22 ft (assist by K. Papanikolaou),,28,19
125,1,0:30.0,,J. Clarkson misses 2-pt jump shot from 17 ft,28,19
126,1,0:28.0,Defensive rebound by D. Howard,,28,19
127,1,0:07.0,P. Beverley misses 2-pt jump shot from 3 ft (block by E. Davis),,28,19
128,1,0:07.0,Offensive rebound by Team,,28,19
129,1,0:04.0,J. Terry makes 3-pt jump shot from 25 ft (assist by K. Papanikolaou),,31,19
130,1,0:00.0,,R. Price misses 2-pt layup from 1 ft (block by D. Howard),31,19
131,1,0:00.0,,Offensive rebound by Team,31,19
132,2,11:43.0,Shooting foul by E. Davis (drawn by D. Howard),,31,19
133,2,11:43.0,D. Howard makes free throw 1 of 2,,32,19
134,2,11:43.0,D. Howard misses free throw 2 of 2,,32,19
135,2,11:42.0,,Defensive rebound by J. Clarkson,32,19
136,2,11:16.0,,R. Price misses 3-pt jump shot from 29 ft,32,19
137,2,11:15.0,,Offensive rebound by X. Henry,32,19
138,2,11:12.0,,X. Henry misses 2-pt layup from 1 ft,32,19
139,2,11:12.0,Defensive rebound by Team,,32,19
140,2,10:49.0,Shooting foul by E. Davis (drawn by D. Howard),,32,19
141,2,10:49.0,D. Howard makes free throw 1 of 2,,33,19
142,2,10:49.0,D. Howard makes free throw 2 of 2,,34,19
143,2,10:30.0,,J. Randle makes 2-pt jump shot from 9 ft,34,21
144,2,10:09.0,K. Papanikolaou misses 3-pt jump shot from 23 ft,,34,21
145,2,10:08.0,Offensive rebound by D. Howard,,34,21
146,2,10:06.0,D. Howard makes 2-pt layup at rim,,36,21
147,2,9:50.0,,E. Davis makes 2-pt layup from 1 ft,36,23
148,2,9:35.0,Turnover by D. Howard (lost ball; steal by R. Price),,36,23
149,2,9:28.0,,E. Davis makes 2-pt layup from 1 ft (assist by R. Price),36,25
150,2,9:13.0,Shooting foul by J. Randle (drawn by D. Howard),,36,25
151,2,9:13.0,D. Howard misses free throw 1 of 2,,36,25
152,2,9:13.0,Offensive rebound by Team,,36,25
153,2,9:13.0,,W. Johnson enters the game for X. Henry,36,25
154,2,9:13.0,T. Jones enters the game for D. Motiejūnas,,36,25
155,2,9:13.0,J. Harden enters the game for J. Terry,,36,25
156,2,9:13.0,D. Howard makes free throw 2 of 2,,37,25
157,2,9:02.0,Violation by P. Beverley (kicked ball),,37,25
158,2,9:02.0,T. Ariza enters the game for K. Papanikolaou,,37,25
159,2,9:02.0,,K. Bryant enters the game for J. Clarkson,37,25
160,2,8:53.0,,R. Price misses 2-pt jump shot from 5 ft,37,25
161,2,8:53.0,,Offensive rebound by Team,37,25
162,2,8:53.0,Loose ball foul by J. Harden (drawn by E. Davis),,37,25
163,2,8:53.0,Official timeout,,37,25
164,2,8:41.0,,K. Bryant misses 2-pt jump shot from 7 ft,37,25
165,2,8:40.0,Defensive rebound by D. Howard,,37,25
166,2,8:31.0,J. Harden misses 3-pt jump shot from 25 ft,,37,25
167,2,8:30.0,Offensive rebound by D. Howard,,37,25
168,2,8:29.0,,J. Hill enters the game for E. Davis,37,25
169,2,8:29.0,,C. Boozer enters the game for J. Randle,37,25
170,2,8:29.0,,J. Lin enters the game for R. Price,37,25
171,2,8:20.0,D. Howard misses 2-pt hook shot from 6 ft,,37,25
172,2,8:17.0,,Defensive rebound by K. Bryant,37,25
173,2,8:10.0,,K. Bryant makes 2-pt jump shot from 11 ft,37,27
174,2,7:58.0,T. Ariza misses 3-pt jump shot from 23 ft,,37,27
175,2,7:57.0,,Defensive rebound by Team,37,27
176,2,7:36.0,,K. Bryant misses 2-pt jump shot from 19 ft,37,27
177,2,7:35.0,Defensive rebound by P. Beverley,,37,27
178,2,7:27.0,T. Ariza misses 2-pt jump shot from 8 ft,,37,27
179,2,7:24.0,,Defensive rebound by J. Hill,37,27
180,2,7:21.0,,Turnover by J. Lin (lost ball; steal by T. Jones),37,27
181,2,7:16.0,D. Howard makes 2-pt dunk from 1 ft (assist by P. Beverley),,39,27
182,2,7:07.0,,Personal foul by T. Ariza (drawn by K. Bryant),39,27
183,2,7:07.0,T. Black enters the game for D. Howard,,39,27
184,2,6:55.0,,C. Boozer makes 2-pt layup from 2 ft,39,29
185,2,6:30.0,T. Jones misses 2-pt jump shot from 20 ft,,39,29
186,2,6:28.0,,Defensive rebound by J. Hill,39,29
187,2,6:13.0,,J. Hill makes 2-pt hook shot from 5 ft (assist by C. Boozer),39,31
188,2,6:02.0,Def 3 sec tech foul by J. Hill,,39,31
189,2,6:02.0,J. Harden makes technical free throw,,40,31
190,2,5:49.0,J. Harden makes 3-pt jump shot from 24 ft,,43,31
191,2,5:30.0,,W. Johnson misses 3-pt jump shot from 23 ft,43,31
192,2,5:29.0,Defensive rebound by T. Jones,,43,31
193,2,5:26.0,,LA Lakers full timeout,43,31
194,2,5:17.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,46,31
195,2,5:03.0,,Offensive foul by K. Bryant (drawn by P. Beverley),46,31
196,2,5:03.0,,Turnover by K. Bryant (offensive foul),46,31
197,2,4:42.0,J. Harden makes 3-pt jump shot from 24 ft,,49,31
198,2,4:18.0,,Turnover by J. Hill (lost ball; steal by J. Harden),49,31
199,2,4:10.0,J. Harden misses 2-pt jump shot from 20 ft,,49,31
200,2,4:08.0,,Defensive rebound by C. Boozer,49,31
201,2,4:01.0,,C. Boozer makes 2-pt layup from 1 ft (assist by J. Lin),49,33
202,2,4:01.0,,Shooting foul by T. Black (drawn by C. Boozer),49,33
203,2,4:01.0,D. Howard enters the game for T. Black,,49,33
204,2,4:01.0,,C. Boozer makes free throw 1 of 1,49,34
205,2,3:44.0,P. Beverley misses 2-pt jump shot from 12 ft,,49,34
206,2,3:43.0,,Defensive rebound by J. Hill,49,34
207,2,3:37.0,Violation by D. Howard (def goaltending),,49,34
208,2,3:37.0,,K. Bryant makes 2-pt layup from 1 ft,49,36
209,2,3:15.0,D. Howard misses 2-pt hook shot from 8 ft,,49,36
210,2,3:10.0,,Defensive rebound by K. Bryant,49,36
211,2,3:07.0,,W. Johnson makes 2-pt layup from 2 ft (assist by K. Bryant),49,38
212,2,3:03.0,Houston full timeout,,49,38
213,2,3:03.0,J. Terry enters the game for P. Beverley,,49,38
214,2,2:48.0,J. Harden makes 2-pt layup from 2 ft (assist by J. Terry),,51,38
215,2,2:34.0,,Shooting foul by T. Ariza (drawn by K. Bryant),51,38
216,2,2:34.0,,K. Bryant makes free throw 1 of 2,51,39
217,2,2:34.0,,K. Bryant makes free throw 2 of 2,51,40
218,2,2:11.0,J. Harden misses 2-pt jump shot from 17 ft,,51,40
219,2,2:07.0,Offensive rebound by T. Jones,,51,40
220,2,2:07.0,T. Jones misses 2-pt layup from 1 ft,,51,40
221,2,2:06.0,Offensive rebound by T. Jones,,51,40
222,2,2:06.0,T. Jones makes 2-pt tip-in from 1 ft,,53,40
223,2,1:51.0,,W. Johnson misses 2-pt jump shot from 17 ft,53,40
224,2,1:50.0,,Offensive rebound by J. Hill,53,40
225,2,1:46.0,,J. Hill misses 2-pt hook shot from 5 ft,53,40
226,2,1:43.0,Defensive rebound by D. Howard,,53,40
227,2,1:42.0,Shooting foul by W. Johnson (drawn by J. Harden),,53,40
228,2,1:42.0,J. Harden makes free throw 1 of 2,,54,40
229,2,1:42.0,,J. Clarkson enters the game for W. Johnson,54,40
230,2,1:42.0,J. Harden makes free throw 2 of 2,,55,40
231,2,1:29.0,,Shooting foul by D. Howard (drawn by J. Hill),55,40
232,2,1:29.0,,J. Hill misses free throw 1 of 2,55,40
233,2,1:29.0,,Offensive rebound by Team,55,40
234,2,1:29.0,T. Black enters the game for D. Howard,,55,40
235,2,1:29.0,,J. Hill makes free throw 2 of 2,55,41
236,2,1:08.0,J. Harden misses 2-pt jump shot from 16 ft,,55,41
237,2,1:08.0,,Defensive rebound by Team,55,41
238,2,1:08.0,Loose ball foul by T. Jones (drawn by K. Bryant),,55,41
239,2,1:08.0,,K. Bryant makes free throw 1 of 2,55,42
240,2,1:08.0,,K. Bryant makes free throw 2 of 2,55,43
241,2,0:46.0,T. Jones makes 2-pt layup from 1 ft (assist by J. Harden),,57,43
242,2,0:37.0,,K. Bryant makes 2-pt jump shot from 8 ft,57,45
243,2,0:29.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,60,45
244,2,0:07.0,,K. Bryant misses 2-pt jump shot from 9 ft (block by T. Jones),60,45
245,2,0:05.0,,Offensive rebound by Team,60,45
246,2,0:05.0,,Turnover by Team (shot clock),60,45
247,2,0:05.0,Houston full timeout,,60,45
248,2,0:05.0,K. Papanikolaou enters the game for T. Black,,60,45
249,2,0:05.0,,R. Price enters the game for C. Boozer,60,45
250,2,0:01.0,J. Harden misses 2-pt layup from 1 ft (block by J. Hill),,60,45
251,2,0:01.0,Offensive rebound by T. Jones,,60,45
252,2,0:01.0,T. Jones makes 2-pt layup from 1 ft,,62,45
253,3,11:40.0,Shooting foul by J. Hill (drawn by D. Howard),,62,45
254,3,11:40.0,D. Howard misses free throw 1 of 2,,62,45
255,3,11:40.0,Offensive rebound by Team,,62,45
256,3,11:40.0,D. Howard misses free throw 2 of 2,,62,45
257,3,11:39.0,,Defensive rebound by J. Hill,62,45
258,3,11:21.0,,K. Bryant misses 2-pt layup from 2 ft,62,45
259,3,11:19.0,,Offensive rebound by J. Hill,62,45
260,3,11:17.0,,J. Hill misses 2-pt layup from 2 ft,62,45
261,3,11:16.0,Defensive rebound by T. Jones,,62,45
262,3,11:14.0,Turnover by T. Jones (lost ball; steal by K. Bryant),,62,45
263,3,11:11.0,,C. Boozer makes 2-pt layup from 2 ft,62,47
264,3,11:00.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by T. Jones),,65,47
265,3,10:53.0,,Shooting foul by D. Howard (drawn by J. Lin),65,47
266,3,10:53.0,,J. Lin makes free throw 1 of 2,65,48
267,3,10:53.0,D. Motiejūnas enters the game for D. Howard,,65,48
268,3,10:53.0,,J. Lin misses free throw 2 of 2,65,48
269,3,10:51.0,,Offensive rebound by J. Lin,65,48
270,3,10:38.0,,C. Boozer makes 2-pt layup from 1 ft,65,50
271,3,10:12.0,Turnover by Team (shot clock),,65,50
272,3,10:01.0,,Shooting foul by T. Jones (drawn by C. Boozer),65,50
273,3,10:01.0,,C. Boozer makes free throw 1 of 2,65,51
274,3,10:01.0,,C. Boozer makes free throw 2 of 2,65,52
275,3,9:49.0,Turnover by P. Beverley (bad pass; steal by C. Boozer),,65,52
276,3,9:47.0,,Personal foul by D. Motiejūnas (drawn by J. Lin),65,52
277,3,9:35.0,,C. Boozer misses 2-pt jump shot from 17 ft,65,52
278,3,9:34.0,Defensive rebound by T. Jones,,65,52
279,3,9:27.0,Turnover by T. Ariza (bad pass),,65,52
280,3,9:14.0,,C. Boozer misses 2-pt jump shot from 18 ft,65,52
281,3,9:12.0,Defensive rebound by P. Beverley,,65,52
282,3,9:04.0,Turnover by P. Beverley (bad pass),,65,52
283,3,9:00.0,,Personal block foul by T. Ariza (drawn by K. Bryant),65,52
284,3,8:50.0,,Turnover by J. Hill (traveling),65,52
285,3,8:39.0,Shooting foul by C. Boozer (drawn by D. Motiejūnas),,65,52
286,3,8:39.0,D. Motiejūnas misses free throw 1 of 2,,65,52
287,3,8:39.0,Offensive rebound by Team,,65,52
288,3,8:39.0,,Violation by J. Hill (lane),65,52
289,3,8:39.0,D. Motiejūnas makes free throw 2 of 2,,66,52
290,3,8:26.0,,J. Lin makes 2-pt layup from 1 ft,66,54
291,3,8:26.0,,Shooting foul by T. Jones (drawn by J. Lin),66,54
292,3,8:26.0,,J. Lin makes free throw 1 of 1,66,55
293,3,8:01.0,Turnover by T. Jones (offensive goaltending),,66,55
294,3,7:45.0,,C. Boozer makes 2-pt layup from 1 ft (assist by J. Lin),66,57
295,3,7:45.0,Houston full timeout,,66,57
296,3,7:45.0,T. Black enters the game for D. Motiejūnas,,66,57
297,3,7:28.0,Personal foul by K. Bryant (drawn by T. Ariza),,66,57
298,3,7:21.0,J. Harden misses 2-pt jump shot from 17 ft,,66,57
299,3,7:21.0,Offensive rebound by Team,,66,57
300,3,7:21.0,,Loose ball foul by J. Hill (drawn by T. Black),66,57
301,3,7:07.0,T. Jones misses 2-pt jump shot from 11 ft,,66,57
302,3,7:06.0,,Defensive rebound by J. Hill,66,57
303,3,6:52.0,,Personal foul by P. Beverley (drawn by J. Hill),66,57
304,3,6:52.0,,J. Hill makes free throw 1 of 2,66,58
305,3,6:52.0,,J. Hill makes free throw 2 of 2,66,59
306,3,6:41.0,,Violation by K. Bryant (kicked ball),66,59
307,3,6:28.0,T. Jones misses 2-pt jump shot from 17 ft,,66,59
308,3,6:27.0,,Defensive rebound by Team,66,59
309,3,6:27.0,J. Terry enters the game for P. Beverley,,66,59
310,3,6:13.0,,J. Lin misses 3-pt jump shot from 24 ft,66,59
311,3,6:12.0,Defensive rebound by T. Jones,,66,59
312,3,6:08.0,J. Harden makes 2-pt layup from 1 ft (assist by T. Jones),,68,59
313,3,6:08.0,Shooting foul by K. Bryant (drawn by J. Harden),,68,59
314,3,6:08.0,J. Harden makes free throw 1 of 1,,69,59
315,3,5:52.0,,K. Bryant misses 2-pt jump shot from 18 ft,69,59
316,3,5:48.0,Defensive rebound by J. Harden,,69,59
317,3,5:46.0,Shooting foul by W. Johnson (drawn by J. Harden),,69,59
318,3,5:46.0,J. Harden makes free throw 1 of 2,,70,59
319,3,5:46.0,,E. Davis enters the game for J. Hill,70,59
320,3,5:46.0,,R. Price enters the game for W. Johnson,70,59
321,3,5:46.0,J. Harden makes free throw 2 of 2,,71,59
322,3,5:20.0,,R. Price makes 3-pt jump shot from 25 ft (assist by K. Bryant),71,62
323,3,4:58.0,J. Terry makes 2-pt jump shot from 19 ft (assist by T. Jones),,73,62
324,3,4:42.0,,E. Davis makes 2-pt layup from 2 ft (assist by J. Lin),73,64
325,3,4:26.0,T. Ariza makes 3-pt jump shot from 23 ft,,76,64
326,3,4:15.0,,Shooting foul by T. Jones (drawn by K. Bryant),76,64
327,3,4:15.0,,K. Bryant makes free throw 1 of 2,76,65
328,3,4:15.0,K. Papanikolaou enters the game for T. Jones,,76,65
329,3,4:15.0,,J. Randle enters the game for C. Boozer,76,65
330,3,4:15.0,,K. Bryant makes free throw 2 of 2,76,66
331,3,3:56.0,T. Black makes 2-pt layup from 1 ft (assist by K. Papanikolaou),,78,66
332,3,3:34.0,,R. Price misses 3-pt jump shot from 24 ft,78,66
333,3,3:33.0,,Offensive rebound by E. Davis,78,66
334,3,3:28.0,,Personal foul by K. Papanikolaou (drawn by J. Randle),78,66
335,3,3:28.0,,J. Randle misses free throw 1 of 2,78,66
336,3,3:28.0,,Offensive rebound by Team,78,66
337,3,3:28.0,,X. Henry enters the game for K. Bryant,78,66
338,3,3:28.0,,J. Randle misses free throw 2 of 2,78,66
339,3,3:27.0,Defensive rebound by T. Ariza,,78,66
340,3,3:13.0,T. Ariza misses 3-pt jump shot from 25 ft,,78,66
341,3,3:12.0,,Defensive rebound by E. Davis,78,66
342,3,2:54.0,Technical foul by J. Harden,,78,66
343,3,2:54.0,,LA Lakers full timeout,78,66
344,3,2:54.0,P. Beverley enters the game for T. Ariza,,78,66
345,3,2:54.0,,J. Lin makes technical free throw,78,67
346,3,2:43.0,,E. Davis misses 2-pt hook shot from 5 ft,78,67
347,3,2:40.0,Defensive rebound by T. Black,,78,67
348,3,2:35.0,J. Harden makes 2-pt layup from 1 ft,,80,67
349,3,2:17.0,,Turnover by J. Lin (bad pass),80,67
350,3,2:04.0,Personal foul by R. Price (drawn by J. Harden),,80,67
351,3,2:04.0,J. Harden misses free throw 1 of 2,,80,67
352,3,2:04.0,Offensive rebound by Team,,80,67
353,3,2:04.0,J. Harden makes free throw 2 of 2,,81,67
354,3,1:56.0,,Shooting foul by K. Papanikolaou (drawn by J. Lin),81,67
355,3,1:56.0,,J. Lin makes free throw 1 of 2,81,68
356,3,1:56.0,,J. Lin makes free throw 2 of 2,81,69
357,3,1:32.0,K. Papanikolaou makes 2-pt jump shot from 7 ft (assist by J. Harden),,83,69
358,3,1:18.0,,J. Lin misses 2-pt layup from 1 ft,83,69
359,3,1:17.0,Defensive rebound by K. Papanikolaou,,83,69
360,3,1:03.0,Personal take foul by R. Price (drawn by J. Harden),,83,69
361,3,1:03.0,J. Harden makes free throw 1 of 2,,84,69
362,3,1:03.0,J. Harden makes free throw 2 of 2,,85,69
363,3,0:48.0,,X. Henry misses 2-pt jump shot from 18 ft,85,69
364,3,0:47.0,Defensive rebound by K. Papanikolaou,,85,69
365,3,0:32.0,J. Harden misses 3-pt jump shot from 25 ft,,85,69
366,3,0:29.0,,Defensive rebound by Team,85,69
367,3,0:11.0,,Turnover by J. Lin (bad pass; steal by K. Papanikolaou),85,69
368,3,0:06.0,J. Terry misses 3-pt jump shot from 25 ft,,85,69
369,3,0:02.0,,Defensive rebound by J. Lin,85,69
370,3,0:01.0,,X. Henry misses 2-pt layup at rim,85,69
371,3,0:00.0,,Offensive rebound by Team,85,69
372,4,11:48.0,,Offensive foul by J. Clarkson (drawn by P. Beverley),85,69
373,4,11:48.0,,Turnover by J. Clarkson (offensive foul),85,69
374,4,11:36.0,K. Papanikolaou makes 2-pt layup from 1 ft (assist by P. Beverley),,87,69
375,4,11:22.0,,Shooting foul by K. Papanikolaou (drawn by E. Davis),87,69
376,4,11:22.0,,E. Davis misses free throw 1 of 2,87,69
377,4,11:22.0,,Offensive rebound by Team,87,69
378,4,11:22.0,,E. Davis makes free throw 2 of 2,87,70
379,4,11:07.0,Turnover by J. Terry (bad pass),,87,70
380,4,10:51.0,,X. Henry misses 2-pt jump shot from 17 ft,87,70
381,4,10:49.0,Defensive rebound by Team,,87,70
382,4,10:26.0,Personal foul by E. Davis (drawn by D. Howard),,87,70
383,4,10:26.0,,Violation by J. Clarkson (kicked ball),87,70
384,4,10:18.0,P. Beverley makes 3-pt jump shot from 22 ft (assist by K. Papanikolaou),,90,70
385,4,9:59.0,,J. Randle misses 2-pt jump shot from 16 ft,90,70
386,4,9:58.0,Defensive rebound by D. Howard,,90,70
387,4,9:53.0,Personal foul by J. Clarkson (drawn by P. Beverley),,90,70
388,4,9:53.0,P. Beverley misses free throw 1 of 2,,90,70
389,4,9:53.0,Offensive rebound by Team,,90,70
390,4,9:53.0,P. Beverley makes free throw 2 of 2,,91,70
391,4,9:53.0,,LA Lakers full timeout,91,70
392,4,9:53.0,,C. Boozer enters the game for J. Clarkson,91,70
393,4,9:53.0,,J. Lin enters the game for X. Henry,91,70
394,4,9:53.0,,K. Bryant enters the game for J. Randle,91,70
395,4,9:53.0,T. Ariza enters the game for K. Papanikolaou,,91,70
396,4,9:36.0,,K. Bryant misses 3-pt jump shot from 27 ft,91,70
397,4,9:35.0,Defensive rebound by P. Beverley,,91,70
398,4,9:24.0,P. Beverley misses 2-pt hook shot from 5 ft,,91,70
