,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
0,1,11:38.0,,C. Landry makes 2-pt jump shot from 5 ft (assist by J. Thompson),0,2
1,1,11:18.0,D. Green misses 2-pt jump shot from 4 ft,,0,2
2,1,11:17.0,Offensive rebound by T. Splitter,,0,2
3,1,11:17.0,T. Splitter misses 2-pt tip-in at rim,,0,2
4,1,11:16.0,,Defensive rebound by C. Landry,0,2
5,1,11:06.0,,B. McLemore misses 3-pt jump shot from 24 ft,0,2
6,1,11:04.0,Defensive rebound by T. Parker,,0,2
7,1,11:00.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Parker),,3,2
8,1,10:45.0,,Personal block foul by D. Green (drawn by B. McLemore),3,2
9,1,10:35.0,,J. Thompson makes 2-pt jump shot from 19 ft (assist by B. McLemore),3,4
10,1,10:16.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Leonard),,6,4
11,1,10:05.0,,C. Landry misses 2-pt jump shot from 3 ft (block by K. Leonard),6,4
12,1,10:03.0,Defensive rebound by D. Green,,6,4
13,1,10:02.0,Turnover by D. Green (bad pass; steal by R. Gay),,6,4
14,1,9:59.0,,Turnover by R. Gay (lost ball; steal by D. Green),6,4
15,1,9:54.0,T. Parker makes 2-pt layup from 3 ft (assist by D. Green),,8,4
16,1,9:40.0,,R. Gay makes 2-pt jump shot from 5 ft (assist by R. McCallum),8,6
17,1,9:30.0,T. Splitter misses 2-pt jump shot from 5 ft,,8,6
18,1,9:27.0,Offensive rebound by T. Splitter,,8,6
19,1,9:27.0,T. Splitter misses 2-pt tip-in from 1 ft,,8,6
20,1,9:27.0,,Defensive rebound by J. Thompson,8,6
21,1,9:25.0,,Shooting foul by D. Green (drawn by B. McLemore),8,6
22,1,9:25.0,,B. McLemore makes free throw 1 of 2,8,7
23,1,9:25.0,M. Belinelli enters the game for D. Green,,8,7
24,1,9:25.0,,B. McLemore makes free throw 2 of 2,8,8
25,1,9:12.0,T. Parker misses 2-pt jump shot from 20 ft,,8,8
26,1,9:10.0,,Defensive rebound by B. McLemore,8,8
27,1,8:59.0,,J. Thompson makes 2-pt hook shot from 6 ft (assist by R. Gay),8,10
28,1,8:42.0,Turnover by M. Belinelli (bad pass),,8,10
29,1,8:26.0,,R. McCallum makes 2-pt layup from 4 ft (assist by J. Thompson),8,12
30,1,8:08.0,K. Leonard makes 2-pt jump shot from 7 ft,,10,12
31,1,7:54.0,,Personal foul by K. Leonard (drawn by R. McCallum),10,12
32,1,7:54.0,,Sacramento full timeout,10,12
33,1,7:42.0,,R. Gay makes 2-pt jump shot from 16 ft,10,14
34,1,7:21.0,K. Leonard misses 2-pt jump shot from 7 ft,,10,14
35,1,7:20.0,,Defensive rebound by B. McLemore,10,14
36,1,7:10.0,,B. McLemore makes 2-pt jump shot from 21 ft,10,16
37,1,6:53.0,T. Duncan misses 2-pt jump shot from 20 ft,,10,16
38,1,6:52.0,,Defensive rebound by B. McLemore,10,16
39,1,6:46.0,,B. McLemore makes 2-pt jump shot from 22 ft,10,18
40,1,6:33.0,M. Belinelli misses 3-pt jump shot from 25 ft,,10,18
41,1,6:32.0,,Defensive rebound by J. Thompson,10,18
42,1,6:22.0,,C. Landry misses 2-pt jump shot from 14 ft,10,18
43,1,6:21.0,Defensive rebound by T. Splitter,,10,18
44,1,6:17.0,Personal foul by C. Landry (drawn by T. Duncan),,10,18
45,1,6:17.0,B. Diaw enters the game for T. Splitter,,10,18
46,1,6:03.0,K. Leonard misses 2-pt hook shot from 5 ft,,10,18
47,1,6:03.0,,Defensive rebound by R. Gay,10,18
48,1,5:57.0,,R. Gay misses 2-pt jump shot from 3 ft (block by T. Duncan),10,18
49,1,5:55.0,,Offensive rebound by R. Gay,10,18
50,1,5:54.0,,R. Gay makes 2-pt jump shot from 4 ft,10,20
51,1,5:54.0,San Antonio full timeout,,10,20
52,1,5:39.0,K. Leonard makes 2-pt jump shot from 9 ft,,12,20
53,1,5:20.0,,R. Gay makes 2-pt hook shot from 8 ft,12,22
54,1,5:14.0,,Violation by J. Thompson (kicked ball),12,22
55,1,5:11.0,Personal foul by C. Landry (drawn by T. Parker),,12,22
56,1,5:11.0,,O. Casspi enters the game for C. Landry,12,22
57,1,5:11.0,C. Joseph enters the game for T. Parker,,12,22
58,1,4:57.0,T. Duncan makes 2-pt hook shot from 7 ft,,14,22
59,1,4:40.0,,R. McCallum misses 2-pt jump shot from 3 ft,14,22
60,1,4:38.0,,Offensive rebound by J. Thompson,14,22
61,1,4:38.0,,J. Thompson makes 2-pt tip-in from 2 ft,14,24
62,1,4:22.0,B. Diaw misses 2-pt jump shot from 5 ft,,14,24
63,1,4:21.0,,Defensive rebound by J. Thompson,14,24
64,1,4:12.0,,J. Thompson misses 2-pt jump shot from 4 ft,14,24
65,1,4:10.0,Defensive rebound by T. Duncan,,14,24
66,1,3:57.0,K. Leonard misses 2-pt jump shot from 11 ft,,14,24
67,1,3:56.0,,Defensive rebound by O. Casspi,14,24
68,1,3:46.0,,Turnover by R. Gay (lost ball),14,24
69,1,3:46.0,M. Ginóbili enters the game for K. Leonard,,14,24
70,1,3:46.0,T. Splitter enters the game for T. Duncan,,14,24
71,1,3:28.0,T. Splitter misses 2-pt hook shot from 5 ft,,14,24
72,1,3:28.0,,Defensive rebound by J. Thompson,14,24
