,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
105,2,9:42.0,T. Allen misses free throw 1 of 2,,35,26
106,2,9:42.0,Offensive rebound by Team,,35,26
107,2,9:42.0,,D. Favors enters the game for T. Booker,35,26
108,2,9:42.0,T. Allen makes free throw 2 of 2,,36,26
109,2,9:33.0,,T. Burke makes 2-pt jump shot from 22 ft (assist by D. Exum),36,28
110,2,9:17.0,Turnover by T. Allen (traveling),,36,28
111,2,9:03.0,,Personal foul by T. Allen (drawn by E. Millsap),36,28
112,2,8:53.0,,E. Freedom makes 2-pt jump shot from 4 ft,36,30
113,2,8:48.0,Memphis full timeout,,36,30
114,2,8:48.0,,C. Johnson enters the game for E. Millsap,36,30
115,2,8:40.0,J. Leuer misses 2-pt jump shot from 19 ft,,36,30
116,2,8:38.0,Offensive rebound by K. Koufos,,36,30
117,2,8:38.0,K. Koufos misses 2-pt tip-in from 1 ft,,36,30
118,2,8:37.0,Offensive rebound by K. Koufos,,36,30
119,2,8:37.0,K. Koufos misses 2-pt tip-in from 2 ft,,36,30
120,2,8:36.0,Offensive rebound by K. Koufos,,36,30
121,2,8:36.0,K. Koufos misses 2-pt tip-in from 2 ft,,36,30
122,2,8:35.0,,Defensive rebound by E. Freedom,36,30
123,2,8:16.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by D. Exum),36,32
124,2,8:01.0,K. Koufos makes 2-pt layup from 2 ft (assist by J. Leuer),,38,32
125,2,7:39.0,,Turnover by D. Favors (lost ball; steal by B. Udrih),38,32
126,2,7:34.0,N. Calathes makes 2-pt layup from 1 ft (assist by B. Udrih),,40,32
127,2,7:11.0,,Shooting foul by J. Leuer (drawn by D. Favors),40,32
128,2,7:11.0,,D. Favors makes free throw 1 of 2,40,33
129,2,7:11.0,,G. Hayward enters the game for T. Burke,40,33
130,2,7:11.0,M. Gasol enters the game for K. Koufos,,40,33
131,2,7:11.0,M. Conley enters the game for B. Udrih,,40,33
132,2,7:11.0,C. Lee enters the game for T. Allen,,40,33
133,2,7:11.0,,D. Favors makes free throw 2 of 2,40,34
134,2,6:49.0,C. Lee misses 3-pt jump shot from 24 ft,,40,34
135,2,6:47.0,,Defensive rebound by C. Johnson,40,34
136,2,6:39.0,Violation by J. Leuer (kicked ball),,40,34
137,2,6:29.0,,E. Freedom misses 2-pt jump shot from 20 ft,40,34
138,2,6:28.0,Defensive rebound by J. Leuer,,40,34
139,2,6:13.0,M. Gasol makes 2-pt hook shot from 7 ft,,42,34
140,2,6:02.0,,Shooting foul by J. Leuer (drawn by G. Hayward),42,34
141,2,6:02.0,,G. Hayward makes free throw 1 of 2,42,35
142,2,6:02.0,,G. Hayward makes free throw 2 of 2,42,36
143,2,5:50.0,J. Leuer makes 2-pt jump shot from 17 ft (assist by M. Conley),,44,36
144,2,5:31.0,,C. Johnson makes 2-pt layup from 2 ft (assist by D. Exum),44,38
145,2,5:19.0,M. Gasol makes 2-pt jump shot from 13 ft (assist by N. Calathes),,46,38
146,2,5:06.0,,D. Favors makes 2-pt layup from 2 ft,46,40
147,2,5:06.0,,Shooting foul by J. Leuer (drawn by D. Favors),46,40
148,2,5:06.0,Official timeout,,46,40
149,2,5:06.0,Z. Randolph enters the game for J. Leuer,,46,40
150,2,5:06.0,,R. Gobert enters the game for E. Freedom,46,40
151,2,5:06.0,,D. Favors makes free throw 1 of 1,46,41
152,2,4:52.0,M. Gasol makes 2-pt dunk at rim (assist by Z. Randolph),,48,41
153,2,4:25.0,,Turnover by D. Exum (lost ball),48,41
154,2,4:07.0,M. Conley makes 3-pt jump shot from 23 ft (assist by N. Calathes),,51,41
155,2,3:44.0,,D. Exum misses 3-pt jump shot from 24 ft,51,41
156,2,3:43.0,Defensive rebound by N. Calathes,,51,41
157,2,3:39.0,M. Conley makes 2-pt layup from 2 ft (assist by N. Calathes),,53,41
158,2,3:31.0,,Utah full timeout,53,41
159,2,3:31.0,,J. Ingles enters the game for C. Johnson,53,41
160,2,3:31.0,,T. Burke enters the game for D. Exum,53,41
161,2,3:17.0,,G. Hayward misses 2-pt jump shot from 3 ft (block by M. Gasol),53,41
162,2,3:15.0,Defensive rebound by M. Gasol,,53,41
163,2,3:11.0,M. Conley makes 3-pt jump shot from 24 ft (assist by N. Calathes),,56,41
164,2,2:54.0,,Personal foul by M. Gasol (drawn by J. Ingles),56,41
165,2,2:54.0,,J. Ingles misses free throw 1 of 2,56,41
166,2,2:54.0,,Offensive rebound by Team,56,41
167,2,2:54.0,,E. Freedom enters the game for D. Favors,56,41
168,2,2:54.0,,J. Ingles misses free throw 2 of 2,56,41
169,2,2:54.0,,Offensive rebound by Team,56,41
170,2,2:54.0,,Personal foul by N. Calathes (drawn by R. Gobert),56,41
171,2,2:54.0,,R. Gobert makes free throw 1 of 2,56,42
172,2,2:54.0,,R. Gobert misses free throw 2 of 2,56,42
173,2,2:52.0,Defensive rebound by C. Lee,,56,42
174,2,2:40.0,M. Gasol misses 2-pt hook shot from 7 ft,,56,42
175,2,2:38.0,,Defensive rebound by E. Freedom,56,42
176,2,2:27.0,,E. Freedom misses 2-pt hook shot from 5 ft,56,42
177,2,2:26.0,Defensive rebound by Z. Randolph,,56,42
178,2,2:20.0,Turnover by N. Calathes (bad pass; steal by T. Burke),,56,42
179,2,2:12.0,,Turnover by T. Burke (bad pass; steal by C. Lee),56,42
180,2,2:09.0,N. Calathes makes 2-pt layup from 3 ft (assist by C. Lee),,58,42
181,2,2:09.0,Shooting foul by J. Ingles (drawn by N. Calathes),,58,42
182,2,2:09.0,,E. Millsap enters the game for J. Ingles,58,42
183,2,2:09.0,N. Calathes misses free throw 1 of 1,,58,42
184,2,2:08.0,Offensive rebound by Team,,58,42
185,2,2:08.0,,Loose ball foul by E. Freedom (drawn by Z. Randolph),58,42
186,2,2:08.0,J. Green enters the game for N. Calathes,,58,42
187,2,1:49.0,Z. Randolph misses 2-pt jump shot from 15 ft,,58,42
188,2,1:48.0,,Defensive rebound by T. Burke,58,42
189,2,1:36.0,,G. Hayward misses 3-pt jump shot from 23 ft,58,42
190,2,1:33.0,,Offensive rebound by R. Gobert,58,42
191,2,1:33.0,,R. Gobert misses 2-pt tip-in from 2 ft,58,42
192,2,1:31.0,,Offensive rebound by E. Freedom,58,42
193,2,1:26.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by E. Freedom),58,45
194,2,1:02.0,M. Gasol misses 2-pt jump shot from 19 ft,,58,45
195,2,1:00.0,,Defensive rebound by E. Millsap,58,45
196,2,0:45.0,,E. Freedom misses 2-pt jump shot from 17 ft,58,45
197,2,0:43.0,Defensive rebound by M. Gasol,,58,45
198,2,0:38.0,Turnover by M. Conley (bad pass; steal by R. Gobert),,58,45
199,2,0:32.0,,G. Hayward makes 2-pt jump shot from 4 ft,58,47
200,2,0:24.0,Memphis full timeout,,58,47
201,2,0:12.0,M. Conley misses 2-pt jump shot from 11 ft,,58,47
202,2,0:11.0,,Defensive rebound by T. Burke,58,47
203,2,0:11.0,,Personal foul by Z. Randolph (drawn by T. Burke),58,47
204,2,0:11.0,,T. Burke makes free throw 1 of 2,58,48
205,2,0:11.0,,C. Johnson enters the game for G. Hayward,58,48
206,2,0:11.0,,T. Burke makes free throw 2 of 2,58,49
207,2,0:06.0,Personal foul by E. Millsap (drawn by M. Conley),,58,49
208,2,0:04.0,Turnover by M. Conley (bad pass; steal by R. Gobert),,58,49
209,2,0:00.0,,E. Millsap makes 2-pt layup from 1 ft (assist by T. Burke),58,51
210,3,11:32.0,,E. Freedom misses 3-pt jump shot from 25 ft,58,51
211,3,11:32.0,,Offensive rebound by Team,58,51
212,3,11:32.0,,Turnover by Team (shot clock),58,51
213,3,11:18.0,M. Gasol misses 2-pt hook shot from 6 ft,,58,51
214,3,11:17.0,Offensive rebound by Z. Randolph,,58,51
215,3,11:09.0,J. Green makes 2-pt dunk at rim (assist by M. Gasol),,60,51
216,3,10:43.0,,J. Ingles makes 2-pt jump shot from 20 ft,60,53
217,3,10:15.0,M. Conley makes 3-pt jump shot from 23 ft (assist by J. Green),,63,53
218,3,9:48.0,,D. Exum misses 3-pt jump shot from 26 ft,63,53
219,3,9:47.0,Defensive rebound by M. Gasol,,63,53
220,3,9:40.0,J. Green misses 3-pt jump shot from 23 ft,,63,53
221,3,9:38.0,,Defensive rebound by D. Favors,63,53
222,3,9:30.0,,T. Burke enters the game for D. Exum,63,53
223,3,9:21.0,,J. Ingles misses 3-pt jump shot from 24 ft,63,53
224,3,9:19.0,Defensive rebound by M. Gasol,,63,53
225,3,8:58.0,Z. Randolph misses 2-pt jump shot from 17 ft,,63,53
226,3,8:56.0,,Defensive rebound by E. Freedom,63,53
227,3,8:49.0,,Offensive foul by J. Ingles (drawn by C. Lee),63,53
228,3,8:49.0,,Turnover by J. Ingles (offensive foul),63,53
229,3,8:49.0,,E. Millsap enters the game for J. Ingles,63,53
230,3,8:35.0,C. Lee makes 2-pt jump shot from 18 ft,,65,53
231,3,8:10.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by D. Favors),65,56
232,3,7:48.0,C. Lee misses 2-pt jump shot from 9 ft,,65,56
233,3,7:47.0,,Defensive rebound by E. Freedom,65,56
234,3,7:41.0,,Shooting foul by M. Conley (drawn by E. Millsap),65,56
235,3,7:41.0,,E. Millsap makes free throw 1 of 2,65,57
236,3,7:41.0,,E. Millsap misses free throw 2 of 2,65,57
237,3,7:40.0,Defensive rebound by Z. Randolph,,65,57
238,3,7:20.0,M. Gasol misses 2-pt jump shot from 18 ft,,65,57
239,3,7:19.0,Offensive rebound by Z. Randolph,,65,57
240,3,7:16.0,Turnover by Z. Randolph (lost ball; steal by E. Millsap),,65,57
241,3,7:11.0,,E. Millsap misses 2-pt layup from 2 ft,65,57
242,3,7:10.0,Defensive rebound by Z. Randolph,,65,57
243,3,7:02.0,J. Green misses 2-pt layup from 2 ft,,65,57
244,3,7:00.0,,Defensive rebound by E. Millsap,65,57
245,3,6:49.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by T. Burke),65,59
246,3,6:44.0,Memphis full timeout,,65,59
247,3,6:44.0,,R. Gobert enters the game for D. Favors,65,59
248,3,6:28.0,M. Gasol makes 2-pt hook shot from 5 ft,,67,59
249,3,6:28.0,Shooting foul by E. Freedom (drawn by M. Gasol),,67,59
250,3,6:28.0,M. Gasol makes free throw 1 of 1,,68,59
251,3,6:13.0,,T. Burke makes 2-pt jump shot from 16 ft,68,61
252,3,5:53.0,J. Green misses 3-pt jump shot from 23 ft,,68,61
253,3,5:52.0,Offensive rebound by M. Gasol,,68,61
254,3,5:40.0,M. Gasol misses 2-pt jump shot from 8 ft,,68,61
255,3,5:39.0,,Defensive rebound by E. Freedom,68,61
256,3,5:32.0,,G. Hayward misses 2-pt jump shot from 3 ft,68,61
257,3,5:31.0,Defensive rebound by Z. Randolph,,68,61
258,3,5:21.0,Z. Randolph misses 2-pt jump shot from 15 ft,,68,61
259,3,5:20.0,,Defensive rebound by R. Gobert,68,61
260,3,5:09.0,,Personal foul by J. Green (drawn by G. Hayward),68,61
261,3,5:09.0,K. Koufos enters the game for M. Gasol,,68,61
262,3,4:55.0,,E. Freedom misses 2-pt jump shot from 15 ft,68,61
263,3,4:53.0,Defensive rebound by C. Lee,,68,61
264,3,4:46.0,Z. Randolph misses 2-pt jump shot from 6 ft,,68,61
265,3,4:45.0,Offensive rebound by K. Koufos,,68,61
266,3,4:43.0,K. Koufos misses 2-pt hook shot from 4 ft,,68,61
267,3,4:43.0,Offensive rebound by Team,,68,61
268,3,4:36.0,Z. Randolph misses 2-pt jump shot from 4 ft,,68,61
269,3,4:35.0,,Defensive rebound by E. Freedom,68,61
270,3,4:25.0,,Shooting foul by Z. Randolph (drawn by R. Gobert),68,61
271,3,4:25.0,,R. Gobert misses free throw 1 of 2,68,61
272,3,4:25.0,,Offensive rebound by Team,68,61
273,3,4:25.0,T. Allen enters the game for J. Green,,68,61
274,3,4:25.0,,R. Gobert makes free throw 2 of 2,68,62
275,3,4:12.0,M. Conley misses 3-pt jump shot from 24 ft,,68,62
276,3,4:10.0,,Defensive rebound by G. Hayward,68,62
277,3,3:55.0,,E. Freedom misses 2-pt jump shot from 5 ft,68,62
278,3,3:54.0,Defensive rebound by Z. Randolph,,68,62
279,3,3:46.0,Shooting foul by E. Millsap (drawn by Z. Randolph),,68,62
280,3,3:46.0,Z. Randolph makes free throw 1 of 2,,69,62
281,3,3:46.0,,D. Favors enters the game for E. Freedom,69,62
282,3,3:46.0,,C. Johnson enters the game for E. Millsap,69,62
283,3,3:46.0,B. Udrih enters the game for M. Conley,,69,62
284,3,3:46.0,Z. Randolph makes free throw 2 of 2,,70,62
285,3,3:30.0,,T. Burke makes 2-pt jump shot from 11 ft,70,64
286,3,3:10.0,K. Koufos makes 2-pt hook shot from 6 ft (assist by Z. Randolph),,72,64
287,3,3:05.0,,R. Gobert makes 2-pt dunk at rim (assist by T. Burke),72,66
288,3,2:38.0,Z. Randolph makes 2-pt hook shot from 7 ft,,74,66
289,3,2:22.0,,Turnover by T. Burke (bad pass; steal by T. Allen),74,66
290,3,2:19.0,Shooting foul by G. Hayward (drawn by T. Allen),,74,66
291,3,2:19.0,,Utah full timeout,74,66
292,3,2:19.0,,T. Booker enters the game for D. Favors,74,66
293,3,2:19.0,T. Allen makes free throw 1 of 2,,75,66
294,3,2:19.0,T. Allen misses free throw 2 of 2,,75,66
295,3,2:17.0,,Defensive rebound by R. Gobert,75,66
296,3,1:55.0,,T. Burke makes 3-pt jump shot from 25 ft,75,69
297,3,1:36.0,Z. Randolph misses 2-pt jump shot from 16 ft,,75,69
298,3,1:35.0,,Defensive rebound by G. Hayward,75,69
299,3,1:17.0,,Shooting foul by Z. Randolph (drawn by R. Gobert),75,69
300,3,1:17.0,,R. Gobert misses free throw 1 of 2,75,69
301,3,1:17.0,,Offensive rebound by Team,75,69
302,3,1:17.0,J. Leuer enters the game for Z. Randolph,,75,69
303,3,1:17.0,,R. Gobert makes free throw 2 of 2,75,70
304,3,0:57.0,B. Udrih makes 2-pt jump shot from 4 ft,,77,70
305,3,0:36.0,,T. Burke misses 3-pt jump shot from 25 ft,77,70
306,3,0:34.0,Defensive rebound by Team,,77,70
307,3,0:25.0,C. Lee misses 2-pt jump shot from 20 ft,,77,70
308,3,0:24.0,,Defensive rebound by T. Booker,77,70
309,3,0:24.0,,Personal foul by K. Koufos (drawn by T. Booker),77,70
310,3,0:24.0,,T. Booker misses free throw 1 of 2,77,70
311,3,0:24.0,,Offensive rebound by Team,77,70
312,3,0:24.0,M. Conley enters the game for T. Allen,,77,70
313,3,0:24.0,,E. Millsap enters the game for G. Hayward,77,70
314,3,0:24.0,,T. Booker makes free throw 2 of 2,77,71
315,3,0:02.0,J. Leuer misses 2-pt jump shot from 13 ft,,77,71
316,3,0:01.0,,Defensive rebound by E. Millsap,77,71
317,3,0:00.0,,E. Millsap misses 3-pt jump shot from 61 ft,77,71
318,3,0:00.0,,Offensive rebound by Team,77,71
319,4,11:47.0,K. Koufos misses 2-pt layup from 1 ft,,77,71
320,4,11:45.0,Offensive rebound by K. Koufos,,77,71
321,4,11:43.0,K. Koufos makes 2-pt jump shot from 6 ft,,79,71
322,4,11:19.0,,T. Booker misses 2-pt jump shot from 17 ft,79,71
323,4,11:17.0,,Offensive rebound by E. Freedom,79,71
324,4,11:17.0,,E. Freedom misses 2-pt layup from 3 ft (block by K. Koufos),79,71
325,4,11:17.0,Defensive rebound by Team,,79,71
326,4,10:59.0,Turnover by N. Calathes (lost ball; steal by D. Exum),,79,71
327,4,10:47.0,,Turnover by T. Burke (bad pass; steal by N. Calathes),79,71
328,4,10:45.0,Personal foul by T. Burke (drawn by B. Udrih),,79,71
329,4,10:33.0,B. Udrih misses 2-pt jump shot from 16 ft,,79,71
330,4,10:32.0,,Defensive rebound by T. Booker,79,71
331,4,10:27.0,,Personal foul by J. Leuer (drawn by T. Booker),79,71
332,4,10:10.0,,C. Johnson makes 3-pt jump shot from 22 ft (assist by D. Exum),79,74
333,4,9:55.0,K. Koufos makes 2-pt jump shot from 5 ft (assist by B. Udrih),,81,74
334,4,9:38.0,,Turnover by T. Booker (lost ball; steal by K. Koufos),81,74
335,4,9:27.0,Turnover by J. Leuer (bad pass; steal by C. Johnson),,81,74
336,4,9:27.0,,Personal foul by K. Koufos (drawn by T. Booker),81,74
337,4,9:27.0,,J. Ingles enters the game for T. Burke,81,74
338,4,9:27.0,M. Gasol enters the game for J. Leuer,,81,74
339,4,9:17.0,Violation by T. Allen (kicked ball),,81,74
340,4,9:08.0,,Turnover by T. Booker (traveling),81,74
341,4,8:45.0,M. Gasol makes 2-pt jump shot from 3 ft,,83,74
342,4,8:29.0,,E. Freedom makes 2-pt jump shot from 16 ft,83,76
343,4,8:05.0,Turnover by K. Koufos (traveling),,83,76
344,4,8:05.0,Official timeout,,83,76
345,4,8:05.0,,R. Gobert enters the game for T. Booker,83,76
346,4,7:45.0,,E. Freedom misses 2-pt jump shot from 18 ft,83,76
347,4,7:43.0,Defensive rebound by B. Udrih,,83,76
348,4,7:27.0,Shooting foul by R. Gobert (drawn by M. Gasol),,83,76
349,4,7:27.0,M. Gasol makes free throw 1 of 2,,84,76
350,4,7:27.0,,D. Favors enters the game for E. Freedom,84,76
351,4,7:27.0,,G. Hayward enters the game for C. Johnson,84,76
352,4,7:27.0,M. Gasol makes free throw 2 of 2,,85,76
353,4,7:13.0,,G. Hayward misses 3-pt jump shot from 24 ft,85,76
354,4,7:12.0,Defensive rebound by M. Gasol,,85,76
355,4,6:57.0,M. Gasol makes 2-pt jump shot from 21 ft (assist by N. Calathes),,87,76
356,4,6:46.0,,Personal foul by N. Calathes (drawn by G. Hayward),87,76
357,4,6:46.0,,T. Burke enters the game for D. Exum,87,76
358,4,6:34.0,,Utah full timeout,87,76
359,4,6:31.0,,T. Burke misses 3-pt jump shot from 24 ft,87,76
360,4,6:30.0,,Offensive rebound by Team,87,76
361,4,6:30.0,,Turnover by Team (shot clock),87,76
362,4,6:20.0,N. Calathes makes 2-pt layup from 3 ft (assist by M. Gasol),,89,76
363,4,6:05.0,,G. Hayward makes 2-pt jump shot from 7 ft,89,78
364,4,5:39.0,T. Allen misses 3-pt jump shot from 22 ft,,89,78
365,4,5:39.0,,Defensive rebound by G. Hayward,89,78
366,4,5:39.0,Loose ball foul by K. Koufos (drawn by G. Hayward),,89,78
367,4,5:39.0,Z. Randolph enters the game for K. Koufos,,89,78
368,4,5:39.0,M. Conley enters the game for B. Udrih,,89,78
369,4,5:39.0,,E. Millsap enters the game for J. Ingles,89,78
370,4,5:25.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by G. Hayward),89,81
371,4,5:03.0,M. Gasol misses 2-pt jump shot from 21 ft,,89,81
372,4,5:02.0,Offensive rebound by Z. Randolph,,89,81
373,4,4:55.0,Shooting foul by R. Gobert (drawn by Z. Randolph),,89,81
374,4,4:55.0,Z. Randolph misses free throw 1 of 2,,89,81
375,4,4:55.0,Offensive rebound by Team,,89,81
376,4,4:55.0,Z. Randolph makes free throw 2 of 2,,90,81
377,4,4:38.0,,G. Hayward misses 2-pt jump shot from 4 ft,90,81
378,4,4:35.0,Defensive rebound by T. Allen,,90,81
379,4,4:14.0,M. Gasol makes 2-pt hook shot from 5 ft,,92,81
380,4,3:54.0,,T. Burke misses 2-pt jump shot from 5 ft,92,81
381,4,3:52.0,,Offensive rebound by R. Gobert,92,81
382,4,3:52.0,,R. Gobert misses 2-pt tip-in from 1 ft,92,81
383,4,3:50.0,,Offensive rebound by D. Favors,92,81
384,4,3:50.0,,D. Favors makes 2-pt layup from 1 ft,92,83
385,4,3:21.0,Z. Randolph misses 2-pt jump shot from 16 ft,,92,83
386,4,3:19.0,,Defensive rebound by D. Favors,92,83
387,4,3:11.0,,D. Favors misses 2-pt jump shot from 14 ft,92,83
388,4,3:10.0,Defensive rebound by M. Conley,,92,83
389,4,3:06.0,Memphis full timeout,,92,83
