,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
0,1,11:43.0,J. Hill misses 2-pt jump shot from 16 ft,,0,0
1,1,11:42.0,,Defensive rebound by C. Brewer,0,0
2,1,11:27.0,,C. Brewer misses 2-pt jump shot from 12 ft (block by W. Johnson),0,0
3,1,11:26.0,Defensive rebound by E. Davis,,0,0
4,1,11:08.0,K. Bryant misses 2-pt jump shot from 22 ft,,0,0
5,1,11:07.0,,Defensive rebound by C. Brewer,0,0
6,1,11:04.0,,Turnover by C. Brewer (discontinued dribble),0,0
7,1,10:44.0,Turnover by J. Hill (traveling),,0,0
8,1,10:30.0,,Shooting foul by K. Bryant (drawn by A. Wiggins),0,0
9,1,10:30.0,,A. Wiggins makes free throw 1 of 2,0,1
10,1,10:30.0,,A. Wiggins makes free throw 2 of 2,0,2
11,1,10:14.0,E. Davis makes 2-pt hook shot from 7 ft (assist by W. Johnson),,2,2
12,1,10:02.0,,Turnover by Z. LaVine (lost ball; steal by R. Price),2,2
13,1,9:59.0,Shooting foul by A. Wiggins (drawn by W. Johnson),,2,2
14,1,9:59.0,W. Johnson misses free throw 1 of 2,,2,2
15,1,9:59.0,Offensive rebound by Team,,2,2
16,1,9:59.0,W. Johnson makes free throw 2 of 2,,3,2
17,1,9:51.0,,Turnover by T. Young (bad pass; steal by R. Price),3,2
18,1,9:45.0,W. Johnson makes 2-pt layup at rim (assist by E. Davis),,5,2
19,1,9:22.0,,C. Brewer misses 2-pt jump shot from 19 ft,5,2
20,1,9:21.0,Defensive rebound by R. Price,,5,2
21,1,9:16.0,Turnover by K. Bryant (lost ball),,5,2
22,1,9:01.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by C. Brewer),5,4
23,1,8:42.0,K. Bryant misses 3-pt jump shot from 25 ft,,5,4
24,1,8:41.0,,Defensive rebound by C. Brewer,5,4
25,1,8:30.0,,A. Wiggins makes 2-pt jump shot from 12 ft (assist by T. Young),5,6
26,1,8:04.0,J. Hill makes 2-pt jump shot from 17 ft (assist by W. Johnson),,7,6
27,1,7:38.0,,T. Young makes 2-pt layup at rim (assist by G. Dieng),7,8
28,1,7:20.0,K. Bryant misses 2-pt jump shot from 15 ft,,7,8
29,1,7:18.0,,Defensive rebound by A. Wiggins,7,8
30,1,7:12.0,,G. Dieng makes 2-pt dunk at rim (assist by T. Young),7,10
31,1,6:59.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by R. Price),,10,10
32,1,6:41.0,,A. Wiggins misses 2-pt jump shot from 15 ft,10,10
33,1,6:40.0,,Offensive rebound by Team,10,10
34,1,6:40.0,,Minnesota full timeout,10,10
35,1,6:32.0,,C. Brewer makes 2-pt dunk at rim (assist by Z. LaVine),10,12
36,1,6:06.0,J. Hill makes 2-pt layup at rim (assist by E. Davis),,12,12
37,1,5:43.0,,Z. LaVine misses 2-pt jump shot from 19 ft,12,12
38,1,5:42.0,Defensive rebound by E. Davis,,12,12
39,1,5:38.0,Turnover by E. Davis (bad pass; steal by C. Brewer),,12,12
40,1,5:24.0,,T. Young makes 2-pt layup from 2 ft,12,14
41,1,5:08.0,C. Boozer enters the game for E. Davis,,12,14
42,1,5:08.0,,S. Muhammad enters the game for Z. LaVine,12,14
43,1,5:08.0,N. Young enters the game for W. Johnson,,12,14
44,1,5:02.0,J. Hill misses 2-pt jump shot from 20 ft,,12,14
45,1,5:01.0,,Defensive rebound by A. Wiggins,12,14
46,1,4:49.0,,S. Muhammad makes 2-pt hook shot from 6 ft (assist by C. Brewer),12,16
47,1,4:24.0,R. Price misses 2-pt jump shot from 20 ft,,12,16
48,1,4:23.0,,Defensive rebound by S. Muhammad,12,16
49,1,4:17.0,,S. Muhammad makes 2-pt dunk at rim (assist by C. Brewer),12,18
50,1,3:58.0,J. Lin enters the game for R. Price,,12,18
51,1,3:58.0,R. Sacre enters the game for J. Hill,,12,18
52,1,3:54.0,Shooting foul by A. Wiggins (drawn by K. Bryant),,12,18
53,1,3:54.0,K. Bryant makes free throw 1 of 2,,13,18
54,1,3:54.0,,C. Budinger enters the game for A. Wiggins,13,18
55,1,3:54.0,K. Bryant makes free throw 2 of 2,,14,18
56,1,3:47.0,,Personal foul by N. Young (drawn by S. Muhammad),14,18
57,1,3:39.0,,S. Muhammad misses 2-pt jump shot from 12 ft,14,18
58,1,3:38.0,,Offensive rebound by G. Dieng,14,18
59,1,3:37.0,,Shooting foul by R. Sacre (drawn by G. Dieng),14,18
60,1,3:37.0,,G. Dieng makes free throw 1 of 2,14,19
61,1,3:37.0,,A. Bennett enters the game for T. Young,14,19
62,1,3:37.0,,G. Dieng misses free throw 2 of 2,14,19
63,1,3:37.0,Defensive rebound by R. Sacre,,14,19
64,1,3:22.0,K. Bryant makes 2-pt jump shot from 7 ft (assist by C. Boozer),,16,19
65,1,3:08.0,,S. Muhammad misses 2-pt jump shot from 5 ft,16,19
66,1,3:07.0,Defensive rebound by C. Boozer,,16,19
67,1,2:59.0,J. Lin misses 2-pt jump shot from 16 ft,,16,19
68,1,2:57.0,Offensive rebound by C. Boozer,,16,19
69,1,2:48.0,Turnover by C. Boozer (lost ball; steal by C. Brewer),,16,19
70,1,2:41.0,,C. Budinger misses 3-pt jump shot from 24 ft,16,19
71,1,2:39.0,Defensive rebound by K. Bryant,,16,19
72,1,2:33.0,K. Bryant misses 2-pt jump shot from 3 ft,,16,19
73,1,2:32.0,Offensive rebound by C. Boozer,,16,19
74,1,2:31.0,C. Boozer misses 2-pt layup from 3 ft (block by G. Dieng),,16,19
75,1,2:31.0,,Defensive rebound by Team,16,19
76,1,2:14.0,,A. Bennett misses 2-pt jump shot from 20 ft,16,19
77,1,2:13.0,Defensive rebound by R. Sacre,,16,19
78,1,1:54.0,N. Young misses 2-pt jump shot from 20 ft,,16,19
79,1,1:52.0,Offensive rebound by K. Bryant,,16,19
80,1,1:46.0,R. Sacre makes 2-pt jump shot from 12 ft (assist by J. Lin),,18,19
81,1,1:38.0,,Turnover by G. Dieng (bad pass; steal by J. Lin),18,19
82,1,1:33.0,C. Boozer makes 2-pt dunk at rim (assist by J. Lin),,20,19
83,1,1:11.0,,A. Bennett misses 2-pt layup from 1 ft,20,19
84,1,1:10.0,Defensive rebound by R. Sacre,,20,19
85,1,0:58.0,C. Boozer misses 2-pt jump shot from 5 ft (block by G. Dieng),,20,19
86,1,0:56.0,,Defensive rebound by G. Dieng,20,19
87,1,0:53.0,Offensive charge foul by C. Brewer (drawn by J. Lin),,20,19
88,1,0:53.0,,Turnover by C. Brewer (offensive foul),20,19
89,1,0:53.0,LA Lakers full timeout,,20,19
90,1,0:53.0,,Z. LaVine enters the game for C. Brewer,20,19
91,1,0:53.0,W. Ellington enters the game for K. Bryant,,20,19
92,1,0:39.0,J. Lin misses 2-pt jump shot from 19 ft,,20,19
93,1,0:39.0,,Defensive rebound by Team,20,19
94,1,0:39.0,Loose ball foul by C. Boozer (drawn by A. Bennett),,20,19
95,1,0:29.0,,A. Bennett misses 2-pt layup from 2 ft,20,19
96,1,0:29.0,Defensive rebound by C. Boozer,,20,19
97,1,0:09.0,N. Young misses 2-pt jump shot from 19 ft,,20,19
98,1,0:07.0,Offensive rebound by R. Sacre,,20,19
99,1,0:05.0,R. Sacre makes 2-pt layup from 1 ft,,22,19
100,1,0:01.0,,G. Dieng misses 2-pt jump shot from 22 ft,22,19
101,1,0:00.0,Defensive rebound by W. Ellington,,22,19
102,2,11:47.0,,C. Budinger misses 2-pt jump shot from 15 ft,22,19
103,2,11:46.0,Defensive rebound by W. Ellington,,22,19
104,2,11:24.0,N. Young misses 3-pt jump shot from 25 ft,,22,19
105,2,11:22.0,Offensive rebound by W. Ellington,,22,19
106,2,11:17.0,W. Ellington misses 3-pt jump shot from 24 ft,,22,19
107,2,11:16.0,,Defensive rebound by A. Bennett,22,19
108,2,11:03.0,,Turnover by G. Dieng (bad pass; steal by J. Lin),22,19
109,2,10:58.0,J. Lin makes 2-pt layup from 2 ft,,24,19
110,2,10:41.0,,C. Budinger makes 2-pt jump shot from 20 ft (assist by Z. LaVine),24,21
111,2,10:22.0,Turnover by J. Lin (traveling),,24,21
112,2,10:22.0,,J. Adrien enters the game for G. Dieng,24,21
113,2,10:22.0,,A. Wiggins enters the game for S. Muhammad,24,21
114,2,10:08.0,,A. Wiggins makes 2-pt jump shot from 14 ft (assist by Z. LaVine),24,23
115,2,9:51.0,C. Boozer makes 2-pt jump shot from 12 ft (assist by J. Lin),,26,23
116,2,9:32.0,,Z. LaVine misses 2-pt layup from 1 ft,26,23
117,2,9:31.0,Defensive rebound by C. Boozer,,26,23
118,2,9:25.0,W. Ellington misses 3-pt jump shot from 23 ft,,26,23
119,2,9:24.0,,Defensive rebound by A. Bennett,26,23
120,2,9:00.0,,Shooting foul by R. Sacre (drawn by A. Wiggins),26,23
121,2,9:00.0,,A. Wiggins makes free throw 1 of 2,26,24
122,2,9:00.0,,A. Wiggins makes free throw 2 of 2,26,25
123,2,8:45.0,C. Boozer makes 2-pt jump shot from 14 ft (assist by J. Lin),,28,25
124,2,8:26.0,,A. Wiggins misses 2-pt jump shot from 14 ft,28,25
125,2,8:25.0,Defensive rebound by R. Sacre,,28,25
126,2,8:13.0,N. Young makes 2-pt jump shot from 19 ft (assist by R. Sacre),,30,25
127,2,8:00.0,,A. Bennett misses 2-pt jump shot from 19 ft,30,25
128,2,7:59.0,Defensive rebound by W. Ellington,,30,25
129,2,7:46.0,Turnover by J. Lin (lost ball; steal by C. Budinger),,30,25
130,2,7:42.0,,Z. LaVine makes 2-pt dunk at rim,30,27
131,2,7:26.0,C. Boozer makes 2-pt jump shot from 19 ft,,32,27
132,2,7:26.0,Shooting foul by A. Wiggins (drawn by C. Boozer),,32,27
133,2,7:26.0,LA Lakers full timeout,,32,27
134,2,7:26.0,W. Johnson enters the game for W. Ellington,,32,27
135,2,7:26.0,J. Hill enters the game for R. Sacre,,32,27
136,2,7:26.0,,S. Muhammad enters the game for A. Wiggins,32,27
137,2,7:26.0,,T. Young enters the game for A. Bennett,32,27
138,2,7:26.0,,C. Brewer enters the game for C. Budinger,32,27
139,2,7:26.0,C. Boozer misses free throw 1 of 1,,32,27
140,2,7:26.0,,Defensive rebound by J. Adrien,32,27
141,2,7:11.0,,Z. LaVine misses 2-pt jump shot from 10 ft,32,27
142,2,7:10.0,,Offensive rebound by S. Muhammad,32,27
143,2,7:09.0,,Shooting foul by W. Johnson (drawn by S. Muhammad),32,27
